year,state,county,subgroup_type,subgroup,share_transit_commuter,share_transit_commuter_quality,share_transportation_cost,share_transportation_cost_quality
2015,36,063,race-ethnicity,Mixed neighborhoods,0.0596478013029316,1,0.23328583061889252,1
2015,36,065,all,All,0.026836995288626653,1,0.2835093126678703,1
2015,36,065,race-ethnicity,Neighborhoods of color,0.08121239911958915,1,0.214512105649303,1
2015,36,065,race-ethnicity,White neighborhoods,0.019704530367364317,1,0.2930245869812999,1
2015,36,065,race-ethnicity,Mixed neighborhoods,0.07599855933729516,1,0.21444444444444444,1
2015,36,067,all,All,0.0294802887765989,1,0.25814781115786867,1
2015,36,067,race-ethnicity,Neighborhoods of color,0.06313801563302335,1,0.20052433388486335,1
2015,36,067,race-ethnicity,White neighborhoods,0.022585144129911177,1,0.26931955919297623,1
2015,36,067,race-ethnicity,Mixed neighborhoods,0.06697000789265982,1,0.20168034727703235,1
2015,36,069,all,All,0,1,0.30419935822109734,1
2015,36,069,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,069,race-ethnicity,White neighborhoods,0,1,0.3066110297936635,1
2015,36,069,race-ethnicity,Mixed neighborhoods,0,1,0.2502639915522703,1
2015,36,071,all,All,0.0044033687235571165,1,0.2356467629919374,1
2015,36,071,race-ethnicity,Neighborhoods of color,0.014776289180990899,1,0.20403880182002024,1
2015,36,071,race-ethnicity,White neighborhoods,0.002879197528059254,1,0.24546610169491534,1
2015,36,071,race-ethnicity,Mixed neighborhoods,0.003004015314221683,1,0.21864179661966565,1
2015,36,073,all,All,0,1,0.31804570429570433,1
2015,36,073,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,073,race-ethnicity,White neighborhoods,0,1,0.31804570429570433,1
2015,36,073,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,075,all,All,0.004416777041942604,1,0.2929485651214128,1
2015,36,075,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,075,race-ethnicity,White neighborhoods,0.004416777041942604,1,0.2929485651214128,1
2015,36,075,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,077,all,All,0,1,0.31222203418514133,1
2015,36,077,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,077,race-ethnicity,White neighborhoods,0,1,0.31222203418514133,1
2015,36,077,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,079,all,All,0.011316808448225286,1,0.24674009973599298,1
2015,36,079,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,079,race-ethnicity,White neighborhoods,0.011316808448225286,1,0.24674009973599298,1
2015,36,079,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,081,all,All,0.45710314816997244,1,0.13137249501693488,1
2015,36,081,race-ethnicity,Neighborhoods of color,0.45613019067628013,1,0.13221460233331753,1
2015,36,081,race-ethnicity,White neighborhoods,0.38166013688476463,1,0.14148195566165783,1
2015,36,081,race-ethnicity,Mixed neighborhoods,0.5049199156946859,1,0.12291054333281644,1
2015,36,083,all,All,0.025277318076504796,1,0.2348244991882989,1
2015,36,083,race-ethnicity,Neighborhoods of color,0.07,1,0.18,1
2015,36,083,race-ethnicity,White neighborhoods,0.02243967782958881,1,0.23829775328529038,1
2015,36,083,race-ethnicity,Mixed neighborhoods,0.06113253666485606,1,0.1909560021727322,1
2015,36,085,all,All,0.19877412778072673,1,0.19250904791777254,1
2015,36,085,race-ethnicity,Neighborhoods of color,0.2360563005848644,1,0.17507857269451174,1
2015,36,085,race-ethnicity,White neighborhoods,0.18184776643123854,1,0.19873579558234739,1
2015,36,085,race-ethnicity,Mixed neighborhoods,0.22856146259321625,1,0.1876025980274236,1
2015,36,087,all,All,0.02913679331214704,1,0.21687377284780274,1
2015,36,087,race-ethnicity,Neighborhoods of color,0.048475274725274735,1,0.19186011904761904,1
2015,36,087,race-ethnicity,White neighborhoods,0.024392103432282004,1,0.2228655496289425,1
2015,36,087,race-ethnicity,Mixed neighborhoods,0.028283098363312265,1,0.21879030951223463,1
2015,36,089,all,All,0.014614345340056453,1,0.3276407150956596,1
2015,36,089,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,089,race-ethnicity,White neighborhoods,0.014614345340056453,1,0.3276407150956596,1
2015,36,089,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,091,all,All,0.00687347783054014,1,0.24894095928648477,1
2015,36,091,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,091,race-ethnicity,White neighborhoods,0.00687347783054014,1,0.24894095928648477,1
2015,36,091,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,093,all,All,0.04036046511627908,1,0.22350458069062726,1
2015,36,093,race-ethnicity,Neighborhoods of color,0.09172700587084148,1,0.18447284735812136,1
2015,36,093,race-ethnicity,White neighborhoods,0.029443896534720036,1,0.232822880710091,1
2015,36,093,race-ethnicity,Mixed neighborhoods,0.05725188916876575,1,0.19917128463476072,1
2015,36,095,all,All,0,1,0.27365218792811674,1
2015,36,095,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,095,race-ethnicity,White neighborhoods,0,1,0.27365218792811674,1
2015,36,095,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,097,all,All,0,1,0.32871714806141034,1
2015,36,097,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,097,race-ethnicity,White neighborhoods,0,1,0.32871714806141034,1
2015,36,097,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,099,all,All,7.278224319740433e-4,1,0.3062908340092913,1
2015,36,099,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,099,race-ethnicity,White neighborhoods,7.278224319740433e-4,1,0.3062908340092913,1
2015,36,099,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,101,all,All,0.0011717570266452336,1,0.31057601441862737,1
2015,36,101,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,101,race-ethnicity,White neighborhoods,0.0011717570266452336,1,0.31057601441862737,1
2015,36,101,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,103,all,All,0.02018096624676774,1,0.23256171420818905,1
2015,36,103,race-ethnicity,Neighborhoods of color,0.036774651133925564,1,0.21657428586626945,1
2015,36,103,race-ethnicity,White neighborhoods,0.016800804225183052,1,0.23548203496979148,1
2015,36,103,race-ethnicity,Mixed neighborhoods,0.03125146416782026,1,0.22547625386007883,1
2015,36,105,all,All,0.0019888043937473596,1,0.30835938600197155,1
2015,36,105,race-ethnicity,Neighborhoods of color,0.01,1,0.24000000000000002,1
2015,36,105,race-ethnicity,White neighborhoods,4.654272527282923e-4,1,0.31896950351550707,1
2015,36,105,race-ethnicity,Mixed neighborhoods,0.007427894112998815,1,0.28382852627419997,1
2015,36,107,all,All,0,1,0.31865841384863125,1
2015,36,107,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,107,race-ethnicity,White neighborhoods,0,1,0.31865841384863125,1
2015,36,107,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,109,all,All,0.021857774310972435,1,0.26976703068122726,1
2015,36,109,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,109,race-ethnicity,White neighborhoods,0.017656277774485987,1,0.2773555726728684,1
2015,36,109,race-ethnicity,Mixed neighborhoods,0.05199320016999575,1,0.21533786655333617,1
2015,36,111,all,All,0.00471039525577914,1,0.2652323171258313,1
2015,36,111,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,111,race-ethnicity,White neighborhoods,0.004409859576681219,1,0.26833052276559866,1
2015,36,111,race-ethnicity,Mixed neighborhoods,0.007876473518180308,1,0.2325933919973435,1
2015,36,113,all,All,0.003028221591757503,1,0.2874376586531283,1
2015,36,113,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,113,race-ethnicity,White neighborhoods,0.003028221591757503,1,0.2874376586531283,1
2015,36,113,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,115,all,All,0.005001856665428889,1,0.3056752073276395,1
2015,36,115,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,115,race-ethnicity,White neighborhoods,0.005001856665428889,1,0.3056752073276395,1
2015,36,115,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,117,all,All,8.339730233578244e-4,1,0.31235086084000435,1
2015,36,117,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,117,race-ethnicity,White neighborhoods,8.339730233578244e-4,1,0.31235086084000435,1
2015,36,117,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,119,all,All,0.13864859330848936,1,0.1977544710500605,1
2015,36,119,race-ethnicity,Neighborhoods of color,0.21583992902569826,1,0.16920552642596548,1
2015,36,119,race-ethnicity,White neighborhoods,0.08489092169244648,1,0.2175954366432704,1
2015,36,119,race-ethnicity,Mixed neighborhoods,0.1726097871200963,1,0.18531915249698755,1
2015,36,121,all,All,0.0014239564198391082,1,0.31665484259200605,1
2015,36,121,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,121,race-ethnicity,White neighborhoods,0.0014239564198391082,1,0.31665484259200605,1
2015,36,121,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,36,123,all,All,0,1,0.320026735218509,1
2015,36,123,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,36,123,race-ethnicity,White neighborhoods,0,1,0.320026735218509,1
2015,36,123,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,001,all,All,0.0022513607929157526,1,0.33219107969778205,1
2015,37,001,race-ethnicity,Neighborhoods of color,0.004805471887550201,1,0.3125376506024096,1
2015,37,001,race-ethnicity,White neighborhoods,8.808858977112717e-4,1,0.3446586000334121,1
2015,37,001,race-ethnicity,Mixed neighborhoods,0.005426515930113052,1,0.300861596437136,1
2015,37,003,all,All,0,1,0.3731440983727266,1
2015,37,003,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,003,race-ethnicity,White neighborhoods,0,1,0.3731440983727266,1
2015,37,003,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,005,all,All,0,1,0.4084255765199162,1
2015,37,005,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,005,race-ethnicity,White neighborhoods,0,1,0.4084255765199162,1
2015,37,005,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,007,all,All,0,1,0.43525286510356437,1
2015,37,007,race-ethnicity,Neighborhoods of color,0,1,0.44219823008849557,1
2015,37,007,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,37,007,race-ethnicity,Mixed neighborhoods,0,1,0.43231827699670955,1
2015,37,009,all,All,8.857967079585949e-4,1,0.41150602409638554,1
2015,37,009,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,009,race-ethnicity,White neighborhoods,8.857967079585949e-4,1,0.41150602409638554,1
2015,37,009,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,011,all,All,0,1,0.380426407881194,1
2015,37,011,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,011,race-ethnicity,White neighborhoods,0,1,0.380426407881194,1
2015,37,011,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,013,all,All,0.0016742276949665155,1,0.36452419529055957,1
2015,37,013,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,013,race-ethnicity,White neighborhoods,7.547021326827733e-4,1,0.3762359329503424,1
2015,37,013,race-ethnicity,Mixed neighborhoods,0.003685660182475469,1,0.338905147185402,1
2015,37,015,all,All,0.007274568034557236,1,0.4967130129589633,1
2015,37,015,race-ethnicity,Neighborhoods of color,0.01,1,0.48798849508257564,1
2015,37,015,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,37,015,race-ethnicity,Mixed neighborhoods,0,1,0.52,1
2015,37,017,all,All,0.010000000000000002,1,0.4703756683563641,1
2015,37,017,race-ethnicity,Neighborhoods of color,0.01,1,0.49,1
2015,37,017,race-ethnicity,White neighborhoods,0.010000000000000002,1,0.4785897435897436,1
2015,37,017,race-ethnicity,Mixed neighborhoods,0.01,1,0.45558344955834496,1
2015,37,019,all,All,0.00465350761287175,1,0.32581566483036206,1
2015,37,019,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,019,race-ethnicity,White neighborhoods,0.004420234893929992,1,0.3258902755751684,1
2015,37,019,race-ethnicity,Mixed neighborhoods,0.006439127375087966,1,0.3252445460942998,1
2015,37,021,all,All,0.009664048694286278,1,0.30028372275672494,1
2015,37,021,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,021,race-ethnicity,White neighborhoods,0.008860830872703413,1,0.30223189386482946,1
2015,37,021,race-ethnicity,Mixed neighborhoods,0.02778214616096207,1,0.25633903792784457,1
2015,37,023,all,All,0,1,0.35979578700994735,1
2015,37,023,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,023,race-ethnicity,White neighborhoods,0,1,0.35979578700994735,1
2015,37,023,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,025,all,All,0.006691234496210599,1,0.29139738836527146,1
2015,37,025,race-ethnicity,Neighborhoods of color,0.020000000000000004,1,0.2534151329243354,1
2015,37,025,race-ethnicity,White neighborhoods,0.005415219033232629,1,0.2978121223564954,1
2015,37,025,race-ethnicity,Mixed neighborhoods,0.010084115965700286,1,0.2697207023274806,1
2015,37,027,all,All,2.943039979725021e-4,1,0.3585804346448711,1
2015,37,027,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,027,race-ethnicity,White neighborhoods,2.943039979725021e-4,1,0.3585804346448711,1
2015,37,027,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,029,all,All,0.004811594202898551,1,0.3603768115942029,1
2015,37,029,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,029,race-ethnicity,White neighborhoods,0.004811594202898551,1,0.3603768115942029,1
2015,37,029,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,031,all,All,0.0038721461187214614,1,0.2894490106544902,1
2015,37,031,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,031,race-ethnicity,White neighborhoods,0.0038721461187214614,1,0.2894490106544902,1
2015,37,031,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,033,all,All,0,1,0.4076383125864454,1
2015,37,033,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,033,race-ethnicity,White neighborhoods,0,1,0.41170969993021633,1
2015,37,033,race-ethnicity,Mixed neighborhoods,0,1,0.399711277173913,1
2015,37,035,all,All,0.0016798826759434524,1,0.3496197199911326,1
2015,37,035,race-ethnicity,Neighborhoods of color,0.01,1,0.31,1
2015,37,035,race-ethnicity,White neighborhoods,0.0010948414830736163,1,0.352636063560298,1
2015,37,035,race-ethnicity,Mixed neighborhoods,0.005303954357662797,1,0.33,1
2015,37,037,all,All,0,1,0.3097830850945288,1
2015,37,037,race-ethnicity,Neighborhoods of color,0,1,0.28547835382148584,1
2015,37,037,race-ethnicity,White neighborhoods,0,1,0.3137064837582502,1
2015,37,037,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,039,all,All,0.0041956193353474315,1,0.42422111027190335,1
2015,37,039,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,039,race-ethnicity,White neighborhoods,0.0041956193353474315,1,0.42422111027190335,1
2015,37,039,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,041,all,All,0.005205295793531088,1,0.3727635327635328,1
2015,37,041,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,041,race-ethnicity,White neighborhoods,0.002423199152542373,1,0.3975768008474576,1
2015,37,041,race-ethnicity,Mixed neighborhoods,0.01,1,0.33,1
2015,37,043,all,All,0.01,2,0.3942665198237885,2
2015,37,043,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,043,race-ethnicity,White neighborhoods,0.01,2,0.3942665198237885,2
2015,37,043,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,045,all,All,0,1,0.36476543935065286,1
2015,37,045,race-ethnicity,Neighborhoods of color,0,1,0.32,1
2015,37,045,race-ethnicity,White neighborhoods,0,1,0.37205936722360466,1
2015,37,045,race-ethnicity,Mixed neighborhoods,0,1,0.3460651105651106,1
2015,37,047,all,All,0.007549759156593656,1,0.4105266745433063,1
2015,37,047,race-ethnicity,Neighborhoods of color,0.01,1,0.34,1
2015,37,047,race-ethnicity,White neighborhoods,0.006716829919857525,1,0.4224746215494211,1
2015,37,047,race-ethnicity,Mixed neighborhoods,0.008045397225725094,1,0.4117436661698957,1
2015,37,049,all,All,0.005647504423014627,1,0.30946948742867103,1
2015,37,049,race-ethnicity,Neighborhoods of color,0.014859060402684565,1,0.25,1
2015,37,049,race-ethnicity,White neighborhoods,0.0032020689355413572,1,0.3182866084235233,1
2015,37,049,race-ethnicity,Mixed neighborhoods,0.008043522063268183,1,0.3047719793135873,1
2015,37,051,all,All,0.021054605644023713,1,0.30481242304901224,1
2015,37,051,race-ethnicity,Neighborhoods of color,0.02949720792251985,1,0.29410042753686416,1
2015,37,051,race-ethnicity,White neighborhoods,0.012428526547282437,1,0.32801131008482565,1
2015,37,051,race-ethnicity,Mixed neighborhoods,0.017480648593125207,1,0.30433893393007816,1
2015,37,053,all,All,0.007382795698924731,1,0.29861505376344083,1
2015,37,053,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,053,race-ethnicity,White neighborhoods,0.007382795698924731,1,0.29861505376344083,1
2015,37,053,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,055,all,All,0.004710401496425948,1,0.2882897989177634,1
2015,37,055,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,055,race-ethnicity,White neighborhoods,0.004710401496425948,1,0.2882897989177634,1
2015,37,055,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,057,all,All,0.001935333364438016,1,0.3253304094931493,1
2015,37,057,race-ethnicity,Neighborhoods of color,0.01,1,0.28,1
2015,37,057,race-ethnicity,White neighborhoods,0.0011569715410775013,1,0.33155915518167184,1
2015,37,057,race-ethnicity,Mixed neighborhoods,0.0063128575730201746,1,0.285132490213791,1
2015,37,059,all,All,0,1,0.34488142667425536,1
2015,37,059,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,059,race-ethnicity,White neighborhoods,0,1,0.34488142667425536,1
2015,37,059,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,061,all,All,0,1,0.4326783924177526,1
2015,37,061,race-ethnicity,Neighborhoods of color,0,1,0.4278029445073612,1
2015,37,061,race-ethnicity,White neighborhoods,0,1,0.4486245895658519,1
2015,37,061,race-ethnicity,Mixed neighborhoods,0,1,0.4270425531914893,1
2015,37,063,all,All,0.02967958611769778,1,0.24750980814830778,1
2015,37,063,race-ethnicity,Neighborhoods of color,0.03902122274143301,1,0.23496709501557636,1
2015,37,063,race-ethnicity,White neighborhoods,0.018255523371386383,1,0.2663872323507696,1
2015,37,063,race-ethnicity,Mixed neighborhoods,0.027043637971497572,1,0.24681065269888777,1
2015,37,065,all,All,0.007095500808522781,1,0.3622120232093599,1
2015,37,065,race-ethnicity,Neighborhoods of color,0.01446480511925538,1,0.3407116540624394,1
2015,37,065,race-ethnicity,White neighborhoods,0,1,0.39431454683929934,1
2015,37,065,race-ethnicity,Mixed neighborhoods,0,1,0.3792109819441009,1
2015,37,067,all,All,0.01683318552864036,1,0.2893975853135671,1
2015,37,067,race-ethnicity,Neighborhoods of color,0.03384105067285133,1,0.2564736657587444,1
2015,37,067,race-ethnicity,White neighborhoods,0.007769758729992402,1,0.30604812301888773,1
2015,37,067,race-ethnicity,Mixed neighborhoods,0.01889120214909335,1,0.2877068502350571,1
2015,37,069,all,All,0,1,0.2703552284523101,1
2015,37,069,race-ethnicity,Neighborhoods of color,0,1,0.25,1
2015,37,069,race-ethnicity,White neighborhoods,0,1,0.274121670503124,1
2015,37,069,race-ethnicity,Mixed neighborhoods,0,1,0.2652574784865456,1
2015,37,071,all,All,0.004428037288735063,1,0.2873473460829144,1
2015,37,071,race-ethnicity,Neighborhoods of color,0.02355776736924278,1,0.26278883684621396,1
2015,37,071,race-ethnicity,White neighborhoods,0.00195205790605409,1,0.29246751870135373,1
2015,37,071,race-ethnicity,Mixed neighborhoods,0.012609945027486257,1,0.2608245877061469,1
2015,37,073,all,All,0.007283053157655612,1,0.30372330758746025,1
2015,37,073,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,073,race-ethnicity,White neighborhoods,0.01,1,0.31,1
2015,37,073,race-ethnicity,Mixed neighborhoods,0.005671371697430329,1,0.3,1
2015,37,075,all,All,0.01,1,0.43913682277318644,1
2015,37,075,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,075,race-ethnicity,White neighborhoods,0.01,1,0.43913682277318644,1
2015,37,075,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,077,all,All,0,1,0.32222518914107695,1
2015,37,077,race-ethnicity,Neighborhoods of color,0,1,0.3043687374749499,1
2015,37,077,race-ethnicity,White neighborhoods,0,1,0.3305859637340497,1
2015,37,077,race-ethnicity,Mixed neighborhoods,0,1,0.3135489937934926,1
2015,37,079,all,All,0,1,0.42066740515092765,1
2015,37,079,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,079,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,37,079,race-ethnicity,Mixed neighborhoods,0,1,0.42066740515092765,1
2015,37,081,all,All,0.019980655507667637,1,0.29385977748822295,1
2015,37,081,race-ethnicity,Neighborhoods of color,0.03192109699560479,1,0.2743070022277078,1
2015,37,081,race-ethnicity,White neighborhoods,0.01143614947364101,1,0.31122170692167206,1
2015,37,081,race-ethnicity,Mixed neighborhoods,0.02108860333314629,1,0.28283008809831095,1
2015,37,083,all,All,0.004253773057574064,1,0.43007452953232717,1
2015,37,083,race-ethnicity,Neighborhoods of color,0.006948891031822565,1,0.4508302796528448,1
2015,37,083,race-ethnicity,White neighborhoods,0,1,0.3946155804480652,1
2015,37,083,race-ethnicity,Mixed neighborhoods,0.002686192468619247,1,0.4194811715481172,1
2015,37,085,all,All,6.772590926134234e-4,1,0.3337910104986877,1
2015,37,085,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,085,race-ethnicity,White neighborhoods,0,1,0.34015963703579233,1
2015,37,085,race-ethnicity,Mixed neighborhoods,0.002237361616474414,1,0.3191205388248045,1
2015,37,087,all,All,0,1,0.32160162383669716,1
2015,37,087,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,087,race-ethnicity,White neighborhoods,0,1,0.32160162383669716,1
2015,37,087,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,089,all,All,0,1,0.3201920614596671,1
2015,37,089,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,089,race-ethnicity,White neighborhoods,0,1,0.32284147060156854,1
2015,37,089,race-ethnicity,Mixed neighborhoods,0,1,0.26058643549209587,1
2015,37,091,all,All,0.00857126343775286,1,0.430567564443417,1
2015,37,091,race-ethnicity,Neighborhoods of color,0.01,1,0.4287487844408428,1
2015,37,091,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,37,091,race-ethnicity,Mixed neighborhoods,0.00501813784764208,1,0.4350906892382104,1
2015,37,093,all,All,0,1,0.3449175985874044,1
2015,37,093,race-ethnicity,Neighborhoods of color,0,1,0.3397162534435262,1
2015,37,093,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,37,093,race-ethnicity,Mixed neighborhoods,0,1,0.34879856115107916,1
2015,37,095,all,All,0.01,1,0.37,1
2015,37,095,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,095,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,37,095,race-ethnicity,Mixed neighborhoods,0.01,1,0.37,1
2015,37,097,all,All,0,1,0.3021342354622041,1
2015,37,097,race-ethnicity,Neighborhoods of color,0,1,0.2776822835867205,1
2015,37,097,race-ethnicity,White neighborhoods,0,1,0.30644645248919994,1
2015,37,097,race-ethnicity,Mixed neighborhoods,0,1,0.27,1
2015,37,099,all,All,0.0025814740536475307,1,0.3799887189771872,1
2015,37,099,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,099,race-ethnicity,White neighborhoods,0.003045246192518113,1,0.38178323229336086,1
2015,37,099,race-ethnicity,Mixed neighborhoods,0,1,0.37,1
2015,37,101,all,All,0,1,0.26783890234059726,1
2015,37,101,race-ethnicity,Neighborhoods of color,0,1,0.25,1
2015,37,101,race-ethnicity,White neighborhoods,0,1,0.27018608382577386,1
2015,37,101,race-ethnicity,Mixed neighborhoods,0,1,0.2581393288293278,1
2015,37,103,all,All,0.006559477756286267,1,0.34344052224371374,1
2015,37,103,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,103,race-ethnicity,White neighborhoods,0,1,0.35,1
2015,37,103,race-ethnicity,Mixed neighborhoods,0.01,1,0.34,1
2015,37,105,all,All,0,1,0.333625860605489,1
2015,37,105,race-ethnicity,Neighborhoods of color,0,1,0.3108658372562206,1
2015,37,105,race-ethnicity,White neighborhoods,0,1,0.34263806228373705,1
2015,37,105,race-ethnicity,Mixed neighborhoods,0,1,0.34,1
2015,37,107,all,All,7.850867795157489e-4,1,0.397274051853439,1
2015,37,107,race-ethnicity,Neighborhoods of color,0.0038821784276329733,1,0.33766687857596955,1
2015,37,107,race-ethnicity,White neighborhoods,0,1,0.42669338051623645,1
2015,37,107,race-ethnicity,Mixed neighborhoods,0,1,0.39712144760213136,1
2015,37,109,all,All,0,1,0.3086409864397766,1
2015,37,109,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,109,race-ethnicity,White neighborhoods,0,1,0.31018388791593693,1
2015,37,109,race-ethnicity,Mixed neighborhoods,0,1,0.28,1
2015,37,111,all,All,0,1,0.3984419557813312,1
2015,37,111,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,111,race-ethnicity,White neighborhoods,0,1,0.3984419557813312,1
2015,37,111,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,113,all,All,0,1,0.36341078784757985,1
2015,37,113,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,113,race-ethnicity,White neighborhoods,0,1,0.36341078784757985,1
2015,37,113,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,115,all,All,0.00263905325443787,1,0.34119171597633136,1
2015,37,115,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,37,115,race-ethnicity,White neighborhoods,0.00263905325443787,1,0.34119171597633136,1
2015,37,115,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,37,117,all,All,0.001766102060632215,1,0.4239572769446542,1
2015,37,117,race-ethnicity,Neighborhoods of color,0,1,0.4335542956825119,1
2015,37,117,race-ethnicity,White neighborhoods,0.004489851892484915,1,0.44,1
2015,37,117,race-ethnicity,Mixed neighborhoods,0,1,0.39978378378378376,1
2015,37,119,all,All,0.029674658886846804,1,0.2578190349301977,1
2015,37,119,race-ethnicity,Neighborhoods of color,0.03862824222450012,1,0.24704680221619585,1
2015,37,119,race-ethnicity,White neighborhoods,0.02260969703760419,1,0.2667485231594739,1
2015,37,119,race-ethnicity,Mixed neighborhoods,0.025903601483054116,1,0.26129459546776207,1
2015,37,121,all,All,0.004175598991172762,1,0.395,1
