year,state,county,subgroup_type,subgroup,mean_tcost,mean_transit,mean_tcost_quality,mean_transit_quality
2016,06,101,All,All,32.54458682008368,28.292625523012553,1,1
2016,06,101,race-ethnicity,No Predominant Racial Group,33.101165695253954,25.39654454621149,2,2
2016,06,101,race-ethnicity,Predominantly People of Color,27.856939501779358,33.654804270462634,2,2
2016,06,101,race-ethnicity,Predominantly White,35.263377345378736,32.72550382209868,2,2
2016,06,103,All,All,9.153558590941769,13.370668583752696,1,1
2016,06,103,race-ethnicity,No Predominant Racial Group,10,14.5177304964539,2,2
2016,06,103,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,06,103,race-ethnicity,Predominantly White,8.938322813345357,13.078990081154194,2,2
2016,06,105,All,All,2.412182741116751,2.3918781725888323,1,1
2016,06,105,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,06,105,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,06,105,race-ethnicity,Predominantly White,2.412182741116751,2.3918781725888323,3,3
2016,06,107,All,All,16.481869062176653,33.5232339384818,1,1
2016,06,107,race-ethnicity,No Predominant Racial Group,19.670545642617014,30.56348590638738,1,1
2016,06,107,race-ethnicity,Predominantly People of Color,15.392312627944635,33.96370191573222,1,1
2016,06,107,race-ethnicity,Predominantly White,21.81853469189714,37.63512857836002,1,1
2016,06,109,All,All,26.20446096654275,9.414009000195657,1,1
2016,06,109,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,06,109,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,06,109,race-ethnicity,Predominantly White,26.20446096654275,9.414009000195657,2,2
2016,06,111,All,All,82.63384507063812,72.58018153153843,1,1
2016,06,111,race-ethnicity,No Predominant Racial Group,82.6193040263602,72.59037209676123,1,1
2016,06,111,race-ethnicity,Predominantly People of Color,83.39099041277227,73.37490472943159,1,1
2016,06,111,race-ethnicity,Predominantly White,81.96527305890348,71.8671006044133,1,1
2016,06,113,All,All,65.12009836209546,64.64308611074519,1,1
2016,06,113,race-ethnicity,No Predominant Racial Group,66.73624036160595,66.41724275458655,1,1
2016,06,113,race-ethnicity,Predominantly People of Color,61.238247863247864,57.53867521367521,1,1
2016,06,113,race-ethnicity,Predominantly White,63.10429649065267,66.79403082978025,1,1
2016,06,115,All,All,32.15942246954429,35.54609715746729,1,1
2016,06,115,race-ethnicity,No Predominant Racial Group,32.73029827315542,35.331868131868134,2,2
2016,06,115,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,06,115,race-ethnicity,Predominantly White,31.634526558891455,35.743071593533486,2,2
2016,08,001,All,All,78.16239893809582,74.59968625558103,1,1
2016,08,001,race-ethnicity,No Predominant Racial Group,76.10944019471488,73.52390472878999,1,1
2016,08,001,race-ethnicity,Predominantly People of Color,82.04664845555789,79.13316873292709,1,1
2016,08,001,race-ethnicity,Predominantly White,73.54346030289123,67.81459385039008,1,1
2016,08,003,All,All,1.6191962543893874,6.89582520483808,1,1
2016,08,003,race-ethnicity,No Predominant Racial Group,1.6547901821060966,2.2438638163103723,1,1
2016,08,003,race-ethnicity,Predominantly People of Color,2,11,1,1
2016,08,003,race-ethnicity,Predominantly White,0,13,1,1
2016,08,005,All,All,82.24302082555796,79.68881092781966,1,1
2016,08,005,race-ethnicity,No Predominant Racial Group,82.64716106604867,79.68957126303592,2,2
2016,08,005,race-ethnicity,Predominantly People of Color,85.02183502426114,82.20945449198648,2,2
2016,08,005,race-ethnicity,Predominantly White,80.27290328258383,78.17957405614715,2,2
2016,08,007,All,All,11.964809384164223,20.410557184750733,1,1
2016,08,007,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,007,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,007,race-ethnicity,Predominantly White,11.964809384164223,20.410557184750733,1,1
2016,08,009,All,All,2.7248062015503876,0,1,1
2016,08,009,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,009,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,009,race-ethnicity,Predominantly White,2.7248062015503876,0,1,1
2016,08,011,All,All,1,0,1,1
2016,08,011,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,011,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,011,race-ethnicity,Predominantly White,1,0,1,1
2016,08,013,All,All,80.98703028043357,68.0025832911662,1,1
2016,08,013,race-ethnicity,No Predominant Racial Group,78.91346153846153,57.125,1,1
2016,08,013,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,013,race-ethnicity,Predominantly White,81.35967199723522,69.95739734204656,1,1
2016,08,014,All,All,75.23821339950372,68.62158808933002,1,1
2016,08,014,race-ethnicity,No Predominant Racial Group,68.30434782608695,72.65217391304348,1,1
2016,08,014,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,014,race-ethnicity,Predominantly White,76.39218523878436,67.9507959479016,1,1
2016,08,015,All,All,25.94167679222357,15.512758201701093,1,1
2016,08,015,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,015,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,015,race-ethnicity,Predominantly White,25.94167679222357,15.512758201701093,1,1
2016,08,017,All,All,25,34,1,1
2016,08,017,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,017,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,017,race-ethnicity,Predominantly White,25,34,1,1
2016,08,019,All,All,60.66197183098591,39.971830985915496,1,1
2016,08,019,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,019,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,019,race-ethnicity,Predominantly White,60.66197183098591,39.971830985915496,1,1
2016,08,021,All,All,1,5.032786885245901,1,1
2016,08,021,race-ethnicity,No Predominant Racial Group,1,0,1,1
2016,08,021,race-ethnicity,Predominantly People of Color,1,9,1,1
2016,08,021,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,08,023,All,All,0,0,1,1
2016,08,023,race-ethnicity,No Predominant Racial Group,0,0,1,1
2016,08,023,race-ethnicity,Predominantly People of Color,0,0,1,1
2016,08,023,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,08,025,All,All,0,0,1,1
2016,08,025,race-ethnicity,No Predominant Racial Group,0,0,1,1
2016,08,025,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,025,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,08,027,All,All,4,0,1,1
2016,08,027,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,027,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,027,race-ethnicity,Predominantly White,4,0,1,1
2016,08,029,All,All,7.475533928088673,10.788321167883211,1,1
2016,08,029,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,029,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,029,race-ethnicity,Predominantly White,7.475533928088673,10.788321167883211,1,1
2016,08,031,All,All,86.84669050624036,87.97569298368626,1,1
2016,08,031,race-ethnicity,No Predominant Racial Group,88.22036704190711,89.35956863116073,1,1
2016,08,031,race-ethnicity,Predominantly People of Color,82.82426429761244,85.0882842865075,1,1
2016,08,031,race-ethnicity,Predominantly White,90.01290141197052,89.98575534174684,1,1
2016,08,033,All,All,1,0,1,1
2016,08,033,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,033,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,033,race-ethnicity,Predominantly White,1,0,1,1
2016,08,035,All,All,64.73906119027662,59.688516345347864,1,1
2016,08,035,race-ethnicity,No Predominant Racial Group,84,75,2,2
2016,08,035,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,035,race-ethnicity,Predominantly White,64.36881674498078,59.39419051687313,2,2
2016,08,037,All,All,77.40942154485626,68.42812608243852,1,1
2016,08,037,race-ethnicity,No Predominant Racial Group,73.69374492282697,59.13566206336312,1,1
2016,08,037,race-ethnicity,Predominantly People of Color,80.28615071283096,74.40936863543789,1,1
2016,08,037,race-ethnicity,Predominantly White,80.00445103857567,76.68545994065282,1,1
2016,08,039,All,All,45.61124307205068,33.38638163103721,1,1
2016,08,039,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,039,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,039,race-ethnicity,Predominantly White,45.61124307205068,33.38638163103721,1,1
2016,08,041,All,All,66.86792014856081,55.082089799708186,1,1
2016,08,041,race-ethnicity,No Predominant Racial Group,73.30088495575221,59.56568210550511,2,2
2016,08,041,race-ethnicity,Predominantly People of Color,78.22383720930233,62.59496124031008,2,2
2016,08,041,race-ethnicity,Predominantly White,63.553395681339666,52.79226852078539,2,2
2016,08,043,All,All,12.989289617486339,3.4017486338797815,2,2
2016,08,043,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,043,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,043,race-ethnicity,Predominantly White,12.989289617486339,3.4017486338797815,2,2
2016,08,045,All,All,51.33983666061706,52.002722323049,1,1
2016,08,045,race-ethnicity,No Predominant Racial Group,50.18912237330037,59.147095179233624,2,2
2016,08,045,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,045,race-ethnicity,Predominantly White,52.007168458781365,47.8594982078853,2,2
2016,08,047,All,All,58,55,1,1
2016,08,047,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,047,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,047,race-ethnicity,Predominantly White,58,55,1,1
2016,08,049,All,All,61.668463611859835,47.78167115902965,1,1
2016,08,049,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,049,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,049,race-ethnicity,Predominantly White,61.668463611859835,47.78167115902965,1,1
2016,08,051,All,All,34.44593837535014,24.546778711484595,1,1
2016,08,051,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,051,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,051,race-ethnicity,Predominantly White,34.44593837535014,24.546778711484595,3,3
2016,08,053,All,All,30,13,1,1
2016,08,053,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,053,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,053,race-ethnicity,Predominantly White,30,13,3,3
2016,08,055,All,All,1,0,1,1
2016,08,055,race-ethnicity,No Predominant Racial Group,1,0,1,1
2016,08,055,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,055,race-ethnicity,Predominantly White,1,0,1,1
2016,08,057,All,All,12,15,1,1
2016,08,057,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,057,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,057,race-ethnicity,Predominantly White,12,15,1,1
2016,08,059,All,All,78.17329564573659,73.55775399869889,1,1
2016,08,059,race-ethnicity,No Predominant Racial Group,86.55462948931657,82.85709956053948,1,1
2016,08,059,race-ethnicity,Predominantly People of Color,85,83,1,1
2016,08,059,race-ethnicity,Predominantly White,76.57859934679017,71.75718798522247,1,1
2016,08,061,All,All,3,14,1,1
2016,08,061,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,061,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,061,race-ethnicity,Predominantly White,3,14,1,1
2016,08,063,All,All,9.14975845410628,12.70048309178744,1,1
2016,08,063,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,063,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,063,race-ethnicity,Predominantly White,9.14975845410628,12.70048309178744,1,1
2016,08,065,All,All,16.353342428376536,6.466575716234652,1,1
2016,08,065,race-ethnicity,No Predominant Racial Group,17,0,1,1
2016,08,065,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,065,race-ethnicity,Predominantly White,14,30,1,1
2016,08,067,All,All,51.58642232403165,64.00916284881299,1,1
2016,08,067,race-ethnicity,No Predominant Racial Group,44,69,3,3
2016,08,067,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,067,race-ethnicity,Predominantly White,52.628612032212224,63.32354334438654,3,3
2016,08,069,All,All,63.32795601474231,51.5125974261374,1,1
2016,08,069,race-ethnicity,No Predominant Racial Group,76,79,1,1
2016,08,069,race-ethnicity,Predominantly People of Color,57,33,1,1
2016,08,069,race-ethnicity,Predominantly White,63.064985959823495,50.94439472953374,1,1
2016,08,071,All,All,11.100407747196739,8.693170234454637,1,1
2016,08,071,race-ethnicity,No Predominant Racial Group,11.119177253478524,8.44888082274652,2,2
2016,08,071,race-ethnicity,Predominantly People of Color,11,10,2,2
2016,08,071,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,08,073,All,All,6,0,1,1
2016,08,073,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,073,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,073,race-ethnicity,Predominantly White,6,0,1,1
2016,08,075,All,All,12.572276388300127,2.33658329800763,1,1
2016,08,075,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,075,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,075,race-ethnicity,Predominantly White,12.572276388300127,2.33658329800763,1,1
2016,08,077,All,All,37.39215819979543,59.7017388339584,1,1
2016,08,077,race-ethnicity,No Predominant Racial Group,48,53,1,1
2016,08,077,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,077,race-ethnicity,Predominantly White,36.920732141585354,59.99957268000855,1,1
2016,08,079,All,All,19,0,1,1
2016,08,079,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,079,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,079,race-ethnicity,Predominantly White,19,0,1,1
2016,08,081,All,All,36.80370942812983,44.915765069551775,1,1
2016,08,081,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,081,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,081,race-ethnicity,Predominantly White,36.80370942812983,44.915765069551775,2,2
2016,08,083,All,All,10.668078175895765,14.734201954397394,1,1
2016,08,083,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,083,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,083,race-ethnicity,Predominantly White,10.908735795454545,11.372869318181818,3,3
2016,08,085,All,All,15.622451039773875,21.128003230365437,1,1
2016,08,085,race-ethnicity,No Predominant Racial Group,19.74315514993481,19.89960886571056,1,1
2016,08,085,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,085,race-ethnicity,Predominantly White,13.773618016964024,21.679145949107927,1,1
2016,08,087,All,All,26.03329171868498,33.41905950894715,1,1
2016,08,087,race-ethnicity,No Predominant Racial Group,25.249649368863956,44.011220196353435,1,1
2016,08,087,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,087,race-ethnicity,Predominantly White,26.36390532544379,28.950295857988166,1,1
2016,08,089,All,All,3.197501688048616,0,1,1
2016,08,089,race-ethnicity,No Predominant Racial Group,4.868797308662741,0,1,1
2016,08,089,race-ethnicity,Predominantly People of Color,3,0,1,1
2016,08,089,race-ethnicity,Predominantly White,1.6403654485049834,0,1,1
2016,08,091,All,All,44,59,1,1
2016,08,091,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,091,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,091,race-ethnicity,Predominantly White,44,59,1,1
2016,08,093,All,All,51.93908629441624,32.913141567963905,1,1
2016,08,093,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,093,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,093,race-ethnicity,Predominantly White,51.93908629441624,32.913141567963905,1,1
2016,08,095,All,All,12,11.595505617977528,1,1
2016,08,095,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,095,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,095,race-ethnicity,Predominantly White,12,11.595505617977528,1,1
2016,08,097,All,All,61.967213114754095,79.71475409836066,1,1
2016,08,097,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,097,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,097,race-ethnicity,Predominantly White,61.967213114754095,79.71475409836066,1,1
2016,08,099,All,All,10.57187696170747,7.613308223477715,1,1
2016,08,099,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,099,race-ethnicity,Predominantly People of Color,12,0,2,2
2016,08,099,race-ethnicity,Predominantly White,10.10258548790659,10.115095913261051,2,2
2016,08,101,All,All,24.41602709998412,37.29418303075213,1,1
2016,08,101,race-ethnicity,No Predominant Racial Group,25.6527759634226,35.007838014369696,1,1
2016,08,101,race-ethnicity,Predominantly People of Color,29.54033251231527,47.4690578817734,1,1
2016,08,101,race-ethnicity,Predominantly White,15.430664684646421,27.23614355489488,1,1
2016,08,103,All,All,32.44932432432432,42.11486486486486,1,1
2016,08,103,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,103,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,103,race-ethnicity,Predominantly White,32.44932432432432,42.11486486486486,1,1
2016,08,105,All,All,6.838753387533876,18.256775067750677,1,1
2016,08,105,race-ethnicity,No Predominant Racial Group,8,19,1,1
2016,08,105,race-ethnicity,Predominantly People of Color,10,14,1,1
2016,08,105,race-ethnicity,Predominantly White,3,20,1,1
2016,08,107,All,All,59.38871749669458,55.502864698104894,1,1
2016,08,107,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,107,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,107,race-ethnicity,Predominantly White,59.38871749669458,55.502864698104894,1,1
2016,08,109,All,All,0.6730975348338692,0,1,1
2016,08,109,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,109,race-ethnicity,Predominantly People of Color,0,0,1,1
2016,08,109,race-ethnicity,Predominantly White,1,0,1,1
2016,08,111,All,All,8,30,1,1
2016,08,111,race-ethnicity,No Predominant Racial Group,8,30,1,1
2016,08,111,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,111,race-ethnicity,Predominantly White,NA,NA,NA,NA
2016,08,113,All,All,43.348542458808616,69.62484157160964,1,1
2016,08,113,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,113,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,113,race-ethnicity,Predominantly White,43.348542458808616,69.62484157160964,1,1
2016,08,115,All,All,13,21,1,1
2016,08,115,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,115,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,115,race-ethnicity,Predominantly White,13,21,1,1
2016,08,117,All,All,70.33832335329342,62.45059880239521,1,1
2016,08,117,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,117,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,117,race-ethnicity,Predominantly White,70.33832335329342,62.45059880239521,1,1
2016,08,119,All,All,39.66250650026001,26.33489339573583,1,1
2016,08,119,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,119,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,119,race-ethnicity,Predominantly White,39.66250650026001,26.33489339573583,1,1
2016,08,121,All,All,9.450676982591876,9.013539651837524,1,1
2016,08,121,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,121,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,121,race-ethnicity,Predominantly White,9.450676982591876,9.013539651837524,1,1
2016,08,123,All,All,59.102979970688814,49.493844650708354,1,1
2016,08,123,race-ethnicity,No Predominant Racial Group,61.241340782122904,52.15512104283054,1,1
2016,08,123,race-ethnicity,Predominantly People of Color,69.94408945686901,64.99733759318424,1,1
2016,08,123,race-ethnicity,Predominantly White,54.501234132581104,43.10084626234133,1,1
2016,08,125,All,All,7.243243243243243,0,1,1
2016,08,125,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,08,125,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,08,125,race-ethnicity,Predominantly White,7.243243243243243,0,1,1
2016,09,001,All,All,90.69211528801071,30.111583221701274,1,1
2016,09,001,race-ethnicity,No Predominant Racial Group,93.62267111198274,34.800810616460744,1,1
2016,09,001,race-ethnicity,Predominantly People of Color,94.61446520043835,36.563393562527075,1,1
2016,09,001,race-ethnicity,Predominantly White,85.84674273454262,22.190437877901307,1,1
2016,09,003,All,All,83.09913691412393,64.91108642654923,1,1
2016,09,003,race-ethnicity,No Predominant Racial Group,84.61653164259715,62.435481977222025,1,1
2016,09,003,race-ethnicity,Predominantly People of Color,90.0377257830958,80.08253944059142,1,1
2016,09,003,race-ethnicity,Predominantly White,76.50384946284,52.66726963887847,1,1
2016,09,005,All,All,72.89612605950282,32.19386768303089,1,1
2016,09,005,race-ethnicity,No Predominant Racial Group,73,37,1,1
2016,09,005,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,09,005,race-ethnicity,Predominantly White,72.8943287037037,32.11070601851852,1,1
2016,09,007,All,All,71.7287545185672,35.643115346697336,1,1
2016,09,007,race-ethnicity,No Predominant Racial Group,89.61685490877498,62.052997393570806,1,1
2016,09,007,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,09,007,race-ethnicity,Predominantly White,70.26478953356086,33.481726393629124,1,1
2016,09,009,All,All,74.03456323842727,47.2485764090645,1,1
2016,09,009,race-ethnicity,No Predominant Racial Group,78.60563301101867,52.00292331909152,1,1
2016,09,009,race-ethnicity,Predominantly People of Color,83.5939728060643,64.53240213098677,1,1
2016,09,009,race-ethnicity,Predominantly White,64.77714010430849,31.818633098045787,1,1
2016,09,011,All,All,70.17558539944903,34.00592286501377,1,1
2016,09,011,race-ethnicity,No Predominant Racial Group,81.30086857468318,44.859888936351986,1,1
2016,09,011,race-ethnicity,Predominantly People of Color,83.63264058679707,46.62897310513448,1,1
2016,09,011,race-ethnicity,Predominantly White,63.65841557748733,27.73598292878101,1,1
2016,09,013,All,All,71.5332263784514,38.24183061724225,1,1
2016,09,013,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,09,013,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,09,013,race-ethnicity,Predominantly White,71.5332263784514,38.24183061724225,1,1
2016,09,015,All,All,62.968623317658505,31.452813361439922,1,1
2016,09,015,race-ethnicity,No Predominant Racial Group,76.18850764778834,48.25754443985118,1,1
2016,09,015,race-ethnicity,Predominantly People of Color,72,29,1,1
2016,09,015,race-ethnicity,Predominantly White,58.60143329658214,27.19944873208379,1,1
2016,10,001,All,All,40.17619047619048,32.942626728110596,1,1
2016,10,001,race-ethnicity,No Predominant Racial Group,41.75668202764977,31.99852534562212,3,3
2016,10,001,race-ethnicity,Predominantly People of Color,53.933037912358444,44.7040866568193,3,3
2016,10,001,race-ethnicity,Predominantly White,33.613587347232205,29.569913731128686,3,3
2016,10,003,All,All,74.61710594728632,68.3496380434348,1,1
2016,10,003,race-ethnicity,No Predominant Racial Group,73.14437143565584,65.70412844036697,1,1
2016,10,003,race-ethnicity,Predominantly People of Color,86.01382425403777,84.45667944155488,1,1
2016,10,003,race-ethnicity,Predominantly White,67.20506697123871,58.34658913923788,1,1
2016,10,005,All,All,32.37201699901929,27.915059387599435,1,1
2016,10,005,race-ethnicity,No Predominant Racial Group,33.189219271744314,24.72714262998887,1,1
2016,10,005,race-ethnicity,Predominantly People of Color,29,8,1,1
2016,10,005,race-ethnicity,Predominantly White,32.07208297320657,30.499913569576492,1,1
2016,11,001,All,All,97.33129046814494,92.33202506007913,1,1
2016,11,001,race-ethnicity,No Predominant Racial Group,97.93201797226021,94.6732760304747,1,1
2016,11,001,race-ethnicity,Predominantly People of Color,97.22221207177815,92.01644371941272,1,1
2016,11,001,race-ethnicity,Predominantly White,97.59326056003796,92.35714285714286,1,1
2016,12,001,All,All,34.13947960574272,66.16698887585966,1,1
2016,12,001,race-ethnicity,No Predominant Racial Group,45.607033191987135,79.29207486474631,1,1
2016,12,001,race-ethnicity,Predominantly People of Color,29.94321904345927,75.26839921380214,1,1
2016,12,001,race-ethnicity,Predominantly White,23.78760529482551,49.53038507821901,1,1
2016,12,003,All,All,30.443740867023866,42.67559668777399,1,1
2016,12,003,race-ethnicity,No Predominant Racial Group,36,57,3,3
2016,12,003,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,12,003,race-ethnicity,Predominantly White,28.234853641933288,36.980939414567736,3,3
2016,12,005,All,All,33.98927340058741,28.064359596475548,1,1
2016,12,005,race-ethnicity,No Predominant Racial Group,41.0320874471086,31.3984485190409,1,1
2016,12,005,race-ethnicity,Predominantly People of Color,45,24,1,1
2016,12,005,race-ethnicity,Predominantly White,31.782797638570024,27.4990160708429,1,1
2016,12,007,All,All,13.187141216991963,14.628013777267508,1,1
2016,12,007,race-ethnicity,No Predominant Racial Group,17,9,1,1
2016,12,007,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,12,007,race-ethnicity,Predominantly White,11.380710659898478,17.294416243654823,1,1
2016,12,009,All,All,34.29240842260233,43.624895879743526,1,1
2016,12,009,race-ethnicity,No Predominant Racial Group,32.006966178697624,30.408783442705705,1,1
2016,12,009,race-ethnicity,Predominantly People of Color,45.842883548983366,53.94639556377079,1,1
2016,12,009,race-ethnicity,Predominantly White,34.07179658062697,46.264681003767976,1,1
2016,12,011,All,All,60.55711309250238,74.28541226215644,1,1
2016,12,011,race-ethnicity,No Predominant Racial Group,60.90265321375187,74.04139489061014,1,1
2016,12,011,race-ethnicity,Predominantly People of Color,57.746293018230304,71.96613715257823,1,1
2016,12,011,race-ethnicity,Predominantly White,65.04528347213325,78.61232783472133,1,1
2016,12,013,All,All,3.306760847628658,13.063572149344097,1,1
2016,12,013,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,12,013,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,12,013,race-ethnicity,Predominantly White,3.306760847628658,13.063572149344097,2,2
2016,12,015,All,All,22.394216562302116,11.017378456342785,1,1
2016,12,015,race-ethnicity,No Predominant Racial Group,14,8,1,1
2016,12,015,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,12,015,race-ethnicity,Predominantly White,22.67182730047972,11.117168193051315,1,1
2016,12,017,All,All,7.91357485814055,16.96609922886658,1,1
2016,12,017,race-ethnicity,No Predominant Racial Group,NA,NA,NA,NA
2016,12,017,race-ethnicity,Predominantly People of Color,NA,NA,NA,NA
2016,12,017,race-ethnicity,Predominantly White,7.91357485814055,16.96609922886658,1,1
2016,12,019,All,All,35.47755985202764,28.451176101067915,1,1
2016,12,019,race-ethnicity,No Predominant Racial Group,39.405030987969376,23.527889172438936,1,1
2016,12,019,race-ethnicity,Predominantly People of Color,44,24,1,1
2016,12,019,race-ethnicity,Predominantly White,34.37727392565252,29.71816504086475,1,1
2016,12,021,All,All,60.41879142847122,50.912496054431315,1,1
2016,12,021,race-ethnicity,No Predominant Racial Group,57.21188839466235,50.61140315406389,1,1
2016,12,021,race-ethnicity,Predominantly People of Color,55.685771012574456,50.46234281932495,1,1
2016,12,021,race-ethnicity,Predominantly White,62.7822558831485,51.136759534757914,1,1
