year,state,place,subgroup_type,subgroup,index_transportation_cost,index_transportation_cost_quality
2015,12,17935,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,17935,race-ethnicity,Majority White-NH Tracts,0.24723689465865945,1
2015,12,17935,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,24000,race-ethnicity,All,0.23751237194171676,1
2015,12,24000,race-ethnicity,Majority Non-White Tracts,0.23264688253190696,1
2015,12,24000,race-ethnicity,Majority White-NH Tracts,0.23994978251476984,1
2015,12,24000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.22682012261713833,1
2015,12,24125,race-ethnicity,All,0.2521617358859333,1
2015,12,24125,race-ethnicity,Majority Non-White Tracts,0.25845224527011623,1
2015,12,24125,race-ethnicity,Majority White-NH Tracts,0.2538495462327056,1
2015,12,24125,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23744905536754288,1
2015,12,25175,race-ethnicity,All,0.2668956307829444,1
2015,12,25175,race-ethnicity,Majority Non-White Tracts,0.30152457020628687,1
2015,12,25175,race-ethnicity,Majority White-NH Tracts,0.2678310910950894,1
2015,12,25175,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24285911407842892,1
2015,12,30000,race-ethnicity,All,0.238342674089427,1
2015,12,30000,race-ethnicity,Majority Non-White Tracts,0.24,2
2015,12,30000,race-ethnicity,Majority White-NH Tracts,0.23834263588393448,1
2015,12,30000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,32000,race-ethnicity,All,0.24698087080868827,1
2015,12,32000,race-ethnicity,Majority Non-White Tracts,0.22,2
2015,12,32000,race-ethnicity,Majority White-NH Tracts,0.24974902979978253,1
2015,12,32000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23560595487322633,1
2015,12,32275,race-ethnicity,All,0.27639879170433174,1
2015,12,32275,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,32275,race-ethnicity,Majority White-NH Tracts,0.2787665701518709,1
2015,12,32275,race-ethnicity,Mixed Race and Ethnicity Tracts,0.25,1
2015,12,35000,race-ethnicity,All,0.2594343812291073,1
2015,12,35000,race-ethnicity,Majority Non-White Tracts,0.25734538766646725,1
2015,12,35000,race-ethnicity,Majority White-NH Tracts,0.26210102845393835,1
2015,12,35000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.25488922199888714,1
2015,12,36950,race-ethnicity,All,0.2630592921052465,1
2015,12,36950,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,36950,race-ethnicity,Majority White-NH Tracts,0.2625824216410825,1
2015,12,36950,race-ethnicity,Mixed Race and Ethnicity Tracts,0.27,1
2015,12,38250,race-ethnicity,All,0.28223864139749333,1
2015,12,38250,race-ethnicity,Majority Non-White Tracts,0.2677805907172996,1
2015,12,38250,race-ethnicity,Majority White-NH Tracts,0.2861019766703088,1
2015,12,38250,race-ethnicity,Mixed Race and Ethnicity Tracts,0.25682455874787,1
2015,12,39425,race-ethnicity,All,0.24021343655944785,1
2015,12,39425,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,39425,race-ethnicity,Majority White-NH Tracts,0.24021343655944785,1
2015,12,39425,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,43975,race-ethnicity,All,0.25373856675707146,1
2015,12,43975,race-ethnicity,Majority Non-White Tracts,0.25,1
2015,12,43975,race-ethnicity,Majority White-NH Tracts,0.25523210285042686,1
2015,12,43975,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23,1
2015,12,45000,race-ethnicity,All,0.20491582914074874,1
2015,12,45000,race-ethnicity,Majority Non-White Tracts,0.21766454741504332,1
2015,12,45000,race-ethnicity,Majority White-NH Tracts,0.2034709368700724,1
2015,12,45000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.19498703917050692,1
2015,12,45025,race-ethnicity,All,0.216198652442145,1
2015,12,45025,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,45025,race-ethnicity,Majority White-NH Tracts,0.2168554855771261,1
2015,12,45025,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2,1
2015,12,45060,race-ethnicity,All,0.2634767162971552,1
2015,12,45060,race-ethnicity,Majority Non-White Tracts,0.2616660832330881,1
2015,12,45060,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,12,45060,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2680233114451469,1
2015,12,45975,race-ethnicity,All,0.27750300857504234,1
2015,12,45975,race-ethnicity,Majority Non-White Tracts,0.2600741147759446,1
2015,12,45975,race-ethnicity,Majority White-NH Tracts,0.29904730983302413,1
2015,12,45975,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2927925966655388,1
2015,12,49675,race-ethnicity,All,0.2749739339079265,1
2015,12,49675,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,49675,race-ethnicity,Majority White-NH Tracts,0.2749739339079265,1
2015,12,49675,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,53000,race-ethnicity,All,0.24063493792679697,1
2015,12,53000,race-ethnicity,Majority Non-White Tracts,0.2442271787726171,1
2015,12,53000,race-ethnicity,Majority White-NH Tracts,0.2451795248375872,1
2015,12,53000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2216575881804401,1
2015,12,54000,race-ethnicity,All,0.2789987096866464,1
2015,12,54000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,54000,race-ethnicity,Majority White-NH Tracts,0.2789987096866464,1
2015,12,54000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,54200,race-ethnicity,All,0.3371295860941643,1
2015,12,54200,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,54200,race-ethnicity,Majority White-NH Tracts,0.3371295860941643,1
2015,12,54200,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,55775,race-ethnicity,All,0.27180297866216013,1
2015,12,55775,race-ethnicity,Majority Non-White Tracts,0.2606941035513627,1
2015,12,55775,race-ethnicity,Majority White-NH Tracts,0.2765219849802032,1
2015,12,55775,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2530427476606098,1
2015,12,57425,race-ethnicity,All,0.2575228590140061,1
2015,12,57425,race-ethnicity,Majority Non-White Tracts,0.25066680402699565,1
2015,12,57425,race-ethnicity,Majority White-NH Tracts,0.2586571456682771,1
2015,12,57425,race-ethnicity,Mixed Race and Ethnicity Tracts,0.25,1
2015,12,58050,race-ethnicity,All,0.2539545114312661,1
2015,12,58050,race-ethnicity,Majority Non-White Tracts,0.2575354107648725,1
2015,12,58050,race-ethnicity,Majority White-NH Tracts,0.2560869301667456,1
2015,12,58050,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2405553807426054,1
2015,12,58715,race-ethnicity,All,0.2964244413542764,1
2015,12,58715,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,58715,race-ethnicity,Majority White-NH Tracts,0.2964244413542764,1
2015,12,58715,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,63000,race-ethnicity,All,0.25180969467417724,1
2015,12,63000,race-ethnicity,Majority Non-White Tracts,0.2533717856284547,1
2015,12,63000,race-ethnicity,Majority White-NH Tracts,0.25153278991163225,1
2015,12,63000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.25134141572154867,1
2015,12,69700,race-ethnicity,All,0.2575181570726189,1
2015,12,69700,race-ethnicity,Majority Non-White Tracts,0.25400400829269715,1
2015,12,69700,race-ethnicity,Majority White-NH Tracts,0.2657816137646282,1
2015,12,69700,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2410987831066571,1
2015,12,70600,race-ethnicity,All,0.26030155230347574,1
2015,12,70600,race-ethnicity,Majority Non-White Tracts,0.24809051530199258,1
2015,12,70600,race-ethnicity,Majority White-NH Tracts,0.2682765959835678,1
2015,12,70600,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24900636208631508,1
2015,12,71000,race-ethnicity,All,0.24610431264015184,1
2015,12,71000,race-ethnicity,Majority Non-White Tracts,0.23707380487889496,1
2015,12,71000,race-ethnicity,Majority White-NH Tracts,0.2487999085070469,1
2015,12,71000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2432019193140018,1
2015,12,76600,race-ethnicity,All,0.25785204349112356,1
2015,12,76600,race-ethnicity,Majority Non-White Tracts,0.25326037993750744,1
2015,12,76600,race-ethnicity,Majority White-NH Tracts,0.26945213807385415,1
2015,12,76600,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23981491975834648,1
2015,13,03440,race-ethnicity,All,0.31149882011379515,1
2015,13,03440,race-ethnicity,Majority Non-White Tracts,0.29235093696763204,1
2015,13,03440,race-ethnicity,Majority White-NH Tracts,0.31106153026592215,1
2015,13,03440,race-ethnicity,Mixed Race and Ethnicity Tracts,0.31934758155230597,1
2015,13,04000,race-ethnicity,All,0.21152380048081035,1
2015,13,04000,race-ethnicity,Majority Non-White Tracts,0.21661417623493104,1
2015,13,04000,race-ethnicity,Majority White-NH Tracts,0.21076130688615752,1
2015,13,04000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.19493984497598557,1
2015,13,04204,race-ethnicity,All,0.29008303120532763,1
2015,13,04204,race-ethnicity,Majority Non-White Tracts,0.29036554633745787,1
2015,13,04204,race-ethnicity,Majority White-NH Tracts,0.303922854923142,1
2015,13,04204,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2816648390304834,1
2015,13,19000,race-ethnicity,All,0.30155841121495325,1
2015,13,19000,race-ethnicity,Majority Non-White Tracts,0.2936111002996925,1
2015,13,19000,race-ethnicity,Majority White-NH Tracts,0.3160435843226541,1
2015,13,19000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.28678348241637053,1
2015,13,42425,race-ethnicity,All,0.26928564732761395,1
2015,13,42425,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,13,42425,race-ethnicity,Majority White-NH Tracts,0.27310865893356867,1
2015,13,42425,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2648436476751801,1
2015,13,49008,race-ethnicity,All,NA,NA
2015,13,49008,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,13,49008,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,13,49008,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,13,67284,race-ethnicity,All,0.25259026341948254,1
2015,13,67284,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,13,67284,race-ethnicity,Majority White-NH Tracts,0.25392864570323,1
2015,13,67284,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2,1
2015,13,68516,race-ethnicity,All,0.22218307170595658,1
2015,13,68516,race-ethnicity,Majority Non-White Tracts,0.2,1
2015,13,68516,race-ethnicity,Majority White-NH Tracts,0.2333061835342589,1
2015,13,68516,race-ethnicity,Mixed Race and Ethnicity Tracts,0.20126604068857593,1
2015,13,69000,race-ethnicity,All,0.25265456270030806,1
2015,13,69000,race-ethnicity,Majority Non-White Tracts,0.2539286874796512,1
2015,13,69000,race-ethnicity,Majority White-NH Tracts,0.25017872995838314,1
2015,13,69000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.25279346845305917,1
2015,13,72122,race-ethnicity,All,NA,NA
2015,13,72122,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,13,72122,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,13,72122,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,13,80508,race-ethnicity,All,0.28568450035274334,1
2015,13,80508,race-ethnicity,Majority Non-White Tracts,0.2623433345885311,1
2015,13,80508,race-ethnicity,Majority White-NH Tracts,0.30033346628042157,2
2015,13,80508,race-ethnicity,Mixed Race and Ethnicity Tracts,0.27804480974667606,1
2015,15,71550,race-ethnicity,All,0.17267602930543624,1
2015,15,71550,race-ethnicity,Majority Non-White Tracts,0.1720692056518609,1
2015,15,71550,race-ethnicity,Majority White-NH Tracts,0.16,1
2015,15,71550,race-ethnicity,Mixed Race and Ethnicity Tracts,0.17399806870344953,1
2015,16,08830,race-ethnicity,All,0.2701809118718808,1
2015,16,08830,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,16,08830,race-ethnicity,Majority White-NH Tracts,0.2701809118718808,1
2015,16,08830,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,16,52120,race-ethnicity,All,0.303079484170165,1
2015,16,52120,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,16,52120,race-ethnicity,Majority White-NH Tracts,0.303079484170165,1
2015,16,52120,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,16,56260,race-ethnicity,All,0.29543970056869073,1
2015,16,56260,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,16,56260,race-ethnicity,Majority White-NH Tracts,0.29543970056869073,1
2015,16,56260,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,17,02154,race-ethnicity,All,0.22102678455063282,1
2015,17,02154,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,17,02154,race-ethnicity,Majority White-NH Tracts,0.22466840372325,1
2015,17,02154,race-ethnicity,Mixed Race and Ethnicity Tracts,0.19070271265961763,1
2015,17,03012,race-ethnicity,All,0.23017555785816876,1
2015,17,03012,race-ethnicity,Majority Non-White Tracts,0.22163053826281534,1
2015,17,03012,race-ethnicity,Majority White-NH Tracts,0.23805993564848976,1
2015,17,03012,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2226046214707866,1
2015,17,06613,race-ethnicity,All,0.21824457755230256,1
2015,17,06613,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,17,06613,race-ethnicity,Majority White-NH Tracts,0.2184668006121877,1
2015,17,06613,race-ethnicity,Mixed Race and Ethnicity Tracts,0.21,1
2015,17,12385,race-ethnicity,All,0.24404369682930316,1
2015,17,12385,race-ethnicity,Majority Non-White Tracts,0.22998849913743533,1
2015,17,12385,race-ethnicity,Majority White-NH Tracts,0.24568272189175583,1
2015,17,12385,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24123099207106025,1
2015,17,14000,race-ethnicity,All,0.16463321330454792,1
2015,17,14000,race-ethnicity,Majority Non-White Tracts,0.17591430080088116,1
2015,17,14000,race-ethnicity,Majority White-NH Tracts,0.15815351661433857,1
2015,17,14000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.16268506955379153,1
2015,17,14351,race-ethnicity,All,0.18427420468670874,1
2015,17,14351,race-ethnicity,Majority Non-White Tracts,0.18220225754434463,1
2015,17,14351,race-ethnicity,Majority White-NH Tracts,0.19,1
2015,17,14351,race-ethnicity,Mixed Race and Ethnicity Tracts,0.18435520079820406,1
2015,17,23074,race-ethnicity,All,0.23259880837659855,1
2015,17,23074,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,17,23074,race-ethnicity,Majority White-NH Tracts,0.23376332052980758,1
2015,17,23074,race-ethnicity,Mixed Race and Ethnicity Tracts,0.22988643629687558,1
2015,17,24582,race-ethnicity,All,0.18417865564022828,1
2015,17,24582,race-ethnicity,Majority Non-White Tracts,0.19,1
2015,17,24582,race-ethnicity,Majority White-NH Tracts,0.18462164646155194,1
2015,17,24582,race-ethnicity,Mixed Race and Ethnicity Tracts,0.18029447852760735,1
2015,17,38570,race-ethnicity,All,0.2376057520392914,1
2015,17,38570,race-ethnicity,Majority Non-White Tracts,0.20677860725749456,1
2015,17,38570,race-ethnicity,Majority White-NH Tracts,0.24917610562260187,1
2015,17,38570,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2129805510182999,1
2015,17,51622,race-ethnicity,All,0.23331563056287077,1
2015,17,51622,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,17,51622,race-ethnicity,Majority White-NH Tracts,0.23211777390322555,1
2015,17,51622,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23987148275217726,1
2015,17,59000,race-ethnicity,All,0.23934408757418182,1
2015,17,59000,race-ethnicity,Majority Non-White Tracts,0.22425658338960164,1
2015,17,59000,race-ethnicity,Majority White-NH Tracts,0.24692816411693205,1
2015,17,59000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2208419291887371,1
2015,17,65000,race-ethnicity,All,0.24880285499235938,1
2015,17,65000,race-ethnicity,Majority Non-White Tracts,0.2336207848411497,1
2015,17,65000,race-ethnicity,Majority White-NH Tracts,0.2515263912334975,1
2015,17,65000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24319576078638744,1
2015,17,68003,race-ethnicity,All,0.22120903406927103,1
2015,17,68003,race-ethnicity,Majority Non-White Tracts,0.18,1
2015,17,68003,race-ethnicity,Majority White-NH Tracts,0.23082546311690372,1
2015,17,68003,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2033002778710471,2
2015,17,72000,race-ethnicity,All,0.22218507671898077,1
2015,17,72000,race-ethnicity,Majority Non-White Tracts,0.20074755536676922,1
2015,17,72000,race-ethnicity,Majority White-NH Tracts,0.2274703883903237,1
2015,17,72000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.19237473249636816,1
2015,17,79293,race-ethnicity,All,0.21809797164907985,1
2015,17,79293,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,17,79293,race-ethnicity,Majority White-NH Tracts,0.22025480349229987,1
2015,17,79293,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2115438655093127,1
2015,18,05860,race-ethnicity,All,0.26823315144686655,1
2015,18,05860,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,18,05860,race-ethnicity,Majority White-NH Tracts,0.26823315144686655,1
2015,18,05860,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,18,10342,race-ethnicity,All,0.2826943138020487,1
2015,18,10342,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,18,10342,race-ethnicity,Majority White-NH Tracts,0.2826943138020487,1
2015,18,10342,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,18,22000,race-ethnicity,All,0.268293029492522,1
2015,18,22000,race-ethnicity,Majority Non-White Tracts,0.26,1
2015,18,22000,race-ethnicity,Majority White-NH Tracts,0.26915305289161073,1
2015,18,22000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.25848830233953207,1
2015,18,23278,race-ethnicity,All,0.2904340879075792,1
2015,18,23278,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,18,23278,race-ethnicity,Majority White-NH Tracts,0.2904340879075792,1
2015,18,23278,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,18,25000,race-ethnicity,All,0.267964502122191,1
2015,18,25000,race-ethnicity,Majority Non-White Tracts,0.2551937051780775,1
2015,18,25000,race-ethnicity,Majority White-NH Tracts,0.2716780243931888,1
2015,18,25000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24799486209566962,1
2015,18,31000,race-ethnicity,All,0.23149459019871296,1
2015,18,31000,race-ethnicity,Majority Non-White Tracts,0.2192585112521639,1
2015,18,31000,race-ethnicity,Majority White-NH Tracts,0.23429115625933672,1
2015,18,31000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23744536548605877,1
2015,18,36003,race-ethnicity,All,0.25244380201534805,1
2015,18,36003,race-ethnicity,Majority Non-White Tracts,0.24349183461704546,1
2015,18,36003,race-ethnicity,Majority White-NH Tracts,0.25991718467649694,1
2015,18,36003,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2371173343225381,1
2015,18,71000,race-ethnicity,All,0.27175650563960324,1
2015,18,71000,race-ethnicity,Majority Non-White Tracts,0.25101570415400204,1
2015,18,71000,race-ethnicity,Majority White-NH Tracts,0.27843599108642014,1
2015,18,71000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.26302093175706065,1
2015,19,12000,race-ethnicity,All,0.23671990246042807,1
2015,19,12000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,19,12000,race-ethnicity,Majority White-NH Tracts,0.23671990246042807,1
2015,19,12000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,19,19000,race-ethnicity,All,0.25052049838033147,1
2015,19,19000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,19,19000,race-ethnicity,Majority White-NH Tracts,0.25052049838033147,1
2015,19,19000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,19,21000,race-ethnicity,All,0.21573033244015674,1
2015,19,21000,race-ethnicity,Majority Non-White Tracts,0.19,1
2015,19,21000,race-ethnicity,Majority White-NH Tracts,0.21736717710289188,1
2015,19,21000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.20130245570407213,1
2015,19,73335,race-ethnicity,All,0.2776311758468586,1
2015,19,73335,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,19,73335,race-ethnicity,Majority White-NH Tracts,0.2833175508498611,1
2015,19,73335,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23678143930222026,1
2015,20,36000,race-ethnicity,All,0.23942586063992816,1
2015,20,36000,race-ethnicity,Majority Non-White Tracts,0.22333573833573833,1
2015,20,36000,race-ethnicity,Majority White-NH Tracts,0.24562766846091752,1
2015,20,36000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23607685600398604,1
2015,20,38900,race-ethnicity,All,0.26163079329684186,1
2015,20,38900,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,20,38900,race-ethnicity,Majority White-NH Tracts,0.26163079329684186,1
2015,20,38900,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,20,52575,race-ethnicity,All,0.254322335387772,1
2015,20,52575,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,20,52575,race-ethnicity,Majority White-NH Tracts,0.254322335387772,1
2015,20,52575,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,20,53775,race-ethnicity,All,0.23808826045302614,1
2015,20,53775,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,20,53775,race-ethnicity,Majority White-NH Tracts,0.23808826045302614,1
2015,20,53775,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,20,71000,race-ethnicity,All,0.2502001033714516,1
2015,20,71000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,20,71000,race-ethnicity,Majority White-NH Tracts,0.24975199023364328,1
2015,20,71000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.26150478107700054,1
2015,20,79000,race-ethnicity,All,0.27804423750636875,1
2015,20,79000,race-ethnicity,Majority Non-White Tracts,0.2692198341512947,1
2015,20,79000,race-ethnicity,Majority White-NH Tracts,0.2803608428699685,1
2015,20,79000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.26514396815961944,1
2015,21,46027,race-ethnicity,All,0.2710628856797506,1
2015,21,46027,race-ethnicity,Majority Non-White Tracts,0.26166051011433594,1
2015,21,46027,race-ethnicity,Majority White-NH Tracts,0.27290988472990996,1
2015,21,46027,race-ethnicity,Mixed Race and Ethnicity Tracts,0.25700897496457253,1
2015,21,48006,race-ethnicity,All,0.25800267562063844,1
2015,21,48006,race-ethnicity,Majority Non-White Tracts,0.2332552749442893,1
2015,21,48006,race-ethnicity,Majority White-NH Tracts,0.2662904497230526,1
2015,21,48006,race-ethnicity,Mixed Race and Ethnicity Tracts,0.2259743150383617,1
2015,22,05000,race-ethnicity,All,0.2496490004033047,1
2015,22,05000,race-ethnicity,Majority Non-White Tracts,0.24860426757952617,1
2015,22,05000,race-ethnicity,Majority White-NH Tracts,0.2524883923085302,1
2015,22,05000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.24682347896174198,1
2015,22,40735,race-ethnicity,All,0.27115143247163254,1
2015,22,40735,race-ethnicity,Majority Non-White Tracts,0.26817826121066113,1
2015,22,40735,race-ethnicity,Majority White-NH Tracts,0.2712927106562636,1
2015,22,40735,race-ethnicity,Mixed Race and Ethnicity Tracts,0.27736866982873243,1
2015,22,41155,race-ethnicity,All,0.2866775841241578,1
2015,22,41155,race-ethnicity,Majority Non-White Tracts,0.2866278934819938,1
2015,22,41155,race-ethnicity,Majority White-NH Tracts,0.29239910935867924,1
2015,22,41155,race-ethnicity,Mixed Race and Ethnicity Tracts,0.27075154730327144,1
2015,22,55000,race-ethnicity,All,0.23557719690141216,1
2015,22,55000,race-ethnicity,Majority Non-White Tracts,0.24029790890862218,1
2015,22,55000,race-ethnicity,Majority White-NH Tracts,0.228674285966929,1
2015,22,55000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.23073333009567285,1
2015,22,70000,race-ethnicity,All,0.2907415068791893,1
2015,22,70000,race-ethnicity,Majority Non-White Tracts,0.2838453214455851,1
2015,22,70000,race-ethnicity,Majority White-NH Tracts,0.2988775960297645,1
2015,22,70000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.29393790623618005,1
2015,24,04000,race-ethnicity,All,0.14820933841861078,1
2015,24,04000,race-ethnicity,Majority Non-White Tracts,0.14855614560607228,1
2015,24,04000,race-ethnicity,Majority White-NH Tracts,0.15014682483419192,1
2015,24,04000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.14345179625848464,1
2015,24,30325,race-ethnicity,All,0.1603301239361951,1
2015,24,30325,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,24,30325,race-ethnicity,Majority White-NH Tracts,0.16427342213792803,1
2015,24,30325,race-ethnicity,Mixed Race and Ethnicity Tracts,0.15050861108694716,1
2015,25,07000,race-ethnicity,All,0.12696407251047626,1
2015,25,07000,race-ethnicity,Majority Non-White Tracts,0.134389216143707,1
2015,25,07000,race-ethnicity,Majority White-NH Tracts,0.12073817198325368,1
2015,25,07000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.13323779736517866,1
2015,25,09000,race-ethnicity,All,0.17809577585154437,1
2015,25,09000,race-ethnicity,Majority Non-White Tracts,0.1556756161971831,1
2015,25,09000,race-ethnicity,Majority White-NH Tracts,0.20510302282541643,1
2015,25,09000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.17712349881189393,1
2015,25,11000,race-ethnicity,All,0.12688134974087348,1
2015,25,11000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,25,11000,race-ethnicity,Majority White-NH Tracts,0.1278676781635128,1
2015,25,11000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.12268880364421003,1
2015,25,23000,race-ethnicity,All,0.2024467947891139,1
2015,25,23000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,25,23000,race-ethnicity,Majority White-NH Tracts,0.2024467947891139,1
2015,25,23000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,25,34550,race-ethnicity,All,0.16284668226768326,1
2015,25,34550,race-ethnicity,Majority Non-White Tracts,0.15470854667191808,1
2015,25,34550,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,25,34550,race-ethnicity,Mixed Race and Ethnicity Tracts,0.16790549638878688,1
2015,25,37000,race-ethnicity,All,0.17548728208059444,1
2015,25,37000,race-ethnicity,Majority Non-White Tracts,0.16,1
2015,25,37000,race-ethnicity,Majority White-NH Tracts,0.17866332733003154,1
2015,25,37000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.1734403902835654,1
2015,25,37490,race-ethnicity,All,0.16634615978029438,1
2015,25,37490,race-ethnicity,Majority Non-White Tracts,0.15131100597609562,1
2015,25,37490,race-ethnicity,Majority White-NH Tracts,0.18530939774983454,1
2015,25,37490,race-ethnicity,Mixed Race and Ethnicity Tracts,0.15751851550419144,1
2015,25,45000,race-ethnicity,All,0.21891418205973276,1
2015,25,45000,race-ethnicity,Majority Non-White Tracts,0.2,1
2015,25,45000,race-ethnicity,Majority White-NH Tracts,0.22302024859663191,1
2015,25,45000,race-ethnicity,Mixed Race and Ethnicity Tracts,0.20610312462872757,1
2015,25,45560,race-ethnicity,All,0.1815210605914342,1
2015,25,45560,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,25,45560,race-ethnicity,Majority White-NH Tracts,0.1815210605914342,1
