year,state,county,subgroup_type,subgroup,index_transportation_cost,index_transportation_cost_quality
2015,29,145,race-ethnicity,All,36.10639934829833,1
2015,29,145,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,145,race-ethnicity,Majority White-NH Tracts,36.10639934829833,1
2015,29,145,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,147,race-ethnicity,All,39.82607691419332,1
2015,29,147,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,147,race-ethnicity,Majority White-NH Tracts,39.82607691419332,1
2015,29,147,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,149,race-ethnicity,All,50.42775360659492,1
2015,29,149,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,149,race-ethnicity,Majority White-NH Tracts,50.42775360659492,1
2015,29,149,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,151,race-ethnicity,All,34.37273964612094,1
2015,29,151,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,151,race-ethnicity,Majority White-NH Tracts,34.37273964612094,1
2015,29,151,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,153,race-ethnicity,All,46.99362154500354,1
2015,29,153,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,153,race-ethnicity,Majority White-NH Tracts,46.99362154500354,1
2015,29,153,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,155,race-ethnicity,All,45.17146953405018,1
2015,29,155,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,155,race-ethnicity,Majority White-NH Tracts,45.894542253521124,1
2015,29,155,race-ethnicity,Mixed Race and Ethnicity Tracts,42,1
2015,29,157,race-ethnicity,All,32.32481406355646,1
2015,29,157,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,157,race-ethnicity,Majority White-NH Tracts,32.32481406355646,1
2015,29,157,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,159,race-ethnicity,All,36.34802554088401,1
2015,29,159,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,159,race-ethnicity,Majority White-NH Tracts,36.34802554088401,1
2015,29,159,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,161,race-ethnicity,All,33.62547984644914,1
2015,29,161,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,161,race-ethnicity,Majority White-NH Tracts,33.62547984644914,1
2015,29,161,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,163,race-ethnicity,All,36.44129739607126,1
2015,29,163,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,163,race-ethnicity,Majority White-NH Tracts,36.44129739607126,1
2015,29,163,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,165,race-ethnicity,All,26.127596123122803,1
2015,29,165,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,165,race-ethnicity,Majority White-NH Tracts,26.127596123122803,1
2015,29,165,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,167,race-ethnicity,All,35.693158611300206,1
2015,29,167,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,167,race-ethnicity,Majority White-NH Tracts,35.693158611300206,1
2015,29,167,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,169,race-ethnicity,All,29.642565597667637,1
2015,29,169,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,169,race-ethnicity,Majority White-NH Tracts,29.85072831751971,1
2015,29,169,race-ethnicity,Mixed Race and Ethnicity Tracts,23,1
2015,29,171,race-ethnicity,All,40.954918032786885,1
2015,29,171,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,171,race-ethnicity,Majority White-NH Tracts,40.954918032786885,1
2015,29,171,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,173,race-ethnicity,All,38,1
2015,29,173,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,173,race-ethnicity,Majority White-NH Tracts,38,1
2015,29,173,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,175,race-ethnicity,All,38.206153846153846,1
2015,29,175,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,175,race-ethnicity,Majority White-NH Tracts,38.206153846153846,1
2015,29,175,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,177,race-ethnicity,All,30.474554707379134,1
2015,29,177,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,177,race-ethnicity,Majority White-NH Tracts,30.474554707379134,1
2015,29,177,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,179,race-ethnicity,All,43.87110108981586,1
2015,29,179,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,179,race-ethnicity,Majority White-NH Tracts,43.87110108981586,1
2015,29,179,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,181,race-ethnicity,All,46.75419509496589,1
2015,29,181,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,181,race-ethnicity,Majority White-NH Tracts,46.75419509496589,1
2015,29,181,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,183,race-ethnicity,All,26.878294160825572,1
2015,29,183,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,183,race-ethnicity,Majority White-NH Tracts,26.878294160825572,1
2015,29,183,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,185,race-ethnicity,All,45.15865504358655,1
2015,29,185,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,185,race-ethnicity,Majority White-NH Tracts,45.15865504358655,1
2015,29,185,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,186,race-ethnicity,All,33.93064312736444,1
2015,29,186,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,186,race-ethnicity,Majority White-NH Tracts,33.93064312736444,1
2015,29,186,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,187,race-ethnicity,All,33.89172281039461,1
2015,29,187,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,187,race-ethnicity,Majority White-NH Tracts,33.89172281039461,1
2015,29,187,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,189,race-ethnicity,All,24.793382424304262,1
2015,29,189,race-ethnicity,Majority Non-White Tracts,23.643740340030913,1
2015,29,189,race-ethnicity,Majority White-NH Tracts,25.17335941766499,1
2015,29,189,race-ethnicity,Mixed Race and Ethnicity Tracts,24.128666650023717,1
2015,29,195,race-ethnicity,All,38.042062415196746,1
2015,29,195,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,195,race-ethnicity,Majority White-NH Tracts,38.042062415196746,1
2015,29,195,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,197,race-ethnicity,All,41.54006968641115,1
2015,29,197,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,197,race-ethnicity,Majority White-NH Tracts,41.54006968641115,1
2015,29,197,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,199,race-ethnicity,All,39.15775256618044,1
2015,29,199,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,199,race-ethnicity,Majority White-NH Tracts,39.15775256618044,1
2015,29,199,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,201,race-ethnicity,All,37.23611202203712,1
2015,29,201,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,201,race-ethnicity,Majority White-NH Tracts,37.51732249786142,1
2015,29,201,race-ethnicity,Mixed Race and Ethnicity Tracts,34,1
2015,29,203,race-ethnicity,All,48.32377174244736,1
2015,29,203,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,203,race-ethnicity,Majority White-NH Tracts,48.32377174244736,1
2015,29,203,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,205,race-ethnicity,All,39.752701080432175,1
2015,29,205,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,205,race-ethnicity,Majority White-NH Tracts,39.752701080432175,1
2015,29,205,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,207,race-ethnicity,All,38.70161892901619,1
2015,29,207,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,207,race-ethnicity,Majority White-NH Tracts,38.70161892901619,1
2015,29,207,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,209,race-ethnicity,All,38.01449049548146,1
2015,29,209,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,209,race-ethnicity,Majority White-NH Tracts,38.01449049548146,1
2015,29,209,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,211,race-ethnicity,All,38.798964968152866,1
2015,29,211,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,211,race-ethnicity,Majority White-NH Tracts,38.798964968152866,1
2015,29,211,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,213,race-ethnicity,All,35.17244131455399,1
2015,29,213,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,213,race-ethnicity,Majority White-NH Tracts,35.17244131455399,1
2015,29,213,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,215,race-ethnicity,All,43.43803372016641,1
2015,29,215,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,215,race-ethnicity,Majority White-NH Tracts,43.43803372016641,1
2015,29,215,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,217,race-ethnicity,All,37.48009950248756,1
2015,29,217,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,217,race-ethnicity,Majority White-NH Tracts,37.48009950248756,1
2015,29,217,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,219,race-ethnicity,All,30.300811647560874,1
2015,29,219,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,219,race-ethnicity,Majority White-NH Tracts,30.300811647560874,1
2015,29,219,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,221,race-ethnicity,All,41.973168559340905,1
2015,29,221,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,221,race-ethnicity,Majority White-NH Tracts,41.973168559340905,1
2015,29,221,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,223,race-ethnicity,All,44.51237850724372,1
2015,29,223,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,223,race-ethnicity,Majority White-NH Tracts,44.51237850724372,1
2015,29,223,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,225,race-ethnicity,All,35.56422196352348,1
2015,29,225,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,225,race-ethnicity,Majority White-NH Tracts,35.56422196352348,1
2015,29,225,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,227,race-ethnicity,All,35,1
2015,29,227,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,227,race-ethnicity,Majority White-NH Tracts,35,1
2015,29,227,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,229,race-ethnicity,All,48.17861515440076,1
2015,29,229,race-ethnicity,Majority Non-White Tracts,NA,1
2015,29,229,race-ethnicity,Majority White-NH Tracts,48.17861515440076,1
2015,29,229,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,29,510,race-ethnicity,All,20.83313388986421,1
2015,29,510,race-ethnicity,Majority Non-White Tracts,20.68896725440806,1
2015,29,510,race-ethnicity,Majority White-NH Tracts,21.29840514388376,1
2015,29,510,race-ethnicity,Mixed Race and Ethnicity Tracts,19.9882535126152,1
2015,30,001,race-ethnicity,All,36.28235294117647,1
2015,30,001,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,001,race-ethnicity,Majority White-NH Tracts,36.28235294117647,1
2015,30,001,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,003,race-ethnicity,All,39.02376957494407,1
2015,30,003,race-ethnicity,Majority Non-White Tracts,41.393017456359104,1
2015,30,003,race-ethnicity,Majority White-NH Tracts,36,1
2015,30,003,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,005,race-ethnicity,All,41.1313672922252,1
2015,30,005,race-ethnicity,Majority Non-White Tracts,42,1
2015,30,005,race-ethnicity,Majority White-NH Tracts,40.67665078284547,1
2015,30,005,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,007,race-ethnicity,All,33.886279357231146,1
2015,30,007,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,007,race-ethnicity,Majority White-NH Tracts,33.886279357231146,1
2015,30,007,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,009,race-ethnicity,All,33.5828125,1
2015,30,009,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,009,race-ethnicity,Majority White-NH Tracts,33.5828125,1
2015,30,009,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,011,race-ethnicity,All,39,1
2015,30,011,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,011,race-ethnicity,Majority White-NH Tracts,39,1
2015,30,011,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,013,race-ethnicity,All,30.338473833767463,1
2015,30,013,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,013,race-ethnicity,Majority White-NH Tracts,30.338473833767463,1
2015,30,013,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,015,race-ethnicity,All,40.61145104895105,1
2015,30,015,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,015,race-ethnicity,Majority White-NH Tracts,40.61145104895105,1
2015,30,015,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,017,race-ethnicity,All,30.289828050548994,1
2015,30,017,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,017,race-ethnicity,Majority White-NH Tracts,30.289828050548994,1
2015,30,017,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,019,race-ethnicity,All,32,1
2015,30,019,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,019,race-ethnicity,Majority White-NH Tracts,32,1
2015,30,019,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,021,race-ethnicity,All,28.68797181680926,1
2015,30,021,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,021,race-ethnicity,Majority White-NH Tracts,28.68797181680926,1
2015,30,021,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,023,race-ethnicity,All,33.58452350038951,1
2015,30,023,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,023,race-ethnicity,Majority White-NH Tracts,33.58452350038951,1
2015,30,023,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,025,race-ethnicity,All,30,1
2015,30,025,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,025,race-ethnicity,Majority White-NH Tracts,30,1
2015,30,025,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,027,race-ethnicity,All,35.87579422012708,1
2015,30,027,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,027,race-ethnicity,Majority White-NH Tracts,35.87579422012708,1
2015,30,027,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,029,race-ethnicity,All,31.32779065380262,1
2015,30,029,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,029,race-ethnicity,Majority White-NH Tracts,31.32779065380262,1
2015,30,029,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,031,race-ethnicity,All,27.29823461819701,1
2015,30,031,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,031,race-ethnicity,Majority White-NH Tracts,27.29823461819701,1
2015,30,031,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,033,race-ethnicity,All,45,1
2015,30,033,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,033,race-ethnicity,Majority White-NH Tracts,45,1
2015,30,033,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,035,race-ethnicity,All,46.65277119848413,1
2015,30,035,race-ethnicity,Majority Non-White Tracts,47.29577464788732,1
2015,30,035,race-ethnicity,Majority White-NH Tracts,45.10645161290323,1
2015,30,035,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,037,race-ethnicity,All,36,1
2015,30,037,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,037,race-ethnicity,Majority White-NH Tracts,36,1
2015,30,037,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,039,race-ethnicity,All,33,1
2015,30,039,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,039,race-ethnicity,Majority White-NH Tracts,33,1
2015,30,039,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,041,race-ethnicity,All,32.95682862770847,1
2015,30,041,race-ethnicity,Majority Non-White Tracts,36,1
2015,30,041,race-ethnicity,Majority White-NH Tracts,32.58330261702912,1
2015,30,041,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,043,race-ethnicity,All,30.67784484685893,1
2015,30,043,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,043,race-ethnicity,Majority White-NH Tracts,30.67784484685893,1
2015,30,043,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,045,race-ethnicity,All,38,1
2015,30,045,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,045,race-ethnicity,Majority White-NH Tracts,38,1
2015,30,045,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,047,race-ethnicity,All,38.47720821506095,1
2015,30,047,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,047,race-ethnicity,Majority White-NH Tracts,38.71210784931334,1
2015,30,047,race-ethnicity,Mixed Race and Ethnicity Tracts,38.015837663944566,1
2015,30,049,race-ethnicity,All,26.403468769857586,1
2015,30,049,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,049,race-ethnicity,Majority White-NH Tracts,26.403468769857586,1
2015,30,049,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,051,race-ethnicity,All,33,1
2015,30,051,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,051,race-ethnicity,Majority White-NH Tracts,33,1
2015,30,051,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,053,race-ethnicity,All,40.893348756506654,1
2015,30,053,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,053,race-ethnicity,Majority White-NH Tracts,40.893348756506654,1
2015,30,053,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,055,race-ethnicity,All,41,1
2015,30,055,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,055,race-ethnicity,Majority White-NH Tracts,41,1
2015,30,055,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,057,race-ethnicity,All,36.047788661323835,1
2015,30,057,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,057,race-ethnicity,Majority White-NH Tracts,36.047788661323835,1
2015,30,057,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,059,race-ethnicity,All,41,1
2015,30,059,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,059,race-ethnicity,Majority White-NH Tracts,41,1
2015,30,059,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,061,race-ethnicity,All,44.94433781190019,1
2015,30,061,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,061,race-ethnicity,Majority White-NH Tracts,44.94433781190019,1
2015,30,061,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,063,race-ethnicity,All,29.163885552505146,1
2015,30,063,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,063,race-ethnicity,Majority White-NH Tracts,29.163885552505146,1
2015,30,063,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,065,race-ethnicity,All,37.54587391081497,1
2015,30,065,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,065,race-ethnicity,Majority White-NH Tracts,37.54587391081497,1
2015,30,065,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,067,race-ethnicity,All,34.03165022817606,1
2015,30,067,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,067,race-ethnicity,Majority White-NH Tracts,34.03165022817606,1
2015,30,067,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,069,race-ethnicity,All,40,1
2015,30,069,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,069,race-ethnicity,Majority White-NH Tracts,40,1
2015,30,069,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,071,race-ethnicity,All,39,1
2015,30,071,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,071,race-ethnicity,Majority White-NH Tracts,39,1
2015,30,071,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,073,race-ethnicity,All,35.818815331010455,1
2015,30,073,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,073,race-ethnicity,Majority White-NH Tracts,34,1
2015,30,073,race-ethnicity,Mixed Race and Ethnicity Tracts,40,1
2015,30,075,race-ethnicity,All,36,1
2015,30,075,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,075,race-ethnicity,Majority White-NH Tracts,36,1
2015,30,075,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,077,race-ethnicity,All,36.08067226890756,1
2015,30,077,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,077,race-ethnicity,Majority White-NH Tracts,36.08067226890756,1
2015,30,077,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,079,race-ethnicity,All,42,1
2015,30,079,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,079,race-ethnicity,Majority White-NH Tracts,42,1
2015,30,079,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,081,race-ethnicity,All,37.774761246921734,1
2015,30,081,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,081,race-ethnicity,Majority White-NH Tracts,37.774761246921734,1
2015,30,081,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,083,race-ethnicity,All,25.504184573625878,1
2015,30,083,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,083,race-ethnicity,Majority White-NH Tracts,25.504184573625878,1
2015,30,083,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,085,race-ethnicity,All,44.690499510284035,1
2015,30,085,race-ethnicity,Majority Non-White Tracts,41,1
2015,30,085,race-ethnicity,Majority White-NH Tracts,53,1
2015,30,085,race-ethnicity,Mixed Race and Ethnicity Tracts,44,1
2015,30,087,race-ethnicity,All,32.09408194233687,1
2015,30,087,race-ethnicity,Majority Non-White Tracts,32,1
2015,30,087,race-ethnicity,Majority White-NH Tracts,32.12678936605317,1
2015,30,087,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,089,race-ethnicity,All,46.28423977768956,1
2015,30,089,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,089,race-ethnicity,Majority White-NH Tracts,46.28423977768956,1
2015,30,089,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,091,race-ethnicity,All,33.594264795607074,1
2015,30,091,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,091,race-ethnicity,Majority White-NH Tracts,33.594264795607074,1
2015,30,091,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,093,race-ethnicity,All,34.18753301637612,1
2015,30,093,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,093,race-ethnicity,Majority White-NH Tracts,34.18753301637612,1
2015,30,093,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,095,race-ethnicity,All,29.884286477819348,1
2015,30,095,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,095,race-ethnicity,Majority White-NH Tracts,29.884286477819348,1
2015,30,095,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,097,race-ethnicity,All,33,1
2015,30,097,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,097,race-ethnicity,Majority White-NH Tracts,33,1
2015,30,097,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,099,race-ethnicity,All,35.64736387208297,1
2015,30,099,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,099,race-ethnicity,Majority White-NH Tracts,35.64736387208297,1
2015,30,099,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,101,race-ethnicity,All,31.36916835699797,1
2015,30,101,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,101,race-ethnicity,Majority White-NH Tracts,31.36916835699797,1
2015,30,101,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,103,race-ethnicity,All,40,1
2015,30,103,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,103,race-ethnicity,Majority White-NH Tracts,40,1
2015,30,103,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,105,race-ethnicity,All,30.916540212443095,1
2015,30,105,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,105,race-ethnicity,Majority White-NH Tracts,30.916540212443095,1
2015,30,105,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,107,race-ethnicity,All,49,1
2015,30,107,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,107,race-ethnicity,Majority White-NH Tracts,49,1
2015,30,107,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,109,race-ethnicity,All,44,1
2015,30,109,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,109,race-ethnicity,Majority White-NH Tracts,44,1
2015,30,109,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,30,111,race-ethnicity,All,27.37720126297972,1
2015,30,111,race-ethnicity,Majority Non-White Tracts,NA,1
2015,30,111,race-ethnicity,Majority White-NH Tracts,27.37720126297972,1
2015,30,111,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,31,001,race-ethnicity,All,30.122651933701658,1
2015,31,001,race-ethnicity,Majority Non-White Tracts,NA,1
2015,31,001,race-ethnicity,Majority White-NH Tracts,30.122651933701658,1
2015,31,001,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,31,003,race-ethnicity,All,35.96242467210209,1
2015,31,003,race-ethnicity,Majority Non-White Tracts,NA,1
2015,31,003,race-ethnicity,Majority White-NH Tracts,35.96242467210209,1
2015,31,003,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,31,005,race-ethnicity,All,44,1
2015,31,005,race-ethnicity,Majority Non-White Tracts,NA,1
2015,31,005,race-ethnicity,Majority White-NH Tracts,44,1
2015,31,005,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,31,007,race-ethnicity,All,39,1
2015,31,007,race-ethnicity,Majority Non-White Tracts,NA,1
2015,31,007,race-ethnicity,Majority White-NH Tracts,39,1
2015,31,007,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,31,009,race-ethnicity,All,35,1
2015,31,009,race-ethnicity,Majority Non-White Tracts,NA,1
2015,31,009,race-ethnicity,Majority White-NH Tracts,35,1
2015,31,009,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,31,011,race-ethnicity,All,34.23753929052537,1
2015,31,011,race-ethnicity,Majority Non-White Tracts,NA,1
2015,31,011,race-ethnicity,Majority White-NH Tracts,34.23753929052537,1
2015,31,011,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,31,013,race-ethnicity,All,29.500104058272633,1
2015,31,013,race-ethnicity,Majority Non-White Tracts,NA,1
2015,31,013,race-ethnicity,Majority White-NH Tracts,29.500104058272633,1
2015,31,013,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,31,015,race-ethnicity,All,41,1
