year,state,place,subgroup_type,subgroup,index_transit_trips,index_transit_trips_quality
2015,27,43000,race-ethnicity,Majority Non-White Tracts,89.09,1
2015,27,43000,race-ethnicity,Majority White-NH Tracts,99.41,1
2015,27,43000,race-ethnicity,Mixed Race and Ethnicity Tracts,97.36,1
2015,27,51730,race-ethnicity,All,74.17,1
2015,27,51730,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,27,51730,race-ethnicity,Majority White-NH Tracts,77.38,1
2015,27,51730,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,27,54880,race-ethnicity,All,38.74,1
2015,27,54880,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,27,54880,race-ethnicity,Majority White-NH Tracts,48.83,1
2015,27,54880,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,27,58000,race-ethnicity,All,100,1
2015,27,58000,race-ethnicity,Majority Non-White Tracts,96.84,1
2015,27,58000,race-ethnicity,Majority White-NH Tracts,99.62,1
2015,27,58000,race-ethnicity,Mixed Race and Ethnicity Tracts,94.09,1
2015,27,71428,race-ethnicity,All,29.25,1
2015,27,71428,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,27,71428,race-ethnicity,Majority White-NH Tracts,36.24,1
2015,27,71428,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,28,36000,race-ethnicity,All,77.07,1
2015,28,36000,race-ethnicity,Majority Non-White Tracts,33.68,1
2015,28,36000,race-ethnicity,Majority White-NH Tracts,56.42,1
2015,28,36000,race-ethnicity,Mixed Race and Ethnicity Tracts,41.65,2
2015,29,15670,race-ethnicity,All,91.55,1
2015,29,15670,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,29,15670,race-ethnicity,Majority White-NH Tracts,86.75,1
2015,29,15670,race-ethnicity,Mixed Race and Ethnicity Tracts,75.07,1
2015,29,35000,race-ethnicity,All,91.64,1
2015,29,35000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,29,35000,race-ethnicity,Majority White-NH Tracts,87.47,1
2015,29,35000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,29,38000,race-ethnicity,All,94.66,1
2015,29,38000,race-ethnicity,Majority Non-White Tracts,73.83,1
2015,29,38000,race-ethnicity,Majority White-NH Tracts,93.88,1
2015,29,38000,race-ethnicity,Mixed Race and Ethnicity Tracts,79.17,1
2015,29,41348,race-ethnicity,All,22.74,1
2015,29,41348,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,29,41348,race-ethnicity,Majority White-NH Tracts,39.53,1
2015,29,41348,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,29,54074,race-ethnicity,All,11.76,1
2015,29,54074,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,29,54074,race-ethnicity,Majority White-NH Tracts,27.76,1
2015,29,54074,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,29,65000,race-ethnicity,All,97.96,1
2015,29,65000,race-ethnicity,Majority Non-White Tracts,80.49,1
2015,29,65000,race-ethnicity,Majority White-NH Tracts,98.61,1
2015,29,65000,race-ethnicity,Mixed Race and Ethnicity Tracts,92.25,1
2015,29,70000,race-ethnicity,All,92.81,1
2015,29,70000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,29,70000,race-ethnicity,Majority White-NH Tracts,91.92,1
2015,29,70000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,30,06550,race-ethnicity,All,14.84,1
2015,30,06550,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,30,06550,race-ethnicity,Majority White-NH Tracts,71.35,1
2015,30,06550,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,31,28000,race-ethnicity,All,97.76,1
2015,31,28000,race-ethnicity,Majority Non-White Tracts,NA,1
2015,31,28000,race-ethnicity,Majority White-NH Tracts,90.58,1
2015,31,28000,race-ethnicity,Mixed Race and Ethnicity Tracts,87.06,1
2015,31,37000,race-ethnicity,All,99.66,1
2015,31,37000,race-ethnicity,Majority Non-White Tracts,75.56,1
2015,31,37000,race-ethnicity,Majority White-NH Tracts,94.28,1
2015,31,37000,race-ethnicity,Mixed Race and Ethnicity Tracts,82.59,1
2015,32,31900,race-ethnicity,All,93.8,1
2015,32,31900,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,32,31900,race-ethnicity,Majority White-NH Tracts,96.72,1
2015,32,31900,race-ethnicity,Mixed Race and Ethnicity Tracts,85.38,2
2015,32,40000,race-ethnicity,All,96.12,1
2015,32,40000,race-ethnicity,Majority Non-White Tracts,79.41,1
2015,32,40000,race-ethnicity,Majority White-NH Tracts,98.37,1
2015,32,40000,race-ethnicity,Mixed Race and Ethnicity Tracts,94.96,1
2015,32,51800,race-ethnicity,All,94.57,1
2015,32,51800,race-ethnicity,Majority Non-White Tracts,75.65,1
2015,32,51800,race-ethnicity,Majority White-NH Tracts,97.5,1
2015,32,51800,race-ethnicity,Mixed Race and Ethnicity Tracts,85.17,1
2015,32,60600,race-ethnicity,All,93.02,1
2015,32,60600,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,32,60600,race-ethnicity,Majority White-NH Tracts,96.15,1
2015,32,60600,race-ethnicity,Mixed Race and Ethnicity Tracts,85.89,1
2015,32,68400,race-ethnicity,All,87.6,1
2015,32,68400,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,32,68400,race-ethnicity,Majority White-NH Tracts,93.46,1
2015,32,68400,race-ethnicity,Mixed Race and Ethnicity Tracts,84.31,2
2015,33,45140,race-ethnicity,All,91.67,1
2015,33,45140,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,33,45140,race-ethnicity,Majority White-NH Tracts,77.08,1
2015,33,45140,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,33,50260,race-ethnicity,All,90.62,1
2015,33,50260,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,33,50260,race-ethnicity,Majority White-NH Tracts,75.86,1
2015,33,50260,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,34,13690,race-ethnicity,All,99.08,1
2015,34,13690,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,34,13690,race-ethnicity,Majority White-NH Tracts,99.44,1
2015,34,13690,race-ethnicity,Mixed Race and Ethnicity Tracts,96.67,1
2015,34,21000,race-ethnicity,All,99.82,1
2015,34,21000,race-ethnicity,Majority Non-White Tracts,90.32,1
2015,34,21000,race-ethnicity,Majority White-NH Tracts,99.71,1
2015,34,21000,race-ethnicity,Mixed Race and Ethnicity Tracts,97.93,1
2015,34,36000,race-ethnicity,All,97.8,1
2015,34,36000,race-ethnicity,Majority Non-White Tracts,82.57,1
2015,34,36000,race-ethnicity,Majority White-NH Tracts,99.26,1
2015,34,36000,race-ethnicity,Mixed Race and Ethnicity Tracts,95.35,1
2015,34,51000,race-ethnicity,All,71.01,1
2015,34,51000,race-ethnicity,Majority Non-White Tracts,35.26,1
2015,34,51000,race-ethnicity,Majority White-NH Tracts,67.67,1
2015,34,51000,race-ethnicity,Mixed Race and Ethnicity Tracts,52.66,1
2015,34,57000,race-ethnicity,All,99.63,1
2015,34,57000,race-ethnicity,Majority Non-White Tracts,90.67,1
2015,34,57000,race-ethnicity,Majority White-NH Tracts,99.6,1
2015,34,57000,race-ethnicity,Mixed Race and Ethnicity Tracts,96.7,1
2015,34,74000,race-ethnicity,All,49.36,1
2015,34,74000,race-ethnicity,Majority Non-White Tracts,8.94,1
2015,34,74000,race-ethnicity,Majority White-NH Tracts,24.81,1
2015,34,74000,race-ethnicity,Mixed Race and Ethnicity Tracts,13.48,1
2015,35,02000,race-ethnicity,All,100,1
2015,35,02000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,35,02000,race-ethnicity,Majority White-NH Tracts,97.47,1
2015,35,02000,race-ethnicity,Mixed Race and Ethnicity Tracts,88.38,1
2015,35,39380,race-ethnicity,All,96.16,1
2015,35,39380,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,35,39380,race-ethnicity,Majority White-NH Tracts,92.43,1
2015,35,39380,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,35,63460,race-ethnicity,All,7.67,1
2015,35,63460,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,35,63460,race-ethnicity,Majority White-NH Tracts,46.24,1
2015,35,63460,race-ethnicity,Mixed Race and Ethnicity Tracts,47.36,2
2015,35,70500,race-ethnicity,All,96.61,1
2015,35,70500,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,35,70500,race-ethnicity,Majority White-NH Tracts,92.95,1
2015,35,70500,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,36,01000,race-ethnicity,All,97.71,1
2015,36,01000,race-ethnicity,Majority Non-White Tracts,85.04,1
2015,36,01000,race-ethnicity,Majority White-NH Tracts,98.52,1
2015,36,01000,race-ethnicity,Mixed Race and Ethnicity Tracts,92.43,1
2015,36,11000,race-ethnicity,All,99.49,1
2015,36,11000,race-ethnicity,Majority Non-White Tracts,87.46,1
2015,36,11000,race-ethnicity,Majority White-NH Tracts,99.22,1
2015,36,11000,race-ethnicity,Mixed Race and Ethnicity Tracts,96.46,1
2015,36,50617,race-ethnicity,All,98.22,1
2015,36,50617,race-ethnicity,Majority Non-White Tracts,87.9,1
2015,36,50617,race-ethnicity,Majority White-NH Tracts,98.31,1
2015,36,50617,race-ethnicity,Mixed Race and Ethnicity Tracts,95.26,1
2015,36,51000,race-ethnicity,All,100,1
2015,36,51000,race-ethnicity,Majority Non-White Tracts,100,1
2015,36,51000,race-ethnicity,Majority White-NH Tracts,99.98,1
2015,36,51000,race-ethnicity,Mixed Race and Ethnicity Tracts,100,1
2015,36,63000,race-ethnicity,All,96.69,1
2015,36,63000,race-ethnicity,Majority Non-White Tracts,81.19,1
2015,36,63000,race-ethnicity,Majority White-NH Tracts,97.98,1
2015,36,63000,race-ethnicity,Mixed Race and Ethnicity Tracts,91.14,1
2015,36,73000,race-ethnicity,All,70.14,1
2015,36,73000,race-ethnicity,Majority Non-White Tracts,31.26,1
2015,36,73000,race-ethnicity,Majority White-NH Tracts,63.22,1
2015,36,73000,race-ethnicity,Mixed Race and Ethnicity Tracts,47.97,1
2015,36,84000,race-ethnicity,All,99.58,1
2015,36,84000,race-ethnicity,Majority Non-White Tracts,94.77,1
2015,36,84000,race-ethnicity,Majority White-NH Tracts,99.25,1
2015,36,84000,race-ethnicity,Mixed Race and Ethnicity Tracts,96.85,1
2015,37,02140,race-ethnicity,All,98.38,1
2015,37,02140,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,37,02140,race-ethnicity,Majority White-NH Tracts,87.53,1
2015,37,02140,race-ethnicity,Mixed Race and Ethnicity Tracts,78.14,1
2015,37,10740,race-ethnicity,All,97.83,1
2015,37,10740,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,37,10740,race-ethnicity,Majority White-NH Tracts,83.72,1
2015,37,10740,race-ethnicity,Mixed Race and Ethnicity Tracts,62.8,1
2015,37,12000,race-ethnicity,All,99.86,1
2015,37,12000,race-ethnicity,Majority Non-White Tracts,70.86,1
2015,37,12000,race-ethnicity,Majority White-NH Tracts,95.48,1
2015,37,12000,race-ethnicity,Mixed Race and Ethnicity Tracts,80.31,1
2015,37,14100,race-ethnicity,All,83.22,1
2015,37,14100,race-ethnicity,Majority Non-White Tracts,47.46,1
2015,37,14100,race-ethnicity,Majority White-NH Tracts,46.22,1
2015,37,14100,race-ethnicity,Mixed Race and Ethnicity Tracts,61.54,1
2015,37,19000,race-ethnicity,All,99.46,1
2015,37,19000,race-ethnicity,Majority Non-White Tracts,72.54,1
2015,37,19000,race-ethnicity,Majority White-NH Tracts,93.09,1
2015,37,19000,race-ethnicity,Mixed Race and Ethnicity Tracts,77.63,1
2015,37,22920,race-ethnicity,All,99.32,1
2015,37,22920,race-ethnicity,Majority Non-White Tracts,72.3,1
2015,37,22920,race-ethnicity,Majority White-NH Tracts,93.16,1
2015,37,22920,race-ethnicity,Mixed Race and Ethnicity Tracts,75.47,1
2015,37,25580,race-ethnicity,All,80.38,1
2015,37,25580,race-ethnicity,Majority Non-White Tracts,37.65,1
2015,37,25580,race-ethnicity,Majority White-NH Tracts,45.71,2
2015,37,25580,race-ethnicity,Mixed Race and Ethnicity Tracts,38.61,1
2015,37,28000,race-ethnicity,All,99.73,1
2015,37,28000,race-ethnicity,Majority Non-White Tracts,72.84,1
2015,37,28000,race-ethnicity,Majority White-NH Tracts,93.08,1
2015,37,28000,race-ethnicity,Mixed Race and Ethnicity Tracts,80.16,1
2015,37,28080,race-ethnicity,All,82.95,1
2015,37,28080,race-ethnicity,Majority Non-White Tracts,25.09,1
2015,37,28080,race-ethnicity,Majority White-NH Tracts,56.88,1
2015,37,28080,race-ethnicity,Mixed Race and Ethnicity Tracts,25.88,2
2015,37,31400,race-ethnicity,All,98.58,1
2015,37,31400,race-ethnicity,Majority Non-White Tracts,72.4,1
2015,37,31400,race-ethnicity,Majority White-NH Tracts,77.24,1
2015,37,31400,race-ethnicity,Mixed Race and Ethnicity Tracts,65.24,1
2015,37,55000,race-ethnicity,All,99.59,1
2015,37,55000,race-ethnicity,Majority Non-White Tracts,69.19,1
2015,37,55000,race-ethnicity,Majority White-NH Tracts,95.12,1
2015,37,55000,race-ethnicity,Mixed Race and Ethnicity Tracts,76.76,1
2015,37,74440,race-ethnicity,All,97.97,1
2015,37,74440,race-ethnicity,Majority Non-White Tracts,56.25,1
2015,37,74440,race-ethnicity,Majority White-NH Tracts,86.09,1
2015,37,74440,race-ethnicity,Mixed Race and Ethnicity Tracts,70.58,1
2015,37,75000,race-ethnicity,All,98.92,1
2015,37,75000,race-ethnicity,Majority Non-White Tracts,72.35,1
2015,37,75000,race-ethnicity,Majority White-NH Tracts,88.7,1
2015,37,75000,race-ethnicity,Mixed Race and Ethnicity Tracts,73.85,1
2015,38,25700,race-ethnicity,All,97.01,1
2015,38,25700,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,38,25700,race-ethnicity,Majority White-NH Tracts,95.49,1
2015,38,25700,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,39,01000,race-ethnicity,All,95.1,1
2015,39,01000,race-ethnicity,Majority Non-White Tracts,69.23,1
2015,39,01000,race-ethnicity,Majority White-NH Tracts,92.23,1
2015,39,01000,race-ethnicity,Mixed Race and Ethnicity Tracts,76.1,1
2015,39,15000,race-ethnicity,All,98.09,1
2015,39,15000,race-ethnicity,Majority Non-White Tracts,75.11,1
2015,39,15000,race-ethnicity,Majority White-NH Tracts,96.34,1
2015,39,15000,race-ethnicity,Mixed Race and Ethnicity Tracts,80.1,1
2015,39,16000,race-ethnicity,All,99.83,1
2015,39,16000,race-ethnicity,Majority Non-White Tracts,87.16,1
2015,39,16000,race-ethnicity,Majority White-NH Tracts,99.24,1
2015,39,16000,race-ethnicity,Mixed Race and Ethnicity Tracts,95.47,1
2015,39,18000,race-ethnicity,All,97.67,1
2015,39,18000,race-ethnicity,Majority Non-White Tracts,76.35,1
2015,39,18000,race-ethnicity,Majority White-NH Tracts,95.11,1
2015,39,18000,race-ethnicity,Mixed Race and Ethnicity Tracts,81.57,1
2015,39,21000,race-ethnicity,All,98.59,1
2015,39,21000,race-ethnicity,Majority Non-White Tracts,76.94,1
2015,39,21000,race-ethnicity,Majority White-NH Tracts,97.12,1
2015,39,21000,race-ethnicity,Mixed Race and Ethnicity Tracts,85.98,1
2015,39,61000,race-ethnicity,All,98.17,1
2015,39,61000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,39,61000,race-ethnicity,Majority White-NH Tracts,96.67,1
2015,39,61000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,39,77000,race-ethnicity,All,90.7,1
2015,39,77000,race-ethnicity,Majority Non-White Tracts,55.85,1
2015,39,77000,race-ethnicity,Majority White-NH Tracts,82.25,1
2015,39,77000,race-ethnicity,Mixed Race and Ethnicity Tracts,64.4,1
2015,40,09050,race-ethnicity,All,15.55,1
2015,40,09050,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,40,09050,race-ethnicity,Majority White-NH Tracts,31.92,1
2015,40,09050,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,40,23200,race-ethnicity,All,88.13,1
2015,40,23200,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,40,23200,race-ethnicity,Majority White-NH Tracts,77.28,1
2015,40,23200,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,40,41850,race-ethnicity,All,35.61,1
2015,40,41850,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,40,41850,race-ethnicity,Majority White-NH Tracts,48.7,1
2015,40,41850,race-ethnicity,Mixed Race and Ethnicity Tracts,30.86,1
2015,40,52500,race-ethnicity,All,95.63,1
2015,40,52500,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,40,52500,race-ethnicity,Majority White-NH Tracts,82.91,1
2015,40,52500,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,40,55000,race-ethnicity,All,96.32,1
2015,40,55000,race-ethnicity,Majority Non-White Tracts,38.32,1
2015,40,55000,race-ethnicity,Majority White-NH Tracts,80.41,1
2015,40,55000,race-ethnicity,Mixed Race and Ethnicity Tracts,72.71,1
2015,40,75000,race-ethnicity,All,99.05,1
2015,40,75000,race-ethnicity,Majority Non-White Tracts,47.11,1
2015,40,75000,race-ethnicity,Majority White-NH Tracts,84.82,1
2015,40,75000,race-ethnicity,Mixed Race and Ethnicity Tracts,71.57,1
2015,41,05350,race-ethnicity,All,95.48,1
2015,41,05350,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,41,05350,race-ethnicity,Majority White-NH Tracts,97.72,1
2015,41,05350,race-ethnicity,Mixed Race and Ethnicity Tracts,86.61,1
2015,41,05800,race-ethnicity,All,62.5,1
2015,41,05800,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,41,05800,race-ethnicity,Majority White-NH Tracts,79.43,1
2015,41,05800,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,41,23850,race-ethnicity,All,94.41,1
2015,41,23850,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,41,23850,race-ethnicity,Majority White-NH Tracts,97.19,1
2015,41,23850,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,41,31250,race-ethnicity,All,98.94,1
2015,41,31250,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,41,31250,race-ethnicity,Majority White-NH Tracts,99.3,1
2015,41,31250,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,41,34100,race-ethnicity,All,93.88,1
2015,41,34100,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,41,34100,race-ethnicity,Majority White-NH Tracts,97.04,1
2015,41,34100,race-ethnicity,Mixed Race and Ethnicity Tracts,79.78,1
2015,41,47000,race-ethnicity,All,55.32,1
2015,41,47000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,41,47000,race-ethnicity,Majority White-NH Tracts,74.45,1
2015,41,47000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,41,59000,race-ethnicity,All,99.73,1
2015,41,59000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,41,59000,race-ethnicity,Majority White-NH Tracts,99.71,1
2015,41,59000,race-ethnicity,Mixed Race and Ethnicity Tracts,96.31,1
2015,41,64900,race-ethnicity,All,93.62,1
2015,41,64900,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,41,64900,race-ethnicity,Majority White-NH Tracts,96.9,1
2015,41,64900,race-ethnicity,Mixed Race and Ethnicity Tracts,85.11,1
2015,42,02000,race-ethnicity,All,93.03,1
2015,42,02000,race-ethnicity,Majority Non-White Tracts,67.65,1
2015,42,02000,race-ethnicity,Majority White-NH Tracts,93.49,1
2015,42,02000,race-ethnicity,Mixed Race and Ethnicity Tracts,78.47,1
2015,42,06088,race-ethnicity,All,92.01,1
2015,42,06088,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,42,06088,race-ethnicity,Majority White-NH Tracts,92.71,1
2015,42,06088,race-ethnicity,Mixed Race and Ethnicity Tracts,73.67,1
2015,42,24000,race-ethnicity,All,94.67,1
2015,42,24000,race-ethnicity,Majority Non-White Tracts,74.81,1
2015,42,24000,race-ethnicity,Majority White-NH Tracts,96.07,1
2015,42,24000,race-ethnicity,Mixed Race and Ethnicity Tracts,81.39,1
2015,42,60000,race-ethnicity,All,99.94,1
2015,42,60000,race-ethnicity,Majority Non-White Tracts,99.75,1
2015,42,60000,race-ethnicity,Majority White-NH Tracts,99.88,1
2015,42,60000,race-ethnicity,Mixed Race and Ethnicity Tracts,99.64,1
2015,42,61000,race-ethnicity,All,97.85,1
2015,42,61000,race-ethnicity,Majority Non-White Tracts,84.59,1
2015,42,61000,race-ethnicity,Majority White-NH Tracts,98.88,1
2015,42,61000,race-ethnicity,Mixed Race and Ethnicity Tracts,92.07,1
2015,42,63624,race-ethnicity,All,95.35,1
2015,42,63624,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,42,63624,race-ethnicity,Majority White-NH Tracts,95.23,1
2015,42,63624,race-ethnicity,Mixed Race and Ethnicity Tracts,84.15,1
2015,42,69000,race-ethnicity,All,91.38,1
2015,42,69000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,42,69000,race-ethnicity,Majority White-NH Tracts,91.84,1
2015,42,69000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,44,19180,race-ethnicity,All,85.29,1
2015,44,19180,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,44,19180,race-ethnicity,Majority White-NH Tracts,95.82,1
2015,44,19180,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,44,54640,race-ethnicity,All,97.06,1
2015,44,54640,race-ethnicity,Majority Non-White Tracts,82.99,1
2015,44,54640,race-ethnicity,Majority White-NH Tracts,97.81,1
2015,44,54640,race-ethnicity,Mixed Race and Ethnicity Tracts,93.79,1
2015,44,59000,race-ethnicity,All,100,1
2015,44,59000,race-ethnicity,Majority Non-White Tracts,84.25,1
2015,44,59000,race-ethnicity,Majority White-NH Tracts,98.31,1
2015,44,59000,race-ethnicity,Mixed Race and Ethnicity Tracts,91.35,1
2015,44,74300,race-ethnicity,All,76.47,1
2015,44,74300,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,44,74300,race-ethnicity,Majority White-NH Tracts,95.18,1
2015,44,74300,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,45,13330,race-ethnicity,All,98.48,1
2015,45,13330,race-ethnicity,Majority Non-White Tracts,64.2,1
2015,45,13330,race-ethnicity,Majority White-NH Tracts,81.37,1
2015,45,13330,race-ethnicity,Mixed Race and Ethnicity Tracts,69.02,1
2015,45,16000,race-ethnicity,All,97.97,1
2015,45,16000,race-ethnicity,Majority Non-White Tracts,53.33,1
2015,45,16000,race-ethnicity,Majority White-NH Tracts,80.35,1
2015,45,16000,race-ethnicity,Mixed Race and Ethnicity Tracts,61.6,2
2015,45,48535,race-ethnicity,All,93.67,1
2015,45,48535,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,45,48535,race-ethnicity,Majority White-NH Tracts,75.9,1
2015,45,48535,race-ethnicity,Mixed Race and Ethnicity Tracts,26.97,2
2015,45,50875,race-ethnicity,All,98.73,1
2015,45,50875,race-ethnicity,Majority Non-White Tracts,53.68,1
2015,45,50875,race-ethnicity,Majority White-NH Tracts,39.59,1
2015,45,50875,race-ethnicity,Mixed Race and Ethnicity Tracts,66.95,1
2015,46,59020,race-ethnicity,All,53.85,1
2015,46,59020,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,46,59020,race-ethnicity,Majority White-NH Tracts,82.96,1
2015,46,59020,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,47,14000,race-ethnicity,All,98.6,1
2015,47,14000,race-ethnicity,Majority Non-White Tracts,62.12,1
2015,47,14000,race-ethnicity,Majority White-NH Tracts,83.62,1
2015,47,14000,race-ethnicity,Mixed Race and Ethnicity Tracts,71.21,1
2015,47,15160,race-ethnicity,All,75.23,1
2015,47,15160,race-ethnicity,Majority Non-White Tracts,50.05,1
2015,47,15160,race-ethnicity,Majority White-NH Tracts,54.19,1
2015,47,15160,race-ethnicity,Mixed Race and Ethnicity Tracts,54.25,1
2015,47,27740,race-ethnicity,All,28.74,1
2015,47,27740,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,47,27740,race-ethnicity,Majority White-NH Tracts,26.83,1
2015,47,27740,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,47,40000,race-ethnicity,All,99.53,1
2015,47,40000,race-ethnicity,Majority Non-White Tracts,79.95,1
2015,47,40000,race-ethnicity,Majority White-NH Tracts,92.23,1
2015,47,40000,race-ethnicity,Mixed Race and Ethnicity Tracts,78.93,1
2015,47,48000,race-ethnicity,All,99.3,1
2015,47,48000,race-ethnicity,Majority Non-White Tracts,64.25,1
2015,47,48000,race-ethnicity,Majority White-NH Tracts,92.5,1
2015,47,48000,race-ethnicity,Mixed Race and Ethnicity Tracts,64.82,1
2015,47,51560,race-ethnicity,All,67.06,1
2015,47,51560,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,47,51560,race-ethnicity,Majority White-NH Tracts,54.48,1
2015,47,51560,race-ethnicity,Mixed Race and Ethnicity Tracts,37.2,1
2015,47,52006,race-ethnicity,All,99.07,1
2015,47,52006,race-ethnicity,Majority Non-White Tracts,65.53,1
2015,47,52006,race-ethnicity,Majority White-NH Tracts,89.66,1
2015,47,52006,race-ethnicity,Mixed Race and Ethnicity Tracts,74.24,1
2015,48,01000,race-ethnicity,All,81.34,1
2015,48,01000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,48,01000,race-ethnicity,Majority White-NH Tracts,80.52,1
2015,48,01000,race-ethnicity,Mixed Race and Ethnicity Tracts,65.4,1
2015,48,01924,race-ethnicity,All,50.89,1
2015,48,01924,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,48,01924,race-ethnicity,Majority White-NH Tracts,49.14,1
2015,48,01924,race-ethnicity,Mixed Race and Ethnicity Tracts,4.62,1
2015,48,03000,race-ethnicity,All,42.87,1
2015,48,03000,race-ethnicity,Majority Non-White Tracts,16,1
2015,48,03000,race-ethnicity,Majority White-NH Tracts,39.67,1
2015,48,03000,race-ethnicity,Mixed Race and Ethnicity Tracts,30.56,1
2015,48,04000,race-ethnicity,All,76.27,1
2015,48,04000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,48,04000,race-ethnicity,Majority White-NH Tracts,74.43,1
2015,48,04000,race-ethnicity,Mixed Race and Ethnicity Tracts,56.86,1
2015,48,05000,race-ethnicity,All,99.08,1
2015,48,05000,race-ethnicity,Majority Non-White Tracts,3.14,1
2015,48,05000,race-ethnicity,Majority White-NH Tracts,97.45,1
2015,48,05000,race-ethnicity,Mixed Race and Ethnicity Tracts,90.72,1
2015,48,06128,race-ethnicity,All,76.19,1
2015,48,06128,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,48,06128,race-ethnicity,Majority White-NH Tracts,75.92,1
2015,48,06128,race-ethnicity,Mixed Race and Ethnicity Tracts,54.4,1
2015,48,07000,race-ethnicity,All,78.39,1
2015,48,07000,race-ethnicity,Majority Non-White Tracts,41.33,1
2015,48,07000,race-ethnicity,Majority White-NH Tracts,76.08,1
2015,48,07000,race-ethnicity,Mixed Race and Ethnicity Tracts,51.43,1
2015,48,10768,race-ethnicity,All,95.31,1
2015,48,10768,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,48,10768,race-ethnicity,Majority White-NH Tracts,93.28,1
2015,48,10768,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
