year,state,county,subgroup_type,subgroup,index_transit_trips,index_transit_trips_quality
2015,21,025,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,025,race-ethnicity,Majority White-NH Tracts,75.05,1
2015,21,025,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,027,race-ethnicity,All,49.55,1
2015,21,027,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,027,race-ethnicity,Majority White-NH Tracts,51.47,1
2015,21,027,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,029,race-ethnicity,All,5.38,1
2015,21,029,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,029,race-ethnicity,Majority White-NH Tracts,5.76,1
2015,21,029,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,031,race-ethnicity,All,43.13,1
2015,21,031,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,031,race-ethnicity,Majority White-NH Tracts,45.32,1
2015,21,031,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,033,race-ethnicity,All,26.83,1
2015,21,033,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,033,race-ethnicity,Majority White-NH Tracts,28.23,1
2015,21,033,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,035,race-ethnicity,All,22.63,1
2015,21,035,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,035,race-ethnicity,Majority White-NH Tracts,24.03,1
2015,21,035,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,037,race-ethnicity,All,93.32,1
2015,21,037,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,037,race-ethnicity,Majority White-NH Tracts,94.53,1
2015,21,037,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,039,race-ethnicity,All,59.55,1
2015,21,039,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,039,race-ethnicity,Majority White-NH Tracts,61.59,1
2015,21,039,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,041,race-ethnicity,All,26.35,1
2015,21,041,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,041,race-ethnicity,Majority White-NH Tracts,27.77,1
2015,21,041,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,043,race-ethnicity,All,48.15,1
2015,21,043,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,043,race-ethnicity,Majority White-NH Tracts,50.23,1
2015,21,043,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,045,race-ethnicity,All,42.97,1
2015,21,045,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,045,race-ethnicity,Majority White-NH Tracts,45.15,1
2015,21,045,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,047,race-ethnicity,All,11.17,1
2015,21,047,race-ethnicity,Majority Non-White Tracts,3.9,1
2015,21,047,race-ethnicity,Majority White-NH Tracts,12.84,1
2015,21,047,race-ethnicity,Mixed Race and Ethnicity Tracts,10.11,1
2015,21,049,race-ethnicity,All,2.05,1
2015,21,049,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,049,race-ethnicity,Majority White-NH Tracts,2.36,1
2015,21,049,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,051,race-ethnicity,All,72.98,1
2015,21,051,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,051,race-ethnicity,Majority White-NH Tracts,74.62,1
2015,21,051,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,053,race-ethnicity,All,53.98,1
2015,21,053,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,053,race-ethnicity,Majority White-NH Tracts,55.89,1
2015,21,053,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,055,race-ethnicity,All,57.03,1
2015,21,055,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,055,race-ethnicity,Majority White-NH Tracts,59.1,1
2015,21,055,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,057,race-ethnicity,All,63.69,1
2015,21,057,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,057,race-ethnicity,Majority White-NH Tracts,65.72,1
2015,21,057,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,059,race-ethnicity,All,91.53,1
2015,21,059,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,059,race-ethnicity,Majority White-NH Tracts,92.89,1
2015,21,059,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,061,race-ethnicity,All,36.54,1
2015,21,061,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,061,race-ethnicity,Majority White-NH Tracts,37.95,1
2015,21,061,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,063,race-ethnicity,All,65.75,1
2015,21,063,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,063,race-ethnicity,Majority White-NH Tracts,67.62,1
2015,21,063,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,065,race-ethnicity,All,56.21,1
2015,21,065,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,065,race-ethnicity,Majority White-NH Tracts,58.19,1
2015,21,065,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,067,race-ethnicity,All,85.17,1
2015,21,067,race-ethnicity,Majority Non-White Tracts,47.03,1
2015,21,067,race-ethnicity,Majority White-NH Tracts,86.31,1
2015,21,067,race-ethnicity,Mixed Race and Ethnicity Tracts,74.79,1
2015,21,069,race-ethnicity,All,49.24,1
2015,21,069,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,069,race-ethnicity,Majority White-NH Tracts,51.21,1
2015,21,069,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,071,race-ethnicity,All,62.76,1
2015,21,071,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,071,race-ethnicity,Majority White-NH Tracts,64.67,1
2015,21,071,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,073,race-ethnicity,All,2.05,1
2015,21,073,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,073,race-ethnicity,Majority White-NH Tracts,2.36,1
2015,21,073,race-ethnicity,Mixed Race and Ethnicity Tracts,4.31,1
2015,21,075,race-ethnicity,All,74.67,1
2015,21,075,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,075,race-ethnicity,Majority White-NH Tracts,76.56,1
2015,21,075,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,077,race-ethnicity,All,31.64,1
2015,21,077,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,077,race-ethnicity,Majority White-NH Tracts,33.04,1
2015,21,077,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,079,race-ethnicity,All,17.6,1
2015,21,079,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,079,race-ethnicity,Majority White-NH Tracts,18.76,1
2015,21,079,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,081,race-ethnicity,All,25.56,1
2015,21,081,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,081,race-ethnicity,Majority White-NH Tracts,26.92,1
2015,21,081,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,083,race-ethnicity,All,32.78,1
2015,21,083,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,083,race-ethnicity,Majority White-NH Tracts,34.05,1
2015,21,083,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,085,race-ethnicity,All,44.46,1
2015,21,085,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,085,race-ethnicity,Majority White-NH Tracts,46.92,1
2015,21,085,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,087,race-ethnicity,All,50.06,1
2015,21,087,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,087,race-ethnicity,Majority White-NH Tracts,52,1
2015,21,087,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,089,race-ethnicity,All,5.09,1
2015,21,089,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,089,race-ethnicity,Majority White-NH Tracts,5.53,1
2015,21,089,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,091,race-ethnicity,All,43.22,1
2015,21,091,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,091,race-ethnicity,Majority White-NH Tracts,45.55,1
2015,21,091,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,093,race-ethnicity,All,28.2,1
2015,21,093,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,093,race-ethnicity,Majority White-NH Tracts,28.49,1
2015,21,093,race-ethnicity,Mixed Race and Ethnicity Tracts,30.11,1
2015,21,095,race-ethnicity,All,73.36,1
2015,21,095,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,095,race-ethnicity,Majority White-NH Tracts,75.08,1
2015,21,095,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,097,race-ethnicity,All,24.79,1
2015,21,097,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,097,race-ethnicity,Majority White-NH Tracts,26.26,1
2015,21,097,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,099,race-ethnicity,All,51.78,1
2015,21,099,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,099,race-ethnicity,Majority White-NH Tracts,53.8,1
2015,21,099,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,101,race-ethnicity,All,80.65,1
2015,21,101,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,101,race-ethnicity,Majority White-NH Tracts,82.12,1
2015,21,101,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,103,race-ethnicity,All,17.98,1
2015,21,103,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,103,race-ethnicity,Majority White-NH Tracts,19.16,1
2015,21,103,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,105,race-ethnicity,All,63.92,1
2015,21,105,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,105,race-ethnicity,Majority White-NH Tracts,66.11,1
2015,21,105,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,107,race-ethnicity,All,30.39,1
2015,21,107,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,107,race-ethnicity,Majority White-NH Tracts,31.93,1
2015,21,107,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,109,race-ethnicity,All,56.08,1
2015,21,109,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,109,race-ethnicity,Majority White-NH Tracts,57.99,1
2015,21,109,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,111,race-ethnicity,All,94.24,1
2015,21,111,race-ethnicity,Majority Non-White Tracts,83.19,1
2015,21,111,race-ethnicity,Majority White-NH Tracts,93.98,1
2015,21,111,race-ethnicity,Mixed Race and Ethnicity Tracts,88.19,1
2015,21,113,race-ethnicity,All,2.05,1
2015,21,113,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,113,race-ethnicity,Majority White-NH Tracts,2.36,1
2015,21,113,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,115,race-ethnicity,All,52.9,1
2015,21,115,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,115,race-ethnicity,Majority White-NH Tracts,54.75,1
2015,21,115,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,117,race-ethnicity,All,88.54,1
2015,21,117,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,117,race-ethnicity,Majority White-NH Tracts,88.61,1
2015,21,117,race-ethnicity,Mixed Race and Ethnicity Tracts,88.83,1
2015,21,119,race-ethnicity,All,65.91,1
2015,21,119,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,119,race-ethnicity,Majority White-NH Tracts,67.81,1
2015,21,119,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,121,race-ethnicity,All,55.09,1
2015,21,121,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,121,race-ethnicity,Majority White-NH Tracts,57.14,1
2015,21,121,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,123,race-ethnicity,All,34.5,1
2015,21,123,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,123,race-ethnicity,Majority White-NH Tracts,35.72,1
2015,21,123,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,125,race-ethnicity,All,21.55,1
2015,21,125,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,125,race-ethnicity,Majority White-NH Tracts,23.05,1
2015,21,125,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,127,race-ethnicity,All,59.04,1
2015,21,127,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,127,race-ethnicity,Majority White-NH Tracts,61,1
2015,21,127,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,129,race-ethnicity,All,68.24,1
2015,21,129,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,129,race-ethnicity,Majority White-NH Tracts,70.01,1
2015,21,129,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,131,race-ethnicity,All,70.81,1
2015,21,131,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,131,race-ethnicity,Majority White-NH Tracts,72.46,1
2015,21,131,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,133,race-ethnicity,All,64.89,1
2015,21,133,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,133,race-ethnicity,Majority White-NH Tracts,66.99,1
2015,21,133,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,135,race-ethnicity,All,62.89,1
2015,21,135,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,135,race-ethnicity,Majority White-NH Tracts,64.73,1
2015,21,135,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,137,race-ethnicity,All,33.83,1
2015,21,137,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,137,race-ethnicity,Majority White-NH Tracts,35.17,1
2015,21,137,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,139,race-ethnicity,All,34.34,1
2015,21,139,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,139,race-ethnicity,Majority White-NH Tracts,35.56,1
2015,21,139,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,141,race-ethnicity,All,34.47,1
2015,21,141,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,141,race-ethnicity,Majority White-NH Tracts,35.69,1
2015,21,141,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,143,race-ethnicity,All,27.4,1
2015,21,143,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,143,race-ethnicity,Majority White-NH Tracts,28.95,1
2015,21,143,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,145,race-ethnicity,All,82.69,1
2015,21,145,race-ethnicity,Majority Non-White Tracts,79.46,1
2015,21,145,race-ethnicity,Majority White-NH Tracts,81.14,1
2015,21,145,race-ethnicity,Mixed Race and Ethnicity Tracts,85.32,1
2015,21,147,race-ethnicity,All,78.17,1
2015,21,147,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,147,race-ethnicity,Majority White-NH Tracts,80.09,1
2015,21,147,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,149,race-ethnicity,All,30.74,1
2015,21,149,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,149,race-ethnicity,Majority White-NH Tracts,32.22,1
2015,21,149,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,151,race-ethnicity,All,7.32,1
2015,21,151,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,151,race-ethnicity,Majority White-NH Tracts,8.09,1
2015,21,151,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,153,race-ethnicity,All,73.07,1
2015,21,153,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,153,race-ethnicity,Majority White-NH Tracts,74.72,1
2015,21,153,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,155,race-ethnicity,All,19.96,1
2015,21,155,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,155,race-ethnicity,Majority White-NH Tracts,21.45,1
2015,21,155,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,157,race-ethnicity,All,23.14,1
2015,21,157,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,157,race-ethnicity,Majority White-NH Tracts,24.62,1
2015,21,157,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,159,race-ethnicity,All,79.63,1
2015,21,159,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,159,race-ethnicity,Majority White-NH Tracts,81.17,1
2015,21,159,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,161,race-ethnicity,All,34.53,1
2015,21,161,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,161,race-ethnicity,Majority White-NH Tracts,35.76,1
2015,21,161,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,163,race-ethnicity,All,40.39,1
2015,21,163,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,163,race-ethnicity,Majority White-NH Tracts,42.27,1
2015,21,163,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,165,race-ethnicity,All,53.34,1
2015,21,165,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,165,race-ethnicity,Majority White-NH Tracts,55.27,1
2015,21,165,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,167,race-ethnicity,All,6.43,1
2015,21,167,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,167,race-ethnicity,Majority White-NH Tracts,7.04,1
2015,21,167,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,169,race-ethnicity,All,47.04,1
2015,21,169,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,169,race-ethnicity,Majority White-NH Tracts,49.18,1
2015,21,169,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,171,race-ethnicity,All,48.82,1
2015,21,171,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,171,race-ethnicity,Majority White-NH Tracts,50.75,1
2015,21,171,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,173,race-ethnicity,All,27.78,1
2015,21,173,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,173,race-ethnicity,Majority White-NH Tracts,29.34,1
2015,21,173,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,175,race-ethnicity,All,64.83,1
2015,21,175,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,175,race-ethnicity,Majority White-NH Tracts,66.9,1
2015,21,175,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,177,race-ethnicity,All,27.94,1
2015,21,177,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,177,race-ethnicity,Majority White-NH Tracts,29.54,1
2015,21,177,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,179,race-ethnicity,All,10.95,1
2015,21,179,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,179,race-ethnicity,Majority White-NH Tracts,11.53,1
2015,21,179,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,181,race-ethnicity,All,35.11,1
2015,21,181,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,181,race-ethnicity,Majority White-NH Tracts,36.41,1
2015,21,181,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,183,race-ethnicity,All,35.55,1
2015,21,183,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,183,race-ethnicity,Majority White-NH Tracts,36.94,1
2015,21,183,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,185,race-ethnicity,All,2.05,1
2015,21,185,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,185,race-ethnicity,Majority White-NH Tracts,2.36,1
2015,21,185,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,187,race-ethnicity,All,28.96,1
2015,21,187,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,187,race-ethnicity,Majority White-NH Tracts,30.48,1
2015,21,187,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,189,race-ethnicity,All,75.88,1
2015,21,189,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,189,race-ethnicity,Majority White-NH Tracts,77.96,1
2015,21,189,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,191,race-ethnicity,All,19.03,1
2015,21,191,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,191,race-ethnicity,Majority White-NH Tracts,20.2,1
2015,21,191,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,193,race-ethnicity,All,61.97,1
2015,21,193,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,193,race-ethnicity,Majority White-NH Tracts,63.88,1
2015,21,193,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,195,race-ethnicity,All,2.05,1
2015,21,195,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,195,race-ethnicity,Majority White-NH Tracts,2.36,1
2015,21,195,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,197,race-ethnicity,All,54.26,1
2015,21,197,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,197,race-ethnicity,Majority White-NH Tracts,56.39,1
2015,21,197,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,199,race-ethnicity,All,31.19,1
2015,21,199,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,199,race-ethnicity,Majority White-NH Tracts,32.61,1
2015,21,199,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,201,race-ethnicity,All,44.61,1
2015,21,201,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,201,race-ethnicity,Majority White-NH Tracts,47.02,1
2015,21,201,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,203,race-ethnicity,All,37.94,1
2015,21,203,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,203,race-ethnicity,Majority White-NH Tracts,39.39,1
2015,21,203,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,205,race-ethnicity,All,47.42,1
2015,21,205,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,205,race-ethnicity,Majority White-NH Tracts,49.51,1
2015,21,205,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,207,race-ethnicity,All,50.76,1
2015,21,207,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,207,race-ethnicity,Majority White-NH Tracts,52.65,1
2015,21,207,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,209,race-ethnicity,All,2.05,1
2015,21,209,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,209,race-ethnicity,Majority White-NH Tracts,2.36,1
2015,21,209,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,211,race-ethnicity,All,2.05,1
2015,21,211,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,211,race-ethnicity,Majority White-NH Tracts,2.36,1
2015,21,211,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,213,race-ethnicity,All,8.91,1
2015,21,213,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,213,race-ethnicity,Majority White-NH Tracts,9.56,1
2015,21,213,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,215,race-ethnicity,All,12.09,1
2015,21,215,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,215,race-ethnicity,Majority White-NH Tracts,13,1
2015,21,215,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,217,race-ethnicity,All,36.98,1
2015,21,217,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,217,race-ethnicity,Majority White-NH Tracts,38.44,1
2015,21,217,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,219,race-ethnicity,All,40.71,1
2015,21,219,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,219,race-ethnicity,Majority White-NH Tracts,42.44,1
2015,21,219,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,221,race-ethnicity,All,29.25,1
2015,21,221,race-ethnicity,Majority Non-White Tracts,NA,3
2015,21,221,race-ethnicity,Majority White-NH Tracts,30.78,1
2015,21,221,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,223,race-ethnicity,All,24.7,1
2015,21,223,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,223,race-ethnicity,Majority White-NH Tracts,26.16,1
2015,21,223,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,225,race-ethnicity,All,42.78,1
2015,21,225,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,225,race-ethnicity,Majority White-NH Tracts,44.92,1
2015,21,225,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,227,race-ethnicity,All,22.06,1
2015,21,227,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,227,race-ethnicity,Majority White-NH Tracts,22.2,1
2015,21,227,race-ethnicity,Mixed Race and Ethnicity Tracts,28.62,1
2015,21,229,race-ethnicity,All,14.54,1
2015,21,229,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,229,race-ethnicity,Majority White-NH Tracts,15.65,1
2015,21,229,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,231,race-ethnicity,All,42.9,1
2015,21,231,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,231,race-ethnicity,Majority White-NH Tracts,45.06,1
2015,21,231,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,233,race-ethnicity,All,55.6,1
2015,21,233,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,233,race-ethnicity,Majority White-NH Tracts,57.56,1
2015,21,233,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,235,race-ethnicity,All,53.09,1
2015,21,235,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,235,race-ethnicity,Majority White-NH Tracts,55.04,1
2015,21,235,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,237,race-ethnicity,All,81.83,1
2015,21,237,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,237,race-ethnicity,Majority White-NH Tracts,83.4,1
2015,21,237,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,21,239,race-ethnicity,All,2.05,1
2015,21,239,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,21,239,race-ethnicity,Majority White-NH Tracts,2.36,1
2015,21,239,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,22,001,race-ethnicity,All,24.47,1
2015,22,001,race-ethnicity,Majority Non-White Tracts,3.9,1
2015,22,001,race-ethnicity,Majority White-NH Tracts,27.5,1
2015,22,001,race-ethnicity,Mixed Race and Ethnicity Tracts,20.85,1
2015,22,003,race-ethnicity,All,67.19,1
