year,state,county,r_black_nh_hv_hh,black_nh_wealth_quality,r_hispanic_hv_hh,hispanic_wealth_quality,r_other_nh_hv_hh,other_nh_wealth_quality,r_white_nh_hv_hh,white_nh_wealth_quality
2014,29,111,0.2%:3.8%,3,0.0%:0.7%,3,0.3%:3.2%,3,99.5%:92.3%,3
2014,29,113,0.2%:1.1%,3,0.2%:0.6%,3,1.7%:2.9%,3,97.8%:95.3%,2
2014,29,115,0.1%:0.1%,3,1.1%:2.1%,3,0.3%:0.8%,3,98.5%:97.1%,3
2014,29,117,0.1%:0.1%,3,1.1%:2.1%,3,0.3%:0.8%,3,98.5%:97.1%,3
2014,29,119,0.0%:0.6%,3,0.7%:3.6%,3,2.6%:3.4%,3,96.7%:92.4%,3
2014,29,121,0.2%:3.8%,3,0.0%:0.7%,3,0.3%:3.2%,3,99.5%:92.3%,3
2014,29,123,0.6%:4.4%,3,0.6%:1.1%,3,0.6%:2.1%,3,98.2%:92.5%,3
2014,29,125,1.0%:0.3%,3,0.0%:1.8%,3,0.6%:3.6%,3,98.4%:94.4%,3
2014,29,127,0.2%:3.8%,3,0.0%:0.7%,3,0.3%:3.2%,3,99.5%:92.3%,3
2014,29,129,0.1%:0.1%,3,1.1%:2.1%,3,0.3%:0.8%,3,98.5%:97.1%,3
2014,29,131,0.7%:3.2%,3,1.5%:3.6%,3,1.9%:2.2%,3,95.8%:91.0%,3
2014,29,133,3.1%:11.5%,3,1.1%:1.7%,3,1.2%:1.1%,3,94.5%:85.7%,3
2014,29,135,3.4%:4.5%,3,0.3%:1.2%,3,1.8%:3.4%,3,94.5%:90.8%,3
2014,29,137,0.2%:3.8%,3,0.0%:0.7%,3,0.3%:3.2%,3,99.5%:92.3%,3
2014,29,139,0.2%:1.1%,3,0.2%:0.6%,3,1.7%:2.9%,3,97.8%:95.3%,3
2014,29,141,0.7%:3.2%,3,1.5%:3.6%,3,1.9%:2.2%,3,95.8%:91.0%,3
2014,29,143,3.1%:11.5%,3,1.1%:1.7%,3,1.2%:1.1%,3,94.5%:85.7%,3
2014,29,145,0.2%:0.6%,3,1.3%:3.9%,3,3.2%:4.1%,3,95.3%:91.4%,3
2014,29,147,0.1%:0.1%,3,1.1%:2.1%,3,0.3%:0.8%,3,98.5%:97.1%,3
2014,29,149,0.0%:0.0%,3,1.2%:1.4%,3,3.1%:6.8%,3,95.7%:91.8%,3
2014,29,151,3.4%:4.5%,3,0.3%:1.2%,3,1.8%:3.4%,3,94.5%:90.8%,3
2014,29,153,0.0%:0.0%,3,1.2%:1.4%,3,3.1%:6.8%,3,95.7%:91.8%,3
2014,29,155,3.1%:11.5%,3,1.1%:1.7%,3,1.2%:1.1%,3,94.5%:85.7%,3
2014,29,157,0.1%:0.2%,3,0.0%:0.5%,3,1.9%:2.5%,3,98.0%:96.7%,3
2014,29,159,0.2%:4.0%,3,1.9%:2.6%,3,6.0%:1.8%,3,91.9%:91.5%,3
2014,29,161,1.0%:0.3%,3,0.0%:1.8%,3,0.6%:3.6%,3,98.4%:94.4%,2
2014,29,163,0.2%:1.1%,3,0.2%:0.6%,3,1.7%:2.9%,3,97.8%:95.3%,3
2014,29,165,0.8%:5.0%,3,3.2%:3.0%,3,2.8%:3.1%,3,93.2%:88.8%,1
2014,29,167,0.0%:0.0%,3,0.6%:0.4%,3,1.8%:2.3%,3,97.6%:97.3%,3
2014,29,169,0.7%:3.2%,3,1.5%:3.6%,3,1.9%:2.2%,3,95.8%:91.0%,2
2014,29,171,0.1%:0.1%,3,1.1%:2.1%,3,0.3%:0.8%,3,98.5%:97.1%,3
2014,29,173,0.2%:3.8%,3,0.0%:0.7%,3,0.3%:3.2%,3,99.5%:92.3%,3
2014,29,175,0.2%:4.0%,3,1.9%:2.6%,3,6.0%:1.8%,3,91.9%:91.5%,3
2014,29,177,1.7%:2.7%,3,1.5%:1.6%,3,2.5%:2.9%,3,94.3%:92.8%,3
2014,29,179,0.6%:4.4%,3,0.6%:1.1%,3,0.6%:2.1%,3,98.2%:92.5%,3
2014,29,181,0.6%:4.4%,3,0.6%:1.1%,3,0.6%:2.1%,3,98.2%:92.5%,3
2014,29,183,3.8%:5.4%,3,1.3%:2.6%,3,3.0%:2.8%,3,91.8%:89.3%,1
2014,29,185,0.0%:0.5%,3,0.2%:1.4%,3,0.8%:2.0%,3,99.0%:96.1%,3
2014,29,186,0.1%:0.2%,3,0.0%:0.5%,3,1.9%:2.5%,3,98.0%:96.7%,3
2014,29,187,0.1%:0.2%,3,0.0%:0.5%,3,1.9%:2.5%,3,98.0%:96.7%,2
2014,29,189,7.7%:22.5%,1,1.0%:1.6%,3,6.3%:4.7%,1,85.0%:71.1%,1
2014,29,195,0.2%:4.0%,3,1.9%:2.6%,3,6.0%:1.8%,3,91.9%:91.5%,3
2014,29,197,0.2%:3.8%,3,0.0%:0.7%,3,0.3%:3.2%,3,99.5%:92.3%,3
2014,29,199,0.2%:3.8%,3,0.0%:0.7%,3,0.3%:3.2%,3,99.5%:92.3%,3
2014,29,201,1.3%:8.1%,3,2.1%:1.5%,3,3.2%:2.1%,3,93.4%:88.3%,3
2014,29,203,0.0%:0.0%,3,1.2%:1.4%,3,3.1%:6.8%,3,95.7%:91.8%,3
2014,29,205,0.2%:3.8%,3,0.0%:0.7%,3,0.3%:3.2%,3,99.5%:92.3%,3
2014,29,207,3.1%:11.5%,3,1.1%:1.7%,3,1.2%:1.1%,3,94.5%:85.7%,3
2014,29,209,0.0%:0.6%,3,0.7%:3.6%,3,2.6%:3.4%,3,96.7%:92.4%,3
2014,29,211,0.1%:0.1%,3,1.1%:2.1%,3,0.3%:0.8%,3,98.5%:97.1%,3
2014,29,213,0.0%:0.6%,3,0.7%:3.6%,3,2.6%:3.4%,3,96.7%:92.4%,2
2014,29,215,0.0%:0.0%,3,1.2%:1.4%,3,3.1%:6.8%,3,95.7%:91.8%,3
2014,29,217,0.0%:0.5%,3,0.2%:1.4%,3,0.8%:2.0%,3,99.0%:96.1%,3
2014,29,219,0.2%:1.1%,3,0.2%:0.6%,3,1.7%:2.9%,3,97.8%:95.3%,3
2014,29,221,0.1%:0.2%,3,0.0%:0.5%,3,1.9%:2.5%,3,98.0%:96.7%,3
2014,29,223,0.6%:4.4%,3,0.6%:1.1%,3,0.6%:2.1%,3,98.2%:92.5%,3
2014,29,225,0.0%:0.0%,3,0.8%:1.1%,3,4.6%:3.2%,3,94.6%:95.7%,3
2014,29,227,0.1%:0.1%,3,1.1%:2.1%,3,0.3%:0.8%,3,98.5%:97.1%,3
2014,29,229,0.0%:0.0%,3,1.2%:1.4%,3,3.1%:6.8%,3,95.7%:91.8%,3
2014,29,510,20.5%:43.8%,1,1.7%:2.8%,3,3.8%:5.3%,3,74.1%:48.0%,1
2014,30,001,0.0%:0.0%,3,0.9%:2.0%,3,1.7%:3.3%,3,97.4%:94.8%,3
2014,30,003,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,005,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,007,0.0%:0.0%,3,0.9%:2.0%,3,1.7%:3.3%,3,97.4%:94.8%,3
2014,30,009,0.0%:0.3%,3,0.9%:1.9%,3,1.4%:3.1%,3,97.6%:94.8%,3
2014,30,011,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,013,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,2,93.0%:88.1%,2
2014,30,015,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,017,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,019,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,021,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,023,0.0%:0.0%,3,0.9%:2.0%,3,1.7%:3.3%,3,97.4%:94.8%,3
2014,30,025,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,027,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,029,0.0%:0.4%,3,0.8%:1.8%,3,9.9%:8.9%,3,89.2%:88.9%,2
2014,30,031,0.0%:0.3%,3,0.9%:1.9%,3,1.4%:3.1%,3,97.6%:94.8%,2
2014,30,033,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,035,0.0%:0.4%,3,0.8%:1.8%,3,9.9%:8.9%,3,89.2%:88.9%,3
2014,30,037,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,039,0.0%:0.0%,3,0.9%:2.0%,3,1.7%:3.3%,3,97.4%:94.8%,3
2014,30,041,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,043,0.0%:0.0%,3,0.9%:2.0%,3,1.7%:3.3%,3,97.4%:94.8%,3
2014,30,045,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,047,0.3%:0.2%,3,0.6%:2.0%,3,3.1%:7.6%,3,96.1%:90.1%,3
2014,30,049,0.0%:0.0%,3,0.9%:2.0%,3,1.7%:3.3%,3,97.4%:94.8%,2
2014,30,051,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,053,0.0%:0.4%,3,0.8%:1.8%,3,9.9%:8.9%,3,89.2%:88.9%,3
2014,30,055,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,057,0.0%:0.0%,3,0.9%:2.0%,3,1.7%:3.3%,3,97.4%:94.8%,3
2014,30,059,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,061,0.3%:0.2%,3,0.6%:2.0%,3,3.1%:7.6%,3,96.1%:90.1%,3
2014,30,063,0.3%:0.2%,3,0.6%:2.0%,3,3.1%:7.6%,3,96.1%:90.1%,2
2014,30,065,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,067,0.0%:0.3%,3,0.9%:1.9%,3,1.4%:3.1%,3,97.6%:94.8%,3
2014,30,069,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,071,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,073,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,075,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,077,0.0%:0.0%,3,0.9%:2.0%,3,1.7%:3.3%,3,97.4%:94.8%,3
2014,30,079,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,081,0.3%:0.2%,3,0.6%:2.0%,3,3.1%:7.6%,3,96.1%:90.1%,3
2014,30,083,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,085,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,087,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,089,0.3%:0.2%,3,0.6%:2.0%,3,3.1%:7.6%,3,96.1%:90.1%,3
2014,30,091,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,093,0.0%:0.0%,3,0.9%:2.0%,3,1.7%:3.3%,3,97.4%:94.8%,3
2014,30,095,0.0%:0.3%,3,0.9%:1.9%,3,1.4%:3.1%,3,97.6%:94.8%,3
2014,30,097,0.0%:0.3%,3,0.9%:1.9%,3,1.4%:3.1%,3,97.6%:94.8%,3
2014,30,099,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,101,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,103,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,105,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,107,0.2%:1.0%,3,2.7%:1.7%,3,4.1%:9.2%,3,93.0%:88.1%,3
2014,30,109,0.0%:0.0%,3,1.4%:2.4%,3,5.9%:11.2%,3,92.6%:86.4%,3
2014,30,111,0.0%:0.3%,3,1.1%:2.9%,3,3.8%:7.1%,1,95.0%:89.7%,1
2014,31,001,0.3%:1.6%,3,2.8%:3.8%,3,0.1%:0.3%,3,96.9%:94.2%,3
2014,31,003,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,005,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,007,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,009,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,3
2014,31,011,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,013,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,015,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,017,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,019,0.3%:1.6%,3,2.8%:3.8%,3,0.1%:0.3%,3,96.9%:94.2%,2
2014,31,021,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,023,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,025,0.0%:0.0%,3,0.7%:2.8%,3,0.4%:0.5%,3,98.9%:96.8%,3
2014,31,027,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,029,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,031,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,033,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,035,0.3%:1.6%,3,2.8%:3.8%,3,0.1%:0.3%,3,96.9%:94.2%,3
2014,31,037,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,039,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,041,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,3
2014,31,043,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,045,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,047,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,049,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,051,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,053,0.0%:0.0%,3,0.7%:2.8%,3,0.4%:0.5%,3,98.9%:96.8%,2
2014,31,055,3.2%:11.0%,1,3.0%:7.9%,1,5.6%:4.2%,1,88.2%:76.9%,1
2014,31,057,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,059,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,061,0.3%:1.6%,3,2.8%:3.8%,3,0.1%:0.3%,3,96.9%:94.2%,3
2014,31,063,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,065,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,067,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,069,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,071,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,3
2014,31,073,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,075,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,077,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,3
2014,31,079,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,2
2014,31,081,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,3
2014,31,083,0.3%:1.6%,3,2.8%:3.8%,3,0.1%:0.3%,3,96.9%:94.2%,3
2014,31,085,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,087,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,089,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,091,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,093,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,3
2014,31,095,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,097,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,099,0.3%:1.6%,3,2.8%:3.8%,3,0.1%:0.3%,3,96.9%:94.2%,3
2014,31,101,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,103,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,105,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,107,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,109,0.7%:4.0%,3,2.0%:4.6%,3,2.5%:3.6%,3,94.8%:87.8%,1
2014,31,111,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,113,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,115,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,3
2014,31,117,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,119,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,121,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,3
2014,31,123,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,125,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,127,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,129,0.3%:1.6%,3,2.8%:3.8%,3,0.1%:0.3%,3,96.9%:94.2%,3
2014,31,131,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,133,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,135,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,137,0.3%:1.6%,3,2.8%:3.8%,3,0.1%:0.3%,3,96.9%:94.2%,3
2014,31,139,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,141,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,143,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,145,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,147,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,149,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,151,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,153,2.2%:3.9%,3,6.1%:7.8%,3,2.7%:4.0%,3,89.0%:84.3%,1
2014,31,155,0.0%:0.0%,3,0.7%:2.8%,3,0.4%:0.5%,3,98.9%:96.8%,3
2014,31,157,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,159,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,161,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,163,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,3
2014,31,165,0.0%:0.4%,3,2.6%:7.7%,3,1.8%:3.8%,3,95.6%:88.1%,3
2014,31,167,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,169,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,31,171,0.0%:0.3%,3,2.4%:8.9%,3,0.5%:1.6%,3,97.1%:89.2%,3
2014,31,173,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,175,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,3
2014,31,177,0.0%:0.0%,3,0.7%:2.8%,3,0.4%:0.5%,3,98.9%:96.8%,3
2014,31,179,0.0%:0.7%,3,4.9%:10.1%,3,1.2%:3.9%,3,93.9%:85.2%,3
2014,31,181,0.3%:1.6%,3,2.8%:3.8%,3,0.1%:0.3%,3,96.9%:94.2%,3
2014,31,183,0.0%:0.8%,3,2.3%:9.4%,3,0.1%:0.3%,3,97.6%:89.6%,3
2014,31,185,0.0%:0.1%,3,1.3%:3.7%,3,0.2%:1.0%,3,98.5%:95.2%,3
2014,32,001,0.5%:0.4%,3,12.1%:14.6%,3,7.6%:7.5%,3,79.8%:77.5%,3
2014,32,003,5.2%:11.5%,1,13.3%:22.6%,1,13.6%:11.9%,1,67.9%:54.1%,1
2014,32,005,0.1%:0.1%,3,8.6%:12.8%,3,2.3%:5.9%,3,89.0%:81.1%,3
2014,32,007,0.5%:0.4%,3,12.1%:14.6%,3,7.6%:7.5%,3,79.8%:77.5%,3
2014,32,009,0.5%:0.4%,3,12.1%:14.6%,3,7.6%:7.5%,3,79.8%:77.5%,3
2014,32,011,0.5%:0.4%,3,12.1%:14.6%,3,7.6%:7.5%,3,79.8%:77.5%,3
2014,32,013,0.5%:0.4%,3,12.1%:14.6%,3,7.6%:7.5%,3,79.8%:77.5%,3
2014,32,015,0.5%:0.4%,3,12.1%:14.6%,3,7.6%:7.5%,3,79.8%:77.5%,3
2014,32,017,0.5%:0.4%,3,12.1%:14.6%,3,7.6%:7.5%,3,79.8%:77.5%,3
2014,32,019,0.1%:0.1%,3,8.6%:12.8%,3,2.3%:5.9%,3,89.0%:81.1%,3
2014,32,021,0.5%:0.4%,3,12.1%:14.6%,3,7.6%:7.5%,3,79.8%:77.5%,3
2014,32,023,0.5%:0.4%,3,12.1%:14.6%,3,7.6%:7.5%,3,79.8%:77.5%,3
2014,32,027,0.5%:0.4%,3,12.1%:14.6%,3,7.6%:7.5%,3,79.8%:77.5%,3
2014,32,029,0.1%:0.1%,3,8.6%:12.8%,3,2.3%:5.9%,3,89.0%:81.1%,3
2014,32,031,0.8%:2.1%,3,8.2%:15.7%,1,6.5%:8.6%,1,84.5%:73.6%,1
2014,32,033,0.5%:0.4%,3,12.1%:14.6%,3,7.6%:7.5%,3,79.8%:77.5%,3
2014,32,510,0.1%:0.1%,3,8.6%:12.8%,3,2.3%:5.9%,3,89.0%:81.1%,3
2014,33,001,0.0%:0.0%,3,0.0%:0.1%,3,1.8%:3.5%,3,98.2%:96.4%,2
2014,33,003,0.0%:0.0%,3,0.1%:0.4%,3,1.8%:3.5%,3,98.1%:96.0%,3
2014,33,005,0.0%:0.9%,3,0.0%:1.3%,3,1.3%:2.3%,3,98.7%:95.5%,2
2014,33,007,0.0%:0.0%,3,1.2%:1.7%,3,2.0%:2.5%,3,96.8%:95.8%,3
2014,33,009,0.0%:0.0%,3,1.2%:1.7%,3,2.0%:2.5%,3,96.8%:95.8%,2
2014,33,011,0.5%:2.0%,3,1.7%:4.5%,3,4.8%:4.4%,1,93.0%:89.1%,1
2014,33,013,0.2%:0.3%,3,0.5%:0.7%,3,2.5%:2.5%,3,96.8%:96.6%,1
2014,33,015,0.1%:0.4%,3,0.8%:1.5%,3,2.7%:3.3%,1,96.4%:94.7%,1
2014,33,017,0.4%:0.1%,3,1.0%:2.7%,3,1.6%:4.1%,3,97.0%:93.1%,1
2014,33,019,0.0%:0.9%,3,0.0%:1.3%,3,1.3%:2.3%,3,98.7%:95.5%,2
2014,34,001,6.3%:15.7%,1,5.1%:14.0%,1,6.6%:6.7%,1,81.9%:63.7%,1
2014,34,003,2.8%:5.2%,1,10.2%:16.5%,1,16.7%:15.8%,1,70.3%:62.5%,1
2014,34,005,8.9%:13.6%,1,4.4%:5.4%,1,7.4%:6.7%,1,79.3%:74.2%,1
2014,34,007,9.9%:19.2%,1,5.3%:11.2%,1,8.3%:6.3%,1,76.6%:63.4%,1
2014,34,009,2.1%:6.2%,3,1.3%:5.8%,3,0.5%:1.7%,3,96.0%:86.3%,1
2014,34,011,11.2%:14.9%,1,8.9%:18.3%,1,2.3%:3.5%,3,77.5%:63.3%,1
2014,34,013,15.0%:40.4%,1,6.8%:17.8%,1,9.4%:6.7%,1,68.7%:35.1%,1
2014,34,015,7.4%:9.9%,1,2.7%:4.3%,3,3.3%:3.2%,3,86.5%:82.6%,1
2014,34,017,11.5%:10.8%,1,22.2%:39.3%,1,20.4%:15.6%,1,45.9%:34.2%,1
2014,34,019,0.0%:0.2%,3,3.7%:4.0%,3,4.6%:3.5%,3,91.7%:92.3%,1
2014,34,021,5.3%:18.4%,1,5.5%:13.1%,1,16.2%:10.5%,1,73.0%:58.1%,1
2014,34,023,5.3%:9.1%,1,7.5%:15.7%,1,26.2%:21.4%,1,61.0%:53.8%,1
2014,34,025,2.2%:6.2%,1,3.8%:7.7%,1,6.4%:5.4%,1,87.7%:80.7%,1
2014,34,027,2.0%:3.8%,3,4.8%:9.2%,1,8.4%:8.8%,1,84.8%:78.3%,1
2014,34,029,1.5%:2.5%,3,4.2%:6.1%,1,2.0%:2.6%,1,92.3%:88.7%,1
2014,34,031,3.4%:11.5%,1,16.1%:32.2%,1,8.3%:6.3%,1,72.2%:50.0%,1
