year,state,place,r_black_nh_hv_hh,black_nh_wealth_quality,r_hispanic_hv_hh,hispanic_wealth_quality,r_other_nh_hv_hh,other_nh_wealth_quality,r_white_nh_hv_hh,white_nh_wealth_quality
2015,45,13330,12.8%:23.2%,3,1.7%:2.7%,3,1.7%:2.1%,3,83.8%:72.0%,3
2015,45,16000,19.2%:43.2%,2,4.1%:5.3%,2,3.0%:4.1%,2,73.8%:47.3%,2
2015,45,48535,8.6%:19.5%,3,2.3%:1.8%,3,1.5%:1.3%,3,87.5%:77.5%,3
2015,45,50875,23.6%:33.3%,3,2.9%:7.5%,3,5.5%:4.2%,3,68.0%:55.0%,3
2015,46,59020,1.5%:4.0%,3,1.9%:3.2%,3,1.5%:4.8%,3,95.1%:87.9%,2
2015,47,14000,12.9%:26.8%,2,0.6%:3.9%,3,2.8%:2.7%,2,83.7%:66.7%,2
2015,47,15160,11.9%:17.6%,3,7.1%:8.6%,3,2.8%:5.1%,3,78.1%:68.7%,3
2015,47,27740,2.7%:4.8%,3,1.9%:2.9%,3,3.9%:4.7%,3,91.5%:87.6%,3
2015,47,40000,9.0%:15.8%,2,2.1%:3.4%,3,3.1%:3.9%,2,85.7%:76.8%,2
2015,47,48000,30.4%:60.6%,1,3.1%:4.4%,1,3.5%:2.8%,1,63.0%:32.3%,1
2015,47,51560,5.1%:12.3%,3,3.8%:5.4%,3,3.9%:4.8%,3,87.2%:77.5%,3
2015,47,52006,13.3%:27.6%,1,3.1%:6.2%,1,4.4%:4.7%,1,79.3%:61.5%,1
2015,48,1000,2.0%:7.0%,3,16.8%:21.0%,3,2.6%:2.7%,3,78.7%:69.4%,3
2015,48,1924,5.5%:9.0%,2,4.7%:9.0%,2,18.7%:16.1%,2,71.1%:65.9%,2
2015,48,3000,1.2%:4.8%,3,12.4%:25.3%,3,4.3%:5.6%,3,82.0%:64.3%,3
2015,48,4000,19.1%:25.2%,2,13.8%:23.0%,2,10.6%:8.3%,2,56.5%:43.4%,2
2015,48,5000,2.5%:7.3%,2,11.8%:26.3%,2,8.6%:8.6%,2,77.0%:57.8%,2
2015,48,6128,15.3%:19.6%,3,33.4%:30.8%,3,4.1%:6.9%,3,47.2%:42.7%,3
2015,48,7000,32.1%:50.9%,1,10.2%:10.7%,1,5.0%:3.8%,3,52.7%:34.7%,1
2015,48,10768,0.2%:0.0%,3,81.4%:88.1%,2,0.1%:0.3%,3,18.3%:11.5%,2
2015,48,10912,7.3%:9.3%,3,9.1%:20.3%,3,6.0%:7.9%,3,77.6%:62.6%,3
2015,48,13024,3.8%:14.9%,2,10.0%:18.7%,2,22.3%:16.0%,2,64.0%:50.5%,2
2015,48,13552,2.8%:4.9%,3,9.6%:16.0%,3,14.0%:11.1%,3,73.6%:68.0%,3
2015,48,15976,7.3%:9.3%,3,9.1%:20.3%,3,6.0%:7.9%,3,77.6%:62.6%,3
2015,48,16432,2.6%:4.0%,3,11.2%:14.2%,3,4.9%:4.1%,3,81.2%:77.7%,3
2015,48,17000,1.3%:4.1%,3,44.7%:62.1%,2,2.4%:2.7%,3,51.6%:31.1%,2
2015,48,19000,6.0%:24.5%,2,11.9%:30.1%,2,5.6%:5.5%,2,76.5%:39.9%,2
2015,48,19972,7.3%:8.5%,2,10.9%:16.4%,2,4.4%:5.5%,2,77.5%:69.7%,2
2015,48,22660,0.0%:0.6%,3,88.9%:90.8%,3,2.3%:0.9%,3,8.7%:7.7%,3
2015,48,24000,3.8%:4.4%,1,67.6%:73.7%,1,4.0%:2.9%,1,24.6%:19.0%,1
2015,48,26232,3.6%:4.7%,3,4.4%:5.7%,3,7.2%:7.7%,3,84.8%:81.9%,3
2015,48,27000,6.9%:16.9%,2,14.6%:24.3%,2,4.7%:5.0%,2,73.8%:53.8%,2
2015,48,27684,5.6%:8.1%,3,9.0%:13.9%,3,15.0%:11.4%,3,70.5%:66.6%,3
2015,48,29000,11.6%:17.3%,2,17.0%:23.3%,2,12.5%:11.4%,2,58.9%:48.0%,2
2015,48,30464,21.1%:25.7%,2,26.0%:35.8%,2,11.0%:6.5%,2,41.8%:32.1%,2
2015,48,35000,7.7%:22.6%,2,16.8%:35.3%,2,9.4%:8.7%,2,66.2%:33.4%,2
2015,48,37000,2.3%:15.4%,2,12.1%:30.3%,2,15.9%:16.7%,2,69.7%:37.6%,2
2015,48,39148,26.8%:30.0%,2,13.9%:19.0%,2,8.7%:9.7%,2,50.6%:41.3%,2
2015,48,41464,0.0%:0.0%,3,88.1%:92.8%,3,0.2%:1.1%,3,11.7%:6.1%,3
2015,48,41980,2.7%:4.0%,3,8.6%:13.9%,2,6.7%:6.3%,2,82.0%:75.8%,2
2015,48,42508,9.7%:14.9%,1,11.2%:19.5%,1,18.4%:11.4%,1,60.7%:54.3%,1
2015,48,43888,9.8%:19.4%,3,5.1%:13.2%,3,3.8%:2.3%,3,81.4%:65.1%,3
2015,48,45000,0.8%:6.4%,3,15.2%:30.4%,3,2.7%:3.8%,3,81.3%:59.4%,3
2015,48,45384,0.0%:1.5%,3,72.2%:77.1%,2,5.2%:3.7%,3,22.5%:17.8%,2
2015,48,45744,5.4%:9.5%,2,10.8%:15.4%,2,9.3%:6.8%,2,74.5%:68.3%,2
2015,48,47892,14.4%:26.0%,2,26.6%:32.1%,2,4.3%:3.7%,2,54.7%:38.2%,2
2015,48,48072,3.2%:5.7%,3,26.0%:34.2%,3,1.4%:2.7%,3,69.3%:57.4%,3
2015,48,48768,0.0%:0.1%,3,83.9%:80.9%,2,2.5%:3.0%,3,13.6%:15.9%,2
2015,48,50820,3.1%:3.8%,3,10.2%:22.0%,3,1.1%:1.9%,3,85.6%:72.3%,3
2015,48,53388,3.0%:3.9%,3,38.0%:50.6%,3,4.0%:1.9%,3,54.9%:43.6%,3
2015,48,56000,1.7%:3.5%,2,31.7%:52.1%,2,4.8%:3.1%,2,61.8%:41.4%,2
2015,48,56348,23.8%:23.9%,2,10.8%:19.5%,2,12.9%:10.1%,2,52.5%:46.5%,2
2015,48,57200,0.0%:0.0%,3,93.8%:92.8%,3,0.0%:0.0%,3,6.1%:7.2%,3
2015,48,58016,4.2%:9.1%,1,5.1%:11.7%,1,21.4%:20.1%,1,69.3%:59.1%,1
2015,48,61796,2.5%:10.4%,2,4.2%:15.0%,2,10.6%:15.4%,2,82.7%:59.1%,2
2015,48,63500,7.2%:8.9%,2,16.3%:23.1%,2,12.3%:10.4%,2,64.1%:57.6%,2
2015,48,64472,0.6%:4.3%,3,24.3%:33.6%,3,1.3%:2.3%,3,73.9%:59.9%,3
2015,48,65000,4.2%:8.0%,2,40.0%:56.2%,2,5.0%:3.9%,2,50.8%:31.8%,2
2015,48,70808,8.1%:13.7%,2,6.8%:15.0%,2,38.5%:31.1%,2,46.5%:40.2%,2
2015,48,72176,6.0%:11.4%,3,9.3%:18.1%,3,1.8%:3.9%,3,82.9%:66.6%,3
2015,48,74144,6.1%:20.1%,2,8.2%:14.8%,2,2.0%:2.7%,3,83.7%:62.4%,2
2015,48,76000,10.1%:22.3%,2,20.2%:25.7%,2,2.8%:5.1%,3,66.9%:46.9%,2
2015,48,79000,1.7%:6.7%,3,16.0%:15.1%,3,4.8%:5.0%,3,77.5%:73.3%,3
2015,49,43660,0.3%:1.2%,3,4.0%:9.0%,3,2.5%:4.2%,3,93.2%:85.6%,3
2015,49,44320,0.1%:0.3%,3,6.2%:9.1%,3,3.6%:3.6%,3,90.2%:86.9%,3
2015,49,55980,0.5%:1.2%,3,6.0%:12.2%,3,2.4%:2.7%,3,91.0%:84.0%,3
2015,49,57300,0.2%:0.9%,3,6.0%:10.6%,2,3.3%:5.4%,3,90.5%:83.1%,2
2015,49,62470,0.0%:0.6%,3,6.3%:11.9%,2,6.4%:5.7%,2,87.3%:81.8%,2
2015,49,65330,0.0%:0.6%,3,1.4%:6.1%,3,2.9%:4.2%,3,95.8%:89.1%,3
2015,49,67000,0.7%:1.8%,3,11.2%:19.4%,3,5.2%:8.3%,3,83.0%:70.5%,3
2015,49,67440,0.0%:0.3%,3,2.4%:4.9%,3,5.7%:5.3%,3,91.9%:89.6%,3
2015,49,70850,1.1%:3.4%,3,5.1%:8.9%,3,2.9%:3.0%,3,90.9%:84.7%,3
2015,49,82950,1.0%:2.9%,3,6.8%:10.7%,3,3.2%:3.7%,3,89.0%:82.7%,3
2015,49,83470,0.5%:1.5%,3,18.3%:24.8%,3,7.2%:9.5%,3,74.0%:64.2%,3
2015,51,1000,3.6%:18.1%,1,4.9%:11.3%,1,6.9%:10.3%,1,84.6%:60.4%,1
2015,51,16000,19.6%:27.9%,1,2.0%:4.1%,3,5.1%:4.3%,1,73.3%:63.7%,1
2015,51,35000,37.5%:48.0%,1,6.3%:3.9%,3,2.9%:4.0%,3,53.3%:44.0%,1
2015,51,47672,9.1%:21.8%,3,0.9%:1.1%,3,1.7%:3.3%,3,88.3%:73.8%,3
2015,51,56000,21.5%:39.6%,1,5.3%:7.1%,1,5.7%:5.5%,1,67.6%:47.7%,1
2015,51,57000,18.8%:39.7%,1,5.7%:7.2%,1,6.5%:6.8%,1,69.1%:46.2%,1
2015,51,64000,34.8%:45.2%,1,1.6%:2.1%,3,3.3%:3.6%,3,60.3%:49.0%,1
2015,51,67000,14.8%:44.5%,1,0.7%:3.2%,1,3.5%:5.8%,1,80.9%:46.5%,1
2015,51,68000,13.1%:20.7%,2,2.1%:3.4%,3,2.4%:4.0%,3,82.3%:71.9%,2
2015,51,76432,24.5%:38.6%,3,4.1%:3.8%,3,3.6%:1.9%,3,67.8%:55.7%,3
2015,51,82000,10.5%:19.1%,1,3.9%:6.1%,1,7.8%:8.2%,1,77.8%:66.6%,1
2015,53,3180,5.0%:5.0%,2,6.4%:8.7%,2,14.3%:14.7%,2,74.3%:71.6%,2
2015,53,5210,0.1%:1.3%,3,2.7%:6.9%,1,28.8%:33.7%,1,68.4%:58.1%,1
2015,53,5280,0.2%:0.5%,3,1.8%:5.2%,3,4.5%:8.9%,3,93.5%:85.4%,3
2015,53,22640,2.5%:3.7%,3,3.2%:8.6%,2,13.5%:11.6%,2,80.8%:76.1%,2
2015,53,23515,4.6%:11.6%,3,4.6%:11.7%,3,15.5%:15.6%,3,75.3%:61.1%,3
2015,53,35275,1.8%:0.8%,3,7.5%:13.7%,3,6.3%:8.1%,3,84.3%:77.5%,3
2015,53,35415,6.3%:10.1%,2,5.1%:11.3%,2,21.4%:17.2%,2,67.1%:61.4%,2
2015,53,35940,0.2%:1.3%,3,3.3%:5.2%,2,20.2%:20.3%,2,76.3%:73.2%,2
2015,53,53545,2.0%:1.6%,3,13.7%:27.9%,3,4.3%:5.4%,3,80.0%:65.1%,3
2015,53,57745,6.7%:12.1%,2,3.0%:9.1%,2,27.4%:23.3%,2,62.9%:55.5%,2
2015,53,63000,2.8%:5.9%,1,2.0%:5.2%,1,13.3%:17.7%,1,82.0%:71.2%,1
2015,53,67000,0.5%:1.8%,3,3.2%:3.4%,3,2.5%:6.6%,2,93.8%:88.2%,2
2015,53,67167,0.6%:1.4%,3,2.0%:2.2%,3,1.7%:3.8%,3,95.6%:92.6%,3
2015,53,70000,5.9%:9.9%,2,3.1%:7.2%,2,8.7%:12.0%,2,82.3%:70.9%,2
2015,53,74060,0.8%:2.8%,3,2.6%:8.4%,2,6.9%:9.5%,2,89.8%:79.3%,2
2015,53,80010,0.0%:0.5%,3,18.6%:28.1%,2,0.6%:3.1%,2,80.7%:68.3%,2
2015,55,2375,0.0%:0.7%,3,1.6%:3.1%,3,4.5%:5.6%,3,94.0%:90.7%,3
2015,55,31000,0.3%:2.5%,3,2.0%:9.6%,3,1.4%:6.7%,3,96.4%:81.2%,1
2015,55,39225,2.3%:7.1%,3,3.7%:7.7%,3,1.8%:3.1%,3,92.2%:82.0%,3
2015,55,48000,2.1%:5.7%,3,1.2%:4.1%,3,2.3%:9.3%,3,94.4%:80.9%,3
2015,55,53000,16.5%:39.7%,1,11.0%:14.4%,1,3.7%:4.3%,1,68.8%:41.6%,1
2015,55,66000,1.9%:11.1%,3,4.3%:10.2%,3,1.6%:1.5%,3,92.3%:77.3%,3
2016,01,3076,14.2%:22.5%,3,1.6%:3.9%,3,5.3%:5.0%,3,78.9%:68.7%,3
2016,01,7000,27.2%:60.3%,2,1.2%:2.9%,3,3.0%:2.7%,2,68.7%:34.1%,2
2016,01,35896,3.8%:16.6%,3,1.6%:3.5%,3,3.3%:4.2%,3,91.3%:75.6%,3
2016,01,37000,8.9%:24.8%,2,3.0%:5.5%,2,6.9%:5.0%,2,81.3%:64.7%,2
2016,01,50000,20.5%:47.4%,2,0.7%:1.9%,3,5.0%:4.0%,2,73.8%:46.7%,2
2016,01,51000,31.8%:59.3%,2,0.7%:1.7%,3,4.0%:4.0%,3,63.5%:35.1%,2
2016,01,77256,27.3%:41.9%,2,0.5%:1.5%,3,0.8%:3.6%,3,71.4%:53.0%,2
2016,02,3000,3.0%:4.1%,3,2.7%:6.5%,3,13.0%:21.4%,2,81.3%:68.0%,2
2016,04,4720,5.8%:9.2%,3,30.8%:40.8%,3,6.8%:6.5%,3,56.6%:43.5%,3
2016,04,7940,4.0%:5.1%,3,16.2%:21.7%,3,6.3%:5.4%,3,73.5%:67.8%,3
2016,04,12000,2.8%:6.5%,2,10.7%:15.7%,2,14.0%:9.3%,2,72.5%:68.5%,2
2016,04,23620,0.8%:0.6%,3,6.8%:10.5%,3,12.0%:22.6%,3,80.5%:66.3%,3
2016,04,27400,2.9%:3.5%,2,9.6%:11.6%,2,8.2%:8.0%,2,79.3%:76.9%,2
2016,04,27820,2.2%:8.8%,1,22.2%:27.5%,1,6.6%:6.3%,1,69.0%:57.4%,1
2016,04,28380,7.5%:6.8%,3,13.3%:19.1%,3,6.5%:6.6%,3,72.7%:67.5%,3
2016,04,46000,0.7%:3.8%,3,11.0%:19.6%,1,4.2%:6.8%,1,84.0%:69.8%,1
2016,04,54050,1.1%:3.5%,3,8.9%:13.4%,3,4.8%:5.5%,3,85.2%:77.6%,3
2016,04,55000,2.4%:6.9%,1,15.8%:31.1%,1,5.9%:6.8%,1,75.9%:55.1%,1
2016,04,65000,0.2%:1.2%,3,4.5%:7.7%,3,4.4%:4.4%,3,90.8%:86.7%,3
2016,04,71510,2.6%:5.2%,3,8.2%:10.5%,3,5.0%:4.7%,3,84.1%:79.6%,3
2016,04,73000,1.3%:5.8%,1,10.6%:16.4%,1,6.0%:13.0%,1,82.2%:64.7%,1
2016,04,77000,1.8%:3.9%,2,23.3%:33.0%,2,3.6%:6.5%,2,71.3%:56.6%,2
2016,04,85540,1.7%:1.7%,3,41.3%:50.5%,3,2.9%:3.4%,3,54.1%:44.4%,3
2016,05,23290,0.4%:3.5%,3,4.6%:10.7%,3,3.7%:6.5%,3,91.3%:79.3%,3
2016,05,24550,1.6%:5.3%,3,4.8%:8.1%,3,5.9%:6.9%,3,87.7%:79.7%,3
2016,05,35710,3.4%:8.0%,3,0.3%:2.7%,3,1.3%:2.5%,3,95.0%:86.8%,3
2016,05,41000,12.0%:39.4%,1,0.9%:5.3%,3,3.9%:3.6%,1,83.3%:51.8%,1
2016,05,66080,1.0%:2.8%,3,4.9%:11.1%,3,3.6%:6.6%,3,90.5%:79.5%,3
2016,06,562,4.8%:12.1%,3,9.6%:13.8%,3,33.5%:30.3%,3,52.0%:43.8%,3
2016,06,884,1.9%:3.1%,3,19.7%:31.9%,2,46.9%:45.9%,2,31.5%:19.1%,2
2016,06,2000,1.3%:2.8%,2,25.7%:41.4%,2,27.0%:20.9%,2,46.0%:34.9%,2
2016,06,2252,19.5%:21.2%,2,13.6%:21.0%,2,12.6%:12.1%,2,54.4%:45.7%,2
2016,06,2364,5.5%:7.5%,3,29.0%:38.3%,3,5.7%:4.3%,3,59.8%:49.9%,3
2016,06,3526,2.4%:6.5%,2,32.7%:41.7%,2,9.4%:8.9%,2,55.6%:42.9%,2
2016,06,4982,4.5%:12.5%,3,57.9%:61.7%,2,14.9%:11.0%,2,22.7%:14.8%,2
2016,06,6000,3.8%:9.0%,2,4.5%:6.5%,2,17.7%:24.4%,2,74.0%:60.0%,2
2016,06,8786,3.5%:4.4%,3,14.4%:24.7%,3,28.8%:25.9%,3,53.3%:45.1%,3
2016,06,8954,1.3%:4.1%,3,9.9%:16.3%,2,16.9%:15.4%,2,71.9%:64.2%,2
2016,06,11194,0.7%:1.3%,3,6.4%:9.1%,1,8.1%:9.0%,1,84.8%:80.6%,1
2016,06,11530,31.1%:27.1%,1,31.9%:33.3%,1,27.4%:28.0%,1,9.7%:11.5%,1
2016,06,13014,0.0%:1.3%,3,5.6%:12.2%,3,1.0%:4.6%,3,93.4%:81.9%,3
2016,06,13210,2.9%:3.3%,2,23.3%:36.9%,2,32.8%:24.1%,2,41.0%:35.7%,2
2016,06,13214,2.6%:3.1%,2,22.3%:35.4%,2,33.0%:24.5%,2,42.2%:37.0%,2
2016,06,13392,4.0%:4.8%,2,39.2%:51.7%,2,21.4%:15.8%,2,35.4%:27.6%,2
2016,06,13588,3.1%:4.3%,3,11.4%:16.3%,1,9.1%:8.6%,1,76.4%:70.8%,1
2016,06,14218,0.8%:2.3%,3,14.6%:22.6%,2,12.1%:12.7%,2,72.5%:62.4%,2
2016,06,15044,41.8%:38.4%,2,52.6%:55.9%,2,3.3%:2.8%,2,2.3%:2.9%,2
2016,06,16000,2.4%:6.9%,3,12.6%:22.6%,3,17.7%:17.1%,3,67.3%:53.4%,3
2016,06,16350,2.2%:3.7%,2,27.3%:38.1%,2,14.9%:11.6%,2,55.6%:46.7%,2
2016,06,16532,0.4%:1.3%,3,12.4%:23.4%,2,19.2%:16.6%,2,68.0%:58.7%,2
2016,06,17918,0.6%:2.9%,3,11.2%:17.4%,3,47.2%:46.0%,3,40.9%:33.7%,3
2016,06,19766,2.8%:4.3%,3,52.0%:63.0%,1,17.8%:12.2%,1,27.3%:20.5%,1
2016,06,21712,1.1%:4.8%,3,11.4%:19.1%,2,6.8%:6.9%,2,80.7%:69.2%,2
2016,06,22020,7.3%:11.2%,2,10.6%:13.3%,2,37.0%:32.4%,2,45.1%:43.0%,2
2016,06,22230,0.0%:0.5%,3,45.0%:61.5%,2,48.6%:33.8%,2,6.4%:4.2%,2
2016,06,22804,1.3%:3.5%,3,16.6%:33.9%,3,16.5%:11.5%,3,65.7%:51.1%,3
2016,06,23182,20.4%:16.8%,3,9.4%:23.4%,3,22.9%:19.0%,3,47.3%:40.9%,3
2016,06,24638,0.5%:1.2%,2,7.5%:7.7%,2,15.6%:13.7%,2,76.4%:77.4%,2
2016,06,24680,7.6%:7.7%,2,56.3%:64.2%,2,12.6%:8.0%,2,23.5%:20.1%,2
2016,06,26000,3.0%:3.9%,2,9.4%:15.3%,2,59.7%:54.1%,2,27.9%:26.8%,2
2016,06,27000,3.1%:7.7%,2,23.8%:38.5%,2,15.8%:13.1%,2,57.3%:40.7%,2
2016,06,28000,1.6%:2.8%,3,13.6%:27.0%,2,37.2%:26.3%,2,47.6%:43.9%,2
2016,06,29000,0.5%:1.7%,3,17.7%:29.7%,1,48.5%:43.1%,1,33.3%:25.5%,1
2016,06,30000,0.2%:1.9%,1,5.6%:14.6%,1,19.6%:16.4%,1,74.7%:67.0%,1
2016,06,32548,13.6%:23.8%,2,39.1%:50.8%,2,13.8%:9.8%,2,33.5%:15.5%,2
2016,06,33000,6.0%:7.6%,2,19.1%:33.0%,2,41.0%:33.2%,2,33.9%:26.2%,2
2016,06,33182,3.5%:5.3%,3,24.2%:32.5%,3,10.6%:6.7%,3,61.7%:55.6%,3
2016,06,33434,5.5%:7.6%,3,29.1%:38.4%,3,5.7%:4.3%,3,59.6%:49.7%,3
2016,06,36000,0.6%:1.3%,3,6.8%:13.5%,1,15.5%:13.4%,1,77.0%:71.8%,1
2016,06,36448,1.1%:1.6%,3,36.0%:60.6%,3,3.7%:2.5%,3,59.2%:35.4%,3
2016,06,36546,52.3%:51.0%,1,27.8%:33.9%,1,8.9%:7.3%,1,11.1%:7.9%,1
2016,06,36770,0.4%:1.2%,3,4.2%:8.6%,2,34.5%:34.4%,2,60.9%:55.8%,2
2016,06,37692,3.7%:5.5%,3,44.5%:50.9%,2,20.7%:14.9%,2,31.1%:28.6%,2
2016,06,39496,2.0%:2.5%,3,7.2%:14.8%,3,34.1%:28.9%,3,56.8%:53.9%,3
2016,06,39892,5.8%:8.8%,2,18.0%:25.9%,2,39.9%:35.1%,2,36.3%:30.1%,2
2016,06,40130,8.6%:19.9%,2,25.6%:29.1%,2,10.2%:7.8%,2,55.6%:43.2%,2
2016,06,41992,0.9%:1.8%,3,4.8%:9.3%,3,32.7%:29.8%,3,61.7%:59.1%,3
2016,06,43000,8.2%:14.3%,1,17.8%:33.6%,1,13.5%:15.4%,1,60.5%:36.7%,1
2016,06,44000,5.4%:10.6%,1,17.5%:36.1%,1,13.5%:14.9%,1,63.6%:38.4%,1
2016,06,45484,3.9%:4.9%,3,20.1%:28.6%,3,24.2%:17.7%,3,51.8%:48.7%,3
2016,06,46842,3.8%:6.3%,3,23.2%:30.3%,3,20.4%:9.1%,3,52.5%:54.3%,3
2016,06,46898,1.3%:4.3%,3,29.3%:45.6%,3,11.6%:10.5%,3,57.8%:39.6%,3
2016,06,47766,2.5%:2.3%,3,7.7%:13.7%,2,69.3%:67.3%,2,20.5%:16.7%,2
2016,06,48256,1.1%:0.7%,3,10.0%:12.1%,2,13.1%:12.6%,2,75.8%:74.6%,2
2016,06,48354,2.6%:3.5%,3,26.1%:32.0%,2,8.3%:9.0%,2,63.0%:55.5%,2
2016,06,49270,15.2%:21.5%,2,48.8%:48.7%,2,8.4%:6.5%,2,27.6%:23.3%,2
2016,06,49670,0.5%:1.0%,3,2.5%:8.1%,3,27.1%:30.9%,3,69.9%:60.0%,3
2016,06,50076,3.9%:4.3%,3,21.2%:23.5%,2,15.9%:15.5%,2,58.9%:56.7%,2
2016,06,50258,0.5%:1.1%,3,11.3%:24.0%,3,6.2%:7.2%,3,82.0%:67.6%,3
2016,06,51182,0.1%:0.5%,3,5.7%:9.9%,3,18.5%:16.2%,3,75.7%:73.5%,3
2016,06,52526,5.3%:6.9%,3,50.0%:55.8%,1,17.6%:15.5%,1,27.0%:21.8%,1
2016,06,53000,12.4%:25.1%,2,8.7%:17.2%,2,18.3%:21.2%,2,60.6%:36.5%,2
2016,06,53322,3.1%:4.6%,3,13.9%:24.4%,3,10.6%:10.3%,3,72.4%:60.8%,3
2016,06,53896,5.7%:8.0%,1,50.8%:59.2%,1,14.4%:8.3%,1,29.1%:24.5%,1
2016,06,53980,1.0%:1.5%,3,15.6%:30.5%,2,15.3%:13.2%,2,68.2%:54.8%,2
2016,06,54652,2.0%:2.9%,3,41.7%:57.0%,2,10.7%:7.4%,2,45.5%:32.7%,2
2016,06,55156,7.1%:13.1%,2,39.7%:47.2%,2,8.5%:6.8%,2,44.6%:32.9%,2
2016,06,56000,3.6%:9.9%,1,14.5%:26.0%,1,22.3%:20.0%,1,59.6%:44.0%,1
2016,06,56700,7.2%:8.7%,3,36.9%:49.7%,3,13.6%:5.8%,3,42.3%:35.9%,3
2016,06,57456,6.0%:11.2%,3,20.4%:31.4%,3,21.4%:18.3%,3,52.3%:39.1%,3
2016,06,57792,0.9%:1.8%,3,4.8%:9.3%,3,32.7%:29.8%,3,61.7%:59.1%,3
2016,06,58072,5.9%:6.9%,1,50.9%:61.9%,1,21.6%:14.4%,1,21.6%:16.8%,1
2016,06,59444,3.9%:8.1%,3,9.8%:15.0%,2,20.7%:17.1%,2,65.6%:59.8%,2
2016,06,59451,5.2%:10.3%,2,28.7%:31.4%,2,21.8%:14.7%,2,44.2%:43.6%,2
2016,06,59920,0.2%:0.4%,3,4.4%:6.7%,3,5.6%:6.6%,3,89.7%:86.2%,3
2016,06,60102,0.4%:0.8%,3,9.7%:22.2%,2,21.3%:18.6%,2,68.6%:58.4%,2
2016,06,60466,14.0%:12.0%,2,61.1%:63.1%,2,6.1%:6.2%,2,18.8%:18.8%,2
2016,06,60620,12.2%:15.4%,2,16.6%:32.4%,2,26.7%:24.0%,2,44.5%:28.2%,2
2016,06,62000,5.7%:8.4%,2,36.1%:42.3%,2,8.9%:7.8%,2,49.3%:41.5%,2
2016,06,62938,1.6%:2.1%,3,8.1%:10.8%,3,12.2%:10.1%,3,78.1%:77.0%,3
2016,06,64000,6.7%:13.3%,2,13.8%:19.5%,2,22.7%:21.5%,2,56.7%:45.8%,2
2016,06,64224,0.8%:1.6%,3,51.7%:67.2%,3,12.8%:9.5%,3,34.7%:21.7%,3
2016,06,65000,11.6%:16.5%,2,48.6%:54.3%,2,7.3%:6.0%,2,32.5%:23.2%,2
2016,06,65042,1.1%:1.0%,3,20.4%:30.3%,2,8.0%:6.9%,3,70.5%:61.8%,2
2016,06,66000,2.1%:6.0%,1,11.1%:22.1%,1,16.6%:16.3%,1,70.1%:55.5%,1
2016,06,67000,2.2%:4.9%,1,6.6%:12.1%,1,34.5%:34.4%,1,56.7%:48.5%,1
2016,06,68000,1.6%:2.8%,2,12.9%:23.7%,2,36.8%:36.5%,2,48.7%:37.0%,2
2016,06,68084,5.2%:12.8%,2,9.9%:14.4%,2,33.1%:29.8%,2,51.8%:43.1%,2
2016,06,68196,1.9%:5.2%,3,11.3%:23.2%,2,20.6%:14.5%,2,66.1%:57.2%,2
2016,06,68252,1.7%:2.5%,3,3.9%:13.6%,3,25.0%:28.2%,3,69.3%:55.8%,3
2016,06,68378,1.3%:3.4%,3,3.7%:5.4%,3,34.6%:31.0%,3,60.4%:60.3%,3
2016,06,69000,0.3%:0.9%,3,56.6%:65.8%,1,19.5%:17.1%,1,23.6%:16.3%,1
2016,06,69070,0.2%:1.1%,3,9.2%:24.1%,3,4.1%:7.1%,3,86.5%:67.7%,3
2016,06,69084,1.6%:4.4%,3,10.1%:12.6%,2,39.9%:43.4%,2,48.5%:39.6%,2
2016,06,69088,3.2%:4.6%,3,17.5%:25.5%,2,12.7%:12.4%,2,66.5%:57.5%,2
2016,06,69196,0.8%:0.9%,3,32.7%:50.3%,2,7.8%:6.9%,2,58.6%:41.9%,2
2016,06,70000,1.1%:2.0%,3,4.1%:14.3%,3,5.9%:11.6%,1,88.8%:72.1%,1
2016,06,70098,0.7%:1.6%,3,9.1%:21.5%,3,8.3%:8.6%,3,81.8%:68.4%,3
2016,06,72016,2.5%:2.3%,3,13.1%:18.8%,2,12.0%:11.1%,2,72.4%:67.8%,2
2016,06,73080,6.1%:5.4%,3,87.6%:89.4%,2,0.1%:0.9%,2,6.2%:4.3%,2
2016,06,75000,6.1%:14.6%,2,22.5%:35.2%,2,24.0%:18.8%,2,47.3%:31.5%,2
2016,06,77000,0.6%:1.0%,3,6.7%:13.0%,2,41.8%:45.9%,2,50.9%:40.1%,2
2016,06,78120,4.5%:5.2%,3,10.4%:19.1%,3,13.7%:13.2%,3,71.4%:62.5%,3
2016,06,78582,1.1%:1.3%,3,5.0%:10.3%,2,12.1%:13.0%,2,81.8%:75.4%,2
2016,06,80000,1.0%:2.8%,1,11.4%:16.6%,1,38.5%:38.6%,1,49.1%:42.0%,1
2016,06,80238,3.9%:5.0%,3,20.1%:28.6%,3,24.4%:17.8%,3,51.6%:48.6%,3
2016,06,80854,1.4%:2.0%,3,6.1%:13.2%,3,37.9%:32.9%,3,54.6%:51.8%,3
2016,06,81344,3.6%:5.7%,3,24.1%:38.8%,2,16.8%:12.9%,2,55.5%:42.6%,2
2016,06,81554,5.8%:6.6%,3,14.7%:18.3%,3,14.3%:13.6%,3,65.2%:61.4%,3
2016,06,81666,10.6%:16.2%,2,16.0%:19.8%,2,18.8%:22.3%,2,54.5%:41.7%,2
2016,06,82590,10.2%:19.3%,3,43.7%:39.7%,3,4.8%:6.0%,3,41.3%:34.9%,3
