year,state,county,share_debt_coll,county_name,share_debt_coll_ub,share_debt_coll_lb,share_debt_coll_quality,subgroup,subgroup_type
2018,08,053,,Hinsdale County,,,3,All,race-ethnicity
2018,08,053,,Hinsdale County,,,3,Majority non-white,race-ethnicity
2018,08,053,,Hinsdale County,,,3,Majority white,race-ethnicity
2018,08,055,,Huerfano County,,,3,Majority non-white,race-ethnicity
2018,08,055,,Huerfano County,,,3,Majority white,race-ethnicity
2018,08,055,.3619048,Huerfano County,0.4542638,0.2695458,1,All,race-ethnicity
2018,08,057,,Jackson County,,,3,All,race-ethnicity
2018,08,057,,Jackson County,,,3,Majority white,race-ethnicity
2018,08,057,,Jackson County,,,3,Majority non-white,race-ethnicity
2018,08,059,.2091055,Jefferson County,0.2173557,0.2008553,1,All,race-ethnicity
2018,08,059,,Jefferson County,,,3,Majority non-white,race-ethnicity
2018,08,059,.1973953,Jefferson County,0.2056980,0.1890925,1,Majority white,race-ethnicity
2018,08,061,,Kiowa County,,,3,Majority non-white,race-ethnicity
2018,08,061,,Kiowa County,,,3,All,race-ethnicity
2018,08,061,,Kiowa County,,,3,Majority white,race-ethnicity
2018,08,063,.212963,Kit Carson County,0.2905366,0.1353894,1,Majority white,race-ethnicity
2018,08,063,,Kit Carson County,,,3,Majority non-white,race-ethnicity
2018,08,063,.212963,Kit Carson County,0.2905366,0.1353894,1,All,race-ethnicity
2018,08,065,,Lake County,,,3,Majority non-white,race-ethnicity
2018,08,065,.2909091,Lake County,0.3761744,0.2056438,1,Majority white,race-ethnicity
2018,08,065,.2909091,Lake County,0.3761744,0.2056438,1,All,race-ethnicity
2018,08,067,.2338129,La Plata County,0.2625562,0.2050697,1,All,race-ethnicity
2018,08,067,.2304469,La Plata County,0.2613149,0.1995790,1,Majority white,race-ethnicity
2018,08,067,,La Plata County,,,3,Majority non-white,race-ethnicity
2018,08,069,.2134634,Larimer County,0.2246829,0.2022439,1,All,race-ethnicity
2018,08,069,.213228,Larimer County,0.2245092,0.2019468,1,Majority white,race-ethnicity
2018,08,069,,Larimer County,,,3,Majority non-white,race-ethnicity
2018,08,071,,Las Animas County,,,3,Majority white,race-ethnicity
2018,08,071,.34,Las Animas County,0.3988394,0.2811607,1,All,race-ethnicity
2018,08,071,,Las Animas County,,,3,Majority non-white,race-ethnicity
2018,08,073,,Lincoln County,,,3,Majority non-white,race-ethnicity
2018,08,073,.3837209,Lincoln County,0.4871025,0.2803394,1,All,race-ethnicity
2018,08,073,,Lincoln County,,,3,Majority white,race-ethnicity
2018,08,075,.2733813,Logan County,0.3258685,0.2208940,1,Majority white,race-ethnicity
2018,08,075,,Logan County,,,3,Majority non-white,race-ethnicity
2018,08,075,.2733813,Logan County,0.3258685,0.2208940,1,All,race-ethnicity
2018,08,077,.2443975,Mesa County,0.2617206,0.2270743,1,Majority white,race-ethnicity
2018,08,077,,Mesa County,,,3,Majority non-white,race-ethnicity
2018,08,077,.2464613,Mesa County,0.2636993,0.2292233,1,All,race-ethnicity
2018,08,079,,Mineral County,,,3,Majority white,race-ethnicity
2018,08,079,,Mineral County,,,3,All,race-ethnicity
2018,08,079,,Mineral County,,,3,Majority non-white,race-ethnicity
2018,08,081,.3554502,Moffat County,0.4201890,0.2907115,1,Majority white,race-ethnicity
2018,08,081,,Moffat County,,,3,Majority non-white,race-ethnicity
2018,08,081,.347032,Moffat County,0.4102234,0.2838405,1,All,race-ethnicity
2018,08,083,.2915531,Montezuma County,0.3381147,0.2449915,1,All,race-ethnicity
2018,08,083,.2601156,Montezuma County,0.3064082,0.2138230,1,Majority white,race-ethnicity
2018,08,083,,Montezuma County,,,3,Majority non-white,race-ethnicity
2018,08,085,.1978193,Montrose County,0.2286581,0.1669805,1,All,race-ethnicity
2018,08,085,,Montrose County,,,3,Majority non-white,race-ethnicity
2018,08,085,.1951613,Montrose County,0.2263834,0.1639392,1,Majority white,race-ethnicity
2018,08,087,.3089887,Morgan County,0.3770631,0.2409144,1,Majority white,race-ethnicity
2018,08,087,,Morgan County,,,3,Majority non-white,race-ethnicity
2018,08,087,.3264368,Morgan County,0.3705532,0.2823204,1,All,race-ethnicity
2018,08,089,,Otero County,,,3,Majority white,race-ethnicity
2018,08,089,,Otero County,,,3,Majority non-white,race-ethnicity
2018,08,089,.3286219,Otero County,0.3834450,0.2737988,1,All,race-ethnicity
2018,08,091,.1463415,Ouray County,0.2233146,0.0693683,1,Majority white,race-ethnicity
2018,08,091,,Ouray County,,,3,Majority non-white,race-ethnicity
2018,08,091,.1463415,Ouray County,0.2233146,0.0693683,1,All,race-ethnicity
2018,08,093,.2415254,Park County,0.2962489,0.1868019,1,All,race-ethnicity
2018,08,093,.2415254,Park County,0.2962489,0.1868019,1,Majority white,race-ethnicity
2018,08,093,,Park County,,,3,Majority non-white,race-ethnicity
2018,08,095,.225,Phillips County,0.3170841,0.1329159,1,Majority white,race-ethnicity
2018,08,095,.225,Phillips County,0.3170841,0.1329159,1,All,race-ethnicity
2018,08,095,,Phillips County,,,3,Majority non-white,race-ethnicity
2018,08,097,.1558074,Pitkin County,0.1936952,0.1179195,1,All,race-ethnicity
2018,08,097,.1594203,Pitkin County,0.2026867,0.1161539,1,Majority white,race-ethnicity
2018,08,097,,Pitkin County,,,3,Majority non-white,race-ethnicity
2018,08,099,,Prowers County,,,3,Majority non-white,race-ethnicity
2018,08,099,.2732241,Prowers County,0.3379652,0.2084830,1,All,race-ethnicity
2018,08,099,.2808219,Prowers County,0.3539705,0.2076734,1,Majority white,race-ethnicity
2018,08,101,.5032398,Pueblo County,0.5488325,0.4576470,1,Majority non-white,race-ethnicity
2018,08,101,.3900929,Pueblo County,0.4089038,0.3712820,1,All,race-ethnicity
2018,08,101,.2536913,Pueblo County,0.2849579,0.2224246,1,Majority white,race-ethnicity
2018,08,103,,Rio Blanco County,,,3,Majority non-white,race-ethnicity
2018,08,103,.1858407,Rio Blanco County,0.2578804,0.1138010,1,Majority white,race-ethnicity
2018,08,103,.1858407,Rio Blanco County,0.2578804,0.1138010,1,All,race-ethnicity
2018,08,105,.3227513,Rio Grande County,0.3895834,0.2559192,1,All,race-ethnicity
2018,08,105,,Rio Grande County,,,3,Majority non-white,race-ethnicity
2018,08,105,,Rio Grande County,,,3,Majority white,race-ethnicity
2018,08,107,.1646192,Routt County,0.2006916,0.1285467,1,Majority white,race-ethnicity
2018,08,107,.1762114,Routt County,0.2112973,0.1411256,1,All,race-ethnicity
2018,08,107,,Routt County,,,3,Majority non-white,race-ethnicity
2018,08,109,,Saguache County,,,3,Majority non-white,race-ethnicity
2018,08,109,.2352941,Saguache County,0.3368655,0.1337227,1,Majority white,race-ethnicity
2018,08,109,.2830189,Saguache County,0.3691823,0.1968554,1,All,race-ethnicity
2018,08,111,,San Juan County,,,3,Majority non-white,race-ethnicity
2018,08,111,,San Juan County,,,3,Majority white,race-ethnicity
2018,08,111,,San Juan County,,,3,All,race-ethnicity
2018,08,113,.1181102,San Miguel County,0.1744639,0.0617566,1,All,race-ethnicity
2018,08,113,,San Miguel County,,,3,Majority non-white,race-ethnicity
2018,08,113,.1181102,San Miguel County,0.1744639,0.0617566,1,Majority white,race-ethnicity
2018,08,115,,Sedgwick County,,,3,Majority white,race-ethnicity
2018,08,115,,Sedgwick County,,,3,Majority non-white,race-ethnicity
2018,08,115,,Sedgwick County,,,3,All,race-ethnicity
2018,08,117,.2084168,Summit County,0.2440912,0.1727425,1,All,race-ethnicity
2018,08,117,,Summit County,,,3,Majority non-white,race-ethnicity
2018,08,117,.204499,Summit County,0.2402849,0.1687131,1,Majority white,race-ethnicity
2018,08,119,.212963,Teller County,0.2516145,0.1743114,1,All,race-ethnicity
2018,08,119,.2146342,Teller County,0.2544247,0.1748436,1,Majority white,race-ethnicity
2018,08,119,,Teller County,,,3,Majority non-white,race-ethnicity
2018,08,121,.2878788,Washington County,0.3979519,0.1778057,1,Majority white,race-ethnicity
2018,08,121,,Washington County,,,3,Majority non-white,race-ethnicity
2018,08,121,.2878788,Washington County,0.3979519,0.1778057,1,All,race-ethnicity
2018,08,123,.2870103,Weld County,0.2997430,0.2742776,1,All,race-ethnicity
2018,08,123,.2281729,Weld County,0.2419122,0.2144337,1,Majority white,race-ethnicity
2018,08,123,,Weld County,,,3,Majority non-white,race-ethnicity
2018,08,125,,Yuma County,,,3,Majority non-white,race-ethnicity
2018,08,125,.2132353,Yuma County,0.2823294,0.1441412,1,All,race-ethnicity
2018,08,125,.2180451,Yuma County,0.2884873,0.1476029,1,Majority white,race-ethnicity
2018,09,001,.222902,Fairfield County,0.2294487,0.2163554,1,All,race-ethnicity
2018,09,001,.1382043,Fairfield County,0.1452527,0.1311559,1,Majority white,race-ethnicity
2018,09,001,.3798257,Fairfield County,0.3948403,0.3648110,1,Majority non-white,race-ethnicity
2018,09,003,.2827153,Hartford County,0.2900501,0.2753804,1,All,race-ethnicity
2018,09,003,.1757877,Hartford County,0.1839080,0.1676674,1,Majority white,race-ethnicity
2018,09,003,.5354484,Hartford County,0.5530395,0.5178573,1,Majority non-white,race-ethnicity
2018,09,005,.2435689,Litchfield County,0.2587527,0.2283850,1,All,race-ethnicity
2018,09,005,,Litchfield County,,,3,Majority non-white,race-ethnicity
2018,09,005,.2437112,Litchfield County,0.2589229,0.2284995,1,Majority white,race-ethnicity
2018,09,007,,Middlesex County,,,3,Majority non-white,race-ethnicity
2018,09,007,.1911431,Middlesex County,0.2061395,0.1761467,1,Majority white,race-ethnicity
2018,09,007,.1910708,Middlesex County,0.2060621,0.1760794,1,All,race-ethnicity
2018,09,009,.2090415,New Haven County,0.2176117,0.2004713,1,Majority white,race-ethnicity
2018,09,009,.46139,New Haven County,0.4805926,0.4421873,1,Majority non-white,race-ethnicity
2018,09,009,.2843271,New Haven County,0.2918258,0.2768285,1,All,race-ethnicity
2018,09,011,.2284238,New London County,0.2416525,0.2151951,1,Majority white,race-ethnicity
2018,09,011,.2474948,New London County,0.2604089,0.2345806,1,All,race-ethnicity
2018,09,011,,New London County,,,3,Majority non-white,race-ethnicity
2018,09,013,.209603,Tolland County,0.2267484,0.1924575,1,All,race-ethnicity
2018,09,013,.2087198,Tolland County,0.2258784,0.1915613,1,Majority white,race-ethnicity
2018,09,013,,Tolland County,,,3,Majority non-white,race-ethnicity
2018,09,015,,Windham County,,,3,Majority non-white,race-ethnicity
2018,09,015,.2711111,Windham County,0.2930724,0.2491498,1,Majority white,race-ethnicity
2018,09,015,.304419,Windham County,0.3254909,0.2833471,1,All,race-ethnicity
2018,10,001,,Kent County,,,3,Majority non-white,race-ethnicity
2018,10,001,.3649913,Kent County,0.3825621,0.3474206,1,All,race-ethnicity
2018,10,001,.3348494,Kent County,0.3569107,0.3127880,1,Majority white,race-ethnicity
2018,10,003,.5532234,New Castle County,0.5799126,0.5265341,1,Majority non-white,race-ethnicity
2018,10,003,.3301271,New Castle County,0.3398191,0.3204352,1,All,race-ethnicity
2018,10,003,.2408323,New Castle County,0.2528626,0.2288020,1,Majority white,race-ethnicity
2018,10,005,,Sussex County,,,3,Majority non-white,race-ethnicity
2018,10,005,.2717873,Sussex County,0.2867767,0.2567979,1,Majority white,race-ethnicity
2018,10,005,.2823561,Sussex County,0.2968608,0.2678514,1,All,race-ethnicity
2018,11,001,.3003229,District of Columbia,0.3088327,0.2918131,1,All,race-ethnicity
2018,11,001,.4302015,District of Columbia,0.4431598,0.4172432,1,Majority non-white,race-ethnicity
2018,11,001,.091901,District of Columbia,0.1035024,0.0802995,1,Majority white,race-ethnicity
2018,12,001,.5799087,Alachua County,0.6454295,0.5143878,1,Majority non-white,race-ethnicity
2018,12,001,.3154158,Alachua County,0.3299202,0.3009115,1,All,race-ethnicity
2018,12,001,.269158,Alachua County,0.2880693,0.2502467,1,Majority white,race-ethnicity
2018,12,003,.4710145,Baker County,0.5191560,0.4228730,1,All,race-ethnicity
2018,12,003,.4710145,Baker County,0.5191560,0.4228730,1,Majority white,race-ethnicity
2018,12,003,,Baker County,,,3,Majority non-white,race-ethnicity
2018,12,005,.4517134,Bay County,0.4689323,0.4344944,1,Majority white,race-ethnicity
2018,12,005,,Bay County,,,3,Majority non-white,race-ethnicity
2018,12,005,.4464823,Bay County,0.4633800,0.4295846,1,All,race-ethnicity
2018,12,007,.4837093,Bradford County,0.5328062,0.4346124,1,Majority white,race-ethnicity
2018,12,007,,Bradford County,,,3,Majority non-white,race-ethnicity
2018,12,007,.4889975,Bradford County,0.5375030,0.4404921,1,All,race-ethnicity
2018,12,009,.5493562,Brevard County,0.6133822,0.4853303,1,Majority non-white,race-ethnicity
2018,12,009,.3135912,Brevard County,0.3231505,0.3040318,1,Majority white,race-ethnicity
2018,12,009,.3273551,Brevard County,0.3363868,0.3183234,1,All,race-ethnicity
2018,12,011,.3457364,Broward County,0.3507122,0.3407606,1,All,race-ethnicity
2018,12,011,.2231189,Broward County,0.2351714,0.2110663,1,Majority white,race-ethnicity
2018,12,011,.401039,Broward County,0.4082190,0.3938591,1,Majority non-white,race-ethnicity
2018,12,013,.448718,Calhoun County,0.5270183,0.3704176,1,Majority white,race-ethnicity
2018,12,013,.448718,Calhoun County,0.5270183,0.3704176,1,All,race-ethnicity
2018,12,013,,Calhoun County,,,3,Majority non-white,race-ethnicity
2018,12,015,,Charlotte County,,,3,Majority non-white,race-ethnicity
2018,12,015,.2586151,Charlotte County,0.2740195,0.2432108,1,All,race-ethnicity
2018,12,015,.2583279,Charlotte County,0.2738345,0.2428213,1,Majority white,race-ethnicity
2018,12,017,.3337191,Citrus County,0.3518760,0.3155622,1,Majority white,race-ethnicity
2018,12,017,.3334573,Citrus County,0.3512767,0.3156378,1,All,race-ethnicity
2018,12,017,,Citrus County,,,3,Majority non-white,race-ethnicity
2018,12,019,,Clay County,,,3,Majority non-white,race-ethnicity
2018,12,019,.3626275,Clay County,0.3789492,0.3463058,1,Majority white,race-ethnicity
2018,12,019,.3634472,Clay County,0.3797015,0.3471930,1,All,race-ethnicity
2018,12,021,.2848808,Collier County,0.2963037,0.2734580,1,All,race-ethnicity
2018,12,021,.497006,Collier County,0.5309400,0.4630720,1,Majority non-white,race-ethnicity
2018,12,021,.2351598,Collier County,0.2477211,0.2225985,1,Majority white,race-ethnicity
2018,12,023,,Columbia County,,,3,Majority non-white,race-ethnicity
2018,12,023,.5160051,Columbia County,0.5510768,0.4809335,1,Majority white,race-ethnicity
2018,12,023,.5122549,Columbia County,0.5465725,0.4779373,1,All,race-ethnicity
2018,12,027,.4334863,DeSoto County,0.4800560,0.3869165,1,All,race-ethnicity
2018,12,027,,DeSoto County,,,3,Majority non-white,race-ethnicity
2018,12,027,.2407407,DeSoto County,0.3558441,0.1256374,1,Majority white,race-ethnicity
2018,12,029,,Dixie County,,,3,Majority non-white,race-ethnicity
2018,12,029,.4725738,Dixie County,0.5362704,0.4088773,1,Majority white,race-ethnicity
2018,12,029,.4725738,Dixie County,0.5362704,0.4088773,1,All,race-ethnicity
2018,12,031,.335061,Duval County,0.3470245,0.3230975,1,Majority white,race-ethnicity
2018,12,031,.4484536,Duval County,0.4561357,0.4407715,1,All,race-ethnicity
2018,12,031,.6082317,Duval County,0.6249401,0.5915233,1,Majority non-white,race-ethnicity
2018,12,033,.5258216,Escambia County,0.5930384,0.4586047,1,Majority non-white,race-ethnicity
2018,12,033,.369888,Escambia County,0.3851618,0.3546142,1,Majority white,race-ethnicity
2018,12,033,.3936273,Escambia County,0.4069759,0.3802788,1,All,race-ethnicity
2018,12,035,,Flagler County,,,3,Majority non-white,race-ethnicity
2018,12,035,.2900433,Flagler County,0.3107385,0.2693481,1,Majority white,race-ethnicity
2018,12,035,.2869198,Flagler County,0.3072856,0.2665541,1,All,race-ethnicity
2018,12,037,.4390244,Franklin County,0.5152110,0.3628378,1,Majority white,race-ethnicity
2018,12,037,.4293785,Franklin County,0.5025083,0.3562488,1,All,race-ethnicity
2018,12,037,,Franklin County,,,3,Majority non-white,race-ethnicity
2018,12,039,,Gadsden County,,,3,Majority white,race-ethnicity
2018,12,039,.5482014,Gadsden County,0.5852284,0.5111744,1,All,race-ethnicity
2018,12,039,.5995316,Gadsden County,0.6460625,0.5530007,1,Majority non-white,race-ethnicity
2018,12,041,,Gilchrist County,,,3,Majority non-white,race-ethnicity
2018,12,041,.3875433,Gilchrist County,0.4438108,0.3312758,1,Majority white,race-ethnicity
2018,12,041,.3875433,Gilchrist County,0.4438108,0.3312758,1,All,race-ethnicity
2018,12,043,,Glades County,,,3,Majority white,race-ethnicity
2018,12,043,,Glades County,,,3,Majority non-white,race-ethnicity
2018,12,043,.5612245,Glades County,0.6599796,0.4624693,1,All,race-ethnicity
2018,12,045,.387931,Gulf County,0.4507698,0.3250923,1,All,race-ethnicity
2018,12,045,.3853211,Gulf County,0.4500744,0.3205678,1,Majority white,race-ethnicity
2018,12,045,,Gulf County,,,3,Majority non-white,race-ethnicity
2018,12,047,.4885845,Hamilton County,0.5549412,0.4222278,1,All,race-ethnicity
2018,12,047,.4322034,Hamilton County,0.5219676,0.3424391,1,Majority white,race-ethnicity
2018,12,047,,Hamilton County,,,3,Majority non-white,race-ethnicity
2018,12,049,.3881402,Hardee County,0.4377966,0.3384838,1,All,race-ethnicity
2018,12,049,,Hardee County,,,3,Majority white,race-ethnicity
2018,12,049,.3650794,Hardee County,0.4849226,0.2452361,1,Majority non-white,race-ethnicity
2018,12,051,.5079086,Hendry County,0.5490233,0.4667938,1,All,race-ethnicity
2018,12,051,,Hendry County,,,3,Majority white,race-ethnicity
2018,12,051,.5836177,Hendry County,0.6401603,0.5270752,1,Majority non-white,race-ethnicity
2018,12,053,.3300781,Hernando County,0.3467098,0.3134464,1,Majority white,race-ethnicity
2018,12,053,,Hernando County,,,3,Majority non-white,race-ethnicity
2018,12,053,.3289516,Hernando County,0.3454431,0.3124601,1,All,race-ethnicity
2018,12,055,,Highlands County,,,3,Majority non-white,race-ethnicity
2018,12,055,.3198001,Highlands County,0.3426537,0.2969466,1,All,race-ethnicity
2018,12,055,.3078818,Highlands County,0.3338172,0.2819464,1,Majority white,race-ethnicity
2018,12,057,.4916209,Hillsborough County,0.5035545,0.4796874,1,Majority non-white,race-ethnicity
2018,12,057,.2521258,Hillsborough County,0.2620143,0.2422373,1,Majority white,race-ethnicity
2018,12,057,.3653235,Hillsborough County,0.3715095,0.3591375,1,All,race-ethnicity
2018,12,059,.3449612,Holmes County,0.4030789,0.2868436,1,Majority white,race-ethnicity
2018,12,059,.3474903,Holmes County,0.4055950,0.2893857,1,All,race-ethnicity
2018,12,059,,Holmes County,,,3,Majority non-white,race-ethnicity
2018,12,061,.2829457,Indian River County,0.3003300,0.2655614,1,Majority white,race-ethnicity
2018,12,061,.37,Indian River County,0.4651064,0.2748936,1,Majority non-white,race-ethnicity
2018,12,061,.2874728,Indian River County,0.3043548,0.2705909,1,All,race-ethnicity
2018,12,063,,Jackson County,,,3,Majority non-white,race-ethnicity
2018,12,063,.439726,Jackson County,0.4757576,0.4036944,1,All,race-ethnicity
2018,12,063,.4366197,Jackson County,0.4751053,0.3981341,1,Majority white,race-ethnicity
2018,12,065,.3687943,Jefferson County,0.4252075,0.3123811,1,All,race-ethnicity
2018,12,065,.3653846,Jefferson County,0.4975450,0.2332242,1,Majority white,race-ethnicity
2018,12,065,,Jefferson County,,,3,Majority non-white,race-ethnicity
2018,12,067,,Lafayette County,,,3,Majority non-white,race-ethnicity
2018,12,067,.4805195,Lafayette County,0.5928478,0.3681911,1,Majority white,race-ethnicity
2018,12,067,.4805195,Lafayette County,0.5928478,0.3681911,1,All,race-ethnicity
2018,12,069,.3098255,Lake County,0.3221094,0.2975417,1,Majority white,race-ethnicity
2018,12,069,.5434783,Lake County,0.6458210,0.4411355,1,Majority non-white,race-ethnicity
2018,12,069,.3224685,Lake County,0.3342538,0.3106833,1,All,race-ethnicity
2018,12,071,.2638159,Lee County,0.2731530,0.2544788,1,Majority white,race-ethnicity
2018,12,071,.326024,Lee County,0.3343819,0.3176661,1,All,race-ethnicity
2018,12,071,.5615721,Lee County,0.5903258,0.5328183,1,Majority non-white,race-ethnicity
2018,12,073,.2092457,Leon County,0.2289149,0.1895766,1,Majority white,race-ethnicity
2018,12,073,.3650866,Leon County,0.3793337,0.3508395,1,All,race-ethnicity
2018,12,073,.5945946,Leon County,0.6474078,0.5417814,1,Majority non-white,race-ethnicity
2018,12,075,,Levy County,,,3,Majority non-white,race-ethnicity
2018,12,075,.4113475,Levy County,0.4476975,0.3749976,1,All,race-ethnicity
2018,12,075,.4167894,Levy County,0.4539012,0.3796776,1,Majority white,race-ethnicity
2018,12,077,.4671533,Liberty County,0.5510061,0.3833005,1,All,race-ethnicity
2018,12,077,,Liberty County,,,3,Majority non-white,race-ethnicity
2018,12,077,.480916,Liberty County,0.5668051,0.3950270,1,Majority white,race-ethnicity
2018,12,079,.4849785,Madison County,0.5492896,0.4206674,1,All,race-ethnicity
2018,12,079,.4782609,Madison County,0.5969909,0.3595308,1,Majority white,race-ethnicity
2018,12,079,,Madison County,,,3,Majority non-white,race-ethnicity
2018,12,081,,Manatee County,,,3,Majority non-white,race-ethnicity
2018,12,081,.3014683,Manatee County,0.3127103,0.2902262,1,All,race-ethnicity
2018,12,081,.2765957,Manatee County,0.2889027,0.2642888,1,Majority white,race-ethnicity
2018,12,083,.3765582,Marion County,0.3886424,0.3644741,1,All,race-ethnicity
2018,12,083,.3470685,Marion County,0.3604289,0.3337080,1,Majority white,race-ethnicity
2018,12,083,.5369003,Marion County,0.5789189,0.4948817,1,Majority non-white,race-ethnicity
2018,12,085,.41,Martin County,0.5068850,0.3131150,1,Majority non-white,race-ethnicity
2018,12,085,.2606132,Martin County,0.2776747,0.2435517,1,All,race-ethnicity
2018,12,085,.2519816,Martin County,0.2693658,0.2345975,1,Majority white,race-ethnicity
2018,12,086,.3184577,Miami-Dade County,0.3225307,0.3143846,1,All,race-ethnicity
2018,12,086,,Miami-Dade County,,,3,Majority white,race-ethnicity
2018,12,086,.3327173,Miami-Dade County,0.3370753,0.3283593,1,Majority non-white,race-ethnicity
2018,12,087,,Monroe County,,,3,Majority non-white,race-ethnicity
2018,12,087,.3110486,Monroe County,0.3351265,0.2869706,1,All,race-ethnicity
2018,12,087,.2826797,Monroe County,0.3183856,0.2469739,1,Majority white,race-ethnicity
2018,12,089,.3333333,Nassau County,0.3576901,0.3089766,1,All,race-ethnicity
2018,12,089,,Nassau County,,,3,Majority non-white,race-ethnicity
2018,12,089,.3340441,Nassau County,0.3586981,0.3093900,1,Majority white,race-ethnicity
2018,12,091,.3246163,Okaloosa County,0.3400912,0.3091413,1,All,race-ethnicity
2018,12,091,,Okaloosa County,,,3,Majority non-white,race-ethnicity
2018,12,091,.3248821,Okaloosa County,0.3406453,0.3091189,1,Majority white,race-ethnicity
2018,12,093,.4190938,Okeechobee County,0.4580272,0.3801605,1,All,race-ethnicity
2018,12,093,.3567567,Okeechobee County,0.4056351,0.3078784,1,Majority white,race-ethnicity
2018,12,093,,Okeechobee County,,,3,Majority non-white,race-ethnicity
2018,12,095,.3807432,Orange County,0.3870510,0.3744355,1,All,race-ethnicity
2018,12,095,.475947,Orange County,0.4859469,0.4659471,1,Majority non-white,race-ethnicity
2018,12,095,.2544522,Orange County,0.2692859,0.2396184,1,Majority white,race-ethnicity
2018,12,097,.4108046,Osceola County,0.4231248,0.3984845,1,All,race-ethnicity
2018,12,097,.4413394,Osceola County,0.4564469,0.4262320,1,Majority non-white,race-ethnicity
2018,12,097,.3442623,Osceola County,0.3702915,0.3182331,1,Majority white,race-ethnicity
2018,12,099,.476722,Palm Beach County,0.4881445,0.4652996,1,Majority non-white,race-ethnicity
2018,12,099,.2094375,Palm Beach County,0.2168117,0.2020633,1,Majority white,race-ethnicity
2018,12,099,.3177503,Palm Beach County,0.3235263,0.3119742,1,All,race-ethnicity
2018,12,101,.3456216,Pasco County,0.3556741,0.3355691,1,All,race-ethnicity
2018,12,101,.3489409,Pasco County,0.3593389,0.3385429,1,Majority white,race-ethnicity
2018,12,101,,Pasco County,,,3,Majority non-white,race-ethnicity
2018,12,103,.2928118,Pinellas County,0.3001053,0.2855182,1,Majority white,race-ethnicity
2018,12,103,.536605,Pinellas County,0.5643381,0.5088719,1,Majority non-white,race-ethnicity
2018,12,103,.3200186,Pinellas County,0.3269854,0.3130517,1,All,race-ethnicity
2018,12,105,.4699863,Polk County,0.4955441,0.4444286,1,Majority non-white,race-ethnicity
2018,12,105,.3986196,Polk County,0.4077056,0.3895335,1,All,race-ethnicity
2018,12,105,.3673184,Polk County,0.3790898,0.3555471,1,Majority white,race-ethnicity
2018,12,107,,Putnam County,,,3,Majority non-white,race-ethnicity
2018,12,107,.5126866,Putnam County,0.5394595,0.4859136,1,All,race-ethnicity
2018,12,107,.5131468,Putnam County,0.5416900,0.4846035,1,Majority white,race-ethnicity
2018,12,109,,St. Johns County,,,3,Majority non-white,race-ethnicity
2018,12,109,.2333418,St. Johns County,0.2465893,0.2200944,1,All,race-ethnicity
2018,12,109,.2323049,St. Johns County,0.2456343,0.2189755,1,Majority white,race-ethnicity
2018,12,111,.5917603,St. Lucie County,0.6334878,0.5500327,1,Majority non-white,race-ethnicity
2018,12,111,.3006852,St. Lucie County,0.3187329,0.2826375,1,Majority white,race-ethnicity
2018,12,111,.3759428,St. Lucie County,0.3891461,0.3627394,1,All,race-ethnicity
2018,12,113,.2950877,Santa Rosa County,0.3118353,0.2783401,1,All,race-ethnicity
2018,12,113,.2959546,Santa Rosa County,0.3128114,0.2790978,1,Majority white,race-ethnicity
2018,12,113,,Santa Rosa County,,,3,Majority non-white,race-ethnicity
2018,12,115,.2208933,Sarasota County,0.2308988,0.2108877,1,Majority white,race-ethnicity
2018,12,115,,Sarasota County,,,3,Majority non-white,race-ethnicity
2018,12,115,.2439223,Sarasota County,0.2537323,0.2341124,1,All,race-ethnicity
2018,12,117,.3099774,Seminole County,0.3204402,0.2995145,1,All,race-ethnicity
2018,12,117,,Seminole County,,,3,Majority non-white,race-ethnicity
2018,12,117,.2483175,Seminole County,0.2612189,0.2354160,1,Majority white,race-ethnicity
2018,12,119,.1966357,Sumter County,0.2154030,0.1778685,1,Majority white,race-ethnicity
2018,12,119,.1698027,Sumter County,0.1855711,0.1540342,1,All,race-ethnicity
2018,12,119,,Sumter County,,,3,Majority non-white,race-ethnicity
2018,12,121,.4516129,Suwannee County,0.4873969,0.4158289,1,Majority white,race-ethnicity
2018,12,121,.4497717,Suwannee County,0.4827341,0.4168093,1,All,race-ethnicity
2018,12,121,,Suwannee County,,,3,Majority non-white,race-ethnicity
2018,12,123,.5538462,Taylor County,0.6079740,0.4997184,1,All,race-ethnicity
2018,12,123,.5538462,Taylor County,0.6079740,0.4997184,1,Majority white,race-ethnicity
2018,12,123,,Taylor County,,,3,Majority non-white,race-ethnicity
2018,12,125,,Union County,,,3,Majority non-white,race-ethnicity
2018,12,125,.4723926,Union County,0.5492713,0.3955140,1,All,race-ethnicity
2018,12,125,.4625,Union County,0.5400001,0.3849998,1,Majority white,race-ethnicity
2018,12,127,.6389831,Volusia County,0.6777719,0.6001942,1,Majority non-white,race-ethnicity
2018,12,127,.3707472,Volusia County,0.3804940,0.3610004,1,All,race-ethnicity
2018,12,127,.3183313,Volusia County,0.3294965,0.3071661,1,Majority white,race-ethnicity
2018,12,129,.3871635,Wakulla County,0.4306498,0.3436773,1,All,race-ethnicity
2018,12,129,.3919491,Wakulla County,0.4360382,0.3478601,1,Majority white,race-ethnicity
2018,12,129,,Wakulla County,,,3,Majority non-white,race-ethnicity
2018,12,131,,Walton County,,,3,Majority non-white,race-ethnicity
2018,12,131,.3242259,Walton County,0.3519257,0.2965260,1,All,race-ethnicity
