year,state,county,share_debt_coll,share_debt_coll_ub,share_debt_coll_lb,share_debt_coll_quality,subgroup,subgroup_type
2018,19,083,0.2589642,0.3132674,0.2046609,1,Majority White,race-ethnicity
2018,19,085,0.1814346,0.2306031,0.1322661,1,All,all
2018,19,085,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,085,0.1814346,0.2306031,0.1322661,1,Majority White,race-ethnicity
2018,19,087,0.2668919,0.3173693,0.2164145,1,All,all
2018,19,087,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,087,0.2677966,0.3184141,0.2171791,1,Majority White,race-ethnicity
2018,19,089,0.1744967,0.2356441,0.1133492,1,All,all
2018,19,089,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,089,0.1744967,0.2356441,0.1133492,1,Majority White,race-ethnicity
2018,19,091,0.1788079,0.2401313,0.1174845,1,All,all
2018,19,091,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,091,0.1788079,0.2401313,0.1174845,1,Majority White,race-ethnicity
2018,19,093,0.2155172,0.2906691,0.1403654,1,All,all
2018,19,093,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,093,0.2155172,0.2906691,0.1403654,1,Majority White,race-ethnicity
2018,19,095,0.1984436,0.2473,0.1495872,1,All,all
2018,19,095,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,095,0.1984436,0.2473,0.1495872,1,Majority White,race-ethnicity
2018,19,097,0.2492492,0.2957813,0.2027172,1,All,all
2018,19,097,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,097,0.2530488,0.3001715,0.205926,1,Majority White,race-ethnicity
2018,19,099,0.2423729,0.2769802,0.2077655,1,All,all
2018,19,099,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,099,0.2423729,0.2769802,0.2077655,1,Majority White,race-ethnicity
2018,19,101,0.2973978,0.3521261,0.2426694,1,All,all
2018,19,101,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,101,0.3007813,0.3570695,0.244493,1,Majority White,race-ethnicity
2018,19,103,0.1626564,0.1785282,0.1467846,1,All,all
2018,19,103,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,103,0.1614154,0.1772957,0.1455352,1,Majority White,race-ethnicity
2018,19,105,0.2475248,0.2962,0.1988495,1,All,all
2018,19,105,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,105,0.2475248,0.2962,0.1988495,1,Majority White,race-ethnicity
2018,19,107,0.2533333,0.3231682,0.1834984,1,All,all
2018,19,107,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,107,0.2550336,0.3252586,0.1848085,1,Majority White,race-ethnicity
2018,19,109,0.1171548,0.158014,0.0762956,1,All,all
2018,19,109,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,109,0.1171548,0.158014,0.0762956,1,Majority White,race-ethnicity
2018,19,111,0.2949907,0.3335267,0.2564547,1,All,all
2018,19,111,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,111,0.2971963,0.3359599,0.2584327,1,Majority White,race-ethnicity
2018,19,113,0.277972,0.2929628,0.2629813,1,All,all
2018,19,113,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,113,0.275933,0.2909533,0.2609127,1,Majority White,race-ethnicity
2018,19,115,0.2530121,0.3193469,0.1866772,1,All,all
2018,19,115,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,115,0.2589286,0.3404205,0.1774366,1,Majority White,race-ethnicity
2018,19,117,0.2820513,0.3639426,0.20016,1,All,all
2018,19,117,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,117,0.2820513,0.3639426,0.20016,1,Majority White,race-ethnicity
2018,19,119,0.1040462,0.149676,0.0584165,1,All,all
2018,19,119,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,119,0.1040462,0.149676,0.0584165,1,Majority White,race-ethnicity
2018,19,121,0.1955836,0.2393176,0.1518496,1,All,all
2018,19,121,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,121,0.1955836,0.2393176,0.1518496,1,Majority White,race-ethnicity
2018,19,123,0.2714681,0.3174079,0.2255284,1,All,all
2018,19,123,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,123,0.2714681,0.3174079,0.2255284,1,Majority White,race-ethnicity
2018,19,125,0.2307692,0.2665721,0.1949664,1,All,all
2018,19,125,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,125,0.2307692,0.2665721,0.1949664,1,Majority White,race-ethnicity
2018,19,127,0.2647555,0.3002968,0.2292142,1,All,all
2018,19,127,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,127,0.2647555,0.3002968,0.2292142,1,Majority White,race-ethnicity
2018,19,129,0.2272727,0.2827763,0.1717692,1,All,all
2018,19,129,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,129,0.2272727,0.2827763,0.1717692,1,Majority White,race-ethnicity
2018,19,131,0.2238806,0.2947246,0.1530367,1,All,all
2018,19,131,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,131,0.219697,0.2905999,0.1487941,1,Majority White,race-ethnicity
2018,19,133,0.1970803,0.2639369,0.1302237,1,All,all
2018,19,133,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,133,0.1970803,0.2639369,0.1302237,1,Majority White,race-ethnicity
2018,19,135,0.3093525,0.3864733,0.2322317,1,All,all
2018,19,135,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,135,0.3093525,0.3864733,0.2322317,1,Majority White,race-ethnicity
2018,19,137,0.3085106,0.37471139999999997,0.2423099,1,All,all
2018,19,137,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,137,0.3085106,0.37471139999999997,0.2423099,1,Majority White,race-ethnicity
2018,19,139,0.2526636,0.2859168,0.2194104,1,All,all
2018,19,139,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,139,0.2572899,0.2928052,0.2217746,1,Majority White,race-ethnicity
2018,19,141,0.1715686,0.2234313,0.1197059,1,All,all
2018,19,141,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,141,0.1715686,0.2234313,0.1197059,1,Majority White,race-ethnicity
2018,19,143,0.1931818,0.2761416,0.1102221,1,All,all
2018,19,143,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,143,0.1931818,0.2761416,0.1102221,1,Majority White,race-ethnicity
2018,19,145,0.1980198,0.2531125,0.1429271,1,All,all
2018,19,145,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,145,0.1980198,0.2531125,0.1429271,1,Majority White,race-ethnicity
2018,19,147,0.1768707,0.2387638,0.1149777,1,All,all
2018,19,147,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,147,0.1768707,0.2387638,0.1149777,1,Majority White,race-ethnicity
2018,19,149,0.1536643,0.1880722,0.1192564,1,All,all
2018,19,149,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,149,0.1547619,0.1893934,0.1201305,1,Majority White,race-ethnicity
2018,19,151,0.1735537,0.2413163,0.1057912,1,All,all
2018,19,151,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,151,0.1735537,0.2413163,0.1057912,1,Majority White,race-ethnicity
2018,19,153,0.2277585,0.2372596,0.2182574,1,All,all
2018,19,153,0.4868421,0.5665658,0.4071184,1,Majority Non-White,race-ethnicity
2018,19,153,0.2057997,0.2154387,0.1961606,1,Majority White,race-ethnicity
2018,19,155,0.2811029,0.3039595,0.2582462,1,All,all
2018,19,155,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,155,0.2815665,0.3044809,0.2586521,1,Majority White,race-ethnicity
2018,19,157,0.2359155,0.2853821,0.1864489,1,All,all
2018,19,157,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,157,0.2367491,0.2863637,0.1871345,1,Majority White,race-ethnicity
2018,19,159,0.119403,0.1976342,0.0411717,1,All,all
2018,19,159,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,159,0.119403,0.1976342,0.0411717,1,Majority White,race-ethnicity
2018,19,161,0.14,0.1957155,0.0842845,1,All,all
2018,19,161,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,161,0.14,0.1957155,0.0842845,1,Majority White,race-ethnicity
2018,19,163,0.2708707,0.2873613,0.25438,1,All,all
2018,19,163,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,163,0.2680975,0.2846598,0.2515352,1,Majority White,race-ethnicity
2018,19,165,0.1506024,0.2051764,0.0960284,1,All,all
2018,19,165,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,165,0.1506024,0.2051764,0.0960284,1,Majority White,race-ethnicity
2018,19,167,0.130064,0.1605398,0.0995882,1,All,all
2018,19,167,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,167,0.130064,0.1605398,0.0995882,1,Majority White,race-ethnicity
2018,19,169,0.1542678,0.174087,0.1344487,1,All,all
2018,19,169,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,169,0.1558233,0.1759781,0.1356685,1,Majority White,race-ethnicity
2018,19,171,0.2576923,0.3109582,0.2044265,1,All,all
2018,19,171,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,171,0.2373737,0.2967886,0.1779589,1,Majority White,race-ethnicity
2018,19,173,0.2771084,0.3739832,0.1802337,1,All,all
2018,19,173,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,173,0.2771084,0.3739832,0.1802337,1,Majority White,race-ethnicity
2018,19,175,0.2530121,0.3193469,0.1866772,1,All,all
2018,19,175,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,175,0.2530121,0.3193469,0.1866772,1,Majority White,race-ethnicity
2018,19,177,0.1782178,0.2532263,0.1032094,1,All,all
2018,19,177,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,177,0.18,0.2556801,0.1043199,1,Majority White,race-ethnicity
2018,19,179,0.3539652,0.3952262,0.3127042,1,All,all
2018,19,179,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,179,0.3539652,0.3952262,0.3127042,1,Majority White,race-ethnicity
2018,19,181,0.1854839,0.2134328,0.157535,1,All,all
2018,19,181,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,181,0.1829609,0.2113011,0.1546206,1,Majority White,race-ethnicity
2018,19,183,0.1893491,0.2311793,0.1475189,1,All,all
2018,19,183,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,183,0.1893491,0.2311793,0.1475189,1,Majority White,race-ethnicity
2018,19,185,0.3020833,0.3944169,0.2097498,1,All,all
2018,19,185,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,185,0.3020833,0.3944169,0.2097498,1,Majority White,race-ethnicity
2018,19,187,0.2462687,0.282777,0.2097603,1,All,all
2018,19,187,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,187,0.2462687,0.282777,0.2097603,1,Majority White,race-ethnicity
2018,19,189,0.2378049,0.3031639,0.1724458,1,All,all
2018,19,189,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,189,0.2378049,0.3031639,0.1724458,1,Majority White,race-ethnicity
2018,19,191,0.1209964,0.159196,0.0827968,1,All,all
2018,19,191,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,191,0.1209964,0.159196,0.0827968,1,Majority White,race-ethnicity
2018,19,193,0.3311938,0.3545716,0.3078161,1,All,all
2018,19,193,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,193,0.2648835,0.2902995,0.2394675,1,Majority White,race-ethnicity
2018,19,195,0.2416667,0.3185834,0.1647499,1,All,all
2018,19,195,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,195,0.2416667,0.3185834,0.1647499,1,Majority White,race-ethnicity
2018,19,197,0.2344498,0.2920251,0.1768745,1,All,all
2018,19,197,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,19,197,0.2344498,0.2920251,0.1768745,1,Majority White,race-ethnicity
2018,20,001,0.3064516,0.3728855,0.2400178,1,All,all
2018,20,001,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,001,0.3038674,0.3710579,0.2366769,1,Majority White,race-ethnicity
2018,20,003,0.2605042,0.3396978,0.1813106,1,All,all
2018,20,003,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,003,0.2605042,0.3396978,0.1813106,1,Majority White,race-ethnicity
2018,20,005,0.2217573,0.2745367,0.168978,1,All,all
2018,20,005,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,005,0.2217573,0.2745367,0.168978,1,Majority White,race-ethnicity
2018,20,007,0.2580645,0.3474793,0.1686497,1,All,all
2018,20,007,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,007,0.2580645,0.3474793,0.1686497,1,Majority White,race-ethnicity
2018,20,009,0.3223529,0.3668407,0.2778652,1,All,all
2018,20,009,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,009,0.3223529,0.3668407,0.2778652,1,Majority White,race-ethnicity
2018,20,011,0.3012048,0.3583048,0.2441048,1,All,all
2018,20,011,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,011,0.3012048,0.3583048,0.2441048,1,Majority White,race-ethnicity
2018,20,013,0.2582781,0.3283228,0.1882335,1,All,all
2018,20,013,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,013,0.2708333,0.3436704,0.1979963,1,Majority White,race-ethnicity
2018,20,015,0.2682672,0.2963383,0.2401961,1,All,all
2018,20,015,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,015,0.2682672,0.2963383,0.2401961,1,Majority White,race-ethnicity
2018,20,017,NA,NA,NA,NA,All,all
2018,20,017,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,017,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,019,0.3818182,0.5114005,0.2522359,1,All,all
2018,20,019,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,019,0.3818182,0.5114005,0.2522359,1,Majority White,race-ethnicity
2018,20,021,0.3586626,0.4105672,0.306758,1,All,all
2018,20,021,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,021,0.3586626,0.4105672,0.306758,1,Majority White,race-ethnicity
2018,20,023,NA,NA,NA,NA,All,all
2018,20,023,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,023,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,025,NA,NA,NA,NA,All,all
2018,20,025,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,025,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,027,0.1914894,0.2566683,0.1263104,1,All,all
2018,20,027,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,027,0.1914894,0.2566683,0.1263104,1,Majority White,race-ethnicity
2018,20,029,0.2587413,0.3307739,0.1867086,1,All,all
2018,20,029,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,029,0.2605634,0.3330159,0.1881108,1,Majority White,race-ethnicity
2018,20,031,0.1641791,0.2271364,0.1012218,1,All,all
2018,20,031,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,031,0.1641791,0.2271364,0.1012218,1,Majority White,race-ethnicity
2018,20,033,NA,NA,NA,NA,All,all
2018,20,033,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,033,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,035,0.3254973,0.3645861,0.2864085,1,All,all
2018,20,035,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,035,0.3266788,0.3658752,0.2874824,1,Majority White,race-ethnicity
2018,20,037,0.3157895,0.3546374,0.2769415,1,All,all
2018,20,037,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,037,0.3157895,0.3546374,0.2769415,1,Majority White,race-ethnicity
2018,20,039,0.2678571,0.3848944,0.1508199,1,All,all
2018,20,039,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,039,0.2678571,0.3848944,0.1508199,1,Majority White,race-ethnicity
2018,20,041,0.2128378,0.25954700000000003,0.1661287,1,All,all
2018,20,041,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,041,0.2135593,0.2604055,0.1667131,1,Majority White,race-ethnicity
2018,20,043,0.245098,0.3289881,0.161208,1,All,all
2018,20,043,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,043,0.2475248,0.3321133,0.1629362,1,Majority White,race-ethnicity
2018,20,045,0.2395415,0.2595729,0.2195102,1,All,all
2018,20,045,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,045,0.2395415,0.2595729,0.2195102,1,Majority White,race-ethnicity
2018,20,047,NA,NA,NA,NA,All,all
2018,20,047,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,047,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,049,NA,NA,NA,NA,All,all
2018,20,049,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,049,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,051,0.2189781,0.2590091,0.1789471,1,All,all
2018,20,051,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,051,0.2195122,0.2596272,0.1793972,1,Majority White,race-ethnicity
2018,20,053,0.3103448,0.4081237,0.2125659,1,All,all
2018,20,053,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,053,0.3103448,0.4081237,0.2125659,1,Majority White,race-ethnicity
2018,20,055,0.3904321,0.4280234,0.3528408,1,All,all
2018,20,055,0.4021544,0.4429121,0.3613967,1,Majority Non-White,race-ethnicity
2018,20,055,0.3186813,0.4149507,0.2224119,1,Majority White,race-ethnicity
2018,20,057,0.3768116,0.4200734,0.3335498,1,All,all
2018,20,057,0.4033413,0.4503705,0.3563121,1,Majority Non-White,race-ethnicity
2018,20,057,0.203125,0.3024738,0.1037762,1,Majority White,race-ethnicity
2018,20,059,0.3831522,0.4328912,0.3334131,1,All,all
2018,20,059,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,059,0.3825137,0.432373,0.3326543,1,Majority White,race-ethnicity
2018,20,061,0.3920266,0.4310584,0.3529947,1,All,all
2018,20,061,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,061,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,063,NA,NA,NA,NA,All,all
2018,20,063,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,063,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,065,0.2222222,0.3341505,0.110294,1,All,all
2018,20,065,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,065,0.2222222,0.3341505,0.110294,1,Majority White,race-ethnicity
2018,20,067,0.2777778,0.3626466,0.1929089,1,All,all
2018,20,067,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,067,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,069,0.25,0.3688425,0.1311575,1,All,all
2018,20,069,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,069,0.25,0.3688425,0.1311575,1,Majority White,race-ethnicity
2018,20,071,NA,NA,NA,NA,All,all
2018,20,071,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,071,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,073,0.2604167,0.3486682,0.1721651,1,All,all
2018,20,073,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,073,0.2631579,0.3521779,0.1741379,1,Majority White,race-ethnicity
2018,20,075,NA,NA,NA,NA,All,all
2018,20,075,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,075,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,077,0.3333333,0.418032,0.2486347,1,All,all
2018,20,077,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,077,0.3333333,0.418032,0.2486347,1,Majority White,race-ethnicity
2018,20,079,0.231499,0.2675453,0.1954528,1,All,all
2018,20,079,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,079,0.231499,0.2675453,0.1954528,1,Majority White,race-ethnicity
2018,20,081,NA,NA,NA,NA,All,all
2018,20,081,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,081,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,083,NA,NA,NA,NA,All,all
2018,20,083,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,083,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,085,0.2088889,0.2621253,0.1556525,1,All,all
2018,20,085,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,085,0.2088889,0.2621253,0.1556525,1,Majority White,race-ethnicity
2018,20,087,0.2382353,0.2835845,0.1928861,1,All,all
2018,20,087,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,087,0.2382353,0.2835845,0.1928861,1,Majority White,race-ethnicity
2018,20,089,0.0980392,0.1804653,0.0156131,1,All,all
2018,20,089,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,089,0.0980392,0.1804653,0.0156131,1,Majority White,race-ethnicity
2018,20,091,0.2049378,0.2130303,0.1968452,1,All,all
2018,20,091,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,091,0.2034345,0.2115333,0.1953356,1,Majority White,race-ethnicity
2018,20,093,NA,NA,NA,NA,All,all
2018,20,093,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,093,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,095,0.2234043,0.3080603,0.1387482,1,All,all
2018,20,095,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,095,0.2234043,0.3080603,0.1387482,1,Majority White,race-ethnicity
2018,20,097,0.18,0.2875725,0.0724275,1,All,all
2018,20,097,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,097,0.18,0.2875725,0.0724275,1,Majority White,race-ethnicity
2018,20,099,0.3293051,0.3800113,0.278599,1,All,all
2018,20,099,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,099,0.3293051,0.3800113,0.278599,1,Majority White,race-ethnicity
2018,20,101,NA,NA,NA,NA,All,all
2018,20,101,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,101,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,103,0.2725694,0.2982943,0.2468446,1,All,all
2018,20,103,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,103,0.2725694,0.2982943,0.2468446,1,Majority White,race-ethnicity
2018,20,105,NA,NA,NA,NA,All,all
2018,20,105,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,105,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,107,0.3375796,0.4117873,0.2633719,1,All,all
2018,20,107,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,107,0.3375796,0.4117873,0.2633719,1,Majority White,race-ethnicity
2018,20,109,NA,NA,NA,NA,All,all
2018,20,109,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,109,NA,NA,NA,NA,Majority White,race-ethnicity
2018,20,111,0.3136456,0.3547277,0.2725636,1,All,all
2018,20,111,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,111,0.3136456,0.3547277,0.2725636,1,Majority White,race-ethnicity
2018,20,113,0.1759834,0.2099801,0.1419868,1,All,all
2018,20,113,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,113,0.1746362,0.2086007,0.1406717,1,Majority White,race-ethnicity
2018,20,115,0.1864407,0.24398,0.1289014,1,All,all
2018,20,115,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,115,0.1864407,0.24398,0.1289014,1,Majority White,race-ethnicity
2018,20,117,0.1794872,0.2399029,0.1190715,1,All,all
2018,20,117,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,117,0.1794872,0.2399029,0.1190715,1,Majority White,race-ethnicity
2018,20,119,0.2631579,0.3784919,0.1478239,1,All,all
2018,20,119,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,119,0.2631579,0.3784919,0.1478239,1,Majority White,race-ethnicity
2018,20,121,0.2309125,0.2665892,0.1952357,1,All,all
2018,20,121,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,121,0.2317757,0.2675658,0.1959856,1,Majority White,race-ethnicity
2018,20,123,0.16,0.2322168,0.0877832,1,All,all
2018,20,123,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,123,0.16,0.2322168,0.0877832,1,Majority White,race-ethnicity
2018,20,125,0.3892339,0.4327626,0.3457053,1,All,all
2018,20,125,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,125,0.3892339,0.4327626,0.3457053,1,Majority White,race-ethnicity
2018,20,127,0.1764706,0.2579958,0.0949453,1,All,all
2018,20,127,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,127,0.1785714,0.2609678,0.0961751,1,Majority White,race-ethnicity
2018,20,129,0.2830189,0.4054568,0.1605809,1,All,all
2018,20,129,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,129,0.2830189,0.4054568,0.1605809,1,Majority White,race-ethnicity
2018,20,131,0.1496063,0.2118873,0.0873253,1,All,all
2018,20,131,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,131,0.1496063,0.2118873,0.0873253,1,Majority White,race-ethnicity
2018,20,133,0.2957198,0.3516246,0.239815,1,All,all
2018,20,133,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,133,0.2957198,0.3516246,0.239815,1,Majority White,race-ethnicity
2018,20,135,0.1568628,0.2576673,0.0560582,1,All,all
2018,20,135,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,135,0.1568628,0.2576673,0.0560582,1,Majority White,race-ethnicity
2018,20,137,0.1875,0.2735706,0.1014294,1,All,all
2018,20,137,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,137,0.1875,0.2735706,0.1014294,1,Majority White,race-ethnicity
2018,20,139,0.288,0.3442461,0.2317539,1,All,all
2018,20,139,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,139,0.288,0.3442461,0.2317539,1,Majority White,race-ethnicity
2018,20,141,0.1594203,0.246429,0.0724116,1,All,all
2018,20,141,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,141,0.1594203,0.246429,0.0724116,1,Majority White,race-ethnicity
2018,20,143,0.25,0.3370753,0.1629247,1,All,all
2018,20,143,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,143,0.25,0.3370753,0.1629247,1,Majority White,race-ethnicity
2018,20,145,0.3085106,0.402384,0.2146373,1,All,all
2018,20,145,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,145,0.3085106,0.402384,0.2146373,1,Majority White,race-ethnicity
2018,20,147,0.2258064,0.3112452,0.1403677,1,All,all
2018,20,147,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,147,0.2258064,0.3112452,0.1403677,1,Majority White,race-ethnicity
2018,20,149,0.2047478,0.2478946,0.161601,1,All,all
2018,20,149,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,149,0.202381,0.2454055,0.1593564,1,Majority White,race-ethnicity
2018,20,151,0.2440476,0.3091928,0.1789024,1,All,all
2018,20,151,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,151,0.2440476,0.3091928,0.1789024,1,Majority White,race-ethnicity
2018,20,153,0.1346154,0.2282902,0.0409406,1,All,all
2018,20,153,NA,NA,NA,NA,Majority Non-White,race-ethnicity
2018,20,153,0.1346154,0.2282902,0.0409406,1,Majority White,race-ethnicity
