year,state,county,share_poverty_exposure,share_poverty_exposure_quality
2016,48,063,0,1
2016,48,065,0,2
2016,48,067,0,1
2016,48,069,0,1
2016,48,071,0,1
2016,48,073,0.16963103122043519,1
2016,48,075,0,1
2016,48,077,0,1
2016,48,079,0,1
2016,48,081,0,1
2016,48,083,0,1
2016,48,085,0.03316786643469378,1
2016,48,087,0,2
2016,48,089,0,1
2016,48,091,0,1
2016,48,093,0,1
2016,48,095,0,2
2016,48,097,0,1
2016,48,099,0.002069679199724043,1
2016,48,101,0,2
2016,48,103,0,2
2016,48,105,0,2
2016,48,107,0,1
2016,48,109,0,1
2016,48,111,0,2
2016,48,113,0.1489919639080784,1
2016,48,115,0,1
2016,48,117,0,1
2016,48,119,0,1
2016,48,121,0.0997167752619442,1
2016,48,123,0,1
2016,48,125,0,1
2016,48,127,0,1
2016,48,129,0,1
2016,48,131,0,1
2016,48,133,0,1
2016,48,135,0,1
2016,48,137,0,2
2016,48,139,0.12636040783594912,1
2016,48,141,0.19787957047709664,1
2016,48,143,0,1
2016,48,145,0.3993610223642173,1
2016,48,147,0,1
2016,48,149,0,1
2016,48,151,0,1
2016,48,153,0,1
2016,48,155,0,3
2016,48,157,0,1
2016,48,159,0,1
2016,48,161,0,1
2016,48,163,0,1
2016,48,165,0,1
2016,48,167,0.031801277772480215,1
2016,48,169,0,2
2016,48,171,0,1
2016,48,173,0,2
2016,48,175,0,1
2016,48,177,0,1
2016,48,179,0,1
2016,48,181,0,1
2016,48,183,0.06467753041083314,1
2016,48,185,0.017015978418759077,1
2016,48,187,0,1
2016,48,189,0,1
2016,48,191,0,1
2016,48,193,0,1
2016,48,195,0,1
2016,48,197,0,1
2016,48,199,0,1
2016,48,201,0.1443580245619918,1
2016,48,203,0,1
2016,48,205,0,2
2016,48,207,0,1
2016,48,209,0.14007552922426636,1
2016,48,211,0,2
2016,48,213,0,1
2016,48,215,0.4043209415560169,1
2016,48,217,0,1
2016,48,219,0,1
2016,48,221,0,1
2016,48,223,0,1
2016,48,225,0.26452822328681524,1
2016,48,227,0,1
2016,48,229,0,1
2016,48,231,0.17726183895338124,1
2016,48,233,0.21286155574276888,1
2016,48,235,0,2
2016,48,237,0,1
2016,48,239,0,1
2016,48,241,0,1
2016,48,243,0,2
2016,48,245,0.24752475247524752,1
2016,48,247,0,2
2016,48,249,0,1
2016,48,251,0.08029509248369507,1
2016,48,253,0,1
2016,48,255,0,1
2016,48,257,0,1
2016,48,259,0,1
2016,48,261,0,3
2016,48,263,0,2
2016,48,265,0,1
2016,48,267,0,1
2016,48,269,NA,NA
2016,48,271,0,2
2016,48,273,0,1
2016,48,275,0,1
2016,48,277,0.1460117634918997,1
2016,48,279,0,1
2016,48,281,0,1
2016,48,283,0,2
2016,48,285,0,1
2016,48,287,0,1
2016,48,289,0,1
2016,48,291,0,1
2016,48,293,0,1
2016,48,295,0,1
2016,48,297,0,1
2016,48,299,0,1
2016,48,301,NA,NA
2016,48,303,0.14531048394424556,1
2016,48,305,0,1
2016,48,307,0,1
2016,48,309,0.2600415586641246,1
2016,48,311,0,3
2016,48,313,0,1
2016,48,315,0,1
2016,48,317,0,2
2016,48,319,0,2
2016,48,321,0,1
2016,48,323,0.18827004827437135,1
2016,48,325,0,1
2016,48,327,0,2
2016,48,329,0,1
2016,48,331,0,1
2016,48,333,0,2
2016,48,335,0,2
2016,48,337,0,1
2016,48,339,0.028114217308640235,1
2016,48,341,0,1
2016,48,343,0,1
2016,48,345,0,2
2016,48,347,0.14687991251452395,1
2016,48,349,0,1
2016,48,351,0,1
2016,48,353,0,1
2016,48,355,0.10557576783145782,1
2016,48,357,0,1
2016,48,359,0,2
2016,48,361,0,1
2016,48,363,0,1
2016,48,365,0,1
2016,48,367,0,1
2016,48,369,0,1
2016,48,371,0,1
2016,48,373,0,1
2016,48,375,0.15134791757652757,1
2016,48,377,0,1
2016,48,379,0,1
2016,48,381,0,1
2016,48,383,0,1
2016,48,385,0,1
2016,48,387,0,1
2016,48,389,0.4236888626988804,1
2016,48,391,0,1
2016,48,393,NA,NA
2016,48,395,0,1
2016,48,397,0,1
2016,48,399,0,1
2016,48,401,0,1
2016,48,403,0,1
2016,48,405,0,1
2016,48,407,0,1
2016,48,409,0,1
2016,48,411,0,1
2016,48,413,0,2
2016,48,415,0,1
2016,48,417,0,1
2016,48,419,0,1
2016,48,421,0,1
2016,48,423,0.028760212754290727,1
2016,48,425,0,1
2016,48,427,0.691277457880145,1
2016,48,429,0,1
2016,48,431,0,3
2016,48,433,0,2
2016,48,435,0,2
2016,48,437,0,1
2016,48,439,0.10779669371762855,1
2016,48,441,0.050192027546020396,1
2016,48,443,0,2
2016,48,445,0,1
2016,48,447,0,1
2016,48,449,0,1
2016,48,451,0,1
2016,48,453,0.1396946609520357,1
2016,48,455,0,1
2016,48,457,0,1
2016,48,459,0,1
2016,48,461,0,1
2016,48,463,0,1
2016,48,465,0,1
2016,48,467,0,1
2016,48,469,0.10238493088257633,1
2016,48,471,0.6524188204108681,1
2016,48,473,0,1
2016,48,475,0,1
2016,48,477,0,1
2016,48,479,0.5911878669741127,1
2016,48,481,0.1216104039845047,1
2016,48,483,0,1
2016,48,485,0.16303846508624667,1
2016,48,487,0,1
2016,48,489,0.38922805589472254,1
2016,48,491,0,1
2016,48,493,0,1
2016,48,495,0,1
2016,48,497,0,1
2016,48,499,0,1
2016,48,501,0,2
2016,48,503,0,1
2016,48,505,0.8824377187564341,1
2016,48,507,0.3742937853107345,1
2016,49,001,0,2
2016,49,003,0,1
2016,49,005,0.30327632866931536,1
2016,49,007,0,1
2016,49,009,NA,NA
2016,49,011,0,1
2016,49,013,0,1
2016,49,015,0,1
2016,49,017,0,1
2016,49,019,0,1
2016,49,021,0,1
2016,49,023,0,1
2016,49,025,0,1
2016,49,027,0,1
2016,49,029,0,2
2016,49,031,0,1
2016,49,033,0,2
2016,49,035,0.02479446691896124,1
2016,49,037,0.6777751138815632,1
2016,49,039,0,1
2016,49,041,0,1
2016,49,043,0,1
2016,49,045,0,1
2016,49,047,0,1
2016,49,049,0.22376447065300858,1
2016,49,051,0,1
2016,49,053,0,1
2016,49,055,0,2
2016,49,057,0.14338660319619176,1
2016,50,001,0,1
2016,50,003,0,1
2016,50,005,0,1
2016,50,007,0.13810210556677244,1
2016,50,009,0,1
2016,50,011,0,1
2016,50,013,0,1
2016,50,015,0,1
2016,50,017,0,1
2016,50,019,0,1
2016,50,021,0,1
2016,50,023,0,1
2016,50,025,0,1
2016,50,027,0,1
2016,51,001,0,1
2016,51,003,0.006851514827106306,1
2016,51,005,0,1
2016,51,007,0,2
2016,51,009,0,1
2016,51,011,0,1
2016,51,013,0,1
2016,51,015,0,1
2016,51,017,0,2
2016,51,019,0,1
2016,51,021,0,2
2016,51,023,0,1
2016,51,025,0,1
2016,51,027,0,1
2016,51,029,0,1
2016,51,031,0,1
2016,51,033,0,1
2016,51,035,0,1
2016,51,036,0,1
2016,51,037,0,1
2016,51,041,0,1
2016,51,043,0,1
2016,51,045,0,2
2016,51,047,0,1
2016,51,049,0,1
2016,51,051,0,1
2016,51,053,0,1
2016,51,057,0,1
2016,51,059,0,1
2016,51,061,0,1
2016,51,063,0,1
2016,51,065,0,1
2016,51,067,0,1
2016,51,069,0,1
2016,51,071,0,1
2016,51,073,0,1
2016,51,075,0,1
2016,51,077,0,1
2016,51,079,0,2
2016,51,081,0,1
2016,51,083,0,1
2016,51,085,0,1
2016,51,087,0.05851913182328937,1
2016,51,089,0,1
2016,51,091,0,2
2016,51,093,0,1
2016,51,095,0,1
2016,51,097,0,1
2016,51,099,0,1
2016,51,101,0,1
2016,51,103,0,1
2016,51,105,0,1
2016,51,107,0,1
2016,51,109,0,1
2016,51,111,0,1
2016,51,113,0,1
2016,51,115,0,2
2016,51,117,0,1
2016,51,119,0,1
2016,51,121,0.3487801425133311,1
2016,51,125,0,1
2016,51,127,0,2
2016,51,131,0,1
2016,51,133,0,1
2016,51,135,0,1
2016,51,137,0,1
2016,51,139,0,1
2016,51,141,0,1
2016,51,143,0,1
2016,51,145,0,1
2016,51,147,0,1
2016,51,149,0,1
2016,51,153,0,1
2016,51,155,0,1
2016,51,157,0,2
2016,51,159,0,2
2016,51,161,0,1
2016,51,163,0,1
2016,51,165,0,1
2016,51,167,0,1
2016,51,169,0,1
2016,51,171,0,1
2016,51,173,0,1
2016,51,175,0,1
2016,51,177,0,1
2016,51,179,0.0014534883720930232,1
2016,51,181,0,1
2016,51,183,0,1
2016,51,185,0,1
2016,51,187,0,1
2016,51,191,0,1
2016,51,193,0,1
2016,51,195,0,1
2016,51,197,0,1
2016,51,199,0,1
2016,51,510,0,1
2016,51,520,0.3218982275586049,1
2016,51,530,0,1
2016,51,540,0.42580471621985116,1
2016,51,550,0,1
2016,51,570,0,1
2016,51,580,0,1
2016,51,590,0.15336617405582922,1
2016,51,595,0,1
2016,51,600,0,1
2016,51,610,0,2
2016,51,620,0,1
2016,51,630,0.010968049594659036,1
2016,51,640,0,1
2016,51,650,0.12167411147795688,1
2016,51,660,0.4281357999593413,1
2016,51,670,0,1
2016,51,678,0,2
2016,51,680,0.331425472948548,1
2016,51,683,0,1
2016,51,685,0,2
2016,51,690,0.26274137385248497,1
2016,51,700,0.08708957373271889,1
2016,51,710,0.21787202798712937,1
2016,51,720,0,1
2016,51,730,0.3563268414753563,1
2016,51,735,0,2
2016,51,740,0.225128721074747,1
2016,51,750,0.7412186379928315,1
2016,51,760,0.2198780255384029,1
2016,51,770,0.28861638130495143,1
2016,51,775,0,1
2016,51,790,0,1
2016,51,800,0,1
2016,51,810,0.029033515198752923,1
2016,51,820,0,1
2016,51,830,0,1
2016,51,840,0,1
2016,53,001,0,1
2016,53,003,0,1
2016,53,005,0.14358258712253363,1
2016,53,007,0,1
2016,53,009,0,1
2016,53,011,0,1
2016,53,013,0,1
2016,53,015,0.26965436438195667,1
2016,53,017,0,1
2016,53,019,0,1
2016,53,021,0,1
2016,53,023,0,2
2016,53,025,0,1
2016,53,027,0,1
2016,53,029,0,1
2016,53,031,0,1
2016,53,033,0.04427381370345208,1
2016,53,035,0,1
2016,53,037,0.3275410616519876,1
2016,53,039,0,1
2016,53,041,0,1
2016,53,043,0,1
2016,53,045,0,1
2016,53,047,0,1
2016,53,049,0,1
2016,53,051,0,1
2016,53,053,0.06062069098704158,1
2016,53,055,0,1
2016,53,057,0,1
2016,53,059,0,1
2016,53,061,0,1
2016,53,063,0.1018757997331954,1
2016,53,065,0,1
2016,53,067,0,1
2016,53,069,0,2
2016,53,071,0,1
2016,53,073,0.18012802842353517,1
2016,53,075,0.6359627633512984,1
2016,53,077,0.13028893193027297,1
2016,54,001,0.3861088323762647,1
2016,54,003,0,1
2016,54,005,0,1
2016,54,007,0,1
2016,54,009,0,1
2016,54,011,0.39206874413551285,1
2016,54,013,0,1
2016,54,015,0,1
2016,54,017,0,1
2016,54,019,0.10293763544425716,1
2016,54,021,0,1
2016,54,023,0,1
2016,54,025,0,1
2016,54,027,0,1
2016,54,029,0,1
2016,54,031,0,1
2016,54,033,0,1
2016,54,035,0,1
2016,54,037,0,1
2016,54,039,0.04358776318882434,1
2016,54,041,0,1
2016,54,043,0,1
2016,54,045,0,1
2016,54,047,0.2916902204635387,1
2016,54,049,0.30166991975710256,1
2016,54,051,0,1
2016,54,053,0,1
2016,54,055,0,1
2016,54,057,0,1
2016,54,059,0,1
2016,54,061,0.3847702898890086,1
2016,54,063,0,1
2016,54,065,0,1
2016,54,067,0,1
2016,54,069,0.06006640507093269,1
2016,54,071,0,1
2016,54,073,0,1
2016,54,075,0,1
2016,54,077,0,1
2016,54,079,0,1
2016,54,081,0,1
2016,54,083,0,1
2016,54,085,0,1
2016,54,087,0,1
2016,54,089,0,1
2016,54,091,0,1
2016,54,093,0,1
2016,54,095,0,1
2016,54,097,0,1
2016,54,099,0,1
2016,54,101,0,1
2016,54,103,0,1
2016,54,105,0,1
2016,54,107,0.11771885807282838,1
2016,54,109,0,1
2016,55,001,0,1
2016,55,003,0,1
2016,55,005,0,1
2016,55,007,0,1
2016,55,009,0.02401649201168184,1
2016,55,011,0,1
2016,55,013,0,1
2016,55,015,0,1
2016,55,017,0,1
2016,55,019,0,1
2016,55,021,0,1
2016,55,023,0,1
2016,55,025,0.25360827980462675,1
2016,55,027,0,1
2016,55,029,0,1
2016,55,031,0.1421620799756728,1
2016,55,033,0,1
2016,55,035,0.2754865453523502,1
2016,55,037,0,1
2016,55,039,0,1
2016,55,041,0,1
2016,55,043,0,1
2016,55,045,0,1
2016,55,047,0,1
2016,55,049,0,1
2016,55,051,0,1
2016,55,053,0,1
2016,55,055,0,1
2016,55,057,0,1
2016,55,059,0.06143759106362312,1
2016,55,061,0,1
2016,55,063,0.3008095952023988,1
2016,55,065,0,1
2016,55,067,0,1
2016,55,069,0,1
2016,55,071,0,1
2016,55,073,0,1
2016,55,075,0,1
2016,55,077,0,1
2016,55,078,0.46514837819185645,1
2016,55,079,0.3790452360172933,1
2016,55,081,0,1
2016,55,083,0,1
2016,55,085,0,1
2016,55,087,0,1
2016,55,089,0,1
2016,55,091,0,1
2016,55,093,0,1
2016,55,095,0,1
2016,55,097,0,1
2016,55,099,0,1
2016,55,101,0.17296113847837985,1
2016,55,103,0,1
2016,55,105,0.05250915356450571,1
2016,55,107,0,1
2016,55,109,0,1
2016,55,111,0,1
2016,55,113,0,1
2016,55,115,0,1
2016,55,117,0,1
2016,55,119,0,1
2016,55,121,0,1
2016,55,123,0,1
2016,55,125,0,1
2016,55,127,0.12370974000776096,1
2016,55,129,0,1
2016,55,131,0,1
2016,55,133,0,1
2016,55,135,0,1
2016,55,137,0,1
2016,55,139,0.21948602666939152,1
2016,55,141,0,1
2016,56,001,0.05049614112458655,1
2016,56,003,0,1
2016,56,005,0,1
2016,56,007,0,1
2016,56,009,0,1
2016,56,011,0,2
2016,56,013,0,1
2016,56,015,0,1
2016,56,017,0,2
2016,56,019,0,1
2016,56,021,0,1
2016,56,023,0,1
2016,56,025,0,1
2016,56,027,0,2
2016,56,029,0,1
2016,56,031,0,1
2016,56,033,0,1
2016,56,035,0,2
2016,56,037,0,1
2016,56,039,0,1
2016,56,041,0,1
2016,56,043,0,1
2016,56,045,0,2
2018,01,001,0,1
2018,01,003,0,1
2018,01,005,0,1
2018,01,007,0,1
2018,01,009,0,1
2018,01,011,0.9186495176848875,1
2018,01,013,0,1
2018,01,015,0.16316825976271676,1
2018,01,017,0,1
2018,01,019,0,1
2018,01,021,0,1
2018,01,023,0,1
2018,01,025,0.12040078843626807,1
2018,01,027,0,1
2018,01,029,0,1
2018,01,031,0,1
2018,01,033,0.08924302788844622,1
2018,01,035,0,1
2018,01,037,0,1
2018,01,039,0.09415099970158161,1
2018,01,041,0,1
2018,01,043,0,1
2018,01,045,0,1
2018,01,047,0.4552135216787785,1
2018,01,049,0,1
2018,01,051,0,1
2018,01,053,0.09107402031930334,1
2018,01,055,0.09706687970782926,1
2018,01,057,0,1
2018,01,059,0,1
2018,01,061,0,1
2018,01,063,0.6610852713178295,1
2018,01,065,0,1
2018,01,067,0,1
2018,01,069,0.11774969597631259,1
2018,01,071,0,1
2018,01,073,0.17073659839390376,1
2018,01,075,0,1
2018,01,077,0.04086696343866306,1
2018,01,079,0,1
2018,01,081,0.2359896388846564,1
2018,01,083,0,1
2018,01,085,0,1
2018,01,087,0,1
2018,01,089,0.21122715404699738,1
2018,01,091,0,1
2018,01,093,0,1
2018,01,095,0,1
2018,01,097,0.19234605155482815,1
2018,01,099,0.2190214906264289,1
2018,01,101,0.1624705908221377,1
2018,01,103,0.16936383928571427,1
2018,01,105,0.9034845132743363,1
2018,01,107,0,1
2018,01,109,0.27979460234057796,1
2018,01,111,0,1
2018,01,113,0.20503002349664956,1
2018,01,115,0,1
2018,01,117,0,1
2018,01,119,0,1
2018,01,121,0.1657684565937277,1
2018,01,123,0,1
2018,01,125,0.24631510951905572,1
2018,01,127,0,1
2018,01,129,0,1
2018,01,131,0.24431468961278427,1
2018,01,133,0,1
2018,02,013,0,1
2018,02,016,0,1
2018,02,020,0,1
2018,02,050,0,1
2018,02,060,0,2
2018,02,068,0,3
2018,02,070,0,1
2018,02,090,0,1
2018,02,100,0,3
2018,02,105,0,1
2018,02,110,0,1
2018,02,122,0,1
2018,02,130,0,1
2018,02,150,0,1
2018,02,158,1,1
2018,02,164,0,1
2018,02,170,0,1
2018,02,180,0,1
2018,02,185,0,1
2018,02,188,0,1
2018,02,195,0,1
2018,02,198,0,1
2018,02,220,0,1
2018,02,230,0,2
2018,02,240,0,1
2018,02,261,0,2
2018,02,275,0,1
2018,02,282,0,2
2018,02,290,0,1
2018,04,001,0.6372521303663018,1
2018,04,003,0.09523573692551505,1
2018,04,005,0.1338546838795101,1
2018,04,007,0.34267807232997377,1
2018,04,009,0.2805391743892165,1
2018,04,011,0,1
2018,04,012,0,1
2018,04,013,0.15168246843956953,1
2018,04,015,0.028955122393472348,1
2018,04,017,0.4293671053940258,1
2018,04,019,0.1439945069287603,1
2018,04,021,0.06824325533933655,1
2018,04,023,0.21299638989169675,1
2018,04,025,0,1
2018,04,027,0.08526520657288561,1
2018,05,001,0,1
2018,05,003,0,1
2018,05,005,0,1
2018,05,007,0,1
2018,05,009,0,1
2018,05,011,0,1
2018,05,013,0,1
2018,05,015,0,1
2018,05,017,0.34942606347062793,1
2018,05,019,0,1
2018,05,021,0,1
2018,05,023,0,1
2018,05,025,0,1
2018,05,027,0.25957217328779436,1
2018,05,029,0,1
2018,05,031,0.10655166872020143,1
2018,05,033,0,1
2018,05,035,0.14987393780931926,1
2018,05,037,0,1
2018,05,039,0,1
2018,05,041,0.5136724492796236,1
2018,05,043,0,1
2018,05,045,0.0718383510179215,1
2018,05,047,0,1
2018,05,049,0,1
2018,05,051,0.1856800846278047,1
2018,05,053,0,1
2018,05,055,0.12754314578363968,1
2018,05,057,0,1
2018,05,059,0,1
2018,05,061,0,1
2018,05,063,0,1
2018,05,065,0,1
2018,05,067,0,1
2018,05,069,0,1
2018,05,071,0,1
2018,05,073,0,1
2018,05,075,0,1
2018,05,077,0,1
2018,05,079,0,1
2018,05,081,0,1
2018,05,083,0,1
2018,05,085,0,1
2018,05,087,0,1
2018,05,089,0,1
2018,05,091,0.3110740122426266,1
2018,05,093,0.2720554272517321,1
2018,05,095,0,1
2018,05,097,0,1
2018,05,099,0,1
2018,05,101,0,1
2018,05,103,0.2897588255854596,1
2018,05,105,0,1
2018,05,107,0.6340371081253998,1
2018,05,109,0,1
2018,05,111,0.18797579543236384,1
2018,05,113,0,1
2018,05,115,0,1
2018,05,117,0,1
2018,05,119,0.13840903920527792,1
2018,05,121,0,1
2018,05,123,0.3445142101784534,1
2018,05,125,0,1
2018,05,127,0,1
2018,05,129,0,1
2018,05,131,0.17250196695515344,1
2018,05,133,0,1
2018,05,135,0,1
2018,05,137,0,1
2018,05,139,0,1
2018,05,141,0,1
2018,05,143,0.14281485468245425,1
2018,05,145,0,1
2018,05,147,0,1
2018,05,149,0,1
2018,06,001,0.06709229652863931,1
2018,06,003,0,2
2018,06,005,0,1
2018,06,007,0.17842828191848684,1
2018,06,009,0,1
2018,06,011,0,1
2018,06,013,0,1
2018,06,015,0,1
2018,06,017,0,1
2018,06,019,0.33442066299818585,1
2018,06,021,0,1
2018,06,023,0.07741959416849056,1
2018,06,025,0.18734675050375083,1
2018,06,027,0,1
2018,06,029,0.23590518714749614,1
2018,06,031,0.10967098703888335,1
2018,06,033,0.09346642468239565,1
2018,06,035,0,1
2018,06,037,0.07907954685538468,1
2018,06,039,0.30115552063897344,1
2018,06,041,0,1
2018,06,043,0,1
2018,06,045,0,1
2018,06,047,0.14182031511900772,1
2018,06,049,0,1
2018,06,051,0,2
2018,06,053,0,1
2018,06,055,0.0068051575931232094,1
2018,06,057,0,1
2018,06,059,0.01983571764352453,1
2018,06,061,0,1
2018,06,063,0,1
2018,06,065,0.01952135229258021,1
2018,06,067,0.06073344577128764,1
2018,06,069,0,1
2018,06,071,0.11773420964687535,1
2018,06,073,0.04837917607083509,1
2018,06,075,0.025521892040138095,1
2018,06,077,0.09220956480655153,1
2018,06,079,0.25428433844149223,1
2018,06,081,0,1
2018,06,083,0.17530550706237105,1
2018,06,085,0.005031698365031699,1
2018,06,087,0.09372411766277486,1
2018,06,089,0,1
2018,06,091,0,2
2018,06,093,0,1
2018,06,095,0.03356067256398136,1
2018,06,097,0,1
2018,06,099,0.03330002556177817,1
2018,06,101,0,1
2018,06,103,0,1
2018,06,105,0,1
2018,06,107,0.23390565353324236,1
2018,06,109,0,1
2018,06,111,0.005995653151465188,1
2018,06,113,0.2305891629500037,1
2018,06,115,0,1
2018,08,001,0,1
2018,08,003,0,1
2018,08,005,0,1
2018,08,007,0,1
2018,08,009,0,1
2018,08,011,0,1
2018,08,013,0.2956727027447725,1
2018,08,014,0,1
2018,08,015,0,1
2018,08,017,0,2
2018,08,019,0,1
2018,08,021,0,1
2018,08,023,0,1
2018,08,025,0,1
2018,08,027,0,2
2018,08,029,0,1
2018,08,031,0.027974564697849095,1
2018,08,033,0,2
2018,08,035,0,1
2018,08,037,0,1
2018,08,039,0,1
2018,08,041,0,1
2018,08,043,0,1
2018,08,045,0,1
2018,08,047,0,2
2018,08,049,0,1
2018,08,051,0,1
2018,08,053,0,2
2018,08,055,0,1
2018,08,057,0,2
2018,08,059,0,1
2018,08,061,0,2
2018,08,063,0,2
2018,08,065,0,1
2018,08,067,0,1
2018,08,069,0.17923978829547468,1
2018,08,071,0,1
2018,08,073,0,2
2018,08,075,0,1
2018,08,077,0,1
2018,08,079,0,2
2018,08,081,0,1
2018,08,083,0,1
2018,08,085,0,1
2018,08,087,0,1
2018,08,089,0,1
2018,08,091,0,1
2018,08,093,0,1
2018,08,095,0,1
2018,08,097,0,1
2018,08,099,0,1
2018,08,101,0.09807332523714182,1
2018,08,103,0,1
2018,08,105,0,1
2018,08,107,0,1
2018,08,109,0,1
2018,08,111,NA,NA
2018,08,113,0,1
2018,08,115,0,1
2018,08,117,0,1
2018,08,119,0,1
2018,08,121,0,1
2018,08,123,0.08082030483417282,1
2018,08,125,0,1
2018,09,001,0.04155300852588959,1
2018,09,003,0.10655965712990532,1
2018,09,005,0,1
2018,09,007,0.04574204785039875,1
2018,09,009,0.09357139244347783,1
2018,09,011,0.0981637337413925,1
2018,09,013,0.029286474973375932,1
2018,09,015,0,1
2018,10,001,0,1
2018,10,003,0.1491955143832277,1
2018,10,005,0,1
2018,11,001,0.11243230408139036,1
2018,12,001,0.3552670513389555,1
2018,12,003,0,1
2018,12,005,0,1
2018,12,007,0,1
2018,12,009,0.056715388858246,1
2018,12,011,0.05248536522291097,1
2018,12,013,0,1
2018,12,015,0,1
2018,12,017,0,1
2018,12,019,0,1
2018,12,021,0.15234269206463844,1
2018,12,023,0,1
2018,12,027,0.3052728013029316,1
2018,12,029,0,1
2018,12,031,0.08811660155411496,1
2018,12,033,0,1
2018,12,035,0,1
2018,12,037,0,1
2018,12,039,0.22867773325701202,1
2018,12,041,0,1
2018,12,043,0,1
2018,12,045,0,1
2018,12,047,0,1
2018,12,049,0,1
2018,12,051,0,1
2018,12,053,0,1
2018,12,055,0.1468108219957581,1
2018,12,057,0.08163510641367173,1
2018,12,059,0,1
2018,12,061,0,1
2018,12,063,0,1
2018,12,065,0,1
2018,12,067,0,1
2018,12,069,0.02605540099189549,1
2018,12,071,0.02822095807778193,1
2018,12,073,0.47795166120062743,1
2018,12,075,0,1
2018,12,077,0,1
2018,12,079,0,1
2018,12,081,0,1
2018,12,083,0.0641084885539599,1
2018,12,085,0,1
2018,12,086,0.10886635616256712,1
2018,12,087,0,1
2018,12,089,0,1
2018,12,091,0,1
2018,12,093,0.13596233078281342,1
2018,12,095,0.02348340374170187,1
2018,12,097,0,1
2018,12,099,0.08541913891820653,1
2018,12,101,0.02078614257161892,1
2018,12,103,0.06889688619543936,1
2018,12,105,0.06874166704979082,1
2018,12,107,0,1
2018,12,109,0,1
2018,12,111,0.15937252834168206,1
2018,12,113,0,1
2018,12,115,0.041370526047637246,1
2018,12,117,0.02134442673301971,1
2018,12,119,0,1
2018,12,121,0,1
2018,12,123,0,1
2018,12,125,0,1
2018,12,127,0.09653113087674714,1
2018,12,129,0,1
2018,12,131,0,1
2018,12,133,0,1
2018,13,001,0,1
2018,13,003,0.25751421608448416,1
2018,13,005,0,1
2018,13,007,0,1
2018,13,009,0.21498431444916036,1
2018,13,011,0,1
2018,13,013,0,1
2018,13,015,0,1
2018,13,017,0.3553921568627451,1
2018,13,019,0,1
2018,13,021,0.41007327952421413,1
2018,13,023,0,1
2018,13,025,0,1
2018,13,027,0,1
2018,13,029,0,1
2018,13,031,0.34745007599979033,1
2018,13,033,0,1
2018,13,035,0,1
2018,13,037,0,1
2018,13,039,0,1
2018,13,043,0,1
2018,13,045,0.08170523520485584,1
2018,13,047,0,1
2018,13,049,0,1
2018,13,051,0.18467915614941066,1
2018,13,053,0,1
2018,13,055,0,1
2018,13,057,0,1
2018,13,059,0.48517656298207723,1
2018,13,061,1,1
2018,13,063,0.05093804337878649,1
2018,13,065,0.2510556621880998,1
2018,13,067,0.02939854845518049,1
2018,13,069,0,1
2018,13,071,0.3023502385580491,1
2018,13,073,0,1
2018,13,075,0,1
2018,13,077,0,1
2018,13,079,0,1
2018,13,081,0.39762180974477956,1
2018,13,083,0,1
2018,13,085,0,1
2018,13,087,0.28934718561017214,1
2018,13,089,0.049189278623428194,1
2018,13,091,0,1
2018,13,093,0,1
2018,13,095,0.5124166699154029,1
2018,13,097,0,1
2018,13,099,0.3587474472430225,1
2018,13,101,0,1
2018,13,103,0,1
2018,13,105,0,1
2018,13,107,0,1
2018,13,109,0,1
2018,13,111,0,1
2018,13,113,0,1
2018,13,115,0,1
2018,13,117,0,1
2018,13,119,0,1
2018,13,121,0.20460203999678742,1
2018,13,123,0,1
2018,13,125,0,2
2018,13,127,0.11519364448857994,1
2018,13,129,0,1
2018,13,131,0,1
2018,13,133,0,1
2018,13,135,0,1
2018,13,137,0,1
2018,13,139,0.19382746565909814,1
2018,13,141,0,1
2018,13,143,0,1
2018,13,145,0,1
2018,13,147,0,1
2018,13,149,0,1
2018,13,151,0,1
2018,13,153,0.14116692294549804,1
2018,13,155,0,1
2018,13,157,0,1
2018,13,159,0,1
2018,13,161,0,1
2018,13,163,0,1
2018,13,165,0,1
2018,13,167,0,1
2018,13,169,0,1
2018,13,171,0,1
2018,13,173,0,1
2018,13,175,0.11134453781512606,1
2018,13,177,0,1
2018,13,179,0,1
2018,13,181,0,1
2018,13,183,0,1
2018,13,185,0.3065171285811855,1
2018,13,187,0,1
2018,13,189,0,1
2018,13,191,0,1
2018,13,193,0,1
2018,13,195,0,1
2018,13,197,0,1
2018,13,199,0,1
2018,13,201,0,1
2018,13,205,0.2477655373103305,1
2018,13,207,0,1
2018,13,209,0,1
2018,13,211,0,1
2018,13,213,0,1
2018,13,215,0.22615572686675148,1
2018,13,217,0.13834874083519286,1
2018,13,219,0,1
2018,13,221,0,1
2018,13,223,0,1
2018,13,225,0.14706973293768547,1
2018,13,227,0,1
2018,13,229,0,1
2018,13,231,0,1
2018,13,233,0,1
2018,13,235,0,1
2018,13,237,0,1
2018,13,239,0,1
2018,13,241,0,1
2018,13,243,0,1
2018,13,245,0.15096983717412582,1
2018,13,247,0,1
2018,13,249,0,1
2018,13,251,0,1
2018,13,253,0,1
2018,13,255,0.14078236753758575,1
2018,13,257,0,1
2018,13,259,0.648849797023004,1
2018,13,261,0.11208651399491094,1
2018,13,263,0,1
2018,13,265,0,1
2018,13,267,0,1
2018,13,269,0,1
2018,13,271,0,1
2018,13,273,0.3991890895687431,1
2018,13,275,0,1
