year,metro,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2017,38780,income,Not Economically Disadvantaged,.99044758,-1.4231195,3.4040148,3
2017,38780,race-ethnicity,"Black, Non-Hispanic",,,,
2017,38780,race-ethnicity,Hispanic,1.502808,-.003939712,3.0095556,3
2017,38780,race-ethnicity,"White, Non-Hispanic",1.0267705,-.74651098,2.8000519,3
2017,38820,all,All,.9474411,.74031913,1.1545631,3
2017,38820,gender,Female,.98811364,.77287734,1.2033499,3
2017,38820,gender,Male,.9106006,.67082322,1.150378,3
2017,38820,income,Economically Disadvantaged,.91305733,.6702956,1.1558191,3
2017,38820,income,Not Economically Disadvantaged,.86367238,.60272861,1.1246161,3
2017,38820,race-ethnicity,"Black, Non-Hispanic",,,,
2017,38820,race-ethnicity,Hispanic,.91723216,.43811631,1.396348,3
2017,38820,race-ethnicity,"White, Non-Hispanic",.95784819,.77393931,1.1417571,3
2017,38840,all,All,1.1356661,.90212613,1.3692062,1
2017,38840,gender,Female,1.1344361,.8910675,1.3778048,1
2017,38840,gender,Male,1.1397259,.87041861,1.4090332,1
2017,38840,income,Economically Disadvantaged,1.2265412,.91461033,1.5384719,1
2017,38840,income,Not Economically Disadvantaged,1.0498883,.79352522,1.3062513,1
2017,38840,race-ethnicity,"Black, Non-Hispanic",,,,
2017,38840,race-ethnicity,Hispanic,1.2850704,.70735079,1.8627901,1
2017,38840,race-ethnicity,"White, Non-Hispanic",1.1150985,.92518425,1.3050127,1
2017,38860,all,All,1.005365,.9463414,1.0643886,1
2017,38860,gender,Female,1.0648214,1.0020853,1.1275574,1
2017,38860,gender,Male,.95200592,.88520569,1.0188062,1
2017,38860,income,Economically Disadvantaged,.90891111,.82052106,.99730116,1
2017,38860,income,Not Economically Disadvantaged,.99102837,.93117779,1.050879,1
2017,38860,race-ethnicity,"Black, Non-Hispanic",1.0466708,.82708895,1.2662526,3
2017,38860,race-ethnicity,Hispanic,1.0114428,.70000035,1.3228853,1
2017,38860,race-ethnicity,"White, Non-Hispanic",1.0020766,.95435655,1.0497967,1
2017,38900,all,All,1.0678232,1.0308775,1.1047689,1
2017,38900,gender,Female,1.1358159,1.0971897,1.1744421,1
2017,38900,gender,Male,1.0012895,.95882326,1.0437558,1
2017,38900,income,Economically Disadvantaged,1.1046643,1.0523076,1.157021,2
2017,38900,income,Not Economically Disadvantaged,.99673033,.95490098,1.0385597,1
2017,38900,race-ethnicity,"Black, Non-Hispanic",1.0328364,.82128161,1.2443912,3
2017,38900,race-ethnicity,Hispanic,1.1691908,1.1110198,1.2273617,1
2017,38900,race-ethnicity,"White, Non-Hispanic",1.0197183,.98389667,1.0555398,1
2017,38920,all,All,.79264456,.54340893,1.0418801,1
2017,38920,gender,Female,.81490886,.54593068,1.083887,1
2017,38920,gender,Male,.78233647,.50399834,1.0606745,1
2017,38920,income,Economically Disadvantaged,.81468993,.55893117,1.0704488,1
2017,38920,income,Not Economically Disadvantaged,.70715088,.31528533,1.0990164,1
2017,38920,race-ethnicity,"Black, Non-Hispanic",,,,
2017,38920,race-ethnicity,Hispanic,.80869925,.58695245,1.0304461,1
2017,38920,race-ethnicity,"White, Non-Hispanic",.61735129,.23302701,1.0016756,1
2017,38940,all,All,.93889409,.87356699,1.0042212,1
2017,38940,gender,Female,.95262337,.88398093,1.0212659,1
2017,38940,gender,Male,.91918361,.84445333,.99391389,1
2017,38940,income,Economically Disadvantaged,.95557129,.88385719,1.0272853,1
2017,38940,income,Not Economically Disadvantaged,.84506607,.75594139,.93419075,1
2017,38940,race-ethnicity,"Black, Non-Hispanic",.96145695,.86697012,1.0559437,1
2017,38940,race-ethnicity,Hispanic,.97183985,.88279927,1.0608804,1
2017,38940,race-ethnicity,"White, Non-Hispanic",.91490859,.83882993,.99098724,1
2017,39020,all,All,1.0403974,.88290805,1.1978868,1
2017,39020,gender,Female,1.0843123,.91977704,1.2488476,1
2017,39020,gender,Male,.99036545,.80922204,1.1715089,1
2017,39020,income,Economically Disadvantaged,1.0240976,.8533231,1.194872,1
2017,39020,income,Not Economically Disadvantaged,1.0192254,.79993087,1.2385199,1
2017,39020,race-ethnicity,"Black, Non-Hispanic",,,,
2017,39020,race-ethnicity,Hispanic,,,,
2017,39020,race-ethnicity,"White, Non-Hispanic",1.0347016,.91233951,1.1570637,1
2017,39060,all,All,.89480215,.78184783,1.0077565,1
2017,39060,gender,Female,.98412442,.86405337,1.1041955,1
2017,39060,gender,Male,.80862588,.68079823,.93645352,1
2017,39060,income,Economically Disadvantaged,.86457652,.72005892,1.0090941,1
2017,39060,income,Not Economically Disadvantaged,.87850296,.75124848,1.0057575,1
2017,39060,race-ethnicity,"Black, Non-Hispanic",.8352645,.32279092,1.3477381,1
2017,39060,race-ethnicity,Hispanic,.84312373,.27731681,1.4089307,2
2017,39060,race-ethnicity,"White, Non-Hispanic",.8916561,.79973251,.9835797,1
2017,39140,all,All,1.105244,.97395331,1.2365347,1
2017,39140,gender,Female,1.1289512,.99095774,1.2669446,1
2017,39140,gender,Male,1.0708048,.92066187,1.2209479,1
2017,39140,income,Economically Disadvantaged,,,,
2017,39140,income,Not Economically Disadvantaged,,,,
2017,39140,race-ethnicity,"Black, Non-Hispanic",,,,
2017,39140,race-ethnicity,Hispanic,1.1416141,.96566743,1.3175608,1
2017,39140,race-ethnicity,"White, Non-Hispanic",1.0856842,.96058059,1.2107878,1
2017,39220,all,All,1.3619156,.92218667,1.8016444,2
2017,39220,gender,Female,1.3911574,.9453364,1.8369783,2
2017,39220,gender,Male,1.3507473,.82908267,1.8724121,2
2017,39220,income,Economically Disadvantaged,1.247892,.70399332,1.7917907,2
2017,39220,income,Not Economically Disadvantaged,1.5147514,1.0042162,2.0252867,2
2017,39220,race-ethnicity,"Black, Non-Hispanic",,,,
2017,39220,race-ethnicity,Hispanic,1.2704723,.41188955,2.129055,2
2017,39220,race-ethnicity,"White, Non-Hispanic",1.3766351,1.0151891,1.7380811,2
2017,39260,all,All,1.0363259,.62716097,1.4454908,2
2017,39260,gender,Female,.98945928,.41527528,1.5636432,3
2017,39260,gender,Male,.99484342,.52071249,1.4689744,2
2017,39260,income,Economically Disadvantaged,.75694275,.34267047,1.1712151,2
2017,39260,income,Not Economically Disadvantaged,1.440129,.63759875,2.2426593,3
2017,39260,race-ethnicity,"Black, Non-Hispanic",,,,
2017,39260,race-ethnicity,Hispanic,1.4178054,.60982668,2.2257843,3
2017,39260,race-ethnicity,"White, Non-Hispanic",.96023542,.60910255,1.3113683,2
2017,39300,all,All,.93423039,.90036511,.96809566,1
2017,39300,gender,Female,.98300534,.94739598,1.0186146,1
2017,39300,gender,Male,.8903144,.85160041,.92902839,1
2017,39300,income,Economically Disadvantaged,.85096461,.8068915,.89503771,1
2017,39300,income,Not Economically Disadvantaged,.93592334,.89829797,.97354871,1
2017,39300,race-ethnicity,"Black, Non-Hispanic",.81525666,.72686046,.90365285,1
2017,39300,race-ethnicity,Hispanic,.9503327,.87699389,1.0236715,2
2017,39300,race-ethnicity,"White, Non-Hispanic",.96645457,.93481237,.99809676,1
2017,39340,all,All,1.2252997,1.0984678,1.3521316,3
2017,39340,gender,Female,1.2853986,1.1529384,1.4178588,3
2017,39340,gender,Male,1.1669463,1.0210159,1.3128767,3
2017,39340,income,Economically Disadvantaged,1.1824317,.9954235,1.3694398,3
2017,39340,income,Not Economically Disadvantaged,1.197879,1.0685494,1.3272085,3
2017,39340,race-ethnicity,"Black, Non-Hispanic",.97550774,.048088204,1.9029273,3
2017,39340,race-ethnicity,Hispanic,1.2745749,1.0042443,1.5449054,3
2017,39340,race-ethnicity,"White, Non-Hispanic",1.2398846,1.1342716,1.3454976,3
2017,39380,all,All,.5694288,-.016821941,1.1556796,3
2017,39380,gender,Female,.73533082,.10201586,1.3686458,3
2017,39380,gender,Male,.4472219,-.20686755,1.1013113,3
2017,39380,income,Economically Disadvantaged,.45169491,-.18270209,1.0860919,3
2017,39380,income,Not Economically Disadvantaged,.75500935,-.063738242,1.5737569,3
2017,39380,race-ethnicity,"Black, Non-Hispanic",-2.2145677,-5.3909674,.96183193,3
2017,39380,race-ethnicity,Hispanic,.54900861,-.015813198,1.1138304,3
2017,39380,race-ethnicity,"White, Non-Hispanic",.73545259,.0095032081,1.4614019,3
2017,39420,all,All,.84097922,.55916685,1.1227916,3
2017,39420,gender,Female,.82730621,.529971,1.1246414,3
2017,39420,gender,Male,.80258602,.48138851,1.1237835,3
2017,39420,income,Economically Disadvantaged,.95495492,.57180887,1.3381009,3
2017,39420,income,Not Economically Disadvantaged,.753681,.44832292,1.0590391,3
2017,39420,race-ethnicity,"Black, Non-Hispanic",,,,
2017,39420,race-ethnicity,Hispanic,,,,
2017,39420,race-ethnicity,"White, Non-Hispanic",.91529834,.66994566,1.1606511,3
2017,39460,all,All,.74166644,.60766977,.8756631,1
2017,39460,gender,Female,.81318182,.67203951,.95432413,1
2017,39460,gender,Male,.66854829,.51562476,.82147181,1
2017,39460,income,Economically Disadvantaged,.72453123,.57747579,.87158668,1
2017,39460,income,Not Economically Disadvantaged,.72571015,.54282707,.90859324,1
2017,39460,race-ethnicity,"Black, Non-Hispanic",.80583256,.51890171,1.0927634,1
2017,39460,race-ethnicity,Hispanic,.64502394,.39168015,.89836776,1
2017,39460,race-ethnicity,"White, Non-Hispanic",.74650925,.62339222,.86962628,1
2017,39500,all,All,.88815671,.73201418,1.0442992,1
2017,39500,gender,Female,.94153976,.77248645,1.1105931,1
2017,39500,gender,Male,.83996546,.66607499,1.0138559,1
2017,39500,income,Economically Disadvantaged,.9147079,.7302286,1.0991873,1
2017,39500,income,Not Economically Disadvantaged,.81251657,.62142187,1.0036112,1
2017,39500,race-ethnicity,"Black, Non-Hispanic",.74543583,.28318945,1.2076823,1
2017,39500,race-ethnicity,Hispanic,,,,
2017,39500,race-ethnicity,"White, Non-Hispanic",.89444381,.7667625,1.0221251,1
2017,39540,all,All,.92316192,.82662892,1.0196949,1
2017,39540,gender,Female,.996759,.89509869,1.0984193,1
2017,39540,gender,Male,.85265517,.74235225,.9629581,1
2017,39540,income,Economically Disadvantaged,.82344115,.70627791,.94060439,1
2017,39540,income,Not Economically Disadvantaged,.90405262,.78582829,1.0222769,1
2017,39540,race-ethnicity,"Black, Non-Hispanic",.63141942,.48188332,.78095555,1
2017,39540,race-ethnicity,Hispanic,.97815883,.82644719,1.1298704,1
2017,39540,race-ethnicity,"White, Non-Hispanic",1.0022417,.90329188,1.1011915,1
2017,39580,all,All,.90307206,.86839312,.937751,1
2017,39580,gender,Female,.9326092,.89609873,.96911967,1
2017,39580,gender,Male,.87425125,.83465606,.91384643,1
2017,39580,income,Economically Disadvantaged,.79805571,.73079824,.86531317,1
2017,39580,income,Not Economically Disadvantaged,.88162482,.84587055,.91737908,1
2017,39580,race-ethnicity,"Black, Non-Hispanic",.87202805,.81997204,.92408407,1
2017,39580,race-ethnicity,Hispanic,.94766796,.88653135,1.0088046,1
2017,39580,race-ethnicity,"White, Non-Hispanic",.89885783,.86181813,.93589753,1
2017,39660,all,All,1.1597899,1.0443066,1.2752732,1
2017,39660,gender,Female,1.2245951,1.105095,1.3440951,1
2017,39660,gender,Male,1.0970383,.96269667,1.2313799,1
2017,39660,income,Economically Disadvantaged,1.1548272,1.0021567,1.3074977,1
2017,39660,income,Not Economically Disadvantaged,1.1096665,.9822948,1.2370381,1
2017,39660,race-ethnicity,"Black, Non-Hispanic",1.2660449,.40350959,2.1285801,3
2017,39660,race-ethnicity,Hispanic,1.3354285,.99414778,1.6767092,1
2017,39660,race-ethnicity,"White, Non-Hispanic",1.122623,1.0187706,1.2264754,1
2017,39700,all,All,1.103312,.86712837,1.3394957,1
2017,39700,gender,Female,1.1706529,.92032194,1.4209838,1
2017,39700,gender,Male,1.0679735,.79997271,1.3359742,1
2017,39700,income,Economically Disadvantaged,1.0781034,.85055614,1.3056507,1
2017,39700,income,Not Economically Disadvantaged,1.0687478,.59868199,1.5388135,1
2017,39700,race-ethnicity,"Black, Non-Hispanic",,,,
2017,39700,race-ethnicity,Hispanic,1.093496,.91763121,1.2693607,1
2017,39700,race-ethnicity,"White, Non-Hispanic",,,,
2017,39740,all,All,.84087837,.77907628,.90268046,1
2017,39740,gender,Female,.93501937,.86995977,1.0000789,1
2017,39740,gender,Male,.75739777,.68682134,.8279742,1
2017,39740,income,Economically Disadvantaged,.86515313,.7621308,.96817547,1
2017,39740,income,Not Economically Disadvantaged,.91053766,.83992082,.9811545,1
2017,39740,race-ethnicity,"Black, Non-Hispanic",.72768152,.53560132,.91976172,1
2017,39740,race-ethnicity,Hispanic,.86831897,.7608813,.97575665,1
2017,39740,race-ethnicity,"White, Non-Hispanic",.9050799,.84475869,.96540111,1
2017,39780,all,All,1.0699793,.9057495,1.2342091,1
2017,39780,gender,Female,1.142326,.9706248,1.3140272,1
2017,39780,gender,Male,.99336839,.80435884,1.1823779,1
2017,39780,income,Economically Disadvantaged,1.0758156,.90532237,1.2463087,1
2017,39780,income,Not Economically Disadvantaged,.99631798,.74491781,1.2477182,1
2017,39780,race-ethnicity,"Black, Non-Hispanic",,,,
2017,39780,race-ethnicity,Hispanic,1.1210907,.9240213,1.3181601,1
2017,39780,race-ethnicity,"White, Non-Hispanic",1.0463506,.88118553,1.2115157,1
2017,39820,all,All,1.1030006,.99300027,1.213001,1
2017,39820,gender,Female,1.1606445,1.0472835,1.2740055,1
2017,39820,gender,Male,1.0474179,.91908425,1.1757516,1
2017,39820,income,Economically Disadvantaged,1.0657686,.94020176,1.1913354,1
2017,39820,income,Not Economically Disadvantaged,1.1091882,.96806663,1.2503097,1
2017,39820,race-ethnicity,"Black, Non-Hispanic",.90084267,.17571257,1.6259727,3
2017,39820,race-ethnicity,Hispanic,1.135204,.92265695,1.347751,1
2017,39820,race-ethnicity,"White, Non-Hispanic",1.0820602,.98174703,1.1823734,1
2017,39860,all,All,.91823196,.65894204,1.1775219,1
2017,39860,gender,Female,.93229836,.66388899,1.2007078,1
2017,39860,gender,Male,.90778404,.60682803,1.20874,1
2017,39860,income,Economically Disadvantaged,.90926176,.48611483,1.3324087,1
2017,39860,income,Not Economically Disadvantaged,.87528235,.62291729,1.1276474,1
2017,39860,race-ethnicity,"Black, Non-Hispanic",,,,
2017,39860,race-ethnicity,Hispanic,.86673623,.1106958,1.6227766,3
2017,39860,race-ethnicity,"White, Non-Hispanic",.88961524,.67458016,1.1046503,1
2017,39900,all,All,1.0437487,.97475505,1.1127424,2
2017,39900,gender,Female,1.1110042,1.0386901,1.1833184,2
2017,39900,gender,Male,.97734892,.89823979,1.056458,2
2017,39900,income,Economically Disadvantaged,1.0664414,.979491,1.1533918,2
2017,39900,income,Not Economically Disadvantaged,.93331742,.8534351,1.0131998,2
2017,39900,race-ethnicity,"Black, Non-Hispanic",1.0218017,.69338369,1.3502197,2
2017,39900,race-ethnicity,Hispanic,1.1230493,1.0427223,1.2033762,2
2017,39900,race-ethnicity,"White, Non-Hispanic",.99223548,.9152832,1.0691878,2
2017,39940,all,All,.5254274,.27957147,.77128333,3
2017,39940,gender,Female,.53259015,.27469236,.79048795,3
2017,39940,gender,Male,.49525189,.21348532,.77701849,3
2017,39940,income,Economically Disadvantaged,.5838694,.25961477,.90812403,3
2017,39940,income,Not Economically Disadvantaged,.47238716,.2025384,.7422359,3
2017,39940,race-ethnicity,"Black, Non-Hispanic",,,,
2017,39940,race-ethnicity,Hispanic,1.095757,.54153895,1.6499751,3
2017,39940,race-ethnicity,"White, Non-Hispanic",.48048905,.28025627,.68072182,3
2017,39980,all,All,.89351332,.73403358,1.0529931,1
2017,39980,gender,Female,1.0612363,.89445621,1.2280164,1
2017,39980,gender,Male,.73786598,.55458415,.92114782,1
2017,39980,income,Economically Disadvantaged,.76020795,.57602298,.94439292,1
2017,39980,income,Not Economically Disadvantaged,1.0072746,.80580485,1.2087444,1
2017,39980,race-ethnicity,"Black, Non-Hispanic",.38958129,-1.3541362,2.1332989,3
2017,39980,race-ethnicity,Hispanic,1.4243804,-.11009056,2.9588513,3
2017,39980,race-ethnicity,"White, Non-Hispanic",.90544337,.77239734,1.0384895,1
2017,40060,all,All,.74061906,.70461923,.7766189,1
2017,40060,gender,Female,.76705962,.72946912,.80465013,1
2017,40060,gender,Male,.71417218,.67274386,.75560051,1
2017,40060,income,Economically Disadvantaged,.70691931,.65696657,.75687206,1
2017,40060,income,Not Economically Disadvantaged,.72912085,.69098437,.76725733,1
2017,40060,race-ethnicity,"Black, Non-Hispanic",.71488494,.6716041,.75816578,1
2017,40060,race-ethnicity,Hispanic,.68459332,.59061706,.77856958,1
2017,40060,race-ethnicity,"White, Non-Hispanic",.75268871,.71353203,.79184538,1
2017,40080,all,All,1.0286108,.90206808,1.1551535,1
2017,40080,gender,Female,1.0901268,.95542008,1.2248335,1
2017,40080,gender,Male,.96447539,.82145232,1.1074985,1
2017,40080,income,Economically Disadvantaged,.99815321,.84932774,1.1469786,1
2017,40080,income,Not Economically Disadvantaged,1.0749385,.91841769,1.2314594,1
2017,40080,race-ethnicity,"Black, Non-Hispanic",1.1451954,.61238748,1.6780032,3
2017,40080,race-ethnicity,Hispanic,1.1289971,.65761262,1.6003816,1
2017,40080,race-ethnicity,"White, Non-Hispanic",1.0229096,.92134374,1.1244756,1
2017,40100,all,All,.83154154,.70638347,.95669961,1
2017,40100,gender,Female,.87189287,.74382585,.99995989,1
2017,40100,gender,Male,.78296363,.63592476,.93000251,1
2017,40100,income,Economically Disadvantaged,.78784525,.67178863,.90390188,1
2017,40100,income,Not Economically Disadvantaged,.88847107,.55660629,1.2203358,1
2017,40100,race-ethnicity,"Black, Non-Hispanic",,,,
2017,40100,race-ethnicity,Hispanic,.83297795,.74177086,.92418504,1
2017,40100,race-ethnicity,"White, Non-Hispanic",,,,
2017,40140,all,All,1.0639215,1.0450162,1.0828267,1
2017,40140,gender,Female,1.1257492,1.1058505,1.145648,1
2017,40140,gender,Male,1.0015258,.97992527,1.0231262,1
2017,40140,income,Economically Disadvantaged,1.0641077,1.0444294,1.0837859,1
2017,40140,income,Not Economically Disadvantaged,1.0441898,1.0155157,1.0728639,1
2017,40140,race-ethnicity,"Black, Non-Hispanic",.99694294,.94742751,1.0464584,1
2017,40140,race-ethnicity,Hispanic,1.0913759,1.0741317,1.1086202,1
2017,40140,race-ethnicity,"White, Non-Hispanic",1.00343,.97180021,1.0350598,1
2017,40180,all,All,.88070148,.67330784,1.0880951,1
2017,40180,gender,Female,.96808636,.74895495,1.1872177,1
2017,40180,gender,Male,.79249769,.55649525,1.0285002,1
2017,40180,income,Economically Disadvantaged,.69183797,.26927289,1.114403,2
2017,40180,income,Not Economically Disadvantaged,.67981511,.22942431,1.1302059,2
2017,40180,race-ethnicity,"Black, Non-Hispanic",,,,
2017,40180,race-ethnicity,Hispanic,.86099017,.32110724,1.4008731,1
2017,40180,race-ethnicity,"White, Non-Hispanic",.87361825,.65258163,1.0946549,1
2017,40220,all,All,.78465587,.70881426,.86049747,1
2017,40220,gender,Female,.83703178,.75719011,.91687346,1
2017,40220,gender,Male,.73548037,.64887965,.82208109,1
2017,40220,income,Economically Disadvantaged,.76235831,.66468155,.86003506,1
2017,40220,income,Not Economically Disadvantaged,.74719489,.66221803,.83217174,1
2017,40220,race-ethnicity,"Black, Non-Hispanic",.81952739,.69404352,.94501126,1
2017,40220,race-ethnicity,Hispanic,.7555514,.53844953,.97265327,1
2017,40220,race-ethnicity,"White, Non-Hispanic",.77869105,.70926833,.84811378,1
2017,40260,all,All,1.0463585,.88180149,1.2109154,1
2017,40260,gender,Female,1.1070696,.93177545,1.2823638,1
2017,40260,gender,Male,1.0000629,.81419039,1.1859355,1
2017,40260,income,Economically Disadvantaged,1.0117767,.78574997,1.2378033,1
2017,40260,income,Not Economically Disadvantaged,.84997141,.57815593,1.1217868,1
2017,40260,race-ethnicity,"Black, Non-Hispanic",1.0752397,.93491417,1.2155651,1
2017,40260,race-ethnicity,Hispanic,1.0347905,.42812476,1.6414562,3
2017,40260,race-ethnicity,"White, Non-Hispanic",.96080357,.70760483,1.2140023,1
2017,40300,all,All,1.0487493,.87417465,1.2233239,1
2017,40300,gender,Female,1.1593574,.98169231,1.3370225,1
2017,40300,gender,Male,.90766823,.70138919,1.1139473,1
2017,40300,income,Economically Disadvantaged,1.0352821,.7917257,1.2788385,1
2017,40300,income,Not Economically Disadvantaged,1.0245886,.83978325,1.2093939,1
2017,40300,race-ethnicity,"Black, Non-Hispanic",,,,
2017,40300,race-ethnicity,Hispanic,1.141845,.81897348,1.4647166,1
2017,40300,race-ethnicity,"White, Non-Hispanic",1.0235492,.87326598,1.1738324,1
2017,40340,all,All,.83783746,.75178152,.92389339,1
2017,40340,gender,Female,.89046788,.80039418,.98054159,1
2017,40340,gender,Male,.77974027,.6809361,.87854445,1
2017,40340,income,Economically Disadvantaged,.82769281,.6976226,.95776302,1
2017,40340,income,Not Economically Disadvantaged,.80761731,.72091132,.89432329,1
2017,40340,race-ethnicity,"Black, Non-Hispanic",.89914215,.69380832,1.104476,1
2017,40340,race-ethnicity,Hispanic,.95449352,.72093624,1.1880509,1
2017,40340,race-ethnicity,"White, Non-Hispanic",.83056056,.75508159,.90603954,1
2017,40380,all,All,1.0747153,.83061188,1.3188186,3
2017,40380,gender,Female,1.0291716,.77323323,1.2851099,3
2017,40380,gender,Male,1.1280599,.84825939,1.4078604,3
2017,40380,income,Economically Disadvantaged,1.1237426,.8092792,1.438206,3
2017,40380,income,Not Economically Disadvantaged,1.1679854,.89498651,1.4409844,3
2017,40380,race-ethnicity,"Black, Non-Hispanic",1.2329452,.83554208,1.6303483,3
2017,40380,race-ethnicity,Hispanic,,,,
2017,40380,race-ethnicity,"White, Non-Hispanic",1.1072834,.87926328,1.3353034,3
2017,40420,all,All,1.0094701,.94038314,1.0785571,1
2017,40420,gender,Female,1.0776957,1.0046802,1.1507113,1
2017,40420,gender,Male,.94754976,.86895043,1.0261492,1
2017,40420,income,Economically Disadvantaged,1.0131184,.93219674,1.09404,1
2017,40420,income,Not Economically Disadvantaged,.8577916,.77137887,.94420433,1
2017,40420,race-ethnicity,"Black, Non-Hispanic",.93076539,.813559,1.0479718,1
2017,40420,race-ethnicity,Hispanic,.98896861,.86817944,1.1097578,1
2017,40420,race-ethnicity,"White, Non-Hispanic",1.0760883,1.0052276,1.1469491,1
2017,40460,all,All,1.0120918,.82322127,1.2009622,1
2017,40460,gender,Female,1.0744324,.86968529,1.2791795,1
2017,40460,gender,Male,.95004189,.73989785,1.1601859,1
2017,40460,income,Economically Disadvantaged,.90405446,.63071001,1.1773989,1
2017,40460,income,Not Economically Disadvantaged,.87429523,.59627348,1.152317,1
2017,40460,race-ethnicity,"Black, Non-Hispanic",1.0176862,.80184901,1.2335235,1
2017,40460,race-ethnicity,Hispanic,1.1045845,.71150422,1.4976647,1
2017,40460,race-ethnicity,"White, Non-Hispanic",1.0060741,.78778398,1.2243642,1
2017,40484,all,All,.94632584,.882424,1.0102277,1
2017,40484,gender,Female,.97640359,.91000223,1.042805,1
2017,40484,gender,Male,.91197783,.83808726,.98586839,1
2017,40484,income,Economically Disadvantaged,.8566727,.72851902,.98482639,1
2017,40484,income,Not Economically Disadvantaged,.94834727,.88980979,1.0068848,1
2017,40484,race-ethnicity,"Black, Non-Hispanic",,,,
2017,40484,race-ethnicity,Hispanic,.83329976,.59065771,1.0759418,1
2017,40484,race-ethnicity,"White, Non-Hispanic",.94207114,.89076382,.99337846,1
2017,40540,all,All,1.097622,.90475756,1.2904865,1
2017,40540,gender,Female,1.1362228,.93221062,1.340235,1
2017,40540,gender,Male,1.0630488,.84380162,1.2822961,1
2017,40540,income,Economically Disadvantaged,1.1243511,.85052288,1.3981794,1
2017,40540,income,Not Economically Disadvantaged,1.038152,.83635205,1.239952,1
2017,40540,race-ethnicity,"Black, Non-Hispanic",,,,
2017,40540,race-ethnicity,Hispanic,1.1445665,.8433798,1.4457533,1
2017,40540,race-ethnicity,"White, Non-Hispanic",1.0825413,.91211504,1.2529677,1
2017,40580,all,All,.85048294,.74494165,.95602423,1
2017,40580,gender,Female,.88286102,.77161539,.99410665,1
2017,40580,gender,Male,.82339698,.70302564,.94376832,1
2017,40580,income,Economically Disadvantaged,.78463405,.63309842,.93616968,1
2017,40580,income,Not Economically Disadvantaged,.72991312,.57705873,.8827675,1
2017,40580,race-ethnicity,"Black, Non-Hispanic",.86435074,.76078045,.96792102,1
2017,40580,race-ethnicity,Hispanic,.91904777,.69164532,1.1464502,1
2017,40580,race-ethnicity,"White, Non-Hispanic",.86066812,.72223711,.99909914,1
2017,40620,all,All,.96928406,.77317458,1.1653935,1
2017,40620,gender,Female,.95518333,.74457359,1.1657931,1
2017,40620,gender,Male,.98568815,.76576513,1.2056111,1
2017,40620,income,Economically Disadvantaged,.89363891,.65879375,1.1284841,1
2017,40620,income,Not Economically Disadvantaged,.99216843,.75541949,1.2289174,1
2017,40620,race-ethnicity,"Black, Non-Hispanic",.40600538,-.44360086,1.2556117,3
2017,40620,race-ethnicity,Hispanic,,,,
2017,40620,race-ethnicity,"White, Non-Hispanic",.99387985,.83623338,1.1515263,1
2017,40660,all,All,.86633968,.73788804,.99479133,1
2017,40660,gender,Female,.91551507,.7793166,1.0517135,1
2017,40660,gender,Male,.83269614,.68697625,.97841603,1
2017,40660,income,Economically Disadvantaged,1.0283153,.9039498,1.1526808,1
2017,40660,income,Not Economically Disadvantaged,.67948169,.3044796,1.0544838,2
2017,40660,race-ethnicity,"Black, Non-Hispanic",.91098303,.71283883,1.1091273,1
2017,40660,race-ethnicity,Hispanic,1.0632703,.83080232,1.2957383,1
2017,40660,race-ethnicity,"White, Non-Hispanic",.80260581,.67533118,.92988044,1
2017,40700,all,All,1.148527,.95712113,1.3399329,2
2017,40700,gender,Female,1.2115664,1.011201,1.4119319,2
2017,40700,gender,Male,1.0986729,.87892383,1.318422,2
2017,40700,income,Economically Disadvantaged,1.1047218,.89429408,1.3151495,2
2017,40700,income,Not Economically Disadvantaged,1.2015432,.94165391,1.4614326,2
2017,40700,race-ethnicity,"Black, Non-Hispanic",,,,
2017,40700,race-ethnicity,Hispanic,1.2282598,.79267305,1.6638465,2
2017,40700,race-ethnicity,"White, Non-Hispanic",1.1681713,1.004257,1.3320856,2
2017,40740,all,All,1.0227524,.1937294,1.8517754,3
2017,40740,gender,Female,.83105421,-.045894716,1.7080032,3
2017,40740,gender,Male,1.197317,.25490665,2.1397274,3
2017,40740,income,Economically Disadvantaged,.92529541,.15468958,1.6959013,3
2017,40740,income,Not Economically Disadvantaged,1.5072076,-.51780999,3.5322251,3
2017,40740,race-ethnicity,"Black, Non-Hispanic",,,,
2017,40740,race-ethnicity,Hispanic,.90284359,.19487914,1.610808,3
2017,40740,race-ethnicity,"White, Non-Hispanic",1.5077114,.24218549,2.7732372,3
2017,40780,all,All,.7667945,.6342985,.8992905,1
2017,40780,gender,Female,.81814641,.67892474,.95736808,1
2017,40780,gender,Male,.68115044,.52954859,.83275229,1
2017,40780,income,Economically Disadvantaged,.75831574,.61546689,.90116459,1
2017,40780,income,Not Economically Disadvantaged,.56769925,.38115805,.75424045,1
2017,40780,race-ethnicity,"Black, Non-Hispanic",.75935209,.2901997,1.2285044,1
2017,40780,race-ethnicity,Hispanic,.80151182,.58253759,1.020486,1
2017,40780,race-ethnicity,"White, Non-Hispanic",.76001292,.64263433,.87739152,1
2017,40820,all,All,.94467902,.74272805,1.1466299,1
2017,40820,gender,Female,.96775055,.68888843,1.2466127,1
2017,40820,gender,Male,.86588573,.63658512,1.0951864,1
2017,40820,income,Economically Disadvantaged,.9441545,.64293671,1.2453723,2
2017,40820,income,Not Economically Disadvantaged,.99188089,.57787901,1.4058828,2
