year,state,county,subgroup_type,subgroup,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,share_in_preschool_quality
2021,51,117,race-ethnicity,"Black, Non-Hispanic",0.29024,0.41864,0.16184,3
2021,51,117,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,117,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,117,race-ethnicity,"White, Non-Hispanic",0.45949,0.55220,0.36678,2
2021,51,119,all,All,0.43558,0.52115,0.35002,2
2021,51,119,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,119,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,119,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,119,race-ethnicity,"White, Non-Hispanic",0.49053,0.59743,0.38362,3
2021,51,121,all,All,0.41869,0.51131,0.32607,2
2021,51,121,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,121,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,121,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,121,race-ethnicity,"White, Non-Hispanic",0.39353,0.49335,0.29370,3
2021,51,125,all,All,0.38926,0.49231,0.28621,3
2021,51,125,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,125,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,125,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,125,race-ethnicity,"White, Non-Hispanic",0.38202,0.50014,0.26390,3
2021,51,127,all,All,0.46344,0.53343,0.39345,2
2021,51,127,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,127,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,127,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,127,race-ethnicity,"White, Non-Hispanic",0.48360,0.56279,0.40442,2
2021,51,131,all,All,0.43558,0.52115,0.35002,2
2021,51,131,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,131,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,131,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,131,race-ethnicity,"White, Non-Hispanic",0.49053,0.59743,0.38362,3
2021,51,133,all,All,0.43558,0.52115,0.35002,2
2021,51,133,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,133,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,133,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,133,race-ethnicity,"White, Non-Hispanic",0.49053,0.59743,0.38362,3
2021,51,135,all,All,0.38190,0.45451,0.30929,2
2021,51,135,race-ethnicity,"Black, Non-Hispanic",0.29024,0.41864,0.16184,3
2021,51,135,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,135,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,135,race-ethnicity,"White, Non-Hispanic",0.45949,0.55220,0.36678,2
2021,51,137,all,All,0.44421,0.51741,0.37101,2
2021,51,137,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,137,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,137,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,137,race-ethnicity,"White, Non-Hispanic",0.45813,0.54346,0.37281,2
2021,51,139,all,All,0.34514,0.43832,0.25196,2
2021,51,139,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,139,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,139,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,139,race-ethnicity,"White, Non-Hispanic",0.33051,0.42936,0.23167,3
2021,51,141,all,All,0.40165,0.47668,0.32662,2
2021,51,141,race-ethnicity,"Black, Non-Hispanic",0.57995,0.74586,0.41404,3
2021,51,141,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,141,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,141,race-ethnicity,"White, Non-Hispanic",0.36912,0.46418,0.27406,3
2021,51,143,all,All,0.40165,0.47668,0.32662,2
2021,51,143,race-ethnicity,"Black, Non-Hispanic",0.57995,0.74586,0.41404,3
2021,51,143,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,143,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,143,race-ethnicity,"White, Non-Hispanic",0.36912,0.46418,0.27406,3
2021,51,145,all,All,0.46344,0.53343,0.39345,2
2021,51,145,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,145,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,145,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,145,race-ethnicity,"White, Non-Hispanic",0.48360,0.56279,0.40442,2
2021,51,147,all,All,0.38190,0.45451,0.30929,2
2021,51,147,race-ethnicity,"Black, Non-Hispanic",0.29024,0.41864,0.16184,3
2021,51,147,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,147,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,147,race-ethnicity,"White, Non-Hispanic",0.45949,0.55220,0.36678,2
2021,51,149,all,All,0.27642,0.34053,0.21232,2
2021,51,149,race-ethnicity,"Black, Non-Hispanic",0.28687,0.39360,0.18015,3
2021,51,149,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,149,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,149,race-ethnicity,"White, Non-Hispanic",0.27797,0.37053,0.18542,3
2021,51,153,all,All,0.31728,0.35471,0.27985,1
2021,51,153,race-ethnicity,"Black, Non-Hispanic",0.33820,0.43704,0.23935,3
2021,51,153,race-ethnicity,Hispanic,0.20881,0.27614,0.14148,1
2021,51,153,race-ethnicity,Other Races and Ethnicities,0.29043,0.37234,0.20852,1
2021,51,153,race-ethnicity,"White, Non-Hispanic",0.41268,0.47396,0.35141,1
2021,51,155,all,All,0.41869,0.51131,0.32607,2
2021,51,155,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,155,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,155,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,155,race-ethnicity,"White, Non-Hispanic",0.39353,0.49335,0.29370,3
2021,51,157,all,All,0.44421,0.51741,0.37101,2
2021,51,157,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,157,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,157,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,157,race-ethnicity,"White, Non-Hispanic",0.45813,0.54346,0.37281,2
2021,51,159,all,All,0.43558,0.52115,0.35002,2
2021,51,159,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,159,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,159,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,159,race-ethnicity,"White, Non-Hispanic",0.49053,0.59743,0.38362,3
2021,51,161,all,All,0.44667,0.50733,0.38600,2
2021,51,161,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,161,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,161,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,161,race-ethnicity,"White, Non-Hispanic",0.46146,0.53179,0.39113,2
2021,51,163,all,All,0.38036,0.45965,0.30107,2
2021,51,163,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,163,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,163,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,163,race-ethnicity,"White, Non-Hispanic",0.41974,0.50842,0.33107,2
2021,51,165,all,All,0.44663,0.52540,0.36785,2
2021,51,165,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,165,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,165,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,165,race-ethnicity,"White, Non-Hispanic",0.52813,0.61858,0.43767,2
2021,51,167,all,All,0.23022,0.29242,0.16803,2
2021,51,167,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,167,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,167,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,167,race-ethnicity,"White, Non-Hispanic",0.23678,0.30069,0.17288,2
2021,51,169,all,All,0.23022,0.29242,0.16803,2
2021,51,169,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,169,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,169,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,169,race-ethnicity,"White, Non-Hispanic",0.23678,0.30069,0.17288,2
2021,51,171,all,All,0.34514,0.43832,0.25195,2
2021,51,171,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,171,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,171,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,171,race-ethnicity,"White, Non-Hispanic",0.33051,0.42936,0.23167,3
2021,51,173,all,All,0.43952,0.51163,0.36741,2
2021,51,173,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,173,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,173,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,173,race-ethnicity,"White, Non-Hispanic",0.45067,0.52705,0.37428,2
2021,51,175,all,All,0.47238,0.55023,0.39454,2
2021,51,175,race-ethnicity,"Black, Non-Hispanic",0.49193,0.64313,0.34073,3
2021,51,175,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,175,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,175,race-ethnicity,"White, Non-Hispanic",0.56307,0.66612,0.46002,3
2021,51,177,all,All,0.36111,0.42458,0.29764,2
2021,51,177,race-ethnicity,"Black, Non-Hispanic",0.40841,0.57872,0.23810,3
2021,51,177,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,177,race-ethnicity,Other Races and Ethnicities,0.41860,0.57975,0.25745,3
2021,51,177,race-ethnicity,"White, Non-Hispanic",0.37132,0.45602,0.28662,2
2021,51,179,all,All,0.39957,0.47193,0.32720,1
2021,51,179,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,179,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,179,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,179,race-ethnicity,"White, Non-Hispanic",0.45934,0.56173,0.35695,3
2021,51,181,all,All,0.27642,0.34053,0.21232,2
2021,51,181,race-ethnicity,"Black, Non-Hispanic",0.28687,0.39360,0.18015,3
2021,51,181,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,181,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,181,race-ethnicity,"White, Non-Hispanic",0.27797,0.37053,0.18542,3
2021,51,183,all,All,0.27642,0.34053,0.21232,2
2021,51,183,race-ethnicity,"Black, Non-Hispanic",0.28687,0.39360,0.18015,3
2021,51,183,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,183,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,183,race-ethnicity,"White, Non-Hispanic",0.27797,0.37053,0.18542,3
2021,51,185,all,All,0.23022,0.29242,0.16803,2
2021,51,185,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,185,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,185,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,185,race-ethnicity,"White, Non-Hispanic",0.23678,0.30069,0.17288,2
2021,51,187,all,All,0.34514,0.43832,0.25196,2
2021,51,187,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,187,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,187,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,187,race-ethnicity,"White, Non-Hispanic",0.33051,0.42936,0.23167,3
2021,51,191,all,All,0.43952,0.51163,0.36741,2
2021,51,191,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,191,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,191,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,191,race-ethnicity,"White, Non-Hispanic",0.45067,0.52705,0.37428,2
2021,51,193,all,All,0.43558,0.52115,0.35002,2
2021,51,193,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,193,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,193,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,193,race-ethnicity,"White, Non-Hispanic",0.49053,0.59743,0.38362,3
2021,51,195,all,All,0.23022,0.29242,0.16803,2
2021,51,195,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,195,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,195,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,195,race-ethnicity,"White, Non-Hispanic",0.23678,0.30069,0.17288,2
2021,51,197,all,All,0.43952,0.51163,0.36741,2
2021,51,197,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,197,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,197,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,197,race-ethnicity,"White, Non-Hispanic",0.45067,0.52705,0.37428,2
2021,51,199,all,All,0.56077,0.64576,0.47578,2
2021,51,199,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,199,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,199,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,199,race-ethnicity,"White, Non-Hispanic",0.50496,0.60713,0.40279,3
2021,51,510,all,All,0.47199,0.54279,0.40119,1
2021,51,510,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,510,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,510,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,510,race-ethnicity,"White, Non-Hispanic",0.66232,0.75030,0.57434,1
2021,51,520,all,All,0.43952,0.51163,0.36741,2
2021,51,520,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,520,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,520,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,520,race-ethnicity,"White, Non-Hispanic",0.45067,0.52705,0.37428,2
2021,51,530,all,All,0.38036,0.45965,0.30107,2
2021,51,530,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,530,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,530,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,530,race-ethnicity,"White, Non-Hispanic",0.41974,0.50842,0.33107,2
2021,51,540,all,All,0.60722,0.70108,0.51336,2
2021,51,540,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,540,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,540,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,540,race-ethnicity,"White, Non-Hispanic",0.61906,0.72897,0.50916,3
2021,51,550,all,All,0.41051,0.47627,0.34476,1
2021,51,550,race-ethnicity,"Black, Non-Hispanic",0.28655,0.40192,0.17117,3
2021,51,550,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,550,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,550,race-ethnicity,"White, Non-Hispanic",0.51596,0.60730,0.42462,1
2021,51,570,all,All,0.27642,0.34053,0.21232,2
2021,51,570,race-ethnicity,"Black, Non-Hispanic",0.28687,0.39360,0.18015,3
2021,51,570,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,570,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,570,race-ethnicity,"White, Non-Hispanic",0.27797,0.37053,0.18542,3
2021,51,580,all,All,0.44734,0.52415,0.37054,2
2021,51,580,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,580,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,580,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,580,race-ethnicity,"White, Non-Hispanic",0.46705,0.55121,0.38288,2
2021,51,590,all,All,0.40165,0.47668,0.32662,2
2021,51,590,race-ethnicity,"Black, Non-Hispanic",0.57995,0.74586,0.41404,3
2021,51,590,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,590,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,590,race-ethnicity,"White, Non-Hispanic",0.36912,0.46418,0.27406,3
2021,51,595,all,All,0.27642,0.34053,0.21232,2
2021,51,595,race-ethnicity,"Black, Non-Hispanic",0.28687,0.39360,0.18015,3
2021,51,595,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,595,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,595,race-ethnicity,"White, Non-Hispanic",0.27797,0.37053,0.18542,3
2021,51,600,all,All,0.57671,0.64401,0.50940,2
2021,51,600,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,600,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,600,race-ethnicity,Other Races and Ethnicities,0.42000,0.55044,0.28955,3
2021,51,600,race-ethnicity,"White, Non-Hispanic",0.65920,0.74401,0.57440,2
2021,51,610,all,All,0.71404,0.79055,0.63753,2
2021,51,610,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,610,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,610,race-ethnicity,Other Races and Ethnicities,0.70739,0.83226,0.58253,3
2021,51,610,race-ethnicity,"White, Non-Hispanic",0.72055,0.82279,0.61831,3
2021,51,620,all,All,0.47238,0.55023,0.39454,2
2021,51,620,race-ethnicity,"Black, Non-Hispanic",0.49193,0.64313,0.34073,3
2021,51,620,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,620,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,620,race-ethnicity,"White, Non-Hispanic",0.56307,0.66612,0.46002,3
2021,51,630,all,All,0.39957,0.47193,0.32720,2
2021,51,630,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,630,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,630,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,630,race-ethnicity,"White, Non-Hispanic",0.45934,0.56173,0.35695,3
2021,51,640,all,All,0.43952,0.51163,0.36741,2
2021,51,640,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,640,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,640,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,640,race-ethnicity,"White, Non-Hispanic",0.45067,0.52705,0.37428,2
2021,51,650,all,All,0.47556,0.58111,0.37001,3
2021,51,650,race-ethnicity,"Black, Non-Hispanic",0.55242,0.70848,0.39636,3
2021,51,650,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,650,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,650,race-ethnicity,"White, Non-Hispanic",0.37206,0.54222,0.20191,3
2021,51,660,all,All,0.44663,0.52540,0.36785,2
2021,51,660,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,660,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,660,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,660,race-ethnicity,"White, Non-Hispanic",0.52813,0.61858,0.43767,2
2021,51,670,all,All,0.27642,0.34053,0.21232,2
2021,51,670,race-ethnicity,"Black, Non-Hispanic",0.28687,0.39360,0.18015,3
2021,51,670,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,670,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,670,race-ethnicity,"White, Non-Hispanic",0.27797,0.37053,0.18542,3
2021,51,678,all,All,0.38036,0.45965,0.30107,2
2021,51,678,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,678,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,678,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,678,race-ethnicity,"White, Non-Hispanic",0.41974,0.50842,0.33107,2
2021,51,680,all,All,0.52847,0.62306,0.43389,2
2021,51,680,race-ethnicity,"Black, Non-Hispanic",0.57502,0.74630,0.40374,3
2021,51,680,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,680,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,680,race-ethnicity,"White, Non-Hispanic",0.53240,0.65464,0.41015,3
2021,51,683,all,All,0.31754,0.39550,0.23959,2
2021,51,683,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,683,race-ethnicity,Hispanic,0.20275,0.31420,0.09131,3
2021,51,683,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,683,race-ethnicity,"White, Non-Hispanic",0.37949,0.51536,0.24361,3
2021,51,685,all,All,0.31754,0.39550,0.23959,2
2021,51,685,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,685,race-ethnicity,Hispanic,0.20275,0.31420,0.09131,3
2021,51,685,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,685,race-ethnicity,"White, Non-Hispanic",0.37949,0.51536,0.24361,3
2021,51,690,all,All,0.40165,0.47668,0.32662,2
2021,51,690,race-ethnicity,"Black, Non-Hispanic",0.57995,0.74586,0.41404,3
2021,51,690,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,690,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,690,race-ethnicity,"White, Non-Hispanic",0.36912,0.46418,0.27406,3
2021,51,700,all,All,0.40636,0.48295,0.32978,1
2021,51,700,race-ethnicity,"Black, Non-Hispanic",0.34753,0.47454,0.22052,3
2021,51,700,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,700,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,700,race-ethnicity,"White, Non-Hispanic",0.45426,0.58131,0.32721,3
2021,51,710,all,All,0.42801,0.48123,0.37478,1
2021,51,710,race-ethnicity,"Black, Non-Hispanic",0.33154,0.41612,0.24695,1
2021,51,710,race-ethnicity,Hispanic,0.53839,0.70848,0.36830,3
2021,51,710,race-ethnicity,Other Races and Ethnicities,0.32606,0.46153,0.19059,3
2021,51,710,race-ethnicity,"White, Non-Hispanic",0.57212,0.65589,0.48834,1
2021,51,720,all,All,0.23022,0.29242,0.16803,2
2021,51,720,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,720,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,720,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,720,race-ethnicity,"White, Non-Hispanic",0.23678,0.30069,0.17288,2
2021,51,730,all,All,0.27642,0.34053,0.21232,2
2021,51,730,race-ethnicity,"Black, Non-Hispanic",0.28687,0.39360,0.18015,3
2021,51,730,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,730,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,730,race-ethnicity,"White, Non-Hispanic",0.27797,0.37053,0.18542,3
2021,51,735,all,All,0.56077,0.64576,0.47578,2
2021,51,735,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,735,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,735,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,735,race-ethnicity,"White, Non-Hispanic",0.50496,0.60713,0.40279,3
2021,51,740,all,All,0.30867,0.39921,0.21813,2
2021,51,740,race-ethnicity,"Black, Non-Hispanic",0.25550,0.39603,0.11496,3
2021,51,740,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,740,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,740,race-ethnicity,"White, Non-Hispanic",0.41248,0.55632,0.26865,3
2021,51,750,all,All,0.41869,0.51131,0.32607,2
2021,51,750,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,750,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,750,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,750,race-ethnicity,"White, Non-Hispanic",0.39353,0.49335,0.29370,3
2021,51,760,all,All,0.49178,0.56973,0.41383,1
2021,51,760,race-ethnicity,"Black, Non-Hispanic",0.49879,0.62129,0.37629,3
2021,51,760,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,760,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,760,race-ethnicity,"White, Non-Hispanic",0.75655,0.86514,0.64796,3
2021,51,770,all,All,0.44106,0.53987,0.34225,3
2021,51,770,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,770,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,770,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,770,race-ethnicity,"White, Non-Hispanic",0.39686,0.52277,0.27094,3
2021,51,775,all,All,0.44106,0.53987,0.34225,3
2021,51,775,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,775,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,775,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,775,race-ethnicity,"White, Non-Hispanic",0.39686,0.52277,0.27094,3
2021,51,790,all,All,0.38036,0.45965,0.30107,2
2021,51,790,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,790,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,790,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,790,race-ethnicity,"White, Non-Hispanic",0.41974,0.50842,0.33107,2
2021,51,800,all,All,0.47238,0.55023,0.39454,2
2021,51,800,race-ethnicity,"Black, Non-Hispanic",0.49193,0.64313,0.34073,3
2021,51,800,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,800,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,800,race-ethnicity,"White, Non-Hispanic",0.56307,0.66612,0.46002,3
2021,51,810,all,All,0.50466,0.55055,0.45877,1
2021,51,810,race-ethnicity,"Black, Non-Hispanic",0.45598,0.58416,0.32780,3
2021,51,810,race-ethnicity,Hispanic,0.39497,0.52416,0.26577,3
2021,51,810,race-ethnicity,Other Races and Ethnicities,0.59557,0.69754,0.49361,3
2021,51,810,race-ethnicity,"White, Non-Hispanic",0.50456,0.56605,0.44307,1
2021,51,820,all,All,0.38036,0.45965,0.30107,2
2021,51,820,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,820,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,820,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,820,race-ethnicity,"White, Non-Hispanic",0.41974,0.50842,0.33107,2
2021,51,830,all,All,0.56077,0.64576,0.47578,2
2021,51,830,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,830,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,830,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,830,race-ethnicity,"White, Non-Hispanic",0.50496,0.60713,0.40279,3
2021,51,840,all,All,0.36881,0.45144,0.28619,2
2021,51,840,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,840,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,840,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
