year,state,county,subgroup_type,subgroup,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,share_hs_degree_quality
2021,13,105,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,105,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,105,race-ethnicity,"White, Non-Hispanic",0.66646,0.76913,0.56378,3
2021,13,107,all,All,0.81542,0.86370,0.76713,2
2021,13,107,race-ethnicity,"Black, Non-Hispanic",0.88185,0.94891,0.81479,3
2021,13,107,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,107,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,107,race-ethnicity,"White, Non-Hispanic",0.77756,0.84502,0.71010,2
2021,13,109,all,All,0.80778,0.86294,0.75261,2
2021,13,109,race-ethnicity,"Black, Non-Hispanic",0.87218,0.96207,0.78228,3
2021,13,109,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,109,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,109,race-ethnicity,"White, Non-Hispanic",0.78846,0.86376,0.71316,2
2021,13,111,all,All,0.80260,0.86567,0.73953,2
2021,13,111,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,111,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,111,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,111,race-ethnicity,"White, Non-Hispanic",0.83168,0.89891,0.76446,2
2021,13,113,all,All,0.87744,0.95068,0.80419,3
2021,13,113,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,113,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,113,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,113,race-ethnicity,"White, Non-Hispanic",0.85233,0.95716,0.74750,3
2021,13,115,all,All,0.94430,0.97362,0.91498,2
2021,13,115,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,115,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,115,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,115,race-ethnicity,"White, Non-Hispanic",0.96956,0.99480,0.94433,2
2021,13,117,all,All,0.91357,0.95020,0.87693,1
2021,13,117,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,117,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,117,race-ethnicity,Other Races and Ethnicities,0.87104,0.97904,0.76305,3
2021,13,117,race-ethnicity,"White, Non-Hispanic",0.92582,0.96668,0.88496,1
2021,13,119,all,All,0.84982,0.89521,0.80444,2
2021,13,119,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,119,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,119,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,119,race-ethnicity,"White, Non-Hispanic",0.82618,0.88265,0.76971,2
2021,13,121,all,All,0.91726,0.93228,0.90223,1
2021,13,121,race-ethnicity,"Black, Non-Hispanic",0.87637,0.90545,0.84728,1
2021,13,121,race-ethnicity,Hispanic,0.91773,0.96817,0.86729,1
2021,13,121,race-ethnicity,Other Races and Ethnicities,0.95731,0.98288,0.93173,1
2021,13,121,race-ethnicity,"White, Non-Hispanic",0.96346,0.98089,0.94603,1
2021,13,123,all,All,0.80260,0.86567,0.73953,2
2021,13,123,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,123,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,123,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,123,race-ethnicity,"White, Non-Hispanic",0.83168,0.89891,0.76446,2
2021,13,125,all,All,0.89830,0.94986,0.84674,2
2021,13,125,race-ethnicity,"Black, Non-Hispanic",0.87279,0.96167,0.78392,3
2021,13,125,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,125,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,125,race-ethnicity,"White, Non-Hispanic",0.94074,0.99770,0.88377,3
2021,13,127,all,All,0.84507,0.90061,0.78952,2
2021,13,127,race-ethnicity,"Black, Non-Hispanic",0.66666,0.82065,0.51267,3
2021,13,127,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,127,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,127,race-ethnicity,"White, Non-Hispanic",0.87385,0.93618,0.81151,2
2021,13,129,all,All,0.80260,0.86567,0.73953,2
2021,13,129,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,129,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,129,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,129,race-ethnicity,"White, Non-Hispanic",0.83168,0.89891,0.76446,2
2021,13,131,all,All,0.85601,0.91417,0.79785,2
2021,13,131,race-ethnicity,"Black, Non-Hispanic",0.86357,0.94901,0.77813,3
2021,13,131,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,131,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,131,race-ethnicity,"White, Non-Hispanic",0.83103,0.92212,0.73993,3
2021,13,133,all,All,0.69503,0.78146,0.60860,2
2021,13,133,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,133,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,133,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,133,race-ethnicity,"White, Non-Hispanic",0.66646,0.76913,0.56378,3
2021,13,135,all,All,0.87069,0.89560,0.84578,1
2021,13,135,race-ethnicity,"Black, Non-Hispanic",0.91501,0.95668,0.87333,1
2021,13,135,race-ethnicity,Hispanic,0.74358,0.80583,0.68132,1
2021,13,135,race-ethnicity,Other Races and Ethnicities,0.94811,0.98624,0.90998,1
2021,13,135,race-ethnicity,"White, Non-Hispanic",0.91079,0.94971,0.87186,1
2021,13,137,all,All,0.84982,0.89521,0.80444,2
2021,13,137,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,137,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,137,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,137,race-ethnicity,"White, Non-Hispanic",0.82618,0.88265,0.76971,2
2021,13,139,all,All,0.85635,0.89818,0.81451,1
2021,13,139,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,139,race-ethnicity,Hispanic,0.81370,0.89079,0.73662,3
2021,13,139,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,139,race-ethnicity,"White, Non-Hispanic",0.90492,0.95386,0.85598,1
2021,13,141,all,All,0.89830,0.94986,0.84674,2
2021,13,141,race-ethnicity,"Black, Non-Hispanic",0.87280,0.96167,0.78392,3
2021,13,141,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,141,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,141,race-ethnicity,"White, Non-Hispanic",0.94074,0.99770,0.88377,3
2021,13,143,all,All,0.94430,0.97362,0.91498,2
2021,13,143,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,143,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,143,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,143,race-ethnicity,"White, Non-Hispanic",0.96956,0.99480,0.94433,2
2021,13,145,all,All,0.85945,0.90408,0.81482,2
2021,13,145,race-ethnicity,"Black, Non-Hispanic",0.88726,0.95260,0.82192,3
2021,13,145,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,145,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,145,race-ethnicity,"White, Non-Hispanic",0.86603,0.93057,0.80149,2
2021,13,147,all,All,0.84982,0.89521,0.80444,2
2021,13,147,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,147,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,147,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,147,race-ethnicity,"White, Non-Hispanic",0.82618,0.88265,0.76971,2
2021,13,149,all,All,0.79957,0.87472,0.72441,2
2021,13,149,race-ethnicity,"Black, Non-Hispanic",0.82279,0.95114,0.69444,3
2021,13,149,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,149,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,149,race-ethnicity,"White, Non-Hispanic",0.79139,0.89172,0.69106,3
2021,13,151,all,All,0.80593,0.87008,0.74178,1
2021,13,151,race-ethnicity,"Black, Non-Hispanic",0.73819,0.84506,0.63131,3
2021,13,151,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,151,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,151,race-ethnicity,"White, Non-Hispanic",0.83268,0.93044,0.73492,3
2021,13,153,all,All,0.94774,0.98723,0.90825,1
2021,13,153,race-ethnicity,"Black, Non-Hispanic",0.91592,0.99611,0.83572,3
2021,13,153,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,153,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,153,race-ethnicity,"White, Non-Hispanic",0.95783,1.00000,0.90898,3
2021,13,155,all,All,0.86598,0.91689,0.81507,2
2021,13,155,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,155,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,155,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,155,race-ethnicity,"White, Non-Hispanic",0.88716,0.94330,0.83101,2
2021,13,157,all,All,0.87818,0.92706,0.82930,2
2021,13,157,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,157,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,157,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,157,race-ethnicity,"White, Non-Hispanic",0.86840,0.92914,0.80766,2
2021,13,159,all,All,0.84878,0.91236,0.78521,2
2021,13,159,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,159,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,159,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,159,race-ethnicity,"White, Non-Hispanic",0.91116,0.97164,0.85068,3
2021,13,161,all,All,0.80778,0.86294,0.75261,2
2021,13,161,race-ethnicity,"Black, Non-Hispanic",0.87218,0.96207,0.78228,3
2021,13,161,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,161,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,161,race-ethnicity,"White, Non-Hispanic",0.78846,0.86376,0.71316,2
2021,13,163,all,All,0.89830,0.94986,0.84674,2
2021,13,163,race-ethnicity,"Black, Non-Hispanic",0.87279,0.96167,0.78392,3
2021,13,163,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,163,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,163,race-ethnicity,"White, Non-Hispanic",0.94074,0.99770,0.88377,3
2021,13,165,all,All,0.89830,0.94986,0.84674,2
2021,13,165,race-ethnicity,"Black, Non-Hispanic",0.87279,0.96167,0.78392,3
2021,13,165,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,165,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,165,race-ethnicity,"White, Non-Hispanic",0.94074,0.99770,0.88377,3
2021,13,167,all,All,0.81542,0.86370,0.76713,2
2021,13,167,race-ethnicity,"Black, Non-Hispanic",0.88185,0.94891,0.81479,3
2021,13,167,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,167,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,167,race-ethnicity,"White, Non-Hispanic",0.77756,0.84502,0.71010,2
2021,13,169,all,All,0.86193,0.90177,0.82208,2
2021,13,169,race-ethnicity,"Black, Non-Hispanic",0.87389,0.94531,0.80247,3
2021,13,169,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,169,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,169,race-ethnicity,"White, Non-Hispanic",0.84238,0.89503,0.78972,2
2021,13,171,all,All,0.87958,0.92673,0.83243,2
2021,13,171,race-ethnicity,"Black, Non-Hispanic",0.93658,1.00000,0.87217,3
2021,13,171,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,171,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,171,race-ethnicity,"White, Non-Hispanic",0.87113,0.93159,0.81068,2
2021,13,173,all,All,0.81415,0.86820,0.76011,2
2021,13,173,race-ethnicity,"Black, Non-Hispanic",0.64932,0.77543,0.52321,3
2021,13,173,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,173,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,173,race-ethnicity,"White, Non-Hispanic",0.88470,0.94161,0.82779,2
2021,13,175,all,All,0.81542,0.86370,0.76713,2
2021,13,175,race-ethnicity,"Black, Non-Hispanic",0.88185,0.94891,0.81479,3
2021,13,175,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,175,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,175,race-ethnicity,"White, Non-Hispanic",0.77756,0.84502,0.71010,2
2021,13,177,all,All,0.87374,0.91943,0.82805,2
2021,13,177,race-ethnicity,"Black, Non-Hispanic",0.87431,0.92942,0.81920,2
2021,13,177,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,177,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,177,race-ethnicity,"White, Non-Hispanic",0.84163,0.94491,0.73835,3
2021,13,179,all,All,0.89204,0.93250,0.85158,2
2021,13,179,race-ethnicity,"Black, Non-Hispanic",0.85248,0.93804,0.76693,3
2021,13,179,race-ethnicity,Hispanic,0.94457,1.00000,0.87845,3
2021,13,179,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,179,race-ethnicity,"White, Non-Hispanic",0.88681,0.94860,0.82502,2
2021,13,181,all,All,0.89830,0.94986,0.84674,2
2021,13,181,race-ethnicity,"Black, Non-Hispanic",0.87280,0.96167,0.78392,3
2021,13,181,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,181,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,181,race-ethnicity,"White, Non-Hispanic",0.94074,0.99770,0.88377,3
2021,13,183,all,All,0.89204,0.93250,0.85158,2
2021,13,183,race-ethnicity,"Black, Non-Hispanic",0.85248,0.93804,0.76693,3
2021,13,183,race-ethnicity,Hispanic,0.94457,1.00000,0.87845,3
2021,13,183,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,183,race-ethnicity,"White, Non-Hispanic",0.88681,0.94860,0.82502,2
2021,13,185,all,All,0.89184,0.93365,0.85003,1
2021,13,185,race-ethnicity,"Black, Non-Hispanic",0.87614,0.96320,0.78908,3
2021,13,185,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,185,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,185,race-ethnicity,"White, Non-Hispanic",0.90553,0.95743,0.85363,1
2021,13,187,all,All,0.92994,0.96190,0.89797,2
2021,13,187,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,187,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,187,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,187,race-ethnicity,"White, Non-Hispanic",0.92557,0.96339,0.88775,2
2021,13,189,all,All,0.89830,0.94986,0.84674,2
2021,13,189,race-ethnicity,"Black, Non-Hispanic",0.87280,0.96167,0.78392,3
2021,13,189,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,189,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,189,race-ethnicity,"White, Non-Hispanic",0.94074,0.99770,0.88377,3
2021,13,191,all,All,0.84507,0.90061,0.78952,2
2021,13,191,race-ethnicity,"Black, Non-Hispanic",0.66666,0.82065,0.51267,3
2021,13,191,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,191,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,191,race-ethnicity,"White, Non-Hispanic",0.87385,0.93618,0.81151,2
2021,13,193,all,All,0.85945,0.90408,0.81482,2
2021,13,193,race-ethnicity,"Black, Non-Hispanic",0.88726,0.95260,0.82192,3
2021,13,193,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,193,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,193,race-ethnicity,"White, Non-Hispanic",0.86603,0.93057,0.80149,2
2021,13,195,all,All,0.69503,0.78146,0.60860,2
2021,13,195,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,195,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,195,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,195,race-ethnicity,"White, Non-Hispanic",0.66646,0.76913,0.56378,3
2021,13,197,all,All,0.85945,0.90408,0.81482,2
2021,13,197,race-ethnicity,"Black, Non-Hispanic",0.88726,0.95260,0.82192,3
2021,13,197,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,197,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,197,race-ethnicity,"White, Non-Hispanic",0.86603,0.93057,0.80149,2
2021,13,199,all,All,0.79957,0.87472,0.72441,2
2021,13,199,race-ethnicity,"Black, Non-Hispanic",0.82279,0.95114,0.69444,3
2021,13,199,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,199,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,199,race-ethnicity,"White, Non-Hispanic",0.79139,0.89172,0.69106,3
2021,13,201,all,All,0.85601,0.91417,0.79785,2
2021,13,201,race-ethnicity,"Black, Non-Hispanic",0.86357,0.94901,0.77813,3
2021,13,201,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,201,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,201,race-ethnicity,"White, Non-Hispanic",0.83103,0.92212,0.73993,3
2021,13,205,all,All,0.85601,0.91417,0.79785,2
2021,13,205,race-ethnicity,"Black, Non-Hispanic",0.86357,0.94901,0.77813,3
2021,13,205,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,205,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,205,race-ethnicity,"White, Non-Hispanic",0.83103,0.92212,0.73993,3
2021,13,207,all,All,0.86193,0.90177,0.82208,2
2021,13,207,race-ethnicity,"Black, Non-Hispanic",0.87389,0.94531,0.80247,3
2021,13,207,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,207,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,207,race-ethnicity,"White, Non-Hispanic",0.84238,0.89503,0.78972,2
2021,13,209,all,All,0.80778,0.86294,0.75261,2
2021,13,209,race-ethnicity,"Black, Non-Hispanic",0.87218,0.96207,0.78228,3
2021,13,209,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,209,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,209,race-ethnicity,"White, Non-Hispanic",0.78846,0.86376,0.71316,2
2021,13,211,all,All,0.84878,0.91236,0.78521,2
2021,13,211,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,211,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,211,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,211,race-ethnicity,"White, Non-Hispanic",0.91116,0.97164,0.85068,3
2021,13,213,all,All,0.80260,0.86567,0.73953,2
2021,13,213,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,213,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,213,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,213,race-ethnicity,"White, Non-Hispanic",0.83168,0.89891,0.76446,2
2021,13,215,all,All,0.93061,0.95742,0.90379,1
2021,13,215,race-ethnicity,"Black, Non-Hispanic",0.91775,0.96886,0.86664,1
2021,13,215,race-ethnicity,Hispanic,0.96951,1.00000,0.91484,3
2021,13,215,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,215,race-ethnicity,"White, Non-Hispanic",0.97163,0.99652,0.94675,1
2021,13,217,all,All,0.89169,0.93761,0.84578,2
2021,13,217,race-ethnicity,"Black, Non-Hispanic",0.91338,0.97463,0.85212,3
2021,13,217,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,217,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,217,race-ethnicity,"White, Non-Hispanic",0.82544,0.91992,0.73095,3
2021,13,219,all,All,0.69503,0.78146,0.60860,2
2021,13,219,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,219,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,219,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,219,race-ethnicity,"White, Non-Hispanic",0.66646,0.76913,0.56378,3
2021,13,221,all,All,0.69503,0.78146,0.60860,2
2021,13,221,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,221,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,221,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,221,race-ethnicity,"White, Non-Hispanic",0.66646,0.76913,0.56378,3
2021,13,223,all,All,0.88555,0.94228,0.82883,1
2021,13,223,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,223,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,223,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,223,race-ethnicity,"White, Non-Hispanic",0.94410,0.99444,0.89376,3
2021,13,225,all,All,0.86193,0.90177,0.82208,2
2021,13,225,race-ethnicity,"Black, Non-Hispanic",0.87389,0.94531,0.80247,3
2021,13,225,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,225,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,225,race-ethnicity,"White, Non-Hispanic",0.84238,0.89503,0.78972,2
2021,13,227,all,All,0.80260,0.86567,0.73953,2
2021,13,227,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,227,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,227,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,227,race-ethnicity,"White, Non-Hispanic",0.83168,0.89891,0.76446,2
2021,13,229,all,All,0.81415,0.86820,0.76011,2
2021,13,229,race-ethnicity,"Black, Non-Hispanic",0.64932,0.77543,0.52321,3
2021,13,229,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,229,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,229,race-ethnicity,"White, Non-Hispanic",0.88470,0.94161,0.82779,2
2021,13,231,all,All,0.87958,0.92673,0.83243,2
2021,13,231,race-ethnicity,"Black, Non-Hispanic",0.93658,1.00000,0.87217,3
2021,13,231,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,231,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,231,race-ethnicity,"White, Non-Hispanic",0.87113,0.93159,0.81068,2
2021,13,233,all,All,0.94430,0.97362,0.91498,2
2021,13,233,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,233,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,233,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,233,race-ethnicity,"White, Non-Hispanic",0.96956,0.99480,0.94433,2
2021,13,235,all,All,0.94774,0.98723,0.90825,2
2021,13,235,race-ethnicity,"Black, Non-Hispanic",0.91592,0.99611,0.83572,3
2021,13,235,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,235,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,235,race-ethnicity,"White, Non-Hispanic",0.95783,1.00000,0.90898,3
2021,13,237,all,All,0.86193,0.90177,0.82208,2
2021,13,237,race-ethnicity,"Black, Non-Hispanic",0.87389,0.94531,0.80247,3
2021,13,237,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,237,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,237,race-ethnicity,"White, Non-Hispanic",0.84238,0.89503,0.78972,2
2021,13,239,all,All,0.85945,0.90408,0.81482,2
2021,13,239,race-ethnicity,"Black, Non-Hispanic",0.88726,0.95260,0.82192,3
2021,13,239,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,239,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,239,race-ethnicity,"White, Non-Hispanic",0.86603,0.93057,0.80149,2
2021,13,241,all,All,0.92994,0.96190,0.89797,2
2021,13,241,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,13,241,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,241,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,241,race-ethnicity,"White, Non-Hispanic",0.92557,0.96339,0.88775,2
2021,13,243,all,All,0.85945,0.90408,0.81482,2
2021,13,243,race-ethnicity,"Black, Non-Hispanic",0.88726,0.95260,0.82192,3
2021,13,243,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,243,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,243,race-ethnicity,"White, Non-Hispanic",0.86603,0.93057,0.80149,2
2021,13,245,all,All,0.84823,0.88683,0.80964,1
2021,13,245,race-ethnicity,"Black, Non-Hispanic",0.80321,0.87078,0.73564,1
2021,13,245,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,245,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,245,race-ethnicity,"White, Non-Hispanic",0.96364,0.99349,0.93378,1
2021,13,247,all,All,0.89169,0.93761,0.84578,2
2021,13,247,race-ethnicity,"Black, Non-Hispanic",0.91338,0.97463,0.85212,3
2021,13,247,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,247,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,247,race-ethnicity,"White, Non-Hispanic",0.82544,0.91992,0.73095,3
2021,13,249,all,All,0.85945,0.90408,0.81482,2
2021,13,249,race-ethnicity,"Black, Non-Hispanic",0.88726,0.95260,0.82192,3
2021,13,249,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,249,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,249,race-ethnicity,"White, Non-Hispanic",0.86603,0.93057,0.80149,2
2021,13,251,all,All,0.93815,0.95968,0.91662,2
2021,13,251,race-ethnicity,"Black, Non-Hispanic",0.91274,0.96071,0.86478,2
2021,13,251,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,251,race-ethnicity,Other Races and Ethnicities,0.98449,1.00000,0.94168,3
2021,13,251,race-ethnicity,"White, Non-Hispanic",0.93828,0.96597,0.91058,2
2021,13,253,all,All,0.85601,0.91417,0.79785,2
2021,13,253,race-ethnicity,"Black, Non-Hispanic",0.86357,0.94901,0.77813,3
2021,13,253,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,253,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,253,race-ethnicity,"White, Non-Hispanic",0.83103,0.92212,0.73993,3
2021,13,255,all,All,0.87958,0.92673,0.83243,2
2021,13,255,race-ethnicity,"Black, Non-Hispanic",0.93658,1.00000,0.87217,3
2021,13,255,race-ethnicity,Hispanic,NA,NA,NA,3
2021,13,255,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,13,255,race-ethnicity,"White, Non-Hispanic",0.87113,0.93159,0.81068,2
2021,13,257,all,All,0.84982,0.89521,0.80444,2
2021,13,257,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
