year,state,county,subgroup_type,subgroup,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,preschool_quality
2018,13,9,Race-ethnicity,Other Races and Eth,0.9159663866,1.1214954953,0.7104372778,3
2018,13,9,Race-ethnicity,"White, Non Hispanic",0.3983634798,0.4948008431,0.3019261164,3
2018,13,11,Race-ethnicity,"Black, Non Hispanic",0.4628099174,0.8617849948,0.0638348399,3
2018,13,11,Race-ethnicity,Hispanic,0.2225475842,0.4202809512,0.0248142172,3
2018,13,11,Race-ethnicity,Other Races and Eth,0.1543209877,0.4046587415,-0.096016766,3
2018,13,11,Race-ethnicity,"White, Non Hispanic",0.3828049952,0.461650991,0.3039589993,2
2018,13,13,Race-ethnicity,"Black, Non Hispanic",0.7961165049,1.0151264034,0.5771066063,3
2018,13,13,Race-ethnicity,Hispanic,0.4734219269,0.6774771535,0.2693667003,3
2018,13,13,Race-ethnicity,Other Races and Eth,0.3940345369,0.5783514847,0.2097175891,3
2018,13,13,Race-ethnicity,"White, Non Hispanic",0.4221676389,0.4945233733,0.3498119045,2
2018,13,15,Race-ethnicity,"Black, Non Hispanic",0.3591160221,0.7145133428,0.0037187014,3
2018,13,15,Race-ethnicity,Hispanic,0.1545741325,0.3907529759,-0.081604711,3
2018,13,15,Race-ethnicity,Other Races and Eth,0.6492146597,1.0675128116,0.2309165077,3
2018,13,15,Race-ethnicity,"White, Non Hispanic",0.3373243103,0.4436219484,0.2310266721,3
2018,13,17,Race-ethnicity,"Black, Non Hispanic",0.5126300149,0.6570770262,0.3681830035,3
2018,13,17,Race-ethnicity,Hispanic,0.2749003984,0.5516216984,-0.001820902,3
2018,13,17,Race-ethnicity,Other Races and Eth,0.1923076923,0.5377633985,-0.153148014,3
2018,13,17,Race-ethnicity,"White, Non Hispanic",0.373167982,0.4719982403,0.2743377236,3
2018,13,19,Race-ethnicity,"Black, Non Hispanic",0.5126300149,0.6570770262,0.3681830035,3
2018,13,19,Race-ethnicity,Hispanic,0.2749003984,0.5516216984,-0.001820902,3
2018,13,19,Race-ethnicity,Other Races and Eth,0.1923076923,0.5377633985,-0.153148014,3
2018,13,19,Race-ethnicity,"White, Non Hispanic",0.373167982,0.4719982403,0.2743377236,3
2018,13,21,Race-ethnicity,"Black, Non Hispanic",0.4876574307,0.6015454017,0.3737694598,3
2018,13,21,Race-ethnicity,Hispanic,0.4936708861,0.8035492678,0.1837925044,3
2018,13,21,Race-ethnicity,Other Races and Eth,0.4026666667,0.650860883,0.1544724503,3
2018,13,21,Race-ethnicity,"White, Non Hispanic",0.5238095238,0.6501834545,0.3974355931,3
2018,13,23,Race-ethnicity,"Black, Non Hispanic",0.411163522,0.5356680334,0.2866590107,3
2018,13,23,Race-ethnicity,Hispanic,0.6653543307,0.9323379074,0.398370754,3
2018,13,23,Race-ethnicity,Other Races and Eth,0.5903614458,0.8951618071,0.2855610844,3
2018,13,23,Race-ethnicity,"White, Non Hispanic",0.408434431,0.4963828558,0.3204860061,2
2018,13,25,Race-ethnicity,"Black, Non Hispanic",0.3960084034,0.5515089507,0.240507856,3
2018,13,25,Race-ethnicity,Hispanic,0.2263157895,0.3903465737,0.0622850053,3
2018,13,25,Race-ethnicity,Other Races and Eth,0.4145728643,0.7364363255,0.0927094031,3
2018,13,25,Race-ethnicity,"White, Non Hispanic",0.3012797075,0.3775552473,0.2250041677,2
2018,13,27,Race-ethnicity,"Black, Non Hispanic",0.5126300149,0.6570770262,0.3681830035,3
2018,13,27,Race-ethnicity,Hispanic,0.2749003984,0.5516216984,-0.001820902,3
2018,13,27,Race-ethnicity,Other Races and Eth,0.1923076923,0.5377633985,-0.153148014,3
2018,13,27,Race-ethnicity,"White, Non Hispanic",0.373167982,0.4719982403,0.2743377236,3
2018,13,29,Race-ethnicity,"Black, Non Hispanic",0.5264227642,0.6811578555,0.3716876729,3
2018,13,29,Race-ethnicity,Hispanic,0.1609195402,0.3110947851,0.0107442954,3
2018,13,29,Race-ethnicity,Other Races and Eth,0.6020151134,0.8281443965,0.3758858302,3
2018,13,29,Race-ethnicity,"White, Non Hispanic",0.4516971279,0.5539485367,0.3494457192,3
2018,13,31,Race-ethnicity,"Black, Non Hispanic",0.4768460576,0.6472591474,0.3064329678,3
2018,13,31,Race-ethnicity,Hispanic,0.1275720165,0.3587537849,-0.103609752,3
2018,13,31,Race-ethnicity,Other Races and Eth,0.5163934426,0.8117156995,0.2210711858,3
2018,13,31,Race-ethnicity,"White, Non Hispanic",0.3246601942,0.4042405629,0.2450798254,2
2018,13,33,Race-ethnicity,"Black, Non Hispanic",0.4874274662,0.5976512181,0.3772037142,3
2018,13,33,Race-ethnicity,Hispanic,0.2981132075,0.6369817036,-0.040755288,3
2018,13,33,Race-ethnicity,Other Races and Eth,0.7777777778,1.1421897004,0.4133658551,3
2018,13,33,Race-ethnicity,"White, Non Hispanic",0.4454148472,0.5492587971,0.3415708972,3
2018,13,35,Race-ethnicity,"Black, Non Hispanic",0.7656145064,0.9039951233,0.6272338895,3
2018,13,35,Race-ethnicity,Hispanic,0.3365384615,0.799613428,-0.126536505,3
2018,13,35,Race-ethnicity,Other Races and Eth,0.3409090909,0.7564014305,-0.074583249,3
2018,13,35,Race-ethnicity,"White, Non Hispanic",0.3577586207,0.4503310487,0.2651861927,2
2018,13,37,Race-ethnicity,"Black, Non Hispanic",0.5222696766,0.6401307348,0.4044086185,3
2018,13,37,Race-ethnicity,Hispanic,0.603030303,0.8690002957,0.3370603103,3
2018,13,37,Race-ethnicity,Other Races and Eth,0.6016260163,0.9642995299,0.2389525027,3
2018,13,37,Race-ethnicity,"White, Non Hispanic",0.4618284637,0.5761940476,0.3474628798,3
2018,13,39,Race-ethnicity,"Black, Non Hispanic",0.4483775811,0.6433301517,0.2534250105,3
2018,13,39,Race-ethnicity,Hispanic,0.3954154728,0.6612061472,0.1296247984,3
2018,13,39,Race-ethnicity,Other Races and Eth,0.1583333333,0.374066029,-0.057399362,3
2018,13,39,Race-ethnicity,"White, Non Hispanic",0.4810126582,0.578941971,0.3830833455,2
2018,13,43,Race-ethnicity,"Black, Non Hispanic",0.411163522,0.5356680334,0.2866590107,3
2018,13,43,Race-ethnicity,Hispanic,0.6653543307,0.9323379074,0.398370754,3
2018,13,43,Race-ethnicity,Other Races and Eth,0.5903614458,0.8951618071,0.2855610844,3
2018,13,43,Race-ethnicity,"White, Non Hispanic",0.408434431,0.4963828558,0.3204860061,2
2018,13,45,Race-ethnicity,"Black, Non Hispanic",0.4751131222,0.7367044992,0.2135217452,3
2018,13,45,Race-ethnicity,Hispanic,0.0652173913,0.2481301816,-0.117695399,3
2018,13,45,Race-ethnicity,Other Races and Eth,0.2910798122,0.5726332188,0.0095264056,3
2018,13,45,Race-ethnicity,"White, Non Hispanic",0.4267116683,0.5344244824,0.3189988541,3
2018,13,47,Race-ethnicity,"Black, Non Hispanic",1,1,1,3
2018,13,47,Race-ethnicity,Hispanic,0.3129770992,0.6564946564,-0.030540458,3
2018,13,47,Race-ethnicity,Other Races and Eth,0.4468085106,0.7406128408,0.1530041805,3
2018,13,47,Race-ethnicity,"White, Non Hispanic",0.3896103896,0.4663834854,0.3128372938,2
2018,13,49,Race-ethnicity,"Black, Non Hispanic",0.3960084034,0.5515089507,0.240507856,3
2018,13,49,Race-ethnicity,Hispanic,0.2263157895,0.3903465737,0.0622850053,3
2018,13,49,Race-ethnicity,Other Races and Eth,0.4145728643,0.7364363255,0.0927094031,3
2018,13,49,Race-ethnicity,"White, Non Hispanic",0.3012797075,0.3775552473,0.2250041677,2
2018,13,51,Race-ethnicity,"Black, Non Hispanic",0.3903598099,0.4811134233,0.2996061965,1
2018,13,51,Race-ethnicity,Hispanic,0.3305936073,0.4680427286,0.193144486,3
2018,13,51,Race-ethnicity,Other Races and Eth,0.5142378559,0.7518263836,0.2766493283,3
2018,13,51,Race-ethnicity,"White, Non Hispanic",0.5498117083,0.6384594091,0.4611640075,1
2018,13,53,Race-ethnicity,"Black, Non Hispanic",0.5280764636,0.6259218372,0.43023109,2
2018,13,53,Race-ethnicity,Hispanic,0.4328358209,0.6353279505,0.2303436913,3
2018,13,53,Race-ethnicity,Other Races and Eth,0.431322208,0.5954023764,0.2672420395,3
2018,13,53,Race-ethnicity,"White, Non Hispanic",0.4751278475,0.5706476532,0.3796080418,2
2018,13,55,Race-ethnicity,"Black, Non Hispanic",1,1,1,3
2018,13,55,Race-ethnicity,Hispanic,0.3129770992,0.6564946564,-0.030540458,3
2018,13,55,Race-ethnicity,Other Races and Eth,0.4468085106,0.7406128408,0.1530041805,3
2018,13,55,Race-ethnicity,"White, Non Hispanic",0.3896103896,0.4663834854,0.3128372938,2
2018,13,57,Race-ethnicity,"Black, Non Hispanic",0.6610169492,0.9089802125,0.4130536858,3
2018,13,57,Race-ethnicity,Hispanic,0.4897959184,0.6783577267,0.3012341101,3
2018,13,57,Race-ethnicity,Other Races and Eth,0.350877193,0.6103103015,0.0914440845,3
2018,13,57,Race-ethnicity,"White, Non Hispanic",0.5790505226,0.6541566283,0.503944417,1
2018,13,59,Race-ethnicity,"Black, Non Hispanic",0.2332268371,0.3775120467,0.0889416274,3
2018,13,59,Race-ethnicity,Hispanic,0.6318897638,0.8940664092,0.3697131183,3
2018,13,59,Race-ethnicity,Other Races and Eth,0.7039106145,1.042113437,0.365707792,3
2018,13,59,Race-ethnicity,"White, Non Hispanic",0.4811625404,0.6182925637,0.344032517,3
2018,13,61,Race-ethnicity,"Black, Non Hispanic",0.6272401434,0.7495923868,0.5048878999,3
2018,13,61,Race-ethnicity,Hispanic,0.3480662983,0.6070170039,0.0891155928,3
2018,13,61,Race-ethnicity,Other Races and Eth,0.412371134,0.8062622045,0.0184800636,3
2018,13,61,Race-ethnicity,"White, Non Hispanic",0.5209272376,0.6277603058,0.4140941694,3
2018,13,63,Race-ethnicity,"Black, Non Hispanic",0.5029971791,0.5768661314,0.4291282269,1
2018,13,63,Race-ethnicity,Hispanic,0.2649006623,0.3815250198,0.1482763047,3
2018,13,63,Race-ethnicity,Other Races and Eth,0.1594202899,0.3285348761,-0.009694296,3
2018,13,63,Race-ethnicity,"White, Non Hispanic",0.4946236559,0.7255985173,0.2636487946,3
2018,13,65,Race-ethnicity,"Black, Non Hispanic",0.3960084034,0.5515089507,0.240507856,3
2018,13,65,Race-ethnicity,Hispanic,0.2263157895,0.3903465737,0.0622850053,3
2018,13,65,Race-ethnicity,Other Races and Eth,0.4145728643,0.7364363255,0.0927094031,3
2018,13,65,Race-ethnicity,"White, Non Hispanic",0.3012797075,0.3775552473,0.2250041677,2
2018,13,67,Race-ethnicity,"Black, Non Hispanic",0.562488183,0.6405865257,0.4843898404,1
2018,13,67,Race-ethnicity,Hispanic,0.4549677419,0.550217269,0.3597182149,1
2018,13,67,Race-ethnicity,Other Races and Eth,0.6479158236,0.7355929268,0.5602387204,1
2018,13,67,Race-ethnicity,"White, Non Hispanic",0.6086734041,0.6562646675,0.5610821407,1
2018,13,69,Race-ethnicity,"Black, Non Hispanic",0.3960084034,0.5515089507,0.240507856,3
2018,13,69,Race-ethnicity,Hispanic,0.2263157895,0.3903465737,0.0622850053,3
2018,13,69,Race-ethnicity,Other Races and Eth,0.4145728643,0.7364363255,0.0927094031,3
2018,13,69,Race-ethnicity,"White, Non Hispanic",0.3012797075,0.3775552473,0.2250041677,2
2018,13,71,Race-ethnicity,"Black, Non Hispanic",0.5471092077,0.7223394179,0.3718789975,3
2018,13,71,Race-ethnicity,Hispanic,0.4741935484,0.7692808388,0.179106258,3
2018,13,71,Race-ethnicity,Other Races and Eth,0.0479452055,0.2573225271,-0.161432116,3
2018,13,71,Race-ethnicity,"White, Non Hispanic",0.3878954608,0.5082204816,0.26757044,3
2018,13,73,Race-ethnicity,"Black, Non Hispanic",0.5608108108,0.8305961866,0.291025435,3
2018,13,73,Race-ethnicity,Hispanic,0.6074498567,0.8729025783,0.3419971352,3
2018,13,73,Race-ethnicity,Other Races and Eth,0.2401433692,0.4322225962,0.0480641421,3
2018,13,73,Race-ethnicity,"White, Non Hispanic",0.3899721448,0.4896396952,0.2903045945,3
2018,13,75,Race-ethnicity,"Black, Non Hispanic",0.5126300149,0.6570770262,0.3681830035,3
2018,13,75,Race-ethnicity,Hispanic,0.2749003984,0.5516216984,-0.001820902,3
2018,13,75,Race-ethnicity,Other Races and Eth,0.1923076923,0.5377633985,-0.153148014,3
2018,13,75,Race-ethnicity,"White, Non Hispanic",0.373167982,0.4719982403,0.2743377236,3
2018,13,77,Race-ethnicity,"Black, Non Hispanic",0.6405648267,0.850861743,0.4302679104,3
2018,13,77,Race-ethnicity,Hispanic,0.1622641509,0.3429236997,-0.018395398,3
2018,13,77,Race-ethnicity,Other Races and Eth,0.1031746032,0.3139652957,-0.107616089,3
2018,13,77,Race-ethnicity,"White, Non Hispanic",0.5623188406,0.652213395,0.4724242862,1
2018,13,79,Race-ethnicity,"Black, Non Hispanic",0.5084745763,0.6394137731,0.3775353795,3
2018,13,79,Race-ethnicity,Hispanic,0,0,0,3
2018,13,79,Race-ethnicity,Other Races and Eth,0.9159663866,1.1214954953,0.7104372778,3
2018,13,79,Race-ethnicity,"White, Non Hispanic",0.3983634798,0.4948008431,0.3019261164,3
2018,13,81,Race-ethnicity,"Black, Non Hispanic",0.6272401434,0.7495923868,0.5048878999,3
2018,13,81,Race-ethnicity,Hispanic,0.3480662983,0.6070170039,0.0891155928,3
2018,13,81,Race-ethnicity,Other Races and Eth,0.412371134,0.8062622045,0.0184800636,3
2018,13,81,Race-ethnicity,"White, Non Hispanic",0.5209272376,0.6277603058,0.4140941694,3
2018,13,83,Race-ethnicity,"Black, Non Hispanic",1,1,1,3
2018,13,83,Race-ethnicity,Hispanic,0.3129770992,0.6564946564,-0.030540458,3
2018,13,83,Race-ethnicity,Other Races and Eth,0.4468085106,0.7406128408,0.1530041805,3
2018,13,83,Race-ethnicity,"White, Non Hispanic",0.3896103896,0.4663834854,0.3128372938,2
2018,13,85,Race-ethnicity,"Black, Non Hispanic",1,1,1,3
2018,13,85,Race-ethnicity,Hispanic,0.4782608696,0.916115754,0.0404059851,3
2018,13,85,Race-ethnicity,Other Races and Eth,0.3227848101,0.780975189,-0.135405569,3
2018,13,85,Race-ethnicity,"White, Non Hispanic",0.3432264241,0.4418678319,0.2445850164,3
2018,13,87,Race-ethnicity,"Black, Non Hispanic",0.5222696766,0.6401307348,0.4044086185,3
2018,13,87,Race-ethnicity,Hispanic,0.603030303,0.8690002957,0.3370603103,3
2018,13,87,Race-ethnicity,Other Races and Eth,0.6016260163,0.9642995299,0.2389525027,3
2018,13,87,Race-ethnicity,"White, Non Hispanic",0.4618284637,0.5761940476,0.3474628798,3
2018,13,89,Race-ethnicity,"Black, Non Hispanic",0.5760216656,0.6240337,0.5280096312,1
2018,13,89,Race-ethnicity,Hispanic,0.2405333961,0.3200461169,0.1610206754,1
2018,13,89,Race-ethnicity,Other Races and Eth,0.4726318082,0.5553327571,0.3899308593,1
2018,13,89,Race-ethnicity,"White, Non Hispanic",0.6529220797,0.7067911667,0.5990529927,1
2018,13,91,Race-ethnicity,"Black, Non Hispanic",0.411163522,0.5356680334,0.2866590107,3
2018,13,91,Race-ethnicity,Hispanic,0.6653543307,0.9323379074,0.398370754,3
2018,13,91,Race-ethnicity,Other Races and Eth,0.5903614458,0.8951618071,0.2855610844,3
2018,13,91,Race-ethnicity,"White, Non Hispanic",0.408434431,0.4963828558,0.3204860061,2
2018,13,93,Race-ethnicity,"Black, Non Hispanic",0.6272401434,0.7495923868,0.5048878999,3
2018,13,93,Race-ethnicity,Hispanic,0.3480662983,0.6070170039,0.0891155928,3
2018,13,93,Race-ethnicity,Other Races and Eth,0.412371134,0.8062622045,0.0184800636,3
2018,13,93,Race-ethnicity,"White, Non Hispanic",0.5209272376,0.6277603058,0.4140941694,3
2018,13,95,Race-ethnicity,"Black, Non Hispanic",0.4512614679,0.5624109806,0.3401119551,3
2018,13,95,Race-ethnicity,Hispanic,0.273381295,0.5645686433,-0.017806053,3
2018,13,95,Race-ethnicity,Other Races and Eth,0.2872340426,0.5432440122,0.0312240729,3
2018,13,95,Race-ethnicity,"White, Non Hispanic",0.522456462,0.6683988181,0.3765141058,3
2018,13,97,Race-ethnicity,"Black, Non Hispanic",0.4934596301,0.6179091062,0.369010154,3
2018,13,97,Race-ethnicity,Hispanic,0.462962963,0.7576323178,0.1682936081,3
2018,13,97,Race-ethnicity,Other Races and Eth,0.5039370079,0.9040079297,0.103866086,3
2018,13,97,Race-ethnicity,"White, Non Hispanic",0.3842756184,0.5296662537,0.2388849831,3
2018,13,99,Race-ethnicity,"Black, Non Hispanic",0.5222696766,0.6401307348,0.4044086185,3
2018,13,99,Race-ethnicity,Hispanic,0.603030303,0.8690002957,0.3370603103,3
2018,13,99,Race-ethnicity,Other Races and Eth,0.6016260163,0.9642995299,0.2389525027,3
2018,13,99,Race-ethnicity,"White, Non Hispanic",0.4618284637,0.5761940476,0.3474628798,3
2018,13,101,Race-ethnicity,"Black, Non Hispanic",0.3960084034,0.5515089507,0.240507856,3
2018,13,101,Race-ethnicity,Hispanic,0.2263157895,0.3903465737,0.0622850053,3
2018,13,101,Race-ethnicity,Other Races and Eth,0.4145728643,0.7364363255,0.0927094031,3
2018,13,101,Race-ethnicity,"White, Non Hispanic",0.3012797075,0.3775552473,0.2250041677,2
2018,13,103,Race-ethnicity,"Black, Non Hispanic",0.4768460576,0.6472591474,0.3064329678,3
2018,13,103,Race-ethnicity,Hispanic,0.1275720165,0.3587537849,-0.103609752,3
2018,13,103,Race-ethnicity,Other Races and Eth,0.5163934426,0.8117156995,0.2210711858,3
2018,13,103,Race-ethnicity,"White, Non Hispanic",0.3246601942,0.4042405629,0.2450798254,2
2018,13,105,Race-ethnicity,"Black, Non Hispanic",0.5894206549,0.8050224129,0.3738188969,3
2018,13,105,Race-ethnicity,Hispanic,0.3529411765,0.6491371277,0.0567452252,3
2018,13,105,Race-ethnicity,Other Races and Eth,0.7556561086,1.0219853875,0.4893268297,3
2018,13,105,Race-ethnicity,"White, Non Hispanic",0.4537422037,0.5383545354,0.3691298721,2
2018,13,107,Race-ethnicity,"Black, Non Hispanic",0.411163522,0.5356680334,0.2866590107,3
2018,13,107,Race-ethnicity,Hispanic,0.6653543307,0.9323379074,0.398370754,3
2018,13,107,Race-ethnicity,Other Races and Eth,0.5903614458,0.8951618071,0.2855610844,3
2018,13,107,Race-ethnicity,"White, Non Hispanic",0.408434431,0.4963828558,0.3204860061,2
2018,13,109,Race-ethnicity,"Black, Non Hispanic",0.661380597,0.7966777902,0.5260834038,3
2018,13,109,Race-ethnicity,Hispanic,0.3678832117,0.584719976,0.1510464474,3
2018,13,109,Race-ethnicity,Other Races and Eth,0.3187250996,0.6639295441,-0.026479345,3
2018,13,109,Race-ethnicity,"White, Non Hispanic",0.3341633466,0.4192729022,0.249053791,2
2018,13,111,Race-ethnicity,"Black, Non Hispanic",0.4,0.9543717165,-0.154371716,3
2018,13,111,Race-ethnicity,Hispanic,0.410472973,0.6316670097,0.1892789362,3
2018,13,111,Race-ethnicity,Other Races and Eth,0.1886120996,0.431080479,-0.05385628,3
2018,13,111,Race-ethnicity,"White, Non Hispanic",0.3652251185,0.4400675166,0.2903827203,2
2018,13,113,Race-ethnicity,"Black, Non Hispanic",0.6803455724,0.9338523289,0.4268388158,3
2018,13,113,Race-ethnicity,Hispanic,0.609375,0.9117726454,0.3069773546,3
2018,13,113,Race-ethnicity,Other Races and Eth,0.6220930233,0.9388709681,0.3053150784,3
2018,13,113,Race-ethnicity,"White, Non Hispanic",0.6478431373,0.7622156544,0.5334706201,3
2018,13,115,Race-ethnicity,"Black, Non Hispanic",0.4042253521,0.619302296,0.1891484082,3
2018,13,115,Race-ethnicity,Hispanic,0.3452380952,0.5590246205,0.13145157,3
2018,13,115,Race-ethnicity,Other Races and Eth,0.5562913907,0.9005708998,0.2120118817,3
2018,13,115,Race-ethnicity,"White, Non Hispanic",0.3059467919,0.3916730597,0.220220524,2
2018,13,117,Race-ethnicity,"Black, Non Hispanic",0.7280701754,0.9910211414,0.4651192095,3
2018,13,117,Race-ethnicity,Hispanic,0.5873741995,0.7399415831,0.4348068158,3
2018,13,117,Race-ethnicity,Other Races and Eth,0.671899529,0.7683692385,0.5754298196,3
2018,13,117,Race-ethnicity,"White, Non Hispanic",0.665176076,0.7263005144,0.6040516377,1
2018,13,119,Race-ethnicity,"Black, Non Hispanic",0.4628099174,0.8617849948,0.0638348399,3
2018,13,119,Race-ethnicity,Hispanic,0.2225475842,0.4202809512,0.0248142172,3
2018,13,119,Race-ethnicity,Other Races and Eth,0.1543209877,0.4046587415,-0.096016766,3
2018,13,119,Race-ethnicity,"White, Non Hispanic",0.3828049952,0.461650991,0.3039589993,2
2018,13,121,Race-ethnicity,"Black, Non Hispanic",0.4917408519,0.54338434,0.4400973638,1
2018,13,121,Race-ethnicity,Hispanic,0.4316017477,0.5422332151,0.3209702802,3
2018,13,121,Race-ethnicity,Other Races and Eth,0.5525069306,0.6422244154,0.4627894459,1
2018,13,121,Race-ethnicity,"White, Non Hispanic",0.6890103565,0.7351897534,0.6428309596,1
2018,13,123,Race-ethnicity,"Black, Non Hispanic",0.4,0.9543717165,-0.154371716,3
2018,13,123,Race-ethnicity,Hispanic,0.410472973,0.6316670097,0.1892789362,3
2018,13,123,Race-ethnicity,Other Races and Eth,0.1886120996,0.431080479,-0.05385628,3
2018,13,123,Race-ethnicity,"White, Non Hispanic",0.3652251185,0.4400675166,0.2903827203,2
2018,13,125,Race-ethnicity,"Black, Non Hispanic",0.4874274662,0.5976512181,0.3772037142,3
2018,13,125,Race-ethnicity,Hispanic,0.2981132075,0.6369817036,-0.040755288,3
2018,13,125,Race-ethnicity,Other Races and Eth,0.7777777778,1.1421897004,0.4133658551,3
2018,13,125,Race-ethnicity,"White, Non Hispanic",0.4454148472,0.5492587971,0.3415708972,3
2018,13,127,Race-ethnicity,"Black, Non Hispanic",0.4483775811,0.6433301517,0.2534250105,3
2018,13,127,Race-ethnicity,Hispanic,0.3954154728,0.6612061472,0.1296247984,3
2018,13,127,Race-ethnicity,Other Races and Eth,0.1583333333,0.374066029,-0.057399362,3
2018,13,127,Race-ethnicity,"White, Non Hispanic",0.4810126582,0.578941971,0.3830833455,2
2018,13,129,Race-ethnicity,"Black, Non Hispanic",0.4,0.9543717165,-0.154371716,3
2018,13,129,Race-ethnicity,Hispanic,0.410472973,0.6316670097,0.1892789362,3
2018,13,129,Race-ethnicity,Other Races and Eth,0.1886120996,0.431080479,-0.05385628,3
2018,13,129,Race-ethnicity,"White, Non Hispanic",0.3652251185,0.4400675166,0.2903827203,2
2018,13,131,Race-ethnicity,"Black, Non Hispanic",0.5222696766,0.6401307348,0.4044086185,3
2018,13,131,Race-ethnicity,Hispanic,0.603030303,0.8690002957,0.3370603103,3
2018,13,131,Race-ethnicity,Other Races and Eth,0.6016260163,0.9642995299,0.2389525027,3
2018,13,131,Race-ethnicity,"White, Non Hispanic",0.4618284637,0.5761940476,0.3474628798,3
2018,13,133,Race-ethnicity,"Black, Non Hispanic",0.5894206549,0.8050224129,0.3738188969,3
2018,13,133,Race-ethnicity,Hispanic,0.3529411765,0.6491371277,0.0567452252,3
2018,13,133,Race-ethnicity,Other Races and Eth,0.7556561086,1.0219853875,0.4893268297,3
2018,13,133,Race-ethnicity,"White, Non Hispanic",0.4537422037,0.5383545354,0.3691298721,2
2018,13,135,Race-ethnicity,"Black, Non Hispanic",0.4890125989,0.5602798963,0.4177453015,1
2018,13,135,Race-ethnicity,Hispanic,0.2579175705,0.3133831634,0.2024519776,1
2018,13,135,Race-ethnicity,Other Races and Eth,0.4519988328,0.5321822595,0.3718154061,1
2018,13,135,Race-ethnicity,"White, Non Hispanic",0.5641122436,0.6181907774,0.5100337098,1
2018,13,137,Race-ethnicity,"Black, Non Hispanic",0.4628099174,0.8617849948,0.0638348399,3
2018,13,137,Race-ethnicity,Hispanic,0.2225475842,0.4202809512,0.0248142172,3
2018,13,137,Race-ethnicity,Other Races and Eth,0.1543209877,0.4046587415,-0.096016766,3
2018,13,137,Race-ethnicity,"White, Non Hispanic",0.3828049952,0.461650991,0.3039589993,2
2018,13,139,Race-ethnicity,"Black, Non Hispanic",0.8525073746,1.0722884514,0.6327262979,3
2018,13,139,Race-ethnicity,Hispanic,0.1793563579,0.2586193586,0.1000933573,3
2018,13,139,Race-ethnicity,Other Races and Eth,0.1628787879,0.3810945748,-0.055336999,3
2018,13,139,Race-ethnicity,"White, Non Hispanic",0.53598234,0.6244773231,0.4474873568,1
2018,13,141,Race-ethnicity,"Black, Non Hispanic",0.4874274662,0.5976512181,0.3772037142,3
2018,13,141,Race-ethnicity,Hispanic,0.2981132075,0.6369817036,-0.040755288,3
2018,13,141,Race-ethnicity,Other Races and Eth,0.7777777778,1.1421897004,0.4133658551,3
2018,13,141,Race-ethnicity,"White, Non Hispanic",0.4454148472,0.5492587971,0.3415708972,3
2018,13,143,Race-ethnicity,"Black, Non Hispanic",0.4042253521,0.619302296,0.1891484082,3
2018,13,143,Race-ethnicity,Hispanic,0.3452380952,0.5590246205,0.13145157,3
2018,13,143,Race-ethnicity,Other Races and Eth,0.5562913907,0.9005708998,0.2120118817,3
2018,13,143,Race-ethnicity,"White, Non Hispanic",0.3059467919,0.3916730597,0.220220524,2
2018,13,145,Race-ethnicity,"Black, Non Hispanic",0.6272401434,0.7495923868,0.5048878999,3
2018,13,145,Race-ethnicity,Hispanic,0.3480662983,0.6070170039,0.0891155928,3
2018,13,145,Race-ethnicity,Other Races and Eth,0.412371134,0.8062622045,0.0184800636,3
2018,13,145,Race-ethnicity,"White, Non Hispanic",0.5209272376,0.6277603058,0.4140941694,3
2018,13,147,Race-ethnicity,"Black, Non Hispanic",0.4628099174,0.8617849948,0.0638348399,3
2018,13,147,Race-ethnicity,Hispanic,0.2225475842,0.4202809512,0.0248142172,3
2018,13,147,Race-ethnicity,Other Races and Eth,0.1543209877,0.4046587415,-0.096016766,3
2018,13,147,Race-ethnicity,"White, Non Hispanic",0.3828049952,0.461650991,0.3039589993,2
2018,13,149,Race-ethnicity,"Black, Non Hispanic",0.6435006435,0.8148961027,0.4721051843,3
2018,13,149,Race-ethnicity,Hispanic,0.4575471698,0.8561857915,0.0589085481,3
2018,13,149,Race-ethnicity,Other Races and Eth,0.4657534247,0.8114220637,0.1200847856,3
2018,13,149,Race-ethnicity,"White, Non Hispanic",0.5684367988,0.6783556208,0.4585179768,3
2018,13,151,Race-ethnicity,"Black, Non Hispanic",0.3542087542,0.4631810081,0.2452365003,3
2018,13,151,Race-ethnicity,Hispanic,0.179138322,0.4632154658,-0.104938822,3
2018,13,151,Race-ethnicity,Other Races and Eth,0.5533498759,0.8137706896,0.2929290623,3
2018,13,151,Race-ethnicity,"White, Non Hispanic",0.4320987654,0.5516109054,0.3125866255,3
2018,13,153,Race-ethnicity,"Black, Non Hispanic",0.4165981923,0.575452057,0.2577443276,3
2018,13,153,Race-ethnicity,Hispanic,0.2969798658,0.5670068174,0.0269529141,3
2018,13,153,Race-ethnicity,Other Races and Eth,0.3609467456,0.5962815551,0.125611936,3
2018,13,153,Race-ethnicity,"White, Non Hispanic",0.460502693,0.5690513088,0.3519540772,3
2018,13,155,Race-ethnicity,"Black, Non Hispanic",0.5126300149,0.6570770262,0.3681830035,3
2018,13,155,Race-ethnicity,Hispanic,0.2749003984,0.5516216984,-0.001820902,3
2018,13,155,Race-ethnicity,Other Races and Eth,0.1923076923,0.5377633985,-0.153148014,3
2018,13,155,Race-ethnicity,"White, Non Hispanic",0.373167982,0.4719982403,0.2743377236,3
2018,13,157,Race-ethnicity,"Black, Non Hispanic",0.7961165049,1.0151264034,0.5771066063,3
