year,state,county,subgroup_type,subgroup,index_air_hazard,environmental_quality
2014,51,119,all,All,80,1
2014,51,119,poverty,Not Extreme Poverty,80,1
2014,51,119,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,51,121,all,All,79,1
2014,51,121,poverty,Extreme Poverty,81,1
2014,51,121,poverty,Not Extreme Poverty,78,1
2014,51,121,race-ethnicity,"Majority White, Non-Hispanic",79,1
2014,51,125,all,All,84,1
2014,51,125,poverty,Not Extreme Poverty,84,1
2014,51,125,race-ethnicity,"Majority White, Non-Hispanic",84,1
2014,51,127,all,All,60,1
2014,51,127,poverty,Not Extreme Poverty,60,1
2014,51,127,race-ethnicity,"Majority White, Non-Hispanic",60,1
2014,51,131,all,All,91,1
2014,51,131,poverty,Not Extreme Poverty,91,1
2014,51,131,race-ethnicity,No Majority Race/Ethnicity,91,1
2014,51,133,all,All,84,1
2014,51,133,poverty,Not Extreme Poverty,84,1
2014,51,133,race-ethnicity,"Majority White, Non-Hispanic",84,1
2014,51,133,race-ethnicity,No Majority Race/Ethnicity,84,1
2014,51,135,all,All,63,1
2014,51,135,poverty,Not Extreme Poverty,63,1
2014,51,135,race-ethnicity,Majority Non-White,59,1
2014,51,135,race-ethnicity,"Majority White, Non-Hispanic",65,1
2014,51,135,race-ethnicity,No Majority Race/Ethnicity,63,1
2014,51,137,all,All,71,1
2014,51,137,poverty,Not Extreme Poverty,71,1
2014,51,137,race-ethnicity,"Majority White, Non-Hispanic",71,1
2014,51,139,all,All,83,1
2014,51,139,poverty,Not Extreme Poverty,83,1
2014,51,139,race-ethnicity,"Majority White, Non-Hispanic",83,1
2014,51,141,all,All,85,1
2014,51,141,poverty,Not Extreme Poverty,85,1
2014,51,141,race-ethnicity,"Majority White, Non-Hispanic",85,1
2014,51,143,all,All,64,1
2014,51,143,poverty,Not Extreme Poverty,64,1
2014,51,143,race-ethnicity,"Majority White, Non-Hispanic",64,1
2014,51,143,race-ethnicity,No Majority Race/Ethnicity,63,1
2014,51,145,all,All,62,1
2014,51,145,poverty,Not Extreme Poverty,62,1
2014,51,145,race-ethnicity,Majority Non-White,61,1
2014,51,145,race-ethnicity,"Majority White, Non-Hispanic",62,1
2014,51,147,all,All,65,1
2014,51,147,poverty,Not Extreme Poverty,65,1
2014,51,147,race-ethnicity,"Majority White, Non-Hispanic",65,1
2014,51,147,race-ethnicity,No Majority Race/Ethnicity,65,1
2014,51,149,all,All,49,1
2014,51,149,poverty,Not Extreme Poverty,49,1
2014,51,149,race-ethnicity,Majority Non-White,44,1
2014,51,149,race-ethnicity,"Majority White, Non-Hispanic",53,1
2014,51,149,race-ethnicity,No Majority Race/Ethnicity,41,1
2014,51,153,all,All,51,1
2014,51,153,poverty,Not Extreme Poverty,51,1
2014,51,153,race-ethnicity,Majority Non-White,46,1
2014,51,153,race-ethnicity,"Majority White, Non-Hispanic",58,1
2014,51,153,race-ethnicity,No Majority Race/Ethnicity,51,1
2014,51,155,all,All,83,1
2014,51,155,poverty,Not Extreme Poverty,83,1
2014,51,155,race-ethnicity,"Majority White, Non-Hispanic",83,1
2014,51,157,all,All,85,1
2014,51,157,poverty,Not Extreme Poverty,85,1
2014,51,157,race-ethnicity,"Majority White, Non-Hispanic",85,1
2014,51,159,all,All,77,1
2014,51,159,poverty,Not Extreme Poverty,77,1
2014,51,159,race-ethnicity,"Majority White, Non-Hispanic",76,1
2014,51,159,race-ethnicity,No Majority Race/Ethnicity,79,1
2014,51,161,all,All,73,1
2014,51,161,poverty,Not Extreme Poverty,73,1
2014,51,161,race-ethnicity,"Majority White, Non-Hispanic",73,1
2014,51,163,all,All,82,1
2014,51,163,poverty,Not Extreme Poverty,82,1
2014,51,163,race-ethnicity,"Majority White, Non-Hispanic",82,1
2014,51,165,all,All,80,1
2014,51,165,poverty,Not Extreme Poverty,80,1
2014,51,165,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,51,167,all,All,80,1
2014,51,167,poverty,Not Extreme Poverty,80,1
2014,51,167,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,51,169,all,All,57,1
2014,51,169,poverty,Not Extreme Poverty,57,1
2014,51,169,race-ethnicity,"Majority White, Non-Hispanic",57,1
2014,51,171,all,All,80,1
2014,51,171,poverty,Not Extreme Poverty,80,1
2014,51,171,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,51,173,all,All,88,1
2014,51,173,poverty,Not Extreme Poverty,88,1
2014,51,173,race-ethnicity,"Majority White, Non-Hispanic",88,1
2014,51,175,all,All,72,1
2014,51,175,poverty,Extreme Poverty,75,1
2014,51,175,poverty,Not Extreme Poverty,72,1
2014,51,175,race-ethnicity,Majority Non-White,75,1
2014,51,175,race-ethnicity,"Majority White, Non-Hispanic",73,1
2014,51,175,race-ethnicity,No Majority Race/Ethnicity,71,1
2014,51,177,all,All,55,1
2014,51,177,poverty,Not Extreme Poverty,55,1
2014,51,177,race-ethnicity,"Majority White, Non-Hispanic",56,1
2014,51,177,race-ethnicity,No Majority Race/Ethnicity,50,1
2014,51,179,all,All,55,1
2014,51,179,poverty,Not Extreme Poverty,55,1
2014,51,179,race-ethnicity,Majority Non-White,49,1
2014,51,179,race-ethnicity,"Majority White, Non-Hispanic",57,1
2014,51,179,race-ethnicity,No Majority Race/Ethnicity,53,1
2014,51,181,all,All,73,1
2014,51,181,poverty,Not Extreme Poverty,73,1
2014,51,181,race-ethnicity,No Majority Race/Ethnicity,73,1
2014,51,183,all,All,68,1
2014,51,183,poverty,Not Extreme Poverty,67,1
2014,51,183,race-ethnicity,Majority Non-White,70,1
2014,51,183,race-ethnicity,"Majority White, Non-Hispanic",68,1
2014,51,183,race-ethnicity,No Majority Race/Ethnicity,65,1
2014,51,185,all,All,86,1
2014,51,185,poverty,Not Extreme Poverty,86,1
2014,51,185,race-ethnicity,"Majority White, Non-Hispanic",86,1
2014,51,187,all,All,78,1
2014,51,187,poverty,Not Extreme Poverty,78,1
2014,51,187,race-ethnicity,"Majority White, Non-Hispanic",78,1
2014,51,191,all,All,75,1
2014,51,191,poverty,Not Extreme Poverty,75,1
2014,51,191,race-ethnicity,"Majority White, Non-Hispanic",75,1
2014,51,193,all,All,75,1
2014,51,193,poverty,Not Extreme Poverty,75,1
2014,51,193,race-ethnicity,"Majority White, Non-Hispanic",72,1
2014,51,193,race-ethnicity,No Majority Race/Ethnicity,77,1
2014,51,195,all,All,79,1
2014,51,195,poverty,Not Extreme Poverty,79,1
2014,51,195,race-ethnicity,"Majority White, Non-Hispanic",79,1
2014,51,197,all,All,86,1
2014,51,197,poverty,Not Extreme Poverty,86,1
2014,51,197,race-ethnicity,"Majority White, Non-Hispanic",86,1
2014,51,199,all,All,67,1
2014,51,199,poverty,Not Extreme Poverty,67,1
2014,51,199,race-ethnicity,Majority Non-White,70,1
2014,51,199,race-ethnicity,"Majority White, Non-Hispanic",67,1
2014,51,199,race-ethnicity,No Majority Race/Ethnicity,63,1
2014,51,510,all,All,27,1
2014,51,510,poverty,Not Extreme Poverty,27,1
2014,51,510,race-ethnicity,Majority Non-White,27,1
2014,51,510,race-ethnicity,"Majority White, Non-Hispanic",27,1
2014,51,510,race-ethnicity,No Majority Race/Ethnicity,27,1
2014,51,520,all,All,63,1
2014,51,520,poverty,Not Extreme Poverty,63,1
2014,51,520,race-ethnicity,"Majority White, Non-Hispanic",63,1
2014,51,530,all,All,77,1
2014,51,530,poverty,Not Extreme Poverty,77,1
2014,51,530,race-ethnicity,"Majority White, Non-Hispanic",77,1
2014,51,540,all,All,43,1
2014,51,540,poverty,Extreme Poverty,41,1
2014,51,540,poverty,Not Extreme Poverty,44,1
2014,51,540,race-ethnicity,Majority Non-White,44,1
2014,51,540,race-ethnicity,"Majority White, Non-Hispanic",43,1
2014,51,540,race-ethnicity,No Majority Race/Ethnicity,44,1
2014,51,550,all,All,67,1
2014,51,550,poverty,Not Extreme Poverty,67,1
2014,51,550,race-ethnicity,Majority Non-White,61,1
2014,51,550,race-ethnicity,"Majority White, Non-Hispanic",70,1
2014,51,550,race-ethnicity,No Majority Race/Ethnicity,66,1
2014,51,570,all,All,42,1
2014,51,570,poverty,Not Extreme Poverty,42,1
2014,51,570,race-ethnicity,"Majority White, Non-Hispanic",42,1
2014,51,580,all,All,85,1
2014,51,580,poverty,Not Extreme Poverty,85,1
2014,51,580,race-ethnicity,"Majority White, Non-Hispanic",85,1
2014,51,590,all,All,48,1
2014,51,590,poverty,Extreme Poverty,47,1
2014,51,590,poverty,Not Extreme Poverty,48,1
2014,51,590,race-ethnicity,Majority Non-White,46,1
2014,51,590,race-ethnicity,"Majority White, Non-Hispanic",51,1
2014,51,590,race-ethnicity,No Majority Race/Ethnicity,48,1
2014,51,595,all,All,45,1
2014,51,595,poverty,Not Extreme Poverty,45,1
2014,51,595,race-ethnicity,Majority Non-White,40,1
2014,51,595,race-ethnicity,No Majority Race/Ethnicity,49,1
2014,51,600,all,All,42,1
2014,51,600,poverty,Not Extreme Poverty,42,1
2014,51,600,race-ethnicity,"Majority White, Non-Hispanic",42,1
2014,51,600,race-ethnicity,No Majority Race/Ethnicity,42,1
2014,51,610,all,All,29,1
2014,51,610,poverty,Not Extreme Poverty,29,1
2014,51,610,race-ethnicity,"Majority White, Non-Hispanic",29,1
2014,51,620,all,All,59,1
2014,51,620,poverty,Extreme Poverty,54,1
2014,51,620,poverty,Not Extreme Poverty,62,1
2014,51,620,race-ethnicity,Majority Non-White,54,1
2014,51,620,race-ethnicity,No Majority Race/Ethnicity,62,1
2014,51,630,all,All,42,1
2014,51,630,poverty,Extreme Poverty,42,1
2014,51,630,poverty,Not Extreme Poverty,42,1
2014,51,630,race-ethnicity,"Majority White, Non-Hispanic",41,1
2014,51,630,race-ethnicity,No Majority Race/Ethnicity,43,1
2014,51,640,all,All,87,1
2014,51,640,poverty,Not Extreme Poverty,87,1
2014,51,640,race-ethnicity,"Majority White, Non-Hispanic",87,1
2014,51,650,all,All,72,1
2014,51,650,poverty,Extreme Poverty,67,1
2014,51,650,poverty,Not Extreme Poverty,72,1
2014,51,650,race-ethnicity,Majority Non-White,71,1
2014,51,650,race-ethnicity,"Majority White, Non-Hispanic",75,1
2014,51,650,race-ethnicity,No Majority Race/Ethnicity,73,1
2014,51,660,all,All,67,1
2014,51,660,poverty,Extreme Poverty,65,1
2014,51,660,poverty,Not Extreme Poverty,68,1
2014,51,660,race-ethnicity,"Majority White, Non-Hispanic",67,1
2014,51,660,race-ethnicity,No Majority Race/Ethnicity,69,1
2014,51,670,all,All,23,1
2014,51,670,poverty,Not Extreme Poverty,23,1
2014,51,670,race-ethnicity,Majority Non-White,19,1
2014,51,670,race-ethnicity,"Majority White, Non-Hispanic",31,1
2014,51,670,race-ethnicity,No Majority Race/Ethnicity,12,1
2014,51,678,all,All,76,1
2014,51,678,poverty,Not Extreme Poverty,76,1
2014,51,678,race-ethnicity,"Majority White, Non-Hispanic",76,1
2014,51,680,all,All,42,1
2014,51,680,poverty,Extreme Poverty,36,1
2014,51,680,poverty,Not Extreme Poverty,45,1
2014,51,680,race-ethnicity,Majority Non-White,34,1
2014,51,680,race-ethnicity,"Majority White, Non-Hispanic",45,1
2014,51,680,race-ethnicity,No Majority Race/Ethnicity,45,1
2014,51,683,all,All,53,1
2014,51,683,poverty,Not Extreme Poverty,53,1
2014,51,683,race-ethnicity,Majority Non-White,54,1
2014,51,683,race-ethnicity,"Majority White, Non-Hispanic",53,1
2014,51,683,race-ethnicity,No Majority Race/Ethnicity,53,1
2014,51,685,all,All,52,1
2014,51,685,poverty,Not Extreme Poverty,52,1
2014,51,685,race-ethnicity,Majority Non-White,53,1
2014,51,685,race-ethnicity,No Majority Race/Ethnicity,52,1
2014,51,690,all,All,53,1
2014,51,690,poverty,Extreme Poverty,50,1
2014,51,690,poverty,Not Extreme Poverty,54,1
2014,51,690,race-ethnicity,Majority Non-White,50,1
2014,51,690,race-ethnicity,"Majority White, Non-Hispanic",57,1
2014,51,690,race-ethnicity,No Majority Race/Ethnicity,53,1
2014,51,700,all,All,61,1
2014,51,700,poverty,Extreme Poverty,67,1
2014,51,700,poverty,Not Extreme Poverty,61,1
2014,51,700,race-ethnicity,Majority Non-White,63,1
2014,51,700,race-ethnicity,"Majority White, Non-Hispanic",62,1
2014,51,700,race-ethnicity,No Majority Race/Ethnicity,58,1
2014,51,710,all,All,53,1
2014,51,710,poverty,Extreme Poverty,51,1
2014,51,710,poverty,Not Extreme Poverty,53,1
2014,51,710,race-ethnicity,Majority Non-White,51,1
2014,51,710,race-ethnicity,"Majority White, Non-Hispanic",55,1
2014,51,710,race-ethnicity,No Majority Race/Ethnicity,53,1
2014,51,720,all,All,78,1
2014,51,720,poverty,Not Extreme Poverty,78,1
2014,51,720,race-ethnicity,"Majority White, Non-Hispanic",78,1
2014,51,730,all,All,41,1
2014,51,730,poverty,Extreme Poverty,34,1
2014,51,730,poverty,Not Extreme Poverty,42,1
2014,51,730,race-ethnicity,Majority Non-White,41,1
2014,51,735,all,All,79,1
2014,51,735,poverty,Not Extreme Poverty,79,1
2014,51,735,race-ethnicity,"Majority White, Non-Hispanic",79,1
2014,51,740,all,All,63,1
2014,51,740,poverty,Extreme Poverty,53,1
2014,51,740,poverty,Not Extreme Poverty,64,1
2014,51,740,race-ethnicity,Majority Non-White,62,1
2014,51,740,race-ethnicity,"Majority White, Non-Hispanic",65,1
2014,51,740,race-ethnicity,No Majority Race/Ethnicity,64,1
2014,51,750,all,All,76,1
2014,51,750,poverty,Extreme Poverty,75,1
2014,51,750,poverty,Not Extreme Poverty,76,1
2014,51,750,race-ethnicity,"Majority White, Non-Hispanic",76,1
2014,51,760,all,All,35,1
2014,51,760,poverty,Extreme Poverty,33,1
2014,51,760,poverty,Not Extreme Poverty,35,1
2014,51,760,race-ethnicity,Majority Non-White,37,1
2014,51,760,race-ethnicity,"Majority White, Non-Hispanic",32,1
2014,51,760,race-ethnicity,No Majority Race/Ethnicity,32,1
2014,51,770,all,All,61,1
2014,51,770,poverty,Extreme Poverty,57,1
2014,51,770,poverty,Not Extreme Poverty,62,1
2014,51,770,race-ethnicity,Majority Non-White,61,1
2014,51,770,race-ethnicity,"Majority White, Non-Hispanic",62,1
2014,51,770,race-ethnicity,No Majority Race/Ethnicity,58,1
2014,51,775,all,All,71,1
2014,51,775,poverty,Not Extreme Poverty,71,1
2014,51,775,race-ethnicity,"Majority White, Non-Hispanic",71,1
2014,51,790,all,All,75,1
2014,51,790,poverty,Not Extreme Poverty,75,1
2014,51,790,race-ethnicity,"Majority White, Non-Hispanic",75,1
2014,51,800,all,All,72,1
2014,51,800,poverty,Not Extreme Poverty,72,1
2014,51,800,race-ethnicity,Majority Non-White,71,1
2014,51,800,race-ethnicity,"Majority White, Non-Hispanic",74,1
2014,51,800,race-ethnicity,No Majority Race/Ethnicity,71,1
2014,51,810,all,All,67,1
2014,51,810,poverty,Not Extreme Poverty,67,1
2014,51,810,race-ethnicity,Majority Non-White,62,1
2014,51,810,race-ethnicity,"Majority White, Non-Hispanic",69,1
2014,51,810,race-ethnicity,No Majority Race/Ethnicity,64,1
2014,51,820,all,All,74,1
2014,51,820,poverty,Not Extreme Poverty,74,1
2014,51,820,race-ethnicity,"Majority White, Non-Hispanic",74,1
2014,51,830,all,All,65,1
2014,51,830,poverty,Not Extreme Poverty,65,1
2014,51,830,race-ethnicity,"Majority White, Non-Hispanic",65,1
2014,51,830,race-ethnicity,No Majority Race/Ethnicity,65,1
2014,51,840,all,All,55,1
2014,51,840,poverty,Not Extreme Poverty,55,1
2014,51,840,race-ethnicity,"Majority White, Non-Hispanic",56,1
2014,51,840,race-ethnicity,No Majority Race/Ethnicity,53,1
2014,53,001,all,All,77,1
2014,53,001,poverty,Not Extreme Poverty,77,1
2014,53,001,race-ethnicity,Majority Non-White,76,1
2014,53,001,race-ethnicity,"Majority White, Non-Hispanic",81,1
2014,53,003,all,All,58,1
2014,53,003,poverty,Not Extreme Poverty,58,1
2014,53,003,race-ethnicity,"Majority White, Non-Hispanic",58,1
2014,53,005,all,All,54,1
2014,53,005,poverty,Extreme Poverty,41,1
2014,53,005,poverty,Not Extreme Poverty,55,1
2014,53,005,race-ethnicity,"Majority White, Non-Hispanic",54,1
2014,53,005,race-ethnicity,No Majority Race/Ethnicity,56,1
2014,53,007,all,All,43,1
2014,53,007,poverty,Not Extreme Poverty,43,1
2014,53,007,race-ethnicity,"Majority White, Non-Hispanic",42,1
2014,53,007,race-ethnicity,No Majority Race/Ethnicity,46,1
2014,53,009,all,All,79,1
2014,53,009,poverty,Not Extreme Poverty,79,1
2014,53,009,race-ethnicity,Majority Non-White,98,1
2014,53,009,race-ethnicity,"Majority White, Non-Hispanic",79,1
2014,53,011,all,All,33,1
2014,53,011,poverty,Extreme Poverty,22,1
2014,53,011,poverty,Not Extreme Poverty,33,1
2014,53,011,race-ethnicity,"Majority White, Non-Hispanic",33,1
2014,53,011,race-ethnicity,No Majority Race/Ethnicity,22,1
2014,53,013,all,All,90,1
2014,53,013,poverty,Not Extreme Poverty,90,1
2014,53,013,race-ethnicity,"Majority White, Non-Hispanic",90,1
2014,53,015,all,All,53,1
2014,53,015,poverty,Extreme Poverty,35,1
2014,53,015,poverty,Not Extreme Poverty,56,1
2014,53,015,race-ethnicity,"Majority White, Non-Hispanic",53,1
2014,53,017,all,All,44,1
2014,53,017,poverty,Not Extreme Poverty,44,1
2014,53,017,race-ethnicity,"Majority White, Non-Hispanic",45,1
2014,53,017,race-ethnicity,No Majority Race/Ethnicity,41,1
2014,53,019,all,All,90,1
2014,53,019,poverty,Not Extreme Poverty,90,1
2014,53,019,race-ethnicity,Majority Non-White,73,1
2014,53,019,race-ethnicity,"Majority White, Non-Hispanic",94,1
2014,53,021,all,All,42,1
2014,53,021,poverty,Extreme Poverty,33,1
2014,53,021,poverty,Not Extreme Poverty,44,1
2014,53,021,race-ethnicity,Majority Non-White,36,1
2014,53,021,race-ethnicity,"Majority White, Non-Hispanic",44,1
2014,53,021,race-ethnicity,No Majority Race/Ethnicity,48,1
2014,53,023,all,All,93,1
2014,53,023,poverty,Not Extreme Poverty,93,1
2014,53,023,race-ethnicity,"Majority White, Non-Hispanic",93,1
2014,53,025,all,All,64,1
2014,53,025,poverty,Not Extreme Poverty,64,1
2014,53,025,race-ethnicity,Majority Non-White,79,1
2014,53,025,race-ethnicity,"Majority White, Non-Hispanic",57,1
2014,53,025,race-ethnicity,No Majority Race/Ethnicity,75,1
2014,53,027,all,All,90,1
2014,53,027,poverty,Not Extreme Poverty,90,1
2014,53,027,race-ethnicity,Majority Non-White,98,1
2014,53,027,race-ethnicity,"Majority White, Non-Hispanic",90,1
2014,53,029,all,All,64,1
2014,53,029,poverty,Not Extreme Poverty,64,1
2014,53,029,race-ethnicity,"Majority White, Non-Hispanic",64,1
2014,53,029,race-ethnicity,No Majority Race/Ethnicity,67,1
2014,53,031,all,All,72,1
2014,53,031,poverty,Not Extreme Poverty,72,1
2014,53,031,race-ethnicity,"Majority White, Non-Hispanic",72,1
2014,53,033,all,All,10,1
2014,53,033,poverty,Extreme Poverty,6,1
2014,53,033,poverty,Not Extreme Poverty,10,1
2014,53,033,race-ethnicity,Majority Non-White,5,1
2014,53,033,race-ethnicity,"Majority White, Non-Hispanic",13,1
2014,53,033,race-ethnicity,No Majority Race/Ethnicity,6,1
2014,53,035,all,All,30,1
2014,53,035,poverty,Extreme Poverty,5,1
2014,53,035,poverty,Not Extreme Poverty,31,1
2014,53,035,race-ethnicity,"Majority White, Non-Hispanic",31,1
2014,53,035,race-ethnicity,No Majority Race/Ethnicity,26,1
2014,53,037,all,All,79,1
2014,53,037,poverty,Extreme Poverty,72,1
2014,53,037,poverty,Not Extreme Poverty,81,1
2014,53,037,race-ethnicity,"Majority White, Non-Hispanic",79,1
2014,53,039,all,All,86,1
2014,53,039,poverty,Not Extreme Poverty,86,1
2014,53,039,race-ethnicity,"Majority White, Non-Hispanic",86,1
2014,53,041,all,All,53,1
2014,53,041,poverty,Not Extreme Poverty,53,1
2014,53,041,race-ethnicity,"Majority White, Non-Hispanic",53,1
2014,53,043,all,All,77,1
2014,53,043,poverty,Not Extreme Poverty,77,1
2014,53,043,race-ethnicity,"Majority White, Non-Hispanic",77,1
2014,53,045,all,All,50,1
2014,53,045,poverty,Not Extreme Poverty,50,1
2014,53,045,race-ethnicity,Majority Non-White,62,1
2014,53,045,race-ethnicity,"Majority White, Non-Hispanic",50,1
2014,53,047,all,All,61,1
2014,53,047,poverty,Not Extreme Poverty,61,1
2014,53,047,race-ethnicity,Majority Non-White,70,1
2014,53,047,race-ethnicity,"Majority White, Non-Hispanic",67,1
2014,53,047,race-ethnicity,No Majority Race/Ethnicity,11,1
2014,53,049,all,All,97,1
2014,53,049,poverty,Not Extreme Poverty,97,1
2014,53,049,race-ethnicity,"Majority White, Non-Hispanic",97,1
2014,53,051,all,All,68,1
2014,53,051,poverty,Not Extreme Poverty,68,1
2014,53,051,race-ethnicity,"Majority White, Non-Hispanic",68,1
2014,53,053,all,All,16,1
2014,53,053,poverty,Extreme Poverty,8,1
2014,53,053,poverty,Not Extreme Poverty,16,1
2014,53,053,race-ethnicity,Majority Non-White,8,1
2014,53,053,race-ethnicity,"Majority White, Non-Hispanic",18,1
2014,53,053,race-ethnicity,No Majority Race/Ethnicity,11,1
2014,53,055,all,All,81,1
2014,53,055,poverty,Not Extreme Poverty,81,1
2014,53,055,race-ethnicity,"Majority White, Non-Hispanic",81,1
2014,53,057,all,All,59,1
2014,53,057,poverty,Not Extreme Poverty,59,1
2014,53,057,race-ethnicity,"Majority White, Non-Hispanic",60,1
2014,53,057,race-ethnicity,No Majority Race/Ethnicity,57,1
2014,53,059,all,All,81,1
2014,53,059,poverty,Not Extreme Poverty,81,1
2014,53,059,race-ethnicity,"Majority White, Non-Hispanic",81,1
2014,53,061,all,All,18,1
2014,53,061,poverty,Not Extreme Poverty,18,1
2014,53,061,race-ethnicity,"Majority White, Non-Hispanic",20,1
2014,53,061,race-ethnicity,No Majority Race/Ethnicity,10,1
2014,53,063,all,All,18,1
2014,53,063,poverty,Extreme Poverty,12,1
2014,53,063,poverty,Not Extreme Poverty,18,1
2014,53,063,race-ethnicity,"Majority White, Non-Hispanic",18,1
2014,53,063,race-ethnicity,No Majority Race/Ethnicity,6,1
2014,53,065,all,All,70,1
2014,53,065,poverty,Not Extreme Poverty,70,1
2014,53,065,race-ethnicity,Majority Non-White,68,1
2014,53,065,race-ethnicity,"Majority White, Non-Hispanic",71,1
2014,53,067,all,All,30,1
2014,53,067,poverty,Not Extreme Poverty,30,1
2014,53,067,race-ethnicity,"Majority White, Non-Hispanic",30,1
2014,53,067,race-ethnicity,No Majority Race/Ethnicity,20,1
2014,53,069,all,All,95,1
2014,53,069,poverty,Not Extreme Poverty,95,1
2014,53,069,race-ethnicity,"Majority White, Non-Hispanic",95,1
2014,53,071,all,All,72,1
2014,53,071,poverty,Not Extreme Poverty,72,1
2014,53,071,race-ethnicity,Majority Non-White,65,1
2014,53,071,race-ethnicity,"Majority White, Non-Hispanic",73,1
2014,53,071,race-ethnicity,No Majority Race/Ethnicity,66,1
2014,53,073,all,All,46,1
2014,53,073,poverty,Extreme Poverty,15,1
2014,53,073,poverty,Not Extreme Poverty,48,1
2014,53,073,race-ethnicity,Majority Non-White,40,1
2014,53,073,race-ethnicity,"Majority White, Non-Hispanic",46,1
2014,53,075,all,All,81,1
2014,53,075,poverty,Extreme Poverty,77,1
2014,53,075,poverty,Not Extreme Poverty,84,1
2014,53,075,race-ethnicity,"Majority White, Non-Hispanic",81,1
2014,53,077,all,All,58,1
2014,53,077,poverty,Extreme Poverty,43,1
2014,53,077,poverty,Not Extreme Poverty,60,1
2014,53,077,race-ethnicity,Majority Non-White,54,1
2014,53,077,race-ethnicity,"Majority White, Non-Hispanic",58,1
2014,53,077,race-ethnicity,No Majority Race/Ethnicity,68,1
2014,54,001,all,All,91,1
2014,54,001,poverty,Not Extreme Poverty,91,1
2014,54,001,race-ethnicity,"Majority White, Non-Hispanic",91,1
2014,54,003,all,All,62,1
2014,54,003,poverty,Not Extreme Poverty,62,1
2014,54,003,race-ethnicity,"Majority White, Non-Hispanic",62,1
2014,54,005,all,All,60,1
2014,54,005,poverty,Not Extreme Poverty,60,1
2014,54,005,race-ethnicity,"Majority White, Non-Hispanic",60,1
2014,54,007,all,All,85,1
2014,54,007,poverty,Not Extreme Poverty,85,1
2014,54,007,race-ethnicity,"Majority White, Non-Hispanic",85,1
2014,54,009,all,All,58,1
2014,54,009,poverty,Not Extreme Poverty,58,1
2014,54,009,race-ethnicity,"Majority White, Non-Hispanic",58,1
2014,54,011,all,All,31,1
2014,54,011,poverty,Extreme Poverty,12,1
2014,54,011,poverty,Not Extreme Poverty,35,1
2014,54,011,race-ethnicity,"Majority White, Non-Hispanic",31,1
2014,54,011,race-ethnicity,No Majority Race/Ethnicity,17,1
2014,54,013,all,All,79,1
2014,54,013,poverty,Not Extreme Poverty,79,1
2014,54,013,race-ethnicity,"Majority White, Non-Hispanic",79,1
2014,54,015,all,All,80,1
2014,54,015,poverty,Not Extreme Poverty,80,1
2014,54,015,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,54,017,all,All,55,1
2014,54,017,poverty,Not Extreme Poverty,55,1
2014,54,017,race-ethnicity,"Majority White, Non-Hispanic",55,1
2014,54,019,all,All,83,1
2014,54,019,poverty,Extreme Poverty,85,1
2014,54,019,poverty,Not Extreme Poverty,83,1
2014,54,019,race-ethnicity,"Majority White, Non-Hispanic",83,1
2014,54,021,all,All,79,1
2014,54,021,poverty,Not Extreme Poverty,79,1
2014,54,021,race-ethnicity,"Majority White, Non-Hispanic",79,1
2014,54,023,all,All,92,1
2014,54,023,poverty,Not Extreme Poverty,92,1
2014,54,023,race-ethnicity,"Majority White, Non-Hispanic",92,1
2014,54,025,all,All,91,1
2014,54,025,poverty,Not Extreme Poverty,91,1
2014,54,025,race-ethnicity,"Majority White, Non-Hispanic",91,1
2014,54,027,all,All,88,1
2014,54,027,poverty,Not Extreme Poverty,88,1
2014,54,027,race-ethnicity,"Majority White, Non-Hispanic",88,1
2014,54,029,all,All,71,1
2014,54,029,poverty,Not Extreme Poverty,71,1
2014,54,029,race-ethnicity,"Majority White, Non-Hispanic",71,1
2014,54,031,all,All,91,1
2014,54,031,poverty,Not Extreme Poverty,91,1
2014,54,031,race-ethnicity,"Majority White, Non-Hispanic",91,1
2014,54,033,all,All,66,1
2014,54,033,poverty,Not Extreme Poverty,66,1
2014,54,033,race-ethnicity,"Majority White, Non-Hispanic",66,1
2014,54,035,all,All,62,1
2014,54,035,poverty,Not Extreme Poverty,62,1
2014,54,035,race-ethnicity,"Majority White, Non-Hispanic",62,1
2014,54,037,all,All,70,1
2014,54,037,poverty,Not Extreme Poverty,70,1
2014,54,037,race-ethnicity,"Majority White, Non-Hispanic",70,1
2014,54,037,race-ethnicity,No Majority Race/Ethnicity,65,1
2014,54,039,all,All,30,1
2014,54,039,poverty,Extreme Poverty,17,1
2014,54,039,poverty,Not Extreme Poverty,31,1
2014,54,039,race-ethnicity,Majority Non-White,0,1
2014,54,039,race-ethnicity,"Majority White, Non-Hispanic",31,1
2014,54,039,race-ethnicity,No Majority Race/Ethnicity,24,1
2014,54,041,all,All,80,1
2014,54,041,poverty,Not Extreme Poverty,80,1
2014,54,041,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,54,043,all,All,57,1
2014,54,043,poverty,Not Extreme Poverty,57,1
2014,54,043,race-ethnicity,"Majority White, Non-Hispanic",57,1
2014,54,045,all,All,57,1
2014,54,045,poverty,Not Extreme Poverty,57,1
2014,54,045,race-ethnicity,"Majority White, Non-Hispanic",57,1
2014,54,047,all,All,78,1
