year,state,place,subgroup_type,subgroup,index_air_hazard,environmental_quality
2014,40,75000,all,All,30,1
2014,40,75000,race-ethnicity,Majority Non-White,28,1
2014,40,75000,race-ethnicity,"Majority White, Non-Hispanic",33,1
2014,40,75000,race-ethnicity,No Majority Race/Ethnicity,26,1
2014,41,05350,all,All,27,1
2014,41,05350,race-ethnicity,Majority Non-White,NA,NA
2014,41,05350,race-ethnicity,"Majority White, Non-Hispanic",27,1
2014,41,05350,race-ethnicity,No Majority Race/Ethnicity,27,1
2014,41,05800,all,All,76,1
2014,41,05800,race-ethnicity,Majority Non-White,NA,NA
2014,41,05800,race-ethnicity,"Majority White, Non-Hispanic",76,1
2014,41,05800,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,41,23850,all,All,29,1
2014,41,23850,race-ethnicity,Majority Non-White,NA,NA
2014,41,23850,race-ethnicity,"Majority White, Non-Hispanic",29,1
2014,41,23850,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,41,31250,all,All,29,1
2014,41,31250,race-ethnicity,Majority Non-White,NA,NA
2014,41,31250,race-ethnicity,"Majority White, Non-Hispanic",30,1
2014,41,31250,race-ethnicity,No Majority Race/Ethnicity,25,1
2014,41,34100,all,All,44,1
2014,41,34100,race-ethnicity,Majority Non-White,44,1
2014,41,34100,race-ethnicity,"Majority White, Non-Hispanic",45,1
2014,41,34100,race-ethnicity,No Majority Race/Ethnicity,41,1
2014,41,47000,all,All,31,1
2014,41,47000,race-ethnicity,Majority Non-White,NA,NA
2014,41,47000,race-ethnicity,"Majority White, Non-Hispanic",31,1
2014,41,47000,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,41,59000,all,All,16,1
2014,41,59000,race-ethnicity,Majority Non-White,NA,NA
2014,41,59000,race-ethnicity,"Majority White, Non-Hispanic",16,1
2014,41,59000,race-ethnicity,No Majority Race/Ethnicity,18,1
2014,41,64900,all,All,33,1
2014,41,64900,race-ethnicity,Majority Non-White,32,1
2014,41,64900,race-ethnicity,"Majority White, Non-Hispanic",34,1
2014,41,64900,race-ethnicity,No Majority Race/Ethnicity,29,1
2014,42,02000,all,All,7,1
2014,42,02000,race-ethnicity,Majority Non-White,4,1
2014,42,02000,race-ethnicity,"Majority White, Non-Hispanic",15,1
2014,42,02000,race-ethnicity,No Majority Race/Ethnicity,9,1
2014,42,06088,all,All,6,1
2014,42,06088,race-ethnicity,Majority Non-White,9,1
2014,42,06088,race-ethnicity,"Majority White, Non-Hispanic",5,1
2014,42,06088,race-ethnicity,No Majority Race/Ethnicity,2,1
2014,42,24000,all,All,72,1
2014,42,24000,race-ethnicity,Majority Non-White,73,1
2014,42,24000,race-ethnicity,"Majority White, Non-Hispanic",72,1
2014,42,24000,race-ethnicity,No Majority Race/Ethnicity,68,1
2014,42,60000,all,All,13,1
2014,42,60000,race-ethnicity,Majority Non-White,12,1
2014,42,60000,race-ethnicity,"Majority White, Non-Hispanic",15,1
2014,42,60000,race-ethnicity,No Majority Race/Ethnicity,13,1
2014,42,61000,all,All,30,1
2014,42,61000,race-ethnicity,Majority Non-White,26,1
2014,42,61000,race-ethnicity,"Majority White, Non-Hispanic",31,1
2014,42,61000,race-ethnicity,No Majority Race/Ethnicity,29,1
2014,42,63624,all,All,12,1
2014,42,63624,race-ethnicity,Majority Non-White,10,1
2014,42,63624,race-ethnicity,"Majority White, Non-Hispanic",25,1
2014,42,63624,race-ethnicity,No Majority Race/Ethnicity,17,1
2014,42,69000,all,All,80,1
2014,42,69000,race-ethnicity,Majority Non-White,NA,NA
2014,42,69000,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,42,69000,race-ethnicity,No Majority Race/Ethnicity,80,1
2014,44,19180,all,All,65,1
2014,44,19180,race-ethnicity,Majority Non-White,NA,NA
2014,44,19180,race-ethnicity,"Majority White, Non-Hispanic",66,1
2014,44,19180,race-ethnicity,No Majority Race/Ethnicity,56,1
2014,44,54640,all,All,58,1
2014,44,54640,race-ethnicity,Majority Non-White,37,1
2014,44,54640,race-ethnicity,"Majority White, Non-Hispanic",67,1
2014,44,54640,race-ethnicity,No Majority Race/Ethnicity,61,1
2014,44,59000,all,All,51,1
2014,44,59000,race-ethnicity,Majority Non-White,49,1
2014,44,59000,race-ethnicity,"Majority White, Non-Hispanic",56,1
2014,44,59000,race-ethnicity,No Majority Race/Ethnicity,50,1
2014,44,74300,all,All,75,1
2014,44,74300,race-ethnicity,Majority Non-White,NA,NA
2014,44,74300,race-ethnicity,"Majority White, Non-Hispanic",75,1
2014,44,74300,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,45,13330,all,All,32,1
2014,45,13330,race-ethnicity,Majority Non-White,22,1
2014,45,13330,race-ethnicity,"Majority White, Non-Hispanic",34,1
2014,45,13330,race-ethnicity,No Majority Race/Ethnicity,33,1
2014,45,16000,all,All,16,1
2014,45,16000,race-ethnicity,Majority Non-White,18,1
2014,45,16000,race-ethnicity,"Majority White, Non-Hispanic",16,1
2014,45,16000,race-ethnicity,No Majority Race/Ethnicity,15,1
2014,45,48535,all,All,50,1
2014,45,48535,race-ethnicity,Majority Non-White,66,1
2014,45,48535,race-ethnicity,"Majority White, Non-Hispanic",50,1
2014,45,48535,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,45,50875,all,All,17,1
2014,45,50875,race-ethnicity,Majority Non-White,12,1
2014,45,50875,race-ethnicity,"Majority White, Non-Hispanic",23,1
2014,45,50875,race-ethnicity,No Majority Race/Ethnicity,23,1
2014,46,59020,all,All,80,1
2014,46,59020,race-ethnicity,Majority Non-White,NA,NA
2014,46,59020,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,46,59020,race-ethnicity,No Majority Race/Ethnicity,77,1
2014,47,14000,all,All,18,1
2014,47,14000,race-ethnicity,Majority Non-White,12,1
2014,47,14000,race-ethnicity,"Majority White, Non-Hispanic",22,1
2014,47,14000,race-ethnicity,No Majority Race/Ethnicity,15,1
2014,47,15160,all,All,47,1
2014,47,15160,race-ethnicity,Majority Non-White,49,1
2014,47,15160,race-ethnicity,"Majority White, Non-Hispanic",49,1
2014,47,15160,race-ethnicity,No Majority Race/Ethnicity,46,1
2014,47,27740,all,All,38,1
2014,47,27740,race-ethnicity,Majority Non-White,NA,NA
2014,47,27740,race-ethnicity,"Majority White, Non-Hispanic",38,1
2014,47,27740,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,47,40000,all,All,17,1
2014,47,40000,race-ethnicity,Majority Non-White,16,1
2014,47,40000,race-ethnicity,"Majority White, Non-Hispanic",18,1
2014,47,40000,race-ethnicity,No Majority Race/Ethnicity,4,1
2014,47,48000,all,All,23,1
2014,47,48000,race-ethnicity,Majority Non-White,21,1
2014,47,48000,race-ethnicity,"Majority White, Non-Hispanic",26,1
2014,47,48000,race-ethnicity,No Majority Race/Ethnicity,28,1
2014,47,51560,all,All,39,1
2014,47,51560,race-ethnicity,Majority Non-White,NA,NA
2014,47,51560,race-ethnicity,"Majority White, Non-Hispanic",39,1
2014,47,51560,race-ethnicity,No Majority Race/Ethnicity,44,1
2014,47,52006,all,All,23,1
2014,47,52006,race-ethnicity,Majority Non-White,21,1
2014,47,52006,race-ethnicity,"Majority White, Non-Hispanic",25,1
2014,47,52006,race-ethnicity,No Majority Race/Ethnicity,23,1
2014,48,01000,all,All,75,1
2014,48,01000,race-ethnicity,Majority Non-White,77,1
2014,48,01000,race-ethnicity,"Majority White, Non-Hispanic",76,1
2014,48,01000,race-ethnicity,No Majority Race/Ethnicity,73,1
2014,48,01924,all,All,50,1
2014,48,01924,race-ethnicity,Majority Non-White,NA,NA
2014,48,01924,race-ethnicity,"Majority White, Non-Hispanic",50,1
2014,48,01924,race-ethnicity,No Majority Race/Ethnicity,48,1
2014,48,03000,all,All,88,1
2014,48,03000,race-ethnicity,Majority Non-White,86,1
2014,48,03000,race-ethnicity,"Majority White, Non-Hispanic",89,1
2014,48,03000,race-ethnicity,No Majority Race/Ethnicity,87,1
2014,48,04000,all,All,40,1
2014,48,04000,race-ethnicity,Majority Non-White,38,1
2014,48,04000,race-ethnicity,"Majority White, Non-Hispanic",43,1
2014,48,04000,race-ethnicity,No Majority Race/Ethnicity,37,1
2014,48,05000,all,All,54,1
2014,48,05000,race-ethnicity,Majority Non-White,54,1
2014,48,05000,race-ethnicity,"Majority White, Non-Hispanic",55,1
2014,48,05000,race-ethnicity,No Majority Race/Ethnicity,54,1
2014,48,06128,all,All,15,1
2014,48,06128,race-ethnicity,Majority Non-White,12,1
2014,48,06128,race-ethnicity,"Majority White, Non-Hispanic",46,1
2014,48,06128,race-ethnicity,No Majority Race/Ethnicity,15,1
2014,48,07000,all,All,10,1
2014,48,07000,race-ethnicity,Majority Non-White,7,1
2014,48,07000,race-ethnicity,"Majority White, Non-Hispanic",14,1
2014,48,07000,race-ethnicity,No Majority Race/Ethnicity,14,1
2014,48,10768,all,All,91,1
2014,48,10768,race-ethnicity,Majority Non-White,91,1
2014,48,10768,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,48,10768,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,48,10912,all,All,62,1
2014,48,10912,race-ethnicity,Majority Non-White,64,1
2014,48,10912,race-ethnicity,"Majority White, Non-Hispanic",61,1
2014,48,10912,race-ethnicity,No Majority Race/Ethnicity,59,1
2014,48,13024,all,All,35,1
2014,48,13024,race-ethnicity,Majority Non-White,35,1
2014,48,13024,race-ethnicity,"Majority White, Non-Hispanic",36,1
2014,48,13024,race-ethnicity,No Majority Race/Ethnicity,36,1
2014,48,13552,all,All,63,1
2014,48,13552,race-ethnicity,Majority Non-White,65,1
2014,48,13552,race-ethnicity,"Majority White, Non-Hispanic",63,1
2014,48,13552,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,48,15976,all,All,63,1
2014,48,15976,race-ethnicity,Majority Non-White,57,1
2014,48,15976,race-ethnicity,"Majority White, Non-Hispanic",63,1
2014,48,15976,race-ethnicity,No Majority Race/Ethnicity,60,1
2014,48,16432,all,All,21,1
2014,48,16432,race-ethnicity,Majority Non-White,16,1
2014,48,16432,race-ethnicity,"Majority White, Non-Hispanic",25,1
2014,48,16432,race-ethnicity,No Majority Race/Ethnicity,24,1
2014,48,17000,all,All,85,1
2014,48,17000,race-ethnicity,Majority Non-White,82,1
2014,48,17000,race-ethnicity,"Majority White, Non-Hispanic",94,1
2014,48,17000,race-ethnicity,No Majority Race/Ethnicity,90,1
2014,48,19000,all,All,37,1
2014,48,19000,race-ethnicity,Majority Non-White,38,1
2014,48,19000,race-ethnicity,"Majority White, Non-Hispanic",35,1
2014,48,19000,race-ethnicity,No Majority Race/Ethnicity,35,1
2014,48,19972,all,All,47,1
2014,48,19972,race-ethnicity,Majority Non-White,44,1
2014,48,19972,race-ethnicity,"Majority White, Non-Hispanic",48,1
2014,48,19972,race-ethnicity,No Majority Race/Ethnicity,47,1
2014,48,22660,all,All,81,1
2014,48,22660,race-ethnicity,Majority Non-White,81,1
2014,48,22660,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,48,22660,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,48,24000,all,All,47,1
2014,48,24000,race-ethnicity,Majority Non-White,47,1
2014,48,24000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,48,24000,race-ethnicity,No Majority Race/Ethnicity,54,1
2014,48,26232,all,All,41,1
2014,48,26232,race-ethnicity,Majority Non-White,NA,NA
2014,48,26232,race-ethnicity,"Majority White, Non-Hispanic",41,1
2014,48,26232,race-ethnicity,No Majority Race/Ethnicity,40,1
2014,48,27000,all,All,45,1
2014,48,27000,race-ethnicity,Majority Non-White,43,1
2014,48,27000,race-ethnicity,"Majority White, Non-Hispanic",47,1
2014,48,27000,race-ethnicity,No Majority Race/Ethnicity,46,1
2014,48,27684,all,All,49,1
2014,48,27684,race-ethnicity,Majority Non-White,NA,NA
2014,48,27684,race-ethnicity,"Majority White, Non-Hispanic",49,1
2014,48,27684,race-ethnicity,No Majority Race/Ethnicity,51,1
2014,48,29000,all,All,45,1
2014,48,29000,race-ethnicity,Majority Non-White,44,1
2014,48,29000,race-ethnicity,"Majority White, Non-Hispanic",49,1
2014,48,29000,race-ethnicity,No Majority Race/Ethnicity,46,1
2014,48,30464,all,All,39,1
2014,48,30464,race-ethnicity,Majority Non-White,39,1
2014,48,30464,race-ethnicity,"Majority White, Non-Hispanic",34,1
2014,48,30464,race-ethnicity,No Majority Race/Ethnicity,42,1
2014,48,35000,all,All,15,1
2014,48,35000,race-ethnicity,Majority Non-White,15,1
2014,48,35000,race-ethnicity,"Majority White, Non-Hispanic",15,1
2014,48,35000,race-ethnicity,No Majority Race/Ethnicity,18,1
2014,48,37000,all,All,34,1
2014,48,37000,race-ethnicity,Majority Non-White,34,1
2014,48,37000,race-ethnicity,"Majority White, Non-Hispanic",31,1
2014,48,37000,race-ethnicity,No Majority Race/Ethnicity,33,1
2014,48,39148,all,All,63,1
2014,48,39148,race-ethnicity,Majority Non-White,63,1
2014,48,39148,race-ethnicity,"Majority White, Non-Hispanic",74,1
2014,48,39148,race-ethnicity,No Majority Race/Ethnicity,61,1
2014,48,41464,all,All,42,1
2014,48,41464,race-ethnicity,Majority Non-White,42,1
2014,48,41464,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,48,41464,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,48,41980,all,All,30,1
2014,48,41980,race-ethnicity,Majority Non-White,NA,NA
2014,48,41980,race-ethnicity,"Majority White, Non-Hispanic",28,1
2014,48,41980,race-ethnicity,No Majority Race/Ethnicity,34,1
2014,48,42508,all,All,38,1
2014,48,42508,race-ethnicity,Majority Non-White,38,1
2014,48,42508,race-ethnicity,"Majority White, Non-Hispanic",40,1
2014,48,42508,race-ethnicity,No Majority Race/Ethnicity,37,1
2014,48,43888,all,All,12,1
2014,48,43888,race-ethnicity,Majority Non-White,2,1
2014,48,43888,race-ethnicity,"Majority White, Non-Hispanic",16,1
2014,48,43888,race-ethnicity,No Majority Race/Ethnicity,12,1
2014,48,45000,all,All,82,1
2014,48,45000,race-ethnicity,Majority Non-White,81,1
2014,48,45000,race-ethnicity,"Majority White, Non-Hispanic",83,1
2014,48,45000,race-ethnicity,No Majority Race/Ethnicity,81,1
2014,48,45384,all,All,78,1
2014,48,45384,race-ethnicity,Majority Non-White,78,1
2014,48,45384,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,48,45384,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,48,45744,all,All,54,1
2014,48,45744,race-ethnicity,Majority Non-White,52,1
2014,48,45744,race-ethnicity,"Majority White, Non-Hispanic",55,1
2014,48,45744,race-ethnicity,No Majority Race/Ethnicity,53,1
2014,48,47892,all,All,47,1
2014,48,47892,race-ethnicity,Majority Non-White,46,1
2014,48,47892,race-ethnicity,"Majority White, Non-Hispanic",52,1
2014,48,47892,race-ethnicity,No Majority Race/Ethnicity,49,1
2014,48,48072,all,All,71,1
2014,48,48072,race-ethnicity,Majority Non-White,73,1
2014,48,48072,race-ethnicity,"Majority White, Non-Hispanic",70,1
2014,48,48072,race-ethnicity,No Majority Race/Ethnicity,70,1
2014,48,48768,all,All,80,1
2014,48,48768,race-ethnicity,Majority Non-White,80,1
2014,48,48768,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,48,48768,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,48,50820,all,All,67,1
2014,48,50820,race-ethnicity,Majority Non-White,64,1
2014,48,50820,race-ethnicity,"Majority White, Non-Hispanic",67,1
2014,48,50820,race-ethnicity,No Majority Race/Ethnicity,67,1
2014,48,53388,all,All,69,1
2014,48,53388,race-ethnicity,Majority Non-White,70,1
2014,48,53388,race-ethnicity,"Majority White, Non-Hispanic",69,1
2014,48,53388,race-ethnicity,No Majority Race/Ethnicity,68,1
2014,48,56000,all,All,1,1
2014,48,56000,race-ethnicity,Majority Non-White,1,1
2014,48,56000,race-ethnicity,"Majority White, Non-Hispanic",4,1
2014,48,56000,race-ethnicity,No Majority Race/Ethnicity,2,1
2014,48,56348,all,All,20,1
2014,48,56348,race-ethnicity,Majority Non-White,25,1
2014,48,56348,race-ethnicity,"Majority White, Non-Hispanic",17,1
2014,48,56348,race-ethnicity,No Majority Race/Ethnicity,19,1
2014,48,57200,all,All,79,1
2014,48,57200,race-ethnicity,Majority Non-White,79,1
2014,48,57200,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,48,57200,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,48,58016,all,All,44,1
2014,48,58016,race-ethnicity,Majority Non-White,44,1
2014,48,58016,race-ethnicity,"Majority White, Non-Hispanic",43,1
2014,48,58016,race-ethnicity,No Majority Race/Ethnicity,45,1
2014,48,61796,all,All,39,1
2014,48,61796,race-ethnicity,Majority Non-White,36,1
2014,48,61796,race-ethnicity,"Majority White, Non-Hispanic",37,1
2014,48,61796,race-ethnicity,No Majority Race/Ethnicity,41,1
2014,48,63500,all,All,63,1
2014,48,63500,race-ethnicity,Majority Non-White,61,1
2014,48,63500,race-ethnicity,"Majority White, Non-Hispanic",65,1
2014,48,63500,race-ethnicity,No Majority Race/Ethnicity,62,1
2014,48,64472,all,All,70,1
2014,48,64472,race-ethnicity,Majority Non-White,67,1
2014,48,64472,race-ethnicity,"Majority White, Non-Hispanic",76,1
2014,48,64472,race-ethnicity,No Majority Race/Ethnicity,62,1
2014,48,65000,all,All,60,1
2014,48,65000,race-ethnicity,Majority Non-White,59,1
2014,48,65000,race-ethnicity,"Majority White, Non-Hispanic",62,1
2014,48,65000,race-ethnicity,No Majority Race/Ethnicity,61,1
2014,48,70808,all,All,42,1
2014,48,70808,race-ethnicity,Majority Non-White,43,1
2014,48,70808,race-ethnicity,"Majority White, Non-Hispanic",38,1
2014,48,70808,race-ethnicity,No Majority Race/Ethnicity,43,1
2014,48,72176,all,All,63,1
2014,48,72176,race-ethnicity,Majority Non-White,60,1
2014,48,72176,race-ethnicity,"Majority White, Non-Hispanic",63,1
2014,48,72176,race-ethnicity,No Majority Race/Ethnicity,64,1
2014,48,74144,all,All,38,1
2014,48,74144,race-ethnicity,Majority Non-White,36,1
2014,48,74144,race-ethnicity,"Majority White, Non-Hispanic",39,1
2014,48,74144,race-ethnicity,No Majority Race/Ethnicity,38,1
2014,48,76000,all,All,51,1
2014,48,76000,race-ethnicity,Majority Non-White,49,1
2014,48,76000,race-ethnicity,"Majority White, Non-Hispanic",56,1
2014,48,76000,race-ethnicity,No Majority Race/Ethnicity,49,1
2014,48,79000,all,All,69,1
2014,48,79000,race-ethnicity,Majority Non-White,66,1
2014,48,79000,race-ethnicity,"Majority White, Non-Hispanic",69,1
2014,48,79000,race-ethnicity,No Majority Race/Ethnicity,69,1
2014,49,43660,all,All,67,1
2014,49,43660,race-ethnicity,Majority Non-White,NA,NA
2014,49,43660,race-ethnicity,"Majority White, Non-Hispanic",67,1
2014,49,43660,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,49,44320,all,All,69,1
2014,49,44320,race-ethnicity,Majority Non-White,NA,NA
2014,49,44320,race-ethnicity,"Majority White, Non-Hispanic",69,1
2014,49,44320,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,49,55980,all,All,73,1
2014,49,55980,race-ethnicity,Majority Non-White,55,1
2014,49,55980,race-ethnicity,"Majority White, Non-Hispanic",77,1
2014,49,55980,race-ethnicity,No Majority Race/Ethnicity,69,1
2014,49,57300,all,All,80,1
2014,49,57300,race-ethnicity,Majority Non-White,NA,NA
2014,49,57300,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,49,57300,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,49,62470,all,All,76,1
2014,49,62470,race-ethnicity,Majority Non-White,NA,NA
2014,49,62470,race-ethnicity,"Majority White, Non-Hispanic",76,1
2014,49,62470,race-ethnicity,No Majority Race/Ethnicity,71,1
2014,49,65330,all,All,58,1
2014,49,65330,race-ethnicity,Majority Non-White,NA,NA
2014,49,65330,race-ethnicity,"Majority White, Non-Hispanic",58,1
2014,49,65330,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,49,67000,all,All,28,1
2014,49,67000,race-ethnicity,Majority Non-White,15,1
2014,49,67000,race-ethnicity,"Majority White, Non-Hispanic",35,1
2014,49,67000,race-ethnicity,No Majority Race/Ethnicity,20,1
2014,49,67440,all,All,64,1
2014,49,67440,race-ethnicity,Majority Non-White,NA,NA
2014,49,67440,race-ethnicity,"Majority White, Non-Hispanic",64,1
2014,49,67440,race-ethnicity,No Majority Race/Ethnicity,41,1
2014,49,70850,all,All,39,1
2014,49,70850,race-ethnicity,Majority Non-White,NA,NA
2014,49,70850,race-ethnicity,"Majority White, Non-Hispanic",39,1
2014,49,70850,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,49,82950,all,All,20,1
2014,49,82950,race-ethnicity,Majority Non-White,NA,NA
2014,49,82950,race-ethnicity,"Majority White, Non-Hispanic",20,1
2014,49,82950,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,49,83470,all,All,11,1
2014,49,83470,race-ethnicity,Majority Non-White,14,1
2014,49,83470,race-ethnicity,"Majority White, Non-Hispanic",6,1
2014,49,83470,race-ethnicity,No Majority Race/Ethnicity,11,1
2014,51,01000,all,All,27,1
2014,51,01000,race-ethnicity,Majority Non-White,27,1
2014,51,01000,race-ethnicity,"Majority White, Non-Hispanic",27,1
2014,51,01000,race-ethnicity,No Majority Race/Ethnicity,27,1
2014,51,16000,all,All,67,1
2014,51,16000,race-ethnicity,Majority Non-White,61,1
2014,51,16000,race-ethnicity,"Majority White, Non-Hispanic",70,1
2014,51,16000,race-ethnicity,No Majority Race/Ethnicity,66,1
2014,51,35000,all,All,72,1
2014,51,35000,race-ethnicity,Majority Non-White,71,1
2014,51,35000,race-ethnicity,"Majority White, Non-Hispanic",75,1
2014,51,35000,race-ethnicity,No Majority Race/Ethnicity,73,1
2014,51,47672,all,All,42,1
2014,51,47672,race-ethnicity,Majority Non-White,34,1
2014,51,47672,race-ethnicity,"Majority White, Non-Hispanic",45,1
2014,51,47672,race-ethnicity,No Majority Race/Ethnicity,45,1
2014,51,56000,all,All,61,1
2014,51,56000,race-ethnicity,Majority Non-White,63,1
2014,51,56000,race-ethnicity,"Majority White, Non-Hispanic",62,1
2014,51,56000,race-ethnicity,No Majority Race/Ethnicity,58,1
2014,51,57000,all,All,53,1
2014,51,57000,race-ethnicity,Majority Non-White,51,1
2014,51,57000,race-ethnicity,"Majority White, Non-Hispanic",55,1
2014,51,57000,race-ethnicity,No Majority Race/Ethnicity,53,1
2014,51,64000,all,All,63,1
2014,51,64000,race-ethnicity,Majority Non-White,62,1
2014,51,64000,race-ethnicity,"Majority White, Non-Hispanic",65,1
2014,51,64000,race-ethnicity,No Majority Race/Ethnicity,64,1
2014,51,67000,all,All,35,1
2014,51,67000,race-ethnicity,Majority Non-White,37,1
2014,51,67000,race-ethnicity,"Majority White, Non-Hispanic",32,1
2014,51,67000,race-ethnicity,No Majority Race/Ethnicity,32,1
2014,51,68000,all,All,61,1
2014,51,68000,race-ethnicity,Majority Non-White,61,1
2014,51,68000,race-ethnicity,"Majority White, Non-Hispanic",62,1
2014,51,68000,race-ethnicity,No Majority Race/Ethnicity,58,1
2014,51,76432,all,All,72,1
2014,51,76432,race-ethnicity,Majority Non-White,71,1
2014,51,76432,race-ethnicity,"Majority White, Non-Hispanic",74,1
2014,51,76432,race-ethnicity,No Majority Race/Ethnicity,71,1
2014,51,82000,all,All,67,1
2014,51,82000,race-ethnicity,Majority Non-White,62,1
2014,51,82000,race-ethnicity,"Majority White, Non-Hispanic",69,1
2014,51,82000,race-ethnicity,No Majority Race/Ethnicity,64,1
2014,53,03180,all,All,3,1
2014,53,03180,race-ethnicity,Majority Non-White,2,1
2014,53,03180,race-ethnicity,"Majority White, Non-Hispanic",4,1
2014,53,03180,race-ethnicity,No Majority Race/Ethnicity,3,1
2014,53,05210,all,All,9,1
2014,53,05210,race-ethnicity,Majority Non-White,8,1
2014,53,05210,race-ethnicity,"Majority White, Non-Hispanic",10,1
2014,53,05210,race-ethnicity,No Majority Race/Ethnicity,8,1
2014,53,05280,all,All,34,1
2014,53,05280,race-ethnicity,Majority Non-White,NA,NA
2014,53,05280,race-ethnicity,"Majority White, Non-Hispanic",34,1
2014,53,05280,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,53,22640,all,All,9,1
2014,53,22640,race-ethnicity,Majority Non-White,NA,NA
2014,53,22640,race-ethnicity,"Majority White, Non-Hispanic",9,1
2014,53,22640,race-ethnicity,No Majority Race/Ethnicity,10,1
2014,53,23515,all,All,3,1
2014,53,23515,race-ethnicity,Majority Non-White,2,1
2014,53,23515,race-ethnicity,"Majority White, Non-Hispanic",4,1
2014,53,23515,race-ethnicity,No Majority Race/Ethnicity,3,1
2014,53,35275,all,All,49,1
2014,53,35275,race-ethnicity,Majority Non-White,NA,NA
2014,53,35275,race-ethnicity,"Majority White, Non-Hispanic",51,1
2014,53,35275,race-ethnicity,No Majority Race/Ethnicity,44,1
2014,53,35415,all,All,6,1
2014,53,35415,race-ethnicity,Majority Non-White,4,1
2014,53,35415,race-ethnicity,"Majority White, Non-Hispanic",8,1
2014,53,35415,race-ethnicity,No Majority Race/Ethnicity,6,1
2014,53,35940,all,All,8,1
2014,53,35940,race-ethnicity,Majority Non-White,NA,NA
2014,53,35940,race-ethnicity,"Majority White, Non-Hispanic",8,1
2014,53,35940,race-ethnicity,No Majority Race/Ethnicity,8,1
2014,53,53545,all,All,36,1
2014,53,53545,race-ethnicity,Majority Non-White,36,1
2014,53,53545,race-ethnicity,"Majority White, Non-Hispanic",39,1
2014,53,53545,race-ethnicity,No Majority Race/Ethnicity,36,1
2014,53,57745,all,All,8,1
2014,53,57745,race-ethnicity,Majority Non-White,6,1
2014,53,57745,race-ethnicity,"Majority White, Non-Hispanic",8,1
2014,53,57745,race-ethnicity,No Majority Race/Ethnicity,8,1
2014,53,63000,all,All,6,1
2014,53,63000,race-ethnicity,Majority Non-White,6,1
2014,53,63000,race-ethnicity,"Majority White, Non-Hispanic",6,1
2014,53,63000,race-ethnicity,No Majority Race/Ethnicity,5,1
2014,53,67000,all,All,8,1
2014,53,67000,race-ethnicity,Majority Non-White,NA,NA
2014,53,67000,race-ethnicity,"Majority White, Non-Hispanic",8,1
2014,53,67000,race-ethnicity,No Majority Race/Ethnicity,6,1
2014,53,67167,all,All,19,1
2014,53,67167,race-ethnicity,Majority Non-White,NA,NA
2014,53,67167,race-ethnicity,"Majority White, Non-Hispanic",19,1
2014,53,67167,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,53,70000,all,All,11,1
2014,53,70000,race-ethnicity,Majority Non-White,7,1
2014,53,70000,race-ethnicity,"Majority White, Non-Hispanic",13,1
2014,53,70000,race-ethnicity,No Majority Race/Ethnicity,9,1
2014,53,74060,all,All,22,1
2014,53,74060,race-ethnicity,Majority Non-White,NA,NA
2014,53,74060,race-ethnicity,"Majority White, Non-Hispanic",22,1
2014,53,74060,race-ethnicity,No Majority Race/Ethnicity,22,1
2014,53,80010,all,All,39,1
2014,53,80010,race-ethnicity,Majority Non-White,33,1
2014,53,80010,race-ethnicity,"Majority White, Non-Hispanic",46,1
2014,53,80010,race-ethnicity,No Majority Race/Ethnicity,35,1
2014,55,02375,all,All,88,1
2014,55,02375,race-ethnicity,Majority Non-White,NA,NA
2014,55,02375,race-ethnicity,"Majority White, Non-Hispanic",88,1
2014,55,02375,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,55,31000,all,All,84,1
2014,55,31000,race-ethnicity,Majority Non-White,NA,NA
