year,state,place,subgroup_type,subgroup,index_air_hazard,index_air_hazard_quality
2014,13,72122,poverty,Not High-Poverty,NA,NA
2014,13,80508,all,All,16,1
2014,13,80508,poverty,High-Poverty,11,1
2014,13,80508,poverty,Not High-Poverty,16,1
2014,15,71550,all,All,88,1
2014,15,71550,poverty,High-Poverty,88,1
2014,15,71550,poverty,Not High-Poverty,88,1
2014,16,08830,all,All,32,1
2014,16,08830,poverty,High-Poverty,20,1
2014,16,08830,poverty,Not High-Poverty,33,1
2014,16,52120,all,All,21,1
2014,16,52120,poverty,High-Poverty,NA,NA
2014,16,52120,poverty,Not High-Poverty,21,1
2014,16,56260,all,All,45,1
2014,16,56260,poverty,High-Poverty,46,1
2014,16,56260,poverty,Not High-Poverty,45,1
2014,17,02154,all,All,16,1
2014,17,02154,poverty,High-Poverty,NA,NA
2014,17,02154,poverty,Not High-Poverty,16,1
2014,17,03012,all,All,33,1
2014,17,03012,poverty,High-Poverty,NA,NA
2014,17,03012,poverty,Not High-Poverty,33,1
2014,17,06613,all,All,69,1
2014,17,06613,poverty,High-Poverty,62,1
2014,17,06613,poverty,Not High-Poverty,70,1
2014,17,12385,all,All,65,1
2014,17,12385,poverty,High-Poverty,54,1
2014,17,12385,poverty,Not High-Poverty,68,1
2014,17,14000,all,All,5,1
2014,17,14000,poverty,High-Poverty,7,1
2014,17,14000,poverty,Not High-Poverty,5,1
2014,17,14351,all,All,3,1
2014,17,14351,poverty,High-Poverty,NA,NA
2014,17,14351,poverty,Not High-Poverty,3,1
2014,17,23074,all,All,31,1
2014,17,23074,poverty,High-Poverty,NA,NA
2014,17,23074,poverty,Not High-Poverty,31,1
2014,17,24582,all,All,21,1
2014,17,24582,poverty,High-Poverty,28,1
2014,17,24582,poverty,Not High-Poverty,20,1
2014,17,38570,all,All,40,1
2014,17,38570,poverty,High-Poverty,30,1
2014,17,38570,poverty,Not High-Poverty,41,1
2014,17,51622,all,All,26,1
2014,17,51622,poverty,High-Poverty,NA,NA
2014,17,51622,poverty,Not High-Poverty,26,1
2014,17,59000,all,All,56,1
2014,17,59000,poverty,High-Poverty,46,1
2014,17,59000,poverty,Not High-Poverty,58,1
2014,17,65000,all,All,48,1
2014,17,65000,poverty,High-Poverty,50,1
2014,17,65000,poverty,Not High-Poverty,48,1
2014,17,68003,all,All,14,1
2014,17,68003,poverty,High-Poverty,NA,NA
2014,17,68003,poverty,Not High-Poverty,14,1
2014,17,72000,all,All,63,1
2014,17,72000,poverty,High-Poverty,52,1
2014,17,72000,poverty,Not High-Poverty,64,1
2014,17,79293,all,All,29,1
2014,17,79293,poverty,High-Poverty,10,1
2014,17,79293,poverty,Not High-Poverty,32,1
2014,18,05860,all,All,60,1
2014,18,05860,poverty,High-Poverty,56,1
2014,18,05860,poverty,Not High-Poverty,64,1
2014,18,10342,all,All,62,1
2014,18,10342,poverty,High-Poverty,NA,NA
2014,18,10342,poverty,Not High-Poverty,62,1
2014,18,22000,all,All,48,1
2014,18,22000,poverty,High-Poverty,43,1
2014,18,22000,poverty,Not High-Poverty,48,1
2014,18,23278,all,All,62,1
2014,18,23278,poverty,High-Poverty,NA,NA
2014,18,23278,poverty,Not High-Poverty,62,1
2014,18,25000,all,All,68,1
2014,18,25000,poverty,High-Poverty,64,1
2014,18,25000,poverty,Not High-Poverty,68,1
2014,18,31000,all,All,35,1
2014,18,31000,poverty,High-Poverty,36,1
2014,18,31000,poverty,Not High-Poverty,35,1
2014,18,36003,all,All,44,1
2014,18,36003,poverty,High-Poverty,33,1
2014,18,36003,poverty,Not High-Poverty,46,1
2014,18,71000,all,All,76,1
2014,18,71000,poverty,High-Poverty,74,1
2014,18,71000,poverty,Not High-Poverty,76,1
2014,19,12000,all,All,57,1
2014,19,12000,poverty,High-Poverty,23,1
2014,19,12000,poverty,Not High-Poverty,58,1
2014,19,19000,all,All,66,1
2014,19,19000,poverty,High-Poverty,57,1
2014,19,19000,poverty,Not High-Poverty,66,1
2014,19,21000,all,All,76,1
2014,19,21000,poverty,High-Poverty,72,1
2014,19,21000,poverty,Not High-Poverty,76,1
2014,19,73335,all,All,90,1
2014,19,73335,poverty,High-Poverty,89,1
2014,19,73335,poverty,Not High-Poverty,90,1
2014,20,36000,all,All,52,1
2014,20,36000,poverty,High-Poverty,46,1
2014,20,36000,poverty,Not High-Poverty,53,1
2014,20,38900,all,All,67,1
2014,20,38900,poverty,High-Poverty,62,1
2014,20,38900,poverty,Not High-Poverty,68,1
2014,20,52575,all,All,64,1
2014,20,52575,poverty,High-Poverty,NA,NA
2014,20,52575,poverty,Not High-Poverty,64,1
2014,20,53775,all,All,56,1
2014,20,53775,poverty,High-Poverty,NA,NA
2014,20,53775,poverty,Not High-Poverty,56,1
2014,20,71000,all,All,69,1
2014,20,71000,poverty,High-Poverty,65,1
2014,20,71000,poverty,Not High-Poverty,69,1
2014,20,79000,all,All,31,1
2014,20,79000,poverty,High-Poverty,20,1
2014,20,79000,poverty,Not High-Poverty,32,1
2014,21,46027,all,All,55,1
2014,21,46027,poverty,High-Poverty,48,1
2014,21,46027,poverty,Not High-Poverty,56,1
2014,21,48006,all,All,28,1
2014,21,48006,poverty,High-Poverty,14,1
2014,21,48006,poverty,Not High-Poverty,30,1
2014,22,05000,all,All,2,1
2014,22,05000,poverty,High-Poverty,2,1
2014,22,05000,poverty,Not High-Poverty,2,1
2014,22,40735,all,All,28,1
2014,22,40735,poverty,High-Poverty,25,1
2014,22,40735,poverty,Not High-Poverty,28,1
2014,22,41155,all,All,4,1
2014,22,41155,poverty,High-Poverty,2,1
2014,22,41155,poverty,Not High-Poverty,4,1
2014,22,55000,all,All,14,1
2014,22,55000,poverty,High-Poverty,13,1
2014,22,55000,poverty,Not High-Poverty,14,1
2014,22,70000,all,All,21,1
2014,22,70000,poverty,High-Poverty,21,1
2014,22,70000,poverty,Not High-Poverty,21,1
2014,24,04000,all,All,33,1
2014,24,04000,poverty,High-Poverty,28,1
2014,24,04000,poverty,Not High-Poverty,33,1
2014,24,30325,all,All,53,1
2014,24,30325,poverty,High-Poverty,NA,NA
2014,24,30325,poverty,Not High-Poverty,53,1
2014,25,07000,all,All,35,1
2014,25,07000,poverty,High-Poverty,30,1
2014,25,07000,poverty,Not High-Poverty,36,1
2014,25,09000,all,All,76,1
2014,25,09000,poverty,High-Poverty,75,1
2014,25,09000,poverty,Not High-Poverty,76,1
2014,25,11000,all,All,32,1
2014,25,11000,poverty,High-Poverty,NA,NA
2014,25,11000,poverty,Not High-Poverty,32,1
2014,25,23000,all,All,84,1
2014,25,23000,poverty,High-Poverty,65,1
2014,25,23000,poverty,Not High-Poverty,85,1
2014,25,34550,all,All,71,1
2014,25,34550,poverty,High-Poverty,72,1
2014,25,34550,poverty,Not High-Poverty,71,1
2014,25,37000,all,All,60,1
2014,25,37000,poverty,High-Poverty,58,1
2014,25,37000,poverty,Not High-Poverty,60,1
2014,25,37490,all,All,62,1
2014,25,37490,poverty,High-Poverty,59,1
2014,25,37490,poverty,Not High-Poverty,62,1
2014,25,45000,all,All,87,1
2014,25,45000,poverty,High-Poverty,84,1
2014,25,45000,poverty,Not High-Poverty,87,1
2014,25,45560,all,All,58,1
2014,25,45560,poverty,High-Poverty,NA,NA
2014,25,45560,poverty,Not High-Poverty,58,1
2014,25,55745,all,All,51,1
2014,25,55745,poverty,High-Poverty,NA,NA
2014,25,55745,poverty,Not High-Poverty,51,1
2014,25,62535,all,All,39,1
2014,25,62535,poverty,High-Poverty,NA,NA
2014,25,62535,poverty,Not High-Poverty,39,1
2014,25,67000,all,All,54,1
2014,25,67000,poverty,High-Poverty,49,1
2014,25,67000,poverty,Not High-Poverty,56,1
2014,25,82000,all,All,81,1
2014,25,82000,poverty,High-Poverty,80,1
2014,25,82000,poverty,Not High-Poverty,82,1
2014,26,03000,all,All,74,1
2014,26,03000,poverty,High-Poverty,71,1
2014,26,03000,poverty,Not High-Poverty,74,1
2014,26,21000,all,All,49,1
2014,26,21000,poverty,High-Poverty,46,1
2014,26,21000,poverty,Not High-Poverty,52,1
2014,26,22000,all,All,51,1
2014,26,22000,poverty,High-Poverty,51,1
2014,26,22000,poverty,Not High-Poverty,51,1
2014,26,27440,all,All,69,1
2014,26,27440,poverty,High-Poverty,NA,NA
2014,26,27440,poverty,Not High-Poverty,69,1
2014,26,29000,all,All,79,1
2014,26,29000,poverty,High-Poverty,78,1
2014,26,29000,poverty,Not High-Poverty,79,1
2014,26,34000,all,All,49,1
2014,26,34000,poverty,High-Poverty,34,1
2014,26,34000,poverty,Not High-Poverty,54,1
2014,26,46000,all,All,81,1
2014,26,46000,poverty,High-Poverty,80,1
2014,26,46000,poverty,Not High-Poverty,81,1
2014,26,49000,all,All,62,1
2014,26,49000,poverty,High-Poverty,NA,NA
2014,26,49000,poverty,Not High-Poverty,62,1
2014,26,69035,all,All,75,1
2014,26,69035,poverty,High-Poverty,NA,NA
2014,26,69035,poverty,Not High-Poverty,75,1
2014,26,74900,all,All,60,1
2014,26,74900,poverty,High-Poverty,NA,NA
2014,26,74900,poverty,Not High-Poverty,60,1
2014,26,76460,all,All,53,1
2014,26,76460,poverty,High-Poverty,NA,NA
2014,26,76460,poverty,Not High-Poverty,53,1
2014,26,80700,all,All,63,1
2014,26,80700,poverty,High-Poverty,NA,NA
2014,26,80700,poverty,Not High-Poverty,63,1
2014,26,84000,all,All,41,1
2014,26,84000,poverty,High-Poverty,32,1
2014,26,84000,poverty,Not High-Poverty,42,1
2014,26,86000,all,All,54,1
2014,26,86000,poverty,High-Poverty,61,1
2014,26,86000,poverty,Not High-Poverty,54,1
2014,26,88940,all,All,63,1
2014,26,88940,poverty,High-Poverty,9,1
2014,26,88940,poverty,Not High-Poverty,63,1
2014,27,06616,all,All,47,1
2014,27,06616,poverty,High-Poverty,NA,NA
2014,27,06616,poverty,Not High-Poverty,47,1
2014,27,07966,all,All,32,1
2014,27,07966,poverty,High-Poverty,NA,NA
2014,27,07966,poverty,Not High-Poverty,32,1
2014,27,17000,all,All,89,1
2014,27,17000,poverty,High-Poverty,82,1
2014,27,17000,poverty,Not High-Poverty,91,1
2014,27,43000,all,All,19,1
2014,27,43000,poverty,High-Poverty,12,1
2014,27,43000,poverty,Not High-Poverty,21,1
2014,27,51730,all,All,50,1
2014,27,51730,poverty,High-Poverty,NA,NA
2014,27,51730,poverty,Not High-Poverty,50,1
2014,27,54880,all,All,87,1
2014,27,54880,poverty,High-Poverty,NA,NA
2014,27,54880,poverty,Not High-Poverty,87,1
2014,27,58000,all,All,16,1
2014,27,58000,poverty,High-Poverty,14,1
2014,27,58000,poverty,Not High-Poverty,16,1
2014,27,71428,all,All,50,1
2014,27,71428,poverty,High-Poverty,NA,NA
2014,27,71428,poverty,Not High-Poverty,50,1
2014,28,36000,all,All,14,1
2014,28,36000,poverty,High-Poverty,11,1
2014,28,36000,poverty,Not High-Poverty,15,1
2014,29,15670,all,All,60,1
2014,29,15670,poverty,High-Poverty,55,1
2014,29,15670,poverty,Not High-Poverty,61,1
2014,29,35000,all,All,55,1
2014,29,35000,poverty,High-Poverty,62,1
2014,29,35000,poverty,Not High-Poverty,55,1
2014,29,38000,all,All,52,1
2014,29,38000,poverty,High-Poverty,44,1
2014,29,38000,poverty,Not High-Poverty,53,1
2014,29,41348,all,All,67,1
2014,29,41348,poverty,High-Poverty,NA,NA
2014,29,41348,poverty,Not High-Poverty,67,1
2014,29,54074,all,All,46,1
2014,29,54074,poverty,High-Poverty,NA,NA
2014,29,54074,poverty,Not High-Poverty,46,1
2014,29,65000,all,All,21,1
2014,29,65000,poverty,High-Poverty,20,1
2014,29,65000,poverty,Not High-Poverty,21,1
2014,29,70000,all,All,43,1
2014,29,70000,poverty,High-Poverty,40,1
2014,29,70000,poverty,Not High-Poverty,43,1
2014,30,06550,all,All,81,1
2014,30,06550,poverty,High-Poverty,NA,NA
2014,30,06550,poverty,Not High-Poverty,81,1
2014,31,28000,all,All,75,1
2014,31,28000,poverty,High-Poverty,72,1
2014,31,28000,poverty,Not High-Poverty,76,1
2014,31,37000,all,All,65,1
2014,31,37000,poverty,High-Poverty,60,1
2014,31,37000,poverty,Not High-Poverty,66,1
2014,32,31900,all,All,25,1
2014,32,31900,poverty,High-Poverty,NA,NA
2014,32,31900,poverty,Not High-Poverty,25,1
2014,32,40000,all,All,33,1
2014,32,40000,poverty,High-Poverty,9,1
2014,32,40000,poverty,Not High-Poverty,35,1
2014,32,51800,all,All,32,1
2014,32,51800,poverty,High-Poverty,14,1
2014,32,51800,poverty,Not High-Poverty,33,1
2014,32,60600,all,All,64,1
2014,32,60600,poverty,High-Poverty,52,1
2014,32,60600,poverty,Not High-Poverty,65,1
2014,32,68400,all,All,36,1
2014,32,68400,poverty,High-Poverty,NA,NA
2014,32,68400,poverty,Not High-Poverty,36,1
2014,33,45140,all,All,60,1
2014,33,45140,poverty,High-Poverty,56,1
2014,33,45140,poverty,Not High-Poverty,60,1
2014,33,50260,all,All,55,1
2014,33,50260,poverty,High-Poverty,NA,NA
2014,33,50260,poverty,Not High-Poverty,55,1
2014,34,13690,all,All,24,1
2014,34,13690,poverty,High-Poverty,NA,NA
2014,34,13690,poverty,Not High-Poverty,24,1
2014,34,21000,all,All,7,1
2014,34,21000,poverty,High-Poverty,NA,NA
2014,34,21000,poverty,Not High-Poverty,7,1
2014,34,36000,all,All,13,1
2014,34,36000,poverty,High-Poverty,16,1
2014,34,36000,poverty,Not High-Poverty,13,1
2014,34,51000,all,All,20,1
2014,34,51000,poverty,High-Poverty,19,1
2014,34,51000,poverty,Not High-Poverty,20,1
2014,34,57000,all,All,33,1
2014,34,57000,poverty,High-Poverty,34,1
2014,34,57000,poverty,Not High-Poverty,33,1
2014,34,74000,all,All,43,1
2014,34,74000,poverty,High-Poverty,44,1
2014,34,74000,poverty,Not High-Poverty,42,1
2014,35,02000,all,All,64,1
2014,35,02000,poverty,High-Poverty,43,1
2014,35,02000,poverty,Not High-Poverty,65,1
2014,35,39380,all,All,55,1
2014,35,39380,poverty,High-Poverty,56,1
2014,35,39380,poverty,Not High-Poverty,55,1
2014,35,63460,all,All,80,1
2014,35,63460,poverty,High-Poverty,NA,NA
2014,35,63460,poverty,Not High-Poverty,80,1
2014,35,70500,all,All,90,1
2014,35,70500,poverty,High-Poverty,NA,NA
2014,35,70500,poverty,Not High-Poverty,90,1
2014,36,01000,all,All,57,1
2014,36,01000,poverty,High-Poverty,48,1
2014,36,01000,poverty,Not High-Poverty,58,1
2014,36,11000,all,All,64,1
2014,36,11000,poverty,High-Poverty,64,1
2014,36,11000,poverty,Not High-Poverty,64,1
2014,36,50617,all,All,26,1
2014,36,50617,poverty,High-Poverty,NA,NA
2014,36,50617,poverty,Not High-Poverty,26,1
2014,36,51000,all,All,8,1
2014,36,51000,poverty,High-Poverty,5,1
2014,36,51000,poverty,Not High-Poverty,8,1
2014,36,63000,all,All,66,1
2014,36,63000,poverty,High-Poverty,62,1
2014,36,63000,poverty,Not High-Poverty,69,1
2014,36,73000,all,All,70,1
2014,36,73000,poverty,High-Poverty,66,1
2014,36,73000,poverty,Not High-Poverty,73,1
2014,36,84000,all,All,20,1
2014,36,84000,poverty,High-Poverty,17,1
2014,36,84000,poverty,Not High-Poverty,20,1
2014,37,02140,all,All,65,1
2014,37,02140,poverty,High-Poverty,54,1
2014,37,02140,poverty,Not High-Poverty,65,1
2014,37,10740,all,All,35,1
2014,37,10740,poverty,High-Poverty,NA,NA
2014,37,10740,poverty,Not High-Poverty,35,1
2014,37,12000,all,All,17,1
2014,37,12000,poverty,High-Poverty,16,1
2014,37,12000,poverty,Not High-Poverty,17,1
2014,37,14100,all,All,27,1
2014,37,14100,poverty,High-Poverty,NA,NA
2014,37,14100,poverty,Not High-Poverty,27,1
2014,37,19000,all,All,33,1
2014,37,19000,poverty,High-Poverty,22,1
2014,37,19000,poverty,Not High-Poverty,34,1
2014,37,22920,all,All,37,1
2014,37,22920,poverty,High-Poverty,33,1
2014,37,22920,poverty,Not High-Poverty,38,1
2014,37,25580,all,All,22,1
2014,37,25580,poverty,High-Poverty,22,1
2014,37,25580,poverty,Not High-Poverty,22,1
2014,37,28000,all,All,34,1
2014,37,28000,poverty,High-Poverty,27,1
2014,37,28000,poverty,Not High-Poverty,35,1
2014,37,28080,all,All,62,1
2014,37,28080,poverty,High-Poverty,59,1
2014,37,28080,poverty,Not High-Poverty,63,1
2014,37,31400,all,All,30,1
2014,37,31400,poverty,High-Poverty,20,1
2014,37,31400,poverty,Not High-Poverty,32,1
2014,37,55000,all,All,35,1
2014,37,55000,poverty,High-Poverty,32,1
2014,37,55000,poverty,Not High-Poverty,35,1
2014,37,74440,all,All,39,1
2014,37,74440,poverty,High-Poverty,24,1
2014,37,74440,poverty,Not High-Poverty,43,1
2014,37,75000,all,All,39,1
2014,37,75000,poverty,High-Poverty,36,1
2014,37,75000,poverty,Not High-Poverty,40,1
2014,38,25700,all,All,76,1
2014,38,25700,poverty,High-Poverty,70,1
2014,38,25700,poverty,Not High-Poverty,76,1
2014,39,01000,all,All,51,1
2014,39,01000,poverty,High-Poverty,48,1
2014,39,01000,poverty,Not High-Poverty,52,1
2014,39,15000,all,All,28,1
2014,39,15000,poverty,High-Poverty,26,1
2014,39,15000,poverty,Not High-Poverty,29,1
2014,39,16000,all,All,34,1
2014,39,16000,poverty,High-Poverty,25,1
2014,39,16000,poverty,Not High-Poverty,39,1
2014,39,18000,all,All,44,1
2014,39,18000,poverty,High-Poverty,36,1
2014,39,18000,poverty,Not High-Poverty,45,1
2014,39,21000,all,All,40,1
2014,39,21000,poverty,High-Poverty,36,1
2014,39,21000,poverty,Not High-Poverty,43,1
2014,39,61000,all,All,57,1
2014,39,61000,poverty,High-Poverty,NA,NA
2014,39,61000,poverty,Not High-Poverty,57,1
2014,39,77000,all,All,57,1
2014,39,77000,poverty,High-Poverty,51,1
2014,39,77000,poverty,Not High-Poverty,59,1
2014,40,09050,all,All,44,1
2014,40,09050,poverty,High-Poverty,NA,NA
2014,40,09050,poverty,Not High-Poverty,44,1
2014,40,23200,all,All,49,1
2014,40,23200,poverty,High-Poverty,51,1
2014,40,23200,poverty,Not High-Poverty,49,1
2014,40,41850,all,All,67,1
2014,40,41850,poverty,High-Poverty,62,1
2014,40,41850,poverty,Not High-Poverty,68,1
2014,40,52500,all,All,42,1
2014,40,52500,poverty,High-Poverty,28,1
2014,40,52500,poverty,Not High-Poverty,43,1
2014,40,55000,all,All,42,1
2014,40,55000,poverty,High-Poverty,35,1
2014,40,55000,poverty,Not High-Poverty,43,1
2014,40,75000,all,All,30,1
2014,40,75000,poverty,High-Poverty,33,1
2014,40,75000,poverty,Not High-Poverty,30,1
2014,41,05350,all,All,27,1
2014,41,05350,poverty,High-Poverty,NA,NA
2014,41,05350,poverty,Not High-Poverty,27,1
2014,41,05800,all,All,76,1
2014,41,05800,poverty,High-Poverty,NA,NA
2014,41,05800,poverty,Not High-Poverty,76,1
2014,41,23850,all,All,29,1
2014,41,23850,poverty,High-Poverty,27,1
2014,41,23850,poverty,Not High-Poverty,29,1
2014,41,31250,all,All,29,1
2014,41,31250,poverty,High-Poverty,23,1
2014,41,31250,poverty,Not High-Poverty,29,1
2014,41,34100,all,All,44,1
2014,41,34100,poverty,High-Poverty,44,1
2014,41,34100,poverty,Not High-Poverty,44,1
2014,41,47000,all,All,31,1
2014,41,47000,poverty,High-Poverty,19,1
2014,41,47000,poverty,Not High-Poverty,32,1
2014,41,59000,all,All,16,1
2014,41,59000,poverty,High-Poverty,20,1
2014,41,59000,poverty,Not High-Poverty,16,1
2014,41,64900,all,All,33,1
2014,41,64900,poverty,High-Poverty,32,1
2014,41,64900,poverty,Not High-Poverty,33,1
2014,42,02000,all,All,7,1
2014,42,02000,poverty,High-Poverty,2,1
2014,42,02000,poverty,Not High-Poverty,8,1
2014,42,06088,all,All,6,1
2014,42,06088,poverty,High-Poverty,7,1
2014,42,06088,poverty,Not High-Poverty,5,1
2014,42,24000,all,All,72,1
2014,42,24000,poverty,High-Poverty,69,1
2014,42,24000,poverty,Not High-Poverty,73,1
2014,42,60000,all,All,13,1
2014,42,60000,poverty,High-Poverty,10,1
2014,42,60000,poverty,Not High-Poverty,14,1
2014,42,61000,all,All,30,1
2014,42,61000,poverty,High-Poverty,29,1
2014,42,61000,poverty,Not High-Poverty,30,1
2014,42,63624,all,All,12,1
2014,42,63624,poverty,High-Poverty,11,1
2014,42,63624,poverty,Not High-Poverty,14,1
2014,42,69000,all,All,80,1
2014,42,69000,poverty,High-Poverty,80,1
2014,42,69000,poverty,Not High-Poverty,80,1
2014,44,19180,all,All,65,1
2014,44,19180,poverty,High-Poverty,NA,NA
2014,44,19180,poverty,Not High-Poverty,65,1
2014,44,54640,all,All,58,1
2014,44,54640,poverty,High-Poverty,50,1
2014,44,54640,poverty,Not High-Poverty,58,1
2014,44,59000,all,All,51,1
2014,44,59000,poverty,High-Poverty,47,1
2014,44,59000,poverty,Not High-Poverty,52,1
2014,44,74300,all,All,75,1
2014,44,74300,poverty,High-Poverty,NA,NA
2014,44,74300,poverty,Not High-Poverty,75,1
2014,45,13330,all,All,32,1
2014,45,13330,poverty,High-Poverty,34,1
2014,45,13330,poverty,Not High-Poverty,31,1
2014,45,16000,all,All,16,1
2014,45,16000,poverty,High-Poverty,17,1
2014,45,16000,poverty,Not High-Poverty,16,1
2014,45,48535,all,All,50,1
2014,45,48535,poverty,High-Poverty,NA,NA
2014,45,48535,poverty,Not High-Poverty,50,1
2014,45,50875,all,All,17,1
2014,45,50875,poverty,High-Poverty,3,1
2014,45,50875,poverty,Not High-Poverty,19,1
2014,46,59020,all,All,80,1
2014,46,59020,poverty,High-Poverty,NA,NA
2014,46,59020,poverty,Not High-Poverty,80,1
2014,47,14000,all,All,18,1
2014,47,14000,poverty,High-Poverty,12,1
2014,47,14000,poverty,Not High-Poverty,19,1
2014,47,15160,all,All,47,1
2014,47,15160,poverty,High-Poverty,46,1
2014,47,15160,poverty,Not High-Poverty,48,1
2014,47,27740,all,All,38,1
2014,47,27740,poverty,High-Poverty,NA,NA
2014,47,27740,poverty,Not High-Poverty,38,1
2014,47,40000,all,All,17,1
2014,47,40000,poverty,High-Poverty,11,1
2014,47,40000,poverty,Not High-Poverty,18,1
2014,47,48000,all,All,23,1
2014,47,48000,poverty,High-Poverty,19,1
2014,47,48000,poverty,Not High-Poverty,24,1
2014,47,51560,all,All,39,1
2014,47,51560,poverty,High-Poverty,53,1
2014,47,51560,poverty,Not High-Poverty,39,1
2014,47,52006,all,All,23,1
2014,47,52006,poverty,High-Poverty,15,1
2014,47,52006,poverty,Not High-Poverty,24,1
2014,48,01000,all,All,75,1
2014,48,01000,poverty,High-Poverty,74,1
2014,48,01000,poverty,Not High-Poverty,75,1
2014,48,01924,all,All,50,1
2014,48,01924,poverty,High-Poverty,NA,NA
2014,48,01924,poverty,Not High-Poverty,50,1
2014,48,03000,all,All,88,1
2014,48,03000,poverty,High-Poverty,84,1
2014,48,03000,poverty,Not High-Poverty,88,1
2014,48,04000,all,All,40,1
2014,48,04000,poverty,High-Poverty,34,1
2014,48,04000,poverty,Not High-Poverty,40,1
2014,48,05000,all,All,54,1
2014,48,05000,poverty,High-Poverty,51,1
2014,48,05000,poverty,Not High-Poverty,55,1
2014,48,06128,all,All,15,1
2014,48,06128,poverty,High-Poverty,NA,NA
2014,48,06128,poverty,Not High-Poverty,15,1
2014,48,07000,all,All,10,1
2014,48,07000,poverty,High-Poverty,5,1
2014,48,07000,poverty,Not High-Poverty,11,1
2014,48,10768,all,All,91,1
2014,48,10768,poverty,High-Poverty,92,1
2014,48,10768,poverty,Not High-Poverty,89,1
2014,48,10912,all,All,62,1
2014,48,10912,poverty,High-Poverty,61,1
2014,48,10912,poverty,Not High-Poverty,62,1
2014,48,13024,all,All,35,1
2014,48,13024,poverty,High-Poverty,35,1
2014,48,13024,poverty,Not High-Poverty,35,1
2014,48,13552,all,All,63,1
2014,48,13552,poverty,High-Poverty,NA,NA
2014,48,13552,poverty,Not High-Poverty,63,1
2014,48,15976,all,All,63,1
2014,48,15976,poverty,High-Poverty,58,1
2014,48,15976,poverty,Not High-Poverty,66,1
2014,48,16432,all,All,21,1
2014,48,16432,poverty,High-Poverty,21,1
2014,48,16432,poverty,Not High-Poverty,21,1
2014,48,17000,all,All,85,1
2014,48,17000,poverty,High-Poverty,82,1
2014,48,17000,poverty,Not High-Poverty,85,1
2014,48,19000,all,All,37,1
2014,48,19000,poverty,High-Poverty,37,1
2014,48,19000,poverty,Not High-Poverty,37,1
2014,48,19972,all,All,47,1
2014,48,19972,poverty,High-Poverty,45,1
2014,48,19972,poverty,Not High-Poverty,48,1
2014,48,22660,all,All,81,1
2014,48,22660,poverty,High-Poverty,85,1
2014,48,22660,poverty,Not High-Poverty,81,1
2014,48,24000,all,All,47,1
2014,48,24000,poverty,High-Poverty,41,1
2014,48,24000,poverty,Not High-Poverty,47,1
2014,48,26232,all,All,41,1
2014,48,26232,poverty,High-Poverty,NA,NA
2014,48,26232,poverty,Not High-Poverty,41,1
2014,48,27000,all,All,45,1
2014,48,27000,poverty,High-Poverty,45,1
2014,48,27000,poverty,Not High-Poverty,45,1
2014,48,27684,all,All,49,1
2014,48,27684,poverty,High-Poverty,NA,NA
2014,48,27684,poverty,Not High-Poverty,49,1
2014,48,29000,all,All,45,1
2014,48,29000,poverty,High-Poverty,42,1
2014,48,29000,poverty,Not High-Poverty,45,1
2014,48,30464,all,All,39,1
2014,48,30464,poverty,High-Poverty,33,1
2014,48,30464,poverty,Not High-Poverty,39,1
2014,48,35000,all,All,15,1
2014,48,35000,poverty,High-Poverty,15,1
2014,48,35000,poverty,Not High-Poverty,15,1
2014,48,37000,all,All,34,1
2014,48,37000,poverty,High-Poverty,36,1
2014,48,37000,poverty,Not High-Poverty,33,1
2014,48,39148,all,All,63,1
2014,48,39148,poverty,High-Poverty,60,1
2014,48,39148,poverty,Not High-Poverty,63,1
2014,48,41464,all,All,42,1
2014,48,41464,poverty,High-Poverty,47,1
2014,48,41464,poverty,Not High-Poverty,39,1
2014,48,41980,all,All,30,1
2014,48,41980,poverty,High-Poverty,NA,NA
2014,48,41980,poverty,Not High-Poverty,30,1
2014,48,42508,all,All,38,1
2014,48,42508,poverty,High-Poverty,NA,NA
2014,48,42508,poverty,Not High-Poverty,38,1
2014,48,43888,all,All,12,1
2014,48,43888,poverty,High-Poverty,NA,NA
2014,48,43888,poverty,Not High-Poverty,12,1
2014,48,45000,all,All,82,1
2014,48,45000,poverty,High-Poverty,79,1
2014,48,45000,poverty,Not High-Poverty,82,1
2014,48,45384,all,All,78,1
2014,48,45384,poverty,High-Poverty,79,1
2014,48,45384,poverty,Not High-Poverty,78,1
2014,48,45744,all,All,54,1
2014,48,45744,poverty,High-Poverty,NA,NA
2014,48,45744,poverty,Not High-Poverty,54,1
2014,48,47892,all,All,47,1
2014,48,47892,poverty,High-Poverty,42,1
2014,48,47892,poverty,Not High-Poverty,47,1
2014,48,48072,all,All,71,1
2014,48,48072,poverty,High-Poverty,NA,NA
2014,48,48072,poverty,Not High-Poverty,71,1
2014,48,48768,all,All,80,1
2014,48,48768,poverty,High-Poverty,81,1
2014,48,48768,poverty,Not High-Poverty,80,1
2014,48,50820,all,All,67,1
2014,48,50820,poverty,High-Poverty,NA,NA
2014,48,50820,poverty,Not High-Poverty,67,1
2014,48,53388,all,All,69,1
2014,48,53388,poverty,High-Poverty,NA,NA
2014,48,53388,poverty,Not High-Poverty,69,1
2014,48,56000,all,All,1,1
2014,48,56000,poverty,High-Poverty,1,1
2014,48,56000,poverty,Not High-Poverty,1,1
2014,48,56348,all,All,20,1
2014,48,56348,poverty,High-Poverty,NA,NA
