year,state,county,economic_connectedness,economic_connectedness_se,economic_connectedness_quality
2022,17,177,0.77122998,0.01028,1
2022,17,179,0.89353001,0.0086500002,1
2022,17,181,0.73984998,0.01473,1
2022,17,183,0.63591999,0.0089499997,1
2022,17,185,0.85715997,0.018409999,1
2022,17,187,0.74355,0.01448,1
2022,17,189,0.92009997,0.016589999,1
2022,17,191,0.79851002,0.01495,1
2022,17,193,0.76433003,0.01547,1
2022,17,195,0.80208999,0.01017,1
2022,17,197,0.88901001,0.0066800001,1
2022,17,199,0.76560998,0.0091800001,1
2022,17,201,0.69253999,0.00661,1
2022,17,203,1.06163,0.0122,1
2022,18,001,0.88123,0.01276,1
2022,18,003,0.76571,0.0063700001,1
2022,18,005,0.82498997,0.0099900002,1
2022,18,007,0.85102999,0.017109999,1
2022,18,009,0.73729998,0.0149,1
2022,18,011,0.98833001,0.01119,1
2022,18,013,0.84320003,0.01581,1
2022,18,015,0.89156002,0.0148,1
2022,18,017,0.64837998,0.01147,1
2022,18,019,0.82122999,0.0077300002,1
2022,18,021,0.7888,0.0122,1
2022,18,023,0.70153999,0.012070000000000001,1
2022,18,025,0.77706999,0.016240001,1
2022,18,027,0.73146999,0.01264,1
2022,18,029,0.94990999,0.0106,1
2022,18,031,0.86707002,0.01199,1
2022,18,033,0.85146999,0.0103,1
2022,18,035,0.75151998,0.00771,1
2022,18,037,0.88872999,0.01192,1
2022,18,039,0.68068999,0.0077599999,1
2022,18,041,0.69010001,0.01247,1
2022,18,043,0.89868999,0.0084100002,1
2022,18,045,0.84794003,0.01336,1
2022,18,047,0.89889997,0.015690001,1
2022,18,049,0.78792,0.0133,1
2022,18,051,0.86931002,0.01169,1
2022,18,053,0.63485998,0.0090399999,1
2022,18,055,0.80587,0.01196,1
2022,18,057,1.1047699,0.0082099997,1
2022,18,059,0.97965997,0.0097200004,1
2022,18,061,0.90402001,0.01057,1
2022,18,063,0.92931998,0.0089699998,1
2022,18,065,0.76604998,0.01002,1
2022,18,067,0.77929997,0.0082200002,1
2022,18,069,0.80271,0.01166,1
2022,18,071,0.67777997,0.01103,1
2022,18,073,0.88543999,0.01108,1
2022,18,075,0.70731997,0.0133,1
2022,18,077,0.80694997,0.01142,1
2022,18,079,0.74383998,0.0118,1
2022,18,081,0.90367001,0.0078199999,1
2022,18,083,0.77276999,0.01115,1
2022,18,085,0.82953,0.0094299996,1
2022,18,087,0.80260998,0.01415,1
2022,18,089,0.73655999,0.0054600001,1
2022,18,091,0.7274,0.0080500003,1
2022,18,093,0.76993001,0.01104,1
2022,18,095,0.70077997,0.0074900002,1
2022,18,097,0.64282,0.0052299998,1
2022,18,099,0.79961002,0.01084,1
2022,18,101,0.90463001,0.01667,1
2022,18,103,0.72579002,0.0106,1
2022,18,105,1.02991,0.0078199999,1
2022,18,107,0.82707,0.01197,1
2022,18,109,0.88023001,0.01009,1
2022,18,111,0.8114,0.01562,1
2022,18,113,0.74302,0.01094,1
2022,18,115,0.89984,0.021950001,1
2022,18,117,0.78084999,0.01338,1
2022,18,119,0.78828001,0.01171,1
2022,18,121,0.82599002,0.01467,1
2022,18,123,0.88709998,0.01444,1
2022,18,125,0.84871,0.018309999,1
2022,18,127,0.91794997,0.0074,1
2022,18,129,0.88253999,0.01377,1
2022,18,131,0.83494002,0.0146,1
2022,18,133,0.91301,0.01099,1
2022,18,135,0.72804999,0.01195,1
2022,18,137,0.96222001,0.01216,1
2022,18,139,0.85039997,0.0139,1
2022,18,141,0.73885,0.00661,1
2022,18,143,0.73525,0.01179,1
2022,18,145,0.80817997,0.01152,1
2022,18,147,0.92299002,0.01464,1
2022,18,149,0.79974997,0.01279,1
2022,18,151,0.80950999,0.01167,1
2022,18,153,0.82416999,0.01323,1
2022,18,155,0.89344001,0.017759999,1
2022,18,157,0.88608998,0.00752,1
2022,18,159,0.93202001,0.01504,1
2022,18,161,0.90530998,0.016550001,1
2022,18,163,0.79108,0.0069800001,1
2022,18,165,0.81395,0.01285,1
2022,18,167,0.75757998,0.0083799995,1
2022,18,169,0.77568001,0.01132,1
2022,18,171,0.84447998,0.020640001,1
2022,18,173,0.96556002,0.0099299997,1
2022,18,175,0.81598002,0.01199,1
2022,18,177,0.68084002,0.0093200002,1
2022,18,179,0.83754998,0.01173,1
2022,18,181,0.79141998,0.01296,1
2022,18,183,0.93697,0.01177,1
2022,19,001,1.04217,0.019889999,1
2022,19,003,0.99168003,0.025250001,1
2022,19,005,0.95157999,0.018610001,1
2022,19,007,0.83076,0.01646,1
2022,19,009,1.0862499,0.022229999,1
2022,19,011,1.12208,0.0136,1
2022,19,013,0.84346002,0.0088900002,1
2022,19,015,1.105,0.01331,1
2022,19,017,1.1985101,0.01372,1
2022,19,019,1.12161,0.01376,1
2022,19,021,0.61985999,0.01435,1
2022,19,023,1.15878,0.014880000000000001,1
2022,19,025,1.0970401,0.017100001,1
2022,19,027,1.1022201,0.01542,1
2022,19,029,0.91459,0.01643,1
2022,19,031,1.12602,0.01502,1
2022,19,033,0.93401003,0.01163,1
2022,19,035,1.06761,0.018309999,1
2022,19,037,1.0524,0.01991,1
2022,19,039,0.78982002,0.01798,1
2022,19,041,0.96508002,0.01528,1
2022,19,043,1.11678,0.01398,1
2022,19,045,0.85602999,0.01063,1
2022,19,047,0.70107001,0.017039999,1
2022,19,049,1.05221,0.01044,1
2022,19,051,0.95643997,0.02028,1
2022,19,053,0.97814,0.017759999,1
2022,19,055,1.10604,0.01646,1
2022,19,057,0.82726002,0.01115,1
2022,19,059,1.1104701,0.01413,1
2022,19,061,1.01527,0.0095600002,1
2022,19,063,0.91679001,0.017689999,1
2022,19,065,0.99362999,0.01469,1
2022,19,067,0.96565998,0.01427,1
2022,19,069,0.81181997,0.02049,1
2022,19,071,0.98953998,0.02097,1
2022,19,073,1.02468,0.019509999,1
2022,19,075,1.1821001,0.01818,1
2022,19,077,1.09542,0.016580001,1
2022,19,079,0.87664002,0.01715,1
2022,19,081,1.02168,0.01804,1
2022,19,083,1.0229501,0.01489,1
2022,19,085,1.09229,0.01538,1
2022,19,087,0.93019003,0.01339,1
2022,19,089,1.07022,0.01847,1
2022,19,091,1.03614,0.01743,1
2022,19,093,1.06471,0.01881,1
2022,19,095,1.10716,0.015900001,1
2022,19,097,1.00366,0.0135,1
2022,19,099,0.97178,0.01177,1
2022,19,101,0.99169999,0.01353,1
2022,19,103,1.09649,0.0091399997,1
2022,19,105,1.0578001,0.01513,1
2022,19,107,0.96718001,0.019099999,1
2022,19,109,1.01635,0.01592,1
2022,19,111,0.79536003,0.01142,1
2022,19,113,1.00389,0.0077800001,1
2022,19,115,0.82337999,0.018959999,1
2022,19,117,0.91488999,0.018069999,1
2022,19,119,1.16634,0.019950001,1
2022,19,121,1.16129,0.01561,1
2022,19,123,0.96131998,0.01304,1
2022,19,125,1.0699,0.0125,1
2022,19,127,0.70670003,0.01208,1
2022,19,129,1.09574,0.01511,1
2022,19,131,1.13223,0.01805,1
2022,19,133,1.00617,0.01801,1
2022,19,135,0.97517002,0.02024,1
2022,19,137,0.90561002,0.016690001,1
2022,19,139,0.81383002,0.01181,1
2022,19,141,1.0548,0.01637,1
2022,19,143,0.94143999,0.0264,1
2022,19,145,0.96125001,0.01513,1
2022,19,147,1.0679801,0.0174,1
2022,19,149,1.04109,0.01468,1
2022,19,151,0.91883999,0.021469999,1
2022,19,153,0.86509001,0.0068999999,1
2022,19,155,0.82823998,0.0094299996,1
2022,19,157,1.02074,0.01493,1
2022,19,159,0.99833,0.025909999,1
2022,19,161,0.92429,0.02007,1
2022,19,163,0.84495997,0.0076100002,1
2022,19,165,1.04129,0.018780001,1
2022,19,167,0.98806,0.017519999,1
2022,19,169,1.1839,0.01004,1
2022,19,171,0.88661999,0.016140001,1
2022,19,173,0.92896003,0.02187,1
2022,19,175,0.89901,0.01574,1
2022,19,177,0.91786999,0.01832,1
2022,19,179,0.71122998,0.01141,1
2022,19,181,1.11465,0.0113,1
2022,19,183,1.02451,0.0138,1
2022,19,185,0.94835001,0.019069999,1
2022,19,187,0.87379003,0.01169,1
2022,19,189,1.0075999,0.016759999,1
2022,19,191,1.2157,0.016659999,1
2022,19,193,0.77585,0.0096500004,1
2022,19,195,1.03399,0.02005,1
2022,19,197,0.76385999,0.017030001,1
2022,20,001,0.77282,0.01514,1
2022,20,003,0.96709001000000006,0.017619999,1
2022,20,005,0.91580999,0.01546,1
2022,20,007,1.00301,0.024460001,1
2022,20,009,0.83504999,0.01314,1
2022,20,011,0.81825,0.01473,1
2022,20,013,0.88506001,0.017659999,1
2022,20,015,0.9878,0.0099400003,1
2022,20,017,0.98408002000000006,0.031479999,1
2022,20,019,0.82738,0.023669999,1
2022,20,021,0.80658001,0.01273,1
2022,20,023,0.99049002,0.035730001,1
2022,20,025,1.10186,0.02909,1
2022,20,027,0.97689998,0.018239999,1
2022,20,029,0.94858998,0.017279999,1
2022,20,031,1.0122,0.01846,1
2022,20,033,1.11961,0.033059999,1
2022,20,035,0.79356998,0.01206,1
2022,20,037,0.84542,0.01174,1
2022,20,039,0.94524002,0.025289999,1
2022,20,041,0.96974999,0.01255,1
2022,20,043,0.97083998,0.01922,1
2022,20,045,1.08681,0.0081599997,1
2022,20,047,0.85889,0.030169999,1
2022,20,049,0.91036999,0.02592,1
2022,20,051,1.10554,0.01179,1
2022,20,053,0.95778,0.021880001,1
2022,20,055,0.69670999,0.01218,1
2022,20,057,0.60279,0.01281,1
2022,20,059,0.96956998,0.01265,1
2022,20,061,0.87906998,0.0086200004,1
2022,20,063,1.12533,0.023,1
2022,20,065,1.01243,0.02716,1
2022,20,067,0.71670002,0.018959999,1
2022,20,069,1.03863,0.02492,1
NA,20,071,NA,NA,NA
2022,20,073,0.93081999,0.01946,1
2022,20,075,0.63841999,0.03064,1
2022,20,077,0.92580998,0.021400001,1
2022,20,079,0.90732002,0.01228,1
2022,20,081,0.89012998,0.024900001,1
2022,20,083,1.13598,0.03836,1
2022,20,085,0.99778998,0.018750001,1
2022,20,087,1.10123,0.01465,1
2022,20,089,0.95844001,0.02551,1
2022,20,091,1.0613101,0.0070099998,1
2022,20,093,0.82278001,0.027829999,1
2022,20,095,0.98304999,0.02345,1
2022,20,097,1.12808,0.032200001,1
2022,20,099,0.78236997,0.01322,1
2022,20,101,0.94128001,0.0359,1
2022,20,103,0.97672999,0.00985,1
2022,20,105,0.97731,0.02792,1
2022,20,107,0.94910002,0.01746,1
2022,20,109,0.99975002,0.024180001,1
2022,20,111,0.85102999,0.01218,1
2022,20,113,1.04287,0.01273,1
2022,20,115,1.00951,0.01712,1
2022,20,117,1.00089,0.018580001,1
2022,20,119,0.94835001,0.02547,1
2022,20,121,1.05277,0.01493,1
2022,20,123,1.06715,0.020129999,1
2022,20,125,0.74839002,0.01166,1
2022,20,127,1.02764,0.02128,1
2022,20,129,0.88933998,0.028650001,1
2022,20,131,1.07207,0.019579999,1
2022,20,133,0.81098002,0.01379,1
2022,20,135,0.99545002,0.030820001,1
2022,20,137,0.94418001,0.02052,1
2022,20,139,1.00543,0.01425,1
2022,20,141,0.97916001,0.025590001,1
2022,20,143,1.00792,0.0209,1
2022,20,145,0.95029998,0.02043,1
2022,20,147,1.03273,0.019409999,1
2022,20,149,1.10542,0.01384,1
2022,20,151,0.94848001,0.019409999,1
2022,20,153,0.98821002,0.03218,1
2022,20,155,0.86844999,0.01016,1
2022,20,157,1.0118001,0.0229,1
2022,20,159,0.90935999,0.019649999,1
2022,20,161,1.11905,0.0083400002,1
2022,20,163,1.04843,0.02079,1
2022,20,165,1.04391,0.027179999,1
2022,20,167,0.93883997,0.02053,1
2022,20,169,0.83788002,0.01026,1
2022,20,171,0.85899001,0.0284,1
2022,20,173,0.79304999,0.0063999998,1
2022,20,175,0.59332001,0.01327,1
2022,20,177,0.84419,0.0084199999,1
2022,20,179,1.06972,0.027799999,1
2022,20,181,0.95433003,0.020160001,1
2022,20,183,1.0340101,0.023879999,1
2022,20,185,0.91416001,0.02437,1
2022,20,187,0.74300998,0.037310001,1
2022,20,189,0.78669,0.021579999,1
2022,20,191,0.94945002,0.01389,1
2022,20,193,1.00006,0.01781,1
2022,20,195,1.04883,0.031800002,1
2022,20,197,1.10539,0.02241,1
2022,20,199,1.1349699,0.037969999,1
2022,20,201,1.07432,0.02431,1
2022,20,203,0.80993003,0.033300001,1
2022,20,205,0.77942002,0.017999999,1
2022,20,207,0.89772999,0.025079999,1
2022,20,209,0.59995002,0.0076000001,1
2022,21,001,0.82176,0.01368,1
2022,21,003,0.79587001,0.01365,1
2022,21,005,0.97829998,0.01332,1
2022,21,007,0.91286999,0.02462,1
2022,21,009,0.79999,0.01025,1
2022,21,011,0.82356,0.0156,1
2022,21,013,0.54250002,0.01096,1
2022,21,015,0.94,0.0082400003,1
2022,21,017,0.85073,0.01511,1
2022,21,019,0.84201002,0.0090500005,1
2022,21,021,0.87402999,0.01163,1
2022,21,023,0.97544998,0.019470001,1
2022,21,025,0.65075999,0.0153,1
2022,21,027,0.92708999,0.01574,1
2022,21,029,0.93434,0.01041,1
2022,21,031,0.81712002,0.01705,1
2022,21,033,0.91578001,0.01554,1
2022,21,035,0.96552002,0.01155,1
2022,21,037,0.97575003,0.0095499996,1
2022,21,039,0.95319998,0.025800001,1
2022,21,041,0.74715,0.01629,1
2022,21,043,0.77390999,0.01187,1
2022,21,045,0.74149001,0.01493,1
2022,21,047,0.74645001,0.0084100002,1
2022,21,049,0.82292998,0.01118,1
2022,21,051,0.56465,0.01283,1
2022,21,053,0.64265001,0.017589999,1
2022,21,055,0.88957,0.018929999,1
2022,21,057,0.74738002,0.020409999,1
2022,21,059,0.88028002,0.0091000004,1
2022,21,061,0.91134,0.02035,1
2022,21,063,0.77030998,0.020230001,1
2022,21,065,0.76797998,0.01578,1
2022,21,067,0.85557002,0.0066399998,1
2022,21,069,0.89704001,0.01549,1
2022,21,071,0.70181,0.0099200001,1
2022,21,073,0.87993002,0.01006,1
2022,21,075,0.65978003,0.01522,1
2022,21,077,0.81849003,0.01761,1
2022,21,079,0.86457998,0.01394,1
2022,21,081,0.87752002,0.01215,1
2022,21,083,0.87553,0.012,1
2022,21,085,0.89462,0.01329,1
2022,21,087,0.85987997,0.0164,1
2022,21,089,0.88020998,0.01161,1
2022,21,091,0.96610999,0.017000001,1
2022,21,093,0.89464998,0.0076700002,1
2022,21,095,0.53648001,0.0118,1
2022,21,097,0.91892999,0.01559,1
2022,21,099,0.79969001,0.01299,1
2022,21,101,0.75729001,0.01036,1
2022,21,103,0.92777997,0.01471,1
2022,21,105,0.83769,0.02795,1
2022,21,107,0.83636999,0.01109,1
2022,21,109,0.74194998,0.01568,1
2022,21,111,0.72134,0.0056599998,1
2022,21,113,0.89270002,0.0098099997,1
2022,21,115,0.80589998,0.0134,1
2022,21,117,0.83428001,0.0076700002,1
2022,21,119,0.64696002,0.01396,1
2022,21,121,0.72356999,0.01291,1
2022,21,123,0.93555999,0.01421,1
2022,21,125,0.75147003,0.0096500004,1
2022,21,127,0.75506997,0.01237,1
2022,21,129,0.69847,0.019470001,1
2022,21,131,0.65744001,0.01533,1
2022,21,133,0.67493999,0.01275,1
2022,21,135,0.80271,0.01657,1
2022,21,137,0.7888,0.01269,1
2022,21,139,0.90083998,0.018379999,1
2022,21,141,0.86803001,0.01206,1
2022,21,143,0.96608001,0.019060001,1
2022,21,145,0.88722003,0.0092799999,1
2022,21,147,0.57334,0.01331,1
2022,21,149,0.89047998,0.01911,1
2022,21,151,0.88881999,0.0084800003,1
2022,21,153,0.82762998,0.01636,1
2022,21,155,0.87061,0.01392,1
2022,21,157,0.98979998,0.01409,1
2022,21,159,0.68879002,0.01497,1
2022,21,161,0.88572001,0.01421,1
2022,21,163,0.92645001,0.01491,1
2022,21,165,0.76712,0.018929999,1
2022,21,167,0.91907001,0.01427,1
2022,21,169,0.78821999,0.01582,1
2022,21,171,0.74926001,0.01657,1
2022,21,173,0.84895003,0.01143,1
2022,21,175,0.83109999,0.01572,1
2022,21,177,0.86758,0.01321,1
2022,21,179,1.00158,0.01109,1
2022,21,181,0.87217999,0.019649999,1
2022,21,183,0.83546001,0.01382,1
2022,21,185,1.06872,0.01375,1
2022,21,187,0.86804003,0.01785,1
2022,21,189,0.70379001,0.02152,1
2022,21,191,0.92027003,0.016489999,1
2022,21,193,0.68518001,0.01148,1
2022,21,195,0.73913002,0.0093700001,1
2022,21,197,0.78012002,0.01508,1
2022,21,199,0.77807999,0.0098599996,1
2022,21,201,0.92444003,0.03019,1
2022,21,203,0.77204001,0.01465,1
2022,21,205,0.86527002,0.01173,1
2022,21,207,0.75591999,0.01443,1
2022,21,209,0.83482999,0.01031,1
2022,21,211,0.88164997,0.01238,1
2022,21,213,0.84390002,0.01196,1
2022,21,215,1.01521,0.019990001,1
2022,21,217,0.85095,0.01142,1
2022,21,219,0.78096002,0.017039999,1
2022,21,221,0.86887997,0.017449999,1
2022,21,223,0.83837998,0.02162,1
2022,21,225,0.82699001,0.015,1
2022,21,227,0.84693998,0.0079600001,1
2022,21,229,0.86001003,0.01626,1
2022,21,231,0.64111,0.01449,1
2022,21,233,0.79433,0.016480001,1
2022,21,235,0.74387002,0.0097700004,1
2022,21,237,0.66793001,0.01516,1
2022,21,239,0.94396001,0.01369,1
2022,22,001,0.72135001,0.0090399999,1
2022,22,003,0.74840999,0.01097,1
2022,22,005,0.87848997,0.0076799998,1
2022,22,007,0.73692,0.012070000000000001,1
2022,22,009,0.62866002,0.01019,1
2022,22,011,0.82858002,0.01038,1
2022,22,013,0.56870002,0.01218,1
2022,22,015,0.68825001,0.00715,1
2022,22,017,0.56309003,0.0054600001,1
2022,22,019,0.76890999,0.00654,1
2022,22,021,0.71866,0.01553,1
2022,22,023,0.78324997,0.02201,1
2022,22,025,0.69221002,0.015729999,1
2022,22,027,0.53834999,0.01244,1
2022,22,029,0.57236999,0.01165,1
2022,22,031,0.64191997,0.01062,1
2022,22,033,0.72828001,0.0055900002,1
2022,22,035,0.42721999,0.01416,1
2022,22,037,0.81941998,0.01286,1
2022,22,039,0.64047003,0.01027,1
2022,22,041,0.60131001,0.01224,1
2022,22,043,0.75945997,0.01191,1
2022,22,045,0.65674001,0.0079899998,1
2022,22,047,0.75871003,0.0104,1
2022,22,049,0.65794998,0.01414,1
2022,22,051,0.67338997,0.0060299998,1
2022,22,053,0.75457001,0.01084,1
2022,22,055,0.77750999,0.0060399999,1
2022,22,057,0.77956003,0.0082900003,1
2022,22,059,0.81308001,0.01444,1
2022,22,061,0.66459,0.0087400004,1
2022,22,063,0.94003999,0.0083699999,1
2022,22,065,0.45612001,0.012,1
2022,22,067,0.55290002,0.01021,1
2022,22,069,0.62965,0.0096399998,1
2022,22,071,0.76718003,0.0053300001,1
2022,22,073,0.65191001,0.0064099999,1
2022,22,075,0.81713003,0.01167,1
2022,22,077,0.75199997,0.01222,1
2022,22,079,0.69208997,0.0074999998,1
2022,22,081,0.54865998,0.01523,1
2022,22,083,0.61541998,0.01061,1
2022,22,085,0.68944001,0.01337,1
2022,22,087,0.68550998,0.0093099996,1
2022,22,089,0.82530999,0.0099799996,1
2022,22,091,0.61996001,0.017899999,1
2022,22,093,0.80517,0.01148,1
2022,22,095,0.67254001,0.0094600003,1
2022,22,097,0.63002002,0.0071100001,1
2022,22,099,0.71564001,0.0090399999,1
2022,22,101,0.61085999,0.0083999997,1
2022,22,103,0.88546997,0.00661,1
2022,22,105,0.71471,0.0068600001,1
NA,22,107,NA,NA,NA
2022,22,109,0.74675,0.0083600003,1
2022,22,111,0.65164,0.01211,1
2022,22,113,0.81865001,0.0098799998,1
2022,22,115,0.84250998,0.0087000001,1
2022,22,117,0.62948,0.0094100004,1
2022,22,119,0.60824001,0.0090899998,1
2022,22,121,0.77104998,0.01128,1
2022,22,123,0.68151999,0.015939999,1
2022,22,125,0.84362,0.0156,1
2022,22,127,0.61144,0.01459,1
2022,23,001,0.79014999,0.0082700001,1
2022,23,003,0.75547999,0.01036,1
2022,23,005,1.05884,0.0070099998,1
2022,23,007,0.82718998,0.01232,1
2022,23,009,0.86374003,0.01061,1
2022,23,011,0.82814002,0.0077,1
2022,23,013,0.85984999,0.01174,1
2022,23,015,0.85930002,0.0113,1
2022,23,017,0.80254,0.0093599996,1
2022,23,019,0.85664999,0.0077300002,1
2022,23,021,0.77823001,0.0136,1
2022,23,023,0.93840998,0.01079,1
2022,23,025,0.72096997,0.0093799997,1
2022,23,027,0.81066,0.01144,1
2022,23,029,0.70222998,0.01223,1
2022,23,031,1.01457,0.0074399998,1
2022,24,001,0.85816002,0.0093400003,1
2022,24,003,1.06954,0.00642,1
2022,24,005,0.88024998,0.0059400001,1
2022,24,009,1.20354,0.0090899998,1
2022,24,011,0.81958997,0.0101,1
2022,24,013,1.20996,0.0087599996,1
2022,24,015,0.98762,0.0089100003,1
2022,24,017,1.02714,0.0076100002,1
2022,24,019,0.67486,0.01081,1
2022,24,021,1.06832,0.0081599997,1
2022,24,023,0.94959998,0.01298,1
2022,24,025,1.1076,0.0073600002,1
2022,24,027,1.1458499,0.0086099999,1
2022,24,029,0.91715997,0.01277,1
2022,24,031,0.99388999,0.0075300001,1
2022,24,033,0.83344001,0.0064699999,1
2022,24,035,1.07447,0.01264,1
2022,24,037,1.06085,0.0090699997,1
2022,24,039,0.70286,0.0119,1
2022,24,041,0.85333002,0.01165,1
2022,24,043,0.91908997,0.0078699999,1
2022,24,045,0.72296,0.0076199998,1
2022,24,047,0.96828002,0.0093599996,1
2022,24,510,0.72158003,0.0052899998,1
2022,25,001,1.06256,0.0095300004,1
2022,25,003,0.89658999,0.0092599997,1
2022,25,005,0.80197001,0.00673,1
2022,25,007,0.91086,0.017969999,1
2022,25,009,0.80094999,0.00722,1
2022,25,011,1.0703,0.0105,1
2022,25,013,0.62908,0.00624,1
2022,25,015,1.1361901,0.0098999999,1
2022,25,017,1.01036,0.0068799998,1
2022,25,019,0.69371998,0.020780001,1
2022,25,021,1.19322,0.0081900004,1
2022,25,023,1.0186,0.0075699999,1
2022,25,025,0.84057999,0.0072400002,1
2022,25,027,0.93479002,0.0065899999,1
2022,26,001,0.72495002,0.0145,1
2022,26,003,0.89855999,0.01942,1
2022,26,005,0.90799999,0.0089600002,1
2022,26,007,0.74457002,0.01265,1
2022,26,009,0.79009998,0.01299,1
2022,26,011,0.68506002,0.01303,1
2022,26,013,0.74835998,0.021159999,1
2022,26,015,0.91921997,0.01035,1
2022,26,017,0.76617002,0.0080399998,1
2022,26,019,0.8233,0.016380001,1
2022,26,021,0.71069998,0.0072400002,1
2022,26,023,0.70953,0.01032,1
2022,26,025,0.68671,0.0073000002,1
2022,26,027,0.74438,0.0097599998,1
2022,26,029,0.85376,0.01182,1
2022,26,031,0.75452,0.01215,1
2022,26,033,0.81931001,0.0123,1
2022,26,035,0.68102002,0.01045,1
2022,26,037,0.95652002,0.0107,1
2022,26,039,0.72381002,0.0144,1
2022,26,041,0.79878998,0.01159,1
2022,26,043,0.85292,0.012,1
2022,26,045,0.88549,0.0079500005,1
2022,26,047,0.89324999,0.01126,1
2022,26,049,0.63094997,0.0054700002,1
2022,26,051,0.74675,0.0118,1
2022,26,053,0.79926997,0.01471,1
2022,26,055,0.96485001,0.0086399997,1
2022,26,057,0.78051001,0.00985,1
2022,26,059,0.75218999,0.01056,1
2022,26,061,0.98352998,0.01326,1
2022,26,063,0.79988998,0.01232,1
2022,26,065,0.84715003,0.0065700002,1
2022,26,067,0.84526002,0.01004,1
2022,26,069,0.71617001,0.01132,1
2022,26,071,0.79663002,0.016319999,1
2022,26,073,0.83946002,0.0092700003,1
2022,26,075,0.76345003,0.0076199998,1
2022,26,077,0.85193002,0.0071700001,1
2022,26,079,0.74430001,0.01219,1
2022,26,081,0.86475998,0.0059799999,1
NA,26,083,NA,NA,NA
2022,26,085,0.57981002,0.01487,1
2022,26,087,0.87651998,0.0087700002,1
2022,26,089,1.03026,0.017440001,1
2022,26,091,0.84977001,0.0086899996,1
2022,26,093,1.1063499,0.0090399999,1
2022,26,095,0.75418001,0.020470001,1
2022,26,097,0.8344,0.01633,1
2022,26,099,0.82560998,0.0055,1
2022,26,101,0.78073001,0.0127,1
2022,26,103,1.00454,0.0098900003,1
2022,26,105,0.77788001,0.01283,1
2022,26,107,0.80195999,0.0104,1
2022,26,109,0.78579998,0.01204,1
2022,26,111,0.89341003,0.0091500003,1
2022,26,113,0.71429002,0.014,1
2022,26,115,0.89091003,0.0078099999,1
2022,26,117,0.80910999,0.0087099997,1
2022,26,119,0.75325,0.01499,1
2022,26,121,0.73636001,0.0071299998,1
2022,26,123,0.78179002,0.0098599996,1
2022,26,125,0.9016,0.0055900002,1
2022,26,127,0.69225001,0.01116,1
2022,26,129,0.71077001,0.01252,1
2022,26,131,0.89139998,0.02234,1
2022,26,133,0.71890002,0.01149,1
2022,26,135,0.71429998,0.01911,1
2022,26,137,0.80593002,0.01192,1
2022,26,139,0.98351997,0.0077900002,1
2022,26,141,0.78723001,0.01595,1
2022,26,143,0.7439,0.01127,1
2022,26,145,0.66187,0.0067699999,1
2022,26,147,0.81867999,0.0076700002,1
2022,26,149,0.74633998,0.0098599996,1
2022,26,151,0.76402003,0.01021,1
2022,26,153,0.74065,0.01918,1
2022,26,155,0.84719998,0.0086899996,1
2022,26,157,0.76156002,0.0089800004,1
2022,26,159,0.77098,0.0089699998,1
2022,26,161,1.06823,0.0073600002,1
2022,26,163,0.61658001,0.0043600001,1
2022,26,165,0.70775002,0.01016,1
2022,27,001,1.0183001,0.01498,1
2022,27,003,1.03045,0.0079199998,1
2022,27,005,0.98914999,0.01336,1
2022,27,007,0.75983,0.01169,1
2022,27,009,1.17286,0.01031,1
2022,27,011,1.17421,0.02634,1
2022,27,013,1.13203,0.0099299997,1
2022,27,015,1.14209,0.01358,1
2022,27,017,1.02415,0.01272,1
2022,27,019,1.2180099,0.01289,1
2022,27,021,0.77647001,0.01317,1
2022,27,023,0.86171001,0.01984,1
2022,27,025,1.20342,0.01258,1
2022,27,027,1.04096,0.01091,1
2022,27,029,0.93194002,0.01918,1
2022,27,031,1.13227,0.023229999,1
2022,27,033,0.86575001,0.019889999,1
2022,27,035,1.04995,0.0099499999,1
2022,27,037,1.07026,0.0075900001,1
2022,27,039,1.1513799,0.01471,1
2022,27,041,1.17767,0.01206,1
2022,27,043,0.92145002,0.017349999,1
2022,27,045,1.19946,0.01326,1
2022,27,047,0.89091998,0.01321,1
2022,27,049,1.15031,0.01133,1
2022,27,051,1.15798,0.020169999,1
2022,27,053,0.97632003,0.0060399999,1
2022,27,055,1.1802,0.01495,1
2022,27,057,0.99961001,0.01468,1
2022,27,059,1.1776201,0.01121,1
2022,27,061,0.97575998,0.01206,1
2022,27,063,1.06769,0.019330001,1
2022,27,065,0.99628001,0.01532,1
2022,27,067,0.89806002,0.01327,1
2022,27,069,1.21296,0.02605,1
2022,27,071,0.96885002,0.01942,1
2022,27,073,1.20034,0.022120001,1
2022,27,075,1.1386,0.020190001,1
2022,27,077,1.12264,0.02375,1
2022,27,079,1.09262,0.01541,1
2022,27,081,1.20188,0.024800001,1
2022,27,083,1.01829,0.01401,1
2022,27,085,1.1631,0.01213,1
2022,27,087,0.58665001,0.02056,1
2022,27,089,1.1634099,0.019400001,1
2022,27,091,0.9472,0.01556,1
2022,27,093,1.13625,0.0149,1
2022,27,095,1.08468,0.01067,1
2022,27,097,1.02246,0.01198,1
2022,27,099,0.80070001,0.01317,1
2022,27,101,1.09631,0.022290001,1
2022,27,103,1.16146,0.01351,1
2022,27,105,0.65442997,0.015769999,1
2022,27,107,1.04493,0.02437,1
2022,27,109,1.11134,0.0091000004,1
2022,27,111,1.0625401,0.0107,1
2022,27,113,1.06635,0.016249999,1
