zip,county,num_below_p50,pop2018,ec_zip,ec_se_zip,nbhd_ec_zip,ec_grp_mem_zip,ec_high_zip,ec_high_se_zip,nbhd_ec_high_zip,ec_grp_mem_high_zip,exposure_grp_mem_zip,exposure_grp_mem_high_zip,nbhd_exposure_zip,bias_grp_mem_zip,bias_grp_mem_high_zip,nbhd_bias_zip,nbhd_bias_high_zip,clustering_zip,support_ratio_zip,volunteering_rate_zip,civic_organizations_zip
12953,36033,1391.648960590363,15569,.69345999,.01599,.50480998,.63296002,1.11788,.020710001,.83104998,1.04887,.70770001,.83882999,.55923003,.1056,-.25038999,.097319998,-.48605999,.14024,.99877,.069080003,.017139999
12956,36031,153.7152557373047,1370,,,,,,,,,,,,,,,,.16031204,.98987418,.028422255,.0069248541
12957,36033,255.7442054748535,1899,,,,,,,,,,,,,,,,.12170377,.96003336,.0846112,.011743946
12958,36019,249.1158294677734,2362,.80181003,.02932,,.91636997,1.17566,.035190001,,1.26614,1.00346,1.1030999,,.086790003,-.1478,,,.13031,.96086001,.068800002,.01068
12959,36019,176.816162109375,1108,,,,,,,,,,,,,,,,.13367964,.95939988,.066766016,
12960,36031,140.1831665039063,1099,,,,,,,,,,,,,,,,.1815329,.98864329,.032422885,.012871069
12962,36019,495.9338407516479,5831,.92344999,.024630001,.93065,.97702003,1.29152,.020500001,1.3061399,1.34144,1.02262,1.16403,.99357998,.044599999,-.15242,.063330002,-.31459001,.11255,.93349999,.080569997,.00832
12966,36033,427.3529884815216,2685,.68184,.02249,.58411998,.67522001,1.0315599,.03015,.85922003,1.02367,.78267998,.88953,.66803998,.1373,-.1508,.12560999,-.28619,.13671,.97850001,.069700003,
12967,36089,196.8884963989258,1186,,,,,,,,,,,,,,,,.12477481,.94986647,.10594161,.021319486
12972,36019,623.6036221981049,6034,.90353,.021159999,.87980002,.97338998,1.3317699,.01842,1.25262,1.37814,1.01986,1.15745,.97253001,.045570001,-.19068,.095349997,-.28799,.11101,.95801002,.063089997,.019819999
12974,36031,195.2488555908203,1602,,,,,,,,,,,,,,,,.16318138,.98989916,.041935302,.016780451
12976,36033,25.53334999084473,213,,,,,,,,,,,,,,,,.11471082,.86970299,.10565538,.022681985
12979,36019,191.4867706298828,2223,.81796002,.0284,.79067999,.86400998,1.24439,.02977,1.1392699,1.30635,.99290001,1.12916,.82718998,.12981001,-.15693,.04414,-.37727001,.12619001,.98201001,.15847,.02194
12980,36033,178.2438874840736,1276,,,,,,,,,,,,,,,,.12916121,.9903959,.072708026,.01417403
12981,36019,254.8980036973953,2301,.85733998,.02575,.79797,.90208,1.25454,.02231,1.11711,1.3113199,.98539001,1.11202,.86781001,.084540002,-.17922001,.080480002,-.28726,.12365,.97118998,.064290002,.0088200001
12983,36033,700.0936918258667,7371,1.02021,.02031,.84891999,1.01257,1.44835,.01667,1.28021,1.45059,1.09518,1.23506,1.0032901,.075429998,-.17451,.15386,-.27601001,.12076,.99535,.088150002,.038740002
12985,36019,104.9722442626953,1277,,,,,,,,,,,,,,,,.11740133,.90928477,.033148248,
12986,36033,705.8151380419731,6071,.83964998,.021740001,.69147003,.81914997,1.17566,.02564,.92313999,1.1217099,.86659998,.97231001,.74021,.054749999,-.15366,.065849997,-.24711999,.18144999,.99804002,.045770001,.016729999
12989,36033,99.15029144287109,1024,,,,,,,,,,,,,,,,.12503728,.88513839,.13500497,.04246711
12992,36019,475.5828056335449,4517,.85865003,.020540001,.75532001,.90604001,1.23706,.02169,1.12643,1.2633801,.96974999,1.10866,.87301999,.065690003,-.13956,.13482,-.29028001,.11899,.96285999,.049869999,.01542
12993,36031,166.6143484115601,1387,,,,,,,,,,,,,,,,.13473527,.98695773,.086416684,.047524787
12996,36031,241.1968860626221,2079,.92431998,.032740001,.83864999,.95299,1.29533,.034820002,.98977,1.2939,.98719001,1.17179,.87852001,.034650002,-.10421,.045389999,-.12662999,.15402,.99711001,.065130003,.02373
12997,36031,100.2852249145508,1199,,,,,,,,,,,,,,,,.10878702,.97506618,.035110906,.046782423
13021,36011,3803.283543169498,38114,.79338998,.01254,.68428999,.78021997,1.28706,.01366,1.13465,1.28168,.90522999,1.02821,.79982001,.13809,-.24652,.14444,-.41863999,.11646,.99765003,.065240003,.01871
13026,36011,220.6717147827148,1734,,,,,,,,,,,,,,,,.10747663,.92710537,.099582672,.045856424
13027,36067,2106.256180763245,32949,1.0026799,.01414,1.0984,1.08789,1.45235,.01169,1.51808,1.506,1.1767,1.3135999,1.2745301,.075470001,-.14647,.13819,-.1911,.098180003,.93037999,.072520003,.01017
13028,36075,175.6131191253662,1109,,,,,,,,,,,,,,,,.098788351,.80368596,.084319621,.0028725772
13029,36067,452.3361263275146,7243,.93734998,.022740001,1.03906,1.01249,1.35533,.017750001,1.42106,1.3983099,1.0660599,1.19503,1.15548,.050250001,-.1701,.10076,-.22984999,.096819997,.85281003,.059020001,.01118
13030,36053,322.2620067596436,4057,.94063997,.024639999,,1.00578,1.3101701,.02337,,1.35653,1.1131001,1.21288,,.096419998,-.11844,,,.09866,.89952999,.078550003,.0084300004
13031,36067,788.5097920894623,15451,1.0226901,.0178,1.1593601,1.15641,1.4717,.01323,1.5101399,1.5262901,1.19121,1.33395,1.2763,.029209999,-.14419,.091619998,-.18321,.1027,.90583003,.068800002,.0087799998
13032,36053,1496.074918746948,12057,.85872,.01688,.73883998,.88023001,1.26642,.017200001,1.06775,1.29105,.98175001,1.11031,.83837998,.10341,-.16279,.11874,-.27358001,.11043,.9777,.0748,.01285
13033,36011,476.8963394165039,3801,.87952,.02073,.67413002,.88081002,1.20523,.027319999,.82309997,1.21261,.93430001,1.03845,.72819,.057250001,-.16772,.074239999,-.13033,.12071,.98293,.064159997,.00832
13034,36011,190.8635625243187,1987,.92242002,.03892,,,1.27161,.034430001,,,,,,,,,,.10996,.89959002,.09369,.017480001
13035,36053,574.9532489776611,8851,1.14118,.025529999,1.16125,1.2459,1.54234,.016550001,1.47808,1.57504,1.24055,1.39263,1.2302001,-.0043100002,-.13098,.056049999,-.20149,.10819,.96653998,.086410001,.033950001
13036,36075,908.887659072876,8798,.82870001,.016349999,.55501997,.83405,1.23147,.01953,.85271001,1.24676,.96227002,1.07783,.73365003,.13324,-.15673,.24348,-.16229001,.10181,.93507999,.054389998,.01079
13037,36053,766.3193435668945,9442,.98948002,.01726,.91861999,1.05533,1.38354,.01622,1.2573,1.41631,1.11993,1.24181,1.07032,.05768,-.14052001,.14173,-.17470001,.10582,.94856,.071209997,.01549
13039,36067,1113.450352668762,16837,1.01548,.01674,1.20508,1.1195101,1.4129601,.01341,1.40323,1.4747,1.13361,1.26547,1.2600501,.01244,-.16534001,.043620002,-.11362,.099119999,.90368003,.061039999,.016729999
13040,36023,490.1353759765625,2434,.81937999,.02771,.86124998,.90833998,1.10366,.030750001,1.03122,1.18524,.92066997,1.0355,.73497999,.01339,-.14461,-.17181,-.40307,.12285,.96964002,.062150002,.021570001
13041,36067,777.2291314601898,11453,.98738998,.019330001,1.1652499,1.1068701,1.40371,.0147,1.54335,1.45974,1.12863,1.2560199,1.26691,.01928,-.16219001,.080239996,-.2182,.0933,.80352002,.069849998,.0080300001
13042,36065,324.5767974853516,2604,.80087,.02575,,.84657001,1.1195101,.033860002,,1.15202,.95499998,1.07883,,.11354,-.067850001,,,.09702,.91011,.05768,.016960001
13044,36075,323.9088177084923,2621,.80790001,.025909999,,.84021002,1.21986,.03029,,1.2661901,.97345001,1.10059,,.13687,-.15046,,,.10651,.94287997,.076360002,.0045699999
13045,36023,2767.541816711426,29223,.78394997,.0139,.66421998,.77447999,1.29194,.01473,1.1175801,1.29687,.93006003,1.09978,.82622999,.16727,-.17922001,.19608,-.35262999,.10996,.99128002,.13521001,.021439999
13052,36053,250.7757625579834,1522,.88659,.037129998,,.95319003,1.27528,.03342,,1.32732,1.04465,1.17319,,.087549999,-.13138001,,,.11882,.98936999,.094099998,.025189999
13053,36109,350.2190978527069,4980,.92641997,.024420001,.60720998,.99087,1.43301,.026550001,.91754001,1.46331,1.08779,1.27915,.77728999,.089089997,-.14397,.21881001,-.18043999,.10064,.88976002,.19451,.02585
13054,36065,182.1736772060394,1665,,,,,,,,,,,,,,,,.10689417,.8023414,.060986299,.011315519
13057,36067,1193.002654314041,13772,.8502,.01572,.84675997,.92816001,1.385,.01457,1.3333,1.41675,1.06467,1.26905,1.04197,.12822001,-.11639,.18735,-.27959999,.1031,.91250998,.0638,.01591
13060,36067,257.9985337257385,2809,.89574999,.02956,.89076,.97281998,1.33066,.026769999,1.15206,1.36252,1.08205,1.22095,.99388999,.10095,-.11595,.10376,-.15914001,.11199,.94244999,.058630001,.01305
13061,36053,83.81691253185272,1073,,,,,,,,,,,,,,,,.10283434,.91189569,.088149153,.012131678
13063,36067,153.4407348632813,1988,.94341999,.04445,,1.09815,1.39245,.032030001,,1.50115,1.14511,1.32447,,.041000001,-.13339999,,,.11068,.97412997,.06146,.02593
13066,36067,511.5847101211548,12550,1.15834,.026459999,1.44912,1.28271,1.59111,.01349,1.6919399,1.64329,1.25433,1.46219,1.46565,-.02263,-.12385,.01128,-.15440001,.096950002,.82947999,.08687,.025800001
13068,36109,620.0236687660217,5160,.86334997,.02416,.63629001,.94704002,1.4180599,.02428,.95723999,1.44162,1.0879,1.29374,.83758998,.12948,-.1143,.24033,-.14285,.096799999,.87252998,.20919999,.01218
13069,36075,3047.332764387131,24511,.71575999,.01284,.52495003,.67782998,1.17507,.016240001,.90710998,1.15841,.80497998,.963,.61628002,.15795,-.20292,.14819001,-.47191,.10896,.98523003,.05325,.01341
13073,36109,804.6948022842407,6475,.85741001,.020609999,.51731998,.84943998,1.3324701,.024730001,.80395001,1.31777,.97109002,1.17617,.72714001,.12526999,-.12039,.28854999,-.10564,.10169,.95911998,.18639,.01777
13074,36075,635.7403020858765,4078,.74063998,.019479999,.47479001,.74154001,1.11093,.02746,.72338998,1.06651,.82477999,.93939,.50371999,.10093,-.13533001,.057429999,-.43610001,.11492,.96793002,.04589,.0061900001
13076,36075,284.661865234375,2314,.81274003,.02832,,.84643,1.18592,.03376,,1.21135,.98449999,1.07363,,.14025,-.12828,,,.10257,.90144002,.047830001,.0047900002
13077,36023,698.5584018230438,7135,.85329998,.02114,.77376997,.89306998,1.31536,.0208,1.10489,1.35338,1.01888,1.18611,.93387997,.12348,-.14102,.17144001,-.18312,.10927,.96818,.12808999,.020509999
13078,36067,448.8377737998962,10607,1.05049,.0266,1.27039,1.17571,1.5573601,.01701,1.58936,1.61101,1.2015001,1.4176199,1.39608,.02146,-.13642,.09003,-.13844,.092569999,.85320002,.094599999,.01785
13080,36067,379.2092514038086,3329,.93090999,.02861,.99501997,1.06406,1.2665,.023949999,1.27368,1.35137,1.10438,1.1760499,1.0621001,.036499999,-.14907999,.063160002,-.1992,.11455,.94329,.071149997,.01826
13081,36011,138.0073852539063,1105,,,,,,,,,,,,,,,,.11893933,.92833549,.11104154,.008555063
13082,36053,386.6984352618456,4380,.92840999,.024429999,.95411998,1.04503,1.34271,.02152,1.17562,1.40503,1.11373,1.23615,1.00041,.06168,-.13662,.046270002,-.17512999,.10485,.91640002,.060430001,.00825
13083,36075,224.9177873134613,2069,.79861999,.031879999,,.88262999,1.23481,.03052,,1.29482,.96103001,1.04368,,.081579998,-.24063,,,.11471,.96869999,.11528,.01233
13084,36067,322.5438926815987,3734,1.03233,.029379999,1.23589,1.18267,1.4138401,.01974,1.34571,1.47052,1.14258,1.29888,1.2036,-.035080001,-.13214,-.026830001,-.11807,.10866,.93362999,.092639998,.019160001
13088,36067,1444.203128814697,21986,.91860998,.01411,.96415001,1.01542,1.39158,.01277,1.39176,1.44472,1.10304,1.27026,1.12711,.079429999,-.13733999,.14459001,-.2348,.10078,.87208998,.059069999,.01249
13090,36067,2200.881073400378,29758,.96082997,.01322,1.05882,1.0846601,1.3956701,.01175,1.44709,1.46049,1.12941,1.2816401,1.21369,.03963,-.13954,.12761,-.19230001,.098700002,.88628,.063270003,.0051099998
13092,36011,376.7023463249207,2479,.74270999,.02705,,.80243999,1.23993,.030160001,,1.27393,.96838999,1.13217,,.17137,-.12521,,,.11047,.95037001,.11166,.0087099997
13101,36023,331.653582572937,2301,.78535998,.02774,,.85228002,1.15027,.0348,,1.17902,.88770002,1.01563,,.039900001,-.16088,,,.11384,.96585,.09426,.02114
13104,36067,583.3358061313629,15515,1.14513,.02348,1.31427,1.23366,1.5908099,.01358,1.7003599,1.6489,1.2701,1.45112,1.45435,.028689999,-.13629,.096320003,-.16915999,.094010003,.87884003,.080090001,.0083600003
13108,36067,364.393010482192,6050,1.10182,.027860001,1.26582,1.23045,1.5048,.01788,1.45322,1.55062,1.26363,1.36312,1.27763,.02626,-.13755,.0092399996,-.13744,.1099,.93997997,.080370001,.020059999
13110,36067,220.5213203430176,2038,1.04328,.042459998,,1.23673,1.4490401,.02613,,1.54099,1.1883301,1.35281,,-.04073,-.1391,,,.10955,.94363999,.088090003,.01974
13111,36011,243.689546585083,1616,,,,,,,,,,,,,,,,.10681704,.89568359,.038719039,.0050900481
13112,36067,147.3909687995911,1843,,,,,,,,,,,,,,,,.10665972,.87335753,.038134404,.0020542883
13114,36075,783.6740801334381,6120,.83934999,.01812,.77947003,.89789999,1.2024,.019230001,1.0811,1.23217,.94013,1.05572,.80330002,.044909999,-.16714001,.02967,-.34582001,.10985,.97342998,.080499999,.0188
13116,36067,181.5983123779297,3504,.97557002,.02881,,1.05042,1.43741,.02032,,1.49349,1.16274,1.30002,,.096600004,-.14883,,,.095550001,.90755999,.090020001,.00997
13118,36011,702.3309288024902,6039,.80743998,.02142,.72254002,.80994999,1.20101,.02372,.93944001,1.2164299,.92808002,1.05621,.79084003,.12729,-.1517,.086369999,-.18790001,.11549,.98786998,.10411,.016249999
13120,36067,215.8117069005966,2250,.77656001,.031399999,,.87880999,1.1502,.03926,,1.22442,.98308998,1.16232,,.10607,-.05342,,,.12268,.96441001,.084210001,.0217
13122,36053,83.84738659858704,1289,,,,,,,,,,,,,,,,.12467059,.95399576,.099953108,.032149855
13126,36075,2992.124895095825,36335,.82326001,.01337,.71313,.80554003,1.28953,.01416,1.15562,1.29879,.93055999,1.06757,.81663001,.13435,-.21659,.12673999,-.41512001,.11446,.99470001,.054609999,.024490001
13131,36075,576.7321352958679,3736,.74101001,.02187,.53280002,.74937999,1.20254,.024809999,.90008003,1.22733,.87086999,1.0436,.67504001,.13950001,-.17606001,.21072,-.33337,.10545,.94665998,.065700002,.00844
13132,36075,445.7262442111969,3397,.85513002,.023119999,.62175,.88549,1.28218,.025900001,.97601002,1.31025,1.00648,1.14947,.82685,.12021,-.13987,.24805,-.18039,.10032,.91900003,.067550004,.0098700002
13135,36075,697.8637956380844,6689,.87516999,.019069999,.75173002,.93235999,1.30024,.020400001,1.03271,1.3401901,1.01761,1.15733,.86171001,.083769999,-.15800001,.12762,-.19845,.10396,.94959998,.069959998,.01846
13140,36011,601.0946815013885,4509,.79176003,.02153,.62713999,.81397003,1.14228,.02702,.79851002,1.1878,.89039999,1.03361,.62766999,.085840002,-.14917,.00085000001,-.27217999,.11487,.97692001,.067479998,.01321
13142,36075,676.502326965332,6338,.83085001,.01822,.70508999,.83205998,1.19759,.02275,.97248,1.19256,.89835,1.01226,.74623001,.073789999,-.17812,.055130001,-.30318999,.11189,.98304999,.059999999,.016340001
13143,36117,457.4095973968506,2706,.78219002,.02702,,.8247,1.1590199,.035939999,,1.1559,.92659998,1.02387,,.10997,-.12895,,,.10711,.95301002,.082879998,.0055800001
13144,36075,217.2457609176636,1986,,,,,,,,,,,,,,,,.11337755,.93585539,.052349433,.033900872
13145,36075,213.2686004638672,1566,,,,,,,,,,,,,,,,.11637183,.9708398,.061747197,.037432212
13146,36117,374.4548120498657,2354,,,,,,,,,,,,,,,,.11515617,.96443129,.067579657,.026257284
13147,36011,117.8179779052734,1147,,,,,,,,,,,,,,,,.1097496,.95176101,.055557758,.027774088
13148,36099,989.6646299362183,10605,.82678002,.016480001,.77135003,.87866998,1.23394,.017890001,1.14498,1.26985,.96794999,1.07988,.82896,.092239998,-.17591999,.069499999,-.38122001,.11659,.98856002,.071039997,.01623
13152,36067,479.1745958328247,8208,1.15082,.032269999,1.5458699,1.26652,1.59452,.016009999,1.69813,1.66128,1.30212,1.50305,1.47918,.02734,-.10527,-.045079999,-.14802,.10604,.98048002,.068899997,.032710001
13156,36011,287.8114020228386,1896,.912,.031509999,,.96346998,1.1824501,.035689998,,1.24081,.97788,1.07683,,.01474,-.15227,,,.10777,.96776998,.082319997,.02551
13158,36023,298.997597694397,1539,,,,,,,,,,,,,,,,.11284789,.9565661,.09458366,.013481115
13159,36067,405.7241382598877,5348,1.0241801,.025629999,1.1029201,1.10562,1.39317,.020740001,1.36388,1.44429,1.17515,1.28462,1.16961,.05917,-.12429,.057020001,-.1661,.10977,.96205997,.088639997,.0137
13160,36011,186.987850189209,2055,.89894003,.03283,,.98835999,1.25635,.02994,,1.2766401,1.0325,1.1122,,.042750001,-.14785001,,,.11795,.93382001,.088330001,.034189999
13164,36067,117.5585994720459,2587,.99501997,.037099998,,1.13906,1.46042,.02403,,1.48922,1.2184,1.30897,,.065109998,-.13770001,,,.10256,.87548,.062199999,.01244
13165,36099,1150.742076873779,10559,.80723,.0165,.67859,.81748003,1.19336,.01873,.97583997,1.19883,.90665001,1.02311,.75717998,.098360002,-.17174999,.10379,-.28876999,.11663,.98714,.064070001,.021469999
13166,36011,727.739634513855,5572,.93347001,.02049,.92229998,1.00578,1.27476,.019789999,1.11115,1.3237799,1.0576,1.14467,.90407002,.04899,-.15648,-.020169999,-.22905999,.11257,.95859998,.067330003,.01183
13167,36075,428.752023935318,3215,.85668999,.022500001,,.86273998,1.24088,.02785,,1.26625,.96719998,1.09982,,.108,-.15132,,,.10941,.91415,.061629999,.0071100001
13202,36067,1431.963073730469,6581,.72446001,.01943,.38764,.76198,1.57502,.01447,1.32815,1.60224,.97259998,1.4169199,.84974003,.21654999,-.13079999,.54381001,-.56300998,.10752,.87787002,.05218,.14505
13203,36067,2287.532485961914,16528,.55475003,.01252,.28204,.58487999,1.28117,.020269999,.77012998,1.34723,.76098001,1.19801,.51200002,.23142,-.12455,.44915,-.50414002,.09826,.91137999,.048160002,.0114
13204,36067,5187.913606643677,18728,.57554001,.0117,.34435001,.58463001,1.33439,.01507,1.0181299,1.36801,.77889001,1.22535,.56471997,.2494,-.11643,.39023,-.80290997,.1032,.95231998,.044750001,.01305
13205,36067,4457.502307891846,17479,.48451,.01159,.24176,.48047,1.1148601,.023259999,.53346997,1.13714,.62778002,1.03645,.37700999,.23464,-.097149998,.35874,-.41499001,.11269,.97991002,.034699999,.01386
13206,36067,1618.126777648926,16360,.66548997,.01304,.48587999,.74057001,1.30268,.01668,.94985002,1.3540699,.86366999,1.18547,.70253998,.14252999,-.14222001,.30840001,-.35201001,.10043,.91257,.05624,.0075099999
13207,36067,2536.390281200409,13135,.51652002,.01312,.34568,.54136002,1.2549599,.02124,.99391001,1.3253599,.74011999,1.15153,.58104002,.26855001,-.15095,.40507001,-.71057999,.10173,.95252001,.054469999,.01011
13208,36067,3655.981783241034,22738,.53187001,.01177,.23307,.49142,1.15948,.019789999,.64336997,1.16958,.65613002,1.04726,.41075999,.25103,-.1168,.43259001,-.56626999,.097920001,.93400002,.043499999,.0061599999
13209,36067,1200.61342048645,12940,.83783001,.01589,.77464998,.93709999,1.31524,.01575,1.15618,1.39037,1.05431,1.2408201,.92286003,.11117,-.12052,.16061001,-.25281999,.097450003,.88442999,.079719998,.01154
13210,36067,2558.016139507294,28234,.74602002,.01331,.44672,.74800003,1.45353,.01476,1.19789,1.50296,.95666999,1.3453799,.81044,.21811,-.11713,.4488,-.47806999,.10959,.94218999,.07277,.01936
13211,36067,854.9045233726501,6145,.76441997,.01732,.57009,.81637001,1.20977,.02125,.95213002,1.30791,.99996001,1.1734,.74369001,.18359999,-.11464,.23343,-.28027001,.091169998,.76912999,.060150001,.01401
13212,36067,1717.887677758932,21349,.92833,.01396,.97459,.98500001,1.3097399,.01371,1.2218,1.38811,1.08933,1.2135201,1.04401,.095770001,-.14386,.066490002,-.17028999,.09482,.87943,.06842,.0101
13214,36067,450.7342529296875,8685,.81625003,.02727,.62115997,.95806998,1.50736,.019309999,1.48277,1.57026,1.0501,1.38109,1.1474299,.087640002,-.13697,.45866001,-.29225001,.10596,.80908,.083300002,.040690001
13215,36067,664.9223041534424,14892,.93787998,.020029999,.96280998,1.03309,1.48283,.014,1.5898499,1.5273499,1.11175,1.3447,1.21084,.070759997,-.13583,.20484,-.31301001,.10655,.87917,.079709999,.011
13219,36067,797.490424156189,14781,1.00079,.018279999,1.17787,1.11207,1.47563,.0134,1.55985,1.5222501,1.1661299,1.34264,1.26768,.046360001,-.13377,.070840001,-.23048,.10002,.90315998,.082500003,.0082999999
13224,36067,1030.522888183594,8296,.63626999,.018829999,.40816,.68022001,1.40319,.02299,1.11937,1.46223,.89885002,1.28945,.76494998,.24324,-.134,.46643001,-.46331999,.098190002,.88138998,.067539997,.01336
13302,36075,251.4836578369141,1722,,,,,,,,,,,,,,,,.11614595,.92612207,.053118709,.032971978
13303,36065,153.0840644836426,1113,,,,,,,,,,,,,,,,.12926812,.79546499,.062452309,.012980371
13304,36065,146.6951069831848,1593,1.00938,.03641,,1.11817,1.34562,.03005,,1.41668,1.10988,1.22365,,-.00746,-.15775,,,.11049,.91284001,.07096,.023709999
13308,36065,499.3233669698238,3106,.76660001,.020989999,.66485,.82396001,1.11903,.02633,.91030997,1.15569,.92298001,1.00252,.65652001,.10728,-.15278,-.01269,-.38655999,.10393,.94147003,.046859998,.01012
13309,36065,726.4564402103424,5823,.83925998,.019920001,.75814003,.8502,1.1389,.02273,.95095003,1.13062,.87401003,.96057999,.77591002,.027240001,-.17702,.0229,-.22559001,.14007001,.99694002,.06921,.01423
13312,36049,60.06431198120117,391,.81769001,.03083,,,1.13639,.03751,,,,,,,,,,.14661001,.97477001,.17852999,.01194
13315,36077,229.1646499633789,1543,,,,,,,,,,,,,,,,.10897439,.97005594,.11165403,.0037477431
13316,36065,888.8088803291321,6179,.79846001,.0187,.70038998,.80536002,1.16733,.02128,.95300001,1.16374,.87001997,.96965998,.73293,.074320003,-.20015,.044399999,-.30024999,.12136,.99141997,.073140003,.01494
13317,36057,514.0721071958542,3954,.80699998,.023250001,.68133003,.8714,1.2167701,.02868,.93291003,1.2212,.88893998,1.03139,.66934001,.01973,-.18404,-.01791,-.39377999,.11535,.98150998,.09144,.021570001
13318,36065,216.3471755981445,1305,.75282001,.03026,,,1.11745,.04002,,,,,,,,,,.11504,.94550002,.089879997,.0041499999
13320,36077,254.7022792100906,2102,.86866999,.033440001,,.95990002,1.2826999,.032889999,,1.29993,1.0103,1.15458,,.04989,-.12589,,,.1075,.98422998,.15543,.033860002
13321,36065,53.26918423175812,917,,,,,,,,,,,,,,,,.10901476,.77925968,.070897982,.030739887
13322,36065,120.7066335678101,902,,,,,,,,,,,,,,,,.11478143,.83789039,.055761918,.01704808
13323,36065,556.6590478122234,11097,1.0787801,.0184,1.12648,1.16653,1.45347,.01549,1.4087,1.49966,1.15608,1.30934,1.18608,-.0090399999,-.14535999,.050250001,-.1877,.1051,.91339999,.076949999,.030789999
13325,36049,143.3799591064453,1067,,,,,,,,,,,,,,,,.1415339,.99171144,.082860358,.027385127
13326,36077,565.418220281601,5584,1.08895,.022399999,.98703003,1.08114,1.48317,.0195,1.2758,1.47945,1.1195199,1.3187799,1.05384,.034290001,-.12184,.0634,-.21062,.10321,.96512002,.097319998,.042780001
13327,36049,312.9072113037109,2056,.94213998,.02853,.99084997,1.01934,1.22724,.02895,1.13284,1.27246,1.03833,1.1094199,.92518002,.01829,-.14696001,-.070990004,-.22445001,.15752,.99374002,.058389999,.019889999
13328,36065,130.6453733444214,1554,,,,,,,,,,,,,,,,.107525,.95647252,.057946056,.019415909
13329,36043,502.0782699584961,4330,.72865999,.02066,.61730999,.74637002,1.09405,.027450001,.85260999,1.0834399,.79689997,.92289001,.63643998,.0634,-.17396,.03005,-.33967,.12848,.9903,.10452,.0065299999
13332,36053,308.6896743774414,2939,.86330998,.028449999,,.95872003,1.23891,.033629999,,1.26825,1.0053101,1.12407,,.04634,-.12827,,,.11539,.96354002,.091789998,.019269999
13334,36053,125.325611114502,1121,,,,,,,,,,,,,,,,.11072596,.88222283,.058074389,.01216305
13335,36077,260.2454528808594,1519,,,,,,,,,,,,,,,,.11674177,.99178362,.12136181,.027498128
13338,36065,160.846630692482,1121,.82111001,.024560001,,.89574999,1.18777,.02727,,1.2353801,.92010999,1.0877399,,.02647,-.13573,,,.12201,.97943997,.078659996,.0034736067
13339,36057,1015.016097068787,6396,.71591002,.01856,.40301001,.65717,1.0991,.029130001,.58752,1.07902,.73373997,.94182003,.45139,.10435,-.14568,.10718,-.30158001,.11234,.98692,.054329999,.01477
13340,36043,859.2395648956299,8075,.87009001,.016240001,.76052999,.91588002,1.21647,.01904,1.0475301,1.2589099,.9411,1.07131,.79070997,.026799999,-.17511,.038169999,-.32480001,.11435,.95985001,.053610001,.0059000002
13346,36053,368.1860723495483,6045,1.0451601,.032269999,1.20734,1.14654,1.52051,.02256,1.57926,1.59803,1.19381,1.37744,1.27722,.0396,-.16015001,.054719999,-.23648,.097099997,.95861,.062770002,.046920002
13348,36077,194.6875686645508,1419,,,,,,,,,,,,,,,,.10999282,.91756392,.10330486,.021627229
13350,36043,867.8918941020966,9827,.73759001,.01559,.58835,.72259998,1.15819,.019200001,.96063,1.18393,.83560997,.98874998,.66637999,.13525,-.1974,.1171,-.44157001,.11129,.97794002,.071840003,.0219
13354,36065,325.8270115852356,3944,.93076003,.025739999,.98183,.99529999,1.27579,.023569999,1.19265,1.32924,1.06071,1.15011,1.04563,.061659999,-.15575001,.061009999,-.1406,.11579,.96144003,.054930001,.018230001
13357,36043,1362.922291278839,10855,.74641001,.01498,.59437001,.74150002,1.12292,.01928,.92092001,1.12679,.81806999,.93583,.62822002,.093589999,-.20406,.053890001,-.46592,.1127,.98174,.069200002,.01097
13363,36065,334.1846733093262,2279,.75941002,.027969999,,.83282,1.1730601,.040169999,,1.21504,.93351001,1.0295399,,.10786,-.18018,,,.10158,.87457001,.065700002,.01086
13365,36043,1162.499334692955,8469,.76525003,.017440001,.62721002,.78582001,1.17258,.02118,.89793003,1.12581,.85122001,.96728998,.68796998,.07683,-.16389,.088320002,-.30518001,.12082,.98909998,.098999999,.016869999
13367,36049,1207.829281568527,8617,.90048999,.018759999,.81835997,.92642999,1.25459,.020099999,1.1051,1.26431,.97736001,1.0733401,.86864001,.052110001,-.17793,.057890002,-.27223,.13535,.99419999,.085259996,.02575
13368,36049,191.6459739208221,1063,,,,,,,,,,,,,,,,.1455701,.98727715,.1765268,.031146327
13402,36053,168.4259662628174,1774,.91847003,.034559999,,1.0809799,1.23228,.033980001,,1.2906899,1.0542001,1.09498,,-.0254,-.17873999,,,.11167,.96438003,.049600001,.01491
13403,36065,223.8409779071808,7258,.98622,.02541,1.21647,1.08869,1.35656,.02018,1.3980401,1.4256099,1.05977,1.20706,1.08505,-.02729,-.18106,-.12113,-.28845999,.11217,.90052003,.063249998,.01253
13407,36043,632.29181432724,5155,.80303001,.01984,.83345997,.89842999,1.13829,.02256,1.02599,1.18448,.90609002,1.0362,.73983997,.0084499996,-.14309999,-.12654001,-.38677001,.11669,.97311997,.06837,.016790001
13408,36053,376.8173675537109,3775,.97654003,.028449999,.95266998,1.00515,1.26643,.02658,1.12476,1.3453,1.07162,1.18594,.95736003,.062029999,-.13437,.00489,-.17486,.10542,.95678997,.071690001,.026319999
