year,state,county,socassn,socassn_quality
2020,40,103,14.6,1
2020,40,105,12.9,1
2020,40,107,8,1
2020,40,109,10.4,1
2020,40,111,11.7,1
2020,40,113,8.5,1
2020,40,115,12.5,1
2020,40,117,10.9,1
2020,40,119,11.9,1
2020,40,121,11.9,1
2020,40,123,15,1
2020,40,125,10.8,1
2020,40,127,12.9,1
2020,40,129,14.5,1
2020,40,131,8.5,1
2020,40,133,9.8,1
2020,40,135,6.6,1
2020,40,137,14.9,1
2020,40,139,11.7,1
2020,40,141,11.5,1
2020,40,143,11.4,1
2020,40,145,4.6,1
2020,40,147,14.1,1
2020,40,149,15.6,1
2020,40,151,20.9,1
2020,40,153,13.7,1
2020,41,001,14.4,1
2020,41,003,11.9,1
2020,41,005,8.7,1
2020,41,007,12.9,1
2020,41,009,7.6,1
2020,41,011,11.9,1
2020,41,013,10.5,1
2020,41,015,7.3,1
2020,41,017,9.8,1
2020,41,019,10,1
2020,41,021,15,1
2020,41,023,8.3,1
2020,41,025,9.3,1
2020,41,027,12.5,1
2020,41,029,9.1,1
2020,41,031,8.6,1
2020,41,033,7.7,1
2020,41,035,10.2,1
2020,41,037,17.2,1
2020,41,039,9.6,1
2020,41,041,9.9,1
2020,41,043,11.2,1
2020,41,045,8.9,1
2020,41,047,10,1
2020,41,049,5.7,1
2020,41,051,11.5,1
2020,41,053,8,1
2020,41,055,26.7,1
2020,41,057,10.6,1
2020,41,059,9.2,1
2020,41,061,14.5,1
2020,41,063,10.8,1
2020,41,065,10.5,1
2020,41,067,7.3,1
2020,41,069,NA,NA
2020,41,071,9.3,1
2020,42,001,13,1
2020,42,003,11.7,1
2020,42,005,18.8,1
2020,42,007,14.3,1
2020,42,009,18.1,1
2020,42,011,10.7,1
2020,42,013,18.1,1
2020,42,015,13.8,1
2020,42,017,7.9,1
2020,42,019,12.2,1
2020,42,021,19.4,1
2020,42,023,24.2,1
2020,42,025,13.1,1
2020,42,027,12.8,1
2020,42,029,9.4,1
2020,42,031,16.4,1
2020,42,033,17.3,1
2020,42,035,12.3,1
2020,42,037,15.3,1
2020,42,039,14.7,1
2020,42,041,13.3,1
2020,42,043,17.6,1
2020,42,045,8.1,1
2020,42,047,16.8,1
2020,42,049,12.8,1
2020,42,051,13.4,1
2020,42,053,7.2,1
2020,42,055,15.1,1
2020,42,057,16.5,1
2020,42,059,13.9,1
2020,42,061,17.9,1
2020,42,063,15.5,1
2020,42,065,18.9,1
2020,42,067,22.1,1
2020,42,069,10.9,1
2020,42,071,13.9,1
2020,42,073,15.3,1
2020,42,075,14.7,1
2020,42,077,10.1,1
2020,42,079,10.2,1
2020,42,081,15.6,1
2020,42,083,18.8,1
2020,42,085,15.5,1
2020,42,087,16.5,1
2020,42,089,7.6,1
2020,42,091,10.7,1
2020,42,093,16,1
2020,42,095,10.1,1
2020,42,097,16,1
2020,42,099,15.5,1
2020,42,101,7.5,1
2020,42,103,6.5,1
2020,42,105,19.5,1
2020,42,107,12.9,1
2020,42,109,14.6,1
2020,42,111,20.5,1
2020,42,113,20.5,1
2020,42,115,11.2,1
2020,42,117,15.8,1
2020,42,119,14.5,1
2020,42,121,20.6,1
2020,42,123,16.6,1
2020,42,125,13.2,1
2020,42,127,11.1,1
2020,42,129,13.7,1
2020,42,131,9.2,1
2020,42,133,12.1,1
2020,44,001,9.5,1
2020,44,003,9,1
2020,44,005,11.8,1
2020,44,007,9,1
2020,44,009,11,1
2020,45,001,11.1,1
2020,45,003,10.1,1
2020,45,005,5,1
2020,45,007,12.6,1
2020,45,009,18.8,1
2020,45,011,15.1,1
2020,45,013,9.2,1
2020,45,015,6.4,1
2020,45,017,13.5,1
2020,45,019,11.5,1
2020,45,021,16.2,1
2020,45,023,15.5,1
2020,45,025,12.9,1
2020,45,027,13.2,1
2020,45,029,9.8,1
2020,45,031,14.3,1
2020,45,033,10.3,1
2020,45,035,5.9,1
2020,45,037,10.9,1
2020,45,039,15.8,1
2020,45,041,12.2,1
2020,45,043,16.7,1
2020,45,045,11.9,1
2020,45,047,13.8,1
2020,45,049,10.2,1
2020,45,051,8.5,1
2020,45,053,6.6,1
2020,45,055,11.2,1
2020,45,057,11.2,1
2020,45,059,11.7,1
2020,45,061,10.3,1
2020,45,063,11.4,1
2020,45,065,12.6,1
2020,45,067,9.6,1
2020,45,069,5.2,1
2020,45,071,13,1
2020,45,073,14.5,1
2020,45,075,13.3,1
2020,45,077,12,1
2020,45,079,11.7,1
2020,45,081,11.7,1
2020,45,083,12.2,1
2020,45,085,10,1
2020,45,087,17.3,1
2020,45,089,8.4,1
2020,45,091,10.9,1
2020,46,003,14.6,1
2020,46,005,16.2,1
2020,46,007,8.9,1
2020,46,009,21.4,1
2020,46,011,14.5,1
2020,46,013,16.2,1
2020,46,015,15.2,1
2020,46,017,NA,NA
2020,46,019,9.8,1
2020,46,021,36.3,1
2020,46,023,14.9,1
2020,46,025,13,1
2020,46,027,12.7,1
2020,46,029,14.8,1
2020,46,031,7.7,1
2020,46,033,10.8,1
2020,46,035,15,1
2020,46,037,20.2,1
2020,46,039,16.3,1
2020,46,041,13.4,1
2020,46,043,21.2,1
2020,46,045,15.1,1
2020,46,047,15.8,1
2020,46,049,14.1,1
2020,46,051,23.8,1
2020,46,053,17.5,1
2020,46,055,16,1
2020,46,057,8.1,1
2020,46,059,15.9,1
2020,46,061,8.7,1
2020,46,063,NA,NA
2020,46,065,28.1,1
2020,46,067,25.6,1
2020,46,069,31.7,1
2020,46,071,NA,NA
2020,46,073,24.1,1
2020,46,075,NA,NA
2020,46,077,21.2,1
2020,46,079,11.8,1
2020,46,081,18.2,1
2020,46,083,11.4,1
2020,46,085,NA,NA
2020,46,087,15.8,1
2020,46,089,20.7,1
2020,46,091,25.5,1
2020,46,093,8.7,1
2020,46,095,NA,NA
2020,46,097,17.4,1
2020,46,099,13.5,1
2020,46,101,15.8,1
2020,46,102,NA,NA
2020,46,103,12.5,1
2020,46,105,21.2,1
2020,46,107,16.2,1
2020,46,109,13.6,1
2020,46,111,12.9,1
2020,46,115,17.3,1
2020,46,117,NA,NA
2020,46,119,27.7,1
2020,46,121,3.2,1
2020,46,123,5.3,1
2020,46,125,21.9,1
2020,46,127,10.7,1
2020,46,129,15.1,1
2020,46,135,17.2,1
2020,46,137,NA,NA
2020,47,001,15,1
2020,47,003,7.6,1
2020,47,005,10.7,1
2020,47,007,4,1
2020,47,009,10.2,1
2020,47,011,13.2,1
2020,47,013,9.4,1
2020,47,015,6.2,1
2020,47,017,12,1
2020,47,019,13.5,1
2020,47,021,7.8,1
2020,47,023,10.4,1
2020,47,025,5.6,1
2020,47,027,4,1
2020,47,029,8.9,1
2020,47,031,11.4,1
2020,47,033,20.1,1
2020,47,035,9.2,1
2020,47,037,13.2,1
2020,47,039,7,1
2020,47,041,8,1
2020,47,043,8.1,1
2020,47,045,12.5,1
2020,47,047,9,1
2020,47,049,6.5,1
2020,47,051,10.8,1
2020,47,053,17.1,1
2020,47,055,10.9,1
2020,47,057,6.8,1
2020,47,059,10,1
2020,47,061,6.7,1
2020,47,063,12.9,1
2020,47,065,13.7,1
2020,47,067,NA,NA
2020,47,069,13.4,1
2020,47,071,11.6,1
2020,47,073,7.8,1
2020,47,075,19,1
2020,47,077,7.2,1
2020,47,079,14,1
2020,47,081,4.4,1
2020,47,083,13.3,1
2020,47,085,12.1,1
2020,47,087,2.6,1
2020,47,089,9.9,1
2020,47,091,12.8,1
2020,47,093,11.8,1
2020,47,095,8.6,1
2020,47,097,6.4,1
2020,47,099,10.2,1
2020,47,101,9.5,1
2020,47,103,6.2,1
2020,47,105,12.2,1
2020,47,107,13.7,1
2020,47,109,9.7,1
2020,47,111,4,1
2020,47,113,15.3,1
2020,47,115,6.9,1
2020,47,117,7.3,1
2020,47,119,10.3,1
2020,47,121,7.8,1
2020,47,123,10.2,1
2020,47,125,6.4,1
2020,47,127,6.2,1
2020,47,129,8.1,1
2020,47,131,13.6,1
2020,47,133,7.1,1
2020,47,135,4.8,1
2020,47,137,10,1
2020,47,139,12,1
2020,47,141,11.1,1
2020,47,143,11.6,1
2020,47,145,12,1
2020,47,147,10.3,1
2020,47,149,6.8,1
2020,47,151,5.5,1
2020,47,153,5.1,1
2020,47,155,10,1
2020,47,157,9.1,1
2020,47,159,5,1
2020,47,161,8.1,1
2020,47,163,14.1,1
2020,47,165,7.8,1
2020,47,167,8.7,1
2020,47,169,5.2,1
2020,47,171,12.8,1
2020,47,173,3,1
2020,47,175,NA,NA
2020,47,177,9.3,1
2020,47,179,12.7,1
2020,47,181,7.4,1
2020,47,183,14.6,1
2020,47,185,8.4,1
2020,47,187,12.4,1
2020,47,189,9.4,1
2020,48,001,9,1
2020,48,003,7,1
2020,48,005,10.5,1
2020,48,007,5,1
2020,48,009,9.3,1
2020,48,011,27.1,1
2020,48,013,5.9,1
2020,48,015,11.3,1
2020,48,017,8.7,1
2020,48,019,10.6,1
2020,48,021,6.3,1
2020,48,023,14.4,1
2020,48,025,4.8,1
2020,48,027,7.7,1
2020,48,029,5.7,1
2020,48,031,10.6,1
2020,48,033,NA,NA
2020,48,035,13.2,1
2020,48,037,13.2,1
2020,48,039,6.9,1
2020,48,041,8,1
2020,48,043,11.5,1
2020,48,045,NA,NA
2020,48,047,4.2,1
2020,48,049,16.8,1
2020,48,051,8.5,1
2020,48,053,12,1
2020,48,055,8.9,1
2020,48,057,10.4,1
2020,48,059,10.9,1
2020,48,061,4.8,1
2020,48,063,9.6,1
2020,48,065,20.7,1
2020,48,067,17.6,1
2020,48,069,9.5,1
2020,48,071,4.5,1
2020,48,073,10.1,1
2020,48,075,10.5,1
2020,48,077,13.7,1
2020,48,079,11.8,1
2020,48,081,15.2,1
2020,48,083,22.1,1
2020,48,085,6.4,1
2020,48,087,18.9,1
2020,48,089,13.1,1
2020,48,091,9.5,1
2020,48,093,11.8,1
2020,48,095,NA,NA
2020,48,097,9.6,1
2020,48,099,6.3,1
2020,48,101,21.7,1
2020,48,103,8.6,1
2020,48,105,16.1,1
2020,48,107,11.7,1
2020,48,109,NA,NA
2020,48,111,14.1,1
2020,48,113,7.6,1
2020,48,115,14.5,1
2020,48,117,8.6,1
2020,48,119,9.6,1
2020,48,121,5.8,1
2020,48,123,16.6,1
2020,48,125,22.6,1
2020,48,127,8.1,1
2020,48,129,18.4,1
2020,48,131,4.1,1
2020,48,133,14.7,1
2020,48,135,7.4,1
2020,48,137,21.1,1
2020,48,139,8.3,1
2020,48,141,4.8,1
2020,48,143,10.3,1
2020,48,145,12.4,1
2020,48,147,10.4,1
2020,48,149,20.1,1
2020,48,151,21.8,1
2020,48,153,20.4,1
2020,48,155,NA,NA
2020,48,157,4.8,1
2020,48,159,12.5,1
2020,48,161,10.8,1
2020,48,163,6,1
2020,48,165,12,1
2020,48,167,6.5,1
2020,48,169,13.8,1
2020,48,171,13.1,1
2020,48,173,NA,NA
2020,48,175,10,1
2020,48,177,13.7,1
2020,48,179,15.1,1
2020,48,181,10,1
2020,48,183,13.1,1
2020,48,185,6.5,1
2020,48,187,4.8,1
2020,48,189,13.8,1
2020,48,191,10.6,1
2020,48,193,14.6,1
2020,48,195,15.1,1
2020,48,197,11.3,1
2020,48,199,11.7,1
2020,48,201,5.5,1
2020,48,203,10,1
2020,48,205,13,1
2020,48,207,14.8,1
2020,48,209,5.4,1
2020,48,211,20.7,1
2020,48,213,11.1,1
2020,48,215,3.4,1
2020,48,217,12,1
2020,48,219,12.1,1
2020,48,221,10.1,1
2020,48,223,7.6,1
2020,48,225,11.3,1
2020,48,227,11.2,1
2020,48,229,NA,NA
2020,48,231,10.6,1
2020,48,233,15,1
2020,48,235,26.4,1
2020,48,237,11.8,1
2020,48,239,12,1
2020,48,241,11.2,1
2020,48,243,30.1,1
2020,48,245,10.8,1
2020,48,247,NA,NA
2020,48,249,6.2,1
2020,48,251,7.2,1
2020,48,253,12.7,1
2020,48,255,10.9,1
2020,48,257,6.8,1
2020,48,259,9.7,1
2020,48,261,NA,NA
2020,48,263,NA,NA
2020,48,265,13.9,1
2020,48,267,14,1
2020,48,269,NA,NA
2020,48,271,NA,NA
2020,48,273,7.1,1
2020,48,275,17.9,1
2020,48,277,12.8,1
2020,48,279,16.9,1
2020,48,281,13.4,1
2020,48,283,6,1
2020,48,285,12.3,1
2020,48,287,10.3,1
2020,48,289,17.2,1
2020,48,291,8,1
2020,48,293,10.8,1
2020,48,295,32.7,1
2020,48,297,14.1,1
2020,48,299,11.8,1
2020,48,301,NA,NA
2020,48,303,8.5,1
2020,48,305,10.7,1
2020,48,307,15.7,1
2020,48,309,11.1,1
2020,48,311,NA,NA
2020,48,313,10.4,1
2020,48,315,8.2,1
2020,48,317,15.3,1
2020,48,319,17.7,1
2020,48,321,13.2,1
2020,48,323,2.6,1
2020,48,325,7.1,1
2020,48,327,15.3,1
2020,48,329,10.1,1
2020,48,331,12.9,1
2020,48,333,18,1
2020,48,335,8.9,1
2020,48,337,15,1
2020,48,339,5.8,1
2020,48,341,12.6,1
2020,48,343,18.4,1
2020,48,345,NA,NA
2020,48,347,7.6,1
2020,48,349,8.6,1
2020,48,351,8.2,1
2020,48,353,12.9,1
2020,48,355,7.2,1
2020,48,357,17,1
2020,48,359,17.1,1
2020,48,361,9.4,1
2020,48,363,12.7,1
2020,48,365,11.1,1
2020,48,367,8.5,1
2020,48,369,12.2,1
2020,48,371,7.2,1
2020,48,373,7.6,1
2020,48,375,10.3,1
2020,48,377,6.5,1
2020,48,379,9.9,1
2020,48,381,7.7,1
2020,48,383,14.8,1
2020,48,385,21.8,1
2020,48,387,12.1,1
2020,48,389,4.7,1
2020,48,391,11.9,1
2020,48,393,NA,NA
2020,48,395,9,1
2020,48,397,8.6,1
2020,48,399,18.2,1
2020,48,401,11.5,1
2020,48,403,13.1,1
2020,48,405,6.3,1
2020,48,407,2.9,1
2020,48,409,9.5,1
2020,48,411,15.7,1
2020,48,413,12.2,1
2020,48,415,10,1
2020,48,417,29,1
2020,48,419,12.1,1
2020,48,421,18,1
2020,48,423,12.8,1
2020,48,425,7.6,1
2020,48,427,2.4,1
2020,48,429,7.7,1
2020,48,431,21.9,1
2020,48,433,24.1,1
2020,48,435,17.8,1
2020,48,437,14.3,1
2020,48,439,7,1
2020,48,441,12.4,1
2020,48,443,NA,NA
2020,48,445,7.6,1
2020,48,447,20.8,1
2020,48,449,9.6,1
2020,48,451,10.7,1
2020,48,453,8.8,1
2020,48,455,16.2,1
2020,48,457,13.6,1
2020,48,459,6.8,1
2020,48,461,NA,NA
2020,48,463,10.6,1
2020,48,465,7.1,1
2020,48,467,10.9,1
2020,48,469,8.7,1
2020,48,471,6,1
2020,48,473,4.6,1
2020,48,475,6.9,1
2020,48,477,15.1,1
2020,48,479,3.6,1
2020,48,481,14.9,1
2020,48,483,24,1
2020,48,485,9.6,1
2020,48,487,10.9,1
2020,48,489,5,1
2020,48,491,6.2,1
2020,48,493,6.2,1
2020,48,495,7.7,1
2020,48,497,10.3,1
2020,48,499,13.6,1
2020,48,501,9.1,1
2020,48,503,12.3,1
2020,48,505,2.2,1
2020,48,507,3.1,1
2020,49,001,NA,NA
2020,49,003,2.8,1
2020,49,005,3,1
2020,49,007,5.4,1
2020,49,009,NA,NA
2020,49,011,2.3,1
2020,49,013,2,1
2020,49,015,NA,NA
2020,49,017,NA,NA
2020,49,019,4.1,1
2020,49,021,4.4,1
2020,49,023,NA,NA
2020,49,025,NA,NA
2020,49,027,NA,NA
2020,49,029,NA,NA
2020,49,031,NA,NA
2020,49,033,NA,NA
2020,49,035,4.5,1
2020,49,037,NA,NA
2020,49,039,NA,NA
2020,49,041,NA,NA
2020,49,043,8,1
2020,49,045,2.3,1
2020,49,047,3.4,1
2020,49,049,1.7,1
2020,49,051,2.9,1
2020,49,053,3.2,1
2020,49,055,NA,NA
2020,49,057,3.4,1
2020,50,001,9.6,1
2020,50,003,13.9,1
2020,50,005,12.6,1
2020,50,007,11.8,1
2020,50,009,6.8,1
2020,50,011,8,1
2020,50,013,9.6,1
2020,50,015,7.7,1
2020,50,017,10.2,1
2020,50,019,8.8,1
2020,50,021,10.6,1
2020,50,023,20.7,1
2020,50,025,13.5,1
2020,50,027,13.3,1
2020,51,001,10.5,1
2020,51,003,9.7,1
2020,51,005,16.4,1
2020,51,007,9.8,1
2020,51,009,14.4,1
2020,51,011,16.8,1
2020,51,013,14.2,1
2020,51,015,12.4,1
2020,51,017,11.9,1
2020,51,019,12,1
2020,51,021,9.6,1
2020,51,023,17.6,1
2020,51,025,9.5,1
2020,51,027,6.9,1
2020,51,029,12.5,1
2020,51,031,13.1,1
2020,51,033,9.7,1
2020,51,035,10.6,1
2020,51,036,17.7,1
2020,51,037,12.1,1
2020,51,041,8,1
2020,51,043,15.6,1
2020,51,045,6.1,1
2020,51,047,9.3,1
2020,51,049,3.1,1
2020,51,051,2.1,1
2020,51,053,6.8,1
2020,51,057,12.3,1
2020,51,059,8.6,1
2020,51,061,11.8,1
2020,51,063,16.8,1
2020,51,065,6.6,1
2020,51,067,10.8,1
2020,51,069,7.9,1
2020,51,071,11.3,1
2020,51,073,8.3,1
2020,51,075,15,1
2020,51,077,6.5,1
2020,51,079,3.4,1
2020,51,081,NA,NA
2020,51,083,13.5,1
2020,51,085,11.5,1
2020,51,087,12.3,1
2020,51,089,14.3,1
2020,51,091,NA,NA
2020,51,093,12.4,1
2020,51,095,7.8,1
2020,51,097,18.2,1
2020,51,099,10.5,1
2020,51,101,6.2,1
2020,51,103,23.8,1
2020,51,105,4.5,1
2020,51,107,7.1,1
2020,51,109,8.8,1
2020,51,111,13.4,1
2020,51,113,7.9,1
2020,51,115,16.4,1
2020,51,117,15.8,1
2020,51,119,14.1,1
2020,51,121,10.5,1
2020,51,125,11.5,1
2020,51,127,9.2,1
2020,51,131,13,1
2020,51,133,20.3,1
2020,51,135,14.7,1
2020,51,137,6.9,1
2020,51,139,11.4,1
2020,51,141,9.7,1
2020,51,143,13.9,1
2020,51,145,7.6,1
2020,51,147,10.5,1
2020,51,149,5.3,1
2020,51,153,6.1,1
2020,51,155,16.3,1
2020,51,157,12.2,1
2020,51,159,16.8,1
2020,51,161,11.9,1
2020,51,163,11.5,1
2020,51,165,13.4,1
2020,51,167,7.8,1
2020,51,169,5.1,1
2020,51,171,13.6,1
2020,51,173,8.7,1
2020,51,175,12.2,1
2020,51,177,6.2,1
2020,51,179,5.2,1
2020,51,181,12.2,1
2020,51,183,13.9,1
2020,51,185,11.9,1
2020,51,187,10.3,1
2020,51,191,9.8,1
2020,51,193,17.9,1
2020,51,195,9.1,1
2020,51,197,9.2,1
2020,51,199,8,1
2020,51,510,20.7,1
2020,51,520,20.9,1
2020,51,530,10.5,1
2020,51,540,21.1,1
2020,51,550,9.2,1
2020,51,570,12.1,1
2020,51,580,36.6,1
2020,51,590,19.3,1
2020,51,595,22.5,1
2020,51,600,24,1
2020,51,610,10.9,1
2020,51,620,14.7,1
2020,51,630,12.9,1
2020,51,640,17.9,1
2020,51,650,9.2,1
2020,51,660,13.3,1
2020,51,670,13.5,1
2020,51,678,23.2,1
2020,51,680,16.3,1
2020,51,683,9.8,1
2020,51,685,5.8,1
2020,51,690,27.4,1
2020,51,700,9.5,1
2020,51,710,11,1
2020,51,720,NA,NA
2020,51,730,14.6,1
2020,51,735,5.6,1
2020,51,740,9.3,1
2020,51,750,14.3,1
2020,51,760,14.9,1
2020,51,770,17.1,1
2020,51,775,15.4,1
2020,51,790,21,1
2020,51,800,11.3,1
2020,51,810,7.3,1
2020,51,820,17.1,1
2020,51,830,14.3,1
2020,51,840,18.1,1
2020,53,001,10.2,1
2020,53,003,6.7,1
2020,53,005,8,1
2020,53,007,13.4,1
2020,53,009,7.9,1
2020,53,011,6.7,1
2020,53,013,10.1,1
2020,53,015,8.1,1
2020,53,017,5.6,1
2020,53,019,4.2,1
2020,53,021,4.7,1
2020,53,023,13.1,1
2020,53,025,7.9,1
2020,53,027,11.4,1
2020,53,029,8.4,1
2020,53,031,9.7,1
2020,53,033,8.9,1
2020,53,035,7.8,1
2020,53,037,9.2,1
2020,53,039,6.6,1
2020,53,041,8.2,1
2020,53,043,17.5,1
2020,53,045,6.1,1
2020,53,047,11.6,1
2020,53,049,11.6,1
2020,53,051,9.7,1
2020,53,053,6.7,1
2020,53,055,15.2,1
2020,53,057,10,1
2020,53,059,4.2,1
2020,53,061,7,1
2020,53,063,8.9,1
2020,53,065,7.3,1
2020,53,067,9,1
2020,53,069,6.8,1
2020,53,071,7.4,1
2020,53,073,10.5,1
2020,53,075,9.2,1
2020,53,077,7.4,1
2020,54,001,7.1,1
2020,54,003,7.4,1
2020,54,005,6,1
2020,54,007,10.4,1
2020,54,009,15.1,1
2020,54,011,13.8,1
2020,54,013,4.8,1
2020,54,015,3.7,1
2020,54,017,9,1
2020,54,019,9.6,1
2020,54,021,5.4,1
2020,54,023,12.8,1
2020,54,025,13.3,1
2020,54,027,9.5,1
2020,54,029,14.1,1
2020,54,031,5.6,1
2020,54,033,17.4,1
2020,54,035,9,1
2020,54,037,8.1,1
2020,54,039,17.5,1
2020,54,041,11.2,1
2020,54,043,3.4,1
2020,54,045,6.4,1
2020,54,047,4.7,1
2020,54,049,14.6,1
2020,54,051,13.1,1
2020,54,053,14.5,1
2020,54,055,11.7,1
2020,54,057,12.6,1
2020,54,059,6.4,1
2020,54,061,10.2,1
2020,54,063,11.3,1
2020,54,065,12.3,1
2020,54,067,10.6,1
2020,54,069,19.6,1
2020,54,071,11.4,1
2020,54,073,13.1,1
2020,54,075,8.9,1
2020,54,077,6.4,1
2020,54,079,9.1,1
2020,54,081,10.7,1
2020,54,083,11.8,1
2020,54,085,10.7,1
2020,54,087,5.7,1
2020,54,089,9.2,1
2020,54,091,11.4,1
2020,54,093,5.9,1
2020,54,095,15.6,1
2020,54,097,12.2,1
2020,54,099,6.4,1
2020,54,101,8.4,1
2020,54,103,17.3,1
2020,54,105,7.7,1
2020,54,107,17.7,1
2020,54,109,7.5,1
2020,55,001,5.3,1
2020,55,003,14.4,1
2020,55,005,16.1,1
2020,55,007,13.6,1
2020,55,009,8.1,1
2020,55,011,9,1
2020,55,013,15.7,1
2020,55,015,6.7,1
2020,55,017,11,1
2020,55,019,12.1,1
2020,55,021,12.3,1
2020,55,023,8.7,1
2020,55,025,11.8,1
2020,55,027,10.9,1
2020,55,029,20,1
2020,55,031,11.7,1
2020,55,033,10.1,1
2020,55,035,12.3,1
2020,55,037,8.8,1
2020,55,039,10.9,1
2020,55,041,9.8,1
2020,55,043,11.4,1
2020,55,045,10,1
2020,55,047,14.2,1
2020,55,049,8,1
2020,55,051,6.5,1
2020,55,053,9.9,1
2020,55,055,11.8,1
2020,55,057,10.9,1
2020,55,059,7.3,1
2020,55,061,9.7,1
2020,55,063,13,1
2020,55,065,9,1
2020,55,067,14.4,1
2020,55,069,15.8,1
2020,55,071,8.7,1
2020,55,073,12.5,1
2020,55,075,15,1
2020,55,077,10.3,1
2020,55,078,7.1,1
2020,55,079,8.4,1
2020,55,081,9.5,1
2020,55,083,10.5,1
2020,55,085,14.5,1
2020,55,087,9.6,1
2020,55,089,11.4,1
2020,55,091,8.2,1
2020,55,093,10.2,1
2020,55,095,14.2,1
2020,55,097,11.5,1
2020,55,099,14.9,1
2020,55,101,9.2,1
2020,55,103,8.1,1
2020,55,105,9.5,1
2020,55,107,9.9,1
2020,55,109,10.4,1
2020,55,111,11.9,1
2020,55,113,8.9,1
2020,55,115,14.4,1
2020,55,117,14.4,1
2020,55,119,9,1
2020,55,121,12.7,1
2020,55,123,11.7,1
2020,55,125,19.1,1
2020,55,127,10.1,1
2020,55,129,13.8,1
2020,55,131,9.1,1
2020,55,133,11.4,1
2020,55,135,15.6,1
2020,55,137,14.7,1
2020,55,139,11.2,1
2020,55,141,14.1,1
2020,56,001,12.4,1
2020,56,003,11.3,1
2020,56,005,8.7,1
2020,56,007,10.3,1
2020,56,009,12.4,1
2020,56,011,11.1,1
2020,56,013,12.5,1
2020,56,015,16.8,1
2020,56,017,10.8,1
2020,56,019,10.7,1
2020,56,021,12.1,1
2020,56,023,3.1,1
2020,56,025,15,1
2020,56,027,NA,NA
2020,56,029,16.5,1
2020,56,031,20.9,1
2020,56,033,13.9,1
2020,56,035,6.9,1
2020,56,037,8.5,1
2020,56,039,18.4,1
2020,56,041,3.9,1
2020,56,043,18.2,1
2020,56,045,10.2,1
