county,county_name,num_below_p50,pop2018,ec_county,ec_se_county,child_ec_county,child_ec_se_county,ec_grp_mem_county,ec_high_county,ec_high_se_county,child_high_ec_county,child_high_ec_se_county,ec_grp_mem_high_county,exposure_grp_mem_county,exposure_grp_mem_high_county,child_exposure_county,child_high_exposure_county,bias_grp_mem_county,bias_grp_mem_high_county,child_bias_county,child_high_bias_county,clustering_county,support_ratio_county,volunteering_rate_county,civic_organizations_county
12065,"Jefferson, Florida",2001.3848,14105,.61988997,.01449,.61549997,.05249,.58392,1.25611,.01946,1.01353,.054409999,1.24569,.68593001,1.01381,.64468002,.99305999,.14871,-.22872999,.045260001,-.02062,.12113,.98918003,.050000001,.022709999
12067,"Lafayette, Florida",948.23108,8744,.56705999,.019339999,.83586001,.055920001,.71635997,.96155,.02392,.90763003,.056219999,1.07534,.75379997,.83324999,.79421997,.79202998,.04967,-.29054001,-.05243,-.14595,.1243,.99620003,.042029999,.0195
12069,"Lake, Florida",22784.85,335362,.73413002,.0062699998,.82998002,.01633,.75676,1.24716,.0083299996,.98421001,.016410001,1.30873,.81348002,1.08213,.83427,.88607001,.069729999,-.20941,.00514,-.11077,.086280003,.97412997,.0568,.016209999
12071,"Lee, Florida",46149.656,718679,.67043,.0063100001,.89972001,.016580001,.74572998,1.26503,.0081500001,1.0911601,.016650001,1.31665,.81989998,1.15373,.90761,1.01345,.090470001,-.14121,.0087000001,-.076679997,.085759997,.98150003,.064120002,.01309
12073,"Leon, Florida",23283.967,288102,.75659001,.0061499998,1.10285,.01908,.77726001,1.35253,.0076299999,1.4006701,.01864,1.37234,.85184997,1.19493,1.12361,1.32305,.087559998,-.14847,.018479999,-.058669999,.096440002,.98720998,.067089997,.02224
12075,"Levy, Florida",5715.3262,39961,.60833001,.0093200002,.55765998,.027960001,.56409001,1.0633399,.0162,.60650003,.02898,1.0281,.59689999,.84451997,.54923999,.56076002,.054979999,-.21738,-.01534,-.081569999,.10566,.98948997,.056079999,.021090001
12077,"Liberty, Florida",1050.0149,8365,.62063003,.018650001,.64763999,.053259999,.71315002,1.02698,.023320001,.69050997,.054730002,1.09484,.73466998,.82358003,.61609,.62974,.02929,-.32936999,-.051199999,-.096500002,.14172,.99822998,.05466,.018850001
12079,"Madison, Florida",3405.1255,18474,.49355999,.0112,.48227999,.02988,.45681,1.0115499,.021400001,.69892001,.03131,.96236998,.51713997,.69739997,.51069999,.51182002,.11667,-.37994,.05565,-.36555001,.15132,.99934,.0427,.022220001
12081,"Manatee, Florida",29048.313,373853,.66821998,.0070099998,.86738998,.01849,.71311003,1.3313,.0083600003,1.14908,.018030001,1.3860199,.81115001,1.18304,.88590002,1.04436,.12087,-.17157,.0209,-.10027,.087619998,.98216999,.053180002,.01425
12083,"Marion, Florida",34370.297,348371,.62976998,.0062299999,.66760999,.01685,.64548999,1.11139,.0093700001,.80650002,.01763,1.17591,.7202,.94665998,.66558999,.72806001,.10373,-.24218,-.0030400001,-.10773,.083219998,.98606002,.0449,.0118
12085,"Martin, Florida",9780.4912,157581,.78965002,.0088499999,1.05699,.02189,.81915998,1.37323,.0099400003,1.25721,.02139,1.42624,.90691,1.20183,1.12357,1.1435601,.096759997,-.18672,.05926,-.099380001,.091459997,.97710001,.08399,.020540001
12086,"Miami-Dade, Florida",388233.78,2715516,.58605999,.0063700001,.74071997,.01421,.72373003,1.3271199,.0086599998,1.13447,.01499,1.47856,.79733998,1.2580301,.77192003,1.06707,.092320003,-.1753,.04042,-.063160002,.079300001,.96485001,.027690001,.01182
12087,"Monroe, Florida",7181.6494,76325,.78771001,.0092799999,.98176003,.02455,.81079,1.3287801,.0096100001,1.14539,.024660001,1.33303,.90373999,1.12229,.98703998,1.00324,.10285,-.18776999,.0053500002,-.14169,.096529998,.99033999,.066799998,.02533
12089,"Nassau, Florida",5912.8379,80578,.85834002,.0088999998,1.02609,.02335,.87409002,1.29924,.0094299996,1.12476,.023499999,1.32417,.91619003,1.07693,1.04134,1.0544699,.045949999,-.22958,.01465,-.066650003,.093680002,.98578,.085129999,.01552
12091,"Okaloosa, Florida",19735.465,200737,.83223999,.00673,1.07432,.018850001,.86594999,1.30388,.0072400002,1.22289,.01918,1.32778,.95491999,1.14562,1.1195101,1.14939,.093170002,-.15900999,.04036,-.063940004,.08636,.97681999,.056230001,.01449
12093,"Okeechobee, Florida",6301.7192,40572,.50796998,.0096300002,.62129003,.02235,.48427999,.94537997,.016070001,.76613998,.022260001,.91079003,.53351003,.68721002,.62589997,.62843001,.092270002,-.32534999,.0073500001,-.21912999,.11327,.99586999,.054249998,.01093
12095,"Orange, Florida",130154.64,1321194,.74878001,.0051799999,.94198,.01325,.78959,1.34059,.0068199998,1.21478,.0134,1.3705601,.86725003,1.21811,.97377002,1.12086,.089539997,-.12515999,.032639999,-.083800003,.07722,.96158999,.048390001,.01372
12097,"Osceola, Florida",28430.078,338619,.73128003,.0061499998,.88922,.019130001,.75220001,1.15826,.0092900004,1.02816,.019719999,1.1663899,.80181003,1.07169,.89897001,.93339998,.061870001,-.088359997,.01085,-.10151,.073380001,.92736,.03782,.01037
12099,"Palm Beach, Florida",123917.51,1446277,.68330997,.0060200002,.90135998,.01441,.73027003,1.3989,.00746,1.26561,.01443,1.48629,.84448999,1.30233,.93800002,1.20599,.13525,-.14125,.03906,-.049430002,.08185,.97763997,.05421,.01449
12101,"Pasco, Florida",39599.34,510593,.76490003,.00624,.84337997,.01543,.81164998,1.27438,.0081399996,1.0429699,.01538,1.31236,.87857997,1.1337301,.83679998,.94869,.076180004,-.15756001,-.0078600002,-.09939,.081249997,.95429999,.056919999,.01127
12103,"Pinellas, Florida",91256.125,957875,.78494,.00551,.86220002,.01506,.84983999,1.37985,.0065700002,1.10367,.01546,1.44981,.91750002,1.2329,.89257997,1.02284,.073739998,-.17592999,.03404,-.079020001,.082259998,.9777,.067149997,.016489999
12105,"Polk, Florida",67702.859,668671,.61522001,.0056400001,.79833001,.0152,.66496998,1.1340899,.0079600001,1.02896,.01548,1.1867,.73773003,1.0115401,.80646002,.91316998,.098630004,-.17317,.01009,-.1268,.07914,.98066998,.049970001,.0090100002
12107,"Putnam, Florida",11246.969,72766,.49083999,.0078699999,.58418,.02007,.47659001,.97245002,.01337,.71715999,.02059,.95210999,.54183,.73894,.60247999,.62292999,.12041,-.28848001,.030379999,-.15128,.11663,.99355,.05841,.01389
12109,"St. Johns, Florida",10026.497,235503,.97408003,.00752,1.0254,.0196,.96161002,1.47067,.0077300002,1.3874201,.01935,1.54531,.96127999,1.32122,1.05848,1.35254,-.00034,-.1696,.03125,-.02579,.08467,.96526998,.088019997,.01474
12111,"St. Lucie, Florida",26416.285,305591,.66801,.0065299999,.75546998,.01942,.70918,1.15508,.0091500003,.93317002,.019859999,1.19499,.77271998,1.04098,.77395999,.85452998,.082220003,-.14794999,.02389,-.092030004,.084140003,.97962999,.056650002,.0093200002
12113,"Santa Rosa, Florida",14940.096,170442,.86142999,.0070500001,.98751003,.01936,.89936,1.30284,.0074499999,1.12725,.019579999,1.32717,.93333,1.10903,1.01595,1.06818,.036400001,-.19670001,.028000001,-.055300001,.085150003,.96877003,.071379997,.01213
12115,"Sarasota, Florida",25021.229,412144,.81924999,.0070600002,.95314002,.01809,.87939,1.3497601,.0086200004,1.12059,.018510001,1.39516,.93356001,1.21319,.96754003,1.0549999,.058019999,-.15000001,.01489,-.062169999,.08901,.97533,.06583,.02311
12117,"Seminole, Florida",37381.891,455086,.84119999,.00599,1.0961601,.01585,.90790999,1.35168,.0075500002,1.30782,.015769999,1.4177001,.97987998,1.22733,1.15198,1.21813,.073449999,-.15511,.048459999,-.073619999,.082850002,.94951999,.060230002,.01559
12119,"Sumter, Florida",5409.188,120999,.66283,.01027,.56844002,.025429999,.62818003,1.22109,.019780001,.68814999,.0266,1.22978,.65667999,1.0168,.57607001,.63597,.043400001,-.20945001,.01324,-.082039997,.098739997,.98095,.041549999,.01708
12121,"Suwannee, Florida",5324.0068,43924,.56638998,.0094799995,.75503999,.027240001,.55263001,1.02194,.01477,.87163001,.027829999,1.00805,.59832001,.76064998,.76249999,.76646,.076360002,-.32523999,.00978,-.13721,.1057,.99179,.059920002,.016179999
12123,"Taylor, Florida",2865.6008,22098,.53534001,.01237,.52578998,.0307,.53924,.94334,.01825,.67273003,.03098,.95815998,.60834998,.71745002,.53402001,.54101998,.11362,-.3355,.01542,-.24346,.16065,.99941999,.04112,.021050001
12125,"Union, Florida",1898.2101,15239,.64183003,.0115,.70455998,.037620001,.62168002,1.03301,.01706,.78254998,.03909,.99997997,.63744003,.75423998,.73431998,.73777002,.02472,-.32582,.040520001,-.060699999,.11055,.99384999,.0757,.0091800001
12127,"Volusia, Florida",50830.305,527634,.72371,.0057100002,.76793998,.0148,.73348999,1.2061,.00801,.92808998,.01552,1.23239,.80137002,1.03566,.79290998,.84837002,.084710002,-.18996,.031490002,-.093970001,.086669996,.98089999,.050930001,.01449
12129,"Wakulla, Florida",3194.3638,31877,.75171,.01166,.83901,.03088,.82489997,1.1801701,.01241,.90091002,.030889999,1.2392401,.90223998,1.01074,.83915001,.84105003,.085720003,-.22607,.00017,-.071180001,.10599,.98863,.068619996,.01471
12131,"Walton, Florida",5673.3823,65858,.75123,.0098099997,.73898,.028650001,.77214003,1.3750499,.00942,.95503998,.02887,1.39261,.84097999,1.16022,.72522998,.87149,.081859998,-.20029999,-.018959999,-.095870003,.092040002,.98061001,.065080002,.01898
12133,"Washington, Florida",3326.6396,24566,.60503,.01039,.71337998,.032790001,.57624,1.02021,.018440001,.81738001,.032049999,.96982002,.58936,.74102002,.69033003,.72113001,.022260001,-.30877,-.03339,-.13347,.10516,.98747998,.055610001,.01812
13001,"Appling, Georgia",2995.7839,18454,.50406998,.01115,.74024999,.03008,.50216001,.94936001,.017550001,.88924003,.029449999,.91530001,.52831,.63186002,.71056998,.71114999,.049509998,-.44857001,-.041779999,-.25040999,.13128,.99945003,.049869999,.01292
13003,"Atkinson, Georgia",1793.4181,8265,.44181001,.01291,.61857998,.041579999,.45120999,.83257997,.025429999,.72469002,.04132,.81036001,.45499,.59979999,.59737003,.59687001,.0082999999,-.35104001,-.03551,-.21415,.12714,.99576998,.022980001,.0089499997
13005,"Bacon, Georgia",1771.9225,11228,.46742001,.01209,.74304998,.037950002,.44703001,.92497998,.02228,.78908002,.037579998,.85113001,.47702,.58344001,.71258003,.71639001,.062870003,-.45879999,-.04276,-.10146,.13691001,.99694002,.02795,.00923
13007,"Baker, Georgia",851.02112,3189,,,,,,,,,,,,,,,,,,,.12444405,.98462361,.033110324,.021789122
13009,"Baldwin, Georgia",5590.3193,45286,.51651001,.0087000001,.74300998,.023460001,.50230998,1.14465,.01369,1.10897,.02468,1.13952,.58664,.85185999,.77302998,1.01336,.14374,-.33770001,.03884,-.094350003,.13662,.99756002,.035100002,.019239999
13011,"Banks, Georgia",2247.2104,18510,.73139,.01228,.77539998,.035920002,.80838001,1.1649801,.01678,.84489,.036150001,1.20228,.81673998,.96652001,.76261997,.76165998,.01023,-.24392,-.01677,-.10928,.10429,.95249999,.07299,.01743
13013,"Barrow, Georgia",6799.7603,76887,.77371001,.0081900004,.90322,.024189999,.84796,1.23599,.0091800001,1.0005,.02386,1.31726,.92927998,1.1014,.8804,.89687002,.087509997,-.19599,-.02592,-.11555,.090389997,.95537001,.054409999,.0087200003
13015,"Bartow, Georgia",10702.029,103620,.73395997,.0079199998,.91653001,.020810001,.77772999,1.21364,.0090399999,1.07358,.02015,1.25516,.85377997,1.03341,.92390001,.96065998,.089079998,-.21457,.0079800002,-.11755,.095519997,.98478001,.058540002,.01283
13017,"Ben Hill, Georgia",3248.1326,17154,.42513999,.0099999998,.51586998,.02936,.37443,.90131998,.0207,.63731003,.03025,.80940998,.41567001,.54389,.50792998,.50744998,.099200003,-.48818001,-.01565,-.2559,.14523,.99895,.021330001,.0132
13019,"Berrien, Georgia",2886.6626,19025,.57459998,.01074,.65912998,.032430001,.56735998,1.0258501,.017340001,.71890998,.03297,1.00342,.59486002,.77344,.64156002,.64450997,.046239998,-.29734001,-.027389999,-.11544,.11086,.99063998,.045759998,.0097399997
13021,"Bibb, Georgia",23575.209,153490,.48056999,.00562,.78722,.01725,.46542999,1.14647,.0087400004,1.17922,.01866,1.1842,.57811999,.95521998,.81283998,1.14279,.19493,-.23972,.03153,-.031879999,.10359,.99498999,.05466,.01306
13023,"Bleckley, Georgia",1730.7563,12775,.56774998,.01236,.8197,.033489998,.54197001,1.07205,.019540001,.85948002,.033599999,1.01162,.58244997,.72944999,.81663001,.81897002,.069509998,-.38683,-.00376,-.04947,.12806,.99621999,.10004,.01389
13025,"Brantley, Georgia",2667.4802,18561,.55225003,.01168,.59631002,.033089999,.58964998,.93462002,.01695,.69172001,.03308,.94247001,.64001,.72766,.61091,.61260003,.07869,-.29519999,.02389,-.12916,.11515,.99233001,.047350001,.01177
13027,"Brooks, Georgia",3320.0488,15622,.46237001,.01199,.68787003,.03382,.42089,1.0161099,.02523,.80732,.03444,.98280001,.48029,.71868998,.68619001,.68787998,.12368,-.36748999,-.0024600001,-.17364,.12696999,.99517,.028109999,.021779999
13029,"Bryan, Georgia",2454.5229,35885,.84745002,.0087099997,1.1381299,.03036,.88251001,1.32638,.0088200001,1.31681,.030270001,1.3684601,.90740001,1.13708,1.13886,1.28135,.02743,-.20348001,.00063999998,-.02767,.096479997,.95776999,.084129997,.0090500005
13031,"Bulloch, Georgia",7221.6919,74782,.67528999,.0078800004,.84135002,.02275,.68230999,1.1985101,.0098700002,1.0915101,.02344,1.22351,.76046002,.97658002,.89849001,.95921999,.10276,-.25285,.063589998,-.13790999,.11676,.99338001,.10514,.01787
13033,"Burke, Georgia",4988.3735,22550,.49522001,.0098099997,.61721998,.023290001,.4786,1.07302,.017550001,.81901002,.024630001,1.07778,.55199999,.83366001,.61461997,.73947001,.13296001,-.29284,-.00422,-.10756,.13663,.99681002,.046379998,.01444
13035,"Butts, Georgia",2716.6436,23750,.68724,.0092399996,.80839002,.03136,.62911999,1.0929,.0149,.91790998,.031479999,1.03394,.65200001,.82284999,.80953997,.80961001,.035089999,-.25654,.00142,-.13377,.11022,.98504001,.058839999,.015760001
13037,"Calhoun, Georgia",1036.629,6428,,,,,,,,,,,,,,,,,,,.14485426,.99442649,.022070305,.0084098652
13039,"Camden, Georgia",5707.4438,52714,.81356001,.0082,1.0435899,.02379,.82678002,1.21663,.0094699999,1.18651,.023949999,1.2486399,.89569002,1.02529,1.0999399,1.09981,.076930001,-.21784,.051229998,-.078829996,.095320001,.98811001,.080300003,.0131
13043,"Candler, Georgia",1765.624,10827,.54737997,.01265,.68212998,.0385,.49193999,1.05416,.02328,.76018,.038479999,.95842999,.50313002,.71095002,.66908997,.66993999,.02224,-.34808999,-.01949,-.13471,.12289,.99476999,.098509997,.017309999
13045,"Carroll, Georgia",11634.192,116022,.70406002,.0070699998,.86063999,.02049,.74326998,1.18203,.0085899998,1.02013,.020230001,1.23695,.84182,1.00819,.88690001,.91298002,.11706,-.2269,.029610001,-.11736,.10323,.99075001,.067560002,.01465
13047,"Catoosa, Georgia",6637.5903,66299,.77608001,.0092700003,.94080001,.022949999,.82582003,1.1982501,.01072,1.06618,.02272,1.24247,.84026998,.96959001,.93128997,.97276002,.017200001,-.28143001,-.01022,-.096040003,.093929999,.96639001,.054699998,.01874
13049,"Charlton, Georgia",1862.033,12983,.59315997,.0134,.88549,.043370001,.66545999,.96447998,.017750001,1.00565,.04383,1.00924,.75514001,.83772999,.84869999,.85091001,.11875,-.20474,-.04335,-.18186,.12639,.99502999,.057920001,.01082
13051,"Chatham, Georgia",32259.801,287049,.66373003,.0056699999,.89423001,.018279999,.69281,1.30003,.0068000001,1.22824,.019379999,1.33832,.79360002,1.13819,.90639001,1.19341,.12701,-.17583001,.01341,-.02918,.094959997,.99125999,.05655,.01543
13053,"Chattahoochee, Georgia",2445.1921,10767,.95985001,.0094600003,.83256,.063790001,1.00112,1.29968,.00978,.88423997,.066990003,1.36652,.95396,1.18177,.87785,.89981002,-.04944,-.15634,.051589999,.017309999,.081780002,.80991,.075120002,.021640001
13055,"Chattooga, Georgia",3733.9436,24817,.51730001,.01112,.53030002,.0288,.49770001,.93760997,.017270001,.71407998,.028489999,.91456997,.52603,.70310003,.50467998,.63919002,.053849999,-.30077001,-.050760001,-.11715,.12307,.99676001,.04025,.01192
13057,"Cherokee, Georgia",12630.863,241910,.96524,.0080599999,1.2670701,.01715,1.0539401,1.4432,.0071100001,1.3756599,.016869999,1.51562,1.1489,1.3206199,1.27334,1.29882,.082649998,-.14766,.0049299998,-.059160002,.087849997,.95738,.065399997,.01187
13059,"Clarke, Georgia",9822.7383,124602,.74735999,.0068999999,.62414998,.0211,.74191999,1.4427299,.0079500005,1.0862401,.022129999,1.45,.86171001,1.23349,.69546002,.9249,.13901,-.17553,.10254,-.17443,.10796,.98636001,.072729997,.019300001
13061,"Clay, Georgia",674.68274,3001,,,,,,,,,,,,,,,,,,,.16376519,.99734533,.033174369,.017339068
13063,"Clayton, Georgia",42514.254,278666,.54623002,.0052999998,.69616002,.0185,.61425,.91400999,.0079199998,.78429002,.01997,.99304003,.68010998,.86848003,.67071998,.71307999,.096840002,-.14341,-.037930001,-.099849999,.088090003,.9174,.02438,.0147
13065,"Clinch, Georgia",1386.3793,6743,.44760001,.0136,.62851,.037810002,.43013,.90944999,.0263,.73886001,.039420001,.86293,.43906,.59605002,.65419,.65210003,.020330001,-.44775,.039250001,-.13304,.1602,.99897999,.12337,.015659999
13067,"Cobb, Georgia",49718.918,745057,.79141998,.0062099998,1.1193,.01388,.93735999,1.39261,.0062600002,1.44366,.01345,1.475,.99533999,1.30001,1.14513,1.37644,.058260001,-.13461,.02256,-.048829999,.087899998,.93268001,.055270001,.01507
13069,"Coffee, Georgia",6846.0635,42961,.43913001,.0082099997,.71355999,.021159999,.44341001,.89820999,.01463,.91403002,.02046,.90292001,.50351,.62882,.74118,.79553998,.11935,-.43588999,.037269998,-.14895,.12533,.99909002,.03655,.01225
13071,"Colquitt, Georgia",7695.1465,45606,.43972,.0089800004,.61717999,.01957,.43926001,1.02697,.01438,.89747,.019090001,1.00755,.49864,.68948001,.66407001,.66819,.11909,-.46131,.070610002,-.34312999,.12693,.99589998,.027829999,.0072400002
13073,"Columbia, Georgia",7159.6768,147295,.84439999,.0069599999,1.23801,.018850001,.92663002,1.30454,.0075500002,1.4001499,.018680001,1.37015,.93379003,1.15019,1.2492599,1.33565,.0076600001,-.19124,.0089999996,-.048280001,.088890001,.97399002,.06112,.01039
13075,"Cook, Georgia",3078.7505,17184,.51209003,.01099,.62153,.03238,.54373002,.98250002,.0162,.69392997,.032930002,1.0082099,.60942,.72965002,.61435997,.6153,.10779,-.38178,-.01167,-.12779,.12286,.99321002,.038690001,.01454
13077,"Coweta, Georgia",10262.588,140516,.79878002,.0076100002,1.10317,.01843,.82156003,1.35103,.0078999996,1.32333,.018440001,1.39099,.94506001,1.15987,1.17739,1.23408,.13067,-.19927,.063040003,-.072329998,.097029999,.98657,.059190001,.01311
13079,"Crawford, Georgia",1960.9243,12344,.55186999,.01677,.7622,.040029999,.60342002,.94901001,.02586,.82795,.041839998,.94515002,.61408001,.78939998,.75024998,.75537997,.01737,-.1973,-.015930001,-.096069999,.11137,.98721999,.04479,.0298
13081,"Crisp, Georgia",4336.0337,22846,.38777,.0087599996,.65103,.02272,.32481,.9971,.019610001,.86896002,.022740001,.91443002,.38407999,.59526002,.69284999,.71183997,.15433,-.53618002,.060350001,-.22073001,.15063,.99805999,.033679999,.00911
13083,"Dade, Georgia",2068.0242,16227,.70831001,.01341,.79288,.038959999,.77293998,1.1136301,.01606,.87428999,.03878,1.16631,.79461002,.91478002,.76210999,.76765001,.027279999,-.27496001,-.040380001,-.13891,.11388,.99307001,.053950001,.02307
13085,"Dawson, Georgia",1841.4645,23861,.93358999,.01206,1.12122,.033969998,1.03238,1.36437,.01019,1.20997,.033840001,1.4217401,1.10294,1.20614,1.13376,1.13578,.06397,-.17874999,.01106,-.06532,.095919997,.97075999,.047600001,.01539
13087,"Decatur, Georgia",5686.6167,26833,.43533999,.00942,.61875999,.02179,.44984999,1.02016,.017349999,.86206001,.022260001,1.03106,.52288002,.71342999,.68361002,.68956,.13968,-.44521999,.094870001,-.25015,.13738,.99836999,.025459999,.01336
13089,"DeKalb, Georgia",95669.797,743187,.67078,.00526,.80089998,.01404,.7841,1.40977,.0056400001,1.19742,.01477,1.46533,.85447001,1.29342,.82187003,1.1196001,.082359999,-.13291,.02551,-.069509998,.086759999,.93278998,.06205,.01396
13091,"Dodge, Georgia",3265.9041,20919,.50563997,.01131,.62427998,.029440001,.47793001,.95099002,.01981,.74800998,.03011,.88717002,.51376998,.61715001,.64735001,.64718002,.069750004,-.43753001,.035640001,-.1558,.13590001,.99910003,.082970001,.01459
13093,"Dooly, Georgia",2173.8865,13905,.40094,.01219,,,.42017001,.96765,.025900001,,,1.00019,.47569001,.74523002,,,.1167,-.34211999,,,.14381,.99651003,.0254,.01452
13095,"Dougherty, Georgia",18028.154,91049,.41666999,.0056400001,.62908,.017999999,.35721999,.98702002,.01313,1.06375,.01894,.96983999,.43430999,.77351999,.62646002,1.0043499,.17749,-.25380999,-.0041800002,-.059149999,.11409,.99707001,.042180002,.01285
13097,"Douglas, Georgia",10220.802,141840,.70517999,.0065100002,1.10709,.018750001,.79899001,1.09342,.0080800001,1.2241499,.01919,1.17198,.86082,1.01973,1.09741,1.13881,.071829997,-.14929999,-.0088299997,-.074929997,.089089997,.92813998,.047040001,.01271
13099,"Early, Georgia",2638.6719,10348,.37959999,.01152,.59362,.02887,.34994999,1.0033799,.025250001,.85158998,.029680001,.96379,.41613001,.67071998,.59011,.73289001,.15903001,-.43695,-.0059500001,-.16195001,.17196999,.99839997,.020819999,.01206
13101,"Echols, Georgia",710.95203,3994,,,,,,,,,,,,,,,,,,,.11481056,.94756949,.026256939,.035384431
13103,"Effingham, Georgia",4218.5933,58689,.78047001,.0088900002,1.05706,.021439999,.87698001,1.19321,.00911,1.1617,.021749999,1.29487,.92593998,1.0474499,1.08175,1.08962,.05288,-.23622,.02283,-.066150002,.094640002,.98022002,.062339999,.01007
13105,"Elbert, Georgia",3449.894,19212,.47905001,.01057,.66285002,.0283,.46856999,.98255002,.01843,.83639997,.029139999,.94683999,.5359,.66179001,.68687999,.6875,.12564,-.43072,.035,-.21657,.15020999,.99759001,.024390001,.01685
13107,"Emanuel, Georgia",4256.457,22499,.48594999,.0093499999,.64832997,.02775,.43867999,.94881999,.017589999,.81367999,.02758,.89407998,.45502001,.63857001,.66429001,.71359003,.035909999,-.40013999,.02403,-.14025,.14093,.99840999,.070720002,.01168
13109,"Evans, Georgia",1812.924,10727,.48333001,.01257,.76696998,.04132,.48105001,1.03055,.02249,1.02425,.041420002,1.00291,.53218001,.72948003,.74349999,.97286999,.096069999,-.37483001,-.03156,-.052820001,.12796,.99476999,.04843,.01558
13111,"Fannin, Georgia",2681.6531,24925,.71499997,.01311,.68368,.034139998,.74469,1.12307,.016319999,.75136,.0337,1.1521,.77122998,.90663999,.67368001,.67658001,.034419999,-.27074,-.01485,-.11052,.12164,.99510002,.12335,.023949999
13113,"Fayette, Georgia",4512.9775,111369,.92997998,.0090600001,1.4150701,.01881,1.06987,1.39619,.0088600004,1.52779,.0187,1.47855,1.06646,1.27968,1.40853,1.48149,-.0031900001,-.15539999,-.00465,-.031259999,.089960001,.93348998,.060589999,.023669999
13115,"Floyd, Georgia",10998.453,96824,.59062999,.0077800001,.87491,.01904,.56634003,1.17518,.01049,1.0904,.018680001,1.16892,.68000001,.89857,.90535003,.97820997,.16716,-.30085999,.03362,-.1147,.11267,.99550998,.049770001,.01774
13117,"Forsyth, Georgia",7761.5869,219880,1.04118,.01195,1.34657,.019169999,1.20881,1.49553,.0098599996,1.4842499,.01859,1.54878,1.3378,1.41005,1.37643,1.40983,.096419998,-.098389998,.02169,-.052790001,.088160001,.94400001,.058619998,.019300001
13119,"Franklin, Georgia",2917.9248,22514,.63177001,.0099999998,.76661003,.034150001,.63257003,1.11156,.01646,.92964,.034079999,1.0784,.66074002,.84094,.79567999,.79839998,.042629998,-.28237,.036529999,-.16439,.10947,.98843998,.031289998,.017270001
13121,"Fulton, Georgia",98877.945,1021902,.77526999,.0046000001,.94527,.0145,.85521001,1.47033,.0052800002,1.50504,.01395,1.507,.90068001,1.33868,.97505999,1.44673,.050489999,-.12574001,.03056,-.0403,.085239999,.94120002,.055670001,.02132
13123,"Gilmer, Georgia",3422.0798,29922,.64308,.0127,.7331,.03008,.61996001,1.14693,.01722,.84564,.02998,1.10303,.69176,.89152998,.73076999,.73278999,.1038,-.23724,-.0031999999,-.154,.12296,.99725002,.053939998,.021980001
13125,"Glascock, Georgia",355.20813,,.68391001,.02451,,,.75130999,1.05086,.0297,,,1.04158,.67909998,.80425,,,-.10633,-.2951,,,.13684,.99507999,.035020001,.01397
13127,"Glynn, Georgia",9121.124,83974,.58587998,.0080800001,.88907999,.02259,.55014002,1.26618,.01074,1.16813,.02296,1.26539,.6487,1.01519,.94667,1.0425,.15193,-.24646001,.060830001,-.12051,.11149,.99602997,.062180001,.02049
13129,"Gordon, Georgia",6177.2319,56790,.62281001,.0090800002,.86159003,.023949999,.59627998,1.08384,.0126,1.03247,.023469999,1.0542901,.62981999,.78514999,.82994998,.90364999,.05325,-.34279001,-.038120002,-.14255001,.1064,.99360001,.038320001,.01542
13131,"Grady, Georgia",4323.6123,24926,.47452,.01093,.87426001,.030689999,.50567001,.99567002,.01785,1.03557,.029929999,1.00362,.57823998,.73531997,.86006999,.86009002,.12551001,-.36488,-.0165,-.20401999,.12603,.99624002,.042769998,.01444
13133,"Greene, Georgia",2407.8403,16976,.51841003,.01284,.44161999,.02919,.41962999,1.36093,.02197,.57296002,.03131,1.33026,.50594002,1.05167,.44722,.55962002,.1706,-.26491001,.01254,-.023840001,.15030999,.99856001,.023700001,.02196
13135,"Gwinnett, Georgia",59689.184,902298,.76938999,.00624,1.15078,.01372,.84933001,1.3338701,.0078099999,1.44914,.01306,1.40317,.9192,1.22945,1.16549,1.38327,.076010004,-.14128999,.01262,-.04761,.090089999,.93440998,.042490002,.01495
13137,"Habersham, Georgia",4528.6792,44289,.68133998,.01089,.79640001,.02843,.76201999,1.16406,.01234,.96724999,.02788,1.21659,.82762003,.97101003,.82563001,.82863998,.079259999,-.25290999,.035399999,-.16727,.10622,.98943001,.035659999,.017340001
13139,"Hall, Georgia",18541.17,195961,.65626001,.0078299996,.97602999,.019090001,.72755998,1.2604899,.0087000001,1.30697,.01788,1.35787,.84622997,1.12711,1.00581,1.12836,.14023,-.20473,.029610001,-.15829,.096089996,.98258001,.03537,.01316
13141,"Hancock, Georgia",2009.5377,8535,,,,,,,,,,,,,,,,,,,.17536643,.99963397,.0213688,.019992953
13143,"Haralson, Georgia",3874.7397,28956,.69749999,.01065,.81035,.027799999,.73145002,1.15466,.01254,.97387999,.027760001,1.18884,.76958001,.94059998,.78135002,.87944001,.049550001,-.26392001,-.03712,-.1074,.10501,.98796999,.078220002,.01506
13145,"Harris, Georgia",2396.5742,33590,.78325999,.0119,1.16048,.029859999,.88547999,1.25218,.0109,1.29106,.029789999,1.3333,.89952999,1.09389,1.21068,1.2114,.01562,-.21886,.04146,-.065750003,.09725,.97378999,.063610002,.01311
13147,"Hart, Georgia",3309.1399,25631,.57889003,.01145,.65495002,.02925,.54544997,1.05577,.01945,.73284,.03021,1.0017,.57411999,.75050002,.65379,.65517002,.049940001,-.33471999,-.00178,-.11855,.12693,.99554998,.030549999,.02258
