year,state,place,subgroup_type,subgroup,environmental,environmental_quality
2018,06,49670,race-ethnicity,Majority Non-White,54,1
2018,06,49670,race-ethnicity,"Majority White, Non-Hispanic",59,1
2018,06,49670,race-ethnicity,Mixed Race and Ethnicity,54,1
2018,06,50076,all,All,33,1
2018,06,50076,poverty,High Poverty,NA,NA
2018,06,50076,poverty,Not High Poverty,33,1
2018,06,50076,race-ethnicity,Majority Non-White,NA,NA
2018,06,50076,race-ethnicity,"Majority White, Non-Hispanic",36,1
2018,06,50076,race-ethnicity,Mixed Race and Ethnicity,31,1
2018,06,50258,all,All,64,1
2018,06,50258,poverty,High Poverty,57,1
2018,06,50258,poverty,Not High Poverty,64,1
2018,06,50258,race-ethnicity,Majority Non-White,63,1
2018,06,50258,race-ethnicity,"Majority White, Non-Hispanic",65,1
2018,06,50258,race-ethnicity,Mixed Race and Ethnicity,64,1
2018,06,51182,all,All,42,1
2018,06,51182,poverty,High Poverty,NA,NA
2018,06,51182,poverty,Not High Poverty,42,1
2018,06,51182,race-ethnicity,Majority Non-White,NA,NA
2018,06,51182,race-ethnicity,"Majority White, Non-Hispanic",42,1
2018,06,51182,race-ethnicity,Mixed Race and Ethnicity,34,1
2018,06,52526,all,All,5,1
2018,06,52526,poverty,High Poverty,NA,NA
2018,06,52526,poverty,Not High Poverty,5,1
2018,06,52526,race-ethnicity,Majority Non-White,5,1
2018,06,52526,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,52526,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,53000,all,All,46,1
2018,06,53000,poverty,High Poverty,44,1
2018,06,53000,poverty,Not High Poverty,46,1
2018,06,53000,race-ethnicity,Majority Non-White,49,1
2018,06,53000,race-ethnicity,"Majority White, Non-Hispanic",43,1
2018,06,53000,race-ethnicity,Mixed Race and Ethnicity,39,1
2018,06,53322,all,All,38,1
2018,06,53322,poverty,High Poverty,NA,NA
2018,06,53322,poverty,Not High Poverty,38,1
2018,06,53322,race-ethnicity,Majority Non-White,36,1
2018,06,53322,race-ethnicity,"Majority White, Non-Hispanic",38,1
2018,06,53322,race-ethnicity,Mixed Race and Ethnicity,39,1
2018,06,53896,all,All,20,1
2018,06,53896,poverty,High Poverty,26,1
2018,06,53896,poverty,Not High Poverty,20,1
2018,06,53896,race-ethnicity,Majority Non-White,20,1
2018,06,53896,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,53896,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,53980,all,All,10,1
2018,06,53980,poverty,High Poverty,NA,NA
2018,06,53980,poverty,Not High Poverty,11,1
2018,06,53980,race-ethnicity,Majority Non-White,9,1
2018,06,53980,race-ethnicity,"Majority White, Non-Hispanic",13,1
2018,06,53980,race-ethnicity,Mixed Race and Ethnicity,11,1
2018,06,54652,all,All,32,1
2018,06,54652,poverty,High Poverty,NA,NA
2018,06,54652,poverty,Not High Poverty,32,1
2018,06,54652,race-ethnicity,Majority Non-White,32,1
2018,06,54652,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,54652,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,55156,all,All,73,1
2018,06,55156,poverty,High Poverty,70,1
2018,06,55156,poverty,Not High Poverty,73,1
2018,06,55156,race-ethnicity,Majority Non-White,74,1
2018,06,55156,race-ethnicity,"Majority White, Non-Hispanic",70,1
2018,06,55156,race-ethnicity,Mixed Race and Ethnicity,68,1
2018,06,56000,all,All,18,1
2018,06,56000,poverty,High Poverty,NA,NA
2018,06,56000,poverty,Not High Poverty,18,1
2018,06,56000,race-ethnicity,Majority Non-White,21,1
2018,06,56000,race-ethnicity,"Majority White, Non-Hispanic",18,1
2018,06,56000,race-ethnicity,Mixed Race and Ethnicity,17,1
2018,06,56700,all,All,37,1
2018,06,56700,poverty,High Poverty,NA,NA
2018,06,56700,poverty,Not High Poverty,37,1
2018,06,56700,race-ethnicity,Majority Non-White,37,1
2018,06,56700,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,56700,race-ethnicity,Mixed Race and Ethnicity,36,1
2018,06,57456,all,All,47,1
2018,06,57456,poverty,High Poverty,NA,NA
2018,06,57456,poverty,Not High Poverty,47,1
2018,06,57456,race-ethnicity,Majority Non-White,47,1
2018,06,57456,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,57456,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,57792,all,All,65,1
2018,06,57792,poverty,High Poverty,NA,NA
2018,06,57792,poverty,Not High Poverty,65,1
2018,06,57792,race-ethnicity,Majority Non-White,61,1
2018,06,57792,race-ethnicity,"Majority White, Non-Hispanic",67,1
2018,06,57792,race-ethnicity,Mixed Race and Ethnicity,64,1
2018,06,58072,all,All,20,1
2018,06,58072,poverty,High Poverty,21,1
2018,06,58072,poverty,Not High Poverty,20,1
2018,06,58072,race-ethnicity,Majority Non-White,20,1
2018,06,58072,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,58072,race-ethnicity,Mixed Race and Ethnicity,22,1
2018,06,59444,all,All,14,1
2018,06,59444,poverty,High Poverty,10,1
2018,06,59444,poverty,Not High Poverty,14,1
2018,06,59444,race-ethnicity,Majority Non-White,10,1
2018,06,59444,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,06,59444,race-ethnicity,Mixed Race and Ethnicity,14,1
2018,06,59451,all,All,36,1
2018,06,59451,poverty,High Poverty,NA,NA
2018,06,59451,poverty,Not High Poverty,37,1
2018,06,59451,race-ethnicity,Majority Non-White,32,1
2018,06,59451,race-ethnicity,"Majority White, Non-Hispanic",44,1
2018,06,59451,race-ethnicity,Mixed Race and Ethnicity,39,1
2018,06,59920,all,All,13,1
2018,06,59920,poverty,High Poverty,NA,NA
2018,06,59920,poverty,Not High Poverty,13,1
2018,06,59920,race-ethnicity,Majority Non-White,NA,NA
2018,06,59920,race-ethnicity,"Majority White, Non-Hispanic",13,1
2018,06,59920,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,60102,all,All,73,1
2018,06,60102,poverty,High Poverty,NA,NA
2018,06,60102,poverty,Not High Poverty,73,1
2018,06,60102,race-ethnicity,Majority Non-White,70,1
2018,06,60102,race-ethnicity,"Majority White, Non-Hispanic",80,1
2018,06,60102,race-ethnicity,Mixed Race and Ethnicity,70,1
2018,06,60466,all,All,24,1
2018,06,60466,poverty,High Poverty,22,1
2018,06,60466,poverty,Not High Poverty,24,1
2018,06,60466,race-ethnicity,Majority Non-White,24,1
2018,06,60466,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,60466,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,60620,all,All,1,1
2018,06,60620,poverty,High Poverty,NA,NA
2018,06,60620,poverty,Not High Poverty,1,1
2018,06,60620,race-ethnicity,Majority Non-White,1,1
2018,06,60620,race-ethnicity,"Majority White, Non-Hispanic",1,1
2018,06,60620,race-ethnicity,Mixed Race and Ethnicity,3,1
2018,06,62000,all,All,22,1
2018,06,62000,poverty,High Poverty,19,1
2018,06,62000,poverty,Not High Poverty,23,1
2018,06,62000,race-ethnicity,Majority Non-White,22,1
2018,06,62000,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,06,62000,race-ethnicity,Mixed Race and Ethnicity,23,1
2018,06,62938,all,All,9,1
2018,06,62938,poverty,High Poverty,NA,NA
2018,06,62938,poverty,Not High Poverty,9,1
2018,06,62938,race-ethnicity,Majority Non-White,NA,NA
2018,06,62938,race-ethnicity,"Majority White, Non-Hispanic",9,1
2018,06,62938,race-ethnicity,Mixed Race and Ethnicity,7,1
2018,06,64000,all,All,15,1
2018,06,64000,poverty,High Poverty,13,1
2018,06,64000,poverty,Not High Poverty,15,1
2018,06,64000,race-ethnicity,Majority Non-White,17,1
2018,06,64000,race-ethnicity,"Majority White, Non-Hispanic",10,1
2018,06,64000,race-ethnicity,Mixed Race and Ethnicity,13,1
2018,06,64224,all,All,30,1
2018,06,64224,poverty,High Poverty,31,1
2018,06,64224,poverty,Not High Poverty,30,1
2018,06,64224,race-ethnicity,Majority Non-White,31,1
2018,06,64224,race-ethnicity,"Majority White, Non-Hispanic",24,1
2018,06,64224,race-ethnicity,Mixed Race and Ethnicity,25,1
2018,06,65000,all,All,27,1
2018,06,65000,poverty,High Poverty,31,1
2018,06,65000,poverty,Not High Poverty,27,1
2018,06,65000,race-ethnicity,Majority Non-White,25,1
2018,06,65000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,65000,race-ethnicity,Mixed Race and Ethnicity,50,1
2018,06,65042,all,All,48,1
2018,06,65042,poverty,High Poverty,NA,NA
2018,06,65042,poverty,Not High Poverty,48,1
2018,06,65042,race-ethnicity,Majority Non-White,62,1
2018,06,65042,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,06,65042,race-ethnicity,Mixed Race and Ethnicity,34,1
2018,06,66000,all,All,33,1
2018,06,66000,poverty,High Poverty,21,1
2018,06,66000,poverty,Not High Poverty,34,1
2018,06,66000,race-ethnicity,Majority Non-White,27,1
2018,06,66000,race-ethnicity,"Majority White, Non-Hispanic",43,1
2018,06,66000,race-ethnicity,Mixed Race and Ethnicity,32,1
2018,06,67000,all,All,40,1
2018,06,67000,poverty,High Poverty,29,1
2018,06,67000,poverty,Not High Poverty,40,1
2018,06,67000,race-ethnicity,Majority Non-White,46,1
2018,06,67000,race-ethnicity,"Majority White, Non-Hispanic",25,1
2018,06,67000,race-ethnicity,Mixed Race and Ethnicity,41,1
2018,06,68000,all,All,40,1
2018,06,68000,poverty,High Poverty,19,1
2018,06,68000,poverty,Not High Poverty,41,1
2018,06,68000,race-ethnicity,Majority Non-White,43,1
2018,06,68000,race-ethnicity,"Majority White, Non-Hispanic",36,1
2018,06,68000,race-ethnicity,Mixed Race and Ethnicity,35,1
2018,06,68084,all,All,50,1
2018,06,68084,poverty,High Poverty,NA,NA
2018,06,68084,poverty,Not High Poverty,50,1
2018,06,68084,race-ethnicity,Majority Non-White,50,1
2018,06,68084,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,68084,race-ethnicity,Mixed Race and Ethnicity,52,1
2018,06,68196,all,All,40,1
2018,06,68196,poverty,High Poverty,NA,NA
2018,06,68196,poverty,Not High Poverty,40,1
2018,06,68196,race-ethnicity,Majority Non-White,44,1
2018,06,68196,race-ethnicity,"Majority White, Non-Hispanic",43,1
2018,06,68196,race-ethnicity,Mixed Race and Ethnicity,37,1
2018,06,68252,all,All,62,1
2018,06,68252,poverty,High Poverty,NA,NA
2018,06,68252,poverty,Not High Poverty,63,1
2018,06,68252,race-ethnicity,Majority Non-White,52,1
2018,06,68252,race-ethnicity,"Majority White, Non-Hispanic",69,1
2018,06,68252,race-ethnicity,Mixed Race and Ethnicity,64,1
2018,06,68378,all,All,62,1
2018,06,68378,poverty,High Poverty,NA,NA
2018,06,68378,poverty,Not High Poverty,62,1
2018,06,68378,race-ethnicity,Majority Non-White,64,1
2018,06,68378,race-ethnicity,"Majority White, Non-Hispanic",62,1
2018,06,68378,race-ethnicity,Mixed Race and Ethnicity,61,1
2018,06,69000,all,All,11,1
2018,06,69000,poverty,High Poverty,12,1
2018,06,69000,poverty,Not High Poverty,11,1
2018,06,69000,race-ethnicity,Majority Non-White,11,1
2018,06,69000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,69000,race-ethnicity,Mixed Race and Ethnicity,12,1
2018,06,69070,all,All,71,1
2018,06,69070,poverty,High Poverty,NA,NA
2018,06,69070,poverty,Not High Poverty,71,1
2018,06,69070,race-ethnicity,Majority Non-White,71,1
2018,06,69070,race-ethnicity,"Majority White, Non-Hispanic",72,1
2018,06,69070,race-ethnicity,Mixed Race and Ethnicity,67,1
2018,06,69084,all,All,31,1
2018,06,69084,poverty,High Poverty,NA,NA
2018,06,69084,poverty,Not High Poverty,31,1
2018,06,69084,race-ethnicity,Majority Non-White,31,1
2018,06,69084,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,69084,race-ethnicity,Mixed Race and Ethnicity,30,1
2018,06,69088,all,All,50,1
2018,06,69088,poverty,High Poverty,NA,NA
2018,06,69088,poverty,Not High Poverty,50,1
2018,06,69088,race-ethnicity,Majority Non-White,53,1
2018,06,69088,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,06,69088,race-ethnicity,Mixed Race and Ethnicity,50,1
2018,06,69196,all,All,74,1
2018,06,69196,poverty,High Poverty,NA,NA
2018,06,69196,poverty,Not High Poverty,74,1
2018,06,69196,race-ethnicity,Majority Non-White,73,1
2018,06,69196,race-ethnicity,"Majority White, Non-Hispanic",80,1
2018,06,69196,race-ethnicity,Mixed Race and Ethnicity,77,1
2018,06,70000,all,All,14,1
2018,06,70000,poverty,High Poverty,NA,NA
2018,06,70000,poverty,Not High Poverty,14,1
2018,06,70000,race-ethnicity,Majority Non-White,9,1
2018,06,70000,race-ethnicity,"Majority White, Non-Hispanic",14,1
2018,06,70000,race-ethnicity,Mixed Race and Ethnicity,13,1
2018,06,70098,all,All,57,1
2018,06,70098,poverty,High Poverty,NA,NA
2018,06,70098,poverty,Not High Poverty,57,1
2018,06,70098,race-ethnicity,Majority Non-White,54,1
2018,06,70098,race-ethnicity,"Majority White, Non-Hispanic",60,1
2018,06,70098,race-ethnicity,Mixed Race and Ethnicity,54,1
2018,06,72016,all,All,52,1
2018,06,72016,poverty,High Poverty,NA,NA
2018,06,72016,poverty,Not High Poverty,52,1
2018,06,72016,race-ethnicity,Majority Non-White,NA,NA
2018,06,72016,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,06,72016,race-ethnicity,Mixed Race and Ethnicity,53,1
2018,06,73080,all,All,6,1
2018,06,73080,poverty,High Poverty,NA,NA
2018,06,73080,poverty,Not High Poverty,6,1
2018,06,73080,race-ethnicity,Majority Non-White,6,1
2018,06,73080,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,73080,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,75000,all,All,24,1
2018,06,75000,poverty,High Poverty,21,1
2018,06,75000,poverty,Not High Poverty,25,1
2018,06,75000,race-ethnicity,Majority Non-White,23,1
2018,06,75000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,75000,race-ethnicity,Mixed Race and Ethnicity,27,1
2018,06,77000,all,All,47,1
2018,06,77000,poverty,High Poverty,NA,NA
2018,06,77000,poverty,Not High Poverty,47,1
2018,06,77000,race-ethnicity,Majority Non-White,43,1
2018,06,77000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,77000,race-ethnicity,Mixed Race and Ethnicity,52,1
2018,06,78120,all,All,42,1
2018,06,78120,poverty,High Poverty,NA,NA
2018,06,78120,poverty,Not High Poverty,43,1
2018,06,78120,race-ethnicity,Majority Non-White,NA,NA
2018,06,78120,race-ethnicity,"Majority White, Non-Hispanic",44,1
2018,06,78120,race-ethnicity,Mixed Race and Ethnicity,41,1
2018,06,78582,all,All,43,1
2018,06,78582,poverty,High Poverty,NA,NA
2018,06,78582,poverty,Not High Poverty,43,1
2018,06,78582,race-ethnicity,Majority Non-White,NA,NA
2018,06,78582,race-ethnicity,"Majority White, Non-Hispanic",44,1
2018,06,78582,race-ethnicity,Mixed Race and Ethnicity,41,1
2018,06,80000,all,All,1,1
2018,06,80000,poverty,High Poverty,NA,NA
2018,06,80000,poverty,Not High Poverty,1,1
2018,06,80000,race-ethnicity,Majority Non-White,1,1
2018,06,80000,race-ethnicity,"Majority White, Non-Hispanic",5,1
2018,06,80000,race-ethnicity,Mixed Race and Ethnicity,1,1
2018,06,80238,all,All,52,1
2018,06,80238,poverty,High Poverty,NA,NA
2018,06,80238,poverty,Not High Poverty,53,1
2018,06,80238,race-ethnicity,Majority Non-White,50,1
2018,06,80238,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,80238,race-ethnicity,Mixed Race and Ethnicity,57,1
2018,06,80854,all,All,12,1
2018,06,80854,poverty,High Poverty,NA,NA
2018,06,80854,poverty,Not High Poverty,12,1
2018,06,80854,race-ethnicity,Majority Non-White,9,1
2018,06,80854,race-ethnicity,"Majority White, Non-Hispanic",16,1
2018,06,80854,race-ethnicity,Mixed Race and Ethnicity,14,1
2018,06,81344,all,All,33,1
2018,06,81344,poverty,High Poverty,NA,NA
2018,06,81344,poverty,Not High Poverty,33,1
2018,06,81344,race-ethnicity,Majority Non-White,29,1
2018,06,81344,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,06,81344,race-ethnicity,Mixed Race and Ethnicity,35,1
2018,06,81554,all,All,67,1
2018,06,81554,poverty,High Poverty,NA,NA
2018,06,81554,poverty,Not High Poverty,66,1
2018,06,81554,race-ethnicity,Majority Non-White,72,1
2018,06,81554,race-ethnicity,"Majority White, Non-Hispanic",66,1
2018,06,81554,race-ethnicity,Mixed Race and Ethnicity,66,1
2018,06,81666,all,All,21,1
2018,06,81666,poverty,High Poverty,23,1
2018,06,81666,poverty,Not High Poverty,21,1
2018,06,81666,race-ethnicity,Majority Non-White,23,1
2018,06,81666,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,81666,race-ethnicity,Mixed Race and Ethnicity,17,1
2018,06,82590,all,All,66,1
2018,06,82590,poverty,High Poverty,NA,NA
2018,06,82590,poverty,Not High Poverty,65,1
2018,06,82590,race-ethnicity,Majority Non-White,66,1
2018,06,82590,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,82590,race-ethnicity,Mixed Race and Ethnicity,73,1
2018,06,82954,all,All,5,1
2018,06,82954,poverty,High Poverty,5,1
2018,06,82954,poverty,Not High Poverty,5,1
2018,06,82954,race-ethnicity,Majority Non-White,5,1
2018,06,82954,race-ethnicity,"Majority White, Non-Hispanic",5,1
2018,06,82954,race-ethnicity,Mixed Race and Ethnicity,6,1
2018,06,82996,all,All,38,1
2018,06,82996,poverty,High Poverty,NA,NA
2018,06,82996,poverty,Not High Poverty,38,1
2018,06,82996,race-ethnicity,Majority Non-White,37,1
2018,06,82996,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,06,82996,race-ethnicity,Mixed Race and Ethnicity,39,1
2018,06,84200,all,All,11,1
2018,06,84200,poverty,High Poverty,NA,NA
2018,06,84200,poverty,Not High Poverty,11,1
2018,06,84200,race-ethnicity,Majority Non-White,11,1
2018,06,84200,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,84200,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,06,84550,all,All,7,1
2018,06,84550,poverty,High Poverty,NA,NA
2018,06,84550,poverty,Not High Poverty,7,1
2018,06,84550,race-ethnicity,Majority Non-White,7,1
2018,06,84550,race-ethnicity,"Majority White, Non-Hispanic",7,1
2018,06,84550,race-ethnicity,Mixed Race and Ethnicity,6,1
2018,06,85292,all,All,8,1
2018,06,85292,poverty,High Poverty,NA,NA
2018,06,85292,poverty,Not High Poverty,8,1
2018,06,85292,race-ethnicity,Majority Non-White,8,1
2018,06,85292,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,85292,race-ethnicity,Mixed Race and Ethnicity,8,1
2018,08,03455,all,All,58,1
2018,08,03455,poverty,High Poverty,NA,NA
2018,08,03455,poverty,Not High Poverty,58,1
2018,08,03455,race-ethnicity,Majority Non-White,NA,NA
2018,08,03455,race-ethnicity,"Majority White, Non-Hispanic",59,1
2018,08,03455,race-ethnicity,Mixed Race and Ethnicity,18,1
2018,08,04000,all,All,65,1
2018,08,04000,poverty,High Poverty,44,1
2018,08,04000,poverty,Not High Poverty,67,1
2018,08,04000,race-ethnicity,Majority Non-White,53,1
2018,08,04000,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,08,04000,race-ethnicity,Mixed Race and Ethnicity,69,1
2018,08,07850,all,All,94,1
2018,08,07850,poverty,High Poverty,95,1
2018,08,07850,poverty,Not High Poverty,93,1
2018,08,07850,race-ethnicity,Majority Non-White,NA,NA
2018,08,07850,race-ethnicity,"Majority White, Non-Hispanic",94,1
2018,08,07850,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,08,12815,all,All,67,1
2018,08,12815,poverty,High Poverty,NA,NA
2018,08,12815,poverty,Not High Poverty,67,1
2018,08,12815,race-ethnicity,Majority Non-White,NA,NA
2018,08,12815,race-ethnicity,"Majority White, Non-Hispanic",66,1
2018,08,12815,race-ethnicity,Mixed Race and Ethnicity,61,1
2018,08,16000,all,All,88,1
2018,08,16000,poverty,High Poverty,82,1
2018,08,16000,poverty,Not High Poverty,89,1
2018,08,16000,race-ethnicity,Majority Non-White,77,1
2018,08,16000,race-ethnicity,"Majority White, Non-Hispanic",92,1
2018,08,16000,race-ethnicity,Mixed Race and Ethnicity,81,1
2018,08,20000,all,All,36,1
2018,08,20000,poverty,High Poverty,29,1
2018,08,20000,poverty,Not High Poverty,37,1
2018,08,20000,race-ethnicity,Majority Non-White,39,1
2018,08,20000,race-ethnicity,"Majority White, Non-Hispanic",32,1
2018,08,20000,race-ethnicity,Mixed Race and Ethnicity,39,1
2018,08,27425,all,All,83,1
2018,08,27425,poverty,High Poverty,86,1
2018,08,27425,poverty,Not High Poverty,82,1
2018,08,27425,race-ethnicity,Majority Non-White,92,1
2018,08,27425,race-ethnicity,"Majority White, Non-Hispanic",82,1
2018,08,27425,race-ethnicity,Mixed Race and Ethnicity,85,1
2018,08,32155,all,All,44,1
2018,08,32155,poverty,High Poverty,33,1
2018,08,32155,poverty,Not High Poverty,46,1
2018,08,32155,race-ethnicity,Majority Non-White,38,1
2018,08,32155,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,08,32155,race-ethnicity,Mixed Race and Ethnicity,41,1
2018,08,43000,all,All,52,1
2018,08,43000,poverty,High Poverty,NA,NA
2018,08,43000,poverty,Not High Poverty,54,1
2018,08,43000,race-ethnicity,Majority Non-White,4,1
2018,08,43000,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,08,43000,race-ethnicity,Mixed Race and Ethnicity,42,1
2018,08,45970,all,All,71,1
2018,08,45970,poverty,High Poverty,NA,NA
2018,08,45970,poverty,Not High Poverty,71,1
2018,08,45970,race-ethnicity,Majority Non-White,67,1
2018,08,45970,race-ethnicity,"Majority White, Non-Hispanic",73,1
2018,08,45970,race-ethnicity,Mixed Race and Ethnicity,69,1
2018,08,46465,all,All,80,1
2018,08,46465,poverty,High Poverty,NA,NA
2018,08,46465,poverty,Not High Poverty,80,1
2018,08,46465,race-ethnicity,Majority Non-White,NA,NA
2018,08,46465,race-ethnicity,"Majority White, Non-Hispanic",80,1
2018,08,46465,race-ethnicity,Mixed Race and Ethnicity,NA,NA
2018,08,62000,all,All,86,1
2018,08,62000,poverty,High Poverty,82,1
2018,08,62000,poverty,Not High Poverty,87,1
2018,08,62000,race-ethnicity,Majority Non-White,85,1
2018,08,62000,race-ethnicity,"Majority White, Non-Hispanic",88,1
2018,08,62000,race-ethnicity,Mixed Race and Ethnicity,88,1
2018,08,77290,all,All,51,1
2018,08,77290,poverty,High Poverty,NA,NA
2018,08,77290,poverty,Not High Poverty,52,1
2018,08,77290,race-ethnicity,Majority Non-White,44,1
2018,08,77290,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,08,77290,race-ethnicity,Mixed Race and Ethnicity,48,1
2018,08,83835,all,All,52,1
2018,08,83835,poverty,High Poverty,NA,NA
2018,08,83835,poverty,Not High Poverty,53,1
2018,08,83835,race-ethnicity,Majority Non-White,33,1
2018,08,83835,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,08,83835,race-ethnicity,Mixed Race and Ethnicity,39,1
2018,09,08000,all,All,60,1
2018,09,08000,poverty,High Poverty,58,1
2018,09,08000,poverty,Not High Poverty,60,1
2018,09,08000,race-ethnicity,Majority Non-White,59,1
2018,09,08000,race-ethnicity,"Majority White, Non-Hispanic",66,1
2018,09,08000,race-ethnicity,Mixed Race and Ethnicity,62,1
2018,09,18430,all,All,77,1
2018,09,18430,poverty,High Poverty,NA,NA
2018,09,18430,poverty,Not High Poverty,78,1
2018,09,18430,race-ethnicity,Majority Non-White,61,1
2018,09,18430,race-ethnicity,"Majority White, Non-Hispanic",80,1
2018,09,18430,race-ethnicity,Mixed Race and Ethnicity,77,1
2018,09,37000,all,All,51,1
2018,09,37000,poverty,High Poverty,50,1
2018,09,37000,poverty,Not High Poverty,52,1
2018,09,37000,race-ethnicity,Majority Non-White,51,1
2018,09,37000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,09,37000,race-ethnicity,Mixed Race and Ethnicity,52,1
2018,09,52000,all,All,67,1
2018,09,52000,poverty,High Poverty,67,1
2018,09,52000,poverty,Not High Poverty,66,1
2018,09,52000,race-ethnicity,Majority Non-White,66,1
2018,09,52000,race-ethnicity,"Majority White, Non-Hispanic",67,1
2018,09,52000,race-ethnicity,Mixed Race and Ethnicity,70,1
2018,09,55990,all,All,60,1
2018,09,55990,poverty,High Poverty,NA,NA
2018,09,55990,poverty,Not High Poverty,61,1
2018,09,55990,race-ethnicity,Majority Non-White,60,1
2018,09,55990,race-ethnicity,"Majority White, Non-Hispanic",67,1
2018,09,55990,race-ethnicity,Mixed Race and Ethnicity,51,1
2018,09,73000,all,All,64,1
2018,09,73000,poverty,High Poverty,NA,NA
2018,09,73000,poverty,Not High Poverty,64,1
2018,09,73000,race-ethnicity,Majority Non-White,60,1
2018,09,73000,race-ethnicity,"Majority White, Non-Hispanic",67,1
2018,09,73000,race-ethnicity,Mixed Race and Ethnicity,62,1
2018,09,80000,all,All,77,1
2018,09,80000,poverty,High Poverty,75,1
2018,09,80000,poverty,Not High Poverty,77,1
2018,09,80000,race-ethnicity,Majority Non-White,76,1
2018,09,80000,race-ethnicity,"Majority White, Non-Hispanic",78,1
2018,09,80000,race-ethnicity,Mixed Race and Ethnicity,77,1
2018,11,50000,all,All,21,1
2018,11,50000,poverty,High Poverty,24,1
2018,11,50000,poverty,Not High Poverty,21,1
2018,11,50000,race-ethnicity,Majority Non-White,22,1
2018,11,50000,race-ethnicity,"Majority White, Non-Hispanic",19,1
2018,11,50000,race-ethnicity,Mixed Race and Ethnicity,15,1
2018,12,07300,all,All,74,1
2018,12,07300,poverty,High Poverty,73,1
2018,12,07300,poverty,Not High Poverty,74,1
2018,12,07300,race-ethnicity,Majority Non-White,NA,NA
2018,12,07300,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,12,07300,race-ethnicity,Mixed Race and Ethnicity,68,1
2018,12,07875,all,All,74,1
2018,12,07875,poverty,High Poverty,NA,NA
2018,12,07875,poverty,Not High Poverty,73,1
2018,12,07875,race-ethnicity,Majority Non-White,79,1
2018,12,07875,race-ethnicity,"Majority White, Non-Hispanic",71,1
2018,12,07875,race-ethnicity,Mixed Race and Ethnicity,68,1
2018,12,10275,all,All,63,1
2018,12,10275,poverty,High Poverty,NA,NA
2018,12,10275,poverty,Not High Poverty,63,1
2018,12,10275,race-ethnicity,Majority Non-White,NA,NA
2018,12,10275,race-ethnicity,"Majority White, Non-Hispanic",64,1
2018,12,10275,race-ethnicity,Mixed Race and Ethnicity,62,1
2018,12,12875,all,All,52,1
2018,12,12875,poverty,High Poverty,64,1
2018,12,12875,poverty,Not High Poverty,51,1
2018,12,12875,race-ethnicity,Majority Non-White,64,1
2018,12,12875,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,12,12875,race-ethnicity,Mixed Race and Ethnicity,56,1
2018,12,14400,all,All,58,1
2018,12,14400,poverty,High Poverty,NA,NA
2018,12,14400,poverty,Not High Poverty,58,1
2018,12,14400,race-ethnicity,Majority Non-White,58,1
2018,12,14400,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,12,14400,race-ethnicity,Mixed Race and Ethnicity,58,1
