year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,index_air_hazard,index_air_hazard_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,share_digital_access,share_digital_access_quality,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2017,32,40000,Nevada,Las Vegas city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.93,0.92,0.94,Strong,NA,NA,NA,NA,NA,NA
2017,32,40000,Nevada,Las Vegas city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,40000,Nevada,Las Vegas city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,40000,Nevada,Las Vegas city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,40000,Nevada,Las Vegas city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,51800,Nevada,North Las Vegas city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,51800,Nevada,North Las Vegas city,TRUE,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,51800,Nevada,North Las Vegas city,TRUE,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,51800,Nevada,North Las Vegas city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,51800,Nevada,North Las Vegas city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,51800,Nevada,North Las Vegas city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,51800,Nevada,North Las Vegas city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,60600,Nevada,Reno city,TRUE,All,all,NA,NA,1.04,1.02,1.06,Strong,NA,NA,NA,NA,NA,NA
2017,32,60600,Nevada,Reno city,TRUE,Economically Disadvantaged,income,NA,NA,1.06,1.04,1.09,Strong,NA,NA,NA,NA,NA,NA
2017,32,60600,Nevada,Reno city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.94,0.92,0.96,Strong,NA,NA,NA,NA,NA,NA
2017,32,60600,Nevada,Reno city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,60600,Nevada,Reno city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,60600,Nevada,Reno city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,60600,Nevada,Reno city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,68400,Nevada,Sparks city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,68400,Nevada,Sparks city,TRUE,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,68400,Nevada,Sparks city,TRUE,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,68400,Nevada,Sparks city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,68400,Nevada,Sparks city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,68400,Nevada,Sparks city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,68400,Nevada,Sparks city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,33,45140,New Hampshire,Manchester city,TRUE,All,all,NA,NA,0.73,0.54,0.93,Strong,NA,NA,NA,NA,NA,NA
2017,33,45140,New Hampshire,Manchester city,TRUE,Economically Disadvantaged,income,NA,NA,0.81,0.57,1.05,Strong,NA,NA,NA,NA,NA,NA
2017,33,45140,New Hampshire,Manchester city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.67,0.45,0.89,Strong,NA,NA,NA,NA,NA,NA
2017,33,45140,New Hampshire,Manchester city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,33,45140,New Hampshire,Manchester city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,33,45140,New Hampshire,Manchester city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,33,45140,New Hampshire,Manchester city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,33,50260,New Hampshire,Nashua city,TRUE,All,all,NA,NA,0.9,0.83,0.97,Strong,NA,NA,NA,NA,NA,NA
2017,33,50260,New Hampshire,Nashua city,TRUE,Economically Disadvantaged,income,NA,NA,0.68,0.59,0.77,Strong,NA,NA,NA,NA,NA,NA
2017,33,50260,New Hampshire,Nashua city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.11,1.04,1.18,Strong,NA,NA,NA,NA,NA,NA
2017,33,50260,New Hampshire,Nashua city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,33,50260,New Hampshire,Nashua city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,33,50260,New Hampshire,Nashua city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,33,50260,New Hampshire,Nashua city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,13690,New Jersey,Clifton city,TRUE,All,all,NA,NA,1,0.97,1.04,Strong,NA,NA,NA,NA,NA,NA
2017,34,13690,New Jersey,Clifton city,TRUE,Economically Disadvantaged,income,NA,NA,0.96,0.91,1,Strong,NA,NA,NA,NA,NA,NA
2017,34,13690,New Jersey,Clifton city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.01,0.97,1.06,Strong,NA,NA,NA,NA,NA,NA
2017,34,13690,New Jersey,Clifton city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,13690,New Jersey,Clifton city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,13690,New Jersey,Clifton city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,13690,New Jersey,Clifton city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,21000,New Jersey,Elizabeth city,TRUE,All,all,NA,NA,1.09,1.07,1.12,Strong,NA,NA,NA,NA,NA,NA
2017,34,21000,New Jersey,Elizabeth city,TRUE,Economically Disadvantaged,income,NA,NA,1.07,1.05,1.1,Strong,NA,NA,NA,NA,NA,NA
2017,34,21000,New Jersey,Elizabeth city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.08,1.03,1.13,Strong,NA,NA,NA,NA,NA,NA
2017,34,21000,New Jersey,Elizabeth city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,21000,New Jersey,Elizabeth city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,21000,New Jersey,Elizabeth city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,21000,New Jersey,Elizabeth city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,36000,New Jersey,Jersey City city,TRUE,All,all,NA,NA,1.08,1.06,1.1,Strong,NA,NA,NA,NA,NA,NA
2017,34,36000,New Jersey,Jersey City city,TRUE,Economically Disadvantaged,income,NA,NA,1.04,1.02,1.06,Strong,NA,NA,NA,NA,NA,NA
2017,34,36000,New Jersey,Jersey City city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.1,1.06,1.14,Strong,NA,NA,NA,NA,NA,NA
2017,34,36000,New Jersey,Jersey City city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,36000,New Jersey,Jersey City city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,36000,New Jersey,Jersey City city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,36000,New Jersey,Jersey City city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,51000,New Jersey,Newark city,TRUE,All,all,NA,NA,1.1,1.09,1.12,Strong,NA,NA,NA,NA,NA,NA
2017,34,51000,New Jersey,Newark city,TRUE,Economically Disadvantaged,income,NA,NA,1.12,1.1,1.13,Strong,NA,NA,NA,NA,NA,NA
2017,34,51000,New Jersey,Newark city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.99,0.95,1.03,Strong,NA,NA,NA,NA,NA,NA
2017,34,51000,New Jersey,Newark city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,51000,New Jersey,Newark city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,51000,New Jersey,Newark city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,51000,New Jersey,Newark city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,57000,New Jersey,Paterson city,TRUE,All,all,NA,NA,1.03,1.01,1.05,Strong,NA,NA,NA,NA,NA,NA
2017,34,57000,New Jersey,Paterson city,TRUE,Economically Disadvantaged,income,NA,NA,1.04,1.01,1.06,Strong,NA,NA,NA,NA,NA,NA
2017,34,57000,New Jersey,Paterson city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.91,0.85,0.96,Strong,NA,NA,NA,NA,NA,NA
2017,34,57000,New Jersey,Paterson city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,57000,New Jersey,Paterson city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,57000,New Jersey,Paterson city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,57000,New Jersey,Paterson city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,74000,New Jersey,Trenton city,TRUE,All,all,NA,NA,1.08,1.05,1.11,Strong,NA,NA,NA,NA,NA,NA
2017,34,74000,New Jersey,Trenton city,TRUE,Economically Disadvantaged,income,NA,NA,1.08,1.05,1.12,Strong,NA,NA,NA,NA,NA,NA
2017,34,74000,New Jersey,Trenton city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.87,0.8,0.95,Strong,NA,NA,NA,NA,NA,NA
2017,34,74000,New Jersey,Trenton city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,74000,New Jersey,Trenton city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,74000,New Jersey,Trenton city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,74000,New Jersey,Trenton city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,02000,New Mexico,Albuquerque city,TRUE,All,all,NA,NA,1,0.98,1.02,Strong,NA,NA,NA,NA,NA,NA
2017,35,02000,New Mexico,Albuquerque city,TRUE,Economically Disadvantaged,income,NA,NA,1.01,1,1.03,Strong,NA,NA,NA,NA,NA,NA
2017,35,02000,New Mexico,Albuquerque city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.92,0.9,0.95,Strong,NA,NA,NA,NA,NA,NA
2017,35,02000,New Mexico,Albuquerque city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,02000,New Mexico,Albuquerque city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,02000,New Mexico,Albuquerque city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,02000,New Mexico,Albuquerque city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,39380,New Mexico,Las Cruces city,TRUE,All,all,NA,NA,1.11,1.08,1.14,Strong,NA,NA,NA,NA,NA,NA
2017,35,39380,New Mexico,Las Cruces city,TRUE,Economically Disadvantaged,income,NA,NA,1,0.97,1.04,Strong,NA,NA,NA,NA,NA,NA
2017,35,39380,New Mexico,Las Cruces city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.08,1.03,1.14,Strong,NA,NA,NA,NA,NA,NA
2017,35,39380,New Mexico,Las Cruces city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,39380,New Mexico,Las Cruces city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,39380,New Mexico,Las Cruces city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,39380,New Mexico,Las Cruces city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,63460,New Mexico,Rio Rancho city,TRUE,All,all,NA,NA,1.02,0.98,1.06,Strong,NA,NA,NA,NA,NA,NA
2017,35,63460,New Mexico,Rio Rancho city,TRUE,Economically Disadvantaged,income,NA,NA,1.01,0.96,1.06,Strong,NA,NA,NA,NA,NA,NA
2017,35,63460,New Mexico,Rio Rancho city,TRUE,Not Economically Disadvantaged,income,NA,NA,1.01,0.96,1.05,Strong,NA,NA,NA,NA,NA,NA
2017,35,63460,New Mexico,Rio Rancho city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,63460,New Mexico,Rio Rancho city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,63460,New Mexico,Rio Rancho city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,63460,New Mexico,Rio Rancho city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,70500,New Mexico,Santa Fe city,TRUE,All,all,NA,NA,1.1,1.04,1.16,Strong,NA,NA,NA,NA,NA,NA
2017,35,70500,New Mexico,Santa Fe city,TRUE,Economically Disadvantaged,income,NA,NA,1.25,1.19,1.31,Strong,NA,NA,NA,NA,NA,NA
2017,35,70500,New Mexico,Santa Fe city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.92,0.83,1.02,Strong,NA,NA,NA,NA,NA,NA
2017,35,70500,New Mexico,Santa Fe city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,70500,New Mexico,Santa Fe city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,70500,New Mexico,Santa Fe city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,70500,New Mexico,Santa Fe city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,01000,New York,Albany city,TRUE,All,all,NA,NA,0.32,0.06,0.57,Strong,NA,NA,NA,NA,NA,NA
2017,36,01000,New York,Albany city,TRUE,Economically Disadvantaged,income,NA,NA,0.38,0.12,0.65,Strong,NA,NA,NA,NA,NA,NA
2017,36,01000,New York,Albany city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.34,0.05,0.62,Strong,NA,NA,NA,NA,NA,NA
2017,36,01000,New York,Albany city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,01000,New York,Albany city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,01000,New York,Albany city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,01000,New York,Albany city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,11000,New York,Buffalo city,TRUE,All,all,NA,NA,0.95,0.81,1.1,Strong,NA,NA,NA,NA,NA,NA
2017,36,11000,New York,Buffalo city,TRUE,Economically Disadvantaged,income,NA,NA,1,0.86,1.14,Strong,NA,NA,NA,NA,NA,NA
2017,36,11000,New York,Buffalo city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.83,0.53,1.14,Strong,NA,NA,NA,NA,NA,NA
2017,36,11000,New York,Buffalo city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,11000,New York,Buffalo city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,11000,New York,Buffalo city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,11000,New York,Buffalo city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,50617,New York,New Rochelle city,TRUE,All,all,NA,NA,0.96,0.73,1.19,Strong,NA,NA,NA,NA,NA,NA
2017,36,50617,New York,New Rochelle city,TRUE,Economically Disadvantaged,income,NA,NA,0.97,0.69,1.24,Strong,NA,NA,NA,NA,NA,NA
2017,36,50617,New York,New Rochelle city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.96,0.7,1.23,Strong,NA,NA,NA,NA,NA,NA
2017,36,50617,New York,New Rochelle city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,50617,New York,New Rochelle city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,50617,New York,New Rochelle city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,50617,New York,New Rochelle city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,51000,New York,New York city,TRUE,All,all,NA,NA,1.05,1.02,1.07,Strong,NA,NA,NA,NA,NA,NA
2017,36,51000,New York,New York city,TRUE,Economically Disadvantaged,income,NA,NA,0.91,0.89,0.93,Strong,NA,NA,NA,NA,NA,NA
2017,36,51000,New York,New York city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.57,0.53,0.61,Strong,NA,NA,NA,NA,NA,NA
2017,36,51000,New York,New York city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,51000,New York,New York city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,51000,New York,New York city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,51000,New York,New York city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,63000,New York,Rochester city,TRUE,All,all,NA,NA,1.03,0.81,1.26,Strong,NA,NA,NA,NA,NA,NA
2017,36,63000,New York,Rochester city,TRUE,Economically Disadvantaged,income,NA,NA,1.2,1,1.39,Strong,NA,NA,NA,NA,NA,NA
2017,36,63000,New York,Rochester city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.99,0.66,1.32,Strong,NA,NA,NA,NA,NA,NA
2017,36,63000,New York,Rochester city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,63000,New York,Rochester city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,63000,New York,Rochester city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,63000,New York,Rochester city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,73000,New York,Syracuse city,TRUE,All,all,NA,NA,0.83,0.67,0.99,Strong,NA,NA,NA,NA,NA,NA
2017,36,73000,New York,Syracuse city,TRUE,Economically Disadvantaged,income,NA,NA,1.08,0.92,1.24,Strong,NA,NA,NA,NA,NA,NA
2017,36,73000,New York,Syracuse city,TRUE,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,73000,New York,Syracuse city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,73000,New York,Syracuse city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,73000,New York,Syracuse city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,73000,New York,Syracuse city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,84000,New York,Yonkers city,TRUE,All,all,NA,NA,1.05,0.91,1.2,Strong,NA,NA,NA,NA,NA,NA
2017,36,84000,New York,Yonkers city,TRUE,Economically Disadvantaged,income,NA,NA,1.08,0.93,1.23,Strong,NA,NA,NA,NA,NA,NA
2017,36,84000,New York,Yonkers city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.97,0.76,1.19,Strong,NA,NA,NA,NA,NA,NA
2017,36,84000,New York,Yonkers city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,84000,New York,Yonkers city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,84000,New York,Yonkers city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,84000,New York,Yonkers city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,02140,North Carolina,Asheville city,TRUE,All,all,NA,NA,0.83,0.8,0.86,Strong,NA,NA,NA,NA,NA,NA
2017,37,02140,North Carolina,Asheville city,TRUE,Economically Disadvantaged,income,NA,NA,0.68,0.63,0.72,Strong,NA,NA,NA,NA,NA,NA
2017,37,02140,North Carolina,Asheville city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.74,0.7,0.79,Strong,NA,NA,NA,NA,NA,NA
2017,37,02140,North Carolina,Asheville city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,02140,North Carolina,Asheville city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,02140,North Carolina,Asheville city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,02140,North Carolina,Asheville city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,10740,North Carolina,Cary town,TRUE,All,all,NA,NA,0.9,0.89,0.91,Strong,NA,NA,NA,NA,NA,NA
2017,37,10740,North Carolina,Cary town,TRUE,Economically Disadvantaged,income,NA,NA,0.78,0.76,0.8,Strong,NA,NA,NA,NA,NA,NA
2017,37,10740,North Carolina,Cary town,TRUE,Not Economically Disadvantaged,income,NA,NA,0.85,0.83,0.86,Strong,NA,NA,NA,NA,NA,NA
2017,37,10740,North Carolina,Cary town,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,10740,North Carolina,Cary town,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,10740,North Carolina,Cary town,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,10740,North Carolina,Cary town,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,12000,North Carolina,Charlotte city,TRUE,All,all,NA,NA,0.88,0.87,0.89,Strong,NA,NA,NA,NA,NA,NA
2017,37,12000,North Carolina,Charlotte city,TRUE,Economically Disadvantaged,income,NA,NA,0.82,0.81,0.84,Strong,NA,NA,NA,NA,NA,NA
2017,37,12000,North Carolina,Charlotte city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.68,0.67,0.7,Strong,NA,NA,NA,NA,NA,NA
2017,37,12000,North Carolina,Charlotte city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,12000,North Carolina,Charlotte city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,12000,North Carolina,Charlotte city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,12000,North Carolina,Charlotte city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,14100,North Carolina,Concord city,TRUE,All,all,NA,NA,0.86,0.84,0.88,Strong,NA,NA,NA,NA,NA,NA
2017,37,14100,North Carolina,Concord city,TRUE,Economically Disadvantaged,income,NA,NA,0.73,0.69,0.78,Strong,NA,NA,NA,NA,NA,NA
2017,37,14100,North Carolina,Concord city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.81,0.77,0.84,Strong,NA,NA,NA,NA,NA,NA
2017,37,14100,North Carolina,Concord city,TRUE,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,14100,North Carolina,Concord city,TRUE,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,14100,North Carolina,Concord city,TRUE,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,14100,North Carolina,Concord city,TRUE,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,19000,North Carolina,Durham city,TRUE,All,all,NA,NA,0.89,0.87,0.91,Strong,NA,NA,NA,NA,NA,NA
2017,37,19000,North Carolina,Durham city,TRUE,Economically Disadvantaged,income,NA,NA,0.81,0.77,0.84,Strong,NA,NA,NA,NA,NA,NA
2017,37,19000,North Carolina,Durham city,TRUE,Not Economically Disadvantaged,income,NA,NA,0.82,0.78,0.86,Strong,NA,NA,NA,NA,NA,NA
