year,state,county,state_name,county_name,subgroup_type,subgroup,share_debt_col,share_debt_col_ub,share_debt_col_lb,share_debt_col_quality,transportation_cost,index_transit_trips,transportation_cost_quality,index_transit_trips_quality,index_air_quality,index_air_quality_quality
2014,47,141,Tennessee,Putnam County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,141,Tennessee,Putnam County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,64,1
2014,47,141,Tennessee,Putnam County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,143,Tennessee,Rhea County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,50,1
2014,47,143,Tennessee,Rhea County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,143,Tennessee,Rhea County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,50,1
2014,47,143,Tennessee,Rhea County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,145,Tennessee,Roane County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,38,1
2014,47,145,Tennessee,Roane County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,145,Tennessee,Roane County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,38,1
2014,47,145,Tennessee,Roane County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,147,Tennessee,Robertson County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,54,1
2014,47,147,Tennessee,Robertson County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,147,Tennessee,Robertson County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,55,1
2014,47,147,Tennessee,Robertson County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,51,1
2014,47,149,Tennessee,Rutherford County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,39,1
2014,47,149,Tennessee,Rutherford County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,33,1
2014,47,149,Tennessee,Rutherford County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,40,1
2014,47,149,Tennessee,Rutherford County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,40,1
2014,47,151,Tennessee,Scott County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,70,1
2014,47,151,Tennessee,Scott County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,151,Tennessee,Scott County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,70,1
2014,47,151,Tennessee,Scott County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,153,Tennessee,Sequatchie County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,63,1
2014,47,153,Tennessee,Sequatchie County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,153,Tennessee,Sequatchie County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,63,1
2014,47,153,Tennessee,Sequatchie County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,155,Tennessee,Sevier County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,47,1
2014,47,155,Tennessee,Sevier County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,155,Tennessee,Sevier County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,48,1
2014,47,155,Tennessee,Sevier County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,157,Tennessee,Shelby County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2014,47,157,Tennessee,Shelby County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,21,1
2014,47,157,Tennessee,Shelby County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,31,1
2014,47,157,Tennessee,Shelby County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,29,1
2014,47,159,Tennessee,Smith County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,64,1
2014,47,159,Tennessee,Smith County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,159,Tennessee,Smith County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,64,1
2014,47,159,Tennessee,Smith County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,161,Tennessee,Stewart County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,61,1
2014,47,161,Tennessee,Stewart County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,161,Tennessee,Stewart County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,61,1
2014,47,161,Tennessee,Stewart County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,163,Tennessee,Sullivan County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,40,1
2014,47,163,Tennessee,Sullivan County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,163,Tennessee,Sullivan County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,40,1
2014,47,163,Tennessee,Sullivan County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,165,Tennessee,Sumner County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,42,1
2014,47,165,Tennessee,Sumner County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,45,1
2014,47,165,Tennessee,Sumner County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,42,1
2014,47,165,Tennessee,Sumner County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,167,Tennessee,Tipton County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,50,1
2014,47,167,Tennessee,Tipton County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,167,Tennessee,Tipton County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,50,1
2014,47,167,Tennessee,Tipton County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,52,1
2014,47,169,Tennessee,Trousdale County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,64,1
2014,47,169,Tennessee,Trousdale County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,169,Tennessee,Trousdale County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,64,1
2014,47,169,Tennessee,Trousdale County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,171,Tennessee,Unicoi County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,83,1
2014,47,171,Tennessee,Unicoi County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,171,Tennessee,Unicoi County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,83,1
2014,47,171,Tennessee,Unicoi County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,173,Tennessee,Union County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,48,1
2014,47,173,Tennessee,Union County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,173,Tennessee,Union County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,48,1
2014,47,173,Tennessee,Union County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,175,Tennessee,Van Buren County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,73,1
2014,47,175,Tennessee,Van Buren County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,175,Tennessee,Van Buren County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,73,1
2014,47,175,Tennessee,Van Buren County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,177,Tennessee,Warren County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,64,1
2014,47,177,Tennessee,Warren County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,177,Tennessee,Warren County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,64,1
2014,47,177,Tennessee,Warren County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,179,Tennessee,Washington County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,60,1
2014,47,179,Tennessee,Washington County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,179,Tennessee,Washington County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,61,1
2014,47,179,Tennessee,Washington County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,181,Tennessee,Wayne County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,59,1
2014,47,181,Tennessee,Wayne County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,181,Tennessee,Wayne County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,59,1
2014,47,181,Tennessee,Wayne County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,183,Tennessee,Weakley County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,66,1
2014,47,183,Tennessee,Weakley County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,183,Tennessee,Weakley County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,66,1
2014,47,183,Tennessee,Weakley County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,185,Tennessee,White County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,71,1
2014,47,185,Tennessee,White County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,185,Tennessee,White County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,71,1
2014,47,185,Tennessee,White County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,187,Tennessee,Williamson County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,42,1
2014,47,187,Tennessee,Williamson County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,187,Tennessee,Williamson County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,42,1
2014,47,187,Tennessee,Williamson County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,189,Tennessee,Wilson County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,41,1
2014,47,189,Tennessee,Wilson County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,47,189,Tennessee,Wilson County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,42,1
2014,47,189,Tennessee,Wilson County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,28,1
2014,48,001,Texas,Anderson County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,55,1
2014,48,001,Texas,Anderson County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,59,1
2014,48,001,Texas,Anderson County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,56,1
2014,48,001,Texas,Anderson County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,48,1
2014,48,003,Texas,Andrews County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,79,1
2014,48,003,Texas,Andrews County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,83,1
2014,48,003,Texas,Andrews County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,77,1
2014,48,003,Texas,Andrews County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,76,1
2014,48,005,Texas,Angelina County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,36,1
2014,48,005,Texas,Angelina County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,28,1
2014,48,005,Texas,Angelina County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,39,1
2014,48,005,Texas,Angelina County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,34,1
2014,48,007,Texas,Aransas County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,96,1
2014,48,007,Texas,Aransas County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,007,Texas,Aransas County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,96,1
2014,48,007,Texas,Aransas County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,95,1
2014,48,009,Texas,Archer County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,79,1
2014,48,009,Texas,Archer County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,009,Texas,Archer County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,79,1
2014,48,009,Texas,Archer County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,011,Texas,Armstrong County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,94,1
2014,48,011,Texas,Armstrong County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,011,Texas,Armstrong County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,94,1
2014,48,011,Texas,Armstrong County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,013,Texas,Atascosa County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,79,1
2014,48,013,Texas,Atascosa County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,80,1
2014,48,013,Texas,Atascosa County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,013,Texas,Atascosa County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,77,1
2014,48,015,Texas,Austin County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,74,1
2014,48,015,Texas,Austin County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,015,Texas,Austin County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,76,1
2014,48,015,Texas,Austin County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,70,1
2014,48,017,Texas,Bailey County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,96,1
2014,48,017,Texas,Bailey County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,96,1
2014,48,017,Texas,Bailey County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,017,Texas,Bailey County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,019,Texas,Bandera County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,82,1
2014,48,019,Texas,Bandera County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,019,Texas,Bandera County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,82,1
2014,48,019,Texas,Bandera County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,021,Texas,Bastrop County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,73,1
2014,48,021,Texas,Bastrop County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,74,1
2014,48,021,Texas,Bastrop County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,73,1
2014,48,021,Texas,Bastrop County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,74,1
2014,48,023,Texas,Baylor County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,84,1
2014,48,023,Texas,Baylor County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,023,Texas,Baylor County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,84,1
2014,48,023,Texas,Baylor County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,025,Texas,Bee County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,87,1
2014,48,025,Texas,Bee County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,88,1
2014,48,025,Texas,Bee County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,87,1
2014,48,025,Texas,Bee County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,87,1
2014,48,027,Texas,Bell County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,65,1
2014,48,027,Texas,Bell County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,62,1
2014,48,027,Texas,Bell County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,70,1
2014,48,027,Texas,Bell County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,65,1
2014,48,029,Texas,Bexar County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,61,1
2014,48,029,Texas,Bexar County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,60,1
2014,48,029,Texas,Bexar County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,63,1
2014,48,029,Texas,Bexar County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,62,1
2014,48,031,Texas,Blanco County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,79,1
2014,48,031,Texas,Blanco County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,031,Texas,Blanco County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,79,1
2014,48,031,Texas,Blanco County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,033,Texas,Borden County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,86,1
2014,48,033,Texas,Borden County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,033,Texas,Borden County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,86,1
2014,48,033,Texas,Borden County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,035,Texas,Bosque County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,74,1
2014,48,035,Texas,Bosque County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,035,Texas,Bosque County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,74,1
2014,48,035,Texas,Bosque County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,037,Texas,Bowie County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,33,1
2014,48,037,Texas,Bowie County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,27,1
2014,48,037,Texas,Bowie County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,35,1
2014,48,037,Texas,Bowie County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2014,48,039,Texas,Brazoria County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,34,1
2014,48,039,Texas,Brazoria County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,28,1
2014,48,039,Texas,Brazoria County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,49,1
2014,48,039,Texas,Brazoria County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,28,1
2014,48,041,Texas,Brazos County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,63,1
2014,48,041,Texas,Brazos County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,63,1
2014,48,041,Texas,Brazos County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,64,1
2014,48,041,Texas,Brazos County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,61,1
2014,48,043,Texas,Brewster County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,95,1
2014,48,043,Texas,Brewster County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,96,1
2014,48,043,Texas,Brewster County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,93,1
2014,48,043,Texas,Brewster County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,96,1
2014,48,045,Texas,Briscoe County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,94,1
2014,48,045,Texas,Briscoe County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,045,Texas,Briscoe County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,94,1
2014,48,045,Texas,Briscoe County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,047,Texas,Brooks County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,88,1
2014,48,047,Texas,Brooks County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,88,1
2014,48,047,Texas,Brooks County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,047,Texas,Brooks County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,049,Texas,Brown County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,77,1
2014,48,049,Texas,Brown County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,049,Texas,Brown County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,77,1
2014,48,049,Texas,Brown County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,73,1
2014,48,051,Texas,Burleson County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,75,1
2014,48,051,Texas,Burleson County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,051,Texas,Burleson County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,76,1
2014,48,051,Texas,Burleson County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,74,1
2014,48,053,Texas,Burnet County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,76,1
2014,48,053,Texas,Burnet County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,053,Texas,Burnet County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,76,1
2014,48,053,Texas,Burnet County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,055,Texas,Caldwell County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,74,1
2014,48,055,Texas,Caldwell County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,73,1
2014,48,055,Texas,Caldwell County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,79,1
2014,48,055,Texas,Caldwell County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,75,1
2014,48,057,Texas,Calhoun County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,86,1
2014,48,057,Texas,Calhoun County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,87,1
2014,48,057,Texas,Calhoun County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,81,1
2014,48,057,Texas,Calhoun County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,87,1
2014,48,059,Texas,Callahan County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,84,1
2014,48,059,Texas,Callahan County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,059,Texas,Callahan County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,84,1
2014,48,059,Texas,Callahan County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,48,061,Texas,Cameron County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,91,1
2014,48,061,Texas,Cameron County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,91,1
