year,state,county,state_name,county_name,subgroup_type,subgroup,poverty_exposure,poverty_exposure_quality
2018,16,031,Idaho,Cassia County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,033,Idaho,Clark County,all,All,0,2
2018,16,033,Idaho,Clark County,race-ethnicity,Black,NA,NA
2018,16,033,Idaho,Clark County,race-ethnicity,Hispanic,0,3
2018,16,033,Idaho,Clark County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,16,033,Idaho,Clark County,race-ethnicity,"White, Non-Hispanic",0,3
2018,16,035,Idaho,Clearwater County,all,All,0,1
2018,16,035,Idaho,Clearwater County,race-ethnicity,Black,NA,NA
2018,16,035,Idaho,Clearwater County,race-ethnicity,Hispanic,NA,NA
2018,16,035,Idaho,Clearwater County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,035,Idaho,Clearwater County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,037,Idaho,Custer County,all,All,0,1
2018,16,037,Idaho,Custer County,race-ethnicity,Black,NA,NA
2018,16,037,Idaho,Custer County,race-ethnicity,Hispanic,NA,NA
2018,16,037,Idaho,Custer County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,16,037,Idaho,Custer County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,039,Idaho,Elmore County,all,All,0,1
2018,16,039,Idaho,Elmore County,race-ethnicity,Black,NA,NA
2018,16,039,Idaho,Elmore County,race-ethnicity,Hispanic,0,2
2018,16,039,Idaho,Elmore County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,039,Idaho,Elmore County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,041,Idaho,Franklin County,all,All,0,1
2018,16,041,Idaho,Franklin County,race-ethnicity,Black,NA,NA
2018,16,041,Idaho,Franklin County,race-ethnicity,Hispanic,0,2
2018,16,041,Idaho,Franklin County,race-ethnicity,Other Races and Ethnicities,0,3
2018,16,041,Idaho,Franklin County,race-ethnicity,"White, Non-Hispanic",0,2
2018,16,043,Idaho,Fremont County,all,All,0,1
2018,16,043,Idaho,Fremont County,race-ethnicity,Black,NA,NA
2018,16,043,Idaho,Fremont County,race-ethnicity,Hispanic,0,2
2018,16,043,Idaho,Fremont County,race-ethnicity,Other Races and Ethnicities,0,3
2018,16,043,Idaho,Fremont County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,045,Idaho,Gem County,all,All,0,1
2018,16,045,Idaho,Gem County,race-ethnicity,Black,NA,NA
2018,16,045,Idaho,Gem County,race-ethnicity,Hispanic,0,3
2018,16,045,Idaho,Gem County,race-ethnicity,Other Races and Ethnicities,0,3
2018,16,045,Idaho,Gem County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,047,Idaho,Gooding County,all,All,0,1
2018,16,047,Idaho,Gooding County,race-ethnicity,Black,NA,NA
2018,16,047,Idaho,Gooding County,race-ethnicity,Hispanic,0,2
2018,16,047,Idaho,Gooding County,race-ethnicity,Other Races and Ethnicities,0,3
2018,16,047,Idaho,Gooding County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,049,Idaho,Idaho County,all,All,0,1
2018,16,049,Idaho,Idaho County,race-ethnicity,Black,NA,NA
2018,16,049,Idaho,Idaho County,race-ethnicity,Hispanic,0,2
2018,16,049,Idaho,Idaho County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,049,Idaho,Idaho County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,051,Idaho,Jefferson County,all,All,0,1
2018,16,051,Idaho,Jefferson County,race-ethnicity,Black,NA,NA
2018,16,051,Idaho,Jefferson County,race-ethnicity,Hispanic,0,2
2018,16,051,Idaho,Jefferson County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,051,Idaho,Jefferson County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,053,Idaho,Jerome County,all,All,0,1
2018,16,053,Idaho,Jerome County,race-ethnicity,Black,NA,NA
2018,16,053,Idaho,Jerome County,race-ethnicity,Hispanic,0,1
2018,16,053,Idaho,Jerome County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,053,Idaho,Jerome County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,055,Idaho,Kootenai County,all,All,0,1
2018,16,055,Idaho,Kootenai County,race-ethnicity,Black,0,3
2018,16,055,Idaho,Kootenai County,race-ethnicity,Hispanic,0,2
2018,16,055,Idaho,Kootenai County,race-ethnicity,Other Races and Ethnicities,0,1
2018,16,055,Idaho,Kootenai County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,057,Idaho,Latah County,all,All,0,1
2018,16,057,Idaho,Latah County,race-ethnicity,Black,0,3
2018,16,057,Idaho,Latah County,race-ethnicity,Hispanic,0,2
2018,16,057,Idaho,Latah County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,057,Idaho,Latah County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,059,Idaho,Lemhi County,all,All,0,1
2018,16,059,Idaho,Lemhi County,race-ethnicity,Black,NA,NA
2018,16,059,Idaho,Lemhi County,race-ethnicity,Hispanic,0,3
2018,16,059,Idaho,Lemhi County,race-ethnicity,Other Races and Ethnicities,0,3
2018,16,059,Idaho,Lemhi County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,061,Idaho,Lewis County,all,All,0,1
2018,16,061,Idaho,Lewis County,race-ethnicity,Black,NA,NA
2018,16,061,Idaho,Lewis County,race-ethnicity,Hispanic,NA,NA
2018,16,061,Idaho,Lewis County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,061,Idaho,Lewis County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,063,Idaho,Lincoln County,all,All,0,1
2018,16,063,Idaho,Lincoln County,race-ethnicity,Black,NA,NA
2018,16,063,Idaho,Lincoln County,race-ethnicity,Hispanic,0,2
2018,16,063,Idaho,Lincoln County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,16,063,Idaho,Lincoln County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,065,Idaho,Madison County,all,All,0.6518563080096254,1
2018,16,065,Idaho,Madison County,race-ethnicity,Black,1,3
2018,16,065,Idaho,Madison County,race-ethnicity,Hispanic,0.5933869526362824,2
2018,16,065,Idaho,Madison County,race-ethnicity,Other Races and Ethnicities,0.528892455858748,1
2018,16,065,Idaho,Madison County,race-ethnicity,"White, Non-Hispanic",0.6646829468499897,1
2018,16,067,Idaho,Minidoka County,all,All,0,1
2018,16,067,Idaho,Minidoka County,race-ethnicity,Black,NA,NA
2018,16,067,Idaho,Minidoka County,race-ethnicity,Hispanic,0,1
2018,16,067,Idaho,Minidoka County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,067,Idaho,Minidoka County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,069,Idaho,Nez Perce County,all,All,0,1
2018,16,069,Idaho,Nez Perce County,race-ethnicity,Black,0,3
2018,16,069,Idaho,Nez Perce County,race-ethnicity,Hispanic,0,2
2018,16,069,Idaho,Nez Perce County,race-ethnicity,Other Races and Ethnicities,0,1
2018,16,069,Idaho,Nez Perce County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,071,Idaho,Oneida County,all,All,0,2
2018,16,071,Idaho,Oneida County,race-ethnicity,Black,NA,NA
2018,16,071,Idaho,Oneida County,race-ethnicity,Hispanic,NA,NA
2018,16,071,Idaho,Oneida County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,16,071,Idaho,Oneida County,race-ethnicity,"White, Non-Hispanic",0,2
2018,16,073,Idaho,Owyhee County,all,All,0,1
2018,16,073,Idaho,Owyhee County,race-ethnicity,Black,NA,NA
2018,16,073,Idaho,Owyhee County,race-ethnicity,Hispanic,0,1
2018,16,073,Idaho,Owyhee County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,073,Idaho,Owyhee County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,075,Idaho,Payette County,all,All,0,1
2018,16,075,Idaho,Payette County,race-ethnicity,Black,NA,NA
2018,16,075,Idaho,Payette County,race-ethnicity,Hispanic,0,2
2018,16,075,Idaho,Payette County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,075,Idaho,Payette County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,077,Idaho,Power County,all,All,0,2
2018,16,077,Idaho,Power County,race-ethnicity,Black,NA,NA
2018,16,077,Idaho,Power County,race-ethnicity,Hispanic,0,3
2018,16,077,Idaho,Power County,race-ethnicity,Other Races and Ethnicities,0,3
2018,16,077,Idaho,Power County,race-ethnicity,"White, Non-Hispanic",0,2
2018,16,079,Idaho,Shoshone County,all,All,0,1
2018,16,079,Idaho,Shoshone County,race-ethnicity,Black,NA,NA
2018,16,079,Idaho,Shoshone County,race-ethnicity,Hispanic,0,2
2018,16,079,Idaho,Shoshone County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,079,Idaho,Shoshone County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,081,Idaho,Teton County,all,All,0,1
2018,16,081,Idaho,Teton County,race-ethnicity,Black,NA,NA
2018,16,081,Idaho,Teton County,race-ethnicity,Hispanic,0,3
2018,16,081,Idaho,Teton County,race-ethnicity,Other Races and Ethnicities,0,3
2018,16,081,Idaho,Teton County,race-ethnicity,"White, Non-Hispanic",0,2
2018,16,083,Idaho,Twin Falls County,all,All,0,1
2018,16,083,Idaho,Twin Falls County,race-ethnicity,Black,0,3
2018,16,083,Idaho,Twin Falls County,race-ethnicity,Hispanic,0,2
2018,16,083,Idaho,Twin Falls County,race-ethnicity,Other Races and Ethnicities,0,2
2018,16,083,Idaho,Twin Falls County,race-ethnicity,"White, Non-Hispanic",0,1
2018,16,085,Idaho,Valley County,all,All,0,2
2018,16,085,Idaho,Valley County,race-ethnicity,Black,NA,NA
2018,16,085,Idaho,Valley County,race-ethnicity,Hispanic,NA,NA
2018,16,085,Idaho,Valley County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,16,085,Idaho,Valley County,race-ethnicity,"White, Non-Hispanic",0,2
2018,16,087,Idaho,Washington County,all,All,0,1
2018,16,087,Idaho,Washington County,race-ethnicity,Black,NA,NA
2018,16,087,Idaho,Washington County,race-ethnicity,Hispanic,0,2
2018,16,087,Idaho,Washington County,race-ethnicity,Other Races and Ethnicities,0,3
2018,16,087,Idaho,Washington County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,001,Illinois,Adams County,all,All,0.05994411988823978,1
2018,17,001,Illinois,Adams County,race-ethnicity,Black,0.04125177809388335,2
2018,17,001,Illinois,Adams County,race-ethnicity,Hispanic,0,3
2018,17,001,Illinois,Adams County,race-ethnicity,Other Races and Ethnicities,0.02887139107611548,2
2018,17,001,Illinois,Adams County,race-ethnicity,"White, Non-Hispanic",0.06476761619190405,1
2018,17,003,Illinois,Alexander County,all,All,0.31911613566289826,1
2018,17,003,Illinois,Alexander County,race-ethnicity,Black,0.5453514739229025,1
2018,17,003,Illinois,Alexander County,race-ethnicity,Hispanic,NA,NA
2018,17,003,Illinois,Alexander County,race-ethnicity,Other Races and Ethnicities,0.3,2
2018,17,003,Illinois,Alexander County,race-ethnicity,"White, Non-Hispanic",0.10762800417972831,1
2018,17,005,Illinois,Bond County,all,All,0,1
2018,17,005,Illinois,Bond County,race-ethnicity,Black,0,3
2018,17,005,Illinois,Bond County,race-ethnicity,Hispanic,0,3
2018,17,005,Illinois,Bond County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,005,Illinois,Bond County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,007,Illinois,Boone County,all,All,0,1
2018,17,007,Illinois,Boone County,race-ethnicity,Black,0,3
2018,17,007,Illinois,Boone County,race-ethnicity,Hispanic,0,2
2018,17,007,Illinois,Boone County,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,007,Illinois,Boone County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,009,Illinois,Brown County,all,All,0,2
2018,17,009,Illinois,Brown County,race-ethnicity,Black,NA,NA
2018,17,009,Illinois,Brown County,race-ethnicity,Hispanic,NA,NA
2018,17,009,Illinois,Brown County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,009,Illinois,Brown County,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,011,Illinois,Bureau County,all,All,0,1
2018,17,011,Illinois,Bureau County,race-ethnicity,Black,0,2
2018,17,011,Illinois,Bureau County,race-ethnicity,Hispanic,0,2
2018,17,011,Illinois,Bureau County,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,011,Illinois,Bureau County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,013,Illinois,Calhoun County,all,All,0,1
2018,17,013,Illinois,Calhoun County,race-ethnicity,Black,NA,NA
2018,17,013,Illinois,Calhoun County,race-ethnicity,Hispanic,NA,NA
2018,17,013,Illinois,Calhoun County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,013,Illinois,Calhoun County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,015,Illinois,Carroll County,all,All,0,1
2018,17,015,Illinois,Carroll County,race-ethnicity,Black,0,2
2018,17,015,Illinois,Carroll County,race-ethnicity,Hispanic,0,2
2018,17,015,Illinois,Carroll County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,015,Illinois,Carroll County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,017,Illinois,Cass County,all,All,0,1
2018,17,017,Illinois,Cass County,race-ethnicity,Black,0,2
2018,17,017,Illinois,Cass County,race-ethnicity,Hispanic,0,2
2018,17,017,Illinois,Cass County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,017,Illinois,Cass County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,019,Illinois,Champaign County,all,All,0.4095419563980104,1
2018,17,019,Illinois,Champaign County,race-ethnicity,Black,0.12930638493339458,1
2018,17,019,Illinois,Champaign County,race-ethnicity,Hispanic,0.316633922724296,1
2018,17,019,Illinois,Champaign County,race-ethnicity,Other Races and Ethnicities,0.6426116838487973,1
2018,17,019,Illinois,Champaign County,race-ethnicity,"White, Non-Hispanic",0.4309906858594412,1
2018,17,021,Illinois,Christian County,all,All,0,1
2018,17,021,Illinois,Christian County,race-ethnicity,Black,0,3
2018,17,021,Illinois,Christian County,race-ethnicity,Hispanic,NA,NA
2018,17,021,Illinois,Christian County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,021,Illinois,Christian County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,023,Illinois,Clark County,all,All,0,1
2018,17,023,Illinois,Clark County,race-ethnicity,Black,NA,NA
2018,17,023,Illinois,Clark County,race-ethnicity,Hispanic,NA,NA
2018,17,023,Illinois,Clark County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,023,Illinois,Clark County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,025,Illinois,Clay County,all,All,0,1
2018,17,025,Illinois,Clay County,race-ethnicity,Black,0,3
2018,17,025,Illinois,Clay County,race-ethnicity,Hispanic,NA,NA
2018,17,025,Illinois,Clay County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,025,Illinois,Clay County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,027,Illinois,Clinton County,all,All,0,1
2018,17,027,Illinois,Clinton County,race-ethnicity,Black,0,3
2018,17,027,Illinois,Clinton County,race-ethnicity,Hispanic,0,3
2018,17,027,Illinois,Clinton County,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,027,Illinois,Clinton County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,029,Illinois,Coles County,all,All,0.34156737382543834,1
2018,17,029,Illinois,Coles County,race-ethnicity,Black,0.4031339031339031,1
2018,17,029,Illinois,Coles County,race-ethnicity,Hispanic,0.4085365853658536,2
2018,17,029,Illinois,Coles County,race-ethnicity,Other Races and Ethnicities,0.6323529411764706,2
2018,17,029,Illinois,Coles County,race-ethnicity,"White, Non-Hispanic",0.31406724389969637,1
2018,17,031,Illinois,Cook County,all,All,0.11501246754582144,1
2018,17,031,Illinois,Cook County,race-ethnicity,Black,0.23605891794920217,1
2018,17,031,Illinois,Cook County,race-ethnicity,Hispanic,0.03368144527464956,1
2018,17,031,Illinois,Cook County,race-ethnicity,Other Races and Ethnicities,0.03903477643718949,1
2018,17,031,Illinois,Cook County,race-ethnicity,"White, Non-Hispanic",0.02390543369276504,1
2018,17,033,Illinois,Crawford County,all,All,0,1
2018,17,033,Illinois,Crawford County,race-ethnicity,Black,NA,NA
2018,17,033,Illinois,Crawford County,race-ethnicity,Hispanic,0,3
2018,17,033,Illinois,Crawford County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,033,Illinois,Crawford County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,035,Illinois,Cumberland County,all,All,0,1
2018,17,035,Illinois,Cumberland County,race-ethnicity,Black,NA,NA
2018,17,035,Illinois,Cumberland County,race-ethnicity,Hispanic,0,2
2018,17,035,Illinois,Cumberland County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,035,Illinois,Cumberland County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,037,Illinois,DeKalb County,all,All,0.4110008575278696,1
2018,17,037,Illinois,DeKalb County,race-ethnicity,Black,0.711140322050608,1
2018,17,037,Illinois,DeKalb County,race-ethnicity,Hispanic,0.28869723104857015,1
2018,17,037,Illinois,DeKalb County,race-ethnicity,Other Races and Ethnicities,0.4547236377891023,1
2018,17,037,Illinois,DeKalb County,race-ethnicity,"White, Non-Hispanic",0.3310388647675527,1
2018,17,039,Illinois,De Witt County,all,All,0,1
2018,17,039,Illinois,De Witt County,race-ethnicity,Black,NA,NA
2018,17,039,Illinois,De Witt County,race-ethnicity,Hispanic,0,3
2018,17,039,Illinois,De Witt County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,039,Illinois,De Witt County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,041,Illinois,Douglas County,all,All,0,1
2018,17,041,Illinois,Douglas County,race-ethnicity,Black,0,3
2018,17,041,Illinois,Douglas County,race-ethnicity,Hispanic,0,2
2018,17,041,Illinois,Douglas County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,041,Illinois,Douglas County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,043,Illinois,DuPage County,all,All,0,1
2018,17,043,Illinois,DuPage County,race-ethnicity,Black,0,1
2018,17,043,Illinois,DuPage County,race-ethnicity,Hispanic,0,1
2018,17,043,Illinois,DuPage County,race-ethnicity,Other Races and Ethnicities,0,1
2018,17,043,Illinois,DuPage County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,045,Illinois,Edgar County,all,All,0,1
2018,17,045,Illinois,Edgar County,race-ethnicity,Black,NA,NA
2018,17,045,Illinois,Edgar County,race-ethnicity,Hispanic,NA,NA
2018,17,045,Illinois,Edgar County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,045,Illinois,Edgar County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,047,Illinois,Edwards County,all,All,0,1
2018,17,047,Illinois,Edwards County,race-ethnicity,Black,NA,NA
2018,17,047,Illinois,Edwards County,race-ethnicity,Hispanic,NA,NA
2018,17,047,Illinois,Edwards County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,047,Illinois,Edwards County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,049,Illinois,Effingham County,all,All,0,1
2018,17,049,Illinois,Effingham County,race-ethnicity,Black,0,3
2018,17,049,Illinois,Effingham County,race-ethnicity,Hispanic,0,3
2018,17,049,Illinois,Effingham County,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,049,Illinois,Effingham County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,051,Illinois,Fayette County,all,All,0,1
2018,17,051,Illinois,Fayette County,race-ethnicity,Black,0,3
2018,17,051,Illinois,Fayette County,race-ethnicity,Hispanic,NA,NA
2018,17,051,Illinois,Fayette County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,051,Illinois,Fayette County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,053,Illinois,Ford County,all,All,0,1
2018,17,053,Illinois,Ford County,race-ethnicity,Black,0,3
2018,17,053,Illinois,Ford County,race-ethnicity,Hispanic,0,3
2018,17,053,Illinois,Ford County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,053,Illinois,Ford County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,055,Illinois,Franklin County,all,All,0.13077025409072768,1
2018,17,055,Illinois,Franklin County,race-ethnicity,Black,0.10465116279069768,3
2018,17,055,Illinois,Franklin County,race-ethnicity,Hispanic,0,2
2018,17,055,Illinois,Franklin County,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,055,Illinois,Franklin County,race-ethnicity,"White, Non-Hispanic",0.13827370812038614,1
2018,17,057,Illinois,Fulton County,all,All,0,1
2018,17,057,Illinois,Fulton County,race-ethnicity,Black,0,3
2018,17,057,Illinois,Fulton County,race-ethnicity,Hispanic,0,3
2018,17,057,Illinois,Fulton County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,057,Illinois,Fulton County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,059,Illinois,Gallatin County,all,All,0,1
2018,17,059,Illinois,Gallatin County,race-ethnicity,Black,NA,NA
2018,17,059,Illinois,Gallatin County,race-ethnicity,Hispanic,NA,NA
2018,17,059,Illinois,Gallatin County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,059,Illinois,Gallatin County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,061,Illinois,Greene County,all,All,0,1
2018,17,061,Illinois,Greene County,race-ethnicity,Black,NA,NA
2018,17,061,Illinois,Greene County,race-ethnicity,Hispanic,0,3
2018,17,061,Illinois,Greene County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,061,Illinois,Greene County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,063,Illinois,Grundy County,all,All,0,1
2018,17,063,Illinois,Grundy County,race-ethnicity,Black,0,3
2018,17,063,Illinois,Grundy County,race-ethnicity,Hispanic,0,2
2018,17,063,Illinois,Grundy County,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,063,Illinois,Grundy County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,065,Illinois,Hamilton County,all,All,0,2
2018,17,065,Illinois,Hamilton County,race-ethnicity,Black,NA,NA
2018,17,065,Illinois,Hamilton County,race-ethnicity,Hispanic,NA,NA
2018,17,065,Illinois,Hamilton County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,065,Illinois,Hamilton County,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,067,Illinois,Hancock County,all,All,0,1
2018,17,067,Illinois,Hancock County,race-ethnicity,Black,NA,NA
2018,17,067,Illinois,Hancock County,race-ethnicity,Hispanic,0,2
2018,17,067,Illinois,Hancock County,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,067,Illinois,Hancock County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,069,Illinois,Hardin County,all,All,0,1
2018,17,069,Illinois,Hardin County,race-ethnicity,Black,NA,NA
2018,17,069,Illinois,Hardin County,race-ethnicity,Hispanic,0,3
2018,17,069,Illinois,Hardin County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,069,Illinois,Hardin County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,071,Illinois,Henderson County,all,All,0,1
2018,17,071,Illinois,Henderson County,race-ethnicity,Black,NA,NA
2018,17,071,Illinois,Henderson County,race-ethnicity,Hispanic,NA,NA
2018,17,071,Illinois,Henderson County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,071,Illinois,Henderson County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,073,Illinois,Henry County,all,All,0,1
2018,17,073,Illinois,Henry County,race-ethnicity,Black,0,2
2018,17,073,Illinois,Henry County,race-ethnicity,Hispanic,0,2
2018,17,073,Illinois,Henry County,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,073,Illinois,Henry County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,075,Illinois,Iroquois County,all,All,0,1
2018,17,075,Illinois,Iroquois County,race-ethnicity,Black,0,2
2018,17,075,Illinois,Iroquois County,race-ethnicity,Hispanic,0,2
2018,17,075,Illinois,Iroquois County,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,075,Illinois,Iroquois County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,077,Illinois,Jackson County,all,All,0.5628894994304094,1
2018,17,077,Illinois,Jackson County,race-ethnicity,Black,0.6062200956937799,1
2018,17,077,Illinois,Jackson County,race-ethnicity,Hispanic,0.6075949367088608,2
2018,17,077,Illinois,Jackson County,race-ethnicity,Other Races and Ethnicities,0.7097136440202133,1
2018,17,077,Illinois,Jackson County,race-ethnicity,"White, Non-Hispanic",0.5133876600698487,1
2018,17,079,Illinois,Jasper County,all,All,0,1
2018,17,079,Illinois,Jasper County,race-ethnicity,Black,NA,NA
2018,17,079,Illinois,Jasper County,race-ethnicity,Hispanic,NA,NA
2018,17,079,Illinois,Jasper County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,079,Illinois,Jasper County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,081,Illinois,Jefferson County,all,All,0.10792580101180438,1
2018,17,081,Illinois,Jefferson County,race-ethnicity,Black,0.4675118858954041,2
2018,17,081,Illinois,Jefferson County,race-ethnicity,Hispanic,0.3769968051118211,2
2018,17,081,Illinois,Jefferson County,race-ethnicity,Other Races and Ethnicities,0.4123989218328841,2
2018,17,081,Illinois,Jefferson County,race-ethnicity,"White, Non-Hispanic",0.04208153297012963,1
2018,17,083,Illinois,Jersey County,all,All,0,1
2018,17,083,Illinois,Jersey County,race-ethnicity,Black,NA,NA
2018,17,083,Illinois,Jersey County,race-ethnicity,Hispanic,0,3
2018,17,083,Illinois,Jersey County,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,083,Illinois,Jersey County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,085,Illinois,Jo Daviess County,all,All,0,1
2018,17,085,Illinois,Jo Daviess County,race-ethnicity,Black,NA,NA
2018,17,085,Illinois,Jo Daviess County,race-ethnicity,Hispanic,0,3
2018,17,085,Illinois,Jo Daviess County,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,085,Illinois,Jo Daviess County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,087,Illinois,Johnson County,all,All,0.01156069364161849,1
2018,17,087,Illinois,Johnson County,race-ethnicity,Black,NA,NA
2018,17,087,Illinois,Johnson County,race-ethnicity,Hispanic,0,3
2018,17,087,Illinois,Johnson County,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,087,Illinois,Johnson County,race-ethnicity,"White, Non-Hispanic",0.01203783319002579,1
2018,17,089,Illinois,Kane County,all,All,0,1
2018,17,089,Illinois,Kane County,race-ethnicity,Black,0,1
2018,17,089,Illinois,Kane County,race-ethnicity,Hispanic,0,1
2018,17,089,Illinois,Kane County,race-ethnicity,Other Races and Ethnicities,0,1
2018,17,089,Illinois,Kane County,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,091,Illinois,Kankakee County,all,All,0.10719260478662784,1
2018,17,091,Illinois,Kankakee County,race-ethnicity,Black,0.16559897501601537,1
2018,17,091,Illinois,Kankakee County,race-ethnicity,Hispanic,0.12460920053595356,1
2018,17,091,Illinois,Kankakee County,race-ethnicity,Other Races and Ethnicities,0.19728601252609604,1
2018,17,091,Illinois,Kankakee County,race-ethnicity,"White, Non-Hispanic",0.05453501722158439,1
2018,17,093,Illinois,Kendall County,all,All,0,1
2018,17,093,Illinois,Kendall County,race-ethnicity,Black,0,2
2018,17,093,Illinois,Kendall County,race-ethnicity,Hispanic,0,2
2018,17,093,Illinois,Kendall County,race-ethnicity,Other Races and Ethnicities,0,2
