year,state,county,state_name,county_name,in_universe,subgroup,subgroup_type,pctl_income_20,pctl_income_20_lb,pctl_income_20_ub,pctl_income_20_quality,pctl_income_50,pctl_income_50_lb,pctl_income_50_ub,pctl_income_50_quality,pctl_income_80,pctl_income_80_lb,pctl_income_80_ub,pctl_income_80_quality,rate_juv_arrest,rate_juv_arrest_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,share_hs_degree,share_hs_degree_lb,share_hs_degree_ub,share_hs_degree_quality,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2017,26,041,Michigan,Delta County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.84,1.21,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,043,Michigan,Dickinson County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.84,1.22,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,043,Michigan,Dickinson County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.82,1.25,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,043,Michigan,Dickinson County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,0.83,1.25,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,045,Michigan,Eaton County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,1.02,1.2,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,045,Michigan,Eaton County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.95,1.15,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,045,Michigan,Eaton County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,1.08,1.27,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,047,Michigan,Emmet County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.79,1.12,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,047,Michigan,Emmet County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.72,1.1,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,047,Michigan,Emmet County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.79,1.14,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,049,Michigan,Genesee County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,1,1.09,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,049,Michigan,Genesee County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.96,1.06,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,049,Michigan,Genesee County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.04,1.14,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,051,Michigan,Gladwin County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.83,1.27,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,051,Michigan,Gladwin County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.76,1.28,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,051,Michigan,Gladwin County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.85,1.32,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,053,Michigan,Gogebic County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.55,1.09,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,053,Michigan,Gogebic County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.45,1.1,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,053,Michigan,Gogebic County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.54,1.11,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,055,Michigan,Grand Traverse County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,1.08,1.28,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,055,Michigan,Grand Traverse County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,1,1.22,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,055,Michigan,Grand Traverse County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,1.13,1.35,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,057,Michigan,Gratiot County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.91,1.2,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,057,Michigan,Gratiot County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.86,1.18,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,057,Michigan,Gratiot County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.92,1.25,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,059,Michigan,Hillsdale County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.94,1.24,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,059,Michigan,Hillsdale County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.85,1.21,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,059,Michigan,Hillsdale County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,0.96,1.3,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,061,Michigan,Houghton County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.91,1.22,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,061,Michigan,Houghton County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.83,1.17,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,061,Michigan,Houghton County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,0.97,1.31,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,063,Michigan,Huron County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.75,1.1,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,063,Michigan,Huron County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.6,1,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,063,Michigan,Huron County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.86,1.24,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,065,Michigan,Ingham County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.96,1.08,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,065,Michigan,Ingham County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.92,1.05,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,065,Michigan,Ingham County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.99,1.12,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,067,Michigan,Ionia County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.99,1.23,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,067,Michigan,Ionia County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,0.93,1.2,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,067,Michigan,Ionia County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,1.01,1.27,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,069,Michigan,Iosco County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,0.93,1.3,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,069,Michigan,Iosco County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.81,1.24,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,069,Michigan,Iosco County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,1.01,1.41,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,071,Michigan,Iron County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,0.78,1.46,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,071,Michigan,Iron County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,0.76,1.51,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,071,Michigan,Iron County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.71,1.46,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,073,Michigan,Isabella County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.81,1.08,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,073,Michigan,Isabella County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.76,1.07,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,073,Michigan,Isabella County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.82,1.12,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,075,Michigan,Jackson County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,1,1.15,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,075,Michigan,Jackson County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.93,1.11,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,075,Michigan,Jackson County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,1.04,1.2,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,077,Michigan,Kalamazoo County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.94,1.06,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,077,Michigan,Kalamazoo County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.88,1.02,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,077,Michigan,Kalamazoo County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,0.98,1.11,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,079,Michigan,Kalkaska County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.68,1.19,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,079,Michigan,Kalkaska County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.53,1.16,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,079,Michigan,Kalkaska County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.69,1.23,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,081,Michigan,Kent County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1.02,1.1,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,081,Michigan,Kent County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.99,1.07,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,081,Michigan,Kent County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.06,1.14,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,083,Michigan,Keweenaw County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,083,Michigan,Keweenaw County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,083,Michigan,Keweenaw County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,085,Michigan,Lake County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.1,1.38,Marginal,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,085,Michigan,Lake County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,-0.16,1.31,Weak,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,085,Michigan,Lake County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,087,Michigan,Lapeer County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,0.94,1.14,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,087,Michigan,Lapeer County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.89,1.12,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,087,Michigan,Lapeer County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,0.96,1.19,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,089,Michigan,Leelanau County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.48,1.07,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,089,Michigan,Leelanau County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.29,0.93,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,089,Michigan,Leelanau County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.64,1.33,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,091,Michigan,Lenawee County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.78,1,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,091,Michigan,Lenawee County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.73,0.99,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,091,Michigan,Lenawee County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.8,1.03,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,093,Michigan,Livingston County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.93,1.07,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,093,Michigan,Livingston County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.9,1.06,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,093,Michigan,Livingston County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.95,1.1,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,095,Michigan,Luce County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.62,1.44,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,095,Michigan,Luce County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.57,1.45,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,095,Michigan,Luce County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.54,1.5,Weak,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,097,Michigan,Mackinac County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.59,1.23,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,097,Michigan,Mackinac County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.58,1.33,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,097,Michigan,Mackinac County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.56,1.25,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,099,Michigan,Macomb County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,1.08,1.14,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,099,Michigan,Macomb County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,1.04,1.11,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,099,Michigan,Macomb County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,1.11,1.18,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,101,Michigan,Manistee County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.7,1.13,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,101,Michigan,Manistee County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.48,1.17,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,101,Michigan,Manistee County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.8,1.26,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,103,Michigan,Marquette County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.85,1.12,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,103,Michigan,Marquette County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.79,1.09,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,103,Michigan,Marquette County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.9,1.19,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,105,Michigan,Mason County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.77,1.13,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,105,Michigan,Mason County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.75,1.15,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,105,Michigan,Mason County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.71,1.12,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,107,Michigan,Mecosta County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.75,1.09,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,107,Michigan,Mecosta County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.62,1,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,107,Michigan,Mecosta County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.81,1.18,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,109,Michigan,Menominee County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.92,1.3,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,109,Michigan,Menominee County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.87,1.3,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,109,Michigan,Menominee County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,0.93,1.34,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,111,Michigan,Midland County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,1.03,1.24,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,111,Michigan,Midland County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.98,1.22,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,111,Michigan,Midland County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,1.06,1.29,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,113,Michigan,Missaukee County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.7,1.21,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,113,Michigan,Missaukee County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.61,1.2,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,113,Michigan,Missaukee County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.7,1.25,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,115,Michigan,Monroe County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.92,1.08,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,115,Michigan,Monroe County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.88,1.06,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,115,Michigan,Monroe County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.94,1.11,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,117,Michigan,Montcalm County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,1.04,1.25,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,117,Michigan,Montcalm County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.96,1.21,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,117,Michigan,Montcalm County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,1.09,1.33,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,119,Michigan,Montmorency County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.26,1.06,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,119,Michigan,Montmorency County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.15,0.96,Weak,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,119,Michigan,Montmorency County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.18,1.81,Weak,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,121,Michigan,Muskegon County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.92,1.06,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,121,Michigan,Muskegon County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.86,1.03,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,121,Michigan,Muskegon County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.96,1.11,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,123,Michigan,Newaygo County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,0.99,1.25,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,123,Michigan,Newaygo County,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.9,1.21,Strong,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,123,Michigan,Newaygo County,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,1.04,1.32,Strong,NA,NA,NA,NA,NA,NA,NA,NA
