state,place,state_name,place_name,share_in_preschool,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,share_hs_degree,share_hs_degree_quality,share_digital_access,share_digital_access_quality,pctl_income_20,pctl_income_50,pctl_income_80,pctl_income_quality,share_debt_col,share_debt_col_quality,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,homeless_quality,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,housing_quality,share_election_turnout,share_election_turnout_quality,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_poverty_exposure,share_poverty_exposure_quality,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality,index_air_quality,index_air_quality_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality,rate_juv_arrest,rate_juv_arrest_quality,rate_violent_crime,rate_property_crime,rate_crime_quality,share_employed,share_employed_quality
06,46842,California,Menifee city,0.19942081345373644,2,1.0704601,0.91828799,1.2226322,1,0.23803191,1,0.27595013,1,0.12305962,1,0.8796223595424759,2,0.9446329472049382,1,36047.48,80437.3768,153974.236,2,NA,NA,5.1%:6.6%,3,27.5%:32.8%,3,15.1%:10.4%,3,52.2%:50.3%,3,50,49,51,0.004041384,1,1.0389829033738067,1.007720236306276,1.0834014348745349,2,0.775840460486516,1,0.10761803954930804,0.06221250581171047,0.3940290239294087,0.4361404307095728,0,1,0.9130070078924956,1,0.5512636687481312,1,0.8629527085498195,1,0.5326201056671079,1,33,1,0.9631495793774598,3,0.7,2,NA,NA,NA,NA,NA,0.7278810360160797,2
06,46898,California,Merced city,0.3436835088421001,2,1.0684544,0.86342841,1.2734804,1,0.88143831,1,0.85618442,1,0.68165678,1,0.9134466119694756,2,0.9226564952961288,1,19877.6104,55616.112,123591.36,2,NA,NA,3.2%:6.2%,3,36.7%:49.8%,3,19.4%:10.1%,3,40.7%:33.9%,3,176,176,176,0.0107697956,1,1.371670345528975,1.01620305892757,0.8548921882708109,2,0.5742141984116521,1,0.14225576500412823,0.03914272091914458,0.5807798309164699,0.23782168316025723,0.2456677961681396,1,0.9395260789739742,1,0.386524347543409,1,0.8145116886259318,1,0.6806170319300477,1,17,1,0.6633886603551913,3,2.4,2,NA,NA,NA,NA,NA,0.7071315434473793,2
06,47766,California,Milpitas city,0.3980608609604426,2,1.3879143,1.1967152,1.5791134,1,0.024154589,1,0.10577865,1,0.016161617,1,0.8809786517436312,2,0.9463143743796564,1,77244.6,158608.912,265309.4528,2,NA,NA,2.4%:3.2%,3,8.3%:10.8%,2,72.6%:69.2%,2,16.7%:16.7%,2,365,365,365,0.0354093909,1,1.592335210655239,1.3726731838499728,1.4061983185345206,2,0.7069055759981773,1,0.7233927606699082,0.03181184274999057,0.13889412385511288,0.10590127272498838,0,1,0.9410082762208782,1,0.7958369467749423,1,0.25454422225305373,1,0.8699773882609365,1,58,1,1.4292442733564017,3,7.8,2,NA,NA,NA,NA,NA,0.817683421095635,2
06,48256,California,Mission Viejo city,0.39102079954613095,1,1.1598039,1.0481815,1.2714262,1,0,1,0,1,0,1,0.9965834707447876,1,0.9556594131925222,1,56646.04,123591.36000000002,215254.952,1,NA,NA,1.1%:1.5%,3,8.1%:13.6%,2,13.4%:13.0%,2,77.4%:71.9%,2,1233,1233,1233,0.0467080846,1,1.3385258312361428,1.1889539157308788,1.2481610539432542,1,0.819399463897789,1,0.1850381126772559,0.01085891921815781,0.1888493804028446,0.6152535877017417,0,1,0.980032716813777,1,0.7487216665807308,1,0.7977455712055177,1,0.37390995740422905,1,21,1,1.2987948718268214,3,2.7,2,NA,NA,NA,NA,NA,0.7941572426294076,1
06,48354,California,Modesto city,0.2992471461337274,1,1.1092035,0.92208022,1.2963266,1,0.6768769,1,0.75764543,1,0.49457002,1,0.9378686879073668,1,0.9206486992945326,1,30897.84,68387.2192,127711.072,1,0.28286,1,3.6%:3.3%,3,25.4%:35.9%,2,14.2%:11.7%,2,56.9%:49.1%,2,974,972,976,0.0191626661,1,1.2213377840152235,0.9914153169690006,0.8992893704932232,1,0.6205984928343156,1,0.12272192827748384,0.04305831128747795,0.4200194738389183,0.4142002865961199,0.08430248253021705,1,0.9304549925682264,1,0.5193325635623833,1,0.8476281886567353,1,0.5207823225324544,1,26,1,0.7738531108732876,3,1.1,1,NA,NA,NA,NA,NA,0.7098700947614299,1
06,49270,California,Moreno Valley city,0.1501828638009143,1,0.89966512,0.79934484,0.9999854,1,0.99140263,1,0.99387509,1,0.98465568,1,0.9788528372615732,1,0.9396989024384392,1,41197.12,80334.384,142027.0712,1,NA,NA,17.7%:17.4%,2,49.9%:54.1%,2,11.1%:10.3%,2,21.3%:18.2%,2,6645,6644,6646,0.2001023889,1,1.0002093232593834,0.9081178833229648,0.8642952285427508,1,0.5718623411514128,1,0.085640516194672,0.17359901329839564,0.604210758694828,0.13654971181210435,0,1,0.7937212161163689,1,0.3683458487316208,1,0.8946548386846682,1,0.8124032309945617,1,23,1,0.6776636331593794,3,0.5,2,NA,NA,NA,NA,NA,0.7392711312161308,1
06,49670,California,Mountain View city,0.5191382556624291,2,1.0855143,0.86657274,1.3044559,1,0.0090909088,1,0.094923645,1,0.0068623712,1,0.9360534251345156,2,0.9521896880195124,1,66945.32,185387.04,424742.3072,2,NA,NA,0.3%:2.4%,3,1.5%:9.2%,3,38.9%:37.0%,3,59.3%:51.4%,3,240,240,240,0.0249221176,1,1.7895212929887503,1.3333509608289684,0.9992616876748812,2,0.7832892941991659,1,0.3851278379788615,0.02332269533667439,0.17990753437124585,0.4116419323132182,0,1,0.9350172851360792,2,0.7710563064975627,1,0.5973155181397302,1,0.5716130872416476,1,55,1,1.5638858371900826,3,1.5,1,NA,NA,NA,NA,NA,0.8087366313419477,2
06,50076,California,Murrieta city,0.19131702107506365,2,1.0284711,0.90214944,1.1547928,1,0,1,0,1,0,1,0.9772057839944014,2,0.9611777201699432,1,46861.724,102992.80000000002,162316.6528,2,NA,NA,6.1%:7.9%,2,18.1%:21.6%,2,28.2%:16.8%,2,47.6%:53.7%,2,463,463,463,0.019727312,1,1.1291819742546447,1.2995927656945945,1.5240407985014537,2,0.7027773423801066,1,0.1421203283646576,0.05187405487146251,0.33336933822999926,0.4726362785338806,0,1,0.923359560271518,1,0.6550738315526391,1,0.810163653603758,1,0.507881961937201,1,39,1,1.0894416614658384,3,2.4,2,NA,NA,NA,NA,NA,0.7296117849723224,2
06,50258,California,Napa city,0.3479333744602098,2,1.1523156,1.0113978,1.2932334,1,0.16470589,1,0.3444812,1,0.11319112,1,0.963682864450128,2,0.9261104140526976,1,38107.336,94753.37600000002,187446.896,2,NA,NA,0.4%:1.0%,3,15.0%:24.9%,3,9.7%:10.7%,3,74.9%:63.4%,3,358,358,358,0.0204548053,1,1.225480416523793,1.0999872416672656,1.069299133760828,2,0.7678561311955048,1,0.06754077791718946,0.00592220828105395,0.3964491844416562,0.5300878293601003,0.00616343354905623,1,0.9630743767439908,2,0.5417603284011075,1,0.9179742975822632,1,0.4371085534583271,1,54,1,0.7805893329648241,3,3.9,2,NA,NA,NA,NA,NA,0.8335742469820682,2
06,51182,California,Newport Beach city,0.4882449052936147,3,NA,NA,NA,NA,0,1,0,1,0,1,0.9215901283933235,3,0.9555159312868564,1,45625.8104,106172.52761223994,220404.592,3,NA,NA,0.4%:1.1%,3,5.3%:11.3%,3,15.3%:19.5%,3,79.0%:68.1%,3,14,14,14,0.078651689,1,1.3948361999235517,0.9715567737247728,0.8878523767857978,3,0.7853314588927246,1,0.12408223201174744,0.00629326620516047,0.09706780411626229,0.7725566976668298,0,1,0.967929151795123,2,0.871530502602161,1,0.8319927596769869,1,0.218033742490458,1,44,1,1.257144195585774,3,3.7,2,NA,NA,NA,NA,NA,0.794387983149703,3
06,52526,California,Norwalk city,0.29320469798657717,3,0.87353981,0.73415595,1.0129237,1,0.93841642,1,0.884413,1,0.85340315,1,0.9424743892829,1,0.895567598954805,1,34564.38368,82394.24,148309.632,1,NA,NA,2.9%:3.7%,3,67.3%:68.7%,1,15.5%:15.2%,1,14.2%:12.5%,1,5374,5374,5374,0.3174246848,1,1.3489048697913657,1.1455573056610766,1.2657882050457978,1,0.6204788003803372,1,0.15719539339978708,0.04375302429110616,0.6898964482725249,0.10915513403658182,0,1,0.932425688956404,1,0.29004155988465047,1,0.8018528582374607,1,0.8524110787081415,1,5,1,0.7381522612981744,3,3.8,2,NA,NA,NA,NA,NA,0.7565849420440338,1
06,53000,California,Oakland city,0.5728849501185463,1,1.0540106,0.96944463,1.1385766,2,0.66356361,1,0.84305763,1,0.17699777,1,0.9397100181807624,1,0.8892395805717316,1,30712.45296,83424.168,200320.996,1,0.22633,1,10.7%:21.2%,2,9.1%:18.5%,2,26.7%:26.2%,2,53.5%:34.2%,2,1266,1262,1270,0.0277473368,1,1.2775319074006215,1.0757594309884149,0.8041256471912874,1,0.7070575163226174,1,0.22611462056734347,0.21607457924616272,0.27180560761333616,0.2860051925731577,0.01028740093121826,1,0.7067176698382786,1,0.571825468029749,1,0.7015751552799472,1,0.5569187720090121,1,46,1,1.0047761505768191,3,0.6,2,NA,NA,NA,NA,NA,0.7938776472081162,1
06,53322,California,Oceanside city,0.3035453713627024,2,1.1201097,0.99120593,1.2490134,1,0.40927258,1,0.39992651,1,0.12991142,1,0.968206753990869,2,0.946853451487725,1,33781.6384,79085.46755900064,148309.632,2,NA,NA,2.6%:4.8%,3,14.1%:28.8%,3,12.5%:12.8%,3,70.8%:53.7%,3,435,434,436,0.0204975978,1,1.1192962973947913,0.6766838730397564,0.7402400535972152,2,0.71521801410719,1,0.1358469801273637,0.04424484555287428,0.3777635116157766,0.4421446627039854,0,1,0.9237745341353636,1,0.5380658839308651,1,0.845461190797367,1,0.4963928666405456,1,45,1,0.9293012576561404,3,1.1,2,450.9780953496544,1,1154.9859280870796,3092.381678426697,1,0.7176014894691043,2
06,53896,California,Ontario city,0.3898664585329163,1,1.2304121,1.0967942,1.36403,1,0.37621832,1,0.76615852,1,0.2373078,1,0.8421198125803087,1,0.9136300599807105,1,30897.84,73742.8448,134117.22416,1,NA,NA,5.8%:6.8%,1,52.6%:59.6%,1,18.9%:13.9%,1,22.7%:19.7%,1,3989,3989,3989,0.0859494507,1,0.8748532194755841,0.7320671644559958,0.6965968266877373,1,0.5881554089146295,1,0.10191584438116,0.052470280727986623,0.6986297460949761,0.14698412879587724,0,1,0.9159147606438444,1,0.26746426363164394,1,0.8198058343791549,1,0.8103483476887992,1,5,1,0.7274621909982965,3,1.2,1,NA,NA,NA,NA,NA,0.7536536879723663,1
06,53980,California,Orange city,0.5883935695982445,2,1.0677049,0.95706093,1.1783489,1,0.41975307,1,0.59966528,1,0.19935691,1,0.966226777978152,2,0.9046445633823054,1,46552.7456,103095.7928,201865.888,2,NA,NA,0.6%:1.6%,3,15.5%:32.4%,2,21.4%:17.9%,2,62.5%:48.1%,2,298,298,298,0.0109193511,1,1.348469051136438,1.0165955449105162,0.8280499908735024,2,0.680437745286275,1,0.18079672402025937,0.01273752649161248,0.39104134487589354,0.4154244046122346,0,1,0.9734157947418656,1,0.5419853669618443,1,0.7951533653251318,1,0.5515776992942748,1,7,1,0.8767197830469075,3,1.5,2,NA,NA,NA,NA,NA,0.8153599390240706,2
06,54652,California,Oxnard city,0.1989774464814913,1,1.1730261,1.0087534,1.3372988,1,0.63505155,1,0.7668553,1,0.71274835,1,0.91262394841405,1,0.884609889595578,1,37077.408,91354.6136,154489.2,1,NA,NA,2.3%:3.3%,3,43.8%:56.2%,2,13.7%:11.4%,2,40.2%:29.0%,2,3961,3961,3961,0.0949151739,1,1.3312620774105164,1.0406976709251516,0.9777608187757472,1,0.6084486984893037,1,0.09269833137091649,0.01956340741251644,0.7544991895793203,0.13323907163724685,0,1,0.965971482781277,1,0.20246220698853007,1,0.8499697951611447,1,0.7145760670824716,1,51,1,0.6921927016161138,3,0.9,2,NA,NA,NA,NA,NA,0.7816655300924312,1
06,55156,California,Palmdale city,0.20269643443076096,1,1.0809723,0.94639754,1.215547,1,0.91425741,1,0.92094934,1,0.61531937,1,0.8200418204793714,1,0.926482406376684,1,30897.840000000004,74154.816,134920.568,1,NA,NA,5.6%:10.9%,2,44.3%:52.4%,2,8.2%:7.4%,2,41.9%:29.3%,2,352,351,353,0.015044664,1,1.2915891349908175,1.003179599534875,0.8137138475562643,1,0.6866238536744849,1,0.07613089108085745,0.1243667664759773,0.6103567537964247,0.18914558864674053,0,1,0.8572091068816149,1,0.3549826453583891,1,0.8966385910194522,1,0.722561799314824,1,66,1,0.7310310748905724,3,1.1,2,NA,NA,NA,NA,NA,0.6919968118448598,1
06,56000,California,Pasadena city,0.5009193800305137,1,0.84533155,0.70746815,0.98319495,1,0.25100806,1,0.29963681,1,0.089158647,1,0.926935974986337,1,0.8878512081054399,1,31515.7968,86069.10498327648,197746.176,1,NA,NA,3.7%:8.0%,1,13.8%:26.4%,1,28.0%:24.5%,1,54.5%:41.0%,1,829,829,829,0.0512677804,1,1.1535450113010062,0.8079210561900334,0.5522502131054244,1,0.7503453057400676,1,0.22576763156567295,0.07514538340143113,0.3605940722485245,0.3384929127843714,0.08384036967537978,1,0.8865465742578857,1,0.5522029406633161,1,0.7341407651701667,1,0.5979577599656305,1,6,1,0.9840631725123694,3,2.2,2,NA,NA,NA,NA,NA,0.8240388294034181,1
06,56700,California,Perris city,0.27229652727619447,2,0.9215458,0.76985294,1.0732387,1,0.9481982,1,0.94603282,1,0.94911736,1,0.9063591016413994,2,0.9267021739687092,1,30908.13928,82806.2112,145013.8624,2,NA,NA,5.4%:8.1%,3,45.9%:52.5%,3,12.5%:8.7%,3,36.1%:30.7%,3,2467,2467,2467,0.0677765906,1,1.546908456453326,1.425103130374586,1.0958486694457483,2,0.5126169194658984,1,0.05798530202545259,0.08330986095818503,0.7931656978977287,0.06553913911863365,0,1,0.8861191657874417,1,0.2049932046177836,1,0.9081420872041446,1,0.8656205853350729,1,28,1,0.6776829395410155,3,0.7,2,NA,NA,NA,NA,NA,0.7199545864220455,2
06,57456,California,Pittsburg city,0.3373597301975589,2,0.87546682,0.69692314,1.0540105,1,0.59585494,1,0.62452108,1,0.5842185,1,0.7960580235395995,2,0.9367511657705976,1,33781.6384,93723.448,154386.2072,2,NA,NA,7.7%:11.4%,3,24.0%:38.1%,3,24.2%:21.5%,3,44.2%:28.9%,3,185,185,185,0.0162751824,1,1.3020938316548398,0.9880156078889782,0.99345359916347,2,0.6453079846941783,1,0.23698498038335028,0.1326798853383707,0.4385411024953435,0.1917940317829355,0,1,0.8430425173588947,1,0.5251488043643222,1,0.6632350893287761,1,0.7805725683318437,1,19,1,0.7525419988571428,3,2.6,2,NA,NA,NA,NA,NA,0.7681720334207983,2
06,57792,California,Pleasanton city,0.6183310533515732,3,1.1720189,1.0184484,1.3255894,1,0,1,0,1,0,1,0.9686631286328028,3,0.9704995097915986,1,66945.32,155519.128,288997.7968,3,NA,NA,0.9%:2.1%,3,7.5%:13.6%,3,44.8%:36.9%,3,46.8%:47.4%,3,4,4,4,2.688533e-4,1,1.4569576097371693,1.3251613335528882,1.481214827957927,3,0.8351211088061943,1,0.4393021443475201,0.0175595163277106,0.1081600844666784,0.43497825485809094,0,2,0.9606922934276552,1,0.8703547293668976,1,0.5390573048606843,1,0.533209894755414,1,54,1,1.3976901372549018,3,4.5,2,NA,NA,NA,NA,NA,0.8292585909152648,3
06,58072,California,Pomona city,0.37577954569294,1,1.2003043,1.0842084,1.3164002,1,0.79571104,1,0.89344472,1,0.66318929,1,0.9576228610811164,1,0.8967755554382817,1,26160.1712,68593.2048,137186.4096,1,NA,NA,5.8%:7.7%,1,57.8%:64.4%,1,18.2%:16.5%,1,18.3%:11.4%,1,3744,3744,3744,0.1591633707,1,1.3172719625719729,1.0077562583094852,0.7962681872258973,1,0.565880839374275,1,0.12852261333051876,0.05465327985645681,0.7138635284183862,0.10296057839463824,0.0964694298429174,1,0.9256991109733782,1,0.25611632841517107,1,0.8149234836066886,1,0.8504183037137133,1,5,1,0.6911390094723527,3,1.4,2,NA,NA,NA,NA,NA,0.7231206056261706,1
06,59444,California,Rancho Cordova city,0.2765627015659266,2,1.0963913,0.96358848,1.2291942,1,0.85089684,1,0.87335801,1,0.67385352,1,1,2,0.935998876949386,1,39549.2352,86513.95199999999,148309.632,2,NA,NA,6.3%:8.7%,2,14.1%:16.8%,2,18.0%:19.5%,2,61.7%:55.0%,2,974,974,974,0.0472769625,1,1.4833475969908847,1.2854426651629425,1.2059075508966235,2,0.6942766088163549,1,0.20721560019398147,0.10648561729497943,0.20886189029837413,0.47743689221266494,0,1,0.8495221182430003,1,0.7634687881798651,1,0.7523473082121965,1,0.4916913646303296,1,3,1,0.8732687966475826,3,2.7,2,NA,NA,NA,NA,NA,0.7958225300736078,2
06,59451,California,Rancho Cucamonga city,0.15903808465062852,1,1.0985099,0.83749795,1.3595219,1,0.15077139,1,0.21035598,1,0.075218476,1,0.9447340441780008,1,0.9389178250721488,1,39137.264,82394.24,164788.48,1,NA,NA,7.1%:12.6%,2,25.4%:28.9%,2,23.2%:20.4%,2,44.3%:38.0%,2,256,256,256,0.0371445157,1,0.9634028052540088,0.9328669000042806,1.0222632986808078,1,0.698016177042556,1,0.1918009037287434,0.09195382475020984,0.3805606337599025,0.33568463776114427,0,1,0.860837695647399,1,0.5980170127532012,1,0.7721813706471928,1,0.6236467608081863,1,17,1,1.0380977440813384,3,1.3,1,NA,NA,NA,NA,NA,0.7664532699430088,1
06,59920,California,Redding city,0.17588695129284426,2,1.078133,0.73571932,1.4205467,1,0.55744684,1,0.53754264,1,0.37969205,1,0.9277263374485596,2,0.8979635607124856,1,24821.2648,61795.67999999999,123591.36000000002,2,NA,NA,0.0%:0.5%,3,8.8%:8.9%,3,7.6%:9.0%,3,83.6%:81.6%,3,481,480,482,0.0265291482,1,1.3790276417098952,1.2160684017664685,0.9126400870155144,2,0.6754839657471523,1,0.11541967378365917,0.01530278495672968,0.11775745032224856,0.7515200909373626,0,1,0.971139572973622,1,0.8611438180699749,1,0.8558009799203385,1,0.2379621652929456,1,0,1,0.7919748476382489,3,2.9,2,NA,NA,NA,NA,NA,0.6970867134827087,2
06,60102,California,Redwood City city,0.4892757086842261,2,1.259253,1.0937771,1.424729,1,0.26027396,1,0.34604716,1,0.037491705,1,0.8997374692583237,2,0.909647815982361,1,69005.176,151399.416,350175.52,2,NA,NA,0.5%:1.5%,3,11.5%:17.6%,2,23.4%:25.7%,2,64.6%:55.3%,2,196,196,196,0.010157546,1,1.529120857892453,1.5110809001595225,1.0756432645406604,2,0.7583274617747509,1,0.2167093736964424,0.01941481437339848,0.3528871938501877,0.4109886180799714,0,1,0.9698936736047422,1,0.4816345154850619,1,0.691086487173118,1,0.5171288513865012,1,58,1,1.2313233799426937,3,2.2,2,NA,NA,NA,NA,NA,0.8193862404459543,2
06,60466,California,Rialto city,0.25798496015661565,2,0.91683823,0.79896587,1.0347105,1,1,1,1,1,1,1,0.980938622483432,2,0.900133912658118,1,39137.264,77244.6,128741,2,NA,NA,8.0%:11.2%,2,67.8%:67.7%,2,8.4%:6.3%,2,15.7%:14.9%,2,2363,2363,2363,0.0920207202,1,1.3740435629920862,1.3901064497475055,1.297884865393657,2,0.5716730359043328,1,0.03740883823543579,0.12625362479407315,0.748485052842513,0.08785248412797811,0,1,0.848802116748274,1,0.23766731054504855,1,0.9425110669293444,1,0.879439150151785,1,12,1,0.6723216583033033,3,1.1,2,NA,NA,NA,NA,NA,0.7289528173352793,2
06,60620,California,Richmond city,0.31028187040322125,2,1.0533644,0.94939351,1.1573353,1,0.76298058,1,0.8791635,1,0.36278448,1,0.8878910631435077,2,0.9263725719027984,1,33987.624,85484.024,171174.0336,2,NA,NA,10.5%:20.1%,2,21.7%:29.4%,2,24.3%:21.6%,2,43.4%:28.8%,2,972,971,973,0.030738093,1,1.438383742085754,1.293269441161749,1.1556850574227084,2,0.6627982906103359,1,0.19987551544386525,0.17952574842016997,0.4382547956810775,0.1823439404548873,0,1,0.7588964332933378,1,0.45083015742664495,1,0.7586095526337189,1,0.643612064404089,1,14,1,0.7637829539044229,3,1.1,2,NA,NA,NA,NA,NA,0.7796780196121719,2
06,62000,California,Riverside city,0.2472091216979695,1,1.0974847,0.99451464,1.2004547,1,0.57107371,1,0.68878567,1,0.33657858,1,0.8828305582347894,1,0.8831504995902915,1,34296.6024,78274.528,145219.848,1,0.2611,1,6.8%:8.0%,2,39.3%:49.4%,2,11.8%:11.3%,2,42.1%:31.4%,2,1241,1240,1242,0.028302962,1,1.126380476477352,0.7832461694849517,0.8061549128890453,1,0.5678668362656992,1,0.12065756626796842,0.05417997954633517,0.5491459642124387,0.2760164899732578,1.5763520541025886e-4,1,0.9239220897232938,1,0.3871305301082582,1,0.8179239520295738,1,0.6494259122440378,1,8,1,0.8036912855508146,3,0.7,2,NA,NA,NA,NA,NA,0.7679268541993237,1
06,62938,California,Roseville city,0.32471559791540144,1,1.0132143,0.85123718,1.1751915,1,0.017377567,1,0.074040219,1,0.013838311,1,0.9951610675179912,1,0.9440444240048872,1,41197.12,104022.728,191566.608,1,NA,NA,1.7%:2.7%,3,9.8%:12.2%,3,16.1%:16.3%,3,72.4%:68.8%,3,601,601,601,0.0209875684,1,1.3069153418638866,1.148831713979316,1.2457844581422766,1,0.8025896546399784,1,0.1700357615984954,0.01959680685304797,0.1583257256996163,0.6520417058488404,0,1,0.959845075403458,1,0.7990066096659343,1,0.7891361754960288,1,0.3285581248884822,1,2,1,1.0756059427207636,3,2.2,2,NA,NA,NA,NA,NA,0.8249709685784085,1
06,64000,California,Sacramento city,0.3150536023346834,1,1.189734,1.0705959,1.308872,1,0.71203995,1,0.70081037,1,0.40860939,1,0.8287992820558892,1,0.9200528340451788,1,30897.840000000004,75905.6936,140070.208,1,0.25094,1,7.6%:11.0%,2,15.5%:21.9%,2,23.4%:24.1%,2,53.5%:43.1%,2,1849,1843,1855,0.0267150197,1,1.2921948285884313,0.9892201173967572,0.8496471623788591,1,0.6477674918448619,1,0.27208954792182877,0.12761542985509203,0.28890581463734444,0.3113892075857348,0.0760818510668788,1,0.8205507174347286,1,0.6649767919315153,1,0.6624958744505877,1,0.5681719520006706,1,2,1,0.8842840464095978,2,0.6,1,NA,NA,NA,NA,NA,0.7752247139288212,1
06,64224,California,Salinas city,0.13998149005090238,1,1.2286675,1.0401331,1.4172019,1,0.54655868,1,0.71890587,1,0.37979206,1,0.9288842544316996,1,0.9165173860764152,1,38828.2856,80746.3552,134920.568,1,NA,NA,1.0%:1.5%,3,57.8%:74.6%,3,9.7%:5.1%,3,31.4%:18.8%,3,5181,5179,5183,0.1333007365,1,1.3741369899709135,1.0675951609865055,1.2942558389061238,1,0.6904579478550555,1,0.06970381094942456,0.01077887659198547,0.7976859463571446,0.12183136610144536,0,1,0.9723304904034804,1,0.17391110454975076,1,0.8826415376464424,1,0.7727846773862271,1,73,1,0.5365658691311135,3,0.9,2,NA,NA,NA,NA,NA,0.7805010813116974,1
06,65000,California,San Bernardino city,0.18082326982359295,2,1.313519,1.2323986,1.3946394,1,0.9823103,1,0.98591071,1,0.95587188,1,0.9291604397192084,2,0.8104075246466595,1,26778.128,62825.608,113292.08,2,NA,NA,8.4%:12.6%,2,54.3%:62.5%,2,9.2%:5.8%,2,28.1%:19.2%,2,6514,6513,6515,0.1198241487,1,1.3621789215120572,0.9639283905994468,0.9569361463271606,2,0.49927162341157966,1,0.0725700907069527,0.11530153382151154,0.6755018770859655,0.1366264983855702,0.01898605574919781,1,0.845500872172499,1,0.2988222207740418,1,0.8701911342928832,1,0.7965979794711577,1,14,1,0.5762631975743612,2,0.4,1,NA,NA,NA,NA,NA,0.7285109169579198,2
06,65042,California,San Buenaventura (Ventura) city,0.566383075375937,1,1.1865579,1.0470408,1.326075,1,0.13592233,1,0.21807601,1,0.079159692,1,0.9996037151601496,1,0.919003002568462,1,39137.264,97637.1744,156858.0344,1,NA,NA,1.6%:1.9%,3,15.9%:28.6%,2,13.1%:10.4%,2,69.4%:59.1%,2,944,943,945,0.056428954,1,1.4169118409913548,1.177665985662122,1.189626687119832,1,0.7687465892317763,1,0.08376442499005173,0.01532033426183844,0.3625420540462323,0.5383731867018775,0,1,0.959077586426476,1,0.5495652677015046,1,0.900062617618509,1,0.4129196458944512,1,65,1,0.9857029709443956,3,3.3,2,NA,NA,NA,NA,NA,0.7961054797028932,1
06,66000,California,San Diego city,0.4237235285602267,1,1.0403417,0.96893299,1.1117505,1,0.61075002,1,0.61762172,1,0.078307211,1,0.9633785407186308,1,0.9196772335458836,1,37077.408,92693.52,182297.256,1,0.22038,1,2.1%:5.7%,1,11.1%:21.9%,1,19.5%:19.9%,1,67.3%:52.5%,1,9386,9379,9393,0.0582576096,1,1.2633100070091945,0.9231610841638396,0.683103367658438,1,0.6816180559638572,1,0.22250429118563764,0.05651300203984703,0.30050931212546866,0.4204733946490467,0.03838504762077066,1,0.8780750278935089,1,0.5163050991187165,1,0.6655462132060594,1,0.4393964754233763,1,34,1,1.0752376626814573,2,0.2,1,1511.7788907438323,2,844.5226570270783,2879.5335347676264,2,0.8089288586032488,1
06,67000,California,San Francisco city,0.5181411186756055,1,1.0723838,0.99311793,1.1516496,1,0.28081092,1,0.28387538,1,0.053279631,1,0.9639952966015422,1,0.9114227082233844,1,35841.4944,120501.576,284260.128,1,0.12091,1,1.6%:4.5%,1,5.3%:12.7%,1,40.1%:37.6%,1,53.1%:45.3%,1,3575,3574,3576,0.0603803545,1,1.390868922059857,1.2675207378709537,1.0540105696719566,1,0.6757806199731771,1,0.4053431385569091,0.04924399462775988,0.1538698721494619,0.39154299466586906,0.03770170926553929,1,0.8399924895046271,1,0.7704690298991289,1,0.5160169749719464,1,0.5080417273659428,1,45,1,1.4264077915559492,1,0.3,1,NA,NA,NA,NA,NA,0.8228219031258698,1
06,68000,California,San Jose city,0.47281413035395986,1,1.1248783,0.96860862,1.2811478,1,0.22737102,1,0.46031496,1,0.044649322,1,0.9491121265786288,1,0.9398413361004286,1,51496.4,127505.0864,257482,1,0.16377,1,1.2%:3.3%,2,11.3%:23.1%,2,45.8%:41.0%,2,41.7%:32.7%,2,1846,1840,1852,0.0136633459,1,1.3676831200224389,1.1760171411945666,1.0430967985931463,1,0.6795598658210096,1,0.41739322653766714,0.02788707014546987,0.3103636796051067,0.2443560237117563,0.01031592278363415,1,0.9468108150314922,1,0.5685581291835965,1,0.4919462789855724,1,0.6233490398127961,1,35,1,1.2723678192687315,2,0.2,1,NA,NA,NA,NA,NA,0.8083764784300242,1
