year,state,county,state_name,county_name,subgroup_type,subgroup,environmental,environmental_quality
2018,17,159,Illinois,Richland County,poverty,Not High Poverty Tracts,76,1
2018,17,159,Illinois,Richland County,race-ethnicity,Majority Non-White,NA,NA
2018,17,159,Illinois,Richland County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,17,159,Illinois,Richland County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,161,Illinois,Rock Island County,all,All,52,1
2018,17,161,Illinois,Rock Island County,poverty,High Poverty Tracts,49,1
2018,17,161,Illinois,Rock Island County,poverty,Not High Poverty Tracts,52,1
2018,17,161,Illinois,Rock Island County,race-ethnicity,Majority Non-White,48,1
2018,17,161,Illinois,Rock Island County,race-ethnicity,"Majority White, Non-Hispanic",54,1
2018,17,161,Illinois,Rock Island County,race-ethnicity,No Majority Race/Ethnicity,42,1
2018,17,163,Illinois,St. Clair County,all,All,37,1
2018,17,163,Illinois,St. Clair County,poverty,High Poverty Tracts,18,1
2018,17,163,Illinois,St. Clair County,poverty,Not High Poverty Tracts,40,1
2018,17,163,Illinois,St. Clair County,race-ethnicity,Majority Non-White,19,1
2018,17,163,Illinois,St. Clair County,race-ethnicity,"Majority White, Non-Hispanic",43,1
2018,17,163,Illinois,St. Clair County,race-ethnicity,No Majority Race/Ethnicity,38,1
2018,17,165,Illinois,Saline County,all,All,52,1
2018,17,165,Illinois,Saline County,poverty,High Poverty Tracts,NA,NA
2018,17,165,Illinois,Saline County,poverty,Not High Poverty Tracts,52,1
2018,17,165,Illinois,Saline County,race-ethnicity,Majority Non-White,NA,NA
2018,17,165,Illinois,Saline County,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,17,165,Illinois,Saline County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,167,Illinois,Sangamon County,all,All,54,1
2018,17,167,Illinois,Sangamon County,poverty,High Poverty Tracts,37,1
2018,17,167,Illinois,Sangamon County,poverty,Not High Poverty Tracts,56,1
2018,17,167,Illinois,Sangamon County,race-ethnicity,Majority Non-White,46,1
2018,17,167,Illinois,Sangamon County,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,17,167,Illinois,Sangamon County,race-ethnicity,No Majority Race/Ethnicity,36,1
2018,17,169,Illinois,Schuyler County,all,All,76,1
2018,17,169,Illinois,Schuyler County,poverty,High Poverty Tracts,76,1
2018,17,169,Illinois,Schuyler County,poverty,Not High Poverty Tracts,76,1
2018,17,169,Illinois,Schuyler County,race-ethnicity,Majority Non-White,NA,NA
2018,17,169,Illinois,Schuyler County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,17,169,Illinois,Schuyler County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,171,Illinois,Scott County,all,All,69,1
2018,17,171,Illinois,Scott County,poverty,High Poverty Tracts,NA,NA
2018,17,171,Illinois,Scott County,poverty,Not High Poverty Tracts,69,1
2018,17,171,Illinois,Scott County,race-ethnicity,Majority Non-White,NA,NA
2018,17,171,Illinois,Scott County,race-ethnicity,"Majority White, Non-Hispanic",69,1
2018,17,171,Illinois,Scott County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,173,Illinois,Shelby County,all,All,75,1
2018,17,173,Illinois,Shelby County,poverty,High Poverty Tracts,NA,NA
2018,17,173,Illinois,Shelby County,poverty,Not High Poverty Tracts,75,1
2018,17,173,Illinois,Shelby County,race-ethnicity,Majority Non-White,NA,NA
2018,17,173,Illinois,Shelby County,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,17,173,Illinois,Shelby County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,175,Illinois,Stark County,all,All,76,1
2018,17,175,Illinois,Stark County,poverty,High Poverty Tracts,NA,NA
2018,17,175,Illinois,Stark County,poverty,Not High Poverty Tracts,76,1
2018,17,175,Illinois,Stark County,race-ethnicity,Majority Non-White,NA,NA
2018,17,175,Illinois,Stark County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,17,175,Illinois,Stark County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,177,Illinois,Stephenson County,all,All,74,1
2018,17,177,Illinois,Stephenson County,poverty,High Poverty Tracts,NA,NA
2018,17,177,Illinois,Stephenson County,poverty,Not High Poverty Tracts,74,1
2018,17,177,Illinois,Stephenson County,race-ethnicity,Majority Non-White,NA,NA
2018,17,177,Illinois,Stephenson County,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,17,177,Illinois,Stephenson County,race-ethnicity,No Majority Race/Ethnicity,72,1
2018,17,179,Illinois,Tazewell County,all,All,63,1
2018,17,179,Illinois,Tazewell County,poverty,High Poverty Tracts,NA,NA
2018,17,179,Illinois,Tazewell County,poverty,Not High Poverty Tracts,63,1
2018,17,179,Illinois,Tazewell County,race-ethnicity,Majority Non-White,NA,NA
2018,17,179,Illinois,Tazewell County,race-ethnicity,"Majority White, Non-Hispanic",63,1
2018,17,179,Illinois,Tazewell County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,181,Illinois,Union County,all,All,44,1
2018,17,181,Illinois,Union County,poverty,High Poverty Tracts,NA,NA
2018,17,181,Illinois,Union County,poverty,Not High Poverty Tracts,44,1
2018,17,181,Illinois,Union County,race-ethnicity,Majority Non-White,NA,NA
2018,17,181,Illinois,Union County,race-ethnicity,"Majority White, Non-Hispanic",44,1
2018,17,181,Illinois,Union County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,183,Illinois,Vermilion County,all,All,72,1
2018,17,183,Illinois,Vermilion County,poverty,High Poverty Tracts,57,1
2018,17,183,Illinois,Vermilion County,poverty,Not High Poverty Tracts,74,1
2018,17,183,Illinois,Vermilion County,race-ethnicity,Majority Non-White,60,1
2018,17,183,Illinois,Vermilion County,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,17,183,Illinois,Vermilion County,race-ethnicity,No Majority Race/Ethnicity,60,1
2018,17,185,Illinois,Wabash County,all,All,62,1
2018,17,185,Illinois,Wabash County,poverty,High Poverty Tracts,NA,NA
2018,17,185,Illinois,Wabash County,poverty,Not High Poverty Tracts,62,1
2018,17,185,Illinois,Wabash County,race-ethnicity,Majority Non-White,NA,NA
2018,17,185,Illinois,Wabash County,race-ethnicity,"Majority White, Non-Hispanic",62,1
2018,17,185,Illinois,Wabash County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,187,Illinois,Warren County,all,All,76,1
2018,17,187,Illinois,Warren County,poverty,High Poverty Tracts,NA,NA
2018,17,187,Illinois,Warren County,poverty,Not High Poverty Tracts,76,1
2018,17,187,Illinois,Warren County,race-ethnicity,Majority Non-White,NA,NA
2018,17,187,Illinois,Warren County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,17,187,Illinois,Warren County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,189,Illinois,Washington County,all,All,55,1
2018,17,189,Illinois,Washington County,poverty,High Poverty Tracts,NA,NA
2018,17,189,Illinois,Washington County,poverty,Not High Poverty Tracts,55,1
2018,17,189,Illinois,Washington County,race-ethnicity,Majority Non-White,NA,NA
2018,17,189,Illinois,Washington County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,17,189,Illinois,Washington County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,191,Illinois,Wayne County,all,All,76,1
2018,17,191,Illinois,Wayne County,poverty,High Poverty Tracts,NA,NA
2018,17,191,Illinois,Wayne County,poverty,Not High Poverty Tracts,76,1
2018,17,191,Illinois,Wayne County,race-ethnicity,Majority Non-White,NA,NA
2018,17,191,Illinois,Wayne County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,17,191,Illinois,Wayne County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,193,Illinois,White County,all,All,53,1
2018,17,193,Illinois,White County,poverty,High Poverty Tracts,NA,NA
2018,17,193,Illinois,White County,poverty,Not High Poverty Tracts,53,1
2018,17,193,Illinois,White County,race-ethnicity,Majority Non-White,NA,NA
2018,17,193,Illinois,White County,race-ethnicity,"Majority White, Non-Hispanic",53,1
2018,17,193,Illinois,White County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,195,Illinois,Whiteside County,all,All,71,1
2018,17,195,Illinois,Whiteside County,poverty,High Poverty Tracts,NA,NA
2018,17,195,Illinois,Whiteside County,poverty,Not High Poverty Tracts,71,1
2018,17,195,Illinois,Whiteside County,race-ethnicity,Majority Non-White,NA,NA
2018,17,195,Illinois,Whiteside County,race-ethnicity,"Majority White, Non-Hispanic",73,1
2018,17,195,Illinois,Whiteside County,race-ethnicity,No Majority Race/Ethnicity,46,1
2018,17,197,Illinois,Will County,all,All,43,1
2018,17,197,Illinois,Will County,poverty,High Poverty Tracts,NA,NA
2018,17,197,Illinois,Will County,poverty,Not High Poverty Tracts,43,1
2018,17,197,Illinois,Will County,race-ethnicity,Majority Non-White,37,1
2018,17,197,Illinois,Will County,race-ethnicity,"Majority White, Non-Hispanic",45,1
2018,17,197,Illinois,Will County,race-ethnicity,No Majority Race/Ethnicity,42,1
2018,17,199,Illinois,Williamson County,all,All,50,1
2018,17,199,Illinois,Williamson County,poverty,High Poverty Tracts,NA,NA
2018,17,199,Illinois,Williamson County,poverty,Not High Poverty Tracts,50,1
2018,17,199,Illinois,Williamson County,race-ethnicity,Majority Non-White,NA,NA
2018,17,199,Illinois,Williamson County,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,17,199,Illinois,Williamson County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,17,201,Illinois,Winnebago County,all,All,52,1
2018,17,201,Illinois,Winnebago County,poverty,High Poverty Tracts,48,1
2018,17,201,Illinois,Winnebago County,poverty,Not High Poverty Tracts,53,1
2018,17,201,Illinois,Winnebago County,race-ethnicity,Majority Non-White,48,1
2018,17,201,Illinois,Winnebago County,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,17,201,Illinois,Winnebago County,race-ethnicity,No Majority Race/Ethnicity,44,1
2018,17,203,Illinois,Woodford County,all,All,75,1
2018,17,203,Illinois,Woodford County,poverty,High Poverty Tracts,NA,NA
2018,17,203,Illinois,Woodford County,poverty,Not High Poverty Tracts,75,1
2018,17,203,Illinois,Woodford County,race-ethnicity,Majority Non-White,NA,NA
2018,17,203,Illinois,Woodford County,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,17,203,Illinois,Woodford County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,001,Indiana,Adams County,all,All,76,1
2018,18,001,Indiana,Adams County,poverty,High Poverty Tracts,NA,NA
2018,18,001,Indiana,Adams County,poverty,Not High Poverty Tracts,76,1
2018,18,001,Indiana,Adams County,race-ethnicity,Majority Non-White,NA,NA
2018,18,001,Indiana,Adams County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,001,Indiana,Adams County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,003,Indiana,Allen County,all,All,62,1
2018,18,003,Indiana,Allen County,poverty,High Poverty Tracts,48,1
2018,18,003,Indiana,Allen County,poverty,Not High Poverty Tracts,64,1
2018,18,003,Indiana,Allen County,race-ethnicity,Majority Non-White,62,1
2018,18,003,Indiana,Allen County,race-ethnicity,"Majority White, Non-Hispanic",64,1
2018,18,003,Indiana,Allen County,race-ethnicity,No Majority Race/Ethnicity,51,1
2018,18,005,Indiana,Bartholomew County,all,All,51,1
2018,18,005,Indiana,Bartholomew County,poverty,High Poverty Tracts,NA,NA
2018,18,005,Indiana,Bartholomew County,poverty,Not High Poverty Tracts,51,1
2018,18,005,Indiana,Bartholomew County,race-ethnicity,Majority Non-White,NA,NA
2018,18,005,Indiana,Bartholomew County,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,18,005,Indiana,Bartholomew County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,007,Indiana,Benton County,all,All,76,1
2018,18,007,Indiana,Benton County,poverty,High Poverty Tracts,NA,NA
2018,18,007,Indiana,Benton County,poverty,Not High Poverty Tracts,76,1
2018,18,007,Indiana,Benton County,race-ethnicity,Majority Non-White,NA,NA
2018,18,007,Indiana,Benton County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,007,Indiana,Benton County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,009,Indiana,Blackford County,all,All,68,1
2018,18,009,Indiana,Blackford County,poverty,High Poverty Tracts,NA,NA
2018,18,009,Indiana,Blackford County,poverty,Not High Poverty Tracts,68,1
2018,18,009,Indiana,Blackford County,race-ethnicity,Majority Non-White,NA,NA
2018,18,009,Indiana,Blackford County,race-ethnicity,"Majority White, Non-Hispanic",68,1
2018,18,009,Indiana,Blackford County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,011,Indiana,Boone County,all,All,67,1
2018,18,011,Indiana,Boone County,poverty,High Poverty Tracts,NA,NA
2018,18,011,Indiana,Boone County,poverty,Not High Poverty Tracts,67,1
2018,18,011,Indiana,Boone County,race-ethnicity,Majority Non-White,NA,NA
2018,18,011,Indiana,Boone County,race-ethnicity,"Majority White, Non-Hispanic",68,1
2018,18,011,Indiana,Boone County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,013,Indiana,Brown County,all,All,59,1
2018,18,013,Indiana,Brown County,poverty,High Poverty Tracts,NA,NA
2018,18,013,Indiana,Brown County,poverty,Not High Poverty Tracts,59,1
2018,18,013,Indiana,Brown County,race-ethnicity,Majority Non-White,NA,NA
2018,18,013,Indiana,Brown County,race-ethnicity,"Majority White, Non-Hispanic",59,1
2018,18,013,Indiana,Brown County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,015,Indiana,Carroll County,all,All,76,1
2018,18,015,Indiana,Carroll County,poverty,High Poverty Tracts,NA,NA
2018,18,015,Indiana,Carroll County,poverty,Not High Poverty Tracts,76,1
2018,18,015,Indiana,Carroll County,race-ethnicity,Majority Non-White,NA,NA
2018,18,015,Indiana,Carroll County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,015,Indiana,Carroll County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,017,Indiana,Cass County,all,All,76,1
2018,18,017,Indiana,Cass County,poverty,High Poverty Tracts,NA,NA
2018,18,017,Indiana,Cass County,poverty,Not High Poverty Tracts,76,1
2018,18,017,Indiana,Cass County,race-ethnicity,Majority Non-White,NA,NA
2018,18,017,Indiana,Cass County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,017,Indiana,Cass County,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,18,019,Indiana,Clark County,all,All,30,1
2018,18,019,Indiana,Clark County,poverty,High Poverty Tracts,NA,NA
2018,18,019,Indiana,Clark County,poverty,Not High Poverty Tracts,31,1
2018,18,019,Indiana,Clark County,race-ethnicity,Majority Non-White,NA,NA
2018,18,019,Indiana,Clark County,race-ethnicity,"Majority White, Non-Hispanic",32,1
2018,18,019,Indiana,Clark County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,021,Indiana,Clay County,all,All,76,1
2018,18,021,Indiana,Clay County,poverty,High Poverty Tracts,NA,NA
2018,18,021,Indiana,Clay County,poverty,Not High Poverty Tracts,76,1
2018,18,021,Indiana,Clay County,race-ethnicity,Majority Non-White,NA,NA
2018,18,021,Indiana,Clay County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,021,Indiana,Clay County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,023,Indiana,Clinton County,all,All,76,1
2018,18,023,Indiana,Clinton County,poverty,High Poverty Tracts,NA,NA
2018,18,023,Indiana,Clinton County,poverty,Not High Poverty Tracts,76,1
2018,18,023,Indiana,Clinton County,race-ethnicity,Majority Non-White,NA,NA
2018,18,023,Indiana,Clinton County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,023,Indiana,Clinton County,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,18,025,Indiana,Crawford County,all,All,47,1
2018,18,025,Indiana,Crawford County,poverty,High Poverty Tracts,NA,NA
2018,18,025,Indiana,Crawford County,poverty,Not High Poverty Tracts,47,1
2018,18,025,Indiana,Crawford County,race-ethnicity,Majority Non-White,NA,NA
2018,18,025,Indiana,Crawford County,race-ethnicity,"Majority White, Non-Hispanic",47,1
2018,18,025,Indiana,Crawford County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,027,Indiana,Daviess County,all,All,66,1
2018,18,027,Indiana,Daviess County,poverty,High Poverty Tracts,NA,NA
2018,18,027,Indiana,Daviess County,poverty,Not High Poverty Tracts,66,1
2018,18,027,Indiana,Daviess County,race-ethnicity,Majority Non-White,NA,NA
2018,18,027,Indiana,Daviess County,race-ethnicity,"Majority White, Non-Hispanic",66,1
2018,18,027,Indiana,Daviess County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,029,Indiana,Dearborn County,all,All,55,1
2018,18,029,Indiana,Dearborn County,poverty,High Poverty Tracts,NA,NA
2018,18,029,Indiana,Dearborn County,poverty,Not High Poverty Tracts,55,1
2018,18,029,Indiana,Dearborn County,race-ethnicity,Majority Non-White,NA,NA
2018,18,029,Indiana,Dearborn County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,18,029,Indiana,Dearborn County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,031,Indiana,Decatur County,all,All,76,1
2018,18,031,Indiana,Decatur County,poverty,High Poverty Tracts,NA,NA
2018,18,031,Indiana,Decatur County,poverty,Not High Poverty Tracts,76,1
2018,18,031,Indiana,Decatur County,race-ethnicity,Majority Non-White,NA,NA
2018,18,031,Indiana,Decatur County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,031,Indiana,Decatur County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,033,Indiana,DeKalb County,all,All,74,1
2018,18,033,Indiana,DeKalb County,poverty,High Poverty Tracts,NA,NA
2018,18,033,Indiana,DeKalb County,poverty,Not High Poverty Tracts,74,1
2018,18,033,Indiana,DeKalb County,race-ethnicity,Majority Non-White,NA,NA
2018,18,033,Indiana,DeKalb County,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,18,033,Indiana,DeKalb County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,035,Indiana,Delaware County,all,All,76,1
2018,18,035,Indiana,Delaware County,poverty,High Poverty Tracts,76,1
2018,18,035,Indiana,Delaware County,poverty,Not High Poverty Tracts,76,1
2018,18,035,Indiana,Delaware County,race-ethnicity,Majority Non-White,76,1
2018,18,035,Indiana,Delaware County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,035,Indiana,Delaware County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,037,Indiana,Dubois County,all,All,52,1
2018,18,037,Indiana,Dubois County,poverty,High Poverty Tracts,NA,NA
2018,18,037,Indiana,Dubois County,poverty,Not High Poverty Tracts,52,1
2018,18,037,Indiana,Dubois County,race-ethnicity,Majority Non-White,NA,NA
2018,18,037,Indiana,Dubois County,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,18,037,Indiana,Dubois County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,039,Indiana,Elkhart County,all,All,72,1
2018,18,039,Indiana,Elkhart County,poverty,High Poverty Tracts,NA,NA
2018,18,039,Indiana,Elkhart County,poverty,Not High Poverty Tracts,73,1
2018,18,039,Indiana,Elkhart County,race-ethnicity,Majority Non-White,72,1
2018,18,039,Indiana,Elkhart County,race-ethnicity,"Majority White, Non-Hispanic",73,1
2018,18,039,Indiana,Elkhart County,race-ethnicity,No Majority Race/Ethnicity,70,1
2018,18,041,Indiana,Fayette County,all,All,76,1
2018,18,041,Indiana,Fayette County,poverty,High Poverty Tracts,NA,NA
2018,18,041,Indiana,Fayette County,poverty,Not High Poverty Tracts,76,1
2018,18,041,Indiana,Fayette County,race-ethnicity,Majority Non-White,NA,NA
2018,18,041,Indiana,Fayette County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,041,Indiana,Fayette County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,043,Indiana,Floyd County,all,All,29,1
2018,18,043,Indiana,Floyd County,poverty,High Poverty Tracts,NA,NA
2018,18,043,Indiana,Floyd County,poverty,Not High Poverty Tracts,30,1
2018,18,043,Indiana,Floyd County,race-ethnicity,Majority Non-White,NA,NA
2018,18,043,Indiana,Floyd County,race-ethnicity,"Majority White, Non-Hispanic",30,1
2018,18,043,Indiana,Floyd County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,045,Indiana,Fountain County,all,All,76,1
2018,18,045,Indiana,Fountain County,poverty,High Poverty Tracts,NA,NA
2018,18,045,Indiana,Fountain County,poverty,Not High Poverty Tracts,76,1
2018,18,045,Indiana,Fountain County,race-ethnicity,Majority Non-White,NA,NA
2018,18,045,Indiana,Fountain County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,045,Indiana,Fountain County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,047,Indiana,Franklin County,all,All,76,1
2018,18,047,Indiana,Franklin County,poverty,High Poverty Tracts,NA,NA
2018,18,047,Indiana,Franklin County,poverty,Not High Poverty Tracts,76,1
2018,18,047,Indiana,Franklin County,race-ethnicity,Majority Non-White,NA,NA
2018,18,047,Indiana,Franklin County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,047,Indiana,Franklin County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,049,Indiana,Fulton County,all,All,76,1
2018,18,049,Indiana,Fulton County,poverty,High Poverty Tracts,NA,NA
2018,18,049,Indiana,Fulton County,poverty,Not High Poverty Tracts,76,1
2018,18,049,Indiana,Fulton County,race-ethnicity,Majority Non-White,NA,NA
2018,18,049,Indiana,Fulton County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,049,Indiana,Fulton County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,051,Indiana,Gibson County,all,All,58,1
2018,18,051,Indiana,Gibson County,poverty,High Poverty Tracts,NA,NA
2018,18,051,Indiana,Gibson County,poverty,Not High Poverty Tracts,57,1
2018,18,051,Indiana,Gibson County,race-ethnicity,Majority Non-White,NA,NA
2018,18,051,Indiana,Gibson County,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,18,051,Indiana,Gibson County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,053,Indiana,Grant County,all,All,76,1
2018,18,053,Indiana,Grant County,poverty,High Poverty Tracts,76,1
2018,18,053,Indiana,Grant County,poverty,Not High Poverty Tracts,76,1
2018,18,053,Indiana,Grant County,race-ethnicity,Majority Non-White,NA,NA
2018,18,053,Indiana,Grant County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,053,Indiana,Grant County,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,18,055,Indiana,Greene County,all,All,76,1
2018,18,055,Indiana,Greene County,poverty,High Poverty Tracts,NA,NA
2018,18,055,Indiana,Greene County,poverty,Not High Poverty Tracts,76,1
2018,18,055,Indiana,Greene County,race-ethnicity,Majority Non-White,NA,NA
2018,18,055,Indiana,Greene County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,055,Indiana,Greene County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,057,Indiana,Hamilton County,all,All,56,1
2018,18,057,Indiana,Hamilton County,poverty,High Poverty Tracts,NA,NA
2018,18,057,Indiana,Hamilton County,poverty,Not High Poverty Tracts,56,1
2018,18,057,Indiana,Hamilton County,race-ethnicity,Majority Non-White,NA,NA
2018,18,057,Indiana,Hamilton County,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,18,057,Indiana,Hamilton County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,059,Indiana,Hancock County,all,All,65,1
2018,18,059,Indiana,Hancock County,poverty,High Poverty Tracts,NA,NA
2018,18,059,Indiana,Hancock County,poverty,Not High Poverty Tracts,65,1
2018,18,059,Indiana,Hancock County,race-ethnicity,Majority Non-White,NA,NA
2018,18,059,Indiana,Hancock County,race-ethnicity,"Majority White, Non-Hispanic",66,1
2018,18,059,Indiana,Hancock County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,061,Indiana,Harrison County,all,All,11,1
2018,18,061,Indiana,Harrison County,poverty,High Poverty Tracts,NA,NA
2018,18,061,Indiana,Harrison County,poverty,Not High Poverty Tracts,11,1
2018,18,061,Indiana,Harrison County,race-ethnicity,Majority Non-White,NA,NA
2018,18,061,Indiana,Harrison County,race-ethnicity,"Majority White, Non-Hispanic",11,1
2018,18,061,Indiana,Harrison County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,063,Indiana,Hendricks County,all,All,56,1
2018,18,063,Indiana,Hendricks County,poverty,High Poverty Tracts,NA,NA
2018,18,063,Indiana,Hendricks County,poverty,Not High Poverty Tracts,56,1
2018,18,063,Indiana,Hendricks County,race-ethnicity,Majority Non-White,NA,NA
2018,18,063,Indiana,Hendricks County,race-ethnicity,"Majority White, Non-Hispanic",57,1
2018,18,063,Indiana,Hendricks County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,065,Indiana,Henry County,all,All,76,1
2018,18,065,Indiana,Henry County,poverty,High Poverty Tracts,NA,NA
2018,18,065,Indiana,Henry County,poverty,Not High Poverty Tracts,76,1
2018,18,065,Indiana,Henry County,race-ethnicity,Majority Non-White,NA,NA
2018,18,065,Indiana,Henry County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,065,Indiana,Henry County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,067,Indiana,Howard County,all,All,57,1
2018,18,067,Indiana,Howard County,poverty,High Poverty Tracts,55,1
2018,18,067,Indiana,Howard County,poverty,Not High Poverty Tracts,57,1
2018,18,067,Indiana,Howard County,race-ethnicity,Majority Non-White,NA,NA
2018,18,067,Indiana,Howard County,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,18,067,Indiana,Howard County,race-ethnicity,No Majority Race/Ethnicity,74,1
2018,18,069,Indiana,Huntington County,all,All,76,1
2018,18,069,Indiana,Huntington County,poverty,High Poverty Tracts,NA,NA
2018,18,069,Indiana,Huntington County,poverty,Not High Poverty Tracts,76,1
2018,18,069,Indiana,Huntington County,race-ethnicity,Majority Non-White,NA,NA
2018,18,069,Indiana,Huntington County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,069,Indiana,Huntington County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,071,Indiana,Jackson County,all,All,51,1
2018,18,071,Indiana,Jackson County,poverty,High Poverty Tracts,NA,NA
2018,18,071,Indiana,Jackson County,poverty,Not High Poverty Tracts,51,1
2018,18,071,Indiana,Jackson County,race-ethnicity,Majority Non-White,NA,NA
2018,18,071,Indiana,Jackson County,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,18,071,Indiana,Jackson County,race-ethnicity,No Majority Race/Ethnicity,47,1
2018,18,073,Indiana,Jasper County,all,All,76,1
2018,18,073,Indiana,Jasper County,poverty,High Poverty Tracts,NA,NA
2018,18,073,Indiana,Jasper County,poverty,Not High Poverty Tracts,76,1
2018,18,073,Indiana,Jasper County,race-ethnicity,Majority Non-White,NA,NA
2018,18,073,Indiana,Jasper County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,18,073,Indiana,Jasper County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,075,Indiana,Jay County,all,All,76,1
2018,18,075,Indiana,Jay County,poverty,High Poverty Tracts,NA,NA
2018,18,075,Indiana,Jay County,poverty,Not High Poverty Tracts,76,1
2018,18,075,Indiana,Jay County,race-ethnicity,Majority Non-White,NA,NA
