year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,pctl_income_20,pctl_income_20_lb,pctl_income_20_ub,pctl_income_20_quality,pctl_income_50,pctl_income_50_lb,pctl_income_50_ub,pctl_income_50_quality,pctl_income_80,pctl_income_80_lb,pctl_income_80_ub,pctl_income_80_quality,rate_juv_arrest,rate_juv_arrest_quality,share_hs_degree,share_hs_degree_lb,share_hs_degree_ub,share_hs_degree_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2015,42,61000,Pennsylvania,Pittsburgh city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.88,0.97,Strong,NA,NA,NA,NA
2015,42,61000,Pennsylvania,Pittsburgh city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.8,0.91,Strong,NA,NA,NA,NA
2015,42,61000,Pennsylvania,Pittsburgh city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.94,1.04,Strong,NA,NA,NA,NA
2015,42,63624,Pennsylvania,Reading city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.72,0.82,Strong,NA,NA,NA,NA
2015,42,63624,Pennsylvania,Reading city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.67,0.78,Strong,NA,NA,NA,NA
2015,42,63624,Pennsylvania,Reading city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.77,0.87,Strong,NA,NA,NA,NA
2015,42,69000,Pennsylvania,Scranton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.93,1,Strong,NA,NA,NA,NA
2015,42,69000,Pennsylvania,Scranton city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.87,0.96,Strong,NA,NA,NA,NA
2015,42,69000,Pennsylvania,Scranton city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.99,1.07,Strong,NA,NA,NA,NA
2015,44,19180,Rhode Island,Cranston city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.94,1.01,Strong,NA,NA,NA,NA
2015,44,19180,Rhode Island,Cranston city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.88,0.96,Strong,NA,NA,NA,NA
2015,44,19180,Rhode Island,Cranston city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,1,1.08,Strong,NA,NA,NA,NA
2015,44,54640,Rhode Island,Pawtucket city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.86,0.95,Strong,NA,NA,NA,NA
2015,44,54640,Rhode Island,Pawtucket city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.87,0.96,Strong,NA,NA,NA,NA
2015,44,54640,Rhode Island,Pawtucket city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.83,0.92,Strong,NA,NA,NA,NA
2015,44,59000,Rhode Island,Providence city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.85,0.9,Strong,NA,NA,NA,NA
2015,44,59000,Rhode Island,Providence city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.83,0.88,Strong,NA,NA,NA,NA
2015,44,59000,Rhode Island,Providence city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.87,0.93,Strong,NA,NA,NA,NA
2015,44,74300,Rhode Island,Warwick city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.82,0.9,Strong,NA,NA,NA,NA
2015,44,74300,Rhode Island,Warwick city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.75,0.83,Strong,NA,NA,NA,NA
2015,44,74300,Rhode Island,Warwick city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.91,1,Strong,NA,NA,NA,NA
2015,45,13330,South Carolina,Charleston city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,1.1,1.14,Strong,NA,NA,NA,NA
2015,45,13330,South Carolina,Charleston city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1.04,1.08,Strong,NA,NA,NA,NA
2015,45,13330,South Carolina,Charleston city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.18,1.21,Strong,NA,NA,NA,NA
2015,45,16000,South Carolina,Columbia city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.96,1,Strong,NA,NA,NA,NA
2015,45,16000,South Carolina,Columbia city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.92,0.98,Strong,NA,NA,NA,NA
2015,45,16000,South Carolina,Columbia city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.97,1.02,Strong,NA,NA,NA,NA
2015,45,48535,South Carolina,Mount Pleasant town,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,45,48535,South Carolina,Mount Pleasant town,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,45,48535,South Carolina,Mount Pleasant town,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,45,50875,South Carolina,North Charleston city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,45,50875,South Carolina,North Charleston city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,45,50875,South Carolina,North Charleston city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,46,59020,South Dakota,Sioux Falls city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,1.13,1.18,Strong,NA,NA,NA,NA
2015,46,59020,South Dakota,Sioux Falls city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,1.06,1.11,Strong,NA,NA,NA,NA
2015,46,59020,South Dakota,Sioux Falls city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,1.2,1.25,Strong,NA,NA,NA,NA
2015,47,14000,Tennessee,Chattanooga city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.18,1.23,Strong,NA,NA,NA,NA
2015,47,14000,Tennessee,Chattanooga city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,1.19,1.24,Strong,NA,NA,NA,NA
2015,47,14000,Tennessee,Chattanooga city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.17,1.22,Strong,NA,NA,NA,NA
2015,47,15160,Tennessee,Clarksville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.17,1.22,Strong,NA,NA,NA,NA
2015,47,15160,Tennessee,Clarksville city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,1.12,1.18,Strong,NA,NA,NA,NA
2015,47,15160,Tennessee,Clarksville city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,1.21,1.27,Strong,NA,NA,NA,NA
2015,47,27740,Tennessee,Franklin city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,1.17,1.24,Strong,NA,NA,NA,NA
2015,47,27740,Tennessee,Franklin city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.16,1.24,Strong,NA,NA,NA,NA
2015,47,27740,Tennessee,Franklin city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,1.18,1.25,Strong,NA,NA,NA,NA
2015,47,40000,Tennessee,Knoxville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,1.2,1.24,Strong,NA,NA,NA,NA
2015,47,40000,Tennessee,Knoxville city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.17,1.22,Strong,NA,NA,NA,NA
2015,47,40000,Tennessee,Knoxville city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,1.22,1.26,Strong,NA,NA,NA,NA
2015,47,48000,Tennessee,Memphis city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,1.21,1.24,Strong,NA,NA,NA,NA
2015,47,48000,Tennessee,Memphis city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.23,1.26,Strong,NA,NA,NA,NA
2015,47,48000,Tennessee,Memphis city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.18,1.21,Strong,NA,NA,NA,NA
2015,47,51560,Tennessee,Murfreesboro city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,1.07,1.14,Strong,NA,NA,NA,NA
2015,47,51560,Tennessee,Murfreesboro city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,1.04,1.12,Strong,NA,NA,NA,NA
2015,47,51560,Tennessee,Murfreesboro city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,1.09,1.16,Strong,NA,NA,NA,NA
2015,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,1.09,1.13,Strong,NA,NA,NA,NA
2015,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1.04,1.08,Strong,NA,NA,NA,NA
2015,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,1.14,1.18,Strong,NA,NA,NA,NA
2015,48,01000,Texas,Abilene city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.89,1.01,Strong,NA,NA,NA,NA
2015,48,01000,Texas,Abilene city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.81,0.95,Strong,NA,NA,NA,NA
2015,48,01000,Texas,Abilene city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.96,1.09,Strong,NA,NA,NA,NA
2015,48,01924,Texas,Allen city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.88,0.99,Strong,NA,NA,NA,NA
2015,48,01924,Texas,Allen city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.88,1.01,Strong,NA,NA,NA,NA
2015,48,01924,Texas,Allen city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.86,0.99,Strong,NA,NA,NA,NA
2015,48,03000,Texas,Amarillo city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.81,0.92,Strong,NA,NA,NA,NA
2015,48,03000,Texas,Amarillo city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.72,0.84,Strong,NA,NA,NA,NA
2015,48,03000,Texas,Amarillo city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.91,1.01,Strong,NA,NA,NA,NA
2015,48,04000,Texas,Arlington city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,1,1.05,Strong,NA,NA,NA,NA
2015,48,04000,Texas,Arlington city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.96,1.02,Strong,NA,NA,NA,NA
2015,48,04000,Texas,Arlington city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,1.04,1.1,Strong,NA,NA,NA,NA
2015,48,05000,Texas,Austin city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.83,0.9,Strong,NA,NA,NA,NA
2015,48,05000,Texas,Austin city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.75,0.82,Strong,NA,NA,NA,NA
2015,48,05000,Texas,Austin city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.91,0.98,Strong,NA,NA,NA,NA
2015,48,06128,Texas,Baytown city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.94,1.08,Strong,NA,NA,NA,NA
2015,48,06128,Texas,Baytown city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.92,1.08,Strong,NA,NA,NA,NA
2015,48,06128,Texas,Baytown city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.94,1.09,Strong,NA,NA,NA,NA
2015,48,07000,Texas,Beaumont city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.68,0.78,Strong,NA,NA,NA,NA
2015,48,07000,Texas,Beaumont city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.62,0.73,Strong,NA,NA,NA,NA
2015,48,07000,Texas,Beaumont city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.73,0.83,Strong,NA,NA,NA,NA
2015,48,10768,Texas,Brownsville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.99,1.05,Strong,NA,NA,NA,NA
2015,48,10768,Texas,Brownsville city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.98,1.05,Strong,NA,NA,NA,NA
2015,48,10768,Texas,Brownsville city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.99,1.06,Strong,NA,NA,NA,NA
2015,48,10912,Texas,Bryan city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.78,0.89,Strong,NA,NA,NA,NA
2015,48,10912,Texas,Bryan city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.72,0.84,Strong,NA,NA,NA,NA
2015,48,10912,Texas,Bryan city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.83,0.95,Strong,NA,NA,NA,NA
2015,48,13024,Texas,Carrollton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.91,1,Strong,NA,NA,NA,NA
2015,48,13024,Texas,Carrollton city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.88,0.97,Strong,NA,NA,NA,NA
2015,48,13024,Texas,Carrollton city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.94,1.03,Strong,NA,NA,NA,NA
2015,48,13552,Texas,Cedar Park city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,13552,Texas,Cedar Park city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,13552,Texas,Cedar Park city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,15976,Texas,College Station city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.85,0.98,Strong,NA,NA,NA,NA
2015,48,15976,Texas,College Station city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.8,0.95,Strong,NA,NA,NA,NA
2015,48,15976,Texas,College Station city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.89,1.03,Strong,NA,NA,NA,NA
2015,48,16432,Texas,Conroe city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.94,0.99,Strong,NA,NA,NA,NA
2015,48,16432,Texas,Conroe city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.9,0.97,Strong,NA,NA,NA,NA
2015,48,16432,Texas,Conroe city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.97,1.03,Strong,NA,NA,NA,NA
2015,48,17000,Texas,Corpus Christi city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.89,1,Strong,NA,NA,NA,NA
2015,48,17000,Texas,Corpus Christi city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.82,0.95,Strong,NA,NA,NA,NA
2015,48,17000,Texas,Corpus Christi city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.95,1.07,Strong,NA,NA,NA,NA
2015,48,19000,Texas,Dallas city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.88,0.92,Strong,NA,NA,NA,NA
2015,48,19000,Texas,Dallas city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.82,0.86,Strong,NA,NA,NA,NA
2015,48,19000,Texas,Dallas city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.94,0.98,Strong,NA,NA,NA,NA
2015,48,19972,Texas,Denton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.88,0.96,Strong,NA,NA,NA,NA
2015,48,19972,Texas,Denton city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.79,0.89,Strong,NA,NA,NA,NA
2015,48,19972,Texas,Denton city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.96,1.05,Strong,NA,NA,NA,NA
2015,48,22660,Texas,Edinburg city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.67,0.74,Strong,NA,NA,NA,NA
2015,48,22660,Texas,Edinburg city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.61,0.69,Strong,NA,NA,NA,NA
2015,48,22660,Texas,Edinburg city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.73,0.81,Strong,NA,NA,NA,NA
2015,48,24000,Texas,El Paso city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.94,1.02,Strong,NA,NA,NA,NA
2015,48,24000,Texas,El Paso city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.9,0.98,Strong,NA,NA,NA,NA
2015,48,24000,Texas,El Paso city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.98,1.05,Strong,NA,NA,NA,NA
2015,48,26232,Texas,Flower Mound town,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.96,1.02,Strong,NA,NA,NA,NA
2015,48,26232,Texas,Flower Mound town,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.95,1.01,Strong,NA,NA,NA,NA
2015,48,26232,Texas,Flower Mound town,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.96,1.02,Strong,NA,NA,NA,NA
2015,48,27000,Texas,Fort Worth city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.81,0.88,Strong,NA,NA,NA,NA
2015,48,27000,Texas,Fort Worth city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.77,0.84,Strong,NA,NA,NA,NA
2015,48,27000,Texas,Fort Worth city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.86,0.93,Strong,NA,NA,NA,NA
2015,48,27684,Texas,Frisco city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.89,0.95,Strong,NA,NA,NA,NA
2015,48,27684,Texas,Frisco city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.84,0.91,Strong,NA,NA,NA,NA
2015,48,27684,Texas,Frisco city,TRUE,Female,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.94,1,Strong,NA,NA,NA,NA
2015,48,29000,Texas,Garland city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.77,0.83,Strong,NA,NA,NA,NA
2015,48,29000,Texas,Garland city,TRUE,Male,gender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.73,0.8,Strong,NA,NA,NA,NA
