year,state,place,state_name,place_name,subgroup_type,subgroup,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality
2017,17,03012,Illinois,Aurora city,all,All,1.0806447,0.95566535,1.2056241,1
2017,17,03012,Illinois,Aurora city,income,Low Income,1.1542407,0.9863885,1.322093,1
2017,17,03012,Illinois,Aurora city,income,Not Low-Income,0.98252743,0.85882914,1.1062257,1
2017,17,06613,Illinois,Bloomington city,all,All,0.49047834,0.18875238,0.79220426,1
2017,17,06613,Illinois,Bloomington city,income,Low Income,0.57071573,0.23005107,0.91138041,1
2017,17,06613,Illinois,Bloomington city,income,Not Low-Income,0.45898646,0.079310134,0.8386628,1
2017,17,12385,Illinois,Champaign city,all,All,0.77421218,0.58883506,0.9595893,1
2017,17,12385,Illinois,Champaign city,income,Low Income,0.77803874,0.56907547,0.98700202,1
2017,17,12385,Illinois,Champaign city,income,Not Low-Income,0.73715246,0.50318384,0.97112107,1
2017,17,14000,Illinois,Chicago city,all,All,1.1748384,1.1354722,1.2142048,2
2017,17,14000,Illinois,Chicago city,income,Low Income,1.1938431,1.1567284,1.230958,2
2017,17,14000,Illinois,Chicago city,income,Not Low-Income,0.9233458,0.84350848,1.0031831,2
2017,17,14351,Illinois,Cicero town,all,All,1.1695683,1.0422071,1.2969295,1
2017,17,14351,Illinois,Cicero town,income,Low Income,1.188596,1.0710365,1.3061556,1
2017,17,14351,Illinois,Cicero town,income,Not Low-Income,0.85884428,0.49292633,1.2247622,1
2017,17,23074,Illinois,Elgin city,all,All,1.0472966,0.96152264,1.1330707,1
2017,17,23074,Illinois,Elgin city,income,Low Income,1.0575312,0.96145558,1.1536069,1
2017,17,23074,Illinois,Elgin city,income,Not Low-Income,1.0106323,0.90137035,1.1198941,1
2017,17,24582,Illinois,Evanston city,all,All,1.3208994,0.32641619,2.3153825,3
2017,17,24582,Illinois,Evanston city,income,Low Income,1.4421717,0.043341897,2.8410015,3
2017,17,24582,Illinois,Evanston city,income,Not Low-Income,1.2801213,0.27259699,2.2876456,3
2017,17,38570,Illinois,Joliet city,all,All,1.0727888,0.91490108,1.2306767,1
2017,17,38570,Illinois,Joliet city,income,Low Income,1.1036196,0.96000177,1.2472374,1
2017,17,38570,Illinois,Joliet city,income,Not Low-Income,NA,NA,NA,NA
2017,17,51622,Illinois,Naperville city,all,All,1.2139734,1.0821183,1.3458285,1
2017,17,51622,Illinois,Naperville city,income,Low Income,1.43849,1.1324369,1.7445432,1
2017,17,51622,Illinois,Naperville city,income,Not Low-Income,1.187855,1.0750555,1.3006545,1
2017,17,59000,Illinois,Peoria city,all,All,0.93318301,0.68760848,1.1787575,1
2017,17,59000,Illinois,Peoria city,income,Low Income,0.95059037,0.70542675,1.1957539,1
2017,17,59000,Illinois,Peoria city,income,Not Low-Income,0.900823,0.67045671,1.1311893,1
2017,17,65000,Illinois,Rockford city,all,All,0.96352762,0.85517514,1.0718801,1
2017,17,65000,Illinois,Rockford city,income,Low Income,0.94151926,0.82596308,1.0570754,1
2017,17,65000,Illinois,Rockford city,income,Not Low-Income,0.61676991,0.45415771,0.77938211,1
2017,17,68003,Illinois,Schaumburg village,all,All,1.1718054,1.0509033,1.2927074,1
2017,17,68003,Illinois,Schaumburg village,income,Low Income,1.2553282,1.0202805,1.4903759,1
2017,17,68003,Illinois,Schaumburg village,income,Not Low-Income,1.1216503,1.0142758,1.2290249,1
2017,17,72000,Illinois,Springfield city,all,All,0.92594641,0.7777862,1.0741067,1
2017,17,72000,Illinois,Springfield city,income,Low Income,0.90836799,0.74582863,1.0709074,1
2017,17,72000,Illinois,Springfield city,income,Not Low-Income,0.9270336,0.73140764,1.1226596,1
2017,17,79293,Illinois,Waukegan city,all,All,0.9288249,0.79277235,1.0648774,1
2017,17,79293,Illinois,Waukegan city,income,Low Income,0.91685009,0.7669338,1.0667664,1
2017,17,79293,Illinois,Waukegan city,income,Not Low-Income,0.97219443,0.79369181,1.1506971,1
2017,18,05860,Indiana,Bloomington city,all,All,1.1964965,1.0265315,1.3664615,1
2017,18,05860,Indiana,Bloomington city,income,Low Income,1.2219273,0.98333567,1.460519,1
2017,18,05860,Indiana,Bloomington city,income,Not Low-Income,1.0986485,0.92560393,1.2716932,1
2017,18,10342,Indiana,Carmel city,all,All,0.95540082,0.82349515,1.0873065,1
2017,18,10342,Indiana,Carmel city,income,Low Income,1.0131437,0.5009315,1.5253558,2
2017,18,10342,Indiana,Carmel city,income,Not Low-Income,1.0248086,0.86915153,1.1804657,2
2017,18,22000,Indiana,Evansville city,all,All,1.0405613,0.92543763,1.1556851,1
2017,18,22000,Indiana,Evansville city,income,Low Income,0.9986704,0.86701375,1.130327,1
2017,18,22000,Indiana,Evansville city,income,Not Low-Income,1.065824,0.92341202,1.208236,1
2017,18,23278,Indiana,Fishers city,all,All,1.0230775,0.90838778,1.1377672,1
2017,18,23278,Indiana,Fishers city,income,Low Income,1.0124143,0.74655086,1.2782779,1
2017,18,23278,Indiana,Fishers city,income,Not Low-Income,1.0263927,0.92825651,1.1245289,1
2017,18,25000,Indiana,Fort Wayne city,all,All,0.96965629,0.83271265,1.1065999,1
2017,18,25000,Indiana,Fort Wayne city,income,Low Income,0.94889092,0.8007375,1.0970445,1
2017,18,25000,Indiana,Fort Wayne city,income,Not Low-Income,0.92555225,0.76420665,1.0868979,1
2017,18,31000,Indiana,Hammond city,all,All,1.0425313,0.89687073,1.1881918,1
2017,18,31000,Indiana,Hammond city,income,Low Income,1.0337863,0.8930068,1.1745658,1
2017,18,31000,Indiana,Hammond city,income,Not Low-Income,1.0577741,0.78284794,1.3327001,1
2017,18,36003,Indiana,Indianapolis city (balance),all,All,NA,NA,NA,NA
2017,18,36003,Indiana,Indianapolis city (balance),income,Low Income,NA,NA,NA,NA
2017,18,36003,Indiana,Indianapolis city (balance),income,Not Low-Income,NA,NA,NA,NA
2017,18,71000,Indiana,South Bend city,all,All,0.93206924,0.8004719,1.0636666,1
2017,18,71000,Indiana,South Bend city,income,Low Income,0.92700666,0.79177278,1.0622405,1
2017,18,71000,Indiana,South Bend city,income,Not Low-Income,0.87980998,0.67904657,1.0805733,1
2017,19,12000,Iowa,Cedar Rapids city,all,All,0.91281855,0.74566031,1.0799768,1
2017,19,12000,Iowa,Cedar Rapids city,income,Low Income,0.78755277,0.5667966,1.0083089,1
2017,19,12000,Iowa,Cedar Rapids city,income,Not Low-Income,0.92790681,0.75224197,1.1035717,1
2017,19,19000,Iowa,Davenport city,all,All,0.88834602,0.7468375,1.0298545,1
2017,19,19000,Iowa,Davenport city,income,Low Income,0.87446737,0.71862513,1.0303097,1
2017,19,19000,Iowa,Davenport city,income,Not Low-Income,0.80676287,0.62041569,0.99311006,1
2017,19,21000,Iowa,Des Moines city,all,All,0.96764416,0.85494256,1.0803457,1
2017,19,21000,Iowa,Des Moines city,income,Low Income,0.97801518,0.86425549,1.0917749,1
2017,19,21000,Iowa,Des Moines city,income,Not Low-Income,1.0927187,0.91522938,1.2702081,1
2017,19,73335,Iowa,Sioux City city,all,All,1.0165082,0.87046015,1.1625563,1
2017,19,73335,Iowa,Sioux City city,income,Low Income,0.96553212,0.80491,1.1261542,1
2017,19,73335,Iowa,Sioux City city,income,Not Low-Income,1.0724224,0.88048577,1.264359,1
2017,20,36000,Kansas,Kansas City city,all,All,1.0746319,0.8958869,1.2533768,1
2017,20,36000,Kansas,Kansas City city,income,Low Income,1.1130862,0.95503157,1.2711409,1
2017,20,36000,Kansas,Kansas City city,income,Not Low-Income,0.79964817,0.42242482,1.1768715,1
2017,20,38900,Kansas,Lawrence city,all,All,0.85008031,0.66404676,1.0361139,1
2017,20,38900,Kansas,Lawrence city,income,Low Income,0.70837027,0.44976339,0.96697718,1
2017,20,38900,Kansas,Lawrence city,income,Not Low-Income,0.84312022,0.65274346,1.033497,1
2017,20,52575,Kansas,Olathe city,all,All,0.85931671,0.74908215,0.96955127,1
2017,20,52575,Kansas,Olathe city,income,Low Income,0.7931118,0.61039013,0.97583348,1
2017,20,52575,Kansas,Olathe city,income,Not Low-Income,0.86131203,0.75838482,0.96423924,1
2017,20,53775,Kansas,Overland Park city,all,All,1.0695051,0.94517112,1.1938391,1
2017,20,53775,Kansas,Overland Park city,income,Low Income,1.0791503,0.68200016,1.4763005,1
2017,20,53775,Kansas,Overland Park city,income,Not Low-Income,1.068141,0.96571845,1.1705635,1
2017,20,71000,Kansas,Topeka city,all,All,1.0224706,0.81329376,1.2316475,1
2017,20,71000,Kansas,Topeka city,income,Low Income,1.0339099,0.80155557,1.2662642,1
2017,20,71000,Kansas,Topeka city,income,Not Low-Income,0.89958495,0.63832659,1.1608434,1
2017,20,79000,Kansas,Wichita city,all,All,0.98125774,0.89309436,1.0694212,1
2017,20,79000,Kansas,Wichita city,income,Low Income,0.99166727,0.90486771,1.0784669,1
2017,20,79000,Kansas,Wichita city,income,Not Low-Income,0.96073037,0.80707443,1.1143863,1
2017,21,46027,Kentucky,Lexington-Fayette urban county,all,All,0.87406933,0.78755212,0.96058655,1
2017,21,46027,Kentucky,Lexington-Fayette urban county,income,Low Income,0.84685284,0.74257421,0.95113146,1
2017,21,46027,Kentucky,Lexington-Fayette urban county,income,Not Low-Income,0.89700663,0.79710841,0.99690485,1
2017,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),all,All,0.86148,0.80450922,0.91845077,1
2017,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),income,Low Income,0.86285126,0.80188787,0.92381465,1
2017,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),income,Not Low-Income,0.82365346,0.74487644,0.90243047,1
2017,22,05000,Louisiana,Baton Rouge city,all,All,0.91138971,0.8167659,1.0060135,1
2017,22,05000,Louisiana,Baton Rouge city,income,Low Income,0.89849108,0.81923229,0.97774988,1
2017,22,05000,Louisiana,Baton Rouge city,income,Not Low-Income,0.71541423,0.51449007,0.91633832,1
2017,22,40735,Louisiana,Lafayette city,all,All,0.98074389,0.88302606,1.0784616,1
2017,22,40735,Louisiana,Lafayette city,income,Low Income,1.0202782,0.91450173,1.1260546,1
2017,22,40735,Louisiana,Lafayette city,income,Not Low-Income,0.88277406,0.75071496,1.0148332,1
2017,22,41155,Louisiana,Lake Charles city,all,All,0.94672298,0.85015923,1.0432867,1
2017,22,41155,Louisiana,Lake Charles city,income,Low Income,0.9578113,0.85190421,1.0637183,1
2017,22,41155,Louisiana,Lake Charles city,income,Not Low-Income,0.88396108,0.75647122,1.0114509,1
2017,22,55000,Louisiana,New Orleans city,all,All,1.0922308,1.0088674,1.1755942,1
2017,22,55000,Louisiana,New Orleans city,income,Low Income,1.0802361,1.0012542,1.159218,1
2017,22,55000,Louisiana,New Orleans city,income,Not Low-Income,1.0253626,0.85017437,1.2005508,1
2017,22,70000,Louisiana,Shreveport city,all,All,1.0170323,0.92947084,1.1045938,1
2017,22,70000,Louisiana,Shreveport city,income,Low Income,1.0298625,0.93934715,1.1203779,1
2017,22,70000,Louisiana,Shreveport city,income,Not Low-Income,0.92866844,0.79754966,1.0597872,1
2017,24,04000,Maryland,Baltimore city,all,All,0.9433139,0.83656514,1.0500627,2
2017,24,04000,Maryland,Baltimore city,income,Low Income,0.85672247,0.74669433,0.96675062,2
2017,24,04000,Maryland,Baltimore city,income,Not Low-Income,0.59835172,0.43468747,0.762016,2
2017,24,30325,Maryland,Frederick city,all,All,0.94899422,0.82514042,1.072848,2
2017,24,30325,Maryland,Frederick city,income,Low Income,0.78571779,0.57403618,0.99739939,2
2017,24,30325,Maryland,Frederick city,income,Not Low-Income,0.98411822,0.86979228,1.0984442,2
2017,25,07000,Massachusetts,Boston city,all,All,NA,NA,NA,NA
2017,25,07000,Massachusetts,Boston city,income,Low Income,NA,NA,NA,NA
2017,25,07000,Massachusetts,Boston city,income,Not Low-Income,NA,NA,NA,NA
2017,25,09000,Massachusetts,Brockton city,all,All,1.083245,0.94809335,1.2183968,1
2017,25,09000,Massachusetts,Brockton city,income,Low Income,1.027299,0.88167369,1.1729244,1
2017,25,09000,Massachusetts,Brockton city,income,Not Low-Income,0.9038493,0.69897383,1.1087247,1
2017,25,11000,Massachusetts,Cambridge city,all,All,1.0221132,0.81881917,1.2254072,1
2017,25,11000,Massachusetts,Cambridge city,income,Low Income,0.92376363,0.66552114,1.1820061,1
2017,25,11000,Massachusetts,Cambridge city,income,Not Low-Income,0.85694081,0.62694305,1.0869385,1
2017,25,23000,Massachusetts,Fall River city,all,All,1.0659326,0.90806663,1.2237986,1
2017,25,23000,Massachusetts,Fall River city,income,Low Income,1.0250869,0.86209297,1.1880808,1
2017,25,23000,Massachusetts,Fall River city,income,Not Low-Income,0.88848609,0.63930923,1.1376629,1
2017,25,34550,Massachusetts,Lawrence city,all,All,NA,NA,NA,NA
2017,25,34550,Massachusetts,Lawrence city,income,Low Income,NA,NA,NA,NA
2017,25,34550,Massachusetts,Lawrence city,income,Not Low-Income,NA,NA,NA,NA
2017,25,37000,Massachusetts,Lowell city,all,All,0.97156423,0.83003068,1.1130978,1
2017,25,37000,Massachusetts,Lowell city,income,Low Income,0.88777202,0.73538285,1.0401611,2
2017,25,37000,Massachusetts,Lowell city,income,Not Low-Income,0.85676354,0.65106183,1.0624653,1
2017,25,37490,Massachusetts,Lynn city,all,All,1.0461595,0.90457201,1.187747,1
2017,25,37490,Massachusetts,Lynn city,income,Low Income,1.1991049,0.89648968,1.5017201,3
2017,25,37490,Massachusetts,Lynn city,income,Not Low-Income,0.87663031,0.6636647,1.0895959,1
2017,25,45000,Massachusetts,New Bedford city,all,All,0.82454175,0.67835975,0.97072375,2
2017,25,45000,Massachusetts,New Bedford city,income,Low Income,0.87391984,0.65509474,1.0927449,3
2017,25,45000,Massachusetts,New Bedford city,income,Not Low-Income,0.75010049,0.53174168,0.96845931,2
2017,25,45560,Massachusetts,Newton city,all,All,NA,NA,NA,NA
2017,25,45560,Massachusetts,Newton city,income,Low Income,NA,NA,NA,NA
2017,25,45560,Massachusetts,Newton city,income,Not Low-Income,NA,NA,NA,NA
2017,25,55745,Massachusetts,Quincy city,all,All,1.2145581,1.0294431,1.3996731,1
2017,25,55745,Massachusetts,Quincy city,income,Low Income,1.2278941,0.97602743,1.4797608,1
2017,25,55745,Massachusetts,Quincy city,income,Not Low-Income,1.1471982,0.95375127,1.3406452,1
2017,25,62535,Massachusetts,Somerville city,all,All,1.1396658,0.8771174,1.4022143,1
2017,25,62535,Massachusetts,Somerville city,income,Low Income,1.2039307,0.80172724,1.6061343,2
2017,25,62535,Massachusetts,Somerville city,income,Not Low-Income,0.78754807,0.45471677,1.1203793,1
2017,25,67000,Massachusetts,Springfield city,all,All,0.78528458,0.67745709,0.89311206,1
2017,25,67000,Massachusetts,Springfield city,income,Low Income,0.74271977,0.6389662,0.84647334,1
2017,25,67000,Massachusetts,Springfield city,income,Not Low-Income,0.68095422,0.46055624,0.90135223,1
2017,25,82000,Massachusetts,Worcester city,all,All,0.99079937,0.86574078,1.115858,2
2017,25,82000,Massachusetts,Worcester city,income,Low Income,1.1313365,0.88794261,1.3747303,3
2017,25,82000,Massachusetts,Worcester city,income,Not Low-Income,0.87794346,0.70354915,1.0523378,2
2017,26,03000,Michigan,Ann Arbor city,all,All,1.2074487,1.0800675,1.3348299,1
2017,26,03000,Michigan,Ann Arbor city,income,Low Income,1.0664407,0.86058229,1.2722991,1
2017,26,03000,Michigan,Ann Arbor city,income,Not Low-Income,1.2339586,1.1138352,1.354082,1
2017,26,21000,Michigan,Dearborn city,all,All,1.1156702,1.0048906,1.2264498,1
2017,26,21000,Michigan,Dearborn city,income,Low Income,1.1379325,1.028439,1.247426,1
2017,26,21000,Michigan,Dearborn city,income,Not Low-Income,1.118499,0.92775673,1.3092414000000001,1
2017,26,22000,Michigan,Detroit city,all,All,1.1389973,1.0801661,1.1978285,1
2017,26,22000,Michigan,Detroit city,income,Low Income,1.1495364,1.0945678,1.204505,1
2017,26,22000,Michigan,Detroit city,income,Not Low-Income,1.0366428,0.90148669,1.1717989,1
2017,26,27440,Michigan,Farmington Hills city,all,All,NA,NA,NA,NA
2017,26,27440,Michigan,Farmington Hills city,income,Low Income,NA,NA,NA,NA
2017,26,27440,Michigan,Farmington Hills city,income,Not Low-Income,NA,NA,NA,NA
2017,26,29000,Michigan,Flint city,all,All,0.92275691,0.66820133,1.1773126,1
2017,26,29000,Michigan,Flint city,income,Low Income,0.94177061,0.69939595,1.1841452,1
2017,26,29000,Michigan,Flint city,income,Not Low-Income,0.83045566,0.37160313,1.2893082,2
2017,26,34000,Michigan,Grand Rapids city,all,All,1.0551375,0.85555518,1.2547199,1
2017,26,34000,Michigan,Grand Rapids city,income,Low Income,1.0413129,0.81326592,1.2693598,1
2017,26,34000,Michigan,Grand Rapids city,income,Not Low-Income,1.0802416,0.79568464,1.3647984,1
2017,26,46000,Michigan,Lansing city,all,All,0.83213085,0.64845294,1.0158088,1
2017,26,46000,Michigan,Lansing city,income,Low Income,0.86329114,0.67706627,1.0495161,1
2017,26,46000,Michigan,Lansing city,income,Not Low-Income,0.78121728,0.49183717,1.0705974,1
2017,26,49000,Michigan,Livonia city,all,All,1.0578549,0.8868891,1.2288207,1
2017,26,49000,Michigan,Livonia city,income,Low Income,1.1625004,0.90234375,1.422657,1
2017,26,49000,Michigan,Livonia city,income,Not Low-Income,0.99049532,0.82588547,1.155105,1
2017,26,69035,Michigan,Rochester Hills city,all,All,NA,NA,NA,NA
2017,26,69035,Michigan,Rochester Hills city,income,Low Income,NA,NA,NA,NA
2017,26,69035,Michigan,Rochester Hills city,income,Not Low-Income,NA,NA,NA,NA
2017,26,74900,Michigan,Southfield city,all,All,0.94959277,0.78790963,1.1112759,1
2017,26,74900,Michigan,Southfield city,income,Low Income,0.92986768,0.76010853,1.0996269,1
2017,26,74900,Michigan,Southfield city,income,Not Low-Income,0.98219854,0.7491824,1.2152147,1
2017,26,76460,Michigan,Sterling Heights city,all,All,1.1445746,1.0423651,1.2467842,1
2017,26,76460,Michigan,Sterling Heights city,income,Low Income,1.1339116,0.98118699,1.2866362,1
2017,26,76460,Michigan,Sterling Heights city,income,Not Low-Income,1.1551784,1.0551795,1.2551774,1
2017,26,80700,Michigan,Troy city,all,All,1.1105636,0.95406777,1.2670594,1
2017,26,80700,Michigan,Troy city,income,Low Income,1.1382805,0.7775616,1.4989995,1
2017,26,80700,Michigan,Troy city,income,Not Low-Income,1.0938792,0.95983744,1.227921,1
2017,26,84000,Michigan,Warren city,all,All,1.1776443,0.97712821,1.3781604,1
2017,26,84000,Michigan,Warren city,income,Low Income,1.2092692,0.99402088,1.4245175,1
2017,26,84000,Michigan,Warren city,income,Not Low-Income,1.1689548,0.89573753,1.4421723,1
2017,26,86000,Michigan,Westland city,all,All,0.99684787,0.84271336,1.1509824,1
2017,26,86000,Michigan,Westland city,income,Low Income,0.97840524,0.80723423,1.1495762,1
2017,26,86000,Michigan,Westland city,income,Not Low-Income,0.89773738,0.69651514,1.0989596,1
2017,26,88940,Michigan,Wyoming city,all,All,0.99472058,0.70832717,1.281114,1
2017,26,88940,Michigan,Wyoming city,income,Low Income,1.040421,0.74740165,1.3334404,1
2017,26,88940,Michigan,Wyoming city,income,Not Low-Income,0.84874505,0.50086409,1.1966261,1
2017,27,06616,Minnesota,Bloomington city,all,All,0.83854592,0.66468287,1.012409,1
2017,27,06616,Minnesota,Bloomington city,income,Low Income,0.91295534,0.6816889,1.1442218,1
2017,27,06616,Minnesota,Bloomington city,income,Not Low-Income,0.82545996,0.64229178,1.0086281,1
2017,27,07966,Minnesota,Brooklyn Park city,all,All,NA,NA,NA,NA
2017,27,07966,Minnesota,Brooklyn Park city,income,Low Income,NA,NA,NA,NA
2017,27,07966,Minnesota,Brooklyn Park city,income,Not Low-Income,NA,NA,NA,NA
2017,27,17000,Minnesota,Duluth city,all,All,0.96287686,0.78915143,1.1366023,1
2017,27,17000,Minnesota,Duluth city,income,Low Income,0.8914935,0.66065538,1.1223316,1
2017,27,17000,Minnesota,Duluth city,income,Not Low-Income,0.91762775,0.73412788,1.1011276,1
2017,27,43000,Minnesota,Minneapolis city,all,All,0.95045638,0.84132797,1.0595849,1
2017,27,43000,Minnesota,Minneapolis city,income,Low Income,0.98852158,0.87294072,1.1041025,1
2017,27,43000,Minnesota,Minneapolis city,income,Not Low-Income,0.84083742,0.68660021,0.99507463,1
2017,27,51730,Minnesota,Plymouth city,all,All,NA,NA,NA,NA
2017,27,51730,Minnesota,Plymouth city,income,Low Income,NA,NA,NA,NA
2017,27,51730,Minnesota,Plymouth city,income,Not Low-Income,NA,NA,NA,NA
2017,27,54880,Minnesota,Rochester city,all,All,0.82112718,0.68747324,0.95478112,1
2017,27,54880,Minnesota,Rochester city,income,Low Income,0.8212381,0.63728255,1.0051936,1
2017,27,54880,Minnesota,Rochester city,income,Not Low-Income,0.79171497,0.65417528,0.92925465,1
2017,27,58000,Minnesota,St. Paul city,all,All,NA,NA,NA,NA
2017,27,58000,Minnesota,St. Paul city,income,Low Income,NA,NA,NA,NA
2017,27,58000,Minnesota,St. Paul city,income,Not Low-Income,NA,NA,NA,NA
2017,27,71428,Minnesota,Woodbury city,all,All,NA,NA,NA,NA
2017,27,71428,Minnesota,Woodbury city,income,Low Income,NA,NA,NA,NA
2017,27,71428,Minnesota,Woodbury city,income,Not Low-Income,NA,NA,NA,NA
2017,28,36000,Mississippi,Jackson city,all,All,0.79510236,0.69058841,0.8996163,1
2017,28,36000,Mississippi,Jackson city,income,Low Income,0.84554732,0.75094354,0.9401511,1
2017,28,36000,Mississippi,Jackson city,income,Not Low-Income,0.35343102,-0.26081172,0.96767378,3
2017,29,15670,Missouri,Columbia city,all,All,0.97966057,0.84926367,1.1100575,1
2017,29,15670,Missouri,Columbia city,income,Low Income,0.87480265,0.6991325,1.0504727,1
2017,29,15670,Missouri,Columbia city,income,Not Low-Income,1.0197488,0.88359773,1.1558999,1
2017,29,35000,Missouri,Independence city,all,All,0.96701926,0.79519975,1.1388388,1
2017,29,35000,Missouri,Independence city,income,Low Income,0.966932,0.78869277,1.1451712,1
2017,29,35000,Missouri,Independence city,income,Not Low-Income,0.92882168,0.67536539,1.182278,1
2017,29,38000,Missouri,Kansas City city,all,All,0.99656999,0.85148716,1.1416528,1
2017,29,38000,Missouri,Kansas City city,income,Low Income,0.99681425,0.8461532,1.1474754,1
2017,29,38000,Missouri,Kansas City city,income,Not Low-Income,1.0127972,0.79613078,1.2294637,1
2017,29,41348,Missouri,Lee's Summit city,all,All,NA,NA,NA,NA
2017,29,41348,Missouri,Lee's Summit city,income,Low Income,NA,NA,NA,NA
2017,29,41348,Missouri,Lee's Summit city,income,Not Low-Income,NA,NA,NA,NA
2017,29,54074,Missouri,O'Fallon city,all,All,NA,NA,NA,NA
2017,29,54074,Missouri,O'Fallon city,income,Low Income,NA,NA,NA,NA
2017,29,54074,Missouri,O'Fallon city,income,Not Low-Income,NA,NA,NA,NA
2017,29,65000,Missouri,St. Louis city,all,All,NA,NA,NA,NA
2017,29,65000,Missouri,St. Louis city,income,Low Income,NA,NA,NA,NA
2017,29,65000,Missouri,St. Louis city,income,Not Low-Income,NA,NA,NA,NA
2017,29,70000,Missouri,Springfield city,all,All,1.0207726,0.91123623,1.1303089,1
2017,29,70000,Missouri,Springfield city,income,Low Income,0.95101637000000006,0.8236469,1.0783858,1
2017,29,70000,Missouri,Springfield city,income,Not Low-Income,1.0368869,0.90444559,1.1693282,1
2017,30,06550,Montana,Billings city,all,All,1.1162713,0.87232882,1.3602139,2
2017,30,06550,Montana,Billings city,income,Low Income,1.1296479,0.92579591,1.3334998,2
2017,30,06550,Montana,Billings city,income,Not Low-Income,1.0535579,0.72711653,1.3799994,2
2017,31,28000,Nebraska,Lincoln city,all,All,0.9328894,0.84678727,1.0189916,1
2017,31,28000,Nebraska,Lincoln city,income,Low Income,0.94795072,0.83788443,1.058017,1
2017,31,28000,Nebraska,Lincoln city,income,Not Low-Income,0.89064163,0.79690546,0.9843778,1
2017,31,37000,Nebraska,Omaha city,all,All,0.91162944,0.81325895,1.0099999,1
2017,31,37000,Nebraska,Omaha city,income,Low Income,0.94731921,0.84141815,1.0532203,1
2017,31,37000,Nebraska,Omaha city,income,Not Low-Income,0.91339654,0.79314429,1.0336487,1
2017,32,31900,Nevada,Henderson city,all,All,NA,NA,NA,NA
2017,32,31900,Nevada,Henderson city,income,Low Income,NA,NA,NA,NA
2017,32,31900,Nevada,Henderson city,income,Not Low-Income,NA,NA,NA,NA
2017,32,40000,Nevada,Las Vegas city,all,All,1.0369415,1.0033937,1.0704894,2
2017,32,40000,Nevada,Las Vegas city,income,Low Income,1.0520643,1.0146314,1.0894972,2
2017,32,40000,Nevada,Las Vegas city,income,Not Low-Income,0.92543423,0.88203508,0.96883339,2
2017,32,51800,Nevada,North Las Vegas city,all,All,NA,NA,NA,NA
2017,32,51800,Nevada,North Las Vegas city,income,Low Income,NA,NA,NA,NA
2017,32,51800,Nevada,North Las Vegas city,income,Not Low-Income,NA,NA,NA,NA
2017,32,60600,Nevada,Reno city,all,All,1.0386949,0.96249127,1.1148984,2
2017,32,60600,Nevada,Reno city,income,Low Income,1.064752,0.96879733,1.1607066,2
2017,32,60600,Nevada,Reno city,income,Not Low-Income,0.93462306,0.84952223,1.0197239,2
2017,32,68400,Nevada,Sparks city,all,All,NA,NA,NA,NA
2017,32,68400,Nevada,Sparks city,income,Low Income,NA,NA,NA,NA
2017,32,68400,Nevada,Sparks city,income,Not Low-Income,NA,NA,NA,NA
2017,33,45140,New Hampshire,Manchester city,all,All,0.74792832,-0.11025254,1.6061091,3
2017,33,45140,New Hampshire,Manchester city,income,Low Income,0.81631869,-0.24656054,1.879198,3
2017,33,45140,New Hampshire,Manchester city,income,Not Low-Income,0.63070172,-0.34298137,1.6043848,3
2017,33,50260,New Hampshire,Nashua city,all,All,0.89568484,0.60029572,1.1910739,2
2017,33,50260,New Hampshire,Nashua city,income,Low Income,0.78915077,0.13799603,1.4403055,3
2017,33,50260,New Hampshire,Nashua city,income,Not Low-Income,1.0965453,0.61682504,1.5762656,3
2017,34,13690,New Jersey,Clifton city,all,All,1.0033357,0.84120059,1.1654708,1
2017,34,13690,New Jersey,Clifton city,income,Low Income,0.95458138,0.75930274,1.14986,1
2017,34,13690,New Jersey,Clifton city,income,Not Low-Income,1.012309,0.82444978,1.2001681,1
2017,34,21000,New Jersey,Elizabeth city,all,All,1.0920169,0.97850138,1.2055326,1
2017,34,21000,New Jersey,Elizabeth city,income,Low Income,1.0736324,0.96433598,1.1829288,1
2017,34,21000,New Jersey,Elizabeth city,income,Not Low-Income,1.0916241,0.86838973,1.3148586,1
2017,34,36000,New Jersey,Jersey City city,all,All,1.0771568,0.97523731,1.1790763,1
2017,34,36000,New Jersey,Jersey City city,income,Low Income,1.0373049,0.93361872,1.1409911,2
2017,34,36000,New Jersey,Jersey City city,income,Not Low-Income,1.0986762,0.93296397,1.2643884,1
2017,34,51000,New Jersey,Newark city,all,All,1.1034942,1.0252231,1.1817652,1
2017,34,51000,New Jersey,Newark city,income,Low Income,1.1127354,1.0381104,1.1873604,2
2017,34,51000,New Jersey,Newark city,income,Not Low-Income,1.0008788,0.83193189,1.1698257,2
2017,34,57000,New Jersey,Paterson city,all,All,1.032679,0.92874807,1.1366098,1
2017,34,57000,New Jersey,Paterson city,income,Low Income,1.0402914,0.94289052,1.1376923,1
2017,34,57000,New Jersey,Paterson city,income,Not Low-Income,0.89970005,0.65637189,1.1430281,1
2017,34,74000,New Jersey,Trenton city,all,All,1.0821894,0.93076921,1.2336097,1
2017,34,74000,New Jersey,Trenton city,income,Low Income,1.0800753,0.93594283,1.2242076,1
2017,34,74000,New Jersey,Trenton city,income,Not Low-Income,0.86556602,0.55352807,1.177604,1
