year,state,place,state_name,place_name,subgroup_type,subgroup,environmental,environmental_quality
2018,06,59451,California,Rancho Cucamonga city,race-ethnicity,"Majority White, Non-Hispanic",20,1
2018,06,59451,California,Rancho Cucamonga city,race-ethnicity,No Majority Race/Ethnicity,23,1
2018,06,59920,California,Redding city,all,All,0,1
2018,06,59920,California,Redding city,poverty,High Poverty Tracts,NA,NA
2018,06,59920,California,Redding city,poverty,Not High Poverty Tracts,0,1
2018,06,59920,California,Redding city,race-ethnicity,Majority Non-White,NA,NA
2018,06,59920,California,Redding city,race-ethnicity,"Majority White, Non-Hispanic",0,1
2018,06,59920,California,Redding city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,60102,California,Redwood City city,all,All,58,1
2018,06,60102,California,Redwood City city,poverty,High Poverty Tracts,NA,NA
2018,06,60102,California,Redwood City city,poverty,Not High Poverty Tracts,58,1
2018,06,60102,California,Redwood City city,race-ethnicity,Majority Non-White,54,1
2018,06,60102,California,Redwood City city,race-ethnicity,"Majority White, Non-Hispanic",69,1
2018,06,60102,California,Redwood City city,race-ethnicity,No Majority Race/Ethnicity,54,1
2018,06,60466,California,Rialto city,all,All,12,1
2018,06,60466,California,Rialto city,poverty,High Poverty Tracts,NA,NA
2018,06,60466,California,Rialto city,poverty,Not High Poverty Tracts,12,1
2018,06,60466,California,Rialto city,race-ethnicity,Majority Non-White,11,1
2018,06,60466,California,Rialto city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,60466,California,Rialto city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,60620,California,Richmond city,all,All,14,1
2018,06,60620,California,Richmond city,poverty,High Poverty Tracts,NA,NA
2018,06,60620,California,Richmond city,poverty,Not High Poverty Tracts,14,1
2018,06,60620,California,Richmond city,race-ethnicity,Majority Non-White,13,1
2018,06,60620,California,Richmond city,race-ethnicity,"Majority White, Non-Hispanic",12,1
2018,06,60620,California,Richmond city,race-ethnicity,No Majority Race/Ethnicity,19,1
2018,06,62000,California,Riverside city,all,All,8,1
2018,06,62000,California,Riverside city,poverty,High Poverty Tracts,6,1
2018,06,62000,California,Riverside city,poverty,Not High Poverty Tracts,8,1
2018,06,62000,California,Riverside city,race-ethnicity,Majority Non-White,6,1
2018,06,62000,California,Riverside city,race-ethnicity,"Majority White, Non-Hispanic",9,1
2018,06,62000,California,Riverside city,race-ethnicity,No Majority Race/Ethnicity,13,1
2018,06,62938,California,Roseville city,all,All,2,1
2018,06,62938,California,Roseville city,poverty,High Poverty Tracts,NA,NA
2018,06,62938,California,Roseville city,poverty,Not High Poverty Tracts,2,1
2018,06,62938,California,Roseville city,race-ethnicity,Majority Non-White,NA,NA
2018,06,62938,California,Roseville city,race-ethnicity,"Majority White, Non-Hispanic",2,1
2018,06,62938,California,Roseville city,race-ethnicity,No Majority Race/Ethnicity,2,1
2018,06,64000,California,Sacramento city,all,All,2,1
2018,06,64000,California,Sacramento city,poverty,High Poverty Tracts,1,1
2018,06,64000,California,Sacramento city,poverty,Not High Poverty Tracts,2,1
2018,06,64000,California,Sacramento city,race-ethnicity,Majority Non-White,2,1
2018,06,64000,California,Sacramento city,race-ethnicity,"Majority White, Non-Hispanic",1,1
2018,06,64000,California,Sacramento city,race-ethnicity,No Majority Race/Ethnicity,2,1
2018,06,64224,California,Salinas city,all,All,73,1
2018,06,64224,California,Salinas city,poverty,High Poverty Tracts,NA,NA
2018,06,64224,California,Salinas city,poverty,Not High Poverty Tracts,73,1
2018,06,64224,California,Salinas city,race-ethnicity,Majority Non-White,74,1
2018,06,64224,California,Salinas city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,64224,California,Salinas city,race-ethnicity,No Majority Race/Ethnicity,66,1
2018,06,65000,California,San Bernardino city,all,All,14,1
2018,06,65000,California,San Bernardino city,poverty,High Poverty Tracts,10,1
2018,06,65000,California,San Bernardino city,poverty,Not High Poverty Tracts,15,1
2018,06,65000,California,San Bernardino city,race-ethnicity,Majority Non-White,13,1
2018,06,65000,California,San Bernardino city,race-ethnicity,"Majority White, Non-Hispanic",36,1
2018,06,65000,California,San Bernardino city,race-ethnicity,No Majority Race/Ethnicity,21,1
2018,06,65042,California,San Buenaventura (Ventura) city,all,All,65,1
2018,06,65042,California,San Buenaventura (Ventura) city,poverty,High Poverty Tracts,NA,NA
2018,06,65042,California,San Buenaventura (Ventura) city,poverty,Not High Poverty Tracts,65,1
2018,06,65042,California,San Buenaventura (Ventura) city,race-ethnicity,Majority Non-White,83,1
2018,06,65042,California,San Buenaventura (Ventura) city,race-ethnicity,"Majority White, Non-Hispanic",67,1
2018,06,65042,California,San Buenaventura (Ventura) city,race-ethnicity,No Majority Race/Ethnicity,57,1
2018,06,66000,California,San Diego city,all,All,34,1
2018,06,66000,California,San Diego city,poverty,High Poverty Tracts,26,1
2018,06,66000,California,San Diego city,poverty,Not High Poverty Tracts,35,1
2018,06,66000,California,San Diego city,race-ethnicity,Majority Non-White,25,1
2018,06,66000,California,San Diego city,race-ethnicity,"Majority White, Non-Hispanic",42,1
2018,06,66000,California,San Diego city,race-ethnicity,No Majority Race/Ethnicity,38,1
2018,06,67000,California,San Francisco city,all,All,45,1
2018,06,67000,California,San Francisco city,poverty,High Poverty Tracts,41,1
2018,06,67000,California,San Francisco city,poverty,Not High Poverty Tracts,45,1
2018,06,67000,California,San Francisco city,race-ethnicity,Majority Non-White,46,1
2018,06,67000,California,San Francisco city,race-ethnicity,"Majority White, Non-Hispanic",45,1
2018,06,67000,California,San Francisco city,race-ethnicity,No Majority Race/Ethnicity,44,1
2018,06,68000,California,San Jose city,all,All,35,1
2018,06,68000,California,San Jose city,poverty,High Poverty Tracts,13,1
2018,06,68000,California,San Jose city,poverty,Not High Poverty Tracts,35,1
2018,06,68000,California,San Jose city,race-ethnicity,Majority Non-White,37,1
2018,06,68000,California,San Jose city,race-ethnicity,"Majority White, Non-Hispanic",28,1
2018,06,68000,California,San Jose city,race-ethnicity,No Majority Race/Ethnicity,32,1
2018,06,68084,California,San Leandro city,all,All,46,1
2018,06,68084,California,San Leandro city,poverty,High Poverty Tracts,NA,NA
2018,06,68084,California,San Leandro city,poverty,Not High Poverty Tracts,46,1
2018,06,68084,California,San Leandro city,race-ethnicity,Majority Non-White,46,1
2018,06,68084,California,San Leandro city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,68084,California,San Leandro city,race-ethnicity,No Majority Race/Ethnicity,43,1
2018,06,68196,California,San Marcos city,all,All,44,1
2018,06,68196,California,San Marcos city,poverty,High Poverty Tracts,NA,NA
2018,06,68196,California,San Marcos city,poverty,Not High Poverty Tracts,44,1
2018,06,68196,California,San Marcos city,race-ethnicity,Majority Non-White,45,1
2018,06,68196,California,San Marcos city,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,06,68196,California,San Marcos city,race-ethnicity,No Majority Race/Ethnicity,39,1
2018,06,68252,California,San Mateo city,all,All,53,1
2018,06,68252,California,San Mateo city,poverty,High Poverty Tracts,NA,NA
2018,06,68252,California,San Mateo city,poverty,Not High Poverty Tracts,54,1
2018,06,68252,California,San Mateo city,race-ethnicity,Majority Non-White,51,1
2018,06,68252,California,San Mateo city,race-ethnicity,"Majority White, Non-Hispanic",60,1
2018,06,68252,California,San Mateo city,race-ethnicity,No Majority Race/Ethnicity,53,1
2018,06,68378,California,San Ramon city,all,All,51,1
2018,06,68378,California,San Ramon city,poverty,High Poverty Tracts,NA,NA
2018,06,68378,California,San Ramon city,poverty,Not High Poverty Tracts,51,1
2018,06,68378,California,San Ramon city,race-ethnicity,Majority Non-White,53,1
2018,06,68378,California,San Ramon city,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,06,68378,California,San Ramon city,race-ethnicity,No Majority Race/Ethnicity,49,1
2018,06,69000,California,Santa Ana city,all,All,9,1
2018,06,69000,California,Santa Ana city,poverty,High Poverty Tracts,NA,NA
2018,06,69000,California,Santa Ana city,poverty,Not High Poverty Tracts,9,1
2018,06,69000,California,Santa Ana city,race-ethnicity,Majority Non-White,9,1
2018,06,69000,California,Santa Ana city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,69000,California,Santa Ana city,race-ethnicity,No Majority Race/Ethnicity,8,1
2018,06,69070,California,Santa Barbara city,all,All,58,1
2018,06,69070,California,Santa Barbara city,poverty,High Poverty Tracts,NA,NA
2018,06,69070,California,Santa Barbara city,poverty,Not High Poverty Tracts,58,1
2018,06,69070,California,Santa Barbara city,race-ethnicity,Majority Non-White,50,1
2018,06,69070,California,Santa Barbara city,race-ethnicity,"Majority White, Non-Hispanic",61,1
2018,06,69070,California,Santa Barbara city,race-ethnicity,No Majority Race/Ethnicity,62,1
2018,06,69084,California,Santa Clara city,all,All,20,1
2018,06,69084,California,Santa Clara city,poverty,High Poverty Tracts,NA,NA
2018,06,69084,California,Santa Clara city,poverty,Not High Poverty Tracts,20,1
2018,06,69084,California,Santa Clara city,race-ethnicity,Majority Non-White,21,1
2018,06,69084,California,Santa Clara city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,69084,California,Santa Clara city,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,06,69088,California,Santa Clarita city,all,All,41,1
2018,06,69088,California,Santa Clarita city,poverty,High Poverty Tracts,NA,NA
2018,06,69088,California,Santa Clarita city,poverty,Not High Poverty Tracts,42,1
2018,06,69088,California,Santa Clarita city,race-ethnicity,Majority Non-White,39,1
2018,06,69088,California,Santa Clarita city,race-ethnicity,"Majority White, Non-Hispanic",42,1
2018,06,69088,California,Santa Clarita city,race-ethnicity,No Majority Race/Ethnicity,42,1
2018,06,69196,California,Santa Maria city,all,All,75,1
2018,06,69196,California,Santa Maria city,poverty,High Poverty Tracts,NA,NA
2018,06,69196,California,Santa Maria city,poverty,Not High Poverty Tracts,75,1
2018,06,69196,California,Santa Maria city,race-ethnicity,Majority Non-White,75,1
2018,06,69196,California,Santa Maria city,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,06,69196,California,Santa Maria city,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,06,70000,California,Santa Monica city,all,All,15,1
2018,06,70000,California,Santa Monica city,poverty,High Poverty Tracts,NA,NA
2018,06,70000,California,Santa Monica city,poverty,Not High Poverty Tracts,16,1
2018,06,70000,California,Santa Monica city,race-ethnicity,Majority Non-White,12,1
2018,06,70000,California,Santa Monica city,race-ethnicity,"Majority White, Non-Hispanic",17,1
2018,06,70000,California,Santa Monica city,race-ethnicity,No Majority Race/Ethnicity,12,1
2018,06,70098,California,Santa Rosa city,all,All,37,1
2018,06,70098,California,Santa Rosa city,poverty,High Poverty Tracts,NA,NA
2018,06,70098,California,Santa Rosa city,poverty,Not High Poverty Tracts,38,1
2018,06,70098,California,Santa Rosa city,race-ethnicity,Majority Non-White,44,1
2018,06,70098,California,Santa Rosa city,race-ethnicity,"Majority White, Non-Hispanic",38,1
2018,06,70098,California,Santa Rosa city,race-ethnicity,No Majority Race/Ethnicity,33,1
2018,06,72016,California,Simi Valley city,all,All,54,1
2018,06,72016,California,Simi Valley city,poverty,High Poverty Tracts,NA,NA
2018,06,72016,California,Simi Valley city,poverty,Not High Poverty Tracts,54,1
2018,06,72016,California,Simi Valley city,race-ethnicity,Majority Non-White,73,1
2018,06,72016,California,Simi Valley city,race-ethnicity,"Majority White, Non-Hispanic",53,1
2018,06,72016,California,Simi Valley city,race-ethnicity,No Majority Race/Ethnicity,54,1
2018,06,73080,California,South Gate city,all,All,4,1
2018,06,73080,California,South Gate city,poverty,High Poverty Tracts,NA,NA
2018,06,73080,California,South Gate city,poverty,Not High Poverty Tracts,4,1
2018,06,73080,California,South Gate city,race-ethnicity,Majority Non-White,4,1
2018,06,73080,California,South Gate city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,73080,California,South Gate city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,75000,California,Stockton city,all,All,18,1
2018,06,75000,California,Stockton city,poverty,High Poverty Tracts,14,1
2018,06,75000,California,Stockton city,poverty,Not High Poverty Tracts,18,1
2018,06,75000,California,Stockton city,race-ethnicity,Majority Non-White,17,1
2018,06,75000,California,Stockton city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,75000,California,Stockton city,race-ethnicity,No Majority Race/Ethnicity,21,1
2018,06,77000,California,Sunnyvale city,all,All,48,1
2018,06,77000,California,Sunnyvale city,poverty,High Poverty Tracts,NA,NA
2018,06,77000,California,Sunnyvale city,poverty,Not High Poverty Tracts,48,1
2018,06,77000,California,Sunnyvale city,race-ethnicity,Majority Non-White,46,1
2018,06,77000,California,Sunnyvale city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,77000,California,Sunnyvale city,race-ethnicity,No Majority Race/Ethnicity,53,1
2018,06,78120,California,Temecula city,all,All,49,1
2018,06,78120,California,Temecula city,poverty,High Poverty Tracts,NA,NA
2018,06,78120,California,Temecula city,poverty,Not High Poverty Tracts,49,1
2018,06,78120,California,Temecula city,race-ethnicity,Majority Non-White,46,1
2018,06,78120,California,Temecula city,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,06,78120,California,Temecula city,race-ethnicity,No Majority Race/Ethnicity,49,1
2018,06,78582,California,Thousand Oaks city,all,All,44,1
2018,06,78582,California,Thousand Oaks city,poverty,High Poverty Tracts,NA,NA
2018,06,78582,California,Thousand Oaks city,poverty,Not High Poverty Tracts,44,1
2018,06,78582,California,Thousand Oaks city,race-ethnicity,Majority Non-White,47,1
2018,06,78582,California,Thousand Oaks city,race-ethnicity,"Majority White, Non-Hispanic",44,1
2018,06,78582,California,Thousand Oaks city,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,06,80000,California,Torrance city,all,All,3,1
2018,06,80000,California,Torrance city,poverty,High Poverty Tracts,NA,NA
2018,06,80000,California,Torrance city,poverty,Not High Poverty Tracts,3,1
2018,06,80000,California,Torrance city,race-ethnicity,Majority Non-White,1,1
2018,06,80000,California,Torrance city,race-ethnicity,"Majority White, Non-Hispanic",19,1
2018,06,80000,California,Torrance city,race-ethnicity,No Majority Race/Ethnicity,2,1
2018,06,80238,California,Tracy city,all,All,45,1
2018,06,80238,California,Tracy city,poverty,High Poverty Tracts,NA,NA
2018,06,80238,California,Tracy city,poverty,Not High Poverty Tracts,45,1
2018,06,80238,California,Tracy city,race-ethnicity,Majority Non-White,45,1
2018,06,80238,California,Tracy city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,80238,California,Tracy city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,06,80854,California,Tustin city,all,All,10,1
2018,06,80854,California,Tustin city,poverty,High Poverty Tracts,NA,NA
2018,06,80854,California,Tustin city,poverty,Not High Poverty Tracts,10,1
2018,06,80854,California,Tustin city,race-ethnicity,Majority Non-White,9,1
2018,06,80854,California,Tustin city,race-ethnicity,"Majority White, Non-Hispanic",11,1
2018,06,80854,California,Tustin city,race-ethnicity,No Majority Race/Ethnicity,11,1
2018,06,81344,California,Upland city,all,All,14,1
2018,06,81344,California,Upland city,poverty,High Poverty Tracts,NA,NA
2018,06,81344,California,Upland city,poverty,Not High Poverty Tracts,14,1
2018,06,81344,California,Upland city,race-ethnicity,Majority Non-White,9,1
2018,06,81344,California,Upland city,race-ethnicity,"Majority White, Non-Hispanic",20,1
2018,06,81344,California,Upland city,race-ethnicity,No Majority Race/Ethnicity,18,1
2018,06,81554,California,Vacaville city,all,All,26,1
2018,06,81554,California,Vacaville city,poverty,High Poverty Tracts,NA,NA
2018,06,81554,California,Vacaville city,poverty,Not High Poverty Tracts,26,1
2018,06,81554,California,Vacaville city,race-ethnicity,Majority Non-White,26,1
2018,06,81554,California,Vacaville city,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,06,81554,California,Vacaville city,race-ethnicity,No Majority Race/Ethnicity,25,1
2018,06,81666,California,Vallejo city,all,All,44,1
2018,06,81666,California,Vallejo city,poverty,High Poverty Tracts,35,1
2018,06,81666,California,Vallejo city,poverty,Not High Poverty Tracts,45,1
2018,06,81666,California,Vallejo city,race-ethnicity,Majority Non-White,45,1
2018,06,81666,California,Vallejo city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,81666,California,Vallejo city,race-ethnicity,No Majority Race/Ethnicity,36,1
2018,06,82590,California,Victorville city,all,All,47,1
2018,06,82590,California,Victorville city,poverty,High Poverty Tracts,39,1
2018,06,82590,California,Victorville city,poverty,Not High Poverty Tracts,49,1
2018,06,82590,California,Victorville city,race-ethnicity,Majority Non-White,47,1
2018,06,82590,California,Victorville city,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,06,82590,California,Victorville city,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,06,82954,California,Visalia city,all,All,8,1
2018,06,82954,California,Visalia city,poverty,High Poverty Tracts,8,1
2018,06,82954,California,Visalia city,poverty,Not High Poverty Tracts,9,1
2018,06,82954,California,Visalia city,race-ethnicity,Majority Non-White,8,1
2018,06,82954,California,Visalia city,race-ethnicity,"Majority White, Non-Hispanic",7,1
2018,06,82954,California,Visalia city,race-ethnicity,No Majority Race/Ethnicity,9,1
2018,06,82996,California,Vista city,all,All,41,1
2018,06,82996,California,Vista city,poverty,High Poverty Tracts,NA,NA
2018,06,82996,California,Vista city,poverty,Not High Poverty Tracts,41,1
2018,06,82996,California,Vista city,race-ethnicity,Majority Non-White,40,1
2018,06,82996,California,Vista city,race-ethnicity,"Majority White, Non-Hispanic",43,1
2018,06,82996,California,Vista city,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,06,84200,California,West Covina city,all,All,4,1
2018,06,84200,California,West Covina city,poverty,High Poverty Tracts,NA,NA
2018,06,84200,California,West Covina city,poverty,Not High Poverty Tracts,4,1
2018,06,84200,California,West Covina city,race-ethnicity,Majority Non-White,4,1
2018,06,84200,California,West Covina city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,84200,California,West Covina city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,84550,California,Westminster city,all,All,10,1
2018,06,84550,California,Westminster city,poverty,High Poverty Tracts,NA,NA
2018,06,84550,California,Westminster city,poverty,Not High Poverty Tracts,10,1
2018,06,84550,California,Westminster city,race-ethnicity,Majority Non-White,10,1
2018,06,84550,California,Westminster city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,84550,California,Westminster city,race-ethnicity,No Majority Race/Ethnicity,11,1
2018,06,85292,California,Whittier city,all,All,3,1
2018,06,85292,California,Whittier city,poverty,High Poverty Tracts,NA,NA
2018,06,85292,California,Whittier city,poverty,Not High Poverty Tracts,3,1
2018,06,85292,California,Whittier city,race-ethnicity,Majority Non-White,3,1
2018,06,85292,California,Whittier city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,85292,California,Whittier city,race-ethnicity,No Majority Race/Ethnicity,3,1
2018,08,03455,Colorado,Arvada city,all,All,37,1
2018,08,03455,Colorado,Arvada city,poverty,High Poverty Tracts,NA,NA
2018,08,03455,Colorado,Arvada city,poverty,Not High Poverty Tracts,38,1
2018,08,03455,Colorado,Arvada city,race-ethnicity,Majority Non-White,NA,NA
2018,08,03455,Colorado,Arvada city,race-ethnicity,"Majority White, Non-Hispanic",39,1
2018,08,03455,Colorado,Arvada city,race-ethnicity,No Majority Race/Ethnicity,19,1
2018,08,04000,Colorado,Aurora city,all,All,49,1
2018,08,04000,Colorado,Aurora city,poverty,High Poverty Tracts,NA,NA
2018,08,04000,Colorado,Aurora city,poverty,Not High Poverty Tracts,49,1
2018,08,04000,Colorado,Aurora city,race-ethnicity,Majority Non-White,37,1
2018,08,04000,Colorado,Aurora city,race-ethnicity,"Majority White, Non-Hispanic",65,1
2018,08,04000,Colorado,Aurora city,race-ethnicity,No Majority Race/Ethnicity,52,1
2018,08,07850,Colorado,Boulder city,all,All,73,1
2018,08,07850,Colorado,Boulder city,poverty,High Poverty Tracts,76,1
2018,08,07850,Colorado,Boulder city,poverty,Not High Poverty Tracts,72,1
2018,08,07850,Colorado,Boulder city,race-ethnicity,Majority Non-White,NA,NA
2018,08,07850,Colorado,Boulder city,race-ethnicity,"Majority White, Non-Hispanic",73,1
2018,08,07850,Colorado,Boulder city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,08,12815,Colorado,Centennial city,all,All,52,1
2018,08,12815,Colorado,Centennial city,poverty,High Poverty Tracts,NA,NA
2018,08,12815,Colorado,Centennial city,poverty,Not High Poverty Tracts,52,1
2018,08,12815,Colorado,Centennial city,race-ethnicity,Majority Non-White,NA,NA
2018,08,12815,Colorado,Centennial city,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,08,12815,Colorado,Centennial city,race-ethnicity,No Majority Race/Ethnicity,59,1
2018,08,16000,Colorado,Colorado Springs city,all,All,78,1
2018,08,16000,Colorado,Colorado Springs city,poverty,High Poverty Tracts,NA,NA
2018,08,16000,Colorado,Colorado Springs city,poverty,Not High Poverty Tracts,78,1
2018,08,16000,Colorado,Colorado Springs city,race-ethnicity,Majority Non-White,55,1
2018,08,16000,Colorado,Colorado Springs city,race-ethnicity,"Majority White, Non-Hispanic",83,1
2018,08,16000,Colorado,Colorado Springs city,race-ethnicity,No Majority Race/Ethnicity,60,1
2018,08,20000,Colorado,Denver city,all,All,24,1
2018,08,20000,Colorado,Denver city,poverty,High Poverty Tracts,17,1
2018,08,20000,Colorado,Denver city,poverty,Not High Poverty Tracts,24,1
2018,08,20000,Colorado,Denver city,race-ethnicity,Majority Non-White,22,1
2018,08,20000,Colorado,Denver city,race-ethnicity,"Majority White, Non-Hispanic",23,1
2018,08,20000,Colorado,Denver city,race-ethnicity,No Majority Race/Ethnicity,27,1
2018,08,27425,Colorado,Fort Collins city,all,All,41,1
2018,08,27425,Colorado,Fort Collins city,poverty,High Poverty Tracts,55,1
2018,08,27425,Colorado,Fort Collins city,poverty,Not High Poverty Tracts,38,1
2018,08,27425,Colorado,Fort Collins city,race-ethnicity,Majority Non-White,55,1
2018,08,27425,Colorado,Fort Collins city,race-ethnicity,"Majority White, Non-Hispanic",41,1
2018,08,27425,Colorado,Fort Collins city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,08,32155,Colorado,Greeley city,all,All,1,1
2018,08,32155,Colorado,Greeley city,poverty,High Poverty Tracts,1,1
2018,08,32155,Colorado,Greeley city,poverty,Not High Poverty Tracts,1,1
2018,08,32155,Colorado,Greeley city,race-ethnicity,Majority Non-White,1,1
2018,08,32155,Colorado,Greeley city,race-ethnicity,"Majority White, Non-Hispanic",1,1
2018,08,32155,Colorado,Greeley city,race-ethnicity,No Majority Race/Ethnicity,1,1
2018,08,43000,Colorado,Lakewood city,all,All,37,1
2018,08,43000,Colorado,Lakewood city,poverty,High Poverty Tracts,NA,NA
2018,08,43000,Colorado,Lakewood city,poverty,Not High Poverty Tracts,38,1
2018,08,43000,Colorado,Lakewood city,race-ethnicity,Majority Non-White,36,1
2018,08,43000,Colorado,Lakewood city,race-ethnicity,"Majority White, Non-Hispanic",39,1
2018,08,43000,Colorado,Lakewood city,race-ethnicity,No Majority Race/Ethnicity,33,1
2018,08,45970,Colorado,Longmont city,all,All,7,1
2018,08,45970,Colorado,Longmont city,poverty,High Poverty Tracts,NA,NA
2018,08,45970,Colorado,Longmont city,poverty,Not High Poverty Tracts,7,1
2018,08,45970,Colorado,Longmont city,race-ethnicity,Majority Non-White,NA,NA
2018,08,45970,Colorado,Longmont city,race-ethnicity,"Majority White, Non-Hispanic",10,1
2018,08,45970,Colorado,Longmont city,race-ethnicity,No Majority Race/Ethnicity,2,1
2018,08,46465,Colorado,Loveland city,all,All,20,1
2018,08,46465,Colorado,Loveland city,poverty,High Poverty Tracts,NA,NA
2018,08,46465,Colorado,Loveland city,poverty,Not High Poverty Tracts,20,1
2018,08,46465,Colorado,Loveland city,race-ethnicity,Majority Non-White,NA,NA
2018,08,46465,Colorado,Loveland city,race-ethnicity,"Majority White, Non-Hispanic",20,1
2018,08,46465,Colorado,Loveland city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,08,62000,Colorado,Pueblo city,all,All,71,1
2018,08,62000,Colorado,Pueblo city,poverty,High Poverty Tracts,60,1
2018,08,62000,Colorado,Pueblo city,poverty,Not High Poverty Tracts,72,1
2018,08,62000,Colorado,Pueblo city,race-ethnicity,Majority Non-White,64,1
2018,08,62000,Colorado,Pueblo city,race-ethnicity,"Majority White, Non-Hispanic",79,1
2018,08,62000,Colorado,Pueblo city,race-ethnicity,No Majority Race/Ethnicity,74,1
2018,08,77290,Colorado,Thornton city,all,All,16,1
2018,08,77290,Colorado,Thornton city,poverty,High Poverty Tracts,NA,NA
2018,08,77290,Colorado,Thornton city,poverty,Not High Poverty Tracts,15,1
2018,08,77290,Colorado,Thornton city,race-ethnicity,Majority Non-White,20,1
2018,08,77290,Colorado,Thornton city,race-ethnicity,"Majority White, Non-Hispanic",12,1
2018,08,77290,Colorado,Thornton city,race-ethnicity,No Majority Race/Ethnicity,18,1
2018,08,83835,Colorado,Westminster city,all,All,27,1
2018,08,83835,Colorado,Westminster city,poverty,High Poverty Tracts,NA,NA
2018,08,83835,Colorado,Westminster city,poverty,Not High Poverty Tracts,27,1
2018,08,83835,Colorado,Westminster city,race-ethnicity,Majority Non-White,16,1
2018,08,83835,Colorado,Westminster city,race-ethnicity,"Majority White, Non-Hispanic",31,1
2018,08,83835,Colorado,Westminster city,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,09,08000,Connecticut,Bridgeport city,all,All,54,1
2018,09,08000,Connecticut,Bridgeport city,poverty,High Poverty Tracts,53,1
2018,09,08000,Connecticut,Bridgeport city,poverty,Not High Poverty Tracts,54,1
2018,09,08000,Connecticut,Bridgeport city,race-ethnicity,Majority Non-White,54,1
2018,09,08000,Connecticut,Bridgeport city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,09,08000,Connecticut,Bridgeport city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,09,18430,Connecticut,Danbury city,all,All,95,1
2018,09,18430,Connecticut,Danbury city,poverty,High Poverty Tracts,NA,NA
2018,09,18430,Connecticut,Danbury city,poverty,Not High Poverty Tracts,95,1
2018,09,18430,Connecticut,Danbury city,race-ethnicity,Majority Non-White,95,1
2018,09,18430,Connecticut,Danbury city,race-ethnicity,"Majority White, Non-Hispanic",95,1
2018,09,18430,Connecticut,Danbury city,race-ethnicity,No Majority Race/Ethnicity,94,1
2018,09,37000,Connecticut,Hartford city,all,All,51,1
2018,09,37000,Connecticut,Hartford city,poverty,High Poverty Tracts,50,1
2018,09,37000,Connecticut,Hartford city,poverty,Not High Poverty Tracts,52,1
2018,09,37000,Connecticut,Hartford city,race-ethnicity,Majority Non-White,52,1
2018,09,37000,Connecticut,Hartford city,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,09,37000,Connecticut,Hartford city,race-ethnicity,No Majority Race/Ethnicity,49,1
2018,09,52000,Connecticut,New Haven city,all,All,58,1
2018,09,52000,Connecticut,New Haven city,poverty,High Poverty Tracts,53,1
2018,09,52000,Connecticut,New Haven city,poverty,Not High Poverty Tracts,59,1
2018,09,52000,Connecticut,New Haven city,race-ethnicity,Majority Non-White,58,1
2018,09,52000,Connecticut,New Haven city,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,09,52000,Connecticut,New Haven city,race-ethnicity,No Majority Race/Ethnicity,60,1
2018,09,55990,Connecticut,Norwalk city,all,All,52,1
2018,09,55990,Connecticut,Norwalk city,poverty,High Poverty Tracts,NA,NA
2018,09,55990,Connecticut,Norwalk city,poverty,Not High Poverty Tracts,52,1
2018,09,55990,Connecticut,Norwalk city,race-ethnicity,Majority Non-White,51,1
