year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,share_debt_coll,share_debt_coll_quality,index_air_hazard,index_air_hazard_quality,share_transit_commuter,share_transit_commuter_quality,share_transportation_cost,share_transportation_cost_quality
2015,40,75000,Oklahoma,Tulsa city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0265,Strong,0.2561,Strong
2015,41,05350,Oregon,Beaverton city,TRUE,All,all,NA,NA,NA,NA,0.0794,Strong,0.2239,Strong
2015,41,05350,Oregon,Beaverton city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,41,05350,Oregon,Beaverton city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0561,Marginal,0.2328,Marginal
2015,41,05350,Oregon,Beaverton city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.1168,Strong,0.2096,Strong
2015,41,05800,Oregon,Bend city,TRUE,All,all,NA,NA,NA,NA,0.0138,Strong,0.284,Strong
2015,41,05800,Oregon,Bend city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,41,05800,Oregon,Bend city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0138,Strong,0.284,Strong
2015,41,05800,Oregon,Bend city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,41,23850,Oregon,Eugene city,TRUE,All,all,NA,NA,NA,NA,0.0394,Strong,0.278,Strong
2015,41,23850,Oregon,Eugene city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,41,23850,Oregon,Eugene city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0394,Strong,0.278,Strong
2015,41,23850,Oregon,Eugene city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,41,31250,Oregon,Gresham city,TRUE,All,all,NA,NA,NA,NA,0.0866,Strong,0.2299,Strong
2015,41,31250,Oregon,Gresham city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,41,31250,Oregon,Gresham city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0744,Strong,0.236,Strong
2015,41,31250,Oregon,Gresham city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.1171,Strong,0.2145,Strong
2015,41,34100,Oregon,Hillsboro city,TRUE,All,all,NA,NA,NA,NA,0.0652,Strong,0.2393,Strong
2015,41,34100,Oregon,Hillsboro city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.12,Strong,0.21,Strong
2015,41,34100,Oregon,Hillsboro city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0482,Strong,0.2541,Strong
2015,41,34100,Oregon,Hillsboro city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0794,Strong,0.2252,Strong
2015,41,47000,Oregon,Medford city,TRUE,All,all,NA,NA,NA,NA,0.0185,Strong,0.2903,Strong
2015,41,47000,Oregon,Medford city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,41,47000,Oregon,Medford city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0185,Strong,0.2903,Strong
2015,41,47000,Oregon,Medford city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,41,59000,Oregon,Portland city,TRUE,All,all,NA,NA,NA,NA,0.1266,Strong,0.2077,Strong
2015,41,59000,Oregon,Portland city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.18,Strong,0.2,Strong
2015,41,59000,Oregon,Portland city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.1292,Strong,0.2059,Strong
2015,41,59000,Oregon,Portland city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.1135,Strong,0.216,Strong
2015,41,64900,Oregon,Salem city,TRUE,All,all,NA,NA,NA,NA,0.0473,Strong,0.2637,Strong
2015,41,64900,Oregon,Salem city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.09,Marginal,0.23,Marginal
2015,41,64900,Oregon,Salem city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0432,Strong,0.267,Strong
2015,41,64900,Oregon,Salem city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0582,Strong,0.2552,Strong
2015,42,02000,Pennsylvania,Allentown city,TRUE,All,all,NA,NA,NA,NA,0.0566,Strong,0.1971,Strong
2015,42,02000,Pennsylvania,Allentown city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0637,Strong,0.1886,Strong
2015,42,02000,Pennsylvania,Allentown city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.046,Strong,0.2135,Strong
2015,42,02000,Pennsylvania,Allentown city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0448,Strong,0.208,Strong
2015,42,06088,Pennsylvania,Bethlehem city,TRUE,All,all,NA,NA,NA,NA,0.0442,Strong,0.2138,Strong
2015,42,06088,Pennsylvania,Bethlehem city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0493,Strong,0.198,Strong
2015,42,06088,Pennsylvania,Bethlehem city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0434,Strong,0.2184,Strong
2015,42,06088,Pennsylvania,Bethlehem city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.04,Strong,0.2151,Strong
2015,42,24000,Pennsylvania,Erie city,TRUE,All,all,NA,NA,NA,NA,0.0406,Strong,0.2485,Strong
2015,42,24000,Pennsylvania,Erie city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0475,Strong,0.241,Strong
2015,42,24000,Pennsylvania,Erie city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0393,Strong,0.2527,Strong
2015,42,24000,Pennsylvania,Erie city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0439,Strong,0.23,Strong
2015,42,60000,Pennsylvania,Philadelphia city,TRUE,All,all,NA,NA,NA,NA,0.2673,Strong,0.1597,Strong
2015,42,60000,Pennsylvania,Philadelphia city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.2992,Strong,0.1578,Strong
2015,42,60000,Pennsylvania,Philadelphia city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.2204,Strong,0.1645,Strong
2015,42,60000,Pennsylvania,Philadelphia city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.2549,Strong,0.1548,Strong
2015,42,61000,Pennsylvania,Pittsburgh city,TRUE,All,all,NA,NA,NA,NA,0.1156,Strong,0.1988,Strong
2015,42,61000,Pennsylvania,Pittsburgh city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.1205,Strong,0.1933,Strong
2015,42,61000,Pennsylvania,Pittsburgh city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.1146,Strong,0.2017,Strong
2015,42,61000,Pennsylvania,Pittsburgh city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.1141,Strong,0.1929,Strong
2015,42,63624,Pennsylvania,Reading city,TRUE,All,all,NA,NA,NA,NA,0.07,Strong,0.205,Strong
2015,42,63624,Pennsylvania,Reading city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0733,Strong,0.201,Strong
2015,42,63624,Pennsylvania,Reading city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.04,Strong,0.24,Strong
2015,42,63624,Pennsylvania,Reading city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0507,Strong,0.2293,Strong
2015,42,69000,Pennsylvania,Scranton city,TRUE,All,all,NA,NA,NA,NA,0.0385,Strong,0.2494,Strong
2015,42,69000,Pennsylvania,Scranton city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,42,69000,Pennsylvania,Scranton city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0358,Strong,0.2541,Strong
2015,42,69000,Pennsylvania,Scranton city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0498,Strong,0.2301,Strong
2015,44,19180,Rhode Island,Cranston city,TRUE,All,all,NA,NA,NA,NA,0.0507,Strong,0.2306,Strong
2015,44,19180,Rhode Island,Cranston city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,44,19180,Rhode Island,Cranston city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0443,Strong,0.2354,Strong
2015,44,19180,Rhode Island,Cranston city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0839,Strong,0.2061,Strong
2015,44,54640,Rhode Island,Pawtucket city,TRUE,All,all,NA,NA,NA,NA,0.0895,Strong,0.2023,Strong
2015,44,54640,Rhode Island,Pawtucket city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.1195,Strong,0.1813,Strong
2015,44,54640,Rhode Island,Pawtucket city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0691,Strong,0.2203,Strong
2015,44,54640,Rhode Island,Pawtucket city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0902,Strong,0.1974,Strong
2015,44,59000,Rhode Island,Providence city,TRUE,All,all,NA,NA,NA,NA,0.1016,Strong,0.1879,Strong
2015,44,59000,Rhode Island,Providence city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.1012,Strong,0.1887,Strong
2015,44,59000,Rhode Island,Providence city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0891,Strong,0.1934,Strong
2015,44,59000,Rhode Island,Providence city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.1466,Strong,0.1629,Strong
2015,44,74300,Rhode Island,Warwick city,TRUE,All,all,NA,NA,NA,NA,0.0327,Strong,0.2417,Strong
2015,44,74300,Rhode Island,Warwick city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,44,74300,Rhode Island,Warwick city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0327,Strong,0.2417,Strong
2015,44,74300,Rhode Island,Warwick city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,45,13330,South Carolina,Charleston city,TRUE,All,all,NA,NA,NA,NA,0.0188,Strong,0.2506,Strong
2015,45,13330,South Carolina,Charleston city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0368,Strong,0.2223,Strong
2015,45,13330,South Carolina,Charleston city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0152,Strong,0.2572,Strong
2015,45,13330,South Carolina,Charleston city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0216,Strong,0.238,Strong
2015,45,16000,South Carolina,Columbia city,TRUE,All,all,NA,NA,NA,NA,0.0231,Strong,0.2433,Strong
2015,45,16000,South Carolina,Columbia city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.028,Strong,0.2362,Strong
2015,45,16000,South Carolina,Columbia city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0194,Strong,0.2507,Strong
2015,45,16000,South Carolina,Columbia city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0227,Marginal,0.2381,Marginal
2015,45,48535,South Carolina,Mount Pleasant town,TRUE,All,all,NA,NA,NA,NA,0.0128,Strong,0.2676,Strong
2015,45,48535,South Carolina,Mount Pleasant town,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,45,48535,South Carolina,Mount Pleasant town,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0128,Strong,0.2676,Strong
2015,45,48535,South Carolina,Mount Pleasant town,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0,Weak,0.33,Weak
2015,45,50875,South Carolina,North Charleston city,TRUE,All,all,NA,NA,NA,NA,0.0211,Strong,0.2476,Strong
2015,45,50875,South Carolina,North Charleston city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.024,Strong,0.2385,Strong
2015,45,50875,South Carolina,North Charleston city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0031,Strong,0.2741,Strong
2015,45,50875,South Carolina,North Charleston city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0233,Strong,0.2534,Strong
2015,46,59020,South Dakota,Sioux Falls city,TRUE,All,all,NA,NA,NA,NA,0.0192,Strong,0.2371,Strong
2015,46,59020,South Dakota,Sioux Falls city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,46,59020,South Dakota,Sioux Falls city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0188,Strong,0.2381,Strong
2015,46,59020,South Dakota,Sioux Falls city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0252,Strong,0.2205,Strong
2015,47,14000,Tennessee,Chattanooga city,TRUE,All,all,NA,NA,NA,NA,0.0162,Strong,0.2678,Strong
2015,47,14000,Tennessee,Chattanooga city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0236,Strong,0.2558,Strong
2015,47,14000,Tennessee,Chattanooga city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0115,Strong,0.2763,Strong
2015,47,14000,Tennessee,Chattanooga city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0175,Strong,0.262,Strong
2015,47,15160,Tennessee,Clarksville city,TRUE,All,all,NA,NA,NA,NA,0.0111,Strong,0.303,Strong
2015,47,15160,Tennessee,Clarksville city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0246,Strong,0.2724,Strong
2015,47,15160,Tennessee,Clarksville city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0062,Strong,0.3068,Strong
2015,47,15160,Tennessee,Clarksville city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0144,Strong,0.3042,Strong
2015,47,27740,Tennessee,Franklin city,TRUE,All,all,NA,NA,NA,NA,8e-4,Strong,0.2721,Strong
2015,47,27740,Tennessee,Franklin city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,47,27740,Tennessee,Franklin city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,9e-4,Strong,0.2731,Strong
2015,47,27740,Tennessee,Franklin city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0,Strong,0.26,Strong
2015,47,40000,Tennessee,Knoxville city,TRUE,All,all,NA,NA,NA,NA,0.0282,Strong,0.264,Strong
2015,47,40000,Tennessee,Knoxville city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0527,Strong,0.2479,Strong
2015,47,40000,Tennessee,Knoxville city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0243,Strong,0.268,Strong
2015,47,40000,Tennessee,Knoxville city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0361,Strong,0.242,Strong
2015,47,48000,Tennessee,Memphis city,TRUE,All,all,NA,NA,NA,NA,0.0331,Strong,0.2564,Strong
2015,47,48000,Tennessee,Memphis city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0366,Strong,0.2541,Strong
2015,47,48000,Tennessee,Memphis city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0303,Strong,0.2577,Strong
2015,47,48000,Tennessee,Memphis city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0215,Strong,0.265,Strong
2015,47,51560,Tennessee,Murfreesboro city,TRUE,All,all,NA,NA,NA,NA,0.0126,Strong,0.2615,Strong
2015,47,51560,Tennessee,Murfreesboro city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.02,Strong,0.24,Strong
2015,47,51560,Tennessee,Murfreesboro city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0123,Strong,0.2625,Strong
2015,47,51560,Tennessee,Murfreesboro city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.05,Weak,0.2,Weak
2015,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),TRUE,All,all,NA,NA,NA,NA,0.0278,Strong,0.248,Strong
2015,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0338,Strong,0.2378,Strong
2015,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0232,Strong,0.2551,Strong
2015,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0314,Strong,0.2431,Strong
2015,48,01000,Texas,Abilene city,TRUE,All,all,NA,NA,NA,NA,0.0127,Strong,0.2919,Strong
2015,48,01000,Texas,Abilene city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.02,Strong,0.2877,Strong
2015,48,01000,Texas,Abilene city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0095,Strong,0.2974,Strong
2015,48,01000,Texas,Abilene city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.018,Strong,0.281,Strong
2015,48,01924,Texas,Allen city,TRUE,All,all,NA,NA,NA,NA,0.0108,Strong,0.2562,Strong
2015,48,01924,Texas,Allen city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,01924,Texas,Allen city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0115,Strong,0.2571,Strong
2015,48,01924,Texas,Allen city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0072,Strong,0.2511,Strong
2015,48,03000,Texas,Amarillo city,TRUE,All,all,NA,NA,NA,NA,0.0099,Strong,0.2801,Strong
2015,48,03000,Texas,Amarillo city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0123,Strong,0.2758,Strong
2015,48,03000,Texas,Amarillo city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0088,Strong,0.2853,Strong
2015,48,03000,Texas,Amarillo city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0103,Strong,0.2668,Strong
2015,48,04000,Texas,Arlington city,TRUE,All,all,NA,NA,NA,NA,0.0104,Strong,0.2351,Strong
2015,48,04000,Texas,Arlington city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0108,Strong,0.2284,Strong
2015,48,04000,Texas,Arlington city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0101,Strong,0.2517,Strong
2015,48,04000,Texas,Arlington city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0099,Strong,0.2233,Strong
2015,48,05000,Texas,Austin city,TRUE,All,all,NA,NA,NA,NA,0.0469,Strong,0.2077,Strong
2015,48,05000,Texas,Austin city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0657,Strong,0.2025,Strong
2015,48,05000,Texas,Austin city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0355,Strong,0.2119,Strong
2015,48,05000,Texas,Austin city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0448,Strong,0.2063,Strong
2015,48,06128,Texas,Baytown city,TRUE,All,all,NA,NA,NA,NA,0.0123,Strong,0.2452,Strong
2015,48,06128,Texas,Baytown city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0146,Strong,0.2383,Strong
2015,48,06128,Texas,Baytown city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0,Marginal,0.29,Marginal
2015,48,06128,Texas,Baytown city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.008,Strong,0.2552,Strong
2015,48,07000,Texas,Beaumont city,TRUE,All,all,NA,NA,NA,NA,0.019,Strong,0.2771,Strong
2015,48,07000,Texas,Beaumont city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0204,Strong,0.274,Strong
2015,48,07000,Texas,Beaumont city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0175,Strong,0.2911,Strong
2015,48,07000,Texas,Beaumont city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0179,Strong,0.2748,Strong
2015,48,10768,Texas,Brownsville city,TRUE,All,all,NA,NA,NA,NA,0.0241,Strong,0.3939,Strong
2015,48,10768,Texas,Brownsville city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0241,Strong,0.3939,Strong
2015,48,10768,Texas,Brownsville city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,10768,Texas,Brownsville city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,10912,Texas,Bryan city,TRUE,All,all,NA,NA,NA,NA,0.0067,Strong,0.319,Strong
2015,48,10912,Texas,Bryan city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.005,Strong,0.3253,Strong
2015,48,10912,Texas,Bryan city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0038,Strong,0.3298,Strong
2015,48,10912,Texas,Bryan city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0138,Strong,0.2934,Strong
2015,48,13024,Texas,Carrollton city,TRUE,All,all,NA,NA,NA,NA,0.0393,Strong,0.2299,Strong
2015,48,13024,Texas,Carrollton city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0442,Strong,0.2248,Strong
2015,48,13024,Texas,Carrollton city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0327,Strong,0.2403,Strong
2015,48,13024,Texas,Carrollton city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0371,Strong,0.2303,Strong
2015,48,13552,Texas,Cedar Park city,TRUE,All,all,NA,NA,NA,NA,0.0021,Strong,0.2413,Strong
2015,48,13552,Texas,Cedar Park city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0,Strong,0.24,Strong
2015,48,13552,Texas,Cedar Park city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0022,Strong,0.2414,Strong
2015,48,13552,Texas,Cedar Park city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,15976,Texas,College Station city,TRUE,All,all,NA,NA,NA,NA,0.0082,Strong,0.3009,Strong
2015,48,15976,Texas,College Station city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,15976,Texas,College Station city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0062,Strong,0.3164,Strong
2015,48,15976,Texas,College Station city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0115,Strong,0.2738,Strong
2015,48,16432,Texas,Conroe city,TRUE,All,all,NA,NA,NA,NA,0.0014,Marginal,0.254,Marginal
2015,48,16432,Texas,Conroe city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0,Strong,0.2515,Strong
2015,48,16432,Texas,Conroe city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0024,Marginal,0.2544,Marginal
2015,48,16432,Texas,Conroe city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0,Strong,0.2607,Strong
2015,48,17000,Texas,Corpus Christi city,TRUE,All,all,NA,NA,NA,NA,0.0353,Strong,0.2727,Strong
2015,48,17000,Texas,Corpus Christi city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0407,Strong,0.2672,Strong
2015,48,17000,Texas,Corpus Christi city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0149,Strong,0.3025,Strong
2015,48,17000,Texas,Corpus Christi city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0286,Strong,0.2769,Strong
2015,48,19000,Texas,Dallas city,TRUE,All,all,NA,NA,NA,NA,0.0917,Strong,0.2106,Strong
2015,48,19000,Texas,Dallas city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.09,Strong,0.2109,Strong
2015,48,19000,Texas,Dallas city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0899,Strong,0.2149,Strong
2015,48,19000,Texas,Dallas city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.1045,Strong,0.2001,Strong
2015,48,19972,Texas,Denton city,TRUE,All,all,NA,NA,NA,NA,0.0265,Strong,0.2383,Strong
2015,48,19972,Texas,Denton city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.06,Strong,0.25,Strong
2015,48,19972,Texas,Denton city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.013,Strong,0.2554,Strong
2015,48,19972,Texas,Denton city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0366,Strong,0.2225,Strong
2015,48,22660,Texas,Edinburg city,TRUE,All,all,NA,NA,NA,NA,0.0041,Strong,0.4041,Strong
2015,48,22660,Texas,Edinburg city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0041,Strong,0.4041,Strong
2015,48,22660,Texas,Edinburg city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,22660,Texas,Edinburg city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,24000,Texas,El Paso city,TRUE,All,all,NA,NA,NA,NA,0.0371,Strong,0.3209,Strong
2015,48,24000,Texas,El Paso city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,0.0371,Strong,0.3209,Strong
2015,48,24000,Texas,El Paso city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,24000,Texas,El Paso city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0298,Strong,0.3151,Strong
2015,48,26232,Texas,Flower Mound town,TRUE,All,all,NA,NA,NA,NA,0.0032,Strong,0.2651,Strong
2015,48,26232,Texas,Flower Mound town,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,26232,Texas,Flower Mound town,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,0.0025,Strong,0.2657,Strong
2015,48,26232,Texas,Flower Mound town,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,0.013,Strong,0.257,Strong
2015,48,27000,Texas,Fort Worth city,TRUE,All,all,NA,NA,NA,NA,0.0253,Strong,0.2409,Strong
