year,state,county,state_name,county_name,in_universe,subgroup,subgroup_type,share_low_birth_weight,share_low_birth_weight_lb,share_low_birth_weight_ub,share_low_birth_weight_quality
2015,13,305,Georgia,Wayne County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,13,305,Georgia,Wayne County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,13,305,Georgia,Wayne County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,13,305,Georgia,Wayne County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,13,307,Georgia,Webster County,TRUE,All,all,NA,NA,NA,NA
2015,13,307,Georgia,Webster County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,13,307,Georgia,Webster County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,13,307,Georgia,Webster County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,13,307,Georgia,Webster County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,13,309,Georgia,Wheeler County,TRUE,All,all,NA,NA,NA,NA
2015,13,309,Georgia,Wheeler County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,13,309,Georgia,Wheeler County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,13,309,Georgia,Wheeler County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,13,309,Georgia,Wheeler County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,13,311,Georgia,White County,TRUE,All,all,NA,NA,NA,NA
2015,13,311,Georgia,White County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,13,311,Georgia,White County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,13,311,Georgia,White County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,13,311,Georgia,White County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,13,313,Georgia,Whitfield County,TRUE,All,all,NA,NA,NA,NA
2015,13,313,Georgia,Whitfield County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,13,313,Georgia,Whitfield County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,13,313,Georgia,Whitfield County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,13,313,Georgia,Whitfield County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,13,315,Georgia,Wilcox County,TRUE,All,all,NA,NA,NA,NA
2015,13,315,Georgia,Wilcox County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,13,315,Georgia,Wilcox County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,13,315,Georgia,Wilcox County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,13,315,Georgia,Wilcox County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,13,317,Georgia,Wilkes County,TRUE,All,all,NA,NA,NA,NA
2015,13,317,Georgia,Wilkes County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,13,317,Georgia,Wilkes County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,13,317,Georgia,Wilkes County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,13,317,Georgia,Wilkes County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,13,319,Georgia,Wilkinson County,TRUE,All,all,NA,NA,NA,NA
2015,13,319,Georgia,Wilkinson County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,13,319,Georgia,Wilkinson County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,13,319,Georgia,Wilkinson County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,13,319,Georgia,Wilkinson County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,13,321,Georgia,Worth County,TRUE,All,all,NA,NA,NA,NA
2015,13,321,Georgia,Worth County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,13,321,Georgia,Worth County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,13,321,Georgia,Worth County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,13,321,Georgia,Worth County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,15,001,Hawaii,Hawaii County,TRUE,All,all,NA,NA,NA,NA
2015,15,001,Hawaii,Hawaii County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,15,001,Hawaii,Hawaii County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,15,001,Hawaii,Hawaii County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,15,001,Hawaii,Hawaii County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,15,003,Hawaii,Honolulu County,TRUE,All,all,NA,NA,NA,NA
2015,15,003,Hawaii,Honolulu County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,15,003,Hawaii,Honolulu County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,15,003,Hawaii,Honolulu County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,15,003,Hawaii,Honolulu County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,15,005,Hawaii,Kalawao County,TRUE,All,all,NA,NA,NA,NA
2015,15,005,Hawaii,Kalawao County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,15,005,Hawaii,Kalawao County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,15,005,Hawaii,Kalawao County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,15,005,Hawaii,Kalawao County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,15,007,Hawaii,Kauai County,TRUE,All,all,NA,NA,NA,NA
2015,15,007,Hawaii,Kauai County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,15,007,Hawaii,Kauai County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,15,007,Hawaii,Kauai County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,15,007,Hawaii,Kauai County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,15,009,Hawaii,Maui County,TRUE,All,all,NA,NA,NA,NA
2015,15,009,Hawaii,Maui County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,15,009,Hawaii,Maui County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,15,009,Hawaii,Maui County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,15,009,Hawaii,Maui County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,001,Idaho,Ada County,TRUE,All,all,NA,NA,NA,NA
2015,16,001,Idaho,Ada County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,001,Idaho,Ada County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,001,Idaho,Ada County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,001,Idaho,Ada County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,003,Idaho,Adams County,TRUE,All,all,NA,NA,NA,NA
2015,16,003,Idaho,Adams County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,003,Idaho,Adams County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,003,Idaho,Adams County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,003,Idaho,Adams County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,005,Idaho,Bannock County,TRUE,All,all,NA,NA,NA,NA
2015,16,005,Idaho,Bannock County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,005,Idaho,Bannock County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,005,Idaho,Bannock County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,005,Idaho,Bannock County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,007,Idaho,Bear Lake County,TRUE,All,all,NA,NA,NA,NA
2015,16,007,Idaho,Bear Lake County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,007,Idaho,Bear Lake County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,007,Idaho,Bear Lake County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,007,Idaho,Bear Lake County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,009,Idaho,Benewah County,TRUE,All,all,NA,NA,NA,NA
2015,16,009,Idaho,Benewah County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,009,Idaho,Benewah County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,009,Idaho,Benewah County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,009,Idaho,Benewah County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,011,Idaho,Bingham County,TRUE,All,all,NA,NA,NA,NA
2015,16,011,Idaho,Bingham County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,011,Idaho,Bingham County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,011,Idaho,Bingham County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,011,Idaho,Bingham County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,013,Idaho,Blaine County,TRUE,All,all,NA,NA,NA,NA
2015,16,013,Idaho,Blaine County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,013,Idaho,Blaine County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,013,Idaho,Blaine County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,013,Idaho,Blaine County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,015,Idaho,Boise County,TRUE,All,all,NA,NA,NA,NA
2015,16,015,Idaho,Boise County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,015,Idaho,Boise County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,015,Idaho,Boise County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,015,Idaho,Boise County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,017,Idaho,Bonner County,TRUE,All,all,NA,NA,NA,NA
2015,16,017,Idaho,Bonner County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,017,Idaho,Bonner County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,017,Idaho,Bonner County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,017,Idaho,Bonner County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,019,Idaho,Bonneville County,TRUE,All,all,NA,NA,NA,NA
2015,16,019,Idaho,Bonneville County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,019,Idaho,Bonneville County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,019,Idaho,Bonneville County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,019,Idaho,Bonneville County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,021,Idaho,Boundary County,TRUE,All,all,NA,NA,NA,NA
2015,16,021,Idaho,Boundary County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,021,Idaho,Boundary County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,021,Idaho,Boundary County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,021,Idaho,Boundary County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,023,Idaho,Butte County,TRUE,All,all,NA,NA,NA,NA
2015,16,023,Idaho,Butte County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,023,Idaho,Butte County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,023,Idaho,Butte County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,023,Idaho,Butte County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,025,Idaho,Camas County,TRUE,All,all,NA,NA,NA,NA
2015,16,025,Idaho,Camas County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,025,Idaho,Camas County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,025,Idaho,Camas County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,025,Idaho,Camas County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,027,Idaho,Canyon County,TRUE,All,all,NA,NA,NA,NA
2015,16,027,Idaho,Canyon County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,027,Idaho,Canyon County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,027,Idaho,Canyon County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,027,Idaho,Canyon County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,029,Idaho,Caribou County,TRUE,All,all,NA,NA,NA,NA
2015,16,029,Idaho,Caribou County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,029,Idaho,Caribou County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,029,Idaho,Caribou County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,029,Idaho,Caribou County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,031,Idaho,Cassia County,TRUE,All,all,NA,NA,NA,NA
2015,16,031,Idaho,Cassia County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,031,Idaho,Cassia County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,031,Idaho,Cassia County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,031,Idaho,Cassia County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,033,Idaho,Clark County,TRUE,All,all,NA,NA,NA,NA
2015,16,033,Idaho,Clark County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,033,Idaho,Clark County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,033,Idaho,Clark County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,033,Idaho,Clark County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,035,Idaho,Clearwater County,TRUE,All,all,NA,NA,NA,NA
2015,16,035,Idaho,Clearwater County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,035,Idaho,Clearwater County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,035,Idaho,Clearwater County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,035,Idaho,Clearwater County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,037,Idaho,Custer County,TRUE,All,all,NA,NA,NA,NA
2015,16,037,Idaho,Custer County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,037,Idaho,Custer County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,037,Idaho,Custer County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,037,Idaho,Custer County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,039,Idaho,Elmore County,TRUE,All,all,NA,NA,NA,NA
2015,16,039,Idaho,Elmore County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,039,Idaho,Elmore County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,039,Idaho,Elmore County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,039,Idaho,Elmore County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,041,Idaho,Franklin County,TRUE,All,all,NA,NA,NA,NA
2015,16,041,Idaho,Franklin County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,041,Idaho,Franklin County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,041,Idaho,Franklin County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,041,Idaho,Franklin County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,043,Idaho,Fremont County,TRUE,All,all,NA,NA,NA,NA
2015,16,043,Idaho,Fremont County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,043,Idaho,Fremont County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,043,Idaho,Fremont County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,043,Idaho,Fremont County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,045,Idaho,Gem County,TRUE,All,all,NA,NA,NA,NA
2015,16,045,Idaho,Gem County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,045,Idaho,Gem County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,045,Idaho,Gem County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,045,Idaho,Gem County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,047,Idaho,Gooding County,TRUE,All,all,NA,NA,NA,NA
2015,16,047,Idaho,Gooding County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,047,Idaho,Gooding County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,047,Idaho,Gooding County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,047,Idaho,Gooding County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,049,Idaho,Idaho County,TRUE,All,all,NA,NA,NA,NA
2015,16,049,Idaho,Idaho County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,049,Idaho,Idaho County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,049,Idaho,Idaho County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,049,Idaho,Idaho County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,051,Idaho,Jefferson County,TRUE,All,all,NA,NA,NA,NA
2015,16,051,Idaho,Jefferson County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,051,Idaho,Jefferson County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,051,Idaho,Jefferson County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,051,Idaho,Jefferson County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,053,Idaho,Jerome County,TRUE,All,all,NA,NA,NA,NA
2015,16,053,Idaho,Jerome County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,053,Idaho,Jerome County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,053,Idaho,Jerome County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,053,Idaho,Jerome County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,055,Idaho,Kootenai County,TRUE,All,all,NA,NA,NA,NA
2015,16,055,Idaho,Kootenai County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,055,Idaho,Kootenai County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,055,Idaho,Kootenai County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,055,Idaho,Kootenai County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,057,Idaho,Latah County,TRUE,All,all,NA,NA,NA,NA
2015,16,057,Idaho,Latah County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,057,Idaho,Latah County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,057,Idaho,Latah County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,057,Idaho,Latah County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,059,Idaho,Lemhi County,TRUE,All,all,NA,NA,NA,NA
2015,16,059,Idaho,Lemhi County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,059,Idaho,Lemhi County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,059,Idaho,Lemhi County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,059,Idaho,Lemhi County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,061,Idaho,Lewis County,TRUE,All,all,NA,NA,NA,NA
2015,16,061,Idaho,Lewis County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,061,Idaho,Lewis County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,061,Idaho,Lewis County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,061,Idaho,Lewis County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,063,Idaho,Lincoln County,TRUE,All,all,NA,NA,NA,NA
2015,16,063,Idaho,Lincoln County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,063,Idaho,Lincoln County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,063,Idaho,Lincoln County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,063,Idaho,Lincoln County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,065,Idaho,Madison County,TRUE,All,all,NA,NA,NA,NA
2015,16,065,Idaho,Madison County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,065,Idaho,Madison County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,065,Idaho,Madison County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,065,Idaho,Madison County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,067,Idaho,Minidoka County,TRUE,All,all,NA,NA,NA,NA
2015,16,067,Idaho,Minidoka County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,067,Idaho,Minidoka County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,067,Idaho,Minidoka County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,067,Idaho,Minidoka County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,069,Idaho,Nez Perce County,TRUE,All,all,NA,NA,NA,NA
2015,16,069,Idaho,Nez Perce County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,069,Idaho,Nez Perce County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,069,Idaho,Nez Perce County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,069,Idaho,Nez Perce County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,071,Idaho,Oneida County,TRUE,All,all,NA,NA,NA,NA
2015,16,071,Idaho,Oneida County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,071,Idaho,Oneida County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,071,Idaho,Oneida County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,071,Idaho,Oneida County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,073,Idaho,Owyhee County,TRUE,All,all,NA,NA,NA,NA
2015,16,073,Idaho,Owyhee County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,073,Idaho,Owyhee County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,073,Idaho,Owyhee County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,073,Idaho,Owyhee County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,075,Idaho,Payette County,TRUE,All,all,NA,NA,NA,NA
2015,16,075,Idaho,Payette County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,075,Idaho,Payette County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,075,Idaho,Payette County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,075,Idaho,Payette County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,077,Idaho,Power County,TRUE,All,all,NA,NA,NA,NA
2015,16,077,Idaho,Power County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,077,Idaho,Power County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,077,Idaho,Power County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,077,Idaho,Power County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,079,Idaho,Shoshone County,TRUE,All,all,NA,NA,NA,NA
2015,16,079,Idaho,Shoshone County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,079,Idaho,Shoshone County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,079,Idaho,Shoshone County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,079,Idaho,Shoshone County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,081,Idaho,Teton County,TRUE,All,all,NA,NA,NA,NA
2015,16,081,Idaho,Teton County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,081,Idaho,Teton County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,081,Idaho,Teton County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,081,Idaho,Teton County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,083,Idaho,Twin Falls County,TRUE,All,all,NA,NA,NA,NA
2015,16,083,Idaho,Twin Falls County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,083,Idaho,Twin Falls County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,083,Idaho,Twin Falls County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,083,Idaho,Twin Falls County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,085,Idaho,Valley County,TRUE,All,all,NA,NA,NA,NA
2015,16,085,Idaho,Valley County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,085,Idaho,Valley County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,085,Idaho,Valley County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,085,Idaho,Valley County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,16,087,Idaho,Washington County,TRUE,All,all,NA,NA,NA,NA
2015,16,087,Idaho,Washington County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,16,087,Idaho,Washington County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,16,087,Idaho,Washington County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,16,087,Idaho,Washington County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,17,001,Illinois,Adams County,TRUE,All,all,NA,NA,NA,NA
2015,17,001,Illinois,Adams County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,17,001,Illinois,Adams County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,17,001,Illinois,Adams County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,17,001,Illinois,Adams County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,17,003,Illinois,Alexander County,TRUE,All,all,NA,NA,NA,NA
2015,17,003,Illinois,Alexander County,TRUE,Less than High School,mothers-education,NA,NA,NA,NA
2015,17,003,Illinois,Alexander County,TRUE,GED/High School Degree,mothers-education,NA,NA,NA,NA
2015,17,003,Illinois,Alexander County,TRUE,Some College,mothers-education,NA,NA,NA,NA
2015,17,003,Illinois,Alexander County,TRUE,College Degree or Higher,mothers-education,NA,NA,NA,NA
2015,17,005,Illinois,Bond County,TRUE,All,all,NA,NA,NA,NA
