year,state,place,subgroup_type,subgroup,share_digital_access,share_digital_access_quality,state_name,place_name
2021,06,68252,race-ethnicity,Hispanic,0.9119181221844622,1,California,San Mateo city
2021,06,68252,race-ethnicity,White,0.9388058533531576,1,California,San Mateo city
2021,06,68378,all,All,0.9817127252357388,1,California,San Ramon city
2021,06,68378,race-ethnicity,Other Races and Ethnicities,0.9862897697487802,1,California,San Ramon city
2021,06,68378,race-ethnicity,Black,0.9883720930232558,2,California,San Ramon city
2021,06,68378,race-ethnicity,Hispanic,0.967531504818384,1,California,San Ramon city
2021,06,68378,race-ethnicity,White,0.9743535904973304,1,California,San Ramon city
2021,06,69000,all,All,0.8900413615535119,1,California,Santa Ana city
2021,06,69000,race-ethnicity,Other Races and Ethnicities,0.8868575005638484,1,California,Santa Ana city
2021,06,69000,race-ethnicity,Black,0.8715203426124197,2,California,Santa Ana city
2021,06,69000,race-ethnicity,Hispanic,0.8884574010773812,1,California,Santa Ana city
2021,06,69000,race-ethnicity,White,0.8981048750160785,1,California,Santa Ana city
2021,06,69070,all,All,0.9183009469102006,1,California,Santa Barbara city
2021,06,69070,race-ethnicity,Other Races and Ethnicities,0.9340762129407458,1,California,Santa Barbara city
2021,06,69070,race-ethnicity,Black,0.8557951482479784,3,California,Santa Barbara city
2021,06,69070,race-ethnicity,Hispanic,0.8949505594990855,1,California,Santa Barbara city
2021,06,69070,race-ethnicity,White,0.913620577554354,1,California,Santa Barbara city
2021,06,69084,all,All,0.930606150623036,1,California,Santa Clara city
2021,06,69084,race-ethnicity,Other Races and Ethnicities,0.95869244107636,1,California,Santa Clara city
2021,06,69084,race-ethnicity,Black,0.9057412167952014,2,California,Santa Clara city
2021,06,69084,race-ethnicity,Hispanic,0.8966831683168317,1,California,Santa Clara city
2021,06,69084,race-ethnicity,White,0.8855173302409484,1,California,Santa Clara city
2021,06,69088,all,All,0.95234657675344,1,California,Santa Clarita city
2021,06,69088,race-ethnicity,Other Races and Ethnicities,0.9570192110129444,1,California,Santa Clarita city
2021,06,69088,race-ethnicity,Black,0.9056564391567522,2,California,Santa Clarita city
2021,06,69088,race-ethnicity,Hispanic,0.9451634538950716,1,California,Santa Clarita city
2021,06,69088,race-ethnicity,White,0.9529442917668614,1,California,Santa Clarita city
2021,06,69196,all,All,0.9122945045696146,1,California,Santa Maria city
2021,06,69196,race-ethnicity,Other Races and Ethnicities,0.9222696879643388,1,California,Santa Maria city
2021,06,69196,race-ethnicity,Black,0.8026624902114331,2,California,Santa Maria city
2021,06,69196,race-ethnicity,Hispanic,0.9255189687968904,1,California,Santa Maria city
2021,06,69196,race-ethnicity,White,0.9078355911330048,1,California,Santa Maria city
2021,06,70000,all,All,0.9159413108113932,1,California,Santa Monica city
2021,06,70000,race-ethnicity,Other Races and Ethnicities,0.9246533531002006,1,California,Santa Monica city
2021,06,70000,race-ethnicity,Black,0.763696998570748,2,California,Santa Monica city
2021,06,70000,race-ethnicity,Hispanic,0.9105627873842368,1,California,Santa Monica city
2021,06,70000,race-ethnicity,White,0.9226284705309304,1,California,Santa Monica city
2021,06,70098,all,All,0.9223326432792264,1,California,Santa Rosa city
2021,06,70098,race-ethnicity,Other Races and Ethnicities,0.9239478910905023,1,California,Santa Rosa city
2021,06,70098,race-ethnicity,Black,0.8565096952908587,2,California,Santa Rosa city
2021,06,70098,race-ethnicity,Hispanic,0.9186886430048922,1,California,Santa Rosa city
2021,06,70098,race-ethnicity,White,0.9235357334766254,1,California,Santa Rosa city
2021,06,72016,all,All,0.9464470187447264,1,California,Simi Valley city
2021,06,72016,race-ethnicity,Other Races and Ethnicities,0.9639060990166544,1,California,Simi Valley city
2021,06,72016,race-ethnicity,Black,0.8758782201405152,2,California,Simi Valley city
2021,06,72016,race-ethnicity,Hispanic,0.918285086112129,1,California,Simi Valley city
2021,06,72016,race-ethnicity,White,0.9409553467163432,1,California,Simi Valley city
2021,06,73080,all,All,0.8997192094997214,1,California,South Gate city
2021,06,73080,race-ethnicity,Other Races and Ethnicities,0.9252122730617034,1,California,South Gate city
2021,06,73080,race-ethnicity,Black,0.8218298555377207,3,California,South Gate city
2021,06,73080,race-ethnicity,Hispanic,0.9089386667865532,1,California,South Gate city
2021,06,73080,race-ethnicity,White,0.87062458722521,1,California,South Gate city
2021,06,75000,all,All,0.8789653197742104,1,California,Stockton city
2021,06,75000,race-ethnicity,Other Races and Ethnicities,0.9132074808614822,1,California,Stockton city
2021,06,75000,race-ethnicity,Black,0.8301047775214697,1,California,Stockton city
2021,06,75000,race-ethnicity,Hispanic,0.8798413210165548,1,California,Stockton city
2021,06,75000,race-ethnicity,White,0.8421715808042625,1,California,Stockton city
2021,06,77000,all,All,0.9554291224686596,1,California,Sunnyvale city
2021,06,77000,race-ethnicity,Other Races and Ethnicities,0.9617452957729552,1,California,Sunnyvale city
2021,06,77000,race-ethnicity,Black,0.9358786098874204,2,California,Sunnyvale city
2021,06,77000,race-ethnicity,Hispanic,0.9189725582993016,1,California,Sunnyvale city
2021,06,77000,race-ethnicity,White,0.94441752096924525,1,California,Sunnyvale city
2021,06,78120,all,All,0.970194558221182,1,California,Temecula city
2021,06,78120,race-ethnicity,Other Races and Ethnicities,0.9805007221954742,1,California,Temecula city
2021,06,78120,race-ethnicity,Black,0.986322188449848,2,California,Temecula city
2021,06,78120,race-ethnicity,Hispanic,0.9644567219152854,1,California,Temecula city
2021,06,78120,race-ethnicity,White,0.9635960142265072,1,California,Temecula city
2021,06,78582,all,All,0.9401213130725836,1,California,Thousand Oaks city
2021,06,78582,race-ethnicity,Other Races and Ethnicities,0.9476289373485636,1,California,Thousand Oaks city
2021,06,78582,race-ethnicity,Black,0.9572413793103448,2,California,Thousand Oaks city
2021,06,78582,race-ethnicity,Hispanic,0.929305600517967,1,California,Thousand Oaks city
2021,06,78582,race-ethnicity,White,0.9374798615514142,1,California,Thousand Oaks city
2021,06,80000,all,All,0.9456155372529832,1,California,Torrance city
2021,06,80000,race-ethnicity,Other Races and Ethnicities,0.960156567335032,1,California,Torrance city
2021,06,80000,race-ethnicity,Black,0.8517905195611675,2,California,Torrance city
2021,06,80000,race-ethnicity,Hispanic,0.9569205113952196,1,California,Torrance city
2021,06,80000,race-ethnicity,White,0.9336956877639894,1,California,Torrance city
2021,06,80238,all,All,0.9431739805155616,1,California,Tracy city
2021,06,80238,race-ethnicity,Other Races and Ethnicities,0.9417612386733528,1,California,Tracy city
2021,06,80238,race-ethnicity,Black,0.9330508474576272,2,California,Tracy city
2021,06,80238,race-ethnicity,Hispanic,0.9409733042484678,1,California,Tracy city
2021,06,80238,race-ethnicity,White,0.9458032109661064,1,California,Tracy city
2021,06,80854,all,All,0.9510607672570248,1,California,Tustin city
2021,06,80854,race-ethnicity,Other Races and Ethnicities,0.964471087067768,1,California,Tustin city
2021,06,80854,race-ethnicity,Black,0.92077863286555,3,California,Tustin city
2021,06,80854,race-ethnicity,Hispanic,0.9526804994836164,1,California,Tustin city
2021,06,80854,race-ethnicity,White,0.9378700646675217,1,California,Tustin city
2021,06,81344,all,All,0.9319037444037443,1,California,Upland city
2021,06,81344,race-ethnicity,Other Races and Ethnicities,0.9452167319600656,1,California,Upland city
2021,06,81344,race-ethnicity,Black,0.8928803289331314,2,California,Upland city
2021,06,81344,race-ethnicity,Hispanic,0.927386834781621,1,California,Upland city
2021,06,81344,race-ethnicity,White,0.926211895823003,1,California,Upland city
2021,06,81554,all,All,0.8976881552182757,1,California,Vacaville city
2021,06,81554,race-ethnicity,Other Races and Ethnicities,0.8854755555555556,1,California,Vacaville city
2021,06,81554,race-ethnicity,Black,0.6447956743267131,2,California,Vacaville city
2021,06,81554,race-ethnicity,Hispanic,0.8916291835023252,1,California,Vacaville city
2021,06,81554,race-ethnicity,White,0.9407105434479338,1,California,Vacaville city
2021,06,81666,all,All,0.9232788193059434,1,California,Vallejo city
2021,06,81666,race-ethnicity,Other Races and Ethnicities,0.938638024722743,1,California,Vallejo city
2021,06,81666,race-ethnicity,Black,0.894081969406413,1,California,Vallejo city
2021,06,81666,race-ethnicity,Hispanic,0.926218161683278,1,California,Vallejo city
2021,06,81666,race-ethnicity,White,0.9154767561079296,1,California,Vallejo city
2021,06,82590,all,All,0.9052165147001294,1,California,Victorville city
2021,06,82590,race-ethnicity,Other Races and Ethnicities,0.9311884378164412,1,California,Victorville city
2021,06,82590,race-ethnicity,Black,0.8474751267129716,1,California,Victorville city
2021,06,82590,race-ethnicity,Hispanic,0.9256228727025188,1,California,Victorville city
2021,06,82590,race-ethnicity,White,0.9067102869549908,1,California,Victorville city
2021,06,82954,all,All,0.9071080373138056,1,California,Visalia city
2021,06,82954,race-ethnicity,Other Races and Ethnicities,0.8981360995546432,1,California,Visalia city
2021,06,82954,race-ethnicity,Black,0.9522439585730724,2,California,Visalia city
2021,06,82954,race-ethnicity,Hispanic,0.8961666936048704,1,California,Visalia city
2021,06,82954,race-ethnicity,White,0.9111612038503716,1,California,Visalia city
2021,06,82996,all,All,0.9190885039178518,1,California,Vista city
2021,06,82996,race-ethnicity,Other Races and Ethnicities,0.932344137242911,1,California,Vista city
2021,06,82996,race-ethnicity,Black,0.8063994828700711,2,California,Vista city
2021,06,82996,race-ethnicity,Hispanic,0.9177360774818402,1,California,Vista city
2021,06,82996,race-ethnicity,White,0.9181087954348096,1,California,Vista city
2021,06,84200,all,All,0.931779955391422,1,California,West Covina city
2021,06,84200,race-ethnicity,Other Races and Ethnicities,0.9407755807256672,1,California,West Covina city
2021,06,84200,race-ethnicity,Black,0.8956404320987654,2,California,West Covina city
2021,06,84200,race-ethnicity,Hispanic,0.9221687040289346,1,California,West Covina city
2021,06,84200,race-ethnicity,White,0.9167998465767436,1,California,West Covina city
2021,06,84550,all,All,0.9389154897169842,1,California,Westminster city
2021,06,84550,race-ethnicity,Other Races and Ethnicities,0.9394783210622364,1,California,Westminster city
2021,06,84550,race-ethnicity,Black,0.9472168905950096,3,California,Westminster city
2021,06,84550,race-ethnicity,Hispanic,0.950246505947804,1,California,Westminster city
2021,06,84550,race-ethnicity,White,0.9372491654476576,1,California,Westminster city
2021,06,85292,all,All,0.8831436960910258,1,California,Whittier city
2021,06,85292,race-ethnicity,Other Races and Ethnicities,0.903702016646652,1,California,Whittier city
2021,06,85292,race-ethnicity,Black,0.6854410201912858,3,California,Whittier city
2021,06,85292,race-ethnicity,Hispanic,0.9037159288120598,1,California,Whittier city
2021,06,85292,race-ethnicity,White,0.8618790354460403,1,California,Whittier city
2021,08,03455,all,All,0.9452250962140876,1,Colorado,Arvada city
2021,08,03455,race-ethnicity,Other Races and Ethnicities,0.963072844337836,1,Colorado,Arvada city
2021,08,03455,race-ethnicity,Black,0.9074509803921568,2,Colorado,Arvada city
2021,08,03455,race-ethnicity,Hispanic,0.9267992069020952,1,Colorado,Arvada city
2021,08,03455,race-ethnicity,White,0.943007581343467,1,Colorado,Arvada city
2021,08,04000,all,All,0.9306511671568934,1,Colorado,Aurora city
2021,08,04000,race-ethnicity,Other Races and Ethnicities,0.932188073610392,1,Colorado,Aurora city
2021,08,04000,race-ethnicity,Black,0.9045283789943572,1,Colorado,Aurora city
2021,08,04000,race-ethnicity,Hispanic,0.9174830952145764,1,Colorado,Aurora city
2021,08,04000,race-ethnicity,White,0.9376661673843848,1,Colorado,Aurora city
2021,08,07850,all,All,0.8448108262651292,1,Colorado,Boulder city
2021,08,07850,race-ethnicity,Other Races and Ethnicities,0.78703763895209,1,Colorado,Boulder city
2021,08,07850,race-ethnicity,Black,0.7559055118110236,2,Colorado,Boulder city
2021,08,07850,race-ethnicity,Hispanic,0.7436425501432665,1,Colorado,Boulder city
2021,08,07850,race-ethnicity,White,0.8560133025654948,1,Colorado,Boulder city
2021,08,12815,all,All,0.9538213610936168,1,Colorado,Centennial city
2021,08,12815,race-ethnicity,Other Races and Ethnicities,0.9581380417335472,1,Colorado,Centennial city
2021,08,12815,race-ethnicity,Black,0.8219512195121951,2,Colorado,Centennial city
2021,08,12815,race-ethnicity,Hispanic,0.9329412978438048,1,Colorado,Centennial city
2021,08,12815,race-ethnicity,White,0.957297798429524,1,Colorado,Centennial city
2021,08,16000,all,All,0.9310135877226572,1,Colorado,Colorado Springs city
2021,08,16000,race-ethnicity,Other Races and Ethnicities,0.9329805996472664,1,Colorado,Colorado Springs city
2021,08,16000,race-ethnicity,Black,0.8915756907649088,1,Colorado,Colorado Springs city
2021,08,16000,race-ethnicity,Hispanic,0.9145976906576604,1,Colorado,Colorado Springs city
2021,08,16000,race-ethnicity,White,0.9336223169964344,1,Colorado,Colorado Springs city
2021,08,20000,all,All,0.9060991880294116,1,Colorado,Denver city
2021,08,20000,race-ethnicity,Other Races and Ethnicities,0.8979710218833864,1,Colorado,Denver city
2021,08,20000,race-ethnicity,Black,0.8627729395431024,1,Colorado,Denver city
2021,08,20000,race-ethnicity,Hispanic,0.8804927756361574,1,Colorado,Denver city
2021,08,20000,race-ethnicity,White,0.914364345642067,1,Colorado,Denver city
2021,08,27425,all,All,0.8844701057630046,1,Colorado,Fort Collins city
2021,08,27425,race-ethnicity,Other Races and Ethnicities,0.8623436696933356,1,Colorado,Fort Collins city
2021,08,27425,race-ethnicity,Black,0.811412383650344,2,Colorado,Fort Collins city
2021,08,27425,race-ethnicity,Hispanic,0.835694589711895,1,Colorado,Fort Collins city
2021,08,27425,race-ethnicity,White,0.8894154033865601,1,Colorado,Fort Collins city
2021,08,32155,all,All,0.843908273683817,1,Colorado,Greeley city
2021,08,32155,race-ethnicity,Other Races and Ethnicities,0.8742197744558091,1,Colorado,Greeley city
2021,08,32155,race-ethnicity,Black,0.66512455516014235,2,Colorado,Greeley city
2021,08,32155,race-ethnicity,Hispanic,0.8368591974019949,1,Colorado,Greeley city
2021,08,32155,race-ethnicity,White,0.8430214120438342,1,Colorado,Greeley city
2021,08,43000,all,All,0.9201005089712612,1,Colorado,Lakewood city
2021,08,43000,race-ethnicity,Other Races and Ethnicities,0.9432228679126748,1,Colorado,Lakewood city
2021,08,43000,race-ethnicity,Black,0.8358795285901353,2,Colorado,Lakewood city
2021,08,43000,race-ethnicity,Hispanic,0.9093351432368996,1,Colorado,Lakewood city
2021,08,43000,race-ethnicity,White,0.9170036527465996,1,Colorado,Lakewood city
2021,08,45970,all,All,0.9212260474344308,1,Colorado,Longmont city
2021,08,45970,race-ethnicity,Other Races and Ethnicities,0.8803608869686765,1,Colorado,Longmont city
2021,08,45970,race-ethnicity,Black,0.752129471890971,3,Colorado,Longmont city
2021,08,45970,race-ethnicity,Hispanic,0.8721746243595815,1,Colorado,Longmont city
2021,08,45970,race-ethnicity,White,0.93150618007719,1,Colorado,Longmont city
2021,08,46465,all,All,0.928494297979931,1,Colorado,Loveland city
2021,08,46465,race-ethnicity,Other Races and Ethnicities,0.9643119400793068,2,Colorado,Loveland city
2021,08,46465,race-ethnicity,Black,0.9263157894736842,3,Colorado,Loveland city
2021,08,46465,race-ethnicity,Hispanic,0.9573110893032384,1,Colorado,Loveland city
2021,08,46465,race-ethnicity,White,0.9249589084932144,1,Colorado,Loveland city
2021,08,62000,all,All,0.8349727168294084,1,Colorado,Pueblo city
2021,08,62000,race-ethnicity,Other Races and Ethnicities,0.8231144665599024,1,Colorado,Pueblo city
2021,08,62000,race-ethnicity,Black,0.7093333333333334,2,Colorado,Pueblo city
2021,08,62000,race-ethnicity,Hispanic,0.8524155947823878,1,Colorado,Pueblo city
2021,08,62000,race-ethnicity,White,0.8427330967749749,1,Colorado,Pueblo city
2021,08,77290,all,All,0.9469894263473224,1,Colorado,Thornton city
2021,08,77290,race-ethnicity,Other Races and Ethnicities,0.958034373435675,1,Colorado,Thornton city
2021,08,77290,race-ethnicity,Black,0.9560357675111774,2,Colorado,Thornton city
2021,08,77290,race-ethnicity,Hispanic,0.9406745146713728,1,Colorado,Thornton city
2021,08,77290,race-ethnicity,White,0.942853497683913,1,Colorado,Thornton city
2021,08,83835,all,All,0.9302289349547757,1,Colorado,Westminster city
2021,08,83835,race-ethnicity,Other Races and Ethnicities,0.9439512943254172,1,Colorado,Westminster city
2021,08,83835,race-ethnicity,Black,0.8966346153846154,3,Colorado,Westminster city
2021,08,83835,race-ethnicity,Hispanic,0.8756038647342995,1,Colorado,Westminster city
2021,08,83835,race-ethnicity,White,0.9276371353704224,1,Colorado,Westminster city
2021,09,08000,all,All,0.8665917093631547,1,Connecticut,Bridgeport city
2021,09,08000,race-ethnicity,Other Races and Ethnicities,0.9020400266557752,1,Connecticut,Bridgeport city
2021,09,08000,race-ethnicity,Black,0.8835599169947443,1,Connecticut,Bridgeport city
2021,09,08000,race-ethnicity,Hispanic,0.8895941340827237,1,Connecticut,Bridgeport city
2021,09,08000,race-ethnicity,White,0.8165599540111405,1,Connecticut,Bridgeport city
2021,09,18430,all,All,0.8735106790259521,1,Connecticut,Danbury city
2021,09,18430,race-ethnicity,Other Races and Ethnicities,0.9056043995803033,1,Connecticut,Danbury city
2021,09,18430,race-ethnicity,Black,0.8472271491072484,2,Connecticut,Danbury city
2021,09,18430,race-ethnicity,Hispanic,0.8671388878018237,1,Connecticut,Danbury city
2021,09,18430,race-ethnicity,White,0.8602423105327239,1,Connecticut,Danbury city
2021,09,37000,all,All,0.787046939010546,1,Connecticut,Hartford city
2021,09,37000,race-ethnicity,Other Races and Ethnicities,0.8282315658943211,1,Connecticut,Hartford city
2021,09,37000,race-ethnicity,Black,0.7963803972073477,1,Connecticut,Hartford city
2021,09,37000,race-ethnicity,Hispanic,0.8316532440503122,1,Connecticut,Hartford city
2021,09,37000,race-ethnicity,White,0.7216791088991588,1,Connecticut,Hartford city
2021,09,52000,all,All,0.8387812420634327,1,Connecticut,New Haven city
2021,09,52000,race-ethnicity,Other Races and Ethnicities,0.8564656534605108,1,Connecticut,New Haven city
2021,09,52000,race-ethnicity,Black,0.8629583866554874,1,Connecticut,New Haven city
2021,09,52000,race-ethnicity,Hispanic,0.85603467382471,1,Connecticut,New Haven city
2021,09,52000,race-ethnicity,White,0.8069401804819053,1,Connecticut,New Haven city
2021,09,55990,all,All,0.925799099327248,1,Connecticut,Norwalk city
2021,09,55990,race-ethnicity,Other Races and Ethnicities,0.9168051568716322,1,Connecticut,Norwalk city
2021,09,55990,race-ethnicity,Black,0.9135705564276992,1,Connecticut,Norwalk city
2021,09,55990,race-ethnicity,Hispanic,0.9046349544883268,1,Connecticut,Norwalk city
2021,09,55990,race-ethnicity,White,0.9311573498268848,1,Connecticut,Norwalk city
2021,09,73000,all,All,0.9279112891262424,1,Connecticut,Stamford city
2021,09,73000,race-ethnicity,Other Races and Ethnicities,0.9426831548302664,1,Connecticut,Stamford city
2021,09,73000,race-ethnicity,Black,0.8819775797643001,1,Connecticut,Stamford city
2021,09,73000,race-ethnicity,Hispanic,0.9054544484175696,1,Connecticut,Stamford city
2021,09,73000,race-ethnicity,White,0.930986197239448,1,Connecticut,Stamford city
2021,09,80000,all,All,0.8277950133148185,1,Connecticut,Waterbury city
2021,09,80000,race-ethnicity,Other Races and Ethnicities,0.8257067561092477,1,Connecticut,Waterbury city
2021,09,80000,race-ethnicity,Black,0.8610570824524313,1,Connecticut,Waterbury city
2021,09,80000,race-ethnicity,Hispanic,0.8209453816602639,1,Connecticut,Waterbury city
2021,09,80000,race-ethnicity,White,0.8165127748160211,1,Connecticut,Waterbury city
2021,11,50000,all,All,0.8407679673982733,1,District of Columbia,Washington city
2021,11,50000,race-ethnicity,Other Races and Ethnicities,0.8473325989456291,1,District of Columbia,Washington city
2021,11,50000,race-ethnicity,Black,0.7739561927049022,1,District of Columbia,Washington city
2021,11,50000,race-ethnicity,Hispanic,0.8422618274401809,1,District of Columbia,Washington city
2021,11,50000,race-ethnicity,White,0.9121115304316992,1,District of Columbia,Washington city
2021,12,07300,all,All,0.902083966983754,1,Florida,Boca Raton city
2021,12,07300,race-ethnicity,Other Races and Ethnicities,0.9047701198999396,1,Florida,Boca Raton city
2021,12,07300,race-ethnicity,Black,0.8250819928158676,3,Florida,Boca Raton city
2021,12,07300,race-ethnicity,Hispanic,0.9192296426479204,1,Florida,Boca Raton city
2021,12,07300,race-ethnicity,White,0.9080554873240164,1,Florida,Boca Raton city
2021,12,07875,all,All,0.8738786346078838,1,Florida,Boynton Beach city
2021,12,07875,race-ethnicity,Other Races and Ethnicities,0.9449796220822528,1,Florida,Boynton Beach city
2021,12,07875,race-ethnicity,Black,0.8017035265989241,1,Florida,Boynton Beach city
2021,12,07875,race-ethnicity,Hispanic,0.9237078977932636,1,Florida,Boynton Beach city
2021,12,07875,race-ethnicity,White,0.9016581176189908,1,Florida,Boynton Beach city
2021,12,10275,all,All,0.9269182344315892,1,Florida,Cape Coral city
2021,12,10275,race-ethnicity,Other Races and Ethnicities,0.9235558028727436,1,Florida,Cape Coral city
2021,12,10275,race-ethnicity,Black,0.929715950473416,2,Florida,Cape Coral city
2021,12,10275,race-ethnicity,Hispanic,0.9394622336271338,1,Florida,Cape Coral city
2021,12,10275,race-ethnicity,White,0.9273902007537882,1,Florida,Cape Coral city
2021,12,12875,all,All,0.844069424435755,1,Florida,Clearwater city
2021,12,12875,race-ethnicity,Other Races and Ethnicities,0.8619909502262444,1,Florida,Clearwater city
2021,12,12875,race-ethnicity,Black,0.6721163211353833,1,Florida,Clearwater city
2021,12,12875,race-ethnicity,Hispanic,0.7938180540920267,1,Florida,Clearwater city
2021,12,12875,race-ethnicity,White,0.869284475677649,1,Florida,Clearwater city
2021,12,14400,all,All,0.9476187982916084,1,Florida,Coral Springs city
2021,12,14400,race-ethnicity,Other Races and Ethnicities,0.970413994981879,1,Florida,Coral Springs city
2021,12,14400,race-ethnicity,Black,0.91946419712254,1,Florida,Coral Springs city
2021,12,14400,race-ethnicity,Hispanic,0.9436285888821014,1,Florida,Coral Springs city
2021,12,14400,race-ethnicity,White,0.9502554773815576,1,Florida,Coral Springs city
2021,12,16475,all,All,0.9331373709224868,1,Florida,Davie town
2021,12,16475,race-ethnicity,Other Races and Ethnicities,0.920783071635555,1,Florida,Davie town
2021,12,16475,race-ethnicity,Black,0.9336782690498588,1,Florida,Davie town
2021,12,16475,race-ethnicity,Hispanic,0.9268553244686896,1,Florida,Davie town
2021,12,16475,race-ethnicity,White,0.9385735735735736,1,Florida,Davie town
2021,12,16725,all,All,0.8855941065743301,1,Florida,Deerfield Beach city
2021,12,16725,race-ethnicity,Other Races and Ethnicities,0.8880543633762518,1,Florida,Deerfield Beach city
2021,12,16725,race-ethnicity,Black,0.913303701095806,1,Florida,Deerfield Beach city
2021,12,16725,race-ethnicity,Hispanic,0.8762216732896574,1,Florida,Deerfield Beach city
2021,12,16725,race-ethnicity,White,0.8721408456411192,1,Florida,Deerfield Beach city
2021,12,17200,all,All,0.8972545579046478,1,Florida,Deltona city
2021,12,17200,race-ethnicity,Other Races and Ethnicities,0.8541996093386661,1,Florida,Deltona city
2021,12,17200,race-ethnicity,Black,0.929821521400104,1,Florida,Deltona city
2021,12,17200,race-ethnicity,Hispanic,0.8503407303861611,1,Florida,Deltona city
2021,12,17200,race-ethnicity,White,0.9063555114200595,1,Florida,Deltona city
2021,12,17935,all,All,0.9600962721877307,1,Florida,Doral city
2021,12,17935,race-ethnicity,Other Races and Ethnicities,0.9735249193867738,1,Florida,Doral city
2021,12,17935,race-ethnicity,Black,0.937923250564334,3,Florida,Doral city
2021,12,17935,race-ethnicity,Hispanic,0.9559200745012826,1,Florida,Doral city
2021,12,17935,race-ethnicity,White,0.956105785972179,1,Florida,Doral city
2021,12,24000,all,All,0.8651171212694859,1,Florida,Fort Lauderdale city
2021,12,24000,race-ethnicity,Other Races and Ethnicities,0.9434091845611464,1,Florida,Fort Lauderdale city
2021,12,24000,race-ethnicity,Black,0.7705227606994353,1,Florida,Fort Lauderdale city
2021,12,24000,race-ethnicity,Hispanic,0.8779123689609624,1,Florida,Fort Lauderdale city
2021,12,24000,race-ethnicity,White,0.898341450447628,1,Florida,Fort Lauderdale city
2021,12,24125,all,All,0.837190355869365,1,Florida,Fort Myers city
2021,12,24125,race-ethnicity,Other Races and Ethnicities,0.8845229590179905,1,Florida,Fort Myers city
2021,12,24125,race-ethnicity,Black,0.7699403700117221,1,Florida,Fort Myers city
2021,12,24125,race-ethnicity,Hispanic,0.8134619331007593,1,Florida,Fort Myers city
2021,12,24125,race-ethnicity,White,0.8490820516949835,1,Florida,Fort Myers city
2021,12,25175,all,All,0.7603664381833777,1,Florida,Gainesville city
2021,12,25175,race-ethnicity,Other Races and Ethnicities,0.7917842583882094,1,Florida,Gainesville city
2021,12,25175,race-ethnicity,Black,0.7281363037084615,1,Florida,Gainesville city
2021,12,25175,race-ethnicity,Hispanic,0.7490161527165933,1,Florida,Gainesville city
2021,12,25175,race-ethnicity,White,0.7632691133963633,1,Florida,Gainesville city
2021,12,30000,all,All,0.8467075529724285,1,Florida,Hialeah city
2021,12,30000,race-ethnicity,Other Races and Ethnicities,0.8832911201945984,1,Florida,Hialeah city
2021,12,30000,race-ethnicity,Black,0.7432803071859572,2,Florida,Hialeah city
2021,12,30000,race-ethnicity,Hispanic,0.8473689351548219,1,Florida,Hialeah city
2021,12,30000,race-ethnicity,White,0.8286843262723287,1,Florida,Hialeah city
2021,12,32000,all,All,0.9105814662149322,1,Florida,Hollywood city
2021,12,32000,race-ethnicity,Other Races and Ethnicities,0.9321083402935212,1,Florida,Hollywood city
2021,12,32000,race-ethnicity,Black,0.9111655028435678,1,Florida,Hollywood city
2021,12,32000,race-ethnicity,Hispanic,0.9178317313693672,1,Florida,Hollywood city
2021,12,32000,race-ethnicity,White,0.9024986033672542,1,Florida,Hollywood city
2021,12,32275,all,All,0.8874310705457311,1,Florida,Homestead city
2021,12,32275,race-ethnicity,Other Races and Ethnicities,0.8454224812145377,1,Florida,Homestead city
2021,12,32275,race-ethnicity,Black,0.9375223347230496,2,Florida,Homestead city
2021,12,32275,race-ethnicity,Hispanic,0.8751527376403732,1,Florida,Homestead city
2021,12,32275,race-ethnicity,White,0.8869792156493934,1,Florida,Homestead city
2021,12,35000,all,All,0.8766372681803155,1,Florida,Jacksonville city
2021,12,35000,race-ethnicity,Other Races and Ethnicities,0.9050421562051482,1,Florida,Jacksonville city
2021,12,35000,race-ethnicity,Black,0.83456905024014,1,Florida,Jacksonville city
2021,12,35000,race-ethnicity,Hispanic,0.8783357189074724,1,Florida,Jacksonville city
2021,12,35000,race-ethnicity,White,0.8926336673958386,1,Florida,Jacksonville city
2021,12,36950,all,All,0.8585161098083924,1,Florida,Kissimmee city
2021,12,36950,race-ethnicity,Other Races and Ethnicities,0.9078880579337416,1,Florida,Kissimmee city
2021,12,36950,race-ethnicity,Black,0.7452779994679436,2,Florida,Kissimmee city
2021,12,36950,race-ethnicity,Hispanic,0.8737324294870611,1,Florida,Kissimmee city
2021,12,36950,race-ethnicity,White,0.843369890329013,1,Florida,Kissimmee city
2021,12,38250,all,All,0.7794856930643744,1,Florida,Lakeland city
2021,12,38250,race-ethnicity,Other Races and Ethnicities,0.9142373380447584,1,Florida,Lakeland city
2021,12,38250,race-ethnicity,Black,0.6796633303002729,1,Florida,Lakeland city
2021,12,38250,race-ethnicity,Hispanic,0.7914389799635702,1,Florida,Lakeland city
2021,12,38250,race-ethnicity,White,0.7843446423560538,1,Florida,Lakeland city
2021,12,39425,all,All,0.8700199987879522,1,Florida,Largo city
2021,12,39425,race-ethnicity,Other Races and Ethnicities,0.9124878048780488,2,Florida,Largo city
2021,12,39425,race-ethnicity,Black,0.8227466044724928,2,Florida,Largo city
2021,12,39425,race-ethnicity,Hispanic,0.8441011235955056,2,Florida,Largo city
2021,12,39425,race-ethnicity,White,0.8686235877228089,1,Florida,Largo city
2021,12,43975,all,All,0.8760119760479042,1,Florida,Melbourne city
