year,state,place,state_name,place_name,subgroup_type,subgroup,share_digital_access,share_digital_access_quality,rate_juv_arrest_quality,rate_juv_arrest
2021,06,60466,California,Rialto city,race-ethnicity,White,0.8727865290602933,1,NA,NA
2021,06,60620,California,Richmond city,all,All,0.9263725719027984,1,NA,NA
2021,06,60620,California,Richmond city,race-ethnicity,Other Races and Ethnicities,0.9450583127607048,1,NA,NA
2021,06,60620,California,Richmond city,race-ethnicity,Black,0.8568136932192232,1,NA,NA
2021,06,60620,California,Richmond city,race-ethnicity,Hispanic,0.9365038661827364,1,NA,NA
2021,06,60620,California,Richmond city,race-ethnicity,White,0.9370725417647718,1,NA,NA
2021,06,62000,California,Riverside city,all,All,0.8831504995902915,1,NA,NA
2021,06,62000,California,Riverside city,race-ethnicity,Other Races and Ethnicities,0.8780286820256075,1,NA,NA
2021,06,62000,California,Riverside city,race-ethnicity,Black,0.8645884072089625,1,NA,NA
2021,06,62000,California,Riverside city,race-ethnicity,Hispanic,0.8961845659126794,1,NA,NA
2021,06,62000,California,Riverside city,race-ethnicity,White,0.8902743962624202,1,NA,NA
2021,06,62938,California,Roseville city,all,All,0.9440444240048872,1,NA,NA
2021,06,62938,California,Roseville city,race-ethnicity,Other Races and Ethnicities,0.9383192623861364,1,NA,NA
2021,06,62938,California,Roseville city,race-ethnicity,Black,0.9651791751183232,2,NA,NA
2021,06,62938,California,Roseville city,race-ethnicity,Hispanic,0.8999393046041793,1,NA,NA
2021,06,62938,California,Roseville city,race-ethnicity,White,0.9453903168073764,1,NA,NA
2021,06,64000,California,Sacramento city,all,All,0.9200528340451788,1,NA,NA
2021,06,64000,California,Sacramento city,race-ethnicity,Other Races and Ethnicities,0.9343817283742136,1,NA,NA
2021,06,64000,California,Sacramento city,race-ethnicity,Black,0.8816087992877861,1,NA,NA
2021,06,64000,California,Sacramento city,race-ethnicity,Hispanic,0.9316950102784526,1,NA,NA
2021,06,64000,California,Sacramento city,race-ethnicity,White,0.9166733461264632,1,NA,NA
2021,06,64224,California,Salinas city,all,All,0.9165173860764152,1,NA,NA
2021,06,64224,California,Salinas city,race-ethnicity,Other Races and Ethnicities,0.9132011458937366,1,NA,NA
2021,06,64224,California,Salinas city,race-ethnicity,Black,0.8682136602451839,2,NA,NA
2021,06,64224,California,Salinas city,race-ethnicity,Hispanic,0.9171627213018936,1,NA,NA
2021,06,64224,California,Salinas city,race-ethnicity,White,0.9274409544679816,1,NA,NA
2021,06,65000,California,San Bernardino city,all,All,0.8104075246466595,1,NA,NA
2021,06,65000,California,San Bernardino city,race-ethnicity,Other Races and Ethnicities,0.8466656089692739,1,NA,NA
2021,06,65000,California,San Bernardino city,race-ethnicity,Black,0.7429326383610236,1,NA,NA
2021,06,65000,California,San Bernardino city,race-ethnicity,Hispanic,0.8374417591258003,1,NA,NA
2021,06,65000,California,San Bernardino city,race-ethnicity,White,0.7945544303540837,1,NA,NA
2021,06,65042,California,San Buenaventura (Ventura) city,all,All,0.919003002568462,1,NA,NA
2021,06,65042,California,San Buenaventura (Ventura) city,race-ethnicity,Other Races and Ethnicities,0.936338206099982,1,NA,NA
2021,06,65042,California,San Buenaventura (Ventura) city,race-ethnicity,Black,0.7257405515832482,2,NA,NA
2021,06,65042,California,San Buenaventura (Ventura) city,race-ethnicity,Hispanic,0.9047571531918078,1,NA,NA
2021,06,65042,California,San Buenaventura (Ventura) city,race-ethnicity,White,0.9189358010410642,1,NA,NA
2021,06,66000,California,San Diego city,all,All,0.9196772335458836,1,2,1511.7788907438323
2021,06,66000,California,San Diego city,race-ethnicity,Other Races and Ethnicities,0.9359524482299276,1,2,241.4429768498793
2021,06,66000,California,San Diego city,race-ethnicity,Black,0.8473407195558653,1,2,6544.543604196024
2021,06,66000,California,San Diego city,race-ethnicity,Hispanic,0.9075361796673272,1,2,0
2021,06,66000,California,San Diego city,race-ethnicity,White,0.917143494644982,1,2,1951.436562420544
2021,06,67000,California,San Francisco city,all,All,0.9114227082233844,1,NA,NA
2021,06,67000,California,San Francisco city,race-ethnicity,Other Races and Ethnicities,0.9091203439297392,1,NA,NA
2021,06,67000,California,San Francisco city,race-ethnicity,Black,0.7912041652819319,1,NA,NA
2021,06,67000,California,San Francisco city,race-ethnicity,Hispanic,0.8779729962999377,1,NA,NA
2021,06,67000,California,San Francisco city,race-ethnicity,White,0.9285744676324804,1,NA,NA
2021,06,68000,California,San Jose city,all,All,0.9398413361004286,1,NA,NA
2021,06,68000,California,San Jose city,race-ethnicity,Other Races and Ethnicities,0.9497404443541888,1,NA,NA
2021,06,68000,California,San Jose city,race-ethnicity,Black,0.8840357938857656,1,NA,NA
2021,06,68000,California,San Jose city,race-ethnicity,Hispanic,0.9247574744914993,1,NA,NA
2021,06,68000,California,San Jose city,race-ethnicity,White,0.926916887649872,1,NA,NA
2021,06,68084,California,San Leandro city,all,All,0.9302228656664034,1,NA,NA
2021,06,68084,California,San Leandro city,race-ethnicity,Other Races and Ethnicities,0.9376179708086492,1,NA,NA
2021,06,68084,California,San Leandro city,race-ethnicity,Black,0.927833954230974,1,NA,NA
2021,06,68084,California,San Leandro city,race-ethnicity,Hispanic,0.932713695583095,1,NA,NA
2021,06,68084,California,San Leandro city,race-ethnicity,White,0.9170203735144312,1,NA,NA
2021,06,68196,California,San Marcos city,all,All,0.9574501924443076,1,NA,NA
2021,06,68196,California,San Marcos city,race-ethnicity,Other Races and Ethnicities,0.9757671582072216,1,NA,NA
2021,06,68196,California,San Marcos city,race-ethnicity,Black,0.9600997506234414,2,NA,NA
2021,06,68196,California,San Marcos city,race-ethnicity,Hispanic,0.9529593934378088,1,NA,NA
2021,06,68196,California,San Marcos city,race-ethnicity,White,0.9481836741307236,1,NA,NA
2021,06,68252,California,San Mateo city,all,All,0.9399735457287772,1,NA,NA
2021,06,68252,California,San Mateo city,race-ethnicity,Other Races and Ethnicities,0.9418423332370776,1,NA,NA
2021,06,68252,California,San Mateo city,race-ethnicity,Black,0.9215202369200396,2,NA,NA
2021,06,68252,California,San Mateo city,race-ethnicity,Hispanic,0.9119181221844622,1,NA,NA
2021,06,68252,California,San Mateo city,race-ethnicity,White,0.9388058533531576,1,NA,NA
2021,06,68378,California,San Ramon city,all,All,0.9817127252357388,1,NA,NA
2021,06,68378,California,San Ramon city,race-ethnicity,Other Races and Ethnicities,0.9862897697487802,1,NA,NA
2021,06,68378,California,San Ramon city,race-ethnicity,Black,0.9883720930232558,2,NA,NA
2021,06,68378,California,San Ramon city,race-ethnicity,Hispanic,0.967531504818384,1,NA,NA
2021,06,68378,California,San Ramon city,race-ethnicity,White,0.9743535904973304,1,NA,NA
2021,06,69000,California,Santa Ana city,all,All,0.8900413615535119,1,NA,NA
2021,06,69000,California,Santa Ana city,race-ethnicity,Other Races and Ethnicities,0.8868575005638484,1,NA,NA
2021,06,69000,California,Santa Ana city,race-ethnicity,Black,0.8715203426124197,2,NA,NA
2021,06,69000,California,Santa Ana city,race-ethnicity,Hispanic,0.8884574010773812,1,NA,NA
2021,06,69000,California,Santa Ana city,race-ethnicity,White,0.8981048750160785,1,NA,NA
2021,06,69070,California,Santa Barbara city,all,All,0.9183009469102006,1,NA,NA
2021,06,69070,California,Santa Barbara city,race-ethnicity,Other Races and Ethnicities,0.9340762129407458,1,NA,NA
2021,06,69070,California,Santa Barbara city,race-ethnicity,Black,0.8557951482479784,3,NA,NA
2021,06,69070,California,Santa Barbara city,race-ethnicity,Hispanic,0.8949505594990855,1,NA,NA
2021,06,69070,California,Santa Barbara city,race-ethnicity,White,0.913620577554354,1,NA,NA
2021,06,69084,California,Santa Clara city,all,All,0.930606150623036,1,NA,NA
2021,06,69084,California,Santa Clara city,race-ethnicity,Other Races and Ethnicities,0.95869244107636,1,NA,NA
2021,06,69084,California,Santa Clara city,race-ethnicity,Black,0.9057412167952014,2,NA,NA
2021,06,69084,California,Santa Clara city,race-ethnicity,Hispanic,0.8966831683168317,1,NA,NA
2021,06,69084,California,Santa Clara city,race-ethnicity,White,0.8855173302409484,1,NA,NA
2021,06,69088,California,Santa Clarita city,all,All,0.95234657675344,1,NA,NA
2021,06,69088,California,Santa Clarita city,race-ethnicity,Other Races and Ethnicities,0.9570192110129444,1,NA,NA
2021,06,69088,California,Santa Clarita city,race-ethnicity,Black,0.9056564391567522,2,NA,NA
2021,06,69088,California,Santa Clarita city,race-ethnicity,Hispanic,0.9451634538950716,1,NA,NA
2021,06,69088,California,Santa Clarita city,race-ethnicity,White,0.9529442917668614,1,NA,NA
2021,06,69196,California,Santa Maria city,all,All,0.9122945045696146,1,NA,NA
2021,06,69196,California,Santa Maria city,race-ethnicity,Other Races and Ethnicities,0.9222696879643388,1,NA,NA
2021,06,69196,California,Santa Maria city,race-ethnicity,Black,0.8026624902114331,2,NA,NA
2021,06,69196,California,Santa Maria city,race-ethnicity,Hispanic,0.9255189687968904,1,NA,NA
2021,06,69196,California,Santa Maria city,race-ethnicity,White,0.9078355911330048,1,NA,NA
2021,06,70000,California,Santa Monica city,all,All,0.9159413108113932,1,NA,NA
2021,06,70000,California,Santa Monica city,race-ethnicity,Other Races and Ethnicities,0.9246533531002006,1,NA,NA
2021,06,70000,California,Santa Monica city,race-ethnicity,Black,0.763696998570748,2,NA,NA
2021,06,70000,California,Santa Monica city,race-ethnicity,Hispanic,0.9105627873842368,1,NA,NA
2021,06,70000,California,Santa Monica city,race-ethnicity,White,0.9226284705309304,1,NA,NA
2021,06,70098,California,Santa Rosa city,all,All,0.9223326432792264,1,NA,NA
2021,06,70098,California,Santa Rosa city,race-ethnicity,Other Races and Ethnicities,0.9239478910905023,1,NA,NA
2021,06,70098,California,Santa Rosa city,race-ethnicity,Black,0.8565096952908587,2,NA,NA
2021,06,70098,California,Santa Rosa city,race-ethnicity,Hispanic,0.9186886430048922,1,NA,NA
2021,06,70098,California,Santa Rosa city,race-ethnicity,White,0.9235357334766254,1,NA,NA
2021,06,72016,California,Simi Valley city,all,All,0.9464470187447264,1,NA,NA
2021,06,72016,California,Simi Valley city,race-ethnicity,Other Races and Ethnicities,0.9639060990166544,1,NA,NA
2021,06,72016,California,Simi Valley city,race-ethnicity,Black,0.8758782201405152,2,NA,NA
2021,06,72016,California,Simi Valley city,race-ethnicity,Hispanic,0.918285086112129,1,NA,NA
2021,06,72016,California,Simi Valley city,race-ethnicity,White,0.9409553467163432,1,NA,NA
2021,06,73080,California,South Gate city,all,All,0.8997192094997214,1,NA,NA
2021,06,73080,California,South Gate city,race-ethnicity,Other Races and Ethnicities,0.9252122730617034,1,NA,NA
2021,06,73080,California,South Gate city,race-ethnicity,Black,0.8218298555377207,3,NA,NA
2021,06,73080,California,South Gate city,race-ethnicity,Hispanic,0.9089386667865532,1,NA,NA
2021,06,73080,California,South Gate city,race-ethnicity,White,0.87062458722521,1,NA,NA
2021,06,75000,California,Stockton city,all,All,0.8789653197742104,1,NA,NA
2021,06,75000,California,Stockton city,race-ethnicity,Other Races and Ethnicities,0.9132074808614822,1,NA,NA
2021,06,75000,California,Stockton city,race-ethnicity,Black,0.8301047775214697,1,NA,NA
2021,06,75000,California,Stockton city,race-ethnicity,Hispanic,0.8798413210165548,1,NA,NA
2021,06,75000,California,Stockton city,race-ethnicity,White,0.8421715808042625,1,NA,NA
2021,06,77000,California,Sunnyvale city,all,All,0.9554291224686596,1,NA,NA
2021,06,77000,California,Sunnyvale city,race-ethnicity,Other Races and Ethnicities,0.9617452957729552,1,NA,NA
2021,06,77000,California,Sunnyvale city,race-ethnicity,Black,0.9358786098874204,2,NA,NA
2021,06,77000,California,Sunnyvale city,race-ethnicity,Hispanic,0.9189725582993016,1,NA,NA
2021,06,77000,California,Sunnyvale city,race-ethnicity,White,0.94441752096924525,1,NA,NA
2021,06,78120,California,Temecula city,all,All,0.970194558221182,1,NA,NA
2021,06,78120,California,Temecula city,race-ethnicity,Other Races and Ethnicities,0.9805007221954742,1,NA,NA
2021,06,78120,California,Temecula city,race-ethnicity,Black,0.986322188449848,2,NA,NA
2021,06,78120,California,Temecula city,race-ethnicity,Hispanic,0.9644567219152854,1,NA,NA
2021,06,78120,California,Temecula city,race-ethnicity,White,0.9635960142265072,1,NA,NA
2021,06,78582,California,Thousand Oaks city,all,All,0.9401213130725836,1,NA,NA
2021,06,78582,California,Thousand Oaks city,race-ethnicity,Other Races and Ethnicities,0.9476289373485636,1,NA,NA
2021,06,78582,California,Thousand Oaks city,race-ethnicity,Black,0.9572413793103448,2,NA,NA
2021,06,78582,California,Thousand Oaks city,race-ethnicity,Hispanic,0.929305600517967,1,NA,NA
2021,06,78582,California,Thousand Oaks city,race-ethnicity,White,0.9374798615514142,1,NA,NA
2021,06,80000,California,Torrance city,all,All,0.9456155372529832,1,NA,NA
2021,06,80000,California,Torrance city,race-ethnicity,Other Races and Ethnicities,0.960156567335032,1,NA,NA
2021,06,80000,California,Torrance city,race-ethnicity,Black,0.8517905195611675,2,NA,NA
2021,06,80000,California,Torrance city,race-ethnicity,Hispanic,0.9569205113952196,1,NA,NA
2021,06,80000,California,Torrance city,race-ethnicity,White,0.9336956877639894,1,NA,NA
2021,06,80238,California,Tracy city,all,All,0.9431739805155616,1,NA,NA
2021,06,80238,California,Tracy city,race-ethnicity,Other Races and Ethnicities,0.9417612386733528,1,NA,NA
2021,06,80238,California,Tracy city,race-ethnicity,Black,0.9330508474576272,2,NA,NA
2021,06,80238,California,Tracy city,race-ethnicity,Hispanic,0.9409733042484678,1,NA,NA
2021,06,80238,California,Tracy city,race-ethnicity,White,0.9458032109661064,1,NA,NA
2021,06,80854,California,Tustin city,all,All,0.9510607672570248,1,NA,NA
2021,06,80854,California,Tustin city,race-ethnicity,Other Races and Ethnicities,0.964471087067768,1,NA,NA
2021,06,80854,California,Tustin city,race-ethnicity,Black,0.92077863286555,3,NA,NA
2021,06,80854,California,Tustin city,race-ethnicity,Hispanic,0.9526804994836164,1,NA,NA
2021,06,80854,California,Tustin city,race-ethnicity,White,0.9378700646675217,1,NA,NA
2021,06,81344,California,Upland city,all,All,0.9319037444037443,1,NA,NA
2021,06,81344,California,Upland city,race-ethnicity,Other Races and Ethnicities,0.9452167319600656,1,NA,NA
2021,06,81344,California,Upland city,race-ethnicity,Black,0.8928803289331314,2,NA,NA
2021,06,81344,California,Upland city,race-ethnicity,Hispanic,0.927386834781621,1,NA,NA
2021,06,81344,California,Upland city,race-ethnicity,White,0.926211895823003,1,NA,NA
2021,06,81554,California,Vacaville city,all,All,0.8976881552182757,1,NA,NA
2021,06,81554,California,Vacaville city,race-ethnicity,Other Races and Ethnicities,0.8854755555555556,1,NA,NA
2021,06,81554,California,Vacaville city,race-ethnicity,Black,0.6447956743267131,2,NA,NA
2021,06,81554,California,Vacaville city,race-ethnicity,Hispanic,0.8916291835023252,1,NA,NA
2021,06,81554,California,Vacaville city,race-ethnicity,White,0.9407105434479338,1,NA,NA
2021,06,81666,California,Vallejo city,all,All,0.9232788193059434,1,NA,NA
2021,06,81666,California,Vallejo city,race-ethnicity,Other Races and Ethnicities,0.938638024722743,1,NA,NA
2021,06,81666,California,Vallejo city,race-ethnicity,Black,0.894081969406413,1,NA,NA
2021,06,81666,California,Vallejo city,race-ethnicity,Hispanic,0.926218161683278,1,NA,NA
2021,06,81666,California,Vallejo city,race-ethnicity,White,0.9154767561079296,1,NA,NA
2021,06,82590,California,Victorville city,all,All,0.9052165147001294,1,NA,NA
2021,06,82590,California,Victorville city,race-ethnicity,Other Races and Ethnicities,0.9311884378164412,1,NA,NA
2021,06,82590,California,Victorville city,race-ethnicity,Black,0.8474751267129716,1,NA,NA
2021,06,82590,California,Victorville city,race-ethnicity,Hispanic,0.9256228727025188,1,NA,NA
2021,06,82590,California,Victorville city,race-ethnicity,White,0.9067102869549908,1,NA,NA
2021,06,82954,California,Visalia city,all,All,0.9071080373138056,1,NA,NA
2021,06,82954,California,Visalia city,race-ethnicity,Other Races and Ethnicities,0.8981360995546432,1,NA,NA
2021,06,82954,California,Visalia city,race-ethnicity,Black,0.9522439585730724,2,NA,NA
2021,06,82954,California,Visalia city,race-ethnicity,Hispanic,0.8961666936048704,1,NA,NA
2021,06,82954,California,Visalia city,race-ethnicity,White,0.9111612038503716,1,NA,NA
2021,06,82996,California,Vista city,all,All,0.9190885039178518,1,NA,NA
2021,06,82996,California,Vista city,race-ethnicity,Other Races and Ethnicities,0.932344137242911,1,NA,NA
2021,06,82996,California,Vista city,race-ethnicity,Black,0.8063994828700711,2,NA,NA
2021,06,82996,California,Vista city,race-ethnicity,Hispanic,0.9177360774818402,1,NA,NA
2021,06,82996,California,Vista city,race-ethnicity,White,0.9181087954348096,1,NA,NA
2021,06,84200,California,West Covina city,all,All,0.931779955391422,1,NA,NA
2021,06,84200,California,West Covina city,race-ethnicity,Other Races and Ethnicities,0.9407755807256672,1,NA,NA
2021,06,84200,California,West Covina city,race-ethnicity,Black,0.8956404320987654,2,NA,NA
2021,06,84200,California,West Covina city,race-ethnicity,Hispanic,0.9221687040289346,1,NA,NA
2021,06,84200,California,West Covina city,race-ethnicity,White,0.9167998465767436,1,NA,NA
2021,06,84550,California,Westminster city,all,All,0.9389154897169842,1,NA,NA
2021,06,84550,California,Westminster city,race-ethnicity,Other Races and Ethnicities,0.9394783210622364,1,NA,NA
2021,06,84550,California,Westminster city,race-ethnicity,Black,0.9472168905950096,3,NA,NA
2021,06,84550,California,Westminster city,race-ethnicity,Hispanic,0.950246505947804,1,NA,NA
2021,06,84550,California,Westminster city,race-ethnicity,White,0.9372491654476576,1,NA,NA
2021,06,85292,California,Whittier city,all,All,0.8831436960910258,1,NA,NA
2021,06,85292,California,Whittier city,race-ethnicity,Other Races and Ethnicities,0.903702016646652,1,NA,NA
2021,06,85292,California,Whittier city,race-ethnicity,Black,0.6854410201912858,3,NA,NA
2021,06,85292,California,Whittier city,race-ethnicity,Hispanic,0.9037159288120598,1,NA,NA
2021,06,85292,California,Whittier city,race-ethnicity,White,0.8618790354460403,1,NA,NA
2021,08,03455,Colorado,Arvada city,all,All,0.9452250962140876,1,1,2599.428125812321
2021,08,03455,Colorado,Arvada city,race-ethnicity,Other Races and Ethnicities,0.963072844337836,1,1,88.53474988933156
2021,08,03455,Colorado,Arvada city,race-ethnicity,Black,0.9074509803921568,2,1,9251.101321585902
2021,08,03455,Colorado,Arvada city,race-ethnicity,Hispanic,0.9267992069020952,1,1,4556.962025316456
2021,08,03455,Colorado,Arvada city,race-ethnicity,White,0.943007581343467,1,1,3059.083379348426
2021,08,04000,Colorado,Aurora city,all,All,0.9306511671568934,1,1,1591.0045257313488
2021,08,04000,Colorado,Aurora city,race-ethnicity,Other Races and Ethnicities,0.932188073610392,1,1,139.9313064495611
2021,08,04000,Colorado,Aurora city,race-ethnicity,Black,0.9045283789943572,1,1,3584.784010315925
2021,08,04000,Colorado,Aurora city,race-ethnicity,Hispanic,0.9174830952145764,1,1,1375.2783964365256
2021,08,04000,Colorado,Aurora city,race-ethnicity,White,0.9376661673843848,1,1,1970.1892825829077
2021,08,07850,Colorado,Boulder city,all,All,0.8448108262651292,1,1,1453.125
2021,08,07850,Colorado,Boulder city,race-ethnicity,Other Races and Ethnicities,0.78703763895209,1,1,325.99837000814995
2021,08,07850,Colorado,Boulder city,race-ethnicity,Black,0.7559055118110236,2,NA,NA
2021,08,07850,Colorado,Boulder city,race-ethnicity,Hispanic,0.7436425501432665,1,1,3203.203203203203
2021,08,07850,Colorado,Boulder city,race-ethnicity,White,0.8560133025654948,1,1,1624.4440146973504
2021,08,12815,Colorado,Centennial city,all,All,0.9538213610936168,1,1,387.22168441432723
2021,08,12815,Colorado,Centennial city,race-ethnicity,Other Races and Ethnicities,0.9581380417335472,1,1,0
2021,08,12815,Colorado,Centennial city,race-ethnicity,Black,0.8219512195121951,2,1,2093.0232558139533
2021,08,12815,Colorado,Centennial city,race-ethnicity,Hispanic,0.9329412978438048,1,1,406.7796610169491
2021,08,12815,Colorado,Centennial city,race-ethnicity,White,0.957297798429524,1,1,402.18624316799014
2021,08,16000,Colorado,Colorado Springs city,all,All,0.9310135877226572,1,1,1280.1173266289543
2021,08,16000,Colorado,Colorado Springs city,race-ethnicity,Other Races and Ethnicities,0.9329805996472664,1,1,78.09449433814916
2021,08,16000,Colorado,Colorado Springs city,race-ethnicity,Black,0.8915756907649088,1,1,6485.8490566037735
2021,08,16000,Colorado,Colorado Springs city,race-ethnicity,Hispanic,0.9145976906576604,1,1,1138.2901428917412
2021,08,16000,Colorado,Colorado Springs city,race-ethnicity,White,0.9336223169964344,1,1,1346.4686081343998
2021,08,20000,Colorado,Denver city,all,All,0.9060991880294116,1,2,1150.2307297897794
2021,08,20000,Colorado,Denver city,race-ethnicity,Other Races and Ethnicities,0.8979710218833864,1,2,59.973012144534955
2021,08,20000,Colorado,Denver city,race-ethnicity,Black,0.8627729395431024,1,2,3203.3426183844012
2021,08,20000,Colorado,Denver city,race-ethnicity,Hispanic,0.8804927756361574,1,2,938.9671361502348
2021,08,20000,Colorado,Denver city,race-ethnicity,White,0.914364345642067,1,2,1376.073560869704
2021,08,27425,Colorado,Fort Collins city,all,All,0.8844701057630046,1,1,1504.9448186899813
2021,08,27425,Colorado,Fort Collins city,race-ethnicity,Other Races and Ethnicities,0.8623436696933356,1,1,110.86474501108648
2021,08,27425,Colorado,Fort Collins city,race-ethnicity,Black,0.811412383650344,2,1,14393.939393939396
2021,08,27425,Colorado,Fort Collins city,race-ethnicity,Hispanic,0.835694589711895,1,1,2356.020942408377
2021,08,27425,Colorado,Fort Collins city,race-ethnicity,White,0.8894154033865601,1,1,1691.255847427132
2021,08,32155,Colorado,Greeley city,all,All,0.843908273683817,1,1,2866.887905604719
2021,08,32155,Colorado,Greeley city,race-ethnicity,Other Races and Ethnicities,0.8742197744558091,1,1,133.15579227696406
2021,08,32155,Colorado,Greeley city,race-ethnicity,Black,0.66512455516014235,2,1,2464.065708418891
2021,08,32155,Colorado,Greeley city,race-ethnicity,Hispanic,0.8368591974019949,1,1,16.46090534979424
2021,08,32155,Colorado,Greeley city,race-ethnicity,White,0.8430214120438342,1,1,3650.7153428712386
2021,08,43000,Colorado,Lakewood city,all,All,0.9201005089712612,1,1,3702.5189924030383
2021,08,43000,Colorado,Lakewood city,race-ethnicity,Other Races and Ethnicities,0.9432228679126748,1,1,354.4842254519674
2021,08,43000,Colorado,Lakewood city,race-ethnicity,Black,0.8358795285901353,2,1,40625
2021,08,43000,Colorado,Lakewood city,race-ethnicity,Hispanic,0.9093351432368996,1,1,4644.088420198743
2021,08,43000,Colorado,Lakewood city,race-ethnicity,White,0.9170036527465996,1,1,4196.316450397656
2021,08,45970,Colorado,Longmont city,all,All,0.9212260474344308,1,1,1967.8826696370552
2021,08,45970,Colorado,Longmont city,race-ethnicity,Other Races and Ethnicities,0.8803608869686765,1,1,41.459369817578775
2021,08,45970,Colorado,Longmont city,race-ethnicity,Black,0.752129471890971,3,1,17171.71717171717
2021,08,45970,Colorado,Longmont city,race-ethnicity,Hispanic,0.8721746243595815,1,1,1682.6923076923076
2021,08,45970,Colorado,Longmont city,race-ethnicity,White,0.93150618007719,1,1,2348.099733720649
2021,08,46465,Colorado,Loveland city,all,All,0.928494297979931,1,1,4087.3460246360582
2021,08,46465,Colorado,Loveland city,race-ethnicity,Other Races and Ethnicities,0.9643119400793068,2,1,338.21871476888384
2021,08,46465,Colorado,Loveland city,race-ethnicity,Black,0.9263157894736842,3,1,16049.382716049382
2021,08,46465,Colorado,Loveland city,race-ethnicity,Hispanic,0.9573110893032384,1,1,4729.34472934473
2021,08,46465,Colorado,Loveland city,race-ethnicity,White,0.9249589084932144,1,1,4468.911917098446
2021,08,62000,Colorado,Pueblo city,all,All,0.8349727168294084,1,2,297.6972244111724
2021,08,62000,Colorado,Pueblo city,race-ethnicity,Other Races and Ethnicities,0.8231144665599024,1,2,0
2021,08,62000,Colorado,Pueblo city,race-ethnicity,Black,0.7093333333333334,2,2,510.204081632653
2021,08,62000,Colorado,Pueblo city,race-ethnicity,Hispanic,0.8524155947823878,1,2,395.2011291460833
2021,08,62000,Colorado,Pueblo city,race-ethnicity,White,0.8427330967749749,1,2,420.16806722689074
2021,08,77290,Colorado,Thornton city,all,All,0.9469894263473224,1,1,2813.586520460016
2021,08,77290,Colorado,Thornton city,race-ethnicity,Other Races and Ethnicities,0.958034373435675,1,1,146.14541468761416
2021,08,77290,Colorado,Thornton city,race-ethnicity,Black,0.9560357675111774,2,1,30370.37037037037
2021,08,77290,Colorado,Thornton city,race-ethnicity,Hispanic,0.9406745146713728,1,1,3778.67746288799
2021,08,77290,Colorado,Thornton city,race-ethnicity,White,0.942853497683913,1,1,3645.116918844567
2021,08,83835,Colorado,Westminster city,all,All,0.9302289349547757,1,1,1650.8573513316308
2021,08,83835,Colorado,Westminster city,race-ethnicity,Other Races and Ethnicities,0.9439512943254172,1,1,186.6368047779022
2021,08,83835,Colorado,Westminster city,race-ethnicity,Black,0.8966346153846154,3,1,8333.333333333332
2021,08,83835,Colorado,Westminster city,race-ethnicity,Hispanic,0.8756038647342995,1,1,1974.3863393810032
2021,08,83835,Colorado,Westminster city,race-ethnicity,White,0.9276371353704224,1,1,1967.578270016087
2021,09,08000,Connecticut,Bridgeport city,all,All,0.8665917093631547,1,1,919.3117584943165
2021,09,08000,Connecticut,Bridgeport city,race-ethnicity,Other Races and Ethnicities,0.9020400266557752,1,1,0
2021,09,08000,Connecticut,Bridgeport city,race-ethnicity,Black,0.8835599169947443,1,1,1479.3882978723404
2021,09,08000,Connecticut,Bridgeport city,race-ethnicity,Hispanic,0.8895941340827237,1,1,0
2021,09,08000,Connecticut,Bridgeport city,race-ethnicity,White,0.8165599540111405,1,1,1152.3046092184368
2021,09,18430,Connecticut,Danbury city,all,All,0.8735106790259521,1,1,1424.2780608911537
2021,09,18430,Connecticut,Danbury city,race-ethnicity,Other Races and Ethnicities,0.9056043995803033,1,1,0
2021,09,18430,Connecticut,Danbury city,race-ethnicity,Black,0.8472271491072484,2,1,2863.68843069874
2021,09,18430,Connecticut,Danbury city,race-ethnicity,Hispanic,0.8671388878018237,1,1,0
2021,09,18430,Connecticut,Danbury city,race-ethnicity,White,0.8602423105327239,1,1,2356.020942408377
2021,09,37000,Connecticut,Hartford city,all,All,0.787046939010546,1,1,127.80033077732672
2021,09,37000,Connecticut,Hartford city,race-ethnicity,Other Races and Ethnicities,0.8282315658943211,1,1,0
2021,09,37000,Connecticut,Hartford city,race-ethnicity,Black,0.7963803972073477,1,1,174.86338797814207
2021,09,37000,Connecticut,Hartford city,race-ethnicity,Hispanic,0.8316532440503122,1,1,101.34279199391943
2021,09,37000,Connecticut,Hartford city,race-ethnicity,White,0.7216791088991588,1,1,322.0035778175313
2021,09,52000,Connecticut,New Haven city,all,All,0.8387812420634327,1,2,1897.4099992785511
2021,09,52000,Connecticut,New Haven city,race-ethnicity,Other Races and Ethnicities,0.8564656534605108,1,2,0
2021,09,52000,Connecticut,New Haven city,race-ethnicity,Black,0.8629583866554874,1,2,3323.1083844580776
2021,09,52000,Connecticut,New Haven city,race-ethnicity,Hispanic,0.85603467382471,1,2,639.1818472355385
2021,09,52000,Connecticut,New Haven city,race-ethnicity,White,0.8069401804819053,1,2,1821.103374397429
2021,09,55990,Connecticut,Norwalk city,all,All,0.925799099327248,1,1,782.2356800403735
2021,09,55990,Connecticut,Norwalk city,race-ethnicity,Other Races and Ethnicities,0.9168051568716322,1,1,166.9449081803005
2021,09,55990,Connecticut,Norwalk city,race-ethnicity,Black,0.9135705564276992,1,1,1818.181818181818
2021,09,55990,Connecticut,Norwalk city,race-ethnicity,Hispanic,0.9046349544883268,1,1,1043.8413361169105
2021,09,55990,Connecticut,Norwalk city,race-ethnicity,White,0.9311573498268848,1,1,638.433709299851
