year,state,place,state_name,place_name,subgroup_type,subgroup,index_air_quality,index_air_quality_quality
2018,18,36003,Indiana,Indianapolis city (balance),all,All,53,1
2018,18,36003,Indiana,Indianapolis city (balance),poverty,High Poverty Tracts,54,1
2018,18,36003,Indiana,Indianapolis city (balance),poverty,Not High Poverty Tracts,53,1
2018,18,71000,Indiana,South Bend city,all,All,65,1
2018,18,71000,Indiana,South Bend city,poverty,High Poverty Tracts,56,1
2018,18,71000,Indiana,South Bend city,poverty,Not High Poverty Tracts,67,1
2018,19,12000,Iowa,Cedar Rapids city,all,All,48,1
2018,19,12000,Iowa,Cedar Rapids city,poverty,High Poverty Tracts,NA,NA
2018,19,12000,Iowa,Cedar Rapids city,poverty,Not High Poverty Tracts,49,1
2018,19,19000,Iowa,Davenport city,all,All,53,1
2018,19,19000,Iowa,Davenport city,poverty,High Poverty Tracts,NA,NA
2018,19,19000,Iowa,Davenport city,poverty,Not High Poverty Tracts,53,1
2018,19,21000,Iowa,Des Moines city,all,All,54,1
2018,19,21000,Iowa,Des Moines city,poverty,High Poverty Tracts,NA,NA
2018,19,21000,Iowa,Des Moines city,poverty,Not High Poverty Tracts,54,1
2018,19,73335,Iowa,Sioux City city,all,All,76,1
2018,19,73335,Iowa,Sioux City city,poverty,High Poverty Tracts,75,1
2018,19,73335,Iowa,Sioux City city,poverty,Not High Poverty Tracts,76,1
2018,20,36000,Kansas,Kansas City city,all,All,35,1
2018,20,36000,Kansas,Kansas City city,poverty,High Poverty Tracts,26,1
2018,20,36000,Kansas,Kansas City city,poverty,Not High Poverty Tracts,37,1
2018,20,38900,Kansas,Lawrence city,all,All,55,1
2018,20,38900,Kansas,Lawrence city,poverty,High Poverty Tracts,55,1
2018,20,38900,Kansas,Lawrence city,poverty,Not High Poverty Tracts,55,1
2018,20,52575,Kansas,Olathe city,all,All,55,1
2018,20,52575,Kansas,Olathe city,poverty,High Poverty Tracts,NA,NA
2018,20,52575,Kansas,Olathe city,poverty,Not High Poverty Tracts,55,1
2018,20,53775,Kansas,Overland Park city,all,All,48,1
2018,20,53775,Kansas,Overland Park city,poverty,High Poverty Tracts,NA,NA
2018,20,53775,Kansas,Overland Park city,poverty,Not High Poverty Tracts,48,1
2018,20,71000,Kansas,Topeka city,all,All,55,1
2018,20,71000,Kansas,Topeka city,poverty,High Poverty Tracts,NA,NA
2018,20,71000,Kansas,Topeka city,poverty,Not High Poverty Tracts,55,1
2018,20,79000,Kansas,Wichita city,all,All,34,1
2018,20,79000,Kansas,Wichita city,poverty,High Poverty Tracts,33,1
2018,20,79000,Kansas,Wichita city,poverty,Not High Poverty Tracts,35,1
2018,21,46027,Kentucky,Lexington-Fayette urban county,all,All,36,1
2018,21,46027,Kentucky,Lexington-Fayette urban county,poverty,High Poverty Tracts,23,1
2018,21,46027,Kentucky,Lexington-Fayette urban county,poverty,Not High Poverty Tracts,38,1
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),all,All,25,1
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),poverty,High Poverty Tracts,12,1
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),poverty,Not High Poverty Tracts,27,1
2018,22,05000,Louisiana,Baton Rouge city,all,All,1,1
2018,22,05000,Louisiana,Baton Rouge city,poverty,High Poverty Tracts,1,1
2018,22,05000,Louisiana,Baton Rouge city,poverty,Not High Poverty Tracts,2,1
2018,22,40735,Louisiana,Lafayette city,all,All,42,1
2018,22,40735,Louisiana,Lafayette city,poverty,High Poverty Tracts,26,1
2018,22,40735,Louisiana,Lafayette city,poverty,Not High Poverty Tracts,44,1
2018,22,41155,Louisiana,Lake Charles city,all,All,23,1
2018,22,41155,Louisiana,Lake Charles city,poverty,High Poverty Tracts,17,1
2018,22,41155,Louisiana,Lake Charles city,poverty,Not High Poverty Tracts,23,1
2018,22,55000,Louisiana,New Orleans city,all,All,13,1
2018,22,55000,Louisiana,New Orleans city,poverty,High Poverty Tracts,11,1
2018,22,55000,Louisiana,New Orleans city,poverty,Not High Poverty Tracts,13,1
2018,22,70000,Louisiana,Shreveport city,all,All,13,1
2018,22,70000,Louisiana,Shreveport city,poverty,High Poverty Tracts,12,1
2018,22,70000,Louisiana,Shreveport city,poverty,Not High Poverty Tracts,14,1
2018,24,04000,Maryland,Baltimore city,all,All,33,1
2018,24,04000,Maryland,Baltimore city,poverty,High Poverty Tracts,27,1
2018,24,04000,Maryland,Baltimore city,poverty,Not High Poverty Tracts,34,1
2018,24,30325,Maryland,Frederick city,all,All,48,1
2018,24,30325,Maryland,Frederick city,poverty,High Poverty Tracts,NA,NA
2018,24,30325,Maryland,Frederick city,poverty,Not High Poverty Tracts,49,1
2018,25,07000,Massachusetts,Boston city,all,All,27,1
2018,25,07000,Massachusetts,Boston city,poverty,High Poverty Tracts,20,1
2018,25,07000,Massachusetts,Boston city,poverty,Not High Poverty Tracts,29,1
2018,25,09000,Massachusetts,Brockton city,all,All,76,1
2018,25,09000,Massachusetts,Brockton city,poverty,High Poverty Tracts,76,1
2018,25,09000,Massachusetts,Brockton city,poverty,Not High Poverty Tracts,76,1
2018,25,11000,Massachusetts,Cambridge city,all,All,26,1
2018,25,11000,Massachusetts,Cambridge city,poverty,High Poverty Tracts,NA,NA
2018,25,11000,Massachusetts,Cambridge city,poverty,Not High Poverty Tracts,28,1
2018,25,23000,Massachusetts,Fall River city,all,All,74,1
2018,25,23000,Massachusetts,Fall River city,poverty,High Poverty Tracts,NA,NA
2018,25,23000,Massachusetts,Fall River city,poverty,Not High Poverty Tracts,74,1
2018,25,34550,Massachusetts,Lawrence city,all,All,55,1
2018,25,34550,Massachusetts,Lawrence city,poverty,High Poverty Tracts,55,1
2018,25,34550,Massachusetts,Lawrence city,poverty,Not High Poverty Tracts,55,1
2018,25,37000,Massachusetts,Lowell city,all,All,55,1
2018,25,37000,Massachusetts,Lowell city,poverty,High Poverty Tracts,55,1
2018,25,37000,Massachusetts,Lowell city,poverty,Not High Poverty Tracts,55,1
2018,25,37490,Massachusetts,Lynn city,all,All,53,1
2018,25,37490,Massachusetts,Lynn city,poverty,High Poverty Tracts,NA,NA
2018,25,37490,Massachusetts,Lynn city,poverty,Not High Poverty Tracts,53,1
2018,25,45000,Massachusetts,New Bedford city,all,All,78,1
2018,25,45000,Massachusetts,New Bedford city,poverty,High Poverty Tracts,76,1
2018,25,45000,Massachusetts,New Bedford city,poverty,Not High Poverty Tracts,77,1
2018,25,45560,Massachusetts,Newton city,all,All,55,1
2018,25,45560,Massachusetts,Newton city,poverty,High Poverty Tracts,NA,NA
2018,25,45560,Massachusetts,Newton city,poverty,Not High Poverty Tracts,55,1
2018,25,55745,Massachusetts,Quincy city,all,All,51,1
2018,25,55745,Massachusetts,Quincy city,poverty,High Poverty Tracts,NA,NA
2018,25,55745,Massachusetts,Quincy city,poverty,Not High Poverty Tracts,51,1
2018,25,62535,Massachusetts,Somerville city,all,All,30,1
2018,25,62535,Massachusetts,Somerville city,poverty,High Poverty Tracts,NA,NA
2018,25,62535,Massachusetts,Somerville city,poverty,Not High Poverty Tracts,29,1
2018,25,67000,Massachusetts,Springfield city,all,All,49,1
2018,25,67000,Massachusetts,Springfield city,poverty,High Poverty Tracts,49,1
2018,25,67000,Massachusetts,Springfield city,poverty,Not High Poverty Tracts,49,1
2018,25,82000,Massachusetts,Worcester city,all,All,76,1
2018,25,82000,Massachusetts,Worcester city,poverty,High Poverty Tracts,76,1
2018,25,82000,Massachusetts,Worcester city,poverty,Not High Poverty Tracts,76,1
2018,26,03000,Michigan,Ann Arbor city,all,All,75,1
2018,26,03000,Michigan,Ann Arbor city,poverty,High Poverty Tracts,75,1
2018,26,03000,Michigan,Ann Arbor city,poverty,Not High Poverty Tracts,75,1
2018,26,21000,Michigan,Dearborn city,all,All,49,1
2018,26,21000,Michigan,Dearborn city,poverty,High Poverty Tracts,45,1
2018,26,21000,Michigan,Dearborn city,poverty,Not High Poverty Tracts,52,1
2018,26,22000,Michigan,Detroit city,all,All,48,1
2018,26,22000,Michigan,Detroit city,poverty,High Poverty Tracts,47,1
2018,26,22000,Michigan,Detroit city,poverty,Not High Poverty Tracts,50,1
2018,26,27440,Michigan,Farmington Hills city,all,All,61,1
2018,26,27440,Michigan,Farmington Hills city,poverty,High Poverty Tracts,NA,NA
2018,26,27440,Michigan,Farmington Hills city,poverty,Not High Poverty Tracts,62,1
2018,26,29000,Michigan,Flint city,all,All,76,1
2018,26,29000,Michigan,Flint city,poverty,High Poverty Tracts,76,1
2018,26,29000,Michigan,Flint city,poverty,Not High Poverty Tracts,76,1
2018,26,34000,Michigan,Grand Rapids city,all,All,55,1
2018,26,34000,Michigan,Grand Rapids city,poverty,High Poverty Tracts,44,1
2018,26,34000,Michigan,Grand Rapids city,poverty,Not High Poverty Tracts,57,1
2018,26,46000,Michigan,Lansing city,all,All,75,1
2018,26,46000,Michigan,Lansing city,poverty,High Poverty Tracts,75,1
2018,26,46000,Michigan,Lansing city,poverty,Not High Poverty Tracts,75,1
2018,26,49000,Michigan,Livonia city,all,All,54,1
2018,26,49000,Michigan,Livonia city,poverty,High Poverty Tracts,NA,NA
2018,26,49000,Michigan,Livonia city,poverty,Not High Poverty Tracts,54,1
2018,26,69035,Michigan,Rochester Hills city,all,All,74,1
2018,26,69035,Michigan,Rochester Hills city,poverty,High Poverty Tracts,NA,NA
2018,26,69035,Michigan,Rochester Hills city,poverty,Not High Poverty Tracts,74,1
2018,26,74900,Michigan,Southfield city,all,All,53,1
2018,26,74900,Michigan,Southfield city,poverty,High Poverty Tracts,NA,NA
2018,26,74900,Michigan,Southfield city,poverty,Not High Poverty Tracts,53,1
2018,26,76460,Michigan,Sterling Heights city,all,All,50,1
2018,26,76460,Michigan,Sterling Heights city,poverty,High Poverty Tracts,49,1
2018,26,76460,Michigan,Sterling Heights city,poverty,Not High Poverty Tracts,50,1
2018,26,80700,Michigan,Troy city,all,All,55,1
2018,26,80700,Michigan,Troy city,poverty,High Poverty Tracts,NA,NA
2018,26,80700,Michigan,Troy city,poverty,Not High Poverty Tracts,55,1
2018,26,84000,Michigan,Warren city,all,All,43,1
2018,26,84000,Michigan,Warren city,poverty,High Poverty Tracts,26,1
2018,26,84000,Michigan,Warren city,poverty,Not High Poverty Tracts,45,1
2018,26,86000,Michigan,Westland city,all,All,54,1
2018,26,86000,Michigan,Westland city,poverty,High Poverty Tracts,NA,NA
2018,26,86000,Michigan,Westland city,poverty,Not High Poverty Tracts,55,1
2018,26,88940,Michigan,Wyoming city,all,All,60,1
2018,26,88940,Michigan,Wyoming city,poverty,High Poverty Tracts,46,1
2018,26,88940,Michigan,Wyoming city,poverty,Not High Poverty Tracts,61,1
2018,27,06616,Minnesota,Bloomington city,all,All,21,1
2018,27,06616,Minnesota,Bloomington city,poverty,High Poverty Tracts,NA,NA
2018,27,06616,Minnesota,Bloomington city,poverty,Not High Poverty Tracts,21,1
2018,27,07966,Minnesota,Brooklyn Park city,all,All,10,1
2018,27,07966,Minnesota,Brooklyn Park city,poverty,High Poverty Tracts,NA,NA
2018,27,07966,Minnesota,Brooklyn Park city,poverty,Not High Poverty Tracts,10,1
2018,27,17000,Minnesota,Duluth city,all,All,56,1
2018,27,17000,Minnesota,Duluth city,poverty,High Poverty Tracts,55,1
2018,27,17000,Minnesota,Duluth city,poverty,Not High Poverty Tracts,56,1
2018,27,43000,Minnesota,Minneapolis city,all,All,9,1
2018,27,43000,Minnesota,Minneapolis city,poverty,High Poverty Tracts,7,1
2018,27,43000,Minnesota,Minneapolis city,poverty,Not High Poverty Tracts,9,1
2018,27,51730,Minnesota,Plymouth city,all,All,28,1
2018,27,51730,Minnesota,Plymouth city,poverty,High Poverty Tracts,NA,NA
2018,27,51730,Minnesota,Plymouth city,poverty,Not High Poverty Tracts,28,1
2018,27,54880,Minnesota,Rochester city,all,All,53,1
2018,27,54880,Minnesota,Rochester city,poverty,High Poverty Tracts,49,1
2018,27,54880,Minnesota,Rochester city,poverty,Not High Poverty Tracts,54,1
2018,27,58000,Minnesota,St. Paul city,all,All,5,1
2018,27,58000,Minnesota,St. Paul city,poverty,High Poverty Tracts,5,1
2018,27,58000,Minnesota,St. Paul city,poverty,Not High Poverty Tracts,5,1
2018,27,71428,Minnesota,Woodbury city,all,All,28,1
2018,27,71428,Minnesota,Woodbury city,poverty,High Poverty Tracts,NA,NA
2018,27,71428,Minnesota,Woodbury city,poverty,Not High Poverty Tracts,28,1
2018,28,36000,Mississippi,Jackson city,all,All,19,1
2018,28,36000,Mississippi,Jackson city,poverty,High Poverty Tracts,19,1
2018,28,36000,Mississippi,Jackson city,poverty,Not High Poverty Tracts,19,1
2018,29,15670,Missouri,Columbia city,all,All,42,1
2018,29,15670,Missouri,Columbia city,poverty,High Poverty Tracts,39,1
2018,29,15670,Missouri,Columbia city,poverty,Not High Poverty Tracts,44,1
2018,29,35000,Missouri,Independence city,all,All,34,1
2018,29,35000,Missouri,Independence city,poverty,High Poverty Tracts,NA,NA
2018,29,35000,Missouri,Independence city,poverty,Not High Poverty Tracts,34,1
2018,29,38000,Missouri,Kansas City city,all,All,33,1
2018,29,38000,Missouri,Kansas City city,poverty,High Poverty Tracts,26,1
2018,29,38000,Missouri,Kansas City city,poverty,Not High Poverty Tracts,34,1
2018,29,41348,Missouri,Lee's Summit city,all,All,57,1
2018,29,41348,Missouri,Lee's Summit city,poverty,High Poverty Tracts,NA,NA
2018,29,41348,Missouri,Lee's Summit city,poverty,Not High Poverty Tracts,57,1
2018,29,54074,Missouri,O'Fallon city,all,All,26,1
2018,29,54074,Missouri,O'Fallon city,poverty,High Poverty Tracts,NA,NA
2018,29,54074,Missouri,O'Fallon city,poverty,Not High Poverty Tracts,26,1
2018,29,65000,Missouri,St. Louis city,all,All,19,1
2018,29,65000,Missouri,St. Louis city,poverty,High Poverty Tracts,19,1
2018,29,65000,Missouri,St. Louis city,poverty,Not High Poverty Tracts,19,1
2018,29,70000,Missouri,Springfield city,all,All,24,1
2018,29,70000,Missouri,Springfield city,poverty,High Poverty Tracts,23,1
2018,29,70000,Missouri,Springfield city,poverty,Not High Poverty Tracts,24,1
2018,30,06550,Montana,Billings city,all,All,77,1
2018,30,06550,Montana,Billings city,poverty,High Poverty Tracts,NA,NA
2018,30,06550,Montana,Billings city,poverty,Not High Poverty Tracts,77,1
2018,31,28000,Nebraska,Lincoln city,all,All,56,1
2018,31,28000,Nebraska,Lincoln city,poverty,High Poverty Tracts,55,1
2018,31,28000,Nebraska,Lincoln city,poverty,Not High Poverty Tracts,56,1
2018,31,37000,Nebraska,Omaha city,all,All,55,1
2018,31,37000,Nebraska,Omaha city,poverty,High Poverty Tracts,54,1
2018,31,37000,Nebraska,Omaha city,poverty,Not High Poverty Tracts,55,1
2018,32,31900,Nevada,Henderson city,all,All,37,1
2018,32,31900,Nevada,Henderson city,poverty,High Poverty Tracts,NA,NA
2018,32,31900,Nevada,Henderson city,poverty,Not High Poverty Tracts,37,1
2018,32,40000,Nevada,Las Vegas city,all,All,41,1
2018,32,40000,Nevada,Las Vegas city,poverty,High Poverty Tracts,17,1
2018,32,40000,Nevada,Las Vegas city,poverty,Not High Poverty Tracts,44,1
2018,32,51800,Nevada,North Las Vegas city,all,All,39,1
2018,32,51800,Nevada,North Las Vegas city,poverty,High Poverty Tracts,20,1
2018,32,51800,Nevada,North Las Vegas city,poverty,Not High Poverty Tracts,41,1
2018,32,60600,Nevada,Reno city,all,All,18,1
2018,32,60600,Nevada,Reno city,poverty,High Poverty Tracts,NA,NA
2018,32,60600,Nevada,Reno city,poverty,Not High Poverty Tracts,19,1
2018,32,68400,Nevada,Sparks city,all,All,15,1
2018,32,68400,Nevada,Sparks city,poverty,High Poverty Tracts,NA,NA
2018,32,68400,Nevada,Sparks city,poverty,Not High Poverty Tracts,16,1
2018,33,45140,New Hampshire,Manchester city,all,All,57,1
2018,33,45140,New Hampshire,Manchester city,poverty,High Poverty Tracts,55,1
2018,33,45140,New Hampshire,Manchester city,poverty,Not High Poverty Tracts,57,1
2018,33,50260,New Hampshire,Nashua city,all,All,55,1
2018,33,50260,New Hampshire,Nashua city,poverty,High Poverty Tracts,NA,NA
2018,33,50260,New Hampshire,Nashua city,poverty,Not High Poverty Tracts,55,1
2018,34,13690,New Jersey,Clifton city,all,All,18,1
2018,34,13690,New Jersey,Clifton city,poverty,High Poverty Tracts,NA,NA
2018,34,13690,New Jersey,Clifton city,poverty,Not High Poverty Tracts,18,1
2018,34,21000,New Jersey,Elizabeth city,all,All,3,1
2018,34,21000,New Jersey,Elizabeth city,poverty,High Poverty Tracts,NA,NA
2018,34,21000,New Jersey,Elizabeth city,poverty,Not High Poverty Tracts,3,1
2018,34,36000,New Jersey,Jersey City city,all,All,9,1
2018,34,36000,New Jersey,Jersey City city,poverty,High Poverty Tracts,9,1
2018,34,36000,New Jersey,Jersey City city,poverty,Not High Poverty Tracts,9,1
2018,34,51000,New Jersey,Newark city,all,All,12,1
2018,34,51000,New Jersey,Newark city,poverty,High Poverty Tracts,9,1
2018,34,51000,New Jersey,Newark city,poverty,Not High Poverty Tracts,13,1
2018,34,57000,New Jersey,Paterson city,all,All,20,1
2018,34,57000,New Jersey,Paterson city,poverty,High Poverty Tracts,20,1
2018,34,57000,New Jersey,Paterson city,poverty,Not High Poverty Tracts,20,1
2018,34,74000,New Jersey,Trenton city,all,All,38,1
2018,34,74000,New Jersey,Trenton city,poverty,High Poverty Tracts,36,1
2018,34,74000,New Jersey,Trenton city,poverty,Not High Poverty Tracts,38,1
2018,35,02000,New Mexico,Albuquerque city,all,All,55,1
2018,35,02000,New Mexico,Albuquerque city,poverty,High Poverty Tracts,38,1
2018,35,02000,New Mexico,Albuquerque city,poverty,Not High Poverty Tracts,57,1
2018,35,39380,New Mexico,Las Cruces city,all,All,67,1
2018,35,39380,New Mexico,Las Cruces city,poverty,High Poverty Tracts,76,1
2018,35,39380,New Mexico,Las Cruces city,poverty,Not High Poverty Tracts,67,1
2018,35,63460,New Mexico,Rio Rancho city,all,All,72,1
2018,35,63460,New Mexico,Rio Rancho city,poverty,High Poverty Tracts,NA,NA
2018,35,63460,New Mexico,Rio Rancho city,poverty,Not High Poverty Tracts,72,1
2018,35,70500,New Mexico,Santa Fe city,all,All,82,1
2018,35,70500,New Mexico,Santa Fe city,poverty,High Poverty Tracts,NA,NA
2018,35,70500,New Mexico,Santa Fe city,poverty,Not High Poverty Tracts,82,1
2018,36,01000,New York,Albany city,all,All,53,1
2018,36,01000,New York,Albany city,poverty,High Poverty Tracts,50,1
2018,36,01000,New York,Albany city,poverty,Not High Poverty Tracts,53,1
2018,36,11000,New York,Buffalo city,all,All,72,1
2018,36,11000,New York,Buffalo city,poverty,High Poverty Tracts,68,1
2018,36,11000,New York,Buffalo city,poverty,Not High Poverty Tracts,73,1
2018,36,50617,New York,New Rochelle city,all,All,22,1
2018,36,50617,New York,New Rochelle city,poverty,High Poverty Tracts,NA,NA
2018,36,50617,New York,New Rochelle city,poverty,Not High Poverty Tracts,22,1
2018,36,51000,New York,New York city,all,All,11,1
2018,36,51000,New York,New York city,poverty,High Poverty Tracts,8,1
2018,36,51000,New York,New York city,poverty,Not High Poverty Tracts,11,1
2018,36,63000,New York,Rochester city,all,All,72,1
2018,36,63000,New York,Rochester city,poverty,High Poverty Tracts,70,1
2018,36,63000,New York,Rochester city,poverty,Not High Poverty Tracts,73,1
2018,36,73000,New York,Syracuse city,all,All,65,1
2018,36,73000,New York,Syracuse city,poverty,High Poverty Tracts,64,1
2018,36,73000,New York,Syracuse city,poverty,Not High Poverty Tracts,65,1
2018,36,84000,New York,Yonkers city,all,All,18,1
2018,36,84000,New York,Yonkers city,poverty,High Poverty Tracts,17,1
2018,36,84000,New York,Yonkers city,poverty,Not High Poverty Tracts,18,1
2018,37,02140,North Carolina,Asheville city,all,All,57,1
2018,37,02140,North Carolina,Asheville city,poverty,High Poverty Tracts,55,1
2018,37,02140,North Carolina,Asheville city,poverty,Not High Poverty Tracts,57,1
2018,37,10740,North Carolina,Cary town,all,All,33,1
2018,37,10740,North Carolina,Cary town,poverty,High Poverty Tracts,NA,NA
2018,37,10740,North Carolina,Cary town,poverty,Not High Poverty Tracts,33,1
2018,37,12000,North Carolina,Charlotte city,all,All,18,1
2018,37,12000,North Carolina,Charlotte city,poverty,High Poverty Tracts,16,1
2018,37,12000,North Carolina,Charlotte city,poverty,Not High Poverty Tracts,18,1
2018,37,14100,North Carolina,Concord city,all,All,26,1
2018,37,14100,North Carolina,Concord city,poverty,High Poverty Tracts,NA,NA
2018,37,14100,North Carolina,Concord city,poverty,Not High Poverty Tracts,26,1
2018,37,19000,North Carolina,Durham city,all,All,29,1
2018,37,19000,North Carolina,Durham city,poverty,High Poverty Tracts,29,1
2018,37,19000,North Carolina,Durham city,poverty,Not High Poverty Tracts,29,1
2018,37,22920,North Carolina,Fayetteville city,all,All,42,1
2018,37,22920,North Carolina,Fayetteville city,poverty,High Poverty Tracts,40,1
2018,37,22920,North Carolina,Fayetteville city,poverty,Not High Poverty Tracts,43,1
2018,37,25580,North Carolina,Gastonia city,all,All,20,1
2018,37,25580,North Carolina,Gastonia city,poverty,High Poverty Tracts,20,1
2018,37,25580,North Carolina,Gastonia city,poverty,Not High Poverty Tracts,20,1
2018,37,28000,North Carolina,Greensboro city,all,All,29,1
2018,37,28000,North Carolina,Greensboro city,poverty,High Poverty Tracts,20,1
2018,37,28000,North Carolina,Greensboro city,poverty,Not High Poverty Tracts,31,1
2018,37,28080,North Carolina,Greenville city,all,All,55,1
2018,37,28080,North Carolina,Greenville city,poverty,High Poverty Tracts,55,1
2018,37,28080,North Carolina,Greenville city,poverty,Not High Poverty Tracts,55,1
2018,37,31400,North Carolina,High Point city,all,All,24,1
2018,37,31400,North Carolina,High Point city,poverty,High Poverty Tracts,13,1
2018,37,31400,North Carolina,High Point city,poverty,Not High Poverty Tracts,26,1
2018,37,55000,North Carolina,Raleigh city,all,All,38,1
2018,37,55000,North Carolina,Raleigh city,poverty,High Poverty Tracts,40,1
2018,37,55000,North Carolina,Raleigh city,poverty,Not High Poverty Tracts,37,1
2018,37,74440,North Carolina,Wilmington city,all,All,36,1
2018,37,74440,North Carolina,Wilmington city,poverty,High Poverty Tracts,24,1
2018,37,74440,North Carolina,Wilmington city,poverty,Not High Poverty Tracts,41,1
2018,37,75000,North Carolina,Winston-Salem city,all,All,34,1
2018,37,75000,North Carolina,Winston-Salem city,poverty,High Poverty Tracts,22,1
2018,37,75000,North Carolina,Winston-Salem city,poverty,Not High Poverty Tracts,36,1
2018,38,25700,North Dakota,Fargo city,all,All,56,1
2018,38,25700,North Dakota,Fargo city,poverty,High Poverty Tracts,49,1
2018,38,25700,North Dakota,Fargo city,poverty,Not High Poverty Tracts,57,1
2018,39,01000,Ohio,Akron city,all,All,48,1
2018,39,01000,Ohio,Akron city,poverty,High Poverty Tracts,44,1
2018,39,01000,Ohio,Akron city,poverty,Not High Poverty Tracts,49,1
2018,39,15000,Ohio,Cincinnati city,all,All,30,1
2018,39,15000,Ohio,Cincinnati city,poverty,High Poverty Tracts,26,1
2018,39,15000,Ohio,Cincinnati city,poverty,Not High Poverty Tracts,32,1
2018,39,16000,Ohio,Cleveland city,all,All,47,1
2018,39,16000,Ohio,Cleveland city,poverty,High Poverty Tracts,44,1
2018,39,16000,Ohio,Cleveland city,poverty,Not High Poverty Tracts,49,1
2018,39,18000,Ohio,Columbus city,all,All,52,1
2018,39,18000,Ohio,Columbus city,poverty,High Poverty Tracts,51,1
2018,39,18000,Ohio,Columbus city,poverty,Not High Poverty Tracts,52,1
2018,39,21000,Ohio,Dayton city,all,All,43,1
2018,39,21000,Ohio,Dayton city,poverty,High Poverty Tracts,42,1
2018,39,21000,Ohio,Dayton city,poverty,Not High Poverty Tracts,44,1
2018,39,61000,Ohio,Parma city,all,All,58,1
2018,39,61000,Ohio,Parma city,poverty,High Poverty Tracts,NA,NA
2018,39,61000,Ohio,Parma city,poverty,Not High Poverty Tracts,58,1
2018,39,77000,Ohio,Toledo city,all,All,63,1
2018,39,77000,Ohio,Toledo city,poverty,High Poverty Tracts,50,1
2018,39,77000,Ohio,Toledo city,poverty,Not High Poverty Tracts,66,1
2018,40,09050,Oklahoma,Broken Arrow city,all,All,27,1
2018,40,09050,Oklahoma,Broken Arrow city,poverty,High Poverty Tracts,NA,NA
2018,40,09050,Oklahoma,Broken Arrow city,poverty,Not High Poverty Tracts,27,1
2018,40,23200,Oklahoma,Edmond city,all,All,49,1
2018,40,23200,Oklahoma,Edmond city,poverty,High Poverty Tracts,40,1
2018,40,23200,Oklahoma,Edmond city,poverty,Not High Poverty Tracts,49,1
2018,40,41850,Oklahoma,Lawton city,all,All,58,1
2018,40,41850,Oklahoma,Lawton city,poverty,High Poverty Tracts,55,1
2018,40,41850,Oklahoma,Lawton city,poverty,Not High Poverty Tracts,58,1
2018,40,52500,Oklahoma,Norman city,all,All,48,1
2018,40,52500,Oklahoma,Norman city,poverty,High Poverty Tracts,50,1
2018,40,52500,Oklahoma,Norman city,poverty,Not High Poverty Tracts,49,1
2018,40,55000,Oklahoma,Oklahoma City city,all,All,39,1
2018,40,55000,Oklahoma,Oklahoma City city,poverty,High Poverty Tracts,31,1
2018,40,55000,Oklahoma,Oklahoma City city,poverty,Not High Poverty Tracts,40,1
2018,40,75000,Oklahoma,Tulsa city,all,All,22,1
2018,40,75000,Oklahoma,Tulsa city,poverty,High Poverty Tracts,16,1
2018,40,75000,Oklahoma,Tulsa city,poverty,Not High Poverty Tracts,22,1
2018,41,05350,Oregon,Beaverton city,all,All,17,1
2018,41,05350,Oregon,Beaverton city,poverty,High Poverty Tracts,NA,NA
2018,41,05350,Oregon,Beaverton city,poverty,Not High Poverty Tracts,17,1
2018,41,05800,Oregon,Bend city,all,All,55,1
2018,41,05800,Oregon,Bend city,poverty,High Poverty Tracts,NA,NA
2018,41,05800,Oregon,Bend city,poverty,Not High Poverty Tracts,55,1
2018,41,23850,Oregon,Eugene city,all,All,14,1
2018,41,23850,Oregon,Eugene city,poverty,High Poverty Tracts,14,1
2018,41,23850,Oregon,Eugene city,poverty,Not High Poverty Tracts,14,1
2018,41,31250,Oregon,Gresham city,all,All,9,1
2018,41,31250,Oregon,Gresham city,poverty,High Poverty Tracts,NA,NA
2018,41,31250,Oregon,Gresham city,poverty,Not High Poverty Tracts,9,1
2018,41,34100,Oregon,Hillsboro city,all,All,24,1
2018,41,34100,Oregon,Hillsboro city,poverty,High Poverty Tracts,NA,NA
2018,41,34100,Oregon,Hillsboro city,poverty,Not High Poverty Tracts,24,1
2018,41,47000,Oregon,Medford city,all,All,10,1
2018,41,47000,Oregon,Medford city,poverty,High Poverty Tracts,4,1
2018,41,47000,Oregon,Medford city,poverty,Not High Poverty Tracts,10,1
2018,41,59000,Oregon,Portland city,all,All,12,1
2018,41,59000,Oregon,Portland city,poverty,High Poverty Tracts,11,1
2018,41,59000,Oregon,Portland city,poverty,Not High Poverty Tracts,12,1
2018,41,64900,Oregon,Salem city,all,All,18,1
2018,41,64900,Oregon,Salem city,poverty,High Poverty Tracts,NA,NA
2018,41,64900,Oregon,Salem city,poverty,Not High Poverty Tracts,18,1
2018,42,02000,Pennsylvania,Allentown city,all,All,35,1
2018,42,02000,Pennsylvania,Allentown city,poverty,High Poverty Tracts,36,1
2018,42,02000,Pennsylvania,Allentown city,poverty,Not High Poverty Tracts,34,1
2018,42,06088,Pennsylvania,Bethlehem city,all,All,29,1
2018,42,06088,Pennsylvania,Bethlehem city,poverty,High Poverty Tracts,36,1
2018,42,06088,Pennsylvania,Bethlehem city,poverty,Not High Poverty Tracts,27,1
2018,42,24000,Pennsylvania,Erie city,all,All,66,1
