state,county,state_name,county_name,population,subgroup_type,subgroup,juvenile_arrest_rate,juvenile_arrest_rate_quality
09,009,Connecticut,New Haven County,857620,all,All,3905.0103,2
09,009,Connecticut,New Haven County,857620,race-ethnicity,Black,8501.6895,2
09,009,Connecticut,New Haven County,857620,race-ethnicity,Other Races,82.25766,2
09,009,Connecticut,New Haven County,857620,race-ethnicity,White,3703.8315,2
09,011,Connecticut,New London County,266784,all,All,2289.5623,2
09,011,Connecticut,New London County,266784,race-ethnicity,Black,10536.98,2
09,011,Connecticut,New London County,266784,race-ethnicity,Other Races,135.23956,2
09,011,Connecticut,New London County,266784,race-ethnicity,White,1995.0262,2
09,013,Connecticut,Tolland County,150921,all,All,1007.1711,1
09,013,Connecticut,Tolland County,150921,race-ethnicity,Black,53968.254,1
09,013,Connecticut,Tolland County,150921,race-ethnicity,Other Races,NA,NA
09,013,Connecticut,Tolland County,150921,race-ethnicity,White,824.15039,1
09,015,Connecticut,Windham County,117027,all,All,1018.9095,2
09,015,Connecticut,Windham County,117027,race-ethnicity,Black,NA,NA
09,015,Connecticut,Windham County,117027,race-ethnicity,Other Races,NA,NA
09,015,Connecticut,Windham County,117027,race-ethnicity,White,896.73401,2
10,001,Delaware,Kent County,178550,all,All,5169.2915,2
10,001,Delaware,Kent County,178550,race-ethnicity,Black,14272.189,2
10,001,Delaware,Kent County,178550,race-ethnicity,Other Races,48.449612,2
10,001,Delaware,Kent County,178550,race-ethnicity,White,2815.4851,2
10,003,Delaware,New Castle County,559335,all,All,4403.999,2
10,003,Delaware,New Castle County,559335,race-ethnicity,Black,10005.82,2
10,003,Delaware,New Castle County,559335,race-ethnicity,Other Races,141.36774,2
10,003,Delaware,New Castle County,559335,race-ethnicity,White,2245.9011,2
10,005,Delaware,Sussex County,229286,all,All,5168.5879,2
10,005,Delaware,Sussex County,229286,race-ethnicity,Black,13046.116,2
10,005,Delaware,Sussex County,229286,race-ethnicity,Other Races,128.783,2
10,005,Delaware,Sussex County,229286,race-ethnicity,White,3793.6602,2
11,001,District of Columbia,District of Columbia,702455,all,All,1692.2201,2
11,001,District of Columbia,District of Columbia,702455,race-ethnicity,Black,2492.8801,2
11,001,District of Columbia,District of Columbia,702455,race-ethnicity,Other Races,48.216007,2
11,001,District of Columbia,District of Columbia,702455,race-ethnicity,White,405.63379,2
12,001,Florida,Alachua County,269956,all,All,NA,NA
12,001,Florida,Alachua County,269956,race-ethnicity,Black,NA,NA
12,001,Florida,Alachua County,269956,race-ethnicity,Other Races,NA,NA
12,001,Florida,Alachua County,269956,race-ethnicity,White,NA,NA
12,003,Florida,Baker County,28355,all,All,NA,NA
12,003,Florida,Baker County,28355,race-ethnicity,Black,NA,NA
12,003,Florida,Baker County,28355,race-ethnicity,Other Races,NA,NA
12,003,Florida,Baker County,28355,race-ethnicity,White,NA,NA
12,005,Florida,Bay County,185287,all,All,NA,NA
12,005,Florida,Bay County,185287,race-ethnicity,Black,NA,NA
12,005,Florida,Bay County,185287,race-ethnicity,Other Races,NA,NA
12,005,Florida,Bay County,185287,race-ethnicity,White,NA,NA
12,007,Florida,Bradford County,27732,all,All,NA,NA
12,007,Florida,Bradford County,27732,race-ethnicity,Black,NA,NA
12,007,Florida,Bradford County,27732,race-ethnicity,Other Races,NA,NA
12,007,Florida,Bradford County,27732,race-ethnicity,White,NA,NA
12,009,Florida,Brevard County,596849,all,All,NA,NA
12,009,Florida,Brevard County,596849,race-ethnicity,Black,NA,NA
12,009,Florida,Brevard County,596849,race-ethnicity,Other Races,NA,NA
12,009,Florida,Brevard County,596849,race-ethnicity,White,NA,NA
12,011,Florida,Broward County,1951260,all,All,NA,NA
12,011,Florida,Broward County,1951260,race-ethnicity,Black,NA,NA
12,011,Florida,Broward County,1951260,race-ethnicity,Other Races,NA,NA
12,011,Florida,Broward County,1951260,race-ethnicity,White,NA,NA
12,013,Florida,Calhoun County,14587,all,All,NA,NA
12,013,Florida,Calhoun County,14587,race-ethnicity,Black,NA,NA
12,013,Florida,Calhoun County,14587,race-ethnicity,Other Races,NA,NA
12,013,Florida,Calhoun County,14587,race-ethnicity,White,NA,NA
12,015,Florida,Charlotte County,184998,all,All,NA,NA
12,015,Florida,Charlotte County,184998,race-ethnicity,Black,NA,NA
12,015,Florida,Charlotte County,184998,race-ethnicity,Other Races,NA,NA
12,015,Florida,Charlotte County,184998,race-ethnicity,White,NA,NA
12,017,Florida,Citrus County,147929,all,All,NA,NA
12,017,Florida,Citrus County,147929,race-ethnicity,Black,NA,NA
12,017,Florida,Citrus County,147929,race-ethnicity,Other Races,NA,NA
12,017,Florida,Citrus County,147929,race-ethnicity,White,NA,NA
12,019,Florida,Clay County,216072,all,All,NA,NA
12,019,Florida,Clay County,216072,race-ethnicity,Black,NA,NA
12,019,Florida,Clay County,216072,race-ethnicity,Other Races,NA,NA
12,019,Florida,Clay County,216072,race-ethnicity,White,NA,NA
12,021,Florida,Collier County,378488,all,All,NA,NA
12,021,Florida,Collier County,378488,race-ethnicity,Black,NA,NA
12,021,Florida,Collier County,378488,race-ethnicity,Other Races,NA,NA
12,021,Florida,Collier County,378488,race-ethnicity,White,NA,NA
12,023,Florida,Columbia County,70503,all,All,NA,NA
12,023,Florida,Columbia County,70503,race-ethnicity,Black,NA,NA
12,023,Florida,Columbia County,70503,race-ethnicity,Other Races,NA,NA
12,023,Florida,Columbia County,70503,race-ethnicity,White,NA,NA
12,027,Florida,DeSoto County,37489,all,All,NA,NA
12,027,Florida,DeSoto County,37489,race-ethnicity,Black,NA,NA
12,027,Florida,DeSoto County,37489,race-ethnicity,Other Races,NA,NA
12,027,Florida,DeSoto County,37489,race-ethnicity,White,NA,NA
12,029,Florida,Dixie County,16700,all,All,NA,NA
12,029,Florida,Dixie County,16700,race-ethnicity,Black,NA,NA
12,029,Florida,Dixie County,16700,race-ethnicity,Other Races,NA,NA
12,029,Florida,Dixie County,16700,race-ethnicity,White,NA,NA
12,031,Florida,Duval County,950181,all,All,NA,NA
12,031,Florida,Duval County,950181,race-ethnicity,Black,NA,NA
12,031,Florida,Duval County,950181,race-ethnicity,Other Races,NA,NA
12,031,Florida,Duval County,950181,race-ethnicity,White,NA,NA
12,033,Florida,Escambia County,315534,all,All,NA,NA
12,033,Florida,Escambia County,315534,race-ethnicity,Black,NA,NA
12,033,Florida,Escambia County,315534,race-ethnicity,Other Races,NA,NA
12,033,Florida,Escambia County,315534,race-ethnicity,White,NA,NA
12,035,Florida,Flagler County,112067,all,All,NA,NA
12,035,Florida,Flagler County,112067,race-ethnicity,Black,NA,NA
12,035,Florida,Flagler County,112067,race-ethnicity,Other Races,NA,NA
12,035,Florida,Flagler County,112067,race-ethnicity,White,NA,NA
12,037,Florida,Franklin County,11736,all,All,NA,NA
12,037,Florida,Franklin County,11736,race-ethnicity,Black,NA,NA
12,037,Florida,Franklin County,11736,race-ethnicity,Other Races,NA,NA
12,037,Florida,Franklin County,11736,race-ethnicity,White,NA,NA
12,039,Florida,Gadsden County,45894,all,All,NA,NA
12,039,Florida,Gadsden County,45894,race-ethnicity,Black,NA,NA
12,039,Florida,Gadsden County,45894,race-ethnicity,Other Races,NA,NA
12,039,Florida,Gadsden County,45894,race-ethnicity,White,NA,NA
12,041,Florida,Gilchrist County,18256,all,All,NA,NA
12,041,Florida,Gilchrist County,18256,race-ethnicity,Black,NA,NA
12,041,Florida,Gilchrist County,18256,race-ethnicity,Other Races,NA,NA
12,041,Florida,Gilchrist County,18256,race-ethnicity,White,NA,NA
12,043,Florida,Glades County,13724,all,All,NA,NA
12,043,Florida,Glades County,13724,race-ethnicity,Black,NA,NA
12,043,Florida,Glades County,13724,race-ethnicity,Other Races,NA,NA
12,043,Florida,Glades County,13724,race-ethnicity,White,NA,NA
12,045,Florida,Gulf County,16164,all,All,NA,NA
12,045,Florida,Gulf County,16164,race-ethnicity,Black,NA,NA
12,045,Florida,Gulf County,16164,race-ethnicity,Other Races,NA,NA
12,045,Florida,Gulf County,16164,race-ethnicity,White,NA,NA
12,047,Florida,Hamilton County,14310,all,All,NA,NA
12,047,Florida,Hamilton County,14310,race-ethnicity,Black,NA,NA
12,047,Florida,Hamilton County,14310,race-ethnicity,Other Races,NA,NA
12,047,Florida,Hamilton County,14310,race-ethnicity,White,NA,NA
12,049,Florida,Hardee County,27245,all,All,NA,NA
12,049,Florida,Hardee County,27245,race-ethnicity,Black,NA,NA
12,049,Florida,Hardee County,27245,race-ethnicity,Other Races,NA,NA
12,049,Florida,Hardee County,27245,race-ethnicity,White,NA,NA
12,051,Florida,Hendry County,41556,all,All,NA,NA
12,051,Florida,Hendry County,41556,race-ethnicity,Black,NA,NA
12,051,Florida,Hendry County,41556,race-ethnicity,Other Races,NA,NA
12,051,Florida,Hendry County,41556,race-ethnicity,White,NA,NA
12,053,Florida,Hernando County,190865,all,All,NA,NA
12,053,Florida,Hernando County,190865,race-ethnicity,Black,NA,NA
12,053,Florida,Hernando County,190865,race-ethnicity,Other Races,NA,NA
12,053,Florida,Hernando County,190865,race-ethnicity,White,NA,NA
12,055,Florida,Highlands County,105424,all,All,NA,NA
12,055,Florida,Highlands County,105424,race-ethnicity,Black,NA,NA
12,055,Florida,Highlands County,105424,race-ethnicity,Other Races,NA,NA
12,055,Florida,Highlands County,105424,race-ethnicity,White,NA,NA
12,057,Florida,Hillsborough County,1436888,all,All,NA,NA
12,057,Florida,Hillsborough County,1436888,race-ethnicity,Black,NA,NA
12,057,Florida,Hillsborough County,1436888,race-ethnicity,Other Races,NA,NA
12,057,Florida,Hillsborough County,1436888,race-ethnicity,White,NA,NA
12,059,Florida,Holmes County,19477,all,All,NA,NA
12,059,Florida,Holmes County,19477,race-ethnicity,Black,NA,NA
12,059,Florida,Holmes County,19477,race-ethnicity,Other Races,NA,NA
12,059,Florida,Holmes County,19477,race-ethnicity,White,NA,NA
12,061,Florida,Indian River County,157413,all,All,NA,NA
12,061,Florida,Indian River County,157413,race-ethnicity,Black,NA,NA
12,061,Florida,Indian River County,157413,race-ethnicity,Other Races,NA,NA
12,061,Florida,Indian River County,157413,race-ethnicity,White,NA,NA
12,063,Florida,Jackson County,48305,all,All,NA,NA
12,063,Florida,Jackson County,48305,race-ethnicity,Black,NA,NA
12,063,Florida,Jackson County,48305,race-ethnicity,Other Races,NA,NA
12,063,Florida,Jackson County,48305,race-ethnicity,White,NA,NA
12,065,Florida,Jefferson County,14288,all,All,NA,NA
12,065,Florida,Jefferson County,14288,race-ethnicity,Black,NA,NA
12,065,Florida,Jefferson County,14288,race-ethnicity,Other Races,NA,NA
12,065,Florida,Jefferson County,14288,race-ethnicity,White,NA,NA
12,067,Florida,Lafayette County,8732,all,All,NA,NA
12,067,Florida,Lafayette County,8732,race-ethnicity,Black,NA,NA
12,067,Florida,Lafayette County,8732,race-ethnicity,Other Races,NA,NA
12,067,Florida,Lafayette County,8732,race-ethnicity,White,NA,NA
12,069,Florida,Lake County,356495,all,All,NA,NA
12,069,Florida,Lake County,356495,race-ethnicity,Black,NA,NA
12,069,Florida,Lake County,356495,race-ethnicity,Other Races,NA,NA
12,069,Florida,Lake County,356495,race-ethnicity,White,NA,NA
12,071,Florida,Lee County,754610,all,All,NA,NA
12,071,Florida,Lee County,754610,race-ethnicity,Black,NA,NA
12,071,Florida,Lee County,754610,race-ethnicity,Other Races,NA,NA
12,071,Florida,Lee County,754610,race-ethnicity,White,NA,NA
12,073,Florida,Leon County,292502,all,All,NA,NA
12,073,Florida,Leon County,292502,race-ethnicity,Black,NA,NA
12,073,Florida,Leon County,292502,race-ethnicity,Other Races,NA,NA
12,073,Florida,Leon County,292502,race-ethnicity,White,NA,NA
12,075,Florida,Levy County,40770,all,All,NA,NA
12,075,Florida,Levy County,40770,race-ethnicity,Black,NA,NA
12,075,Florida,Levy County,40770,race-ethnicity,Other Races,NA,NA
12,075,Florida,Levy County,40770,race-ethnicity,White,NA,NA
12,077,Florida,Liberty County,8457,all,All,NA,NA
12,077,Florida,Liberty County,8457,race-ethnicity,Black,NA,NA
12,077,Florida,Liberty County,8457,race-ethnicity,Other Races,NA,NA
12,077,Florida,Liberty County,8457,race-ethnicity,White,NA,NA
12,079,Florida,Madison County,18529,all,All,NA,NA
12,079,Florida,Madison County,18529,race-ethnicity,Black,NA,NA
12,079,Florida,Madison County,18529,race-ethnicity,Other Races,NA,NA
12,079,Florida,Madison County,18529,race-ethnicity,White,NA,NA
12,081,Florida,Manatee County,394855,all,All,NA,NA
12,081,Florida,Manatee County,394855,race-ethnicity,Black,NA,NA
12,081,Florida,Manatee County,394855,race-ethnicity,Other Races,NA,NA
12,081,Florida,Manatee County,394855,race-ethnicity,White,NA,NA
12,083,Florida,Marion County,359977,all,All,NA,NA
12,083,Florida,Marion County,359977,race-ethnicity,Black,NA,NA
12,083,Florida,Marion County,359977,race-ethnicity,Other Races,NA,NA
12,083,Florida,Marion County,359977,race-ethnicity,White,NA,NA
12,085,Florida,Martin County,160912,all,All,NA,NA
12,085,Florida,Martin County,160912,race-ethnicity,Black,NA,NA
12,085,Florida,Martin County,160912,race-ethnicity,Other Races,NA,NA
12,085,Florida,Martin County,160912,race-ethnicity,White,NA,NA
12,086,Florida,Miami-Dade County,2761581,all,All,NA,NA
12,086,Florida,Miami-Dade County,2761581,race-ethnicity,Black,NA,NA
12,086,Florida,Miami-Dade County,2761581,race-ethnicity,Other Races,NA,NA
12,086,Florida,Miami-Dade County,2761581,race-ethnicity,White,NA,NA
12,087,Florida,Monroe County,75027,all,All,NA,NA
12,087,Florida,Monroe County,75027,race-ethnicity,Black,NA,NA
12,087,Florida,Monroe County,75027,race-ethnicity,Other Races,NA,NA
12,087,Florida,Monroe County,75027,race-ethnicity,White,NA,NA
12,089,Florida,Nassau County,85832,all,All,NA,NA
12,089,Florida,Nassau County,85832,race-ethnicity,Black,NA,NA
12,089,Florida,Nassau County,85832,race-ethnicity,Other Races,NA,NA
12,089,Florida,Nassau County,85832,race-ethnicity,White,NA,NA
12,091,Florida,Okaloosa County,207269,all,All,NA,NA
12,091,Florida,Okaloosa County,207269,race-ethnicity,Black,NA,NA
12,091,Florida,Okaloosa County,207269,race-ethnicity,Other Races,NA,NA
12,091,Florida,Okaloosa County,207269,race-ethnicity,White,NA,NA
12,093,Florida,Okeechobee County,41537,all,All,NA,NA
12,093,Florida,Okeechobee County,41537,race-ethnicity,Black,NA,NA
12,093,Florida,Okeechobee County,41537,race-ethnicity,Other Races,NA,NA
12,093,Florida,Okeechobee County,41537,race-ethnicity,White,NA,NA
12,095,Florida,Orange County,1380645,all,All,NA,NA
12,095,Florida,Orange County,1380645,race-ethnicity,Black,NA,NA
12,095,Florida,Orange County,1380645,race-ethnicity,Other Races,NA,NA
12,095,Florida,Orange County,1380645,race-ethnicity,White,NA,NA
12,097,Florida,Osceola County,367990,all,All,NA,NA
12,097,Florida,Osceola County,367990,race-ethnicity,Black,NA,NA
12,097,Florida,Osceola County,367990,race-ethnicity,Other Races,NA,NA
12,097,Florida,Osceola County,367990,race-ethnicity,White,NA,NA
12,099,Florida,Palm Beach County,1485941,all,All,NA,NA
12,099,Florida,Palm Beach County,1485941,race-ethnicity,Black,NA,NA
12,099,Florida,Palm Beach County,1485941,race-ethnicity,Other Races,NA,NA
12,099,Florida,Palm Beach County,1485941,race-ethnicity,White,NA,NA
12,101,Florida,Pasco County,539630,all,All,NA,NA
12,101,Florida,Pasco County,539630,race-ethnicity,Black,NA,NA
12,101,Florida,Pasco County,539630,race-ethnicity,Other Races,NA,NA
12,101,Florida,Pasco County,539630,race-ethnicity,White,NA,NA
12,103,Florida,Pinellas County,975280,all,All,NA,NA
12,103,Florida,Pinellas County,975280,race-ethnicity,Black,NA,NA
12,103,Florida,Pinellas County,975280,race-ethnicity,Other Races,NA,NA
12,103,Florida,Pinellas County,975280,race-ethnicity,White,NA,NA
12,105,Florida,Polk County,708009,all,All,NA,NA
12,105,Florida,Polk County,708009,race-ethnicity,Black,NA,NA
12,105,Florida,Polk County,708009,race-ethnicity,Other Races,NA,NA
12,105,Florida,Polk County,708009,race-ethnicity,White,NA,NA
12,107,Florida,Putnam County,74163,all,All,NA,NA
12,107,Florida,Putnam County,74163,race-ethnicity,Black,NA,NA
12,107,Florida,Putnam County,74163,race-ethnicity,Other Races,NA,NA
12,107,Florida,Putnam County,74163,race-ethnicity,White,NA,NA
12,109,Florida,St. Johns County,254261,all,All,NA,NA
12,109,Florida,St. Johns County,254261,race-ethnicity,Black,NA,NA
12,109,Florida,St. Johns County,254261,race-ethnicity,Other Races,NA,NA
12,109,Florida,St. Johns County,254261,race-ethnicity,White,NA,NA
12,111,Florida,St. Lucie County,321128,all,All,NA,NA
12,111,Florida,St. Lucie County,321128,race-ethnicity,Black,NA,NA
12,111,Florida,St. Lucie County,321128,race-ethnicity,Other Races,NA,NA
12,111,Florida,St. Lucie County,321128,race-ethnicity,White,NA,NA
12,113,Florida,Santa Rosa County,179349,all,All,NA,NA
12,113,Florida,Santa Rosa County,179349,race-ethnicity,Black,NA,NA
12,113,Florida,Santa Rosa County,179349,race-ethnicity,Other Races,NA,NA
12,113,Florida,Santa Rosa County,179349,race-ethnicity,White,NA,NA
12,115,Florida,Sarasota County,426718,all,All,NA,NA
12,115,Florida,Sarasota County,426718,race-ethnicity,Black,NA,NA
12,115,Florida,Sarasota County,426718,race-ethnicity,Other Races,NA,NA
12,115,Florida,Sarasota County,426718,race-ethnicity,White,NA,NA
12,117,Florida,Seminole County,467832,all,All,NA,NA
12,117,Florida,Seminole County,467832,race-ethnicity,Black,NA,NA
12,117,Florida,Seminole County,467832,race-ethnicity,Other Races,NA,NA
12,117,Florida,Seminole County,467832,race-ethnicity,White,NA,NA
12,119,Florida,Sumter County,128754,all,All,NA,NA
12,119,Florida,Sumter County,128754,race-ethnicity,Black,NA,NA
12,119,Florida,Sumter County,128754,race-ethnicity,Other Races,NA,NA
12,119,Florida,Sumter County,128754,race-ethnicity,White,NA,NA
12,121,Florida,Suwannee County,44191,all,All,NA,NA
12,121,Florida,Suwannee County,44191,race-ethnicity,Black,NA,NA
12,121,Florida,Suwannee County,44191,race-ethnicity,Other Races,NA,NA
12,121,Florida,Suwannee County,44191,race-ethnicity,White,NA,NA
12,123,Florida,Taylor County,21623,all,All,NA,NA
12,123,Florida,Taylor County,21623,race-ethnicity,Black,NA,NA
12,123,Florida,Taylor County,21623,race-ethnicity,Other Races,NA,NA
12,123,Florida,Taylor County,21623,race-ethnicity,White,NA,NA
12,125,Florida,Union County,14940,all,All,NA,NA
12,125,Florida,Union County,14940,race-ethnicity,Black,NA,NA
12,125,Florida,Union County,14940,race-ethnicity,Other Races,NA,NA
12,125,Florida,Union County,14940,race-ethnicity,White,NA,NA
12,127,Florida,Volusia County,547538,all,All,NA,NA
12,127,Florida,Volusia County,547538,race-ethnicity,Black,NA,NA
12,127,Florida,Volusia County,547538,race-ethnicity,Other Races,NA,NA
12,127,Florida,Volusia County,547538,race-ethnicity,White,NA,NA
12,129,Florida,Wakulla County,32461,all,All,NA,NA
12,129,Florida,Wakulla County,32461,race-ethnicity,Black,NA,NA
12,129,Florida,Wakulla County,32461,race-ethnicity,Other Races,NA,NA
12,129,Florida,Wakulla County,32461,race-ethnicity,White,NA,NA
12,131,Florida,Walton County,71375,all,All,NA,NA
12,131,Florida,Walton County,71375,race-ethnicity,Black,NA,NA
12,131,Florida,Walton County,71375,race-ethnicity,Other Races,NA,NA
12,131,Florida,Walton County,71375,race-ethnicity,White,NA,NA
12,133,Florida,Washington County,24880,all,All,NA,NA
12,133,Florida,Washington County,24880,race-ethnicity,Black,NA,NA
12,133,Florida,Washington County,24880,race-ethnicity,Other Races,NA,NA
12,133,Florida,Washington County,24880,race-ethnicity,White,NA,NA
13,001,Georgia,Appling County,18507,all,All,1351.9434,1
13,001,Georgia,Appling County,18507,race-ethnicity,Black,1763.202,1
13,001,Georgia,Appling County,18507,race-ethnicity,Other Races,NA,NA
13,001,Georgia,Appling County,18507,race-ethnicity,White,1407.2172,1
13,003,Georgia,Atkinson County,8297,all,All,NA,NA
13,003,Georgia,Atkinson County,8297,race-ethnicity,Black,NA,NA
13,003,Georgia,Atkinson County,8297,race-ethnicity,Other Races,NA,NA
13,003,Georgia,Atkinson County,8297,race-ethnicity,White,NA,NA
13,005,Georgia,Bacon County,11185,all,All,575.63422,2
13,005,Georgia,Bacon County,11185,race-ethnicity,Black,1120.9506,2
13,005,Georgia,Bacon County,11185,race-ethnicity,Other Races,NA,NA
13,005,Georgia,Bacon County,11185,race-ethnicity,White,454.18213,2
13,007,Georgia,Baker County,3092,all,All,NA,NA
13,007,Georgia,Baker County,3092,race-ethnicity,Black,NA,NA
13,007,Georgia,Baker County,3092,race-ethnicity,Other Races,NA,NA
13,007,Georgia,Baker County,3092,race-ethnicity,White,NA,NA
13,009,Georgia,Baldwin County,44823,all,All,3973.0579,2
13,009,Georgia,Baldwin County,44823,race-ethnicity,Black,10115.252,2
13,009,Georgia,Baldwin County,44823,race-ethnicity,Other Races,NA,NA
13,009,Georgia,Baldwin County,44823,race-ethnicity,White,1599.1284,2
13,011,Georgia,Banks County,18988,all,All,46.786255,1
13,011,Georgia,Banks County,18988,race-ethnicity,Black,NA,NA
13,011,Georgia,Banks County,18988,race-ethnicity,Other Races,NA,NA
13,011,Georgia,Banks County,18988,race-ethnicity,White,63.799923,1
13,013,Georgia,Barrow County,80809,all,All,519.8822,1
13,013,Georgia,Barrow County,80809,race-ethnicity,Black,3817.1711,1
13,013,Georgia,Barrow County,80809,race-ethnicity,Other Races,NA,NA
13,013,Georgia,Barrow County,80809,race-ethnicity,White,470.81311,1
13,015,Georgia,Bartow County,106408,all,All,3154.5742,2
13,015,Georgia,Bartow County,106408,race-ethnicity,Black,16772.152,2
13,015,Georgia,Bartow County,106408,race-ethnicity,Other Races,NA,NA
13,015,Georgia,Bartow County,106408,race-ethnicity,White,2535.0466,2
13,017,Georgia,Ben Hill County,16787,all,All,4920.6304,1
13,017,Georgia,Ben Hill County,16787,race-ethnicity,Black,9484.7041,1
13,017,Georgia,Ben Hill County,16787,race-ethnicity,Other Races,NA,NA
13,017,Georgia,Ben Hill County,16787,race-ethnicity,White,2602.0754,1
13,019,Georgia,Berrien County,19252,all,All,2966.1587,1
13,019,Georgia,Berrien County,19252,race-ethnicity,Black,2285.9893,1
13,019,Georgia,Berrien County,19252,race-ethnicity,Other Races,NA,NA
13,019,Georgia,Berrien County,19252,race-ethnicity,White,3851.6697,1
13,021,Georgia,Bibb County,153095,all,All,2792.5452,1
13,021,Georgia,Bibb County,153095,race-ethnicity,Black,3911.1733,1
13,021,Georgia,Bibb County,153095,race-ethnicity,Other Races,NA,NA
13,021,Georgia,Bibb County,153095,race-ethnicity,White,1270.4524,1
13,023,Georgia,Bleckley County,12838,all,All,3042.7388,1
13,023,Georgia,Bleckley County,12838,race-ethnicity,Black,5187.5737,1
13,023,Georgia,Bleckley County,12838,race-ethnicity,Other Races,NA,NA
13,023,Georgia,Bleckley County,12838,race-ethnicity,White,2080.4641,1
13,025,Georgia,Brantley County,18897,all,All,1244.8154,1
13,025,Georgia,Brantley County,18897,race-ethnicity,Black,226.2469,1
13,025,Georgia,Brantley County,18897,race-ethnicity,Other Races,NA,NA
13,025,Georgia,Brantley County,18897,race-ethnicity,White,1650.0562,1
13,027,Georgia,Brooks County,15513,all,All,3745.1582,2
13,027,Georgia,Brooks County,15513,race-ethnicity,Black,9310.1064,2
13,027,Georgia,Brooks County,15513,race-ethnicity,Other Races,NA,NA
13,027,Georgia,Brooks County,15513,race-ethnicity,White,1170.7202,2
13,029,Georgia,Bryan County,38109,all,All,3866.0193,1
13,029,Georgia,Bryan County,38109,race-ethnicity,Black,2956.2161,1
13,029,Georgia,Bryan County,38109,race-ethnicity,Other Races,221.55264,1
13,029,Georgia,Bryan County,38109,race-ethnicity,White,5144.6943,1
13,031,Georgia,Bulloch County,77296,all,All,5190.751,2
13,031,Georgia,Bulloch County,77296,race-ethnicity,Black,13486.49,2
13,031,Georgia,Bulloch County,77296,race-ethnicity,Other Races,216.5327,2
13,031,Georgia,Bulloch County,77296,race-ethnicity,White,2225.6289,2
13,033,Georgia,Burke County,22423,all,All,1897.6505,1
13,033,Georgia,Burke County,22423,race-ethnicity,Black,2805.6741,1
13,033,Georgia,Burke County,22423,race-ethnicity,Other Races,NA,NA
13,033,Georgia,Burke County,22423,race-ethnicity,White,980.29498,1
13,035,Georgia,Butts County,24193,all,All,1957.5616,1
13,035,Georgia,Butts County,24193,race-ethnicity,Black,3281.5986,1
13,035,Georgia,Butts County,24193,race-ethnicity,Other Races,NA,NA
13,035,Georgia,Butts County,24193,race-ethnicity,White,1568.3951,1
13,037,Georgia,Calhoun County,6352,all,All,NA,NA
13,037,Georgia,Calhoun County,6352,race-ethnicity,Black,NA,NA
13,037,Georgia,Calhoun County,6352,race-ethnicity,Other Races,NA,NA
13,037,Georgia,Calhoun County,6352,race-ethnicity,White,NA,NA
13,039,Georgia,Camden County,53677,all,All,383.43893,2
13,039,Georgia,Camden County,53677,race-ethnicity,Black,416.14648,2
13,039,Georgia,Camden County,53677,race-ethnicity,Other Races,NA,NA
13,039,Georgia,Camden County,53677,race-ethnicity,White,427.20438,2
13,043,Georgia,Candler County,10836,all,All,553.22992,2
13,043,Georgia,Candler County,10836,race-ethnicity,Black,766.34619,2
13,043,Georgia,Candler County,10836,race-ethnicity,Other Races,NA,NA
13,043,Georgia,Candler County,10836,race-ethnicity,White,655.66144,2
13,045,Georgia,Carroll County,118121,all,All,2452.3906,2
13,045,Georgia,Carroll County,118121,race-ethnicity,Black,6905.9697,2
13,045,Georgia,Carroll County,118121,race-ethnicity,Other Races,NA,NA
13,045,Georgia,Carroll County,118121,race-ethnicity,White,1797.2751,2
13,047,Georgia,Catoosa County,67420,all,All,1631.0603,1
13,047,Georgia,Catoosa County,67420,race-ethnicity,Black,5910.041,1
13,047,Georgia,Catoosa County,67420,race-ethnicity,Other Races,339.91638,1
13,047,Georgia,Catoosa County,67420,race-ethnicity,White,1542.5265,1
13,049,Georgia,Charlton County,12968,all,All,2487.5623,1
13,049,Georgia,Charlton County,12968,race-ethnicity,Black,4795.1777,1
13,049,Georgia,Charlton County,12968,race-ethnicity,Other Races,NA,NA
13,049,Georgia,Charlton County,12968,race-ethnicity,White,1977.5846,1
13,051,Georgia,Chatham County,289195,all,All,4386.437,2
13,051,Georgia,Chatham County,289195,race-ethnicity,Black,7210.0313,2
13,051,Georgia,Chatham County,289195,race-ethnicity,Other Races,368.49377,2
13,051,Georgia,Chatham County,289195,race-ethnicity,White,2039.5271,2
13,053,Georgia,Chattahoochee County,10684,all,All,413.97238,1
13,053,Georgia,Chattahoochee County,10684,race-ethnicity,Black,463.26038,1
13,053,Georgia,Chattahoochee County,10684,race-ethnicity,Other Races,NA,NA
13,053,Georgia,Chattahoochee County,10684,race-ethnicity,White,465.39337,1
13,055,Georgia,Chattooga County,24790,all,All,263.1579,1
13,055,Georgia,Chattooga County,24790,race-ethnicity,Black,NA,NA
13,055,Georgia,Chattooga County,24790,race-ethnicity,Other Races,NA,NA
13,055,Georgia,Chattooga County,24790,race-ethnicity,White,286.33792,1
13,057,Georgia,Cherokee County,254149,all,All,2094.2234,2
13,057,Georgia,Cherokee County,254149,race-ethnicity,Black,5255.2554,2
13,057,Georgia,Cherokee County,254149,race-ethnicity,Other Races,42.016808,2
13,057,Georgia,Cherokee County,254149,race-ethnicity,White,2041.9382,2
13,059,Georgia,Clarke County,127330,all,All,9893.1914,2
13,059,Georgia,Clarke County,127330,race-ethnicity,Black,13547.758,2
13,059,Georgia,Clarke County,127330,race-ethnicity,Other Races,2409.6387,2
13,059,Georgia,Clarke County,127330,race-ethnicity,White,5776.3975,2
