state,place,state_name,place_name,year,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_desc_rep_total_population,count_desc_rep_total_nonhisp,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,count_desc_rep_total_hispanic,share_desc_rep_white_nonhispanic,count_desc_rep_total_population_quality,count_desc_rep_total_nonhisp_quality,share_desc_rep_asian_other_quality,share_desc_rep_black_nonhispanic_quality,count_desc_rep_total_hispanic_quality,share_desc_rep_white_nonhispanic_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality
06,13392,California,Chula Vista city,2017,3.8%:6.6%,2,43.7%:54.2%,2,19.8%:15.2%,2,32.7%:24.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,13392,California,Chula Vista city,2018,2.9%:3.9%,2,52.6%:57.5%,2,16.6%:16.0%,2,27.9%:22.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,13392,California,Chula Vista city,2019,3.0%:5.6%,2,42.9%:52.4%,2,25.5%:18.4%,2,28.6%:23.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,13392,California,Chula Vista city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9901314919027356,3,0.7,2
06,13392,California,Chula Vista city,2021,4.6%:5.7%,2,42.3%:56.4%,2,23.1%:18.9%,2,30.0%:19.0%,2,274818,109280,0.1864652242575086,0.04799540059239205,0.6023550131359664,0.163184362014133,1,1,1,1,1,1,NA,NA,NA,NA
06,13392,California,Chula Vista city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,13588,California,Citrus Heights city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,13588,California,Citrus Heights city,2014,1.1%:2.1%,3,7.3%:12.6%,1,4.8%:4.9%,1,86.8%:80.5%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,13588,California,Citrus Heights city,2015,0.8%:5.4%,3,10.5%:12.7%,1,4.2%:4.6%,3,84.6%:77.3%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,13588,California,Citrus Heights city,2016,3.1%:4.3%,3,11.4%:16.3%,1,9.1%:8.6%,1,76.4%:70.8%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,13588,California,Citrus Heights city,2017,0.9%:2.2%,3,11.5%:14.9%,1,6.3%:7.1%,1,81.3%:75.8%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,13588,California,Citrus Heights city,2018,0.8%:1.9%,3,13.0%:13.7%,1,6.6%:7.5%,1,79.6%:76.9%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,13588,California,Citrus Heights city,2019,2.6%:3.9%,3,10.0%:13.9%,1,5.3%:7.8%,1,82.2%:74.5%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,13588,California,Citrus Heights city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8874451099229583,3,1.6,2
06,13588,California,Citrus Heights city,2021,1.7%:5.6%,3,6.6%:12.7%,1,8.7%:7.7%,1,83.0%:74.0%,1,87521,71430,0.09834211217879138,0.03383188034871631,0.18385301813279095,0.6839729893397013,1,1,1,1,1,1,NA,NA,NA,NA
06,13588,California,Citrus Heights city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,14218,California,Clovis city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,14218,California,Clovis city,2014,1.5%:2.9%,3,17.5%:25.1%,2,14.3%:11.5%,2,66.7%:60.5%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,14218,California,Clovis city,2015,2.9%:2.3%,3,13.4%:19.9%,2,15.8%:12.9%,2,67.8%:64.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,14218,California,Clovis city,2016,0.8%:2.3%,3,14.6%:22.6%,2,12.1%:12.7%,2,72.5%:62.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,14218,California,Clovis city,2017,1.3%:2.2%,3,22.1%:25.9%,2,15.7%:11.6%,2,61.0%:60.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,14218,California,Clovis city,2018,2.6%:4.3%,3,22.8%:27.3%,2,12.0%:12.4%,2,62.5%:56.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,14218,California,Clovis city,2019,2.1%:2.4%,3,23.1%:26.7%,2,15.1%:12.7%,2,59.7%:58.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,14218,California,Clovis city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8212177284839506,3,2.2,2
06,14218,California,Clovis city,2021,3.4%:3.7%,3,22.6%:26.9%,2,20.2%:16.1%,2,53.7%:53.3%,2,118488,78615,0.16414320437512658,0.02854297481601512,0.33651509013570996,0.4707987306731483,1,1,1,1,1,1,NA,NA,NA,NA
06,14218,California,Clovis city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,15044,California,Compton city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,15044,California,Compton city,2014,42.0%:40.4%,2,53.7%:55.5%,2,3.5%:2.8%,2,0.7%:1.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,15044,California,Compton city,2015,43.6%:37.4%,2,43.5%:55.1%,2,9.9%:4.6%,2,3.0%:2.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,15044,California,Compton city,2016,41.8%:38.4%,2,52.6%:55.9%,2,3.3%:2.8%,2,2.3%:2.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,15044,California,Compton city,2017,39.2%:39.3%,2,57.1%:56.8%,2,1.2%:1.9%,2,2.5%:2.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,15044,California,Compton city,2018,48.0%:39.7%,2,46.1%:54.4%,2,4.2%:3.6%,2,1.8%:2.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,15044,California,Compton city,2019,41.2%:34.3%,2,54.0%:59.8%,2,3.5%:4.1%,2,1.3%:1.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,15044,California,Compton city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51680047889332,3,0.8,2
06,15044,California,Compton city,2021,39.9%:35.9%,2,48.9%:58.3%,2,9.5%:4.5%,2,1.8%:1.3%,2,96083,29469,0.03016142293641955,0.26675894799288113,0.6932964208028476,0.00978320826785175,1,1,1,1,1,1,NA,NA,NA,NA
06,15044,California,Compton city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16000,California,Concord city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16000,California,Concord city,2014,3.1%:7.0%,3,10.7%:18.0%,3,16.5%:18.1%,3,69.7%:56.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16000,California,Concord city,2015,2.3%:8.0%,3,13.6%:23.2%,3,16.5%:15.5%,3,67.6%:53.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16000,California,Concord city,2016,2.4%:6.9%,3,12.6%:22.6%,3,17.7%:17.1%,3,67.3%:53.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16000,California,Concord city,2017,4.7%:7.3%,3,13.4%:19.8%,3,16.9%:19.2%,3,65.0%:53.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16000,California,Concord city,2018,5.5%:8.2%,3,12.7%:21.2%,3,16.8%:17.2%,3,65.1%:53.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16000,California,Concord city,2019,2.7%:6.9%,3,13.2%:22.9%,3,18.4%:17.8%,3,65.7%:52.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16000,California,Concord city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9377575473166974,3,1.5,1
06,16000,California,Concord city,2021,3.7%:7.7%,3,13.9%:26.9%,3,21.2%:19.7%,3,61.3%:45.7%,3,125769,87825,0.2026970080067425,0.03362513815010058,0.30169596641461727,0.4619818874285396,1,1,1,1,1,1,NA,NA,NA,NA
06,16000,California,Concord city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16350,California,Corona city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16350,California,Corona city,2014,7.0%:6.5%,2,28.1%:35.5%,2,15.3%:12.6%,2,49.6%:45.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16350,California,Corona city,2015,3.5%:6.2%,2,28.8%:35.4%,2,13.9%:10.4%,2,53.8%:48.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16350,California,Corona city,2016,2.2%:3.7%,2,27.3%:38.1%,2,14.9%:11.6%,2,55.6%:46.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16350,California,Corona city,2017,4.2%:5.7%,2,24.9%:36.0%,2,12.8%:11.5%,2,58.1%:46.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16350,California,Corona city,2018,3.7%:5.2%,2,31.0%:40.0%,2,13.9%:11.2%,2,51.4%:43.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16350,California,Corona city,2019,5.0%:3.9%,2,31.8%:42.3%,2,14.1%:12.3%,2,49.1%:41.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16350,California,Corona city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868090909210918,3,1.1,2
06,16350,California,Corona city,2021,3.9%:2.9%,2,36.6%:42.9%,2,18.5%:13.7%,2,41.0%:40.5%,2,157844,80370,0.14010668761562048,0.05607435189174121,0.49082638554522184,0.31299257494741645,1,1,1,1,1,1,NA,NA,NA,NA
06,16350,California,Corona city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16532,California,Costa Mesa city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16532,California,Costa Mesa city,2014,0.3%:2.1%,3,7.9%:20.5%,2,22.3%:18.7%,2,69.6%:58.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16532,California,Costa Mesa city,2015,1.2%:1.8%,3,6.0%:16.6%,2,20.5%:16.9%,2,72.2%:64.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16532,California,Costa Mesa city,2016,0.4%:1.3%,3,12.4%:23.4%,2,19.2%:16.6%,2,68.0%:58.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16532,California,Costa Mesa city,2017,0.3%:1.0%,3,11.6%:20.1%,2,20.3%:18.6%,2,67.8%:60.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16532,California,Costa Mesa city,2018,0.0%:1.5%,3,13.8%:18.5%,2,18.7%:20.0%,2,67.5%:60.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16532,California,Costa Mesa city,2019,0.3%:0.4%,3,9.5%:19.6%,2,25.2%:22.6%,2,65.1%:57.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,16532,California,Costa Mesa city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9013603665851172,3,4.6,2
06,16532,California,Costa Mesa city,2021,0.0%:1.4%,3,8.4%:19.6%,2,26.0%:22.5%,2,65.6%:56.5%,2,112148,71863,0.137684131683133,0.01251025430680886,0.35921282590862075,0.49059278810143736,1,1,1,1,1,1,NA,NA,NA,NA
06,16532,California,Costa Mesa city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,17918,California,Daly City city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,17918,California,Daly City city,2014,1.8%:2.5%,3,15.5%:21.1%,3,44.5%:43.2%,3,38.2%:33.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,17918,California,Daly City city,2015,1.4%:4.0%,3,18.0%:18.5%,3,43.7%:46.1%,3,36.9%:31.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,17918,California,Daly City city,2016,0.6%:2.9%,3,11.2%:17.4%,3,47.2%:46.0%,3,40.9%:33.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,17918,California,Daly City city,2017,1.5%:2.4%,3,14.9%:20.6%,3,43.6%:44.5%,3,40.1%:32.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,17918,California,Daly City city,2018,1.4%:2.9%,3,13.0%:18.5%,3,48.4%:46.5%,3,37.1%:32.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,17918,California,Daly City city,2019,2.3%:3.8%,3,17.9%:22.3%,3,49.5%:48.6%,3,30.4%:25.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,17918,California,Daly City city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1936815865325077,3,1.3,2
06,17918,California,Daly City city,2021,2.1%:1.9%,3,16.4%:20.4%,3,44.7%:45.7%,3,36.8%:32.0%,3,104914,80637,0.6196313170787502,0.03196904131002535,0.2313990506510094,0.11700059096021503,1,1,1,1,1,1,NA,NA,NA,NA
06,17918,California,Daly City city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,19766,California,Downey city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,19766,California,Downey city,2014,1.0%:4.1%,3,50.0%:63.0%,1,12.3%:10.4%,1,36.7%:22.5%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,19766,California,Downey city,2015,2.0%:4.4%,3,60.7%:66.5%,1,12.0%:9.3%,1,25.3%:19.7%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,19766,California,Downey city,2016,2.8%:4.3%,3,52.0%:63.0%,1,17.8%:12.2%,1,27.3%:20.5%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,19766,California,Downey city,2017,0.9%:3.5%,3,67.2%:68.5%,1,10.1%:9.3%,1,21.7%:18.7%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,19766,California,Downey city,2018,0.6%:3.9%,3,60.0%:67.1%,1,8.3%:8.0%,1,31.1%:21.0%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,19766,California,Downey city,2019,1.3%:2.7%,3,65.7%:73.8%,1,11.2%:8.2%,1,21.8%:15.3%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,19766,California,Downey city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7873801335792987,3,1.5,2
06,19766,California,Downey city,2021,1.2%:3.6%,3,69.3%:67.5%,1,9.6%:11.0%,1,20.0%:17.9%,1,114293,29537,0.08486958956366532,0.03461279343441855,0.7415677250575275,0.13894989194438853,1,1,1,1,1,1,NA,NA,NA,NA
06,19766,California,Downey city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,21712,California,El Cajon city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,21712,California,El Cajon city,2014,1.0%:5.4%,3,15.9%:21.8%,2,6.5%:7.9%,2,76.6%:64.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,21712,California,El Cajon city,2015,0.6%:3.9%,3,9.6%:18.7%,2,4.8%:7.7%,2,85.0%:69.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,21712,California,El Cajon city,2016,1.1%:4.8%,3,11.4%:19.1%,2,6.8%:6.9%,2,80.7%:69.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,21712,California,El Cajon city,2017,1.6%:5.1%,3,13.2%:20.2%,2,7.0%:7.5%,2,78.2%:67.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,21712,California,El Cajon city,2018,0.6%:3.1%,3,12.1%:17.6%,2,12.7%:9.8%,2,74.6%:69.5%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,21712,California,El Cajon city,2019,0.5%:4.4%,3,11.3%:18.0%,2,5.5%:6.9%,2,82.7%:70.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,21712,California,El Cajon city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8108750590319361,3,2.2,2
06,21712,California,El Cajon city,2021,1.0%:6.8%,3,9.9%:17.8%,2,9.4%:10.0%,2,79.7%:65.3%,2,106043,77293,0.0996199654856992,0.06224833322331507,0.2711164338994559,0.5670152673915299,1,1,1,1,1,1,NA,NA,NA,NA
06,21712,California,El Cajon city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22020,California,Elk Grove city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22020,California,Elk Grove city,2014,8.8%:10.9%,2,10.1%:12.5%,2,32.8%:32.0%,2,48.4%:44.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22020,California,Elk Grove city,2015,9.0%:10.6%,2,10.3%:13.3%,2,34.1%:31.3%,2,46.6%:44.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22020,California,Elk Grove city,2016,7.3%:11.2%,2,10.6%:13.3%,2,37.0%:32.4%,2,45.1%:43.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22020,California,Elk Grove city,2017,6.9%:10.1%,2,16.6%:18.7%,2,34.3%:28.2%,2,42.3%:43.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22020,California,Elk Grove city,2018,9.3%:9.6%,2,11.8%:16.1%,2,29.6%:28.7%,2,49.3%:45.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22020,California,Elk Grove city,2019,6.9%:9.7%,2,14.0%:14.1%,2,35.7%:33.4%,2,43.5%:42.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22020,California,Elk Grove city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969012811027299,3,1.2,2
06,22020,California,Elk Grove city,2021,7.4%:11.5%,2,11.8%:15.3%,2,41.8%:34.0%,2,38.9%:39.2%,2,175510,142641,0.3759159022277933,0.10546407612101874,0.18727707822916073,0.33134294342202725,1,1,1,1,1,1,NA,NA,NA,NA
06,22020,California,Elk Grove city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22230,California,El Monte city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22230,California,El Monte city,2014,0.6%:0.4%,3,29.8%:60.9%,2,50.7%:30.4%,2,18.9%:8.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22230,California,El Monte city,2015,0.0%:0.1%,3,45.6%:62.9%,2,44.5%:30.7%,2,9.9%:6.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22230,California,El Monte city,2016,0.0%:0.5%,3,45.0%:61.5%,2,48.6%:33.8%,2,6.4%:4.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22230,California,El Monte city,2017,0.2%:0.1%,3,45.2%:64.3%,2,46.8%:30.7%,2,7.8%:4.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22230,California,El Monte city,2018,0.0%:0.4%,3,43.0%:64.5%,2,47.8%:30.1%,2,9.1%:5.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22230,California,El Monte city,2019,0.0%:0.0%,3,34.3%:56.7%,2,54.8%:38.8%,2,10.9%:4.5%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22230,California,El Monte city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6320558227671489,3,1.6,2
06,22230,California,El Monte city,2021,0.0%:0.0%,3,43.0%:62.2%,2,50.7%:33.1%,2,6.3%:4.7%,2,110144,38589,0.3116465717606043,0.00445780069726902,0.6496495496804183,0.03424607786170831,1,1,1,1,1,1,NA,NA,NA,NA
06,22230,California,El Monte city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22804,California,Escondido city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22804,California,Escondido city,2014,2.2%:2.8%,3,16.1%:32.6%,3,13.5%:9.1%,3,68.2%:55.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22804,California,Escondido city,2015,1.3%:2.1%,3,16.2%:30.3%,3,11.5%:10.3%,3,71.0%:57.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22804,California,Escondido city,2016,1.3%:3.5%,3,16.6%:33.9%,3,16.5%:11.5%,3,65.7%:51.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22804,California,Escondido city,2017,1.1%:2.4%,3,20.4%:36.5%,3,9.6%:8.2%,3,68.9%:52.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22804,California,Escondido city,2018,1.8%:3.0%,3,22.0%:37.1%,3,12.1%:9.8%,3,64.2%:50.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22804,California,Escondido city,2019,1.7%:2.3%,3,18.4%:36.5%,3,10.2%:8.6%,3,69.7%:52.6%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,22804,California,Escondido city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7770113745697897,3,1.3,2
06,22804,California,Escondido city,2021,1.0%:2.3%,3,15.3%:34.7%,3,15.0%:12.0%,3,68.7%:51.0%,3,151443,72665,0.10631722826409935,0.0198226395409494,0.5201825109116961,0.3536776212832551,1,1,1,1,1,1,NA,NA,NA,NA
06,22804,California,Escondido city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
