state,county,state_name,county_name,population,subgroup_type,subgroup,lbw,lbw_lb,lbw_ub,lbw_quality,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
06,059,California,Orange County,3185968,race-ethnicity,"White, Non-Hispanic",0.055287752,0.050844852,0.059730653,1,1.0752352,1.0402353,1.1102352,2
06,061,California,Placer County,393149,all,All,0.059514061,0.05185239,0.067175731,1,1.0929981,1.0512434,1.1347529,1
06,061,California,Placer County,393149,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,0.89695567,0.56773895,1.2261724,2
06,061,California,Placer County,393149,race-ethnicity,Hispanic,0.07121212,0.051591203,0.090833038,1,1.1130371,1.0041951,1.2218791,2
06,061,California,Placer County,393149,race-ethnicity,Other Races and Ethnicities,0.079497911,0.055246759,0.10374907,1,NA,NA,NA,NA
06,061,California,Placer County,393149,race-ethnicity,"White, Non-Hispanic",0.047499999,0.038989995,0.056010004,1,1.0863175,1.0232944,1.1493406,2
06,063,California,Plumas County,18804,all,All,0.067344472,0.062416077,0.072272867,3,1.0151508,0.68250263,1.3477989,2
06,063,California,Plumas County,18804,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
06,063,California,Plumas County,18804,race-ethnicity,Hispanic,0.067226894,0.058568045,0.075885743,3,NA,NA,NA,NA
06,063,California,Plumas County,18804,race-ethnicity,Other Races and Ethnicities,0.088159032,0.071821652,0.10449641,3,NA,NA,NA,NA
06,063,California,Plumas County,18804,race-ethnicity,"White, Non-Hispanic",0.06105705,0.054574639,0.067539461,3,0.99645638,0.66493249,1.3279803,3
06,065,California,Riverside County,2450758,all,All,0.071381316,0.068403609,0.074359022,1,0.98592716,0.96959078,1.0022635,1
06,065,California,Riverside County,2450758,race-ethnicity,"Black, Non-Hispanic",0.14094856,0.12332129,0.15857583,1,0.86536741,0.79151618,0.93921864,2
06,065,California,Riverside County,2450758,race-ethnicity,Hispanic,0.065107614,0.061358277,0.068856947,1,1.0175079,1.0015584,1.0334574,1
06,065,California,Riverside County,2450758,race-ethnicity,Other Races and Ethnicities,0.089163236,0.078819543,0.09950693,1,NA,NA,NA,NA
06,065,California,Riverside County,2450758,race-ethnicity,"White, Non-Hispanic",0.059511773,0.053938799,0.065084748,1,0.92081577,0.87932402,0.96230751,2
06,067,California,Sacramento County,1540975,all,All,0.067975909,0.064405754,0.071546063,1,1.0269842,0.99609029,1.0578781,2
06,067,California,Sacramento County,1540975,race-ethnicity,"Black, Non-Hispanic",0.12121212,0.10633153,0.13609271,1,0.88576794,0.74187452,1.0296614,3
06,067,California,Sacramento County,1540975,race-ethnicity,Hispanic,0.062717773,0.056106132,0.069329418,1,0.98399132,0.89402121,1.0739614,3
06,067,California,Sacramento County,1540975,race-ethnicity,Other Races and Ethnicities,0.077321813,0.069628,0.085015625,1,NA,NA,NA,NA
06,067,California,Sacramento County,1540975,race-ethnicity,"White, Non-Hispanic",0.051061466,0.045979351,0.056143582,1,1.0536834,0.95816028,1.1492065,3
06,069,California,San Benito County,61537,all,All,0.067344472,0.062416077,0.072272867,3,1.1647776,1.0634158,1.2661395,1
06,069,California,San Benito County,61537,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
06,069,California,San Benito County,61537,race-ethnicity,Hispanic,0.067226894,0.058568045,0.075885743,3,1.2047801,1.1120234,1.2975368,1
06,069,California,San Benito County,61537,race-ethnicity,Other Races and Ethnicities,0.088159032,0.071821652,0.10449641,3,NA,NA,NA,NA
06,069,California,San Benito County,61537,race-ethnicity,"White, Non-Hispanic",0.06105705,0.054574639,0.067539461,3,1.0385183,0.77063674,1.3063999,3
06,071,California,San Bernardino County,2171603,all,All,0.078168139,0.075077288,0.08125899,1,1.012074,0.9886018,1.0355462,2
06,071,California,San Bernardino County,2171603,race-ethnicity,"Black, Non-Hispanic",0.12768702,0.11412387,0.14125018,1,0.94888747,0.82176775,1.0760071,3
06,071,California,San Bernardino County,2171603,race-ethnicity,Hispanic,0.07186307,0.067953989,0.075772151,1,1.0329013,1.0101799,1.0556227,2
06,071,California,San Bernardino County,2171603,race-ethnicity,Other Races and Ethnicities,0.084313728,0.075198986,0.09342847,1,NA,NA,NA,NA
06,071,California,San Bernardino County,2171603,race-ethnicity,"White, Non-Hispanic",0.068707481,0.062241826,0.075173132,1,0.98417425,0.93785274,1.0304958,2
06,073,California,San Diego County,3343364,all,All,0.070494257,0.067987554,0.07300096,1,1.0765727,1.0548438,1.0983015,2
06,073,California,San Diego County,3343364,race-ethnicity,"Black, Non-Hispanic",0.10355392,0.088771641,0.1183362,1,1.0475701,0.89012349,1.2050167,3
06,073,California,San Diego County,3343364,race-ethnicity,Hispanic,0.063444495,0.059629403,0.067259587,1,1.1713296,1.1217561,1.2209032,3
06,073,California,San Diego County,3343364,race-ethnicity,Other Races and Ethnicities,0.087772615,0.080357365,0.095187865,1,NA,NA,NA,NA
06,073,California,San Diego County,3343364,race-ethnicity,"White, Non-Hispanic",0.056102589,0.052162033,0.060043145,1,1.1632091,1.0933307,1.2330874,3
06,075,California,San Francisco County,883305,all,All,0.069457218,0.064113751,0.074800685,1,1.0737132,1.027476,1.1199504,1
06,075,California,San Francisco County,883305,race-ethnicity,"Black, Non-Hispanic",0.16714698,0.12788929,0.20640467,1,0.87628382,0.2562809,1.4962867,3
06,075,California,San Francisco County,883305,race-ethnicity,Hispanic,0.061237786,0.049243085,0.073232487,1,1.0348002,0.64479196,1.4248084,3
06,075,California,San Francisco County,883305,race-ethnicity,Other Races and Ethnicities,0.068839371,0.059789963,0.077888779,1,NA,NA,NA,NA
06,075,California,San Francisco County,883305,race-ethnicity,"White, Non-Hispanic",0.063137032,0.05511608,0.071157984,1,1.5791053,1.0012431,2.1569674,3
06,077,California,San Joaquin County,752660,all,All,0.07184229,0.066740327,0.076944254,1,1.140417,1.1091281,1.1717058,2
06,077,California,San Joaquin County,752660,race-ethnicity,"Black, Non-Hispanic",0.13728814,0.10951791,0.16505837,1,1.0032268,0.77465975,1.2317938,3
06,077,California,San Joaquin County,752660,race-ethnicity,Hispanic,0.067544237,0.060318429,0.074770041,1,1.0184132,0.92835253,1.1084738,3
06,077,California,San Joaquin County,752660,race-ethnicity,Other Races and Ethnicities,0.076666668,0.064375237,0.088958099,1,NA,NA,NA,NA
06,077,California,San Joaquin County,752660,race-ethnicity,"White, Non-Hispanic",0.05416863,0.044540059,0.063797198,1,0.89314789000000006,0.73630917,1.0499866,3
06,079,California,San Luis Obispo County,284010,all,All,0.058534589,0.049225595,0.067843586,1,1.0912726,1.0323709,1.1501743,1
06,079,California,San Luis Obispo County,284010,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,1.0321021,-0.32585609,2.3900602,3
06,079,California,San Luis Obispo County,284010,race-ethnicity,Hispanic,0.06849315,0.051022265,0.085964032,1,1.1213802,1.0156685,1.2270919,2
06,079,California,San Luis Obispo County,284010,race-ethnicity,Other Races and Ethnicities,0.074626863,0.030132016,0.11912171,2,NA,NA,NA,NA
06,079,California,San Luis Obispo County,284010,race-ethnicity,"White, Non-Hispanic",0.049242426,0.037569661,0.060915191,1,1.0015907,0.79667771,1.2065037,3
06,081,California,San Mateo County,769545,all,All,0.061952215,0.056774948,0.067129478,1,1.1034676,1.0684704,1.1384648,1
06,081,California,San Mateo County,769545,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,1.044747,0.46664003,1.622854,3
06,081,California,San Mateo County,769545,race-ethnicity,Hispanic,0.059292037,0.049554985,0.069029085,1,1.1231467,1.0626465,1.1836468,2
06,081,California,San Mateo County,769545,race-ethnicity,Other Races and Ethnicities,0.073104389,0.063696422,0.082512356,1,NA,NA,NA,NA
06,081,California,San Mateo County,769545,race-ethnicity,"White, Non-Hispanic",0.0484704,0.040080361,0.056860439,1,1.0839174,1.0060853,1.1617495,2
06,083,California,Santa Barbara County,446527,all,All,0.067413598,0.060641333,0.074185863,1,1.1398304,1.0808574,1.1988033,2
06,083,California,Santa Barbara County,446527,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,1.2062163,0.77466702,1.6377656,3
06,083,California,Santa Barbara County,446527,race-ethnicity,Hispanic,0.069883041,0.061338324,0.078427762,1,1.1813252,1.1261601,1.2364902,2
06,083,California,Santa Barbara County,446527,race-ethnicity,Other Races and Ethnicities,0.076158941,0.046242379,0.1060755,2,NA,NA,NA,NA
06,083,California,Santa Barbara County,446527,race-ethnicity,"White, Non-Hispanic",0.05451937,0.04260074,0.066438004,1,1.1145842,0.90069211,1.3284763,3
06,085,California,Santa Clara County,1937570,all,All,0.068811648,0.065411344,0.072211951,1,1.0916138,1.0714267,1.1118008,1
06,085,California,Santa Clara County,1937570,race-ethnicity,"Black, Non-Hispanic",0.10410959,0.072778001,0.13544118,1,1.0277377,0.71684349,1.338632,3
06,085,California,Santa Clara County,1937570,race-ethnicity,Hispanic,0.070882559,0.064252757,0.077512361,1,1.0316749,0.95923764,1.104112,3
06,085,California,Santa Clara County,1937570,race-ethnicity,Other Races and Ethnicities,0.070068903,0.064662218,0.075475588,1,NA,NA,NA,NA
06,085,California,Santa Clara County,1937570,race-ethnicity,"White, Non-Hispanic",0.053357448,0.046733938,0.059980959,1,1.1138163,1.003229,1.2244035,3
06,087,California,Santa Cruz County,274255,all,All,0.060841158,0.051373776,0.070308544,1,1.2689099,1.1947305,1.3430893,2
06,087,California,Santa Cruz County,274255,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,0.49444419,-1.8583188,2.8472071,3
06,087,California,Santa Cruz County,274255,race-ethnicity,Hispanic,0.061538462,0.04847477,0.074602157,1,1.3922346,1.232892,1.5515771,3
06,087,California,Santa Cruz County,274255,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3,NA,NA,NA,NA
06,087,California,Santa Cruz County,274255,race-ethnicity,"White, Non-Hispanic",0.058050383,0.042882077,0.073218688,1,1.2619727,1.0407708,1.4831746,3
06,089,California,Shasta County,180040,all,All,0.060020346,0.049520746,0.070519947,1,1.0333099,0.94027323,1.1263467,2
06,089,California,Shasta County,180040,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,1.8305656,0.57685262,3.0842786,3
06,089,California,Shasta County,180040,race-ethnicity,Hispanic,NA,NA,NA,3,1.0261842,0.60961765,1.4427507,3
06,089,California,Shasta County,180040,race-ethnicity,Other Races and Ethnicities,0.074074075,0.036736473,0.11141168,2,NA,NA,NA,NA
06,089,California,Shasta County,180040,race-ethnicity,"White, Non-Hispanic",0.057539683,0.045801647,0.069277719,1,1.0143088,0.9172495,1.1113681,2
06,091,California,Sierra County,2987,all,All,0.067344472,0.062416077,0.072272867,3,0.91069365,0.23607224,1.585315,2
06,091,California,Sierra County,2987,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
06,091,California,Sierra County,2987,race-ethnicity,Hispanic,0.067226894,0.058568045,0.075885743,3,NA,NA,NA,NA
06,091,California,Sierra County,2987,race-ethnicity,Other Races and Ethnicities,0.088159032,0.071821652,0.10449641,3,NA,NA,NA,NA
06,091,California,Sierra County,2987,race-ethnicity,"White, Non-Hispanic",0.06105705,0.054574639,0.067539461,3,0.97210956,-0.43221802,2.3764372,3
06,093,California,Siskiyou County,43724,all,All,0.067344472,0.062416077,0.072272867,3,1.1288611,0.93117762,1.3265445,2
06,093,California,Siskiyou County,43724,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
06,093,California,Siskiyou County,43724,race-ethnicity,Hispanic,0.067226894,0.058568045,0.075885743,3,1.2040502,0.51201808,1.8960823,3
06,093,California,Siskiyou County,43724,race-ethnicity,Other Races and Ethnicities,0.088159032,0.071821652,0.10449641,3,NA,NA,NA,NA
06,093,California,Siskiyou County,43724,race-ethnicity,"White, Non-Hispanic",0.06105705,0.054574639,0.067539461,3,1.1994908,0.75194371,1.6470379,3
06,095,California,Solano County,446610,all,All,0.071527913,0.064408161,0.078647666,1,1.0087028,0.94992661,1.0674789,2
06,095,California,Solano County,446610,race-ethnicity,"Black, Non-Hispanic",0.10489511,0.079783611,0.13000661,1,0.87060052,0.74864262,0.99255842,2
06,095,California,Solano County,446610,race-ethnicity,Hispanic,0.056218058,0.045459598,0.066976517,1,1.0417746,0.96613294,1.1174164,2
06,095,California,Solano County,446610,race-ethnicity,Other Races and Ethnicities,0.084396467,0.067328379,0.10146455,1,NA,NA,NA,NA
06,095,California,Solano County,446610,race-ethnicity,"White, Non-Hispanic",0.065964915,0.053076878,0.078852952,1,0.99048024,0.89073491,1.0902256,2
06,097,California,Sonoma County,499942,all,All,0.061657459,0.054649036,0.068665884,1,1.0771277,1.0200704,1.134185,2
06,097,California,Sonoma County,499942,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,0.39648727,-0.98901463,1.7819892,3
06,097,California,Sonoma County,499942,race-ethnicity,Hispanic,0.073015876,0.060167134,0.085864618,1,1.1288493,1.0622591,1.1954395,2
06,097,California,Sonoma County,499942,race-ethnicity,Other Races and Ethnicities,0.078212291,0.050398029,0.10602655,2,NA,NA,NA,NA
06,097,California,Sonoma County,499942,race-ethnicity,"White, Non-Hispanic",0.051239669,0.041095905,0.061383434,1,1.1090031,0.95767808,1.2603281,3
06,099,California,Stanislaus County,549815,all,All,0.06196494,0.056456491,0.067473389,1,0.98681056,0.94080573,1.0328153,2
06,099,California,Stanislaus County,549815,race-ethnicity,"Black, Non-Hispanic",0.12777779,0.079006851,0.17654872,2,0.7922622,0.5826019,1.0019225,2
06,099,California,Stanislaus County,549815,race-ethnicity,Hispanic,0.059180576,0.051825613,0.06653554,1,1.0193464,0.97309196,1.0656008,2
06,099,California,Stanislaus County,549815,race-ethnicity,Other Races and Ethnicities,0.06935484,0.049356651,0.089353032,1,NA,NA,NA,NA
06,099,California,Stanislaus County,549815,race-ethnicity,"White, Non-Hispanic",0.055412371,0.046118662,0.06470608,1,0.96911871,0.89499408,1.0432434,2
06,101,California,Sutter County,96807,all,All,0.067344472,0.062416077,0.072272867,3,0.94982612,0.84527344,1.0543789,2
06,101,California,Sutter County,96807,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,1.181415,-0.31591859,2.6787486,3
06,101,California,Sutter County,96807,race-ethnicity,Hispanic,0.067226894,0.058568045,0.075885743,3,1.0079052,0.88049781,1.1353127,2
06,101,California,Sutter County,96807,race-ethnicity,Other Races and Ethnicities,0.088159032,0.071821652,0.10449641,3,NA,NA,NA,NA
06,101,California,Sutter County,96807,race-ethnicity,"White, Non-Hispanic",0.06105705,0.054574639,0.067539461,3,0.9017055,0.75364745,1.0497636,3
06,103,California,Tehama County,63916,all,All,0.067344472,0.062416077,0.072272867,3,1.0007727,0.85819465,1.1433508,2
06,103,California,Tehama County,63916,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
06,103,California,Tehama County,63916,race-ethnicity,Hispanic,0.067226894,0.058568045,0.075885743,3,1.024169,0.84106213,1.2072757,2
06,103,California,Tehama County,63916,race-ethnicity,Other Races and Ethnicities,0.088159032,0.071821652,0.10449641,3,NA,NA,NA,NA
06,103,California,Tehama County,63916,race-ethnicity,"White, Non-Hispanic",0.06105705,0.054574639,0.067539461,3,0.96931386,0.80620235,1.1324253,2
06,105,California,Trinity County,12535,all,All,0.067344472,0.062416077,0.072272867,3,1.2724944,0.88084286,1.6641461,3
06,105,California,Trinity County,12535,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
06,105,California,Trinity County,12535,race-ethnicity,Hispanic,0.067226894,0.058568045,0.075885743,3,NA,NA,NA,NA
06,105,California,Trinity County,12535,race-ethnicity,Other Races and Ethnicities,0.088159032,0.071821652,0.10449641,3,NA,NA,NA,NA
06,105,California,Trinity County,12535,race-ethnicity,"White, Non-Hispanic",0.06105705,0.054574639,0.067539461,3,1.3454233,0.93249083,1.7583559,3
06,107,California,Tulare County,465861,all,All,0.070528604,0.064489469,0.076567739,1,1.0578309,1.0109087,1.1047531,2
06,107,California,Tulare County,465861,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,0.90789962,0.60393053,1.2118688,3
06,107,California,Tulare County,465861,race-ethnicity,Hispanic,0.064344749,0.057598643,0.071090855,1,1.0640334,1.0229115,1.1051552,2
06,107,California,Tulare County,465861,race-ethnicity,Other Races and Ethnicities,0.13314448,0.097703673,0.1685853,1,NA,NA,NA,NA
06,107,California,Tulare County,465861,race-ethnicity,"White, Non-Hispanic",0.077038147,0.062744759,0.091331534,1,1.0857335,0.98535752,1.1861095,2
06,109,California,Tuolumne County,54539,all,All,0.067344472,0.062416077,0.072272867,3,0.90854591,0.48459607,1.3324957,3
06,109,California,Tuolumne County,54539,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
06,109,California,Tuolumne County,54539,race-ethnicity,Hispanic,0.067226894,0.058568045,0.075885743,3,0.84018701,0.090476394,1.5898976,3
06,109,California,Tuolumne County,54539,race-ethnicity,Other Races and Ethnicities,0.088159032,0.071821652,0.10449641,3,NA,NA,NA,NA
06,109,California,Tuolumne County,54539,race-ethnicity,"White, Non-Hispanic",0.06105705,0.054574639,0.067539461,3,0.84903896,0.40096533,1.2971126,3
06,111,California,Ventura County,850967,all,All,0.060341973,0.055440046,0.0652439,1,1.0929617,1.0527685,1.1331549,2
06,111,California,Ventura County,850967,race-ethnicity,"Black, Non-Hispanic",0.10909091,0.050830878,0.16735093,2,1.6319094,0.61056346,2.6532552,3
06,111,California,Ventura County,850967,race-ethnicity,Hispanic,0.059104476,0.052584156,0.065624796,1,1.1234311,1.0820723,1.1647899,2
06,111,California,Ventura County,850967,race-ethnicity,Other Races and Ethnicities,0.082512312,0.063587241,0.10143738,1,NA,NA,NA,NA
06,111,California,Ventura County,850967,race-ethnicity,"White, Non-Hispanic",0.051542897,0.043562729,0.059523065,1,1.0657156,1.005003,1.1264281,2
06,113,California,Yolo County,220408,all,All,0.050585479,0.041289438,0.05988152,1,1.0778931,0.98974377,1.1660426,2
06,113,California,Yolo County,220408,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,0.69517529,0.26074558,1.1296051,2
06,113,California,Yolo County,220408,race-ethnicity,Hispanic,0.051190477,0.036286555,0.066094398,1,1.0628544,0.963835,1.1618738,2
06,113,California,Yolo County,220408,race-ethnicity,Other Races and Ethnicities,0.073964499,0.046063278,0.10186572,2,NA,NA,NA,NA
06,113,California,Yolo County,220408,race-ethnicity,"White, Non-Hispanic",0.041062802,0.027546426,0.05457918,1,1.0981795,0.96985608,1.2265029,2
06,115,California,Yuba County,78041,all,All,0.067344472,0.062416077,0.072272867,3,0.86822206,0.74191862,0.99452549,2
06,115,California,Yuba County,78041,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,0.085101105,-2.1107223,2.2809246,3
06,115,California,Yuba County,78041,race-ethnicity,Hispanic,0.067226894,0.058568045,0.075885743,3,0.9056285,0.74215138,1.0691056,2
06,115,California,Yuba County,78041,race-ethnicity,Other Races and Ethnicities,0.088159032,0.071821652,0.10449641,3,NA,NA,NA,NA
06,115,California,Yuba County,78041,race-ethnicity,"White, Non-Hispanic",0.06105705,0.054574639,0.067539461,3,0.83858591,0.67511475,1.0020571,2
08,001,Colorado,Adams County,511868,all,All,0.087730452,0.080740109,0.094720796,1,0.94402915,0.83992481,1.0481335,3
08,001,Colorado,Adams County,511868,race-ethnicity,"Black, Non-Hispanic",0.13397129,0.087791182,0.1801514,2,1.6078631,0.44039032,2.7753358,3
08,001,Colorado,Adams County,511868,race-ethnicity,Hispanic,0.08309859,0.072946511,0.09325067,1,0.96284193,0.84930474,1.0763792,3
08,001,Colorado,Adams County,511868,race-ethnicity,Other Races and Ethnicities,0.11818182,0.088017426,0.14834622,1,NA,NA,NA,NA
08,001,Colorado,Adams County,511868,race-ethnicity,"White, Non-Hispanic",0.079865016,0.069576599,0.090153433,1,0.92635781,0.78594661,1.066769,3
08,003,Colorado,Alamosa County,16683,all,All,0.096543208,0.090111472,0.10297494,3,0.98375934,0.37752357,1.5899951,3
08,003,Colorado,Alamosa County,16683,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
08,003,Colorado,Alamosa County,16683,race-ethnicity,Hispanic,0.10568742,0.092935719,0.11843912,3,0.99652386,0.4082135,1.5848342,3
08,003,Colorado,Alamosa County,16683,race-ethnicity,Other Races and Ethnicities,0.12849163,0.093826897,0.16315635,3,NA,NA,NA,NA
08,003,Colorado,Alamosa County,16683,race-ethnicity,"White, Non-Hispanic",0.090378463,0.082667105,0.098089822,3,0.95740503,0.063783705,1.8510264,3
08,005,Colorado,Arapahoe County,651215,all,All,0.10056772,0.093714222,0.10742122,1,0.96358556,0.87058306,1.0565881,3
08,005,Colorado,Arapahoe County,651215,race-ethnicity,"Black, Non-Hispanic",0.12806237,0.10620634,0.14991841,1,0.87826234,0.65908861,1.0974361,3
08,005,Colorado,Arapahoe County,651215,race-ethnicity,Hispanic,0.095811516,0.082611397,0.10901164,1,0.98800486,0.8633939,1.1126158,3
08,005,Colorado,Arapahoe County,651215,race-ethnicity,Other Races and Ethnicities,0.11151079,0.090148017,0.13287356,1,NA,NA,NA,NA
08,005,Colorado,Arapahoe County,651215,race-ethnicity,"White, Non-Hispanic",0.090578698,0.081172973,0.099984422,1,0.95369911,0.83211762,1.0752807,3
08,007,Colorado,Archuleta County,13765,all,All,0.096543208,0.090111472,0.10297494,3,0.8809067,0.029669812,1.7321436,3
08,007,Colorado,Archuleta County,13765,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
08,007,Colorado,Archuleta County,13765,race-ethnicity,Hispanic,0.10568742,0.092935719,0.11843912,3,0.91711384,-0.055831909,1.8900596,3
08,007,Colorado,Archuleta County,13765,race-ethnicity,Other Races and Ethnicities,0.12849163,0.093826897,0.16315635,3,NA,NA,NA,NA
08,007,Colorado,Archuleta County,13765,race-ethnicity,"White, Non-Hispanic",0.090378463,0.082667105,0.098089822,3,0.93585145,-0.1094192,1.9811221,3
08,009,Colorado,Baca County,3585,all,All,0.096543208,0.090111472,0.10297494,3,1.2250407,-0.14861846,2.5986998,3
08,009,Colorado,Baca County,3585,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
08,009,Colorado,Baca County,3585,race-ethnicity,Hispanic,0.10568742,0.092935719,0.11843912,3,NA,NA,NA,NA
08,009,Colorado,Baca County,3585,race-ethnicity,Other Races and Ethnicities,0.12849163,0.093826897,0.16315635,3,NA,NA,NA,NA
08,009,Colorado,Baca County,3585,race-ethnicity,"White, Non-Hispanic",0.090378463,0.082667105,0.098089822,3,NA,NA,NA,NA
08,011,Colorado,Bent County,5882,all,All,0.096543208,0.090111472,0.10297494,3,0.68364584,-0.41532615,1.7826178,3
08,011,Colorado,Bent County,5882,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
08,011,Colorado,Bent County,5882,race-ethnicity,Hispanic,0.10568742,0.092935719,0.11843912,3,1.0943103,-0.06592188,2.2545424,3
08,011,Colorado,Bent County,5882,race-ethnicity,Other Races and Ethnicities,0.12849163,0.093826897,0.16315635,3,NA,NA,NA,NA
08,011,Colorado,Bent County,5882,race-ethnicity,"White, Non-Hispanic",0.090378463,0.082667105,0.098089822,3,0.20861895,-1.209296,1.6265339,3
08,013,Colorado,Boulder County,326078,all,All,0.077825576,0.067441724,0.088209428,1,1.0892454,0.96177781,1.2167131,3
08,013,Colorado,Boulder County,326078,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,0.56932104,-0.61538339,1.7540255,3
08,013,Colorado,Boulder County,326078,race-ethnicity,Hispanic,0.083333336,0.061435789,0.10523088,1,1.1016639,0.90209121,1.3012367,3
08,013,Colorado,Boulder County,326078,race-ethnicity,Other Races and Ethnicities,0.088105723,0.051231962,0.12497949,2,NA,NA,NA,NA
08,013,Colorado,Boulder County,326078,race-ethnicity,"White, Non-Hispanic",0.07427536,0.061645772,0.08690495,1,1.0441356,0.90752685,1.1807443,3
08,014,Colorado,Broomfield County,69267,all,All,0.096543208,0.090111472,0.10297494,3,NA,NA,NA,NA
08,014,Colorado,Broomfield County,69267,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
08,014,Colorado,Broomfield County,69267,race-ethnicity,Hispanic,0.10568742,0.092935719,0.11843912,3,NA,NA,NA,NA
08,014,Colorado,Broomfield County,69267,race-ethnicity,Other Races and Ethnicities,0.12849163,0.093826897,0.16315635,3,NA,NA,NA,NA
08,014,Colorado,Broomfield County,69267,race-ethnicity,"White, Non-Hispanic",0.090378463,0.082667105,0.098089822,3,NA,NA,NA,NA
08,015,Colorado,Chaffee County,20027,all,All,0.096543208,0.090111472,0.10297494,3,1.0465271,0.32250431,1.77055,3
08,015,Colorado,Chaffee County,20027,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
08,015,Colorado,Chaffee County,20027,race-ethnicity,Hispanic,0.10568742,0.092935719,0.11843912,3,NA,NA,NA,NA
08,015,Colorado,Chaffee County,20027,race-ethnicity,Other Races and Ethnicities,0.12849163,0.093826897,0.16315635,3,NA,NA,NA,NA
08,015,Colorado,Chaffee County,20027,race-ethnicity,"White, Non-Hispanic",0.090378463,0.082667105,0.098089822,3,1.0757589,0.39627522,1.7552427,3
08,017,Colorado,Cheyenne County,1876,all,All,0.096543208,0.090111472,0.10297494,3,0.32228348,-1.373377,2.0179439,3
08,017,Colorado,Cheyenne County,1876,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
08,017,Colorado,Cheyenne County,1876,race-ethnicity,Hispanic,0.10568742,0.092935719,0.11843912,3,NA,NA,NA,NA
08,017,Colorado,Cheyenne County,1876,race-ethnicity,Other Races and Ethnicities,0.12849163,0.093826897,0.16315635,3,NA,NA,NA,NA
08,017,Colorado,Cheyenne County,1876,race-ethnicity,"White, Non-Hispanic",0.090378463,0.082667105,0.098089822,3,NA,NA,NA,NA
08,019,Colorado,Clear Creek County,9605,all,All,0.096543208,0.090111472,0.10297494,3,1.4357568,0.46246028,2.4090533,3
08,019,Colorado,Clear Creek County,9605,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
08,019,Colorado,Clear Creek County,9605,race-ethnicity,Hispanic,0.10568742,0.092935719,0.11843912,3,NA,NA,NA,NA
08,019,Colorado,Clear Creek County,9605,race-ethnicity,Other Races and Ethnicities,0.12849163,0.093826897,0.16315635,3,NA,NA,NA,NA
08,019,Colorado,Clear Creek County,9605,race-ethnicity,"White, Non-Hispanic",0.090378463,0.082667105,0.098089822,3,1.2617669,0.32531253,2.1982212,3
08,021,Colorado,Conejos County,8200,all,All,0.096543208,0.090111472,0.10297494,3,0.12942202,-0.66189176,0.92073584,3
08,021,Colorado,Conejos County,8200,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
08,021,Colorado,Conejos County,8200,race-ethnicity,Hispanic,0.10568742,0.092935719,0.11843912,3,-0.047403421,-0.87530237,0.78049552,3
08,021,Colorado,Conejos County,8200,race-ethnicity,Other Races and Ethnicities,0.12849163,0.093826897,0.16315635,3,NA,NA,NA,NA
08,021,Colorado,Conejos County,8200,race-ethnicity,"White, Non-Hispanic",0.090378463,0.082667105,0.098089822,3,0.41503826,-0.63298559,1.4630622,3
08,023,Colorado,Costilla County,3828,all,All,0.096543208,0.090111472,0.10297494,3,1.0965176,-2.1478291,4.3408642,3
08,023,Colorado,Costilla County,3828,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
