year,state,county,subgroup_type,subgroup,share_poverty_exposure,share_poverty_exposure_quality,state_name,county_name
2018,31,069,race-ethnicity,Hispanic,NA,NA,Nebraska,Garden County
2018,31,069,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Garden County
2018,31,069,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Garden County
2018,31,071,all,All,0,2,Nebraska,Garfield County
2018,31,071,race-ethnicity,Black,NA,NA,Nebraska,Garfield County
2018,31,071,race-ethnicity,Hispanic,NA,NA,Nebraska,Garfield County
2018,31,071,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Garfield County
2018,31,071,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Garfield County
2018,31,073,all,All,0,2,Nebraska,Gosper County
2018,31,073,race-ethnicity,Black,NA,NA,Nebraska,Gosper County
2018,31,073,race-ethnicity,Hispanic,NA,NA,Nebraska,Gosper County
2018,31,073,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Gosper County
2018,31,073,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Gosper County
2018,31,075,all,All,0,2,Nebraska,Grant County
2018,31,075,race-ethnicity,Black,NA,NA,Nebraska,Grant County
2018,31,075,race-ethnicity,Hispanic,NA,NA,Nebraska,Grant County
2018,31,075,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Grant County
2018,31,075,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Grant County
2018,31,077,all,All,0,1,Nebraska,Greeley County
2018,31,077,race-ethnicity,Black,NA,NA,Nebraska,Greeley County
2018,31,077,race-ethnicity,Hispanic,NA,NA,Nebraska,Greeley County
2018,31,077,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Greeley County
2018,31,077,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Greeley County
2018,31,079,all,All,0,1,Nebraska,Hall County
2018,31,079,race-ethnicity,Black,0,3,Nebraska,Hall County
2018,31,079,race-ethnicity,Hispanic,0,1,Nebraska,Hall County
2018,31,079,race-ethnicity,Other Races and Ethnicities,0,2,Nebraska,Hall County
2018,31,079,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Hall County
2018,31,081,all,All,0,1,Nebraska,Hamilton County
2018,31,081,race-ethnicity,Black,NA,NA,Nebraska,Hamilton County
2018,31,081,race-ethnicity,Hispanic,0,3,Nebraska,Hamilton County
2018,31,081,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Hamilton County
2018,31,081,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Hamilton County
2018,31,083,all,All,0,1,Nebraska,Harlan County
2018,31,083,race-ethnicity,Black,NA,NA,Nebraska,Harlan County
2018,31,083,race-ethnicity,Hispanic,NA,NA,Nebraska,Harlan County
2018,31,083,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Harlan County
2018,31,083,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Harlan County
2018,31,085,all,All,0,1,Nebraska,Hayes County
2018,31,085,race-ethnicity,Black,NA,NA,Nebraska,Hayes County
2018,31,085,race-ethnicity,Hispanic,NA,NA,Nebraska,Hayes County
2018,31,085,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Hayes County
2018,31,085,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Hayes County
2018,31,087,all,All,0,1,Nebraska,Hitchcock County
2018,31,087,race-ethnicity,Black,NA,NA,Nebraska,Hitchcock County
2018,31,087,race-ethnicity,Hispanic,NA,NA,Nebraska,Hitchcock County
2018,31,087,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Hitchcock County
2018,31,087,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Hitchcock County
2018,31,089,all,All,0,1,Nebraska,Holt County
2018,31,089,race-ethnicity,Black,NA,NA,Nebraska,Holt County
2018,31,089,race-ethnicity,Hispanic,NA,NA,Nebraska,Holt County
2018,31,089,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Holt County
2018,31,089,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Holt County
2018,31,091,all,All,0,2,Nebraska,Hooker County
2018,31,091,race-ethnicity,Black,NA,NA,Nebraska,Hooker County
2018,31,091,race-ethnicity,Hispanic,NA,NA,Nebraska,Hooker County
2018,31,091,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Hooker County
2018,31,091,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Hooker County
2018,31,093,all,All,0,2,Nebraska,Howard County
2018,31,093,race-ethnicity,Black,NA,NA,Nebraska,Howard County
2018,31,093,race-ethnicity,Hispanic,NA,NA,Nebraska,Howard County
2018,31,093,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Howard County
2018,31,093,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Howard County
2018,31,095,all,All,0,1,Nebraska,Jefferson County
2018,31,095,race-ethnicity,Black,NA,NA,Nebraska,Jefferson County
2018,31,095,race-ethnicity,Hispanic,0,2,Nebraska,Jefferson County
2018,31,095,race-ethnicity,Other Races and Ethnicities,0,2,Nebraska,Jefferson County
2018,31,095,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Jefferson County
2018,31,097,all,All,0,1,Nebraska,Johnson County
2018,31,097,race-ethnicity,Black,NA,NA,Nebraska,Johnson County
2018,31,097,race-ethnicity,Hispanic,0,3,Nebraska,Johnson County
2018,31,097,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Johnson County
2018,31,097,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Johnson County
2018,31,099,all,All,0,1,Nebraska,Kearney County
2018,31,099,race-ethnicity,Black,NA,NA,Nebraska,Kearney County
2018,31,099,race-ethnicity,Hispanic,0,3,Nebraska,Kearney County
2018,31,099,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Kearney County
2018,31,099,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Kearney County
2018,31,101,all,All,0,1,Nebraska,Keith County
2018,31,101,race-ethnicity,Black,NA,NA,Nebraska,Keith County
2018,31,101,race-ethnicity,Hispanic,0,3,Nebraska,Keith County
2018,31,101,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Keith County
2018,31,101,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Keith County
2018,31,103,all,All,0,2,Nebraska,Keya Paha County
2018,31,103,race-ethnicity,Black,NA,NA,Nebraska,Keya Paha County
2018,31,103,race-ethnicity,Hispanic,NA,NA,Nebraska,Keya Paha County
2018,31,103,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Keya Paha County
2018,31,103,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Keya Paha County
2018,31,105,all,All,0,1,Nebraska,Kimball County
2018,31,105,race-ethnicity,Black,NA,NA,Nebraska,Kimball County
2018,31,105,race-ethnicity,Hispanic,0,3,Nebraska,Kimball County
2018,31,105,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Kimball County
2018,31,105,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Kimball County
2018,31,107,all,All,0,1,Nebraska,Knox County
2018,31,107,race-ethnicity,Black,NA,NA,Nebraska,Knox County
2018,31,107,race-ethnicity,Hispanic,NA,NA,Nebraska,Knox County
2018,31,107,race-ethnicity,Other Races and Ethnicities,0,1,Nebraska,Knox County
2018,31,107,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Knox County
2018,31,109,all,All,0.1880262887656603,1,Nebraska,Lancaster County
2018,31,109,race-ethnicity,Black,0.2948345908299478,1,Nebraska,Lancaster County
2018,31,109,race-ethnicity,Hispanic,0.24724724724724725,1,Nebraska,Lancaster County
2018,31,109,race-ethnicity,Other Races and Ethnicities,0.19679277596138875,1,Nebraska,Lancaster County
2018,31,109,race-ethnicity,"White, Non-Hispanic",0.16805082475410463,1,Nebraska,Lancaster County
2018,31,111,all,All,0,1,Nebraska,Lincoln County
2018,31,111,race-ethnicity,Black,0,3,Nebraska,Lincoln County
2018,31,111,race-ethnicity,Hispanic,0,2,Nebraska,Lincoln County
2018,31,111,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Lincoln County
2018,31,111,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Lincoln County
2018,31,113,all,All,0,2,Nebraska,Logan County
2018,31,113,race-ethnicity,Black,NA,NA,Nebraska,Logan County
2018,31,113,race-ethnicity,Hispanic,NA,NA,Nebraska,Logan County
2018,31,113,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Logan County
2018,31,113,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Logan County
2018,31,115,all,All,0,2,Nebraska,Loup County
2018,31,115,race-ethnicity,Black,NA,NA,Nebraska,Loup County
2018,31,115,race-ethnicity,Hispanic,NA,NA,Nebraska,Loup County
2018,31,115,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Loup County
2018,31,115,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Loup County
2018,31,117,all,All,0,2,Nebraska,McPherson County
2018,31,117,race-ethnicity,Black,NA,NA,Nebraska,McPherson County
2018,31,117,race-ethnicity,Hispanic,NA,NA,Nebraska,McPherson County
2018,31,117,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,McPherson County
2018,31,117,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,McPherson County
2018,31,119,all,All,0,1,Nebraska,Madison County
2018,31,119,race-ethnicity,Black,0,3,Nebraska,Madison County
2018,31,119,race-ethnicity,Hispanic,0,1,Nebraska,Madison County
2018,31,119,race-ethnicity,Other Races and Ethnicities,0,2,Nebraska,Madison County
2018,31,119,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Madison County
2018,31,121,all,All,0,1,Nebraska,Merrick County
2018,31,121,race-ethnicity,Black,0,3,Nebraska,Merrick County
2018,31,121,race-ethnicity,Hispanic,NA,NA,Nebraska,Merrick County
2018,31,121,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Merrick County
2018,31,121,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Merrick County
2018,31,123,all,All,0,2,Nebraska,Morrill County
2018,31,123,race-ethnicity,Black,NA,NA,Nebraska,Morrill County
2018,31,123,race-ethnicity,Hispanic,0,2,Nebraska,Morrill County
2018,31,123,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Morrill County
2018,31,123,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Morrill County
2018,31,125,all,All,0,1,Nebraska,Nance County
2018,31,125,race-ethnicity,Black,NA,NA,Nebraska,Nance County
2018,31,125,race-ethnicity,Hispanic,NA,NA,Nebraska,Nance County
2018,31,125,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Nance County
2018,31,125,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Nance County
2018,31,127,all,All,0,1,Nebraska,Nemaha County
2018,31,127,race-ethnicity,Black,0,2,Nebraska,Nemaha County
2018,31,127,race-ethnicity,Hispanic,0,3,Nebraska,Nemaha County
2018,31,127,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Nemaha County
2018,31,127,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Nemaha County
2018,31,129,all,All,0,1,Nebraska,Nuckolls County
2018,31,129,race-ethnicity,Black,NA,NA,Nebraska,Nuckolls County
2018,31,129,race-ethnicity,Hispanic,0,3,Nebraska,Nuckolls County
2018,31,129,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Nuckolls County
2018,31,129,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Nuckolls County
2018,31,131,all,All,0,1,Nebraska,Otoe County
2018,31,131,race-ethnicity,Black,0,3,Nebraska,Otoe County
2018,31,131,race-ethnicity,Hispanic,0,2,Nebraska,Otoe County
2018,31,131,race-ethnicity,Other Races and Ethnicities,0,2,Nebraska,Otoe County
2018,31,131,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Otoe County
2018,31,133,all,All,0,1,Nebraska,Pawnee County
2018,31,133,race-ethnicity,Black,NA,NA,Nebraska,Pawnee County
2018,31,133,race-ethnicity,Hispanic,0,2,Nebraska,Pawnee County
2018,31,133,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Pawnee County
2018,31,133,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Pawnee County
2018,31,135,all,All,0,2,Nebraska,Perkins County
2018,31,135,race-ethnicity,Black,NA,NA,Nebraska,Perkins County
2018,31,135,race-ethnicity,Hispanic,NA,NA,Nebraska,Perkins County
2018,31,135,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Perkins County
2018,31,135,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Perkins County
2018,31,137,all,All,0,1,Nebraska,Phelps County
2018,31,137,race-ethnicity,Black,NA,NA,Nebraska,Phelps County
2018,31,137,race-ethnicity,Hispanic,0,3,Nebraska,Phelps County
2018,31,137,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Phelps County
2018,31,137,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Phelps County
2018,31,139,all,All,0,1,Nebraska,Pierce County
2018,31,139,race-ethnicity,Black,NA,NA,Nebraska,Pierce County
2018,31,139,race-ethnicity,Hispanic,NA,NA,Nebraska,Pierce County
2018,31,139,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Pierce County
2018,31,139,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Pierce County
2018,31,141,all,All,0,1,Nebraska,Platte County
2018,31,141,race-ethnicity,Black,NA,NA,Nebraska,Platte County
2018,31,141,race-ethnicity,Hispanic,0,2,Nebraska,Platte County
2018,31,141,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Platte County
2018,31,141,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Platte County
2018,31,143,all,All,0,1,Nebraska,Polk County
2018,31,143,race-ethnicity,Black,NA,NA,Nebraska,Polk County
2018,31,143,race-ethnicity,Hispanic,NA,NA,Nebraska,Polk County
2018,31,143,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Polk County
2018,31,143,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Polk County
2018,31,145,all,All,0,1,Nebraska,Red Willow County
2018,31,145,race-ethnicity,Black,NA,NA,Nebraska,Red Willow County
2018,31,145,race-ethnicity,Hispanic,NA,NA,Nebraska,Red Willow County
2018,31,145,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Red Willow County
2018,31,145,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Red Willow County
2018,31,147,all,All,0,1,Nebraska,Richardson County
2018,31,147,race-ethnicity,Black,NA,NA,Nebraska,Richardson County
2018,31,147,race-ethnicity,Hispanic,NA,NA,Nebraska,Richardson County
2018,31,147,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Richardson County
2018,31,147,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Richardson County
2018,31,149,all,All,0,2,Nebraska,Rock County
2018,31,149,race-ethnicity,Black,NA,NA,Nebraska,Rock County
2018,31,149,race-ethnicity,Hispanic,NA,NA,Nebraska,Rock County
2018,31,149,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Rock County
2018,31,149,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Rock County
2018,31,151,all,All,0,1,Nebraska,Saline County
2018,31,151,race-ethnicity,Black,NA,NA,Nebraska,Saline County
2018,31,151,race-ethnicity,Hispanic,0,2,Nebraska,Saline County
2018,31,151,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Saline County
2018,31,151,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Saline County
2018,31,153,all,All,0,1,Nebraska,Sarpy County
2018,31,153,race-ethnicity,Black,0,2,Nebraska,Sarpy County
2018,31,153,race-ethnicity,Hispanic,0,1,Nebraska,Sarpy County
2018,31,153,race-ethnicity,Other Races and Ethnicities,0,1,Nebraska,Sarpy County
2018,31,153,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Sarpy County
2018,31,155,all,All,0,1,Nebraska,Saunders County
2018,31,155,race-ethnicity,Black,NA,NA,Nebraska,Saunders County
2018,31,155,race-ethnicity,Hispanic,0,2,Nebraska,Saunders County
2018,31,155,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Saunders County
2018,31,155,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Saunders County
2018,31,157,all,All,0,1,Nebraska,Scotts Bluff County
2018,31,157,race-ethnicity,Black,0,3,Nebraska,Scotts Bluff County
2018,31,157,race-ethnicity,Hispanic,0,1,Nebraska,Scotts Bluff County
2018,31,157,race-ethnicity,Other Races and Ethnicities,0,2,Nebraska,Scotts Bluff County
2018,31,157,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Scotts Bluff County
2018,31,159,all,All,0,1,Nebraska,Seward County
2018,31,159,race-ethnicity,Black,NA,NA,Nebraska,Seward County
2018,31,159,race-ethnicity,Hispanic,NA,NA,Nebraska,Seward County
2018,31,159,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,Seward County
2018,31,159,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Seward County
2018,31,161,all,All,0,1,Nebraska,Sheridan County
2018,31,161,race-ethnicity,Black,NA,NA,Nebraska,Sheridan County
2018,31,161,race-ethnicity,Hispanic,0,3,Nebraska,Sheridan County
2018,31,161,race-ethnicity,Other Races and Ethnicities,0,2,Nebraska,Sheridan County
2018,31,161,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Sheridan County
2018,31,163,all,All,0,1,Nebraska,Sherman County
2018,31,163,race-ethnicity,Black,NA,NA,Nebraska,Sherman County
2018,31,163,race-ethnicity,Hispanic,NA,NA,Nebraska,Sherman County
2018,31,163,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Sherman County
2018,31,163,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Sherman County
2018,31,165,all,All,0,2,Nebraska,Sioux County
2018,31,165,race-ethnicity,Black,NA,NA,Nebraska,Sioux County
2018,31,165,race-ethnicity,Hispanic,NA,NA,Nebraska,Sioux County
2018,31,165,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Sioux County
2018,31,165,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Sioux County
2018,31,167,all,All,0,1,Nebraska,Stanton County
2018,31,167,race-ethnicity,Black,NA,NA,Nebraska,Stanton County
2018,31,167,race-ethnicity,Hispanic,0,3,Nebraska,Stanton County
2018,31,167,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Stanton County
2018,31,167,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Stanton County
2018,31,169,all,All,0,1,Nebraska,Thayer County
2018,31,169,race-ethnicity,Black,NA,NA,Nebraska,Thayer County
2018,31,169,race-ethnicity,Hispanic,NA,NA,Nebraska,Thayer County
2018,31,169,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Thayer County
2018,31,169,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Thayer County
2018,31,171,all,All,0,2,Nebraska,Thomas County
2018,31,171,race-ethnicity,Black,NA,NA,Nebraska,Thomas County
2018,31,171,race-ethnicity,Hispanic,NA,NA,Nebraska,Thomas County
2018,31,171,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Thomas County
2018,31,171,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Thomas County
2018,31,173,all,All,0,1,Nebraska,Thurston County
2018,31,173,race-ethnicity,Black,NA,NA,Nebraska,Thurston County
2018,31,173,race-ethnicity,Hispanic,0,1,Nebraska,Thurston County
2018,31,173,race-ethnicity,Other Races and Ethnicities,0,1,Nebraska,Thurston County
2018,31,173,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Thurston County
2018,31,175,all,All,0,1,Nebraska,Valley County
2018,31,175,race-ethnicity,Black,NA,NA,Nebraska,Valley County
2018,31,175,race-ethnicity,Hispanic,0,3,Nebraska,Valley County
2018,31,175,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Valley County
2018,31,175,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Valley County
2018,31,177,all,All,0,1,Nebraska,Washington County
2018,31,177,race-ethnicity,Black,0,3,Nebraska,Washington County
2018,31,177,race-ethnicity,Hispanic,0,3,Nebraska,Washington County
2018,31,177,race-ethnicity,Other Races and Ethnicities,0,2,Nebraska,Washington County
2018,31,177,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Washington County
2018,31,179,all,All,0,1,Nebraska,Wayne County
2018,31,179,race-ethnicity,Black,0,2,Nebraska,Wayne County
2018,31,179,race-ethnicity,Hispanic,0,3,Nebraska,Wayne County
2018,31,179,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Wayne County
2018,31,179,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Wayne County
2018,31,181,all,All,0,1,Nebraska,Webster County
2018,31,181,race-ethnicity,Black,NA,NA,Nebraska,Webster County
2018,31,181,race-ethnicity,Hispanic,NA,NA,Nebraska,Webster County
2018,31,181,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Webster County
2018,31,181,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,Webster County
2018,31,183,all,All,0,2,Nebraska,Wheeler County
2018,31,183,race-ethnicity,Black,NA,NA,Nebraska,Wheeler County
2018,31,183,race-ethnicity,Hispanic,NA,NA,Nebraska,Wheeler County
2018,31,183,race-ethnicity,Other Races and Ethnicities,NA,NA,Nebraska,Wheeler County
2018,31,183,race-ethnicity,"White, Non-Hispanic",0,2,Nebraska,Wheeler County
2018,31,185,all,All,0,1,Nebraska,York County
2018,31,185,race-ethnicity,Black,0,3,Nebraska,York County
2018,31,185,race-ethnicity,Hispanic,0,2,Nebraska,York County
2018,31,185,race-ethnicity,Other Races and Ethnicities,0,3,Nebraska,York County
2018,31,185,race-ethnicity,"White, Non-Hispanic",0,1,Nebraska,York County
2018,32,001,all,All,0,1,Nevada,Churchill County
2018,32,001,race-ethnicity,Black,0,3,Nevada,Churchill County
2018,32,001,race-ethnicity,Hispanic,0,2,Nevada,Churchill County
2018,32,001,race-ethnicity,Other Races and Ethnicities,0,1,Nevada,Churchill County
2018,32,001,race-ethnicity,"White, Non-Hispanic",0,1,Nevada,Churchill County
2018,32,003,all,All,0.05096116241990313,1,Nevada,Clark County
2018,32,003,race-ethnicity,Black,0.06754418699324898,1,Nevada,Clark County
2018,32,003,race-ethnicity,Hispanic,0.06925003927145255,1,Nevada,Clark County
2018,32,003,race-ethnicity,Other Races and Ethnicities,0.04860337635676691,1,Nevada,Clark County
2018,32,003,race-ethnicity,"White, Non-Hispanic",0.02274383683668629,1,Nevada,Clark County
2018,32,005,all,All,0,1,Nevada,Douglas County
2018,32,005,race-ethnicity,Black,NA,NA,Nevada,Douglas County
2018,32,005,race-ethnicity,Hispanic,0,2,Nevada,Douglas County
2018,32,005,race-ethnicity,Other Races and Ethnicities,0,2,Nevada,Douglas County
2018,32,005,race-ethnicity,"White, Non-Hispanic",0,1,Nevada,Douglas County
2018,32,007,all,All,0.19725669497060744,1,Nevada,Elko County
2018,32,007,race-ethnicity,Black,0.14035087719298245,3,Nevada,Elko County
2018,32,007,race-ethnicity,Hispanic,0.1621488417939872,2,Nevada,Elko County
2018,32,007,race-ethnicity,Other Races and Ethnicities,0.25666906993511174,1,Nevada,Elko County
2018,32,007,race-ethnicity,"White, Non-Hispanic",0.17315436241610738,1,Nevada,Elko County
2018,32,009,all,All,0,3,Nevada,Esmeralda County
2018,32,009,race-ethnicity,Black,NA,NA,Nevada,Esmeralda County
2018,32,009,race-ethnicity,Hispanic,NA,NA,Nevada,Esmeralda County
2018,32,009,race-ethnicity,Other Races and Ethnicities,NA,NA,Nevada,Esmeralda County
2018,32,009,race-ethnicity,"White, Non-Hispanic",0,3,Nevada,Esmeralda County
2018,32,011,all,All,0,2,Nevada,Eureka County
2018,32,011,race-ethnicity,Black,NA,NA,Nevada,Eureka County
2018,32,011,race-ethnicity,Hispanic,NA,NA,Nevada,Eureka County
2018,32,011,race-ethnicity,Other Races and Ethnicities,NA,NA,Nevada,Eureka County
2018,32,011,race-ethnicity,"White, Non-Hispanic",0,2,Nevada,Eureka County
2018,32,013,all,All,0,1,Nevada,Humboldt County
2018,32,013,race-ethnicity,Black,NA,NA,Nevada,Humboldt County
2018,32,013,race-ethnicity,Hispanic,0,2,Nevada,Humboldt County
2018,32,013,race-ethnicity,Other Races and Ethnicities,0,2,Nevada,Humboldt County
2018,32,013,race-ethnicity,"White, Non-Hispanic",0,1,Nevada,Humboldt County
2018,32,015,all,All,0,2,Nevada,Lander County
2018,32,015,race-ethnicity,Black,NA,NA,Nevada,Lander County
2018,32,015,race-ethnicity,Hispanic,0,3,Nevada,Lander County
2018,32,015,race-ethnicity,Other Races and Ethnicities,0,2,Nevada,Lander County
2018,32,015,race-ethnicity,"White, Non-Hispanic",0,2,Nevada,Lander County
2018,32,017,all,All,0,2,Nevada,Lincoln County
2018,32,017,race-ethnicity,Black,NA,NA,Nevada,Lincoln County
2018,32,017,race-ethnicity,Hispanic,0,3,Nevada,Lincoln County
2018,32,017,race-ethnicity,Other Races and Ethnicities,NA,NA,Nevada,Lincoln County
2018,32,017,race-ethnicity,"White, Non-Hispanic",0,2,Nevada,Lincoln County
2018,32,019,all,All,0,1,Nevada,Lyon County
2018,32,019,race-ethnicity,Black,NA,NA,Nevada,Lyon County
2018,32,019,race-ethnicity,Hispanic,0,2,Nevada,Lyon County
2018,32,019,race-ethnicity,Other Races and Ethnicities,0,1,Nevada,Lyon County
2018,32,019,race-ethnicity,"White, Non-Hispanic",0,1,Nevada,Lyon County
2018,32,021,all,All,0,1,Nevada,Mineral County
2018,32,021,race-ethnicity,Black,0,3,Nevada,Mineral County
2018,32,021,race-ethnicity,Hispanic,0,3,Nevada,Mineral County
2018,32,021,race-ethnicity,Other Races and Ethnicities,0,1,Nevada,Mineral County
2018,32,021,race-ethnicity,"White, Non-Hispanic",0,2,Nevada,Mineral County
2018,32,023,all,All,0,1,Nevada,Nye County
2018,32,023,race-ethnicity,Black,0,3,Nevada,Nye County
2018,32,023,race-ethnicity,Hispanic,0,2,Nevada,Nye County
2018,32,023,race-ethnicity,Other Races and Ethnicities,0,2,Nevada,Nye County
2018,32,023,race-ethnicity,"White, Non-Hispanic",0,1,Nevada,Nye County
2018,32,027,all,All,0,2,Nevada,Pershing County
2018,32,027,race-ethnicity,Black,NA,NA,Nevada,Pershing County
2018,32,027,race-ethnicity,Hispanic,0,3,Nevada,Pershing County
2018,32,027,race-ethnicity,Other Races and Ethnicities,0,3,Nevada,Pershing County
2018,32,027,race-ethnicity,"White, Non-Hispanic",0,2,Nevada,Pershing County
2018,32,029,all,All,0,2,Nevada,Storey County
2018,32,029,race-ethnicity,Black,NA,NA,Nevada,Storey County
2018,32,029,race-ethnicity,Hispanic,NA,NA,Nevada,Storey County
2018,32,029,race-ethnicity,Other Races and Ethnicities,0,3,Nevada,Storey County
2018,32,029,race-ethnicity,"White, Non-Hispanic",0,2,Nevada,Storey County
2018,32,031,all,All,0,1,Nevada,Washoe County
2018,32,031,race-ethnicity,Black,0,1,Nevada,Washoe County
2018,32,031,race-ethnicity,Hispanic,0,1,Nevada,Washoe County
2018,32,031,race-ethnicity,Other Races and Ethnicities,0,1,Nevada,Washoe County
2018,32,031,race-ethnicity,"White, Non-Hispanic",0,1,Nevada,Washoe County
2018,32,033,all,All,0,1,Nevada,White Pine County
2018,32,033,race-ethnicity,Black,NA,NA,Nevada,White Pine County
2018,32,033,race-ethnicity,Hispanic,0,3,Nevada,White Pine County
