year,state,county,subgroup_type,subgroup,Broad industry,Unweighted N,share_employed,share_employed_ub,share_employed_lb,employed_quality
2018,6,55,race-ethnicity,"White, Non-Hispanic",Not in universe,103,0,0,0,1
2018,6,55,race-ethnicity,"White, Non-Hispanic","Other Services, Except Public Administration",76,0.890852391,0.960959049,0.820745733,3
2018,6,55,race-ethnicity,"White, Non-Hispanic","Professional, Scientific, and Management, and Administrative,  and Waste Management Services",170,0.845,0.899403371,0.790596629,1
2018,6,55,race-ethnicity,"White, Non-Hispanic",Public Administration,85,0.966003317,1,0.927477293,3
2018,6,55,race-ethnicity,"White, Non-Hispanic",Retail Trade,163,0.872643324,0.923822291,0.821464358,1
2018,6,55,race-ethnicity,"White, Non-Hispanic","Transportation and Warehousing, and Utilities",48,0.878980892,0.971249112,0.786712671,3
2018,6,55,race-ethnicity,"White, Non-Hispanic","Unemployed, last worked 5 years ago or earlier or never worked",5,,,,3
2018,6,55,race-ethnicity,"White, Non-Hispanic",Wholesale Trade,41,0.957723577,1,0.896130295,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic","Agriculture, Forestry, Fishing, and Hunting, and Mining",2,,,,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic","Arts, Entertainment, and Recreation, and Accommodation and Food Services",49,0.842675159,0.944625053,0.740725265,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic",Construction,17,,,,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic","Educational Services, and Health Care and Social Assistance",112,0.815770349,0.88756809,0.743972607,1
2018,6,75,race-ethnicity,"Black, Non-Hispanic","Finance and Insurance, and Real Estate, and Rental and Leasing",29,,,,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic",Information,13,,,,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic",Manufacturing,13,,,,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic",Military,1,,,,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic",Not in universe,97,0,0,0,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic","Other Services, Except Public Administration",26,,,,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic","Professional, Scientific, and Management, and Administrative,  and Waste Management Services",78,0.786739046,0.877642377,0.695835715,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic",Public Administration,26,,,,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic",Retail Trade,57,0.877098321,0.962334053,0.79186259,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic","Transportation and Warehousing, and Utilities",50,0.837681159,0.939891517,0.735470802,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic","Unemployed, last worked 5 years ago or earlier or never worked",16,,,,3
2018,6,75,race-ethnicity,"Black, Non-Hispanic",Wholesale Trade,5,,,,3
2018,6,75,race-ethnicity,Hispanic,"Agriculture, Forestry, Fishing, and Hunting, and Mining",10,,,,3
2018,6,75,race-ethnicity,Hispanic,"Arts, Entertainment, and Recreation, and Accommodation and Food Services",364,0.921760187,0.949348698,0.894171677,1
2018,6,75,race-ethnicity,Hispanic,Construction,134,0.931390135,0.974192007,0.888588262,1
2018,6,75,race-ethnicity,Hispanic,"Educational Services, and Health Care and Social Assistance",401,0.88904627,0.919787201,0.858305339,1
2018,6,75,race-ethnicity,Hispanic,"Finance and Insurance, and Real Estate, and Rental and Leasing",124,0.876342436,0.934284304,0.818400568,1
2018,6,75,race-ethnicity,Hispanic,Information,93,0.929236499,0.981353856,0.877119142,3
2018,6,75,race-ethnicity,Hispanic,Manufacturing,108,0.914545455,0.967270192,0.861820717,1
2018,6,75,race-ethnicity,Hispanic,Military,1,,,,3
2018,6,75,race-ethnicity,Hispanic,Not in universe,177,0,0,0,1
2018,6,75,race-ethnicity,Hispanic,"Other Services, Except Public Administration",123,0.916871921,0.965662023,0.868081819,1
2018,6,75,race-ethnicity,Hispanic,"Professional, Scientific, and Management, and Administrative,  and Waste Management Services",432,0.905421482,0.933016828,0.877826136,1
2018,6,75,race-ethnicity,Hispanic,Public Administration,76,0.922710429,0.982750671,0.862670186,3
2018,6,75,race-ethnicity,Hispanic,Retail Trade,191,0.904546278,0.946218937,0.862873618,1
2018,6,75,race-ethnicity,Hispanic,"Transportation and Warehousing, and Utilities",95,0.876647145,0.94277452,0.81051977,3
2018,6,75,race-ethnicity,Hispanic,"Unemployed, last worked 5 years ago or earlier or never worked",11,,,,3
2018,6,75,race-ethnicity,Hispanic,Wholesale Trade,36,0.897025172,0.996307665,0.797742679,3
2018,6,75,race-ethnicity,Other Races and Ethnicities,"Agriculture, Forestry, Fishing, and Hunting, and Mining",9,,,,3
2018,6,75,race-ethnicity,Other Races and Ethnicities,"Arts, Entertainment, and Recreation, and Accommodation and Food Services",649,0.893738259,0.91744803,0.870028488,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,Construction,190,0.855263158,0.905291798,0.805234518,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,"Educational Services, and Health Care and Social Assistance",1212,0.906265348,0.922674364,0.889856332,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,"Finance and Insurance, and Real Estate, and Rental and Leasing",521,0.905537459,0.93065171,0.880423208,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,Information,317,0.899268574,0.932401031,0.866136118,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,Manufacturing,376,0.891179291,0.922656808,0.859701773,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,Military,4,,,,3
2018,6,75,race-ethnicity,Other Races and Ethnicities,Not in universe,426,0,0,0,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,"Other Services, Except Public Administration",299,0.874816769,0.912327205,0.837306334,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,"Professional, Scientific, and Management, and Administrative,  and Waste Management Services",1374,0.928090758,0.941750745,0.914430771,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,Public Administration,229,0.948743127,0.977305133,0.92018112,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,Retail Trade,594,0.877939378,0.904265258,0.851613497,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,"Transportation and Warehousing, and Utilities",289,0.949480862,0.974731841,0.924229882,1
2018,6,75,race-ethnicity,Other Races and Ethnicities,"Unemployed, last worked 5 years ago or earlier or never worked",45,0,0,0,3
2018,6,75,race-ethnicity,Other Races and Ethnicities,Wholesale Trade,127,0.890315863,0.944665691,0.835966034,1
2018,6,75,race-ethnicity,"White, Non-Hispanic","Agriculture, Forestry, Fishing, and Hunting, and Mining",10,,,,3
2018,6,75,race-ethnicity,"White, Non-Hispanic","Arts, Entertainment, and Recreation, and Accommodation and Food Services",722,0.906441896,0.927684031,0.885199761,1
2018,6,75,race-ethnicity,"White, Non-Hispanic",Construction,207,0.93714763,0.970210133,0.904085127,1
2018,6,75,race-ethnicity,"White, Non-Hispanic","Educational Services, and Health Care and Social Assistance",1522,0.918040293,0.931821264,0.904259322,1
2018,6,75,race-ethnicity,"White, Non-Hispanic","Finance and Insurance, and Real Estate, and Rental and Leasing",881,0.941590465,0.957076528,0.926104403,1
2018,6,75,race-ethnicity,"White, Non-Hispanic",Information,829,0.922018349,0.940271792,0.903764905,1
2018,6,75,race-ethnicity,"White, Non-Hispanic",Manufacturing,521,0.9181912,0.941725635,0.894656765,1
2018,6,75,race-ethnicity,"White, Non-Hispanic",Military,7,,,,3
2018,6,75,race-ethnicity,"White, Non-Hispanic",Not in universe,311,0,0,0,1
2018,6,75,race-ethnicity,"White, Non-Hispanic","Other Services, Except Public Administration",297,0.888593773,0.924377388,0.852810158,1
2018,6,75,race-ethnicity,"White, Non-Hispanic","Professional, Scientific, and Management, and Administrative,  and Waste Management Services",2877,0.933131619,0.942259458,0.924003779,1
2018,6,75,race-ethnicity,"White, Non-Hispanic",Public Administration,203,0.89193977,0.934647723,0.849231816,1
2018,6,75,race-ethnicity,"White, Non-Hispanic",Retail Trade,666,0.90141125,0.924052173,0.878770328,1
2018,6,75,race-ethnicity,"White, Non-Hispanic","Transportation and Warehousing, and Utilities",216,0.947922878,0.977553392,0.918292364,1
2018,6,75,race-ethnicity,"White, Non-Hispanic","Unemployed, last worked 5 years ago or earlier or never worked",18,,,,3
2018,6,75,race-ethnicity,"White, Non-Hispanic",Wholesale Trade,157,0.929107374,0.969253138,0.88896161,1
2018,6,81,race-ethnicity,"Black, Non-Hispanic","Agriculture, Forestry, Fishing, and Hunting, and Mining",1,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic","Arts, Entertainment, and Recreation, and Accommodation and Food Services",12,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic",Construction,6,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic","Educational Services, and Health Care and Social Assistance",46,0.902408112,0.988168258,0.816647966,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic","Finance and Insurance, and Real Estate, and Rental and Leasing",16,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic",Information,12,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic",Manufacturing,15,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic",Military,0,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic",Not in universe,21,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic","Other Services, Except Public Administration",12,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic","Professional, Scientific, and Management, and Administrative,  and Waste Management Services",41,0.842898135,0.954287149,0.731509121,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic",Public Administration,10,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic",Retail Trade,20,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic","Transportation and Warehousing, and Utilities",21,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic","Unemployed, last worked 5 years ago or earlier or never worked",2,,,,3
2018,6,81,race-ethnicity,"Black, Non-Hispanic",Wholesale Trade,4,,,,3
2018,6,81,race-ethnicity,Hispanic,"Agriculture, Forestry, Fishing, and Hunting, and Mining",29,,,,3
2018,6,81,race-ethnicity,Hispanic,"Arts, Entertainment, and Recreation, and Accommodation and Food Services",352,0.926679042,0.953910034,0.899448049,1
2018,6,81,race-ethnicity,Hispanic,Construction,289,0.927626371,0.957499717,0.897753025,1
2018,6,81,race-ethnicity,Hispanic,"Educational Services, and Health Care and Social Assistance",485,0.920642078,0.944698207,0.896585948,1
2018,6,81,race-ethnicity,Hispanic,"Finance and Insurance, and Real Estate, and Rental and Leasing",123,0.912911776,0.96274255,0.863081001,1
2018,6,81,race-ethnicity,Hispanic,Information,70,0.968119714,1,0.926963758,3
2018,6,81,race-ethnicity,Hispanic,Manufacturing,171,0.961571675,0.990383753,0.932759598,1
2018,6,81,race-ethnicity,Hispanic,Military,1,,,,3
2018,6,81,race-ethnicity,Hispanic,Not in universe,261,0,0,0,1
2018,6,81,race-ethnicity,Hispanic,"Other Services, Except Public Administration",203,0.908387329,0.94807187,0.868702788,1
2018,6,81,race-ethnicity,Hispanic,"Professional, Scientific, and Management, and Administrative,  and Waste Management Services",487,0.907601817,0.933321818,0.881881816,1
2018,6,81,race-ethnicity,Hispanic,Public Administration,88,0.964009112,1,0.925091015,3
2018,6,81,race-ethnicity,Hispanic,Retail Trade,268,0.878420352,0.91754679,0.839293914,1
2018,6,81,race-ethnicity,Hispanic,"Transportation and Warehousing, and Utilities",140,0.950143267,0.986196856,0.914089677,1
2018,6,81,race-ethnicity,Hispanic,"Unemployed, last worked 5 years ago or earlier or never worked",9,,,,3
2018,6,81,race-ethnicity,Hispanic,Wholesale Trade,64,0.930960086,0.993072976,0.868847197,3
2018,6,81,race-ethnicity,Other Races and Ethnicities,"Agriculture, Forestry, Fishing, and Hunting, and Mining",6,,,,3
2018,6,81,race-ethnicity,Other Races and Ethnicities,"Arts, Entertainment, and Recreation, and Accommodation and Food Services",316,0.870914584,0.907883686,0.833945482,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,Construction,117,0.923542117,0.971692819,0.875391414,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,"Educational Services, and Health Care and Social Assistance",1130,0.911206822,0.927791808,0.894621835,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,"Finance and Insurance, and Real Estate, and Rental and Leasing",491,0.918377984,0.942595507,0.894160461,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,Information,335,0.938503054,0.96422941,0.912776697,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,Manufacturing,502,0.93460385,0.956230741,0.91297696,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,Military,4,,,,3
2018,6,81,race-ethnicity,Other Races and Ethnicities,Not in universe,357,0,0,0,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,"Other Services, Except Public Administration",174,0.896527452,0.941783415,0.851271488,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,"Professional, Scientific, and Management, and Administrative,  and Waste Management Services",1201,0.927079425,0.941784528,0.912374321,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,Public Administration,178,0.94939759,0.98159758,0.917197601,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,Retail Trade,455,0.884019082,0.913441236,0.854596928,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,"Transportation and Warehousing, and Utilities",325,0.931921959,0.95930664,0.904537278,1
2018,6,81,race-ethnicity,Other Races and Ethnicities,"Unemployed, last worked 5 years ago or earlier or never worked",19,,,,3
2018,6,81,race-ethnicity,Other Races and Ethnicities,Wholesale Trade,134,0.935483871,0.977080293,0.893887449,1
2018,6,81,race-ethnicity,"White, Non-Hispanic","Agriculture, Forestry, Fishing, and Hunting, and Mining",22,,,,3
2018,6,81,race-ethnicity,"White, Non-Hispanic","Arts, Entertainment, and Recreation, and Accommodation and Food Services",308,0.842174847,0.882891302,0.801458392,1
2018,6,81,race-ethnicity,"White, Non-Hispanic",Construction,301,0.872989826,0.91060791,0.835371742,1
2018,6,81,race-ethnicity,"White, Non-Hispanic","Educational Services, and Health Care and Social Assistance",1243,0.89379028,0.910918825,0.876661736,1
2018,6,81,race-ethnicity,"White, Non-Hispanic","Finance and Insurance, and Real Estate, and Rental and Leasing",500,0.934444823,0.95613941,0.912750235,1
2018,6,81,race-ethnicity,"White, Non-Hispanic",Information,437,0.945797329,0.967026095,0.924568564,1
2018,6,81,race-ethnicity,"White, Non-Hispanic",Manufacturing,509,0.926561428,0.949223332,0.903899523,1
2018,6,81,race-ethnicity,"White, Non-Hispanic",Military,5,,,,3
2018,6,81,race-ethnicity,"White, Non-Hispanic",Not in universe,398,0,0,0,1
2018,6,81,race-ethnicity,"White, Non-Hispanic","Other Services, Except Public Administration",221,0.905566128,0.944121413,0.867010842,1
2018,6,81,race-ethnicity,"White, Non-Hispanic","Professional, Scientific, and Management, and Administrative,  and Waste Management Services",1495,0.892721857,0.908409192,0.877034521,1
2018,6,81,race-ethnicity,"White, Non-Hispanic",Public Administration,178,0.943385491,0.977336645,0.909434337,1
2018,6,81,race-ethnicity,"White, Non-Hispanic",Retail Trade,458,0.869821826,0.900640048,0.839003605,1
2018,6,81,race-ethnicity,"White, Non-Hispanic","Transportation and Warehousing, and Utilities",189,0.905445545,0.947161033,0.863730056,1
2018,6,81,race-ethnicity,"White, Non-Hispanic","Unemployed, last worked 5 years ago or earlier or never worked",15,,,,3
2018,6,81,race-ethnicity,"White, Non-Hispanic",Wholesale Trade,133,0.9036,0.953759925,0.853440075,1
2018,6,85,race-ethnicity,"Black, Non-Hispanic","Agriculture, Forestry, Fishing, and Hunting, and Mining",1,,,,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic","Arts, Entertainment, and Recreation, and Accommodation and Food Services",45,0.888715953,0.980601617,0.796830289,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic",Construction,24,,,,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic","Educational Services, and Health Care and Social Assistance",172,0.90948651,0.952365706,0.866607314,1
2018,6,85,race-ethnicity,"Black, Non-Hispanic","Finance and Insurance, and Real Estate, and Rental and Leasing",31,0.910125142,1,0.809444752,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic",Information,38,0.964497041,1,0.905660519,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic",Manufacturing,68,0.968360499,1,0.926756511,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic",Military,4,,,,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic",Not in universe,60,0,0,0,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic","Other Services, Except Public Administration",27,,,,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic","Professional, Scientific, and Management, and Administrative,  and Waste Management Services",117,0.813637766,0.884197615,0.743077917,1
2018,6,85,race-ethnicity,"Black, Non-Hispanic",Public Administration,24,,,,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic",Retail Trade,47,0.841040462,0.945574779,0.736506146,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic","Transportation and Warehousing, and Utilities",54,0.878561737,0.965682788,0.791440685,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic","Unemployed, last worked 5 years ago or earlier or never worked",4,,,,3
2018,6,85,race-ethnicity,"Black, Non-Hispanic",Wholesale Trade,15,,,,3
2018,6,85,race-ethnicity,Hispanic,"Agriculture, Forestry, Fishing, and Hunting, and Mining",115,0.853977845,0.91851946,0.78943623,1
2018,6,85,race-ethnicity,Hispanic,"Arts, Entertainment, and Recreation, and Accommodation and Food Services",791,0.891653663,0.913314391,0.869992935,1
2018,6,85,race-ethnicity,Hispanic,Construction,875,0.938353695,0.954290045,0.922417345,1
2018,6,85,race-ethnicity,Hispanic,"Educational Services, and Health Care and Social Assistance",1390,0.899100583,0.91493482,0.883266346,1
2018,6,85,race-ethnicity,Hispanic,"Finance and Insurance, and Real Estate, and Rental and Leasing",319,0.913125084,0.944033238,0.88221693,1
2018,6,85,race-ethnicity,Hispanic,Information,178,0.951023392,0.982728995,0.919317788,1
2018,6,85,race-ethnicity,Hispanic,Manufacturing,784,0.911742906,0.931599696,0.891886115,1
2018,6,85,race-ethnicity,Hispanic,Military,5,,,,3
2018,6,85,race-ethnicity,Hispanic,Not in universe,801,0,0,0,1
2018,6,85,race-ethnicity,Hispanic,"Other Services, Except Public Administration",409,0.868927589,0.901634676,0.836220503,1
2018,6,85,race-ethnicity,Hispanic,"Professional, Scientific, and Management, and Administrative,  and Waste Management Services",1163,0.901183737,0.918334644,0.884032829,1
2018,6,85,race-ethnicity,Hispanic,Public Administration,239,0.943696222,0.972920379,0.914472064,1
2018,6,85,race-ethnicity,Hispanic,Retail Trade,688,0.866599621,0.892006402,0.841192841,1
2018,6,85,race-ethnicity,Hispanic,"Transportation and Warehousing, and Utilities",303,0.919335388,0.949998291,0.888672485,1
2018,6,85,race-ethnicity,Hispanic,"Unemployed, last worked 5 years ago or earlier or never worked",55,0,0,0,3
2018,6,85,race-ethnicity,Hispanic,Wholesale Trade,186,0.869328873,0.917766345,0.820891401,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,"Agriculture, Forestry, Fishing, and Hunting, and Mining",21,,,,3
2018,6,85,race-ethnicity,Other Races and Ethnicities,"Arts, Entertainment, and Recreation, and Accommodation and Food Services",706,0.872655613,0.897245983,0.848065243,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,Construction,233,0.902491874,0.940582681,0.864401068,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,"Educational Services, and Health Care and Social Assistance",2848,0.887817625,0.899408341,0.876226909,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,"Finance and Insurance, and Real Estate, and Rental and Leasing",814,0.865656817,0.889084242,0.842229391,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,Information,1156,0.938828297,0.952643126,0.925013467,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,Manufacturing,3879,0.926513314,0.934724887,0.918301741,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,Military,10,,,,3
2018,6,85,race-ethnicity,Other Races and Ethnicities,Not in universe,1793,0,0,0,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,"Other Services, Except Public Administration",562,0.850309203,0.879805935,0.820812471,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,"Professional, Scientific, and Management, and Administrative,  and Waste Management Services",4142,0.915058456,0.923549,0.906567912,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,Public Administration,303,0.920080838,0.9506141,0.889547575,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,Retail Trade,1127,0.882956606,0.901725438,0.864187774,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,"Transportation and Warehousing, and Utilities",346,0.908471276,0.938855792,0.878086759,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,"Unemployed, last worked 5 years ago or earlier or never worked",122,0,0,0,1
2018,6,85,race-ethnicity,Other Races and Ethnicities,Wholesale Trade,320,0.88916378,0.923560167,0.854767394,1
2018,6,85,race-ethnicity,"White, Non-Hispanic","Agriculture, Forestry, Fishing, and Hunting, and Mining",35,0.830263158,0.954633833,0.705892483,3
2018,6,85,race-ethnicity,"White, Non-Hispanic","Arts, Entertainment, and Recreation, and Accommodation and Food Services",610,0.803478654,0.835012953,0.771944354,1
2018,6,85,race-ethnicity,"White, Non-Hispanic",Construction,522,0.931290445,0.952991056,0.909589835,1
2018,6,85,race-ethnicity,"White, Non-Hispanic","Educational Services, and Health Care and Social Assistance",2589,0.877620622,0.890244639,0.864996605,1
2018,6,85,race-ethnicity,"White, Non-Hispanic","Finance and Insurance, and Real Estate, and Rental and Leasing",646,0.897273651,0.920685903,0.873861398,1
2018,6,85,race-ethnicity,"White, Non-Hispanic",Information,909,0.932352058,0.948678494,0.916025622,1
2018,6,85,race-ethnicity,"White, Non-Hispanic",Manufacturing,1910,0.937622928,0.948468838,0.926777018,1
2018,6,85,race-ethnicity,"White, Non-Hispanic",Military,19,,,,3
2018,6,85,race-ethnicity,"White, Non-Hispanic",Not in universe,872,0,0,0,1
2018,6,85,race-ethnicity,"White, Non-Hispanic","Other Services, Except Public Administration",411,0.849332486,0.883917172,0.8147478,1
2018,6,85,race-ethnicity,"White, Non-Hispanic","Professional, Scientific, and Management, and Administrative,  and Waste Management Services",2808,0.901916681,0.912917837,0.890915526,1
2018,6,85,race-ethnicity,"White, Non-Hispanic",Public Administration,359,0.915544332,0.944309237,0.886779428,1
2018,6,85,race-ethnicity,"White, Non-Hispanic",Retail Trade,927,0.860319589,0.882635461,0.838003717,1
2018,6,85,race-ethnicity,"White, Non-Hispanic","Transportation and Warehousing, and Utilities",271,0.868597285,0.90882106,0.82837351,1
2018,6,85,race-ethnicity,"White, Non-Hispanic","Unemployed, last worked 5 years ago or earlier or never worked",50,0,0,0,3
2018,6,85,race-ethnicity,"White, Non-Hispanic",Wholesale Trade,256,0.931100683,0.962127832,0.900073534,1
2018,6,95,race-ethnicity,"Black, Non-Hispanic","Agriculture, Forestry, Fishing, and Hunting, and Mining",3,,,,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic","Arts, Entertainment, and Recreation, and Accommodation and Food Services",47,0.759474091,0.881666593,0.63728159,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic",Construction,29,,,,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic","Educational Services, and Health Care and Social Assistance",171,0.854388431,0.907255306,0.801521557,1
2018,6,95,race-ethnicity,"Black, Non-Hispanic","Finance and Insurance, and Real Estate, and Rental and Leasing",26,,,,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic",Information,15,,,,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic",Manufacturing,42,0.853677621,0.960566803,0.74678844,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic",Military,23,,,,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic",Not in universe,89,0,0,0,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic","Other Services, Except Public Administration",19,,,,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic","Professional, Scientific, and Management, and Administrative,  and Waste Management Services",73,0.687526607,0.793854184,0.58119903,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic",Public Administration,81,0.913869258,0.974968341,0.852770175,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic",Retail Trade,58,0.858787879,0.948411196,0.769164561,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic","Transportation and Warehousing, and Utilities",71,0.796777547,0.890378719,0.703176375,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic","Unemployed, last worked 5 years ago or earlier or never worked",11,,,,3
2018,6,95,race-ethnicity,"Black, Non-Hispanic",Wholesale Trade,16,,,,3
2018,6,95,race-ethnicity,Hispanic,"Agriculture, Forestry, Fishing, and Hunting, and Mining",50,0.857933579,0.954704221,0.761162938,3
2018,6,95,race-ethnicity,Hispanic,"Arts, Entertainment, and Recreation, and Accommodation and Food Services",123,0.810916767,0.880118691,0.741714844,1
2018,6,95,race-ethnicity,Hispanic,Construction,227,0.906460502,0.94434095,0.868580055,1
2018,6,95,race-ethnicity,Hispanic,"Educational Services, and Health Care and Social Assistance",297,0.898821797,0.933118954,0.864524639,1
2018,6,95,race-ethnicity,Hispanic,"Finance and Insurance, and Real Estate, and Rental and Leasing",57,0.916192026,0.988129398,0.844254654,3
2018,6,95,race-ethnicity,Hispanic,Information,24,,,,3
2018,6,95,race-ethnicity,Hispanic,Manufacturing,159,0.854426368,0.909246009,0.799606727,1
2018,6,95,race-ethnicity,Hispanic,Military,14,,,,3
2018,6,95,race-ethnicity,Hispanic,Not in universe,185,0,0,0,1
2018,6,95,race-ethnicity,Hispanic,"Other Services, Except Public Administration",81,0.865749526,0.939994593,0.791504458,3
2018,6,95,race-ethnicity,Hispanic,"Professional, Scientific, and Management, and Administrative,  and Waste Management Services",159,0.837910085,0.895194201,0.780625969,1
2018,6,95,race-ethnicity,Hispanic,Public Administration,81,0.938325991,0.990715162,0.88593682,3
2018,6,95,race-ethnicity,Hispanic,Retail Trade,149,0.787903667,0.85354329,0.722264044,1
2018,6,95,race-ethnicity,Hispanic,"Transportation and Warehousing, and Utilities",71,0.961519487,1,0.916776356,3
2018,6,95,race-ethnicity,Hispanic,"Unemployed, last worked 5 years ago or earlier or never worked",11,,,,3
2018,6,95,race-ethnicity,Hispanic,Wholesale Trade,60,0.903557312,0.978252556,0.828862068,3
2018,6,95,race-ethnicity,Other Races and Ethnicities,"Agriculture, Forestry, Fishing, and Hunting, and Mining",6,,,,3
2018,6,95,race-ethnicity,Other Races and Ethnicities,"Arts, Entertainment, and Recreation, and Accommodation and Food Services",130,0.779074144,0.8503918,0.707756487,1
2018,6,95,race-ethnicity,Other Races and Ethnicities,Construction,46,0.923354373,1,0.846475847,3
2018,6,95,race-ethnicity,Other Races and Ethnicities,"Educational Services, and Health Care and Social Assistance",491,0.907897436,0.933475612,0.882319259,1
2018,6,95,race-ethnicity,Other Races and Ethnicities,"Finance and Insurance, and Real Estate, and Rental and Leasing",104,0.85701107,0.924290736,0.789731404,1
2018,6,95,race-ethnicity,Other Races and Ethnicities,Information,42,0.934017595,1,0.85893781,3
2018,6,95,race-ethnicity,Other Races and Ethnicities,Manufacturing,171,0.925727867,0.965029684,0.88642605,1
2018,6,95,race-ethnicity,Other Races and Ethnicities,Military,26,,,,3
2018,6,95,race-ethnicity,Other Races and Ethnicities,Not in universe,152,0,0,0,1
2018,6,95,race-ethnicity,Other Races and Ethnicities,"Other Services, Except Public Administration",77,0.862745098,0.939607843,0.785882353,3
2018,6,95,race-ethnicity,Other Races and Ethnicities,"Professional, Scientific, and Management, and Administrative,  and Waste Management Services",166,0.878466077,0.928172588,0.828759565,1
2018,6,95,race-ethnicity,Other Races and Ethnicities,Public Administration,114,0.958006461,0.994826064,0.921186857,1
