year,state,county,subgroup_type,subgroup,share_employed,share_employed_ub,share_employed_lb,employed_quality
2018,12,031,race-ethnicity,Other Races and Ethnicities,0.7879346596,0.8108351779,0.7650341412,1
2018,12,031,race-ethnicity,"White, Non-Hispanic",0.8046741726,0.8127192161,0.7966291292,1
2018,12,033,race-ethnicity,"Black, Non-Hispanic",0.7170539453,0.7473530616,0.686754829,1
2018,12,033,race-ethnicity,Hispanic,0.7476058078,0.8027936743,0.6924179414,1
2018,12,033,race-ethnicity,Other Races and Ethnicities,0.7466796637,0.7929772566,0.7003820708,1
2018,12,033,race-ethnicity,"White, Non-Hispanic",0.8140975882,0.8266143314,0.8015808451,1
2018,12,035,race-ethnicity,"Black, Non-Hispanic",0.7206521739,0.809036239,0.6322681088,3
2018,12,035,race-ethnicity,Hispanic,0.724049332,0.8014867546,0.6466119093,1
2018,12,035,race-ethnicity,Other Races and Ethnicities,0.7804034582,0.8795302409,0.6812766755,3
2018,12,035,race-ethnicity,"White, Non-Hispanic",0.7242817072,0.7497686457,0.6987947687,1
2018,12,037,race-ethnicity,"Black, Non-Hispanic",0.6964941372,0.7281574124,0.6648308619,2
2018,12,037,race-ethnicity,Hispanic,0.7244174265,0.7947587512,0.6540761019,2
2018,12,037,race-ethnicity,Other Races and Ethnicities,0.7121879589,0.8231100063,0.6012659114,3
2018,12,037,race-ethnicity,"White, Non-Hispanic",0.7527772695,0.7708165201,0.734738019,2
2018,12,039,race-ethnicity,"Black, Non-Hispanic",0.6964941372,0.7281574124,0.6648308619,2
2018,12,039,race-ethnicity,Hispanic,0.7244174265,0.7947587512,0.6540761019,2
2018,12,039,race-ethnicity,Other Races and Ethnicities,0.7121879589,0.8231100063,0.6012659114,3
2018,12,039,race-ethnicity,"White, Non-Hispanic",0.7527772695,0.7708165201,0.734738019,2
2018,12,041,race-ethnicity,"Black, Non-Hispanic",0.6583322593,0.7088194004,0.6078451183,2
2018,12,041,race-ethnicity,Hispanic,0.6535667107,0.7217676001,0.5853658213,2
2018,12,041,race-ethnicity,Other Races and Ethnicities,0.6065217391,0.7085917809,0.5044516973,3
2018,12,041,race-ethnicity,"White, Non-Hispanic",0.7218957507,0.739438861,0.7043526404,2
2018,12,043,race-ethnicity,"Black, Non-Hispanic",0.6344566713,0.7323346545,0.536578688,3
2018,12,043,race-ethnicity,Hispanic,0.7149268858,0.7586260457,0.6712277259,2
2018,12,043,race-ethnicity,Other Races and Ethnicities,0.5727459016,0.6651909901,0.4803008131,2
2018,12,043,race-ethnicity,"White, Non-Hispanic",0.7105730523,0.741765676,0.6793804287,2
2018,12,045,race-ethnicity,"Black, Non-Hispanic",0.6964941372,0.7281574124,0.6648308619,2
2018,12,045,race-ethnicity,Hispanic,0.7244174265,0.7947587512,0.6540761019,2
2018,12,045,race-ethnicity,Other Races and Ethnicities,0.7121879589,0.8231100063,0.6012659114,3
2018,12,045,race-ethnicity,"White, Non-Hispanic",0.7527772695,0.7708165201,0.734738019,2
2018,12,047,race-ethnicity,"Black, Non-Hispanic",0.639477242,0.7006081417,0.5783463423,2
2018,12,047,race-ethnicity,Hispanic,0.7723140496,0.8566396327,0.6879884665,3
2018,12,047,race-ethnicity,Other Races and Ethnicities,0.85,0.9700249974,0.7299750026,3
2018,12,047,race-ethnicity,"White, Non-Hispanic",0.6846040163,0.7136527439,0.6555552888,2
2018,12,049,race-ethnicity,"Black, Non-Hispanic",0.6738171612,0.7424972968,0.6051370256,2
2018,12,049,race-ethnicity,Hispanic,0.7105149553,0.7477798258,0.6732500848,2
2018,12,049,race-ethnicity,Other Races and Ethnicities,0.7573643411,0.8812459667,0.6334827154,3
2018,12,049,race-ethnicity,"White, Non-Hispanic",0.712673828,0.7382559659,0.68709169,2
2018,12,051,race-ethnicity,"Black, Non-Hispanic",0.6344566713,0.7323346545,0.536578688,3
2018,12,051,race-ethnicity,Hispanic,0.7149268858,0.7586260457,0.6712277259,2
2018,12,051,race-ethnicity,Other Races and Ethnicities,0.5727459016,0.6651909901,0.4803008131,2
2018,12,051,race-ethnicity,"White, Non-Hispanic",0.7105730523,0.741765676,0.6793804287,2
2018,12,053,race-ethnicity,"Black, Non-Hispanic",0.6968133536,0.779052523,0.6145741842,1
2018,12,053,race-ethnicity,Hispanic,0.7281208352,0.7768704036,0.6793712668,1
2018,12,053,race-ethnicity,Other Races and Ethnicities,0.6949788832,0.7870813395,0.6028764268,3
2018,12,053,race-ethnicity,"White, Non-Hispanic",0.7176161734,0.7358909027,0.6993414441,1
2018,12,055,race-ethnicity,"Black, Non-Hispanic",0.6700506637,0.7259297209,0.6141716066,2
2018,12,055,race-ethnicity,Hispanic,0.7111058105,0.7394981542,0.6827134669,2
2018,12,055,race-ethnicity,Other Races and Ethnicities,0.735072641,0.8043230443,0.6658222378,2
2018,12,055,race-ethnicity,"White, Non-Hispanic",0.7124360121,0.7322041845,0.6926678398,2
2018,12,057,race-ethnicity,"Black, Non-Hispanic",0.7667506803,0.780438614,0.7530627465,1
2018,12,057,race-ethnicity,Hispanic,0.7929401171,0.8024989597,0.7833812744,1
2018,12,057,race-ethnicity,Other Races and Ethnicities,0.7641491117,0.782464201,0.7458340225,1
2018,12,057,race-ethnicity,"White, Non-Hispanic",0.808702245,0.8149021715,0.8025023185,1
2018,12,059,race-ethnicity,"Black, Non-Hispanic",0.7449068263,0.7864979105,0.7033157421,2
2018,12,059,race-ethnicity,Hispanic,0.795562599,0.8414290568,0.7496961413,2
2018,12,059,race-ethnicity,Other Races and Ethnicities,0.7480916031,0.8026738797,0.6935093264,2
2018,12,059,race-ethnicity,"White, Non-Hispanic",0.7495798896,0.7620435919,0.7371161873,2
2018,12,061,race-ethnicity,"Black, Non-Hispanic",0.7272340426,0.8163289003,0.6381391848,3
2018,12,061,race-ethnicity,Hispanic,0.7360794311,0.798752106,0.6734067562,1
2018,12,061,race-ethnicity,Other Races and Ethnicities,0.5763842562,0.703554111,0.4492144013,3
2018,12,061,race-ethnicity,"White, Non-Hispanic",0.7315110982,0.7570808667,0.7059413297,1
2018,12,063,race-ethnicity,"Black, Non-Hispanic",0.6964941372,0.7281574124,0.6648308619,2
2018,12,063,race-ethnicity,Hispanic,0.7244174265,0.7947587512,0.6540761019,2
2018,12,063,race-ethnicity,Other Races and Ethnicities,0.7121879589,0.8231100063,0.6012659114,3
2018,12,063,race-ethnicity,"White, Non-Hispanic",0.7527772695,0.7708165201,0.734738019,2
2018,12,065,race-ethnicity,"Black, Non-Hispanic",0.6964941372,0.7281574124,0.6648308619,2
2018,12,065,race-ethnicity,Hispanic,0.7244174265,0.7947587512,0.6540761019,2
2018,12,065,race-ethnicity,Other Races and Ethnicities,0.7121879589,0.8231100063,0.6012659114,3
2018,12,065,race-ethnicity,"White, Non-Hispanic",0.7527772695,0.7708165201,0.734738019,2
2018,12,067,race-ethnicity,"Black, Non-Hispanic",0.639477242,0.7006081417,0.5783463423,2
2018,12,067,race-ethnicity,Hispanic,0.7723140496,0.8566396327,0.6879884665,3
2018,12,067,race-ethnicity,Other Races and Ethnicities,0.85,0.9700249974,0.7299750026,3
2018,12,067,race-ethnicity,"White, Non-Hispanic",0.6846040163,0.7136527439,0.6555552888,2
2018,12,069,race-ethnicity,"Black, Non-Hispanic",0.7618720412,0.8034067913,0.7203372911,1
2018,12,069,race-ethnicity,Hispanic,0.7636627124,0.796758379,0.7305670458,1
2018,12,069,race-ethnicity,Other Races and Ethnicities,0.7794860112,0.8343966188,0.7245754035,1
2018,12,069,race-ethnicity,"White, Non-Hispanic",0.7635067758,0.7770820016,0.7499315499,1
2018,12,071,race-ethnicity,"Black, Non-Hispanic",0.7860566055,0.8141942244,0.7579189865,1
2018,12,071,race-ethnicity,Hispanic,0.7670680871,0.7840149211,0.7501212531,1
2018,12,071,race-ethnicity,Other Races and Ethnicities,0.7523336878,0.796678631,0.7079887446,1
2018,12,071,race-ethnicity,"White, Non-Hispanic",0.7841270965,0.7939248333,0.7743293596,1
2018,12,073,race-ethnicity,"Black, Non-Hispanic",0.7672692485,0.7903204588,0.7442180383,1
2018,12,073,race-ethnicity,Hispanic,0.8362352941,0.8762235557,0.7962470326,1
2018,12,073,race-ethnicity,Other Races and Ethnicities,0.7554277498,0.7994044963,0.7114510033,1
2018,12,073,race-ethnicity,"White, Non-Hispanic",0.8345373665,0.8476270292,0.8214477039,1
2018,12,075,race-ethnicity,"Black, Non-Hispanic",0.6583322593,0.7088194004,0.6078451183,2
2018,12,075,race-ethnicity,Hispanic,0.6535667107,0.7217676001,0.5853658213,2
2018,12,075,race-ethnicity,Other Races and Ethnicities,0.6065217391,0.7085917809,0.5044516973,3
2018,12,075,race-ethnicity,"White, Non-Hispanic",0.7218957507,0.739438861,0.7043526404,2
2018,12,077,race-ethnicity,"Black, Non-Hispanic",0.6964941372,0.7281574124,0.6648308619,2
2018,12,077,race-ethnicity,Hispanic,0.7244174265,0.7947587512,0.6540761019,2
2018,12,077,race-ethnicity,Other Races and Ethnicities,0.7121879589,0.8231100063,0.6012659114,3
2018,12,077,race-ethnicity,"White, Non-Hispanic",0.7527772695,0.7708165201,0.734738019,2
2018,12,079,race-ethnicity,"Black, Non-Hispanic",0.639477242,0.7006081417,0.5783463423,2
2018,12,079,race-ethnicity,Hispanic,0.7723140496,0.8566396327,0.6879884665,3
2018,12,079,race-ethnicity,Other Races and Ethnicities,0.85,0.9700249974,0.7299750026,3
2018,12,079,race-ethnicity,"White, Non-Hispanic",0.6846040163,0.7136527439,0.6555552888,2
2018,12,081,race-ethnicity,"Black, Non-Hispanic",0.6703031312,0.7162584815,0.624347781,1
2018,12,081,race-ethnicity,Hispanic,0.7717886613,0.7999860634,0.7435912592,1
2018,12,081,race-ethnicity,Other Races and Ethnicities,0.7462628616,0.7992589874,0.6932667357,1
2018,12,081,race-ethnicity,"White, Non-Hispanic",0.7927890338,0.8054642541,0.7801138135,1
2018,12,083,race-ethnicity,"Black, Non-Hispanic",0.6756107604,0.720490407,0.6307311137,1
2018,12,083,race-ethnicity,Hispanic,0.730734306,0.7709659604,0.6905026515,1
2018,12,083,race-ethnicity,Other Races and Ethnicities,0.7703111495,0.8392542962,0.7013680028,1
2018,12,083,race-ethnicity,"White, Non-Hispanic",0.7315282758,0.7477617035,0.715294848,1
2018,12,085,race-ethnicity,"Black, Non-Hispanic",0.6750386399,0.7740276597,0.57604962,3
2018,12,085,race-ethnicity,Hispanic,0.7273471297,0.7779941323,0.676700127,1
2018,12,085,race-ethnicity,Other Races and Ethnicities,0.7332887701,0.8399833288,0.6265942113,3
2018,12,085,race-ethnicity,"White, Non-Hispanic",0.7882000461,0.8084110276,0.7679890646,1
2018,12,086,race-ethnicity,"Black, Non-Hispanic",0.6926956325,0.7044546491,0.6809366159,1
2018,12,086,race-ethnicity,Hispanic,0.7954619653,0.7998489373,0.7910749932,1
2018,12,086,race-ethnicity,Other Races and Ethnicities,0.7597902482,0.7819561936,0.7376243027,1
2018,12,086,race-ethnicity,"White, Non-Hispanic",0.793560205,0.8021729659,0.7849474441,1
2018,12,087,race-ethnicity,"Black, Non-Hispanic",0.8105032823,0.8840767214,0.7369298431,2
2018,12,087,race-ethnicity,Hispanic,0.8426423201,0.8734986867,0.8117859535,2
2018,12,087,race-ethnicity,Other Races and Ethnicities,0.7850098619,0.8872701595,0.6827495643,3
2018,12,087,race-ethnicity,"White, Non-Hispanic",0.8407270635,0.8613033235,0.8201508034,2
2018,12,089,race-ethnicity,"Black, Non-Hispanic",0.6595959596,0.7615380117,0.5576539075,3
2018,12,089,race-ethnicity,Hispanic,0.7817357513,0.8813921968,0.6820793058,3
2018,12,089,race-ethnicity,Other Races and Ethnicities,0.7378640777,0.88153083,0.5941973253,3
2018,12,089,race-ethnicity,"White, Non-Hispanic",0.7651314418,0.786817145,0.7434457387,2
2018,12,091,race-ethnicity,"Black, Non-Hispanic",0.7696116758,0.8182440961,0.7209792554,1
2018,12,091,race-ethnicity,Hispanic,0.7734334542,0.8180614198,0.7288054886,1
2018,12,091,race-ethnicity,Other Races and Ethnicities,0.7480944413,0.8014815379,0.6947073448,1
2018,12,091,race-ethnicity,"White, Non-Hispanic",0.7849277178,0.7994762354,0.7703792001,1
2018,12,093,race-ethnicity,"Black, Non-Hispanic",0.6344566713,0.7323346545,0.536578688,3
2018,12,093,race-ethnicity,Hispanic,0.7149268858,0.7586260457,0.6712277259,2
2018,12,093,race-ethnicity,Other Races and Ethnicities,0.5727459016,0.6651909901,0.4803008131,2
2018,12,093,race-ethnicity,"White, Non-Hispanic",0.7105730523,0.741765676,0.6793804287,2
2018,12,095,race-ethnicity,"Black, Non-Hispanic",0.7798346659,0.7937566405,0.7659126914,1
2018,12,095,race-ethnicity,Hispanic,0.7753172107,0.7859153699,0.7647190515,1
2018,12,095,race-ethnicity,Other Races and Ethnicities,0.7932269755,0.8118386479,0.7746153031,1
2018,12,095,race-ethnicity,"White, Non-Hispanic",0.827138638,0.8343709785,0.8199062976,1
2018,12,097,race-ethnicity,"Black, Non-Hispanic",0.7624398074,0.811338719,0.7135408958,1
2018,12,097,race-ethnicity,Hispanic,0.7702540687,0.7891796349,0.7513285024,1
2018,12,097,race-ethnicity,Other Races and Ethnicities,0.6989668128,0.7571225529,0.6408110727,1
2018,12,097,race-ethnicity,"White, Non-Hispanic",0.7832764119,0.8021692591,0.7643835647,1
2018,12,099,race-ethnicity,"Black, Non-Hispanic",0.7794623483,0.7925252462,0.7663994504,1
2018,12,099,race-ethnicity,Hispanic,0.7943119028,0.8049166465,0.7837071592,1
2018,12,099,race-ethnicity,Other Races and Ethnicities,0.7911575047,0.8123222019,0.7699928075,1
2018,12,099,race-ethnicity,"White, Non-Hispanic",0.8105988574,0.8172538437,0.8039438712,1
2018,12,101,race-ethnicity,"Black, Non-Hispanic",0.8028683915,0.8411449018,0.7645918811,1
2018,12,101,race-ethnicity,Hispanic,0.7620299426,0.7842339911,0.7398258942,1
2018,12,101,race-ethnicity,Other Races and Ethnicities,0.7483906165,0.785474976,0.7113062569,1
2018,12,101,race-ethnicity,"White, Non-Hispanic",0.7407946901,0.7506124202,0.7309769599,1
2018,12,103,race-ethnicity,"Black, Non-Hispanic",0.7489296877,0.7722171499,0.7256422255,1
2018,12,103,race-ethnicity,Hispanic,0.7959061121,0.8156735113,0.7761387129,1
2018,12,103,race-ethnicity,Other Races and Ethnicities,0.7558424308,0.7804898456,0.731195016,1
2018,12,103,race-ethnicity,"White, Non-Hispanic",0.8009151934,0.807691206,0.7941391808,1
2018,12,105,race-ethnicity,"Black, Non-Hispanic",0.7274017467,0.7515618908,0.7032416027,1
2018,12,105,race-ethnicity,Hispanic,0.7280599388,0.7464581118,0.7096617658,1
2018,12,105,race-ethnicity,Other Races and Ethnicities,0.8027741656,0.8431014395,0.7624468917,1
2018,12,105,race-ethnicity,"White, Non-Hispanic",0.7562500918,0.7660114032,0.7464887803,1
2018,12,107,race-ethnicity,"Black, Non-Hispanic",0.6402296407,0.7092028092,0.5712564721,2
2018,12,107,race-ethnicity,Hispanic,0.6509433962,0.734507663,0.5673791294,2
2018,12,107,race-ethnicity,Other Races and Ethnicities,0.7436918991,0.8712557162,0.6161280819,3
2018,12,107,race-ethnicity,"White, Non-Hispanic",0.7026737527,0.7285032973,0.6768442082,2
2018,12,109,race-ethnicity,"Black, Non-Hispanic",0.7099008816,0.7633435641,0.656458199,1
2018,12,109,race-ethnicity,Hispanic,0.7213102672,0.7725614565,0.6700590779,1
2018,12,109,race-ethnicity,Other Races and Ethnicities,0.7584350799,0.8163276145,0.7005425454,1
2018,12,109,race-ethnicity,"White, Non-Hispanic",0.7851922604,0.7985341808,0.7718503399,1
2018,12,111,race-ethnicity,"Black, Non-Hispanic",0.7349737981,0.7725133553,0.6974342409,1
2018,12,111,race-ethnicity,Hispanic,0.7557771311,0.791946961,0.7196073013,1
2018,12,111,race-ethnicity,Other Races and Ethnicities,0.8026216284,0.8710426581,0.7342005988,1
2018,12,111,race-ethnicity,"White, Non-Hispanic",0.7452920017,0.7654313656,0.7251526378,1
2018,12,113,race-ethnicity,"Black, Non-Hispanic",0.785440613,0.8684300047,0.7024512213,3
2018,12,113,race-ethnicity,Hispanic,0.7735482078,0.8466288529,0.7004675628,1
2018,12,113,race-ethnicity,Other Races and Ethnicities,0.734114202,0.8050543876,0.6631740165,1
2018,12,113,race-ethnicity,"White, Non-Hispanic",0.7356854619,0.7544878466,0.7168830771,1
2018,12,115,race-ethnicity,"Black, Non-Hispanic",0.7069649373,0.768525865,0.6454040097,1
2018,12,115,race-ethnicity,Hispanic,0.8224317423,0.8545158835,0.7903476011,1
2018,12,115,race-ethnicity,Other Races and Ethnicities,0.7430735499,0.8000403941,0.6861067058,1
2018,12,115,race-ethnicity,"White, Non-Hispanic",0.8045092079,0.8162607728,0.7927576429,1
2018,12,117,race-ethnicity,"Black, Non-Hispanic",0.7825044655,0.8129790875,0.7520298436,1
2018,12,117,race-ethnicity,Hispanic,0.7904560457,0.8112897031,0.7696223884,1
2018,12,117,race-ethnicity,Other Races and Ethnicities,0.7733343171,0.8063437727,0.7403248615,1
2018,12,117,race-ethnicity,"White, Non-Hispanic",0.8084275654,0.8189504478,0.797904683,1
2018,12,119,race-ethnicity,"Black, Non-Hispanic",0.7724415331,0.8198848181,0.7249982481,2
2018,12,119,race-ethnicity,Hispanic,0.7281231285,0.767844213,0.688402044,2
2018,12,119,race-ethnicity,Other Races and Ethnicities,0.7893259013,0.8509903964,0.7276614062,2
2018,12,119,race-ethnicity,"White, Non-Hispanic",0.7456635924,0.7626164465,0.7287107382,2
2018,12,121,race-ethnicity,"Black, Non-Hispanic",0.639477242,0.7006081417,0.5783463423,2
2018,12,121,race-ethnicity,Hispanic,0.7723140496,0.8566396327,0.6879884665,3
2018,12,121,race-ethnicity,Other Races and Ethnicities,0.85,0.9700249974,0.7299750026,3
2018,12,121,race-ethnicity,"White, Non-Hispanic",0.6846040163,0.7136527439,0.6555552888,2
2018,12,123,race-ethnicity,"Black, Non-Hispanic",0.639477242,0.7006081417,0.5783463423,2
2018,12,123,race-ethnicity,Hispanic,0.7723140496,0.8566396327,0.6879884665,3
2018,12,123,race-ethnicity,Other Races and Ethnicities,0.85,0.9700249974,0.7299750026,3
2018,12,123,race-ethnicity,"White, Non-Hispanic",0.6846040163,0.7136527439,0.6555552888,2
2018,12,125,race-ethnicity,"Black, Non-Hispanic",0.6583322593,0.7088194004,0.6078451183,2
2018,12,125,race-ethnicity,Hispanic,0.6535667107,0.7217676001,0.5853658213,2
2018,12,125,race-ethnicity,Other Races and Ethnicities,0.6065217391,0.7085917809,0.5044516973,3
2018,12,125,race-ethnicity,"White, Non-Hispanic",0.7218957507,0.739438861,0.7043526404,2
2018,12,127,race-ethnicity,"Black, Non-Hispanic",0.7733261531,0.8019309066,0.7447213995,1
2018,12,127,race-ethnicity,Hispanic,0.7186169472,0.7455107135,0.6917231809,1
2018,12,127,race-ethnicity,Other Races and Ethnicities,0.7288131519,0.776420729,0.6812055747,1
2018,12,127,race-ethnicity,"White, Non-Hispanic",0.7499784259,0.7600652064,0.7398916454,1
2018,12,129,race-ethnicity,"Black, Non-Hispanic",0.6964941372,0.7281574124,0.6648308619,2
2018,12,129,race-ethnicity,Hispanic,0.7244174265,0.7947587512,0.6540761019,2
2018,12,129,race-ethnicity,Other Races and Ethnicities,0.7121879589,0.8231100063,0.6012659114,3
2018,12,129,race-ethnicity,"White, Non-Hispanic",0.7527772695,0.7708165201,0.734738019,2
2018,12,131,race-ethnicity,"Black, Non-Hispanic",0.7449068263,0.7864979105,0.7033157421,2
2018,12,131,race-ethnicity,Hispanic,0.795562599,0.8414290568,0.7496961413,2
2018,12,131,race-ethnicity,Other Races and Ethnicities,0.7480916031,0.8026738797,0.6935093264,2
2018,12,131,race-ethnicity,"White, Non-Hispanic",0.7495798896,0.7620435919,0.7371161873,2
2018,12,133,race-ethnicity,"Black, Non-Hispanic",0.7449068263,0.7864979105,0.7033157421,2
2018,12,133,race-ethnicity,Hispanic,0.795562599,0.8414290568,0.7496961413,2
2018,12,133,race-ethnicity,Other Races and Ethnicities,0.7480916031,0.8026738797,0.6935093264,2
2018,12,133,race-ethnicity,"White, Non-Hispanic",0.7495798896,0.7620435919,0.7371161873,2
2018,13,001,race-ethnicity,"Black, Non-Hispanic",0.6902640264,0.731163599,0.6493644538,2
2018,13,001,race-ethnicity,Hispanic,0.7089292617,0.7749257918,0.6429327316,2
2018,13,001,race-ethnicity,Other Races and Ethnicities,0.6159486709,0.7456743907,0.4862229512,3
2018,13,001,race-ethnicity,"White, Non-Hispanic",0.7123004642,0.7316164126,0.6929845157,2
2018,13,003,race-ethnicity,"Black, Non-Hispanic",0.646791794,0.691657083,0.601926505,2
2018,13,003,race-ethnicity,Hispanic,0.711967149,0.7711390881,0.6527952099,2
2018,13,003,race-ethnicity,Other Races and Ethnicities,0.6473922902,0.7901999516,0.5045846289,3
2018,13,003,race-ethnicity,"White, Non-Hispanic",0.7073367436,0.7268199875,0.6878534997,2
2018,13,005,race-ethnicity,"Black, Non-Hispanic",0.646791794,0.691657083,0.601926505,2
2018,13,005,race-ethnicity,Hispanic,0.711967149,0.7711390881,0.6527952099,2
2018,13,005,race-ethnicity,Other Races and Ethnicities,0.6473922902,0.7901999516,0.5045846289,3
2018,13,005,race-ethnicity,"White, Non-Hispanic",0.7073367436,0.7268199875,0.6878534997,2
2018,13,007,race-ethnicity,"Black, Non-Hispanic",0.626141788,0.6585162257,0.5937673502,2
2018,13,007,race-ethnicity,Hispanic,0.6815453863,0.768607838,0.5944829347,2
2018,13,007,race-ethnicity,Other Races and Ethnicities,0.636884307,0.765150432,0.508618182,3
2018,13,007,race-ethnicity,"White, Non-Hispanic",0.7578657978,0.7800223956,0.7357091999,2
2018,13,009,race-ethnicity,"Black, Non-Hispanic",0.7190879173,0.7494461322,0.6887297023,2
2018,13,009,race-ethnicity,Hispanic,0.7948829141,0.875657168,0.7141086603,3
2018,13,009,race-ethnicity,Other Races and Ethnicities,0.7614942529,0.8627884005,0.6602001053,3
2018,13,009,race-ethnicity,"White, Non-Hispanic",0.7378147685,0.7573665226,0.7182630145,2
2018,13,011,race-ethnicity,"Black, Non-Hispanic",0.7315879618,0.8044743063,0.6587016173,2
2018,13,011,race-ethnicity,Hispanic,0.741296061,0.8049195885,0.6776725335,2
2018,13,011,race-ethnicity,Other Races and Ethnicities,0.6777108434,0.8047388444,0.5506828424,3
2018,13,011,race-ethnicity,"White, Non-Hispanic",0.7436415124,0.7617312261,0.7255517987,2
2018,13,013,race-ethnicity,"Black, Non-Hispanic",0.7084319796,0.7635704661,0.6532934931,2
2018,13,013,race-ethnicity,Hispanic,0.71905523,0.7731711112,0.6649393487,2
2018,13,013,race-ethnicity,Other Races and Ethnicities,0.7588085725,0.830709363,0.6869077819,2
2018,13,013,race-ethnicity,"White, Non-Hispanic",0.7746615514,0.7900550205,0.7592680823,2
2018,13,015,race-ethnicity,"Black, Non-Hispanic",0.7821411875,0.8522964728,0.7119859022,1
2018,13,015,race-ethnicity,Hispanic,0.7277620397,0.8084172041,0.6471068752,1
2018,13,015,race-ethnicity,Other Races and Ethnicities,0.8713389121,0.9822664091,0.7604114152,3
2018,13,015,race-ethnicity,"White, Non-Hispanic",0.7650589562,0.7871494157,0.7429684966,1
2018,13,017,race-ethnicity,"Black, Non-Hispanic",0.6553172673,0.6953294274,0.6153051072,2
2018,13,017,race-ethnicity,Hispanic,0.7704233751,0.8375038543,0.7033428958,2
2018,13,017,race-ethnicity,Other Races and Ethnicities,0.8967935872,0.9802905295,0.8132966448,3
2018,13,017,race-ethnicity,"White, Non-Hispanic",0.734207431,0.7550302431,0.7133846189,2
2018,13,019,race-ethnicity,"Black, Non-Hispanic",0.6553172673,0.6953294274,0.6153051072,2
2018,13,019,race-ethnicity,Hispanic,0.7704233751,0.8375038543,0.7033428958,2
2018,13,019,race-ethnicity,Other Races and Ethnicities,0.8967935872,0.9802905295,0.8132966448,3
2018,13,019,race-ethnicity,"White, Non-Hispanic",0.734207431,0.7550302431,0.7133846189,2
2018,13,021,race-ethnicity,"Black, Non-Hispanic",0.6727958198,0.6988796624,0.6467119772,1
2018,13,021,race-ethnicity,Hispanic,0.7222222222,0.8216237234,0.622820721,3
2018,13,021,race-ethnicity,Other Races and Ethnicities,0.7401536984,0.8186202695,0.6616871272,1
2018,13,021,race-ethnicity,"White, Non-Hispanic",0.7580253826,0.7819992234,0.7340515418,1
2018,13,023,race-ethnicity,"Black, Non-Hispanic",0.6071848014,0.6404906601,0.5738789427,2
2018,13,023,race-ethnicity,Hispanic,0.676056338,0.7722090556,0.5799036205,3
2018,13,023,race-ethnicity,Other Races and Ethnicities,0.6490486258,0.7813404972,0.5167567543,3
2018,13,023,race-ethnicity,"White, Non-Hispanic",0.7120403795,0.7312660925,0.6928146665,2
2018,13,025,race-ethnicity,"Black, Non-Hispanic",0.646791794,0.691657083,0.601926505,2
2018,13,025,race-ethnicity,Hispanic,0.711967149,0.7711390881,0.6527952099,2
2018,13,025,race-ethnicity,Other Races and Ethnicities,0.6473922902,0.7901999516,0.5045846289,3
2018,13,025,race-ethnicity,"White, Non-Hispanic",0.7073367436,0.7268199875,0.6878534997,2
2018,13,027,race-ethnicity,"Black, Non-Hispanic",0.6553172673,0.6953294274,0.6153051072,2
2018,13,027,race-ethnicity,Hispanic,0.7704233751,0.8375038543,0.7033428958,2
2018,13,027,race-ethnicity,Other Races and Ethnicities,0.8967935872,0.9802905295,0.8132966448,3
2018,13,027,race-ethnicity,"White, Non-Hispanic",0.734207431,0.7550302431,0.7133846189,2
2018,13,029,race-ethnicity,"Black, Non-Hispanic",0.75339254,0.7853927954,0.7213922845,2
2018,13,029,race-ethnicity,Hispanic,0.7171210906,0.779080117,0.6551620643,2
2018,13,029,race-ethnicity,Other Races and Ethnicities,0.6725925926,0.7403984872,0.604786698,2
2018,13,029,race-ethnicity,"White, Non-Hispanic",0.7241894282,0.7480744957,0.7003043606,2
2018,13,031,race-ethnicity,"Black, Non-Hispanic",0.781398055,0.8173035034,0.7454926067,2
2018,13,031,race-ethnicity,Hispanic,0.756677999,0.8531487187,0.6602072794,3
2018,13,031,race-ethnicity,Other Races and Ethnicities,0.6905876235,0.7807392612,0.6004359858,2
2018,13,031,race-ethnicity,"White, Non-Hispanic",0.7891446434,0.8070312911,0.7712579956,2
2018,13,033,race-ethnicity,"Black, Non-Hispanic",0.6566002969,0.6842990102,0.6289015835,2
2018,13,033,race-ethnicity,Hispanic,0.7456926258,0.8523830607,0.6390021909,3
2018,13,033,race-ethnicity,Other Races and Ethnicities,0.6100519931,0.7612036295,0.4589003567,3
2018,13,033,race-ethnicity,"White, Non-Hispanic",0.7402034756,0.7622420599,0.7181648914,2
2018,13,035,race-ethnicity,"Black, Non-Hispanic",0.6587082347,0.698049509,0.6193669604,2
2018,13,035,race-ethnicity,Hispanic,0.7521564117,0.8571208819,0.6471919415,3
2018,13,035,race-ethnicity,Other Races and Ethnicities,0.5797546012,0.6929863532,0.4665228493,3
2018,13,035,race-ethnicity,"White, Non-Hispanic",0.7222633643,0.7425094712,0.7020172574,2
2018,13,037,race-ethnicity,"Black, Non-Hispanic",0.626141788,0.6585162257,0.5937673502,2
2018,13,037,race-ethnicity,Hispanic,0.6815453863,0.768607838,0.5944829347,2
2018,13,037,race-ethnicity,Other Races and Ethnicities,0.636884307,0.765150432,0.508618182,3
2018,13,037,race-ethnicity,"White, Non-Hispanic",0.7578657978,0.7800223956,0.7357091999,2
2018,13,039,race-ethnicity,"Black, Non-Hispanic",0.7639892026,0.8037114085,0.7242669967,2
2018,13,039,race-ethnicity,Hispanic,0.7751980333,0.8426824951,0.7077135716,2
