year,state,county,juvenile_arrest_rate,juvenile_arrests_under10,coverage_indicator_jjarrest,adult_under18,jjarrest_rate_quality
2016,17,105,0,0,.2,0,3
2016,17,107,0,0,0,0,3
2016,17,109,0,0,.375,0,3
2016,17,111,0,0,.071428575,0,3
2016,17,113,0,0,.17647059,0,3
2016,17,115,0,0,.27272728,0,3
2016,17,117,0,0,0,0,3
2016,17,119,0,0,.125,0,3
2016,17,121,0,0,0,0,3
2016,17,123,0,0,0,0,3
2016,17,125,0,0,.16666667,0,3
2016,17,127,0,0,0,0,3
2016,17,129,0,0,.25,0,3
2016,17,131,0,0,0,0,3
2016,17,133,0,0,.2,0,3
2016,17,135,0,0,.27272728,0,3
2016,17,137,0,0,0,0,3
2016,17,139,0,0,0,0,3
2016,17,141,0,0,.22222222,0,3
2016,17,143,0,0,.35714287,0,3
2016,17,145,0,0,.42857143,0,3
2016,17,147,0,0,.2,0,3
2016,17,149,0,0,.2,0,3
2016,17,151,0,0,.5,0,3
2016,17,153,0,0,.25,0,3
2016,17,155,0,0,0,0,3
2016,17,157,0,0,0,0,3
2016,17,159,0,0,0,0,3
2016,17,161,0,0,.41176471,0,3
2016,17,163,0,0,.090909094,0,3
2016,17,165,0,0,0,0,3
2016,17,167,0,0,.14285715,0,3
2016,17,169,0,0,0,0,3
2016,17,171,0,0,.25,0,3
2016,17,173,0,0,0,0,3
2016,17,175,0,0,.25,0,3
2016,17,177,0,0,.125,0,3
2016,17,179,0,0,0,0,3
2016,17,181,0,0,.2,0,3
2016,17,183,0,0,0,0,3
2016,17,185,0,0,0,0,3
2016,17,187,0,0,0,0,3
2016,17,189,0,0,.2,0,3
2016,17,191,0,0,0,0,3
2016,17,193,0,0,.2857143,0,3
2016,17,195,0,0,.16666667,0,3
2016,17,197,0,0,.14705883,0,3
2016,17,199,0,0,.11111111,0,3
2016,17,201,2653.5571,3,.96231884,0,2
2016,17,203,0,0,.30000001,0,3
2016,18,001,51.971539,0,.94871795,0,2
2016,18,003,3100.0146,22,1,0,1
2016,18,005,4570.7803,1,1,0,1
2016,18,007,0,0,.3888889,0,3
2016,18,009,5026.6411,0,.95049506,0,2
2016,18,011,690.27124,0,.95597482,0,2
2016,18,013,1331.0094,0,.94354838,0,2
2016,18,015,0,0,.47368422,0,3
2016,18,017,3477.709,1,.98161763,0,2
2016,18,019,5117.7695,9,1,0,1
2016,18,021,0,0,.87096775,0,2
2016,18,023,5887.4639,0,.98996657,0,2
2016,18,025,0,0,.96894407,0,2
2016,18,027,3484.001,0,.99435025,0,2
2016,18,029,376.04327,0,.98421055,0,2
2016,18,031,0,0,.95384616,0,2
2016,18,033,928.61548,23,.99476439,0,2
2016,18,035,3720.238,4,1,0,1
2016,18,037,2397.6057,0,.98127341,0,2
2016,18,039,3203.6155,4,.99479169,0,2
2016,18,041,0,0,.5,0,3
2016,18,043,1802.2264,1,.98617512,0,2
2016,18,045,0,0,.66666669,0,3
2016,18,047,0,0,.96753246,0,2
2016,18,049,1237.5416,0,.99462366,0,2
2016,18,051,178.17372,0,.9922179,0,2
2016,18,053,3907.0129,1,.9956044,0,2
2016,18,055,175.27869,0,.99367088,0,2
2016,18,057,1336.4421,0,.99190938,0,2
2016,18,059,1481.6428,0,.98966408,0,2
2016,18,061,43.708588,0,.94545454,0,2
2016,18,063,1536.425,2,.99706316,0,2
2016,18,065,0,0,.97368419,0,2
2016,18,067,5230.0508,7,.99799198,0,2
2016,18,069,241.29645,0,.90909094,0,2
2016,18,071,4000.2603,0,1,0,1
2016,18,073,0,0,.88372093,0,2
2016,18,075,701.31146,0,.94545454,0,2
2016,18,077,0,0,.87179488,0,2
2016,18,079,2576,1,1,0,1
2016,18,081,4020.8635,12,.9980315,0,2
2016,18,083,1924.2098,0,.97692305,0,2
2016,18,085,2059.1135,0,.99595141,0,2
2016,18,087,1348.1405,0,1,0,1
2016,18,089,2367.3376,6,.99444652,0,2
2016,18,091,5932.6104,2,.99052131,0,2
2016,18,093,2539.0723,4,.98083067,0,2
2016,18,095,3599.7605,4,.99881375,0,2
2016,18,097,2640.231,3,.98774743,0,2
2016,18,099,2417.6755,9,.99373043,0,2
2016,18,101,0,0,.8888889,0,2
2016,18,103,1273.4744,0,1,0,1
2016,18,105,3614.7954,8,1,0,1
2016,18,107,623.13525,0,.99526066,0,2
2016,18,109,1418.7765,0,.99199998,0,2
2016,18,111,1166.8234,0,.94067794,0,2
2016,18,113,1583.4948,0,1,0,1
2016,18,115,0,0,0,0,3
2016,18,117,0,0,.95652175,0,2
2016,18,119,0,0,.66666669,0,3
2016,18,121,187.15843,0,.875,0,2
2016,18,123,3597.395,0,.97765362,0,2
2016,18,125,71.267197,0,.97333336,0,2
2016,18,127,1274.932,0,.99264705,0,2
2016,18,129,535.88312,0,.96610171,0,2
2016,18,131,0,0,.3125,0,3
2016,18,133,0,0,.95454544,0,2
2016,18,135,894.55981,1,.95073891,0,2
2016,18,137,68.741753,0,.98816568,0,2
2016,18,139,4431.9209,2,.9402985,0,2
2016,18,141,5356.9673,18,.996732,0,2
2016,18,143,1556.3848,0,.97619045,0,2
2016,18,145,5253.3179,2,.99460918,0,2
2016,18,147,174.97276,0,.87096775,0,2
2016,18,149,157.67958,0,.75675678,0,3
2016,18,151,91.810287,0,.97938144,0,2
2016,18,153,50.473442,0,.98148149,0,2
2016,18,155,0,0,.07692308,0,3
2016,18,157,5312.2607,0,.9978261,0,2
2016,18,159,4083.126,2,.97285068,0,2
2016,18,161,0,0,.5714286,0,3
2016,18,163,5230.9663,4,1,0,1
2016,18,165,2926.7773,0,.97530866,0,2
2016,18,167,7134.7808,1,.9961977,0,2
2016,18,169,381.49982,0,.97600001,0,2
2016,18,171,0,0,.70833331,0,3
2016,18,173,133.24495,0,.98300284,0,2
2016,18,175,0,0,.96153843,0,2
2016,18,177,1969.4609,2,.98275864,0,2
2016,18,179,2521.4893,1,.98888886,0,2
2016,18,181,617.44116,0,.98591548,0,2
2016,18,183,1991.8978,0,.98445594,0,2
2016,19,001,126.05635,0,1,0,1
2016,19,003,1433.0618,0,1,0,1
2016,19,005,2143.1306,0,1,0,1
2016,19,007,3375.3879,0,1,0,1
2016,19,009,1114.6035,0,.98076922,0,2
2016,19,011,428.1387,0,.97727275,0,2
2016,19,013,6898.5288,7,1,0,1
2016,19,015,4762.9531,0,.99640286,0,2
2016,19,017,4803.3784,0,1,0,1
2016,19,019,1393.374,0,1,0,1
2016,19,021,8227.4482,0,.98701298,0,2
2016,19,023,0,0,1,0,1
2016,19,025,0,0,1,0,1
2016,19,027,1796.4072,1,1,0,1
2016,19,029,3395.77,0,.98816568,0,2
2016,19,031,96.335396,0,.9375,0,2
2016,19,033,7647.8979,2,1,0,1
2016,19,035,3011.8411,0,1,0,1
2016,19,037,1238.0178,0,1,0,1
2016,19,039,834.58002,0,1,0,1
2016,19,041,4894.23,0,1,0,1
2016,19,043,182.16595,0,1,0,1
2016,19,045,3477.3159,0,1,0,1
2016,19,047,1092.0607,0,.9813084,0,2
2016,19,049,1889.2002,0,.99374998,0,2
2016,19,051,1843.5219,0,1,0,1
2016,19,053,114.8868,0,.9818182,0,2
2016,19,055,2803.571,0,1,0,1
2016,19,057,8529.2383,4,1,0,1
2016,19,059,2555.8757,0,.99310344,0,2
2016,19,061,5260.0601,1,1,0,1
2016,19,063,2832.8362,0,.99324322,0,2
2016,19,065,3948.6777,1,.99492383,0,2
2016,19,067,3038.0774,1,.99230766,0,2
2016,19,069,1445.8441,0,1,0,1
2016,19,071,4406.207,1,1,0,1
2016,19,073,1442.5083,0,1,0,1
2016,19,075,1168.0151,0,.96385545,0,2
2016,19,077,0,0,.42857143,0,3
2016,19,079,1302.6326,0,.99337751,0,2
2016,19,081,162.40225,0,.96923077,0,2
2016,19,083,3302.0554,0,1,0,1
2016,19,085,509.78467,1,.97849464,0,2
2016,19,087,5729.5645,6,1,0,1
2016,19,089,6110.6299,0,1,0,1
2016,19,091,3066.3013,0,1,0,1
2016,19,093,0,0,.78787881,0,3
2016,19,095,1192.2267,0,.99328858,0,2
2016,19,097,2131.6768,3,1,0,1
2016,19,099,1952.2323,2,.99404764,0,2
2016,19,101,3582.7527,0,1,0,1
2016,19,103,3270.8032,0,1,0,1
2016,19,105,386.86551,0,1,0,1
2016,19,107,0,0,.93103451,0,2
2016,19,109,2072.7598,0,1,0,1
2016,19,111,5265.0054,1,1,0,1
2016,19,113,6405.7729,2,.99321264,0,2
2016,19,115,0,0,.61904764,0,3
2016,19,117,4264.6533,0,1,0,1
2016,19,119,2825.5239,0,1,0,1
2016,19,121,2647.2742,2,1,0,1
2016,19,123,4248.5107,1,.99588478,0,2
2016,19,125,1152.6755,0,.99052131,0,2
2016,19,127,6653.6348,1,.99222797,0,2
2016,19,129,4280.3101,0,1,0,1
2016,19,131,599.29968,0,.98876405,0,2
2016,19,133,562.20837,0,1,0,1
2016,19,135,363.0423,0,.9512195,0,2
2016,19,137,3674.3159,0,.99280578,0,2
2016,19,139,7187.4702,2,.99297422,0,2
2016,19,141,1824.6569,0,1,0,1
2016,19,143,845.91638,0,.97674417,0,2
2016,19,145,1720.5168,0,.9894737,0,2
2016,19,147,3758.4202,1,.99130434,0,2
2016,19,149,2549.1223,0,.99438202,0,2
2016,19,151,1000.5403,0,1,0,1
2016,19,153,3771.1392,11,.99838972,0,2
2016,19,155,7559.4468,0,.99812031,0,2
2016,19,157,2067.5293,0,1,0,1
2016,19,159,0,0,.77272725,0,3
2016,19,161,803.15479,0,.95652175,0,2
2016,19,163,4037.8108,0,.98346198,0,2
2016,19,165,156.41129,0,1,0,1
2016,19,167,80.705688,0,.91904759,0,2
2016,19,169,3127.272,1,.99783552,0,2
2016,19,171,1734.2499,0,1,0,1
2016,19,173,0,0,.69999999,0,3
2016,19,175,2692.0593,0,.99242425,0,2
2016,19,177,1072.8693,0,.94594592,0,2
2016,19,179,11294.35,2,1,0,1
2016,19,181,3310.5491,2,1,0,1
2016,19,183,0,0,1,0,1
2016,19,185,0,0,.96666664,0,2
2016,19,187,7345.084,3,1,0,1
2016,19,189,1016.3204,0,1,0,1
2016,19,191,5548.7217,0,1,0,1
2016,19,193,7230.4331,4,1,0,1
2016,19,195,1090.5918,0,1,0,1
2016,19,197,1390.7189,0,.93069309,0,2
2016,20,001,5792.2876,0,.94552529,0,2
2016,20,003,1151.0248,0,.99390244,0,2
2016,20,005,4685.627,0,1,0,1
2016,20,007,1704.4196,0,.94915253,0,2
2016,20,009,1269.2108,0,.93301433,0,2
2016,20,011,4739.1904,0,.954023,0,2
2016,20,013,1267.8518,0,.95192307,0,2
2016,20,015,1858.4303,0,.97513324,0,2
2016,20,017,0,0,1,0,1
2016,20,019,742.4787,0,.90909094,0,2
2016,20,021,573.55896,0,.99641579,0,2
2016,20,023,413.39398,0,.75,0,3
2016,20,025,729.0755,0,.85714287,0,2
2016,20,027,1497.4077,0,.94904459,0,2
2016,20,029,2359.4971,0,1,0,1
2016,20,031,3036.5476,0,.94594592,0,2
2016,20,033,0,0,0,0,3
2016,20,035,5192.748,0,.96881962,0,2
2016,20,037,2935.3042,0,.95432693,0,2
2016,20,039,382.77216,0,.80952382,0,2
2016,20,041,3083.8254,0,.97983873,0,2
2016,20,043,1513.1727,0,.87437189,0,2
2016,20,045,10.096931,0,.95604396,0,2
2016,20,047,1007.9019,0,.875,0,2
2016,20,049,314.12561,0,.4375,0,3
2016,20,051,2363.3938,0,.96747965,0,2
2016,20,053,152.68738,0,.83870965,0,2
2016,20,055,3135.573,0,.96774191,0,2
2016,20,057,3856.6565,0,.91482651,0,2
2016,20,059,3875.2737,0,.98850572,0,2
2016,20,061,7358.3516,0,1,0,1
2016,20,063,0,0,.375,0,3
2016,20,065,0,0,.63999999,0,3
2016,20,067,1227.9166,0,1,0,1
2016,20,069,1898.9874,0,1,0,1
2016,20,071,0,0,1,0,1
2016,20,073,1740.5648,1,1,0,1
2016,20,075,0,0,.93548387,0,2
2016,20,077,5652.1558,0,.92682928,0,2
2016,20,079,6474.0186,1,.98390341,0,2
2016,20,081,188.14853,0,1,0,1
2016,20,083,0,0,.89473683,0,2
2016,20,085,1879.1315,0,.98340249,0,2
2016,20,087,1739.3826,0,.78616351,0,3
2016,20,089,0,0,0,0,3
2016,20,091,1129.7913,0,.98299593,0,2
2016,20,093,0,0,.89473683,0,2
2016,20,095,521.50153,0,.97297299,0,2
2016,20,097,0,0,1,0,1
2016,20,099,95.593155,0,.96703297,0,2
2016,20,101,0,0,.7647059,0,3
2016,20,103,2144.7317,0,1,0,1
2016,20,105,0,0,.5,0,3
2016,20,107,1059.6893,0,.88990825,0,2
2016,20,109,413.39398,0,.98571426,0,2
2016,20,111,3025.905,0,.97647059,0,2
2016,20,113,551.99109,0,.88622755,0,2
2016,20,115,2414.6697,0,.88484848,0,2
2016,20,117,386.2085,0,.83739835,0,2
2016,20,119,0,0,.91666669,0,2
2016,20,121,1846.4335,0,.99629629,0,2
2016,20,123,152.68738,0,.97196263,0,2
2016,20,125,3148.064,0,.97777778,0,2
2016,20,127,151.24565,0,.5625,0,3
2016,20,129,507.18298,0,.95588237,0,2
2016,20,131,1158.6255,0,.9375,0,2
2016,20,133,625.62952,0,.93706292,0,2
2016,20,135,0,0,.97058821,0,2
2016,20,137,1192.4825,0,.98571426,0,2
2016,20,139,222.71219,0,.80000001,0,2
2016,20,141,0,0,.86956519,0,2
2016,20,143,480.40662,0,.48979592,0,3
2016,20,145,2220.8008,0,.99000001,0,2
2016,20,147,0,0,1,0,1
2016,20,149,3835.6655,0,.86752135,0,2
2016,20,151,11291.779,0,.98076922,0,2
2016,20,153,3594.73,0,.78571427,0,3
2016,20,155,3227.1692,1,.99191922,0,2
2016,20,157,3382.2568,0,.96551722,0,2
2016,20,159,846.56482,1,.82352942,0,2
2016,20,161,3602.3579,0,1,0,1
2016,20,163,0,0,.9518072,0,2
2016,20,165,623.93927,0,1,0,1
2016,20,167,3773.04,0,.99224806,0,2
2016,20,169,6247.0137,0,.94513714,0,2
2016,20,171,918.6532,0,1,0,1
2016,20,173,2804.6731,0,.94608963,0,2
2016,20,175,1124.3574,0,.9942857,0,2
2016,20,177,860.93439,0,.84527689,0,2
2016,20,179,0,0,.60000002,0,3
2016,20,181,3946.0334,0,1,0,1
2016,20,183,0,0,.875,0,2
2016,20,185,2528.5962,0,.65909094,0,3
2016,20,187,0,0,.80000001,0,2
2016,20,189,995.81049,0,.94871795,0,2
2016,20,191,513.83282,0,.90099013,0,2
2016,20,193,1578.9353,0,1,0,1
2016,20,195,2679.4053,0,.98214287,0,2
2016,20,197,382.19678,0,.80821919,0,2
2016,20,199,0,0,.53333336,0,3
2016,20,201,841.7381,0,1,0,1
2016,20,203,0,0,.97058821,0,2
2016,20,205,1729.5386,0,.99248123,0,2
2016,20,207,816.72656,0,.92156863,0,2
2016,20,209,136.14703,0,.97297299,0,2
2016,21,001,777.19055,1,1,0,1
2016,21,003,161.0974,4,1,0,1
2016,21,005,304.96637,0,1,0,1
2016,21,007,379.47498,0,.99145299,0,2
2016,21,009,953.86536,0,1,0,1
2016,21,011,320.94742,0,.83333331,0,2
2016,21,013,2135.9915,0,1,0,1
2016,21,015,857.4491,1,1,0,1
2016,21,017,395.34872,0,.95154184,0,2
2016,21,019,913.63934,0,.98844886,0,2
2016,21,021,825.93298,0,.93712574,0,2
2016,21,023,0,0,.70833331,0,3
2016,21,025,0,0,.85542166,0,2
2016,21,027,48.241364,0,.95333332,0,2
2016,21,029,307.40927,0,.9765166,0,2
2016,21,031,254.70731,0,1,0,1
2016,21,033,131.19572,0,1,0,1
2016,21,035,196.76462,0,1,0,1
2016,21,037,1885.2632,0,.9820593,0,2
2016,21,039,0,1,.73913044,0,3
2016,21,041,842.68872,0,.97916669,0,2
2016,21,043,38.853058,0,.99333334,0,2
2016,21,045,325.04681,0,1,0,1
2016,21,047,2230.3835,0,.98391813,0,2
2016,21,049,1216.7334,0,.96927375,0,2
2016,21,051,41.102367,0,1,0,1
2016,21,053,201.6617,0,.96923077,0,2
2016,21,055,0,0,1,0,1
2016,21,057,152.0219,0,.9375,0,2
2016,21,059,1777.2733,0,1,0,1
2016,21,061,0,0,.97087377,0,2
2016,21,063,0,0,.51999998,0,3
2016,21,065,64.605743,0,.66666669,0,3
2016,21,067,2932.488,0,.92059219,0,2
2016,21,069,1360.9409,0,1,0,1
2016,21,071,29.61524,0,.9066667,0,2
2016,21,073,1900.0613,0,.94768131,0,2
2016,21,075,455.36996,0,.95679015,0,2
2016,21,077,825.35101,0,.99166667,0,2
2016,21,079,1108.9425,0,.99484539,0,2
2016,21,081,1695.1115,0,1,0,1
2016,21,083,1293.0247,0,.96390975,0,2
2016,21,085,300.97818,0,.92765957,0,2
2016,21,087,1108.197,0,.98989898,0,2
2016,21,089,0,0,.86635947,0,2
2016,21,091,0,0,.56862748,0,3
2016,21,093,2142.137,0,.98757762,0,2
2016,21,095,763.39032,0,.95376712,0,2
2016,21,097,786.97607,0,1,0,1
2016,21,099,0,0,.97321427,0,2
2016,21,101,7057.9531,2,1,0,1
2016,21,103,857.98859,0,.96666664,0,2
2016,21,105,0,0,.84210527,0,2
2016,21,107,1435.4528,0,.98360658,0,2
2016,21,109,0,0,.78947371,0,3
2016,21,111,3879.7007,7,.91435188,0,2
2016,21,113,1357.0336,1,1,0,1
2016,21,115,0,0,1,0,1
2016,21,117,1062.0052,0,.99464524,0,2
2016,21,119,0,0,.80645162,0,2
2016,21,121,0,0,1,0,1
2016,21,123,241.58675,0,1,0,1
2016,21,125,212.80185,0,.95789474,0,2
2016,21,127,135.81606,0,1,0,1
2016,21,129,0,0,.85882354,0,2
2016,21,131,0,0,.25925925,0,3
2016,21,133,0,0,.90849674,0,2
2016,21,135,0,0,.98989898,0,2
2016,21,137,76.239853,1,.8659218,0,2
2016,21,139,2160.1577,0,1,0,1
2016,21,141,60.026711,0,.93957704,0,2
2016,21,143,244.13943,0,.98989898,0,2
2016,21,145,1065.7114,0,.98003989,0,2
2016,21,147,0,0,1,0,1
2016,21,149,291.05304,0,1,0,1
2016,21,151,697.00104,0,1,0,1
2016,21,153,87.143692,0,.92957747,0,2
2016,21,155,998.67133,1,1,0,1
2016,21,157,265.63248,0,1,0,1
2016,21,159,0,0,.86363637,0,2
2016,21,161,636.84125,0,1,0,1
2016,21,163,237.91801,0,.97333336,0,2
2016,21,165,732.59857,0,1,0,1
2016,21,167,204.4279,0,.98744768,0,2
2016,21,169,638.92664,1,.98095238,0,2
2016,21,171,73.62632,0,.6111111,0,3
2016,21,173,1825.394,0,.98722047,0,2
2016,21,175,0,0,.80952382,0,2
2016,21,177,108.25938,0,.95015574,0,2
2016,21,179,474.84415,0,.93292683,0,2
2016,21,181,0,0,.98019803,0,2
2016,21,183,310.45535,0,.92332268,0,2
2016,21,185,24.358786,0,.95925927,0,2
2016,21,187,374.52832,0,.97674417,0,2
2016,21,189,0,0,.8125,0,2
2016,21,191,410.77319,0,.84146339,0,2
2016,21,193,589.2876,0,1,0,1
2016,21,195,341.3472,0,.9727273,0,2
2016,21,197,301.49316,0,1,0,1
2016,21,199,136.32439,0,.89339018,0,2
2016,21,201,0,0,.039999999,0,3
2016,21,203,421.23221,0,.94570136,0,2
2016,21,205,1276.1969,0,.99071926,0,2
2016,21,207,118.34039,0,1,0,1
2016,21,209,125.57214,0,.94986808,0,2
2016,21,211,371.49722,0,1,0,1
2016,21,213,323.37943,0,1,0,1
2016,21,215,309.64066,0,1,0,1
2016,21,217,2417.3438,0,1,0,1
2016,21,219,1627.5908,0,.89308178,0,2
2016,21,221,1699.6565,0,.94146341,0,2
2016,21,223,0,0,1,0,1
2016,21,225,307.10455,0,.98173517,0,2
2016,21,227,1142.8108,0,.96699268,0,2
2016,21,229,219.07564,0,1,0,1
2016,21,231,137.43816,0,1,0,1
2016,21,233,203.27408,0,.83673471,0,2
2016,21,235,234.86369,0,.99664432,0,2
2016,21,237,328.84351,0,1,0,1
2016,21,239,742.37103,0,.960199,0,2
2016,22,001,2136.2373,2,1,1,1
2016,22,003,3122.9644,1,1,1,1
2016,22,005,3812.5,2,1,1,1
2016,22,007,295.37054,0,1,1,1
2016,22,009,3008.1809,0,.97308487,1,2
2016,22,011,753.23523,0,1,1,1
2016,22,013,777.59998,0,.99374998,1,2
2016,22,015,7786.5259,0,.97651005,1,2
2016,22,017,7640.2153,0,.96942675,1,2
2016,22,019,4174.0649,1,.99206346,1,2
2016,22,021,1946.5892,0,1,1,1
2016,22,023,230.44608,0,1,1,1
2016,22,025,0,0,.21428572,1,3
2016,22,027,108.22276,0,.98717946,1,2
2016,22,029,4809.665,34,1,1,1
2016,22,031,1854.5734,0,1,1,1
2016,22,033,7668.2534,2,.99755502,1,2
2016,22,035,2651.0815,0,.98969072,1,2
2016,22,037,1361.8953,1,.81410259,1,2
2016,22,039,73.939163,0,.97478992,1,2
2016,22,041,1438.8489,2,1,1,1
2016,22,043,2097.8157,0,.94509804,1,2
2016,22,045,1079.8303,0,1,1,1
2016,22,047,7068.5757,1,.9921875,1,2
2016,22,049,0,0,.97474748,1,2
2016,22,051,4478.9497,4,1,1,1
2016,22,053,1362.2156,0,.99056602,1,2
2016,22,055,6787.0615,4,.99910635,1,2
2016,22,057,2728.2183,1,.95157897,1,2
2016,22,059,802.10773,0,.92349726,1,2
2016,22,061,7044.9517,6,.99620491,1,2
2016,22,063,2450.0159,0,.97509831,1,2
2016,22,065,1390.4231,0,.97916669,1,2
2016,22,067,2878.6997,0,1,1,1
2016,22,069,7849.5532,1,.958,1,2
2016,22,071,4354.8145,4,.93032014,1,2
2016,22,073,5243.4883,3,.98741257,1,2
2016,22,075,2439.0635,0,1,1,1
2016,22,077,1008.1712,1,.99193549,1,2
2016,22,079,5609.8584,7,.99630541,1,2
2016,22,081,4116.7002,1,1,1,1
2016,22,083,1223.1586,0,.99528301,1,2
2016,22,085,1196.4169,1,.92207789,1,2
2016,22,087,5589.7148,0,1,1,1
2016,22,089,8093.1523,0,1,1,1
2016,22,091,218.9781,0,.99019605,1,2
2016,22,093,2384.4084,0,.98969072,1,2
2016,22,095,2578.5969,0,1,1,1
2016,22,097,7952.7983,5,.99555558,1,2
2016,22,099,4424.6831,49,1,1,1
2016,22,101,5782.7793,0,.99899697,1,2
2016,22,103,2655.3972,0,.99697578,1,2
2016,22,105,4662.2148,3,.99568498,1,2
2016,22,107,708.84534,0,1,1,1
2016,22,109,10447.438,51,1,1,1
2016,22,111,3218.9373,0,.95488721,1,2
2016,22,113,1360.9315,2,1,1,1
2016,22,115,1924.2267,3,.99761903,1,2
2016,22,117,5820.249,2,1,1,1
2016,22,119,4203.0781,2,.97996664,1,2
2016,22,121,6684.9126,10,.97738695,1,2
2016,22,123,2410.0837,0,.89767444,1,2
2016,22,125,367.79581,0,.98425198,1,2
2016,22,127,1909.6838,1,1,1,1
2016,23,001,3546.3547,4,.98817736,0,2
2016,23,003,4207.5737,1,.97777778,0,2
2016,23,005,4367.5625,3,.99523807,0,2
2016,23,007,3219.6099,0,.9357022,0,2
2016,23,009,1941.9886,0,.9509632,0,2
2016,23,011,4554.8071,2,.98901963,0,2
2016,23,013,2012.7826,0,.96925861,0,2
2016,23,015,3633.8245,0,.96734697,0,2
2016,23,017,1941.9752,0,.96865672,0,2
2016,23,019,2359.4568,6,.98739761,0,2
2016,23,021,632.25513,0,.77941179,0,3
2016,23,023,4543.7617,0,.94143164,0,2
2016,23,025,3253.8169,3,.96753246,0,2
2016,23,027,2056.1616,0,.93462467,0,2
2016,23,029,1689.1891,0,.96132594,0,2
2016,23,031,3777.2363,0,.99377692,0,2
2016,24,001,7857.0615,8,.96903229,0,2
2016,24,003,5163.728,25,.98698223,0,2
2016,24,005,6504.6377,62,1,0,1
2016,24,009,4874.4077,1,1,0,1
2016,24,011,8941.5654,0,.98799998,0,2
2016,24,013,2026.0728,3,.97705805,0,2
2016,24,015,5081.4956,16,1,0,1
2016,24,017,3892.6934,2,1,0,1
2016,24,019,10918.612,33,1,0,1
2016,24,021,3399.9634,15,1,0,1
2016,24,023,3949.3604,0,.99693251,0,2
2016,24,025,4058.7622,9,1,0,1
2016,24,027,3319.5352,3,.99783081,0,2
2016,24,029,5134.2158,1,.9936102,0,2
2016,24,031,2934.043,16,.99144077,0,2
2016,24,033,1358.3433,5,.9495759,0,2
2016,24,035,4079.7166,1,1,0,1
2016,24,037,5342.4731,19,1,0,1
2016,24,039,5872.4531,6,.99791664,0,2
2016,24,041,6119.5767,4,.96428573,0,2
2016,24,043,4851.9136,7,.95877659,0,2
2016,24,045,11347.586,10,1,0,1
2016,24,047,6810.8325,4,.99715906,0,2
2016,24,510,5091.4819,1,.94282514,0,2
2016,25,001,1772.3285,1,1,0,1
2016,25,003,1749.3521,0,.9818731,0,2
2016,25,005,1914.6147,7,.99155033,0,2
2016,25,007,1480.1248,0,.84684682,0,2
2016,25,009,1267.4498,5,.98677164,0,2
2016,25,011,1787.7457,4,.94149661,0,2
2016,25,013,1792.308,1,.98481971,0,2
2016,25,015,1183.7175,1,.9425087,0,2
2016,25,017,791.65192,8,.9815433,0,2
2016,25,019,2256.7793,0,.98550725,0,2
2016,25,021,683.72253,0,.97379577,0,2
2016,25,023,1045.9877,3,.99353611,0,2
2016,25,025,1435.3392,0,.95399064,0,2
2016,25,027,1061.3385,7,.98245209,0,2
2016,26,001,1542.6656,0,1,1,1
2016,26,003,2359.0256,0,.99411762,1,2
2016,26,005,3338.8147,3,.97837281,1,2
2016,26,007,4915.4023,0,.99734747,1,2
2016,26,009,539.1864,0,.9285714,1,2
2016,26,011,2909.5139,0,.90610331,1,2
2016,26,013,1243.0939,0,.96946567,1,2
2016,26,015,1414.4054,2,.96932513,1,2
2016,26,017,3658.4287,1,.97123289,1,2
2016,26,019,506.07288,0,.99319726,1,2
2016,26,021,3315.2864,5,.97269028,1,2
2016,26,023,1032.426,0,.98778003,1,2
2016,26,025,1289.8914,0,.98869479,1,2
2016,26,027,377.19919,0,.99480522,1,2
2016,26,029,1312.2327,0,1,1,1
2016,26,031,3507.6384,0,1,1,1
2016,26,033,3959.7954,0,.99816179,1,2
2016,26,035,3911.7241,0,1,1,1
2016,26,037,1330.9901,0,.9541446,1,2
2016,26,039,5734.1899,0,1,1,1
2016,26,041,4540.9429,0,1,1,1
2016,26,043,2410.1746,0,.96688741,1,2
2016,26,045,633.80536,0,.97363466,1,2
2016,26,047,1375.0553,0,.98837209,1,2
2016,26,049,3052.2148,4,.98393571,1,2
2016,26,051,7588.8726,1,1,1,1
2016,26,053,2153.5081,2,.96478873,1,2
2016,26,055,4020.0845,0,1,1,1
2016,26,057,1793.049,0,.97716898,1,2
2016,26,059,1835.4884,0,.95238096,1,2
2016,26,061,2822.1951,1,.93786985,1,2
2016,26,063,1098.5767,3,.85294116,1,2
2016,26,065,1676.8292,5,.99268472,1,2
2016,26,067,2546.4731,0,.97879857,1,2
2016,26,069,2679.8181,0,1,1,1
2016,26,071,2783.0461,0,.95673078,1,2
2016,26,073,4324.7539,0,.98562092,1,2
2016,26,075,1507.5995,0,.99083769,1,2
2016,26,077,3779.5806,1,.98337114,1,2
2016,26,079,1304.5427,0,.9512195,1,2
2016,26,081,3689.7183,12,.99190861,1,2
2016,26,083,1151.0129,0,.60000002,1,3
2016,26,085,1855.6155,0,1,1,1
2016,26,087,1752.6965,0,.99033147,1,2
2016,26,089,543.56201,0,.96323532,1,2
2016,26,091,910.37091,0,.9860031,1,2
2016,26,093,1087.063,0,.99787235,1,2
2016,26,095,4232.0327,0,1,1,1
2016,26,097,3793.3315,0,.9817518,1,2
2016,26,099,1546.3026,1,.99316406,1,2
2016,26,101,2744.3245,0,.99426931,1,2
2016,26,103,4966.5752,0,.99767983,1,2
