fips,name,name2
20161,"Riley County, Kansas","Riley County, Kansas"
20163,"Rooks County, Kansas","Rooks County, Kansas"
20165,"Rush County, Kansas","Rush County, Kansas"
20167,"Russell County, Kansas","Russell County, Kansas"
20169,"Saline County, Kansas","Saline County, Kansas"
20171,"Scott County, Kansas","Scott County, Kansas"
20173,"Sedgwick County, Kansas","Sedgwick County, Kansas"
20175,"Seward County, Kansas","Seward County, Kansas"
20177,"Shawnee County, Kansas","Shawnee County, Kansas"
20179,"Sheridan County, Kansas","Sheridan County, Kansas"
20181,"Sherman County, Kansas","Sherman County, Kansas"
20183,"Smith County, Kansas","Smith County, Kansas"
20185,"Stafford County, Kansas","Stafford County, Kansas"
20187,"Stanton County, Kansas","Stanton County, Kansas"
20189,"Stevens County, Kansas","Stevens County, Kansas"
20191,"Sumner County, Kansas","Sumner County, Kansas"
20193,"Thomas County, Kansas","Thomas County, Kansas"
20195,"Trego County, Kansas","Trego County, Kansas"
20197,"Wabaunsee County, Kansas","Wabaunsee County, Kansas"
20199,"Wallace County, Kansas","Wallace County, Kansas"
20201,"Washington County, Kansas","Washington County, Kansas"
20203,"Wichita County, Kansas","Wichita County, Kansas"
20205,"Wilson County, Kansas","Wilson County, Kansas"
20207,"Woodson County, Kansas","Woodson County, Kansas"
20209,"Wyandotte County, Kansas","Wyandotte County, Kansas"
21001,"Adair County, Kentucky","Adair County, Kentucky"
21003,"Allen County, Kentucky","Allen County, Kentucky"
21005,"Anderson County, Kentucky","Anderson County, Kentucky"
21007,"Ballard County, Kentucky","Ballard County, Kentucky"
21009,"Barren County, Kentucky","Barren County, Kentucky"
21011,"Bath County, Kentucky","Bath County, Kentucky"
21013,"Bell County, Kentucky","Bell County, Kentucky"
21015,"Boone County, Kentucky","Boone County, Kentucky"
21017,"Bourbon County, Kentucky","Bourbon County, Kentucky"
21019,"Boyd County, Kentucky","Boyd County, Kentucky"
21021,"Boyle County, Kentucky","Boyle County, Kentucky"
21023,"Bracken County, Kentucky","Bracken County, Kentucky"
21025,"Breathitt County, Kentucky","Breathitt County, Kentucky"
21027,"Breckinridge County, Kentucky","Breckinridge County, Kentucky"
21029,"Bullitt County, Kentucky","Bullitt County, Kentucky"
21031,"Butler County, Kentucky","Butler County, Kentucky"
21033,"Caldwell County, Kentucky","Caldwell County, Kentucky"
21035,"Calloway County, Kentucky","Calloway County, Kentucky"
21037,"Campbell County, Kentucky","Campbell County, Kentucky"
21039,"Carlisle County, Kentucky","Carlisle County, Kentucky"
21041,"Carroll County, Kentucky","Carroll County, Kentucky"
21043,"Carter County, Kentucky","Carter County, Kentucky"
21045,"Casey County, Kentucky","Casey County, Kentucky"
21047,"Christian County, Kentucky","Christian County, Kentucky"
21049,"Clark County, Kentucky","Clark County, Kentucky"
21051,"Clay County, Kentucky","Clay County, Kentucky"
21053,"Clinton County, Kentucky","Clinton County, Kentucky"
21055,"Crittenden County, Kentucky","Crittenden County, Kentucky"
21057,"Cumberland County, Kentucky","Cumberland County, Kentucky"
21059,"Daviess County, Kentucky","Daviess County, Kentucky"
21061,"Edmonson County, Kentucky","Edmonson County, Kentucky"
21063,"Elliott County, Kentucky","Elliott County, Kentucky"
21065,"Estill County, Kentucky","Estill County, Kentucky"
21067,"Fayette County, Kentucky","Fayette County, Kentucky"
21069,"Fleming County, Kentucky","Fleming County, Kentucky"
21071,"Floyd County, Kentucky","Floyd County, Kentucky"
21073,"Franklin County, Kentucky","Franklin County, Kentucky"
21075,"Fulton County, Kentucky","Fulton County, Kentucky"
21077,"Gallatin County, Kentucky","Gallatin County, Kentucky"
21079,"Garrard County, Kentucky","Garrard County, Kentucky"
21081,"Grant County, Kentucky","Grant County, Kentucky"
21083,"Graves County, Kentucky","Graves County, Kentucky"
21085,"Grayson County, Kentucky","Grayson County, Kentucky"
21087,"Green County, Kentucky","Green County, Kentucky"
21089,"Greenup County, Kentucky","Greenup County, Kentucky"
21091,"Hancock County, Kentucky","Hancock County, Kentucky"
21093,"Hardin County, Kentucky","Hardin County, Kentucky"
21095,"Harlan County, Kentucky","Harlan County, Kentucky"
21097,"Harrison County, Kentucky","Harrison County, Kentucky"
21099,"Hart County, Kentucky","Hart County, Kentucky"
21101,"Henderson County, Kentucky","Henderson County, Kentucky"
21103,"Henry County, Kentucky","Henry County, Kentucky"
21105,"Hickman County, Kentucky","Hickman County, Kentucky"
21107,"Hopkins County, Kentucky","Hopkins County, Kentucky"
21109,"Jackson County, Kentucky","Jackson County, Kentucky"
21111,"Jefferson County, Kentucky","Jefferson County, Kentucky"
21113,"Jessamine County, Kentucky","Jessamine County, Kentucky"
21115,"Johnson County, Kentucky","Johnson County, Kentucky"
21117,"Kenton County, Kentucky","Kenton County, Kentucky"
21119,"Knott County, Kentucky","Knott County, Kentucky"
21121,"Knox County, Kentucky","Knox County, Kentucky"
21123,"Larue County, Kentucky","Larue County, Kentucky"
21125,"Laurel County, Kentucky","Laurel County, Kentucky"
21127,"Lawrence County, Kentucky","Lawrence County, Kentucky"
21129,"Lee County, Kentucky","Lee County, Kentucky"
21131,"Leslie County, Kentucky","Leslie County, Kentucky"
21133,"Letcher County, Kentucky","Letcher County, Kentucky"
21135,"Lewis County, Kentucky","Lewis County, Kentucky"
21137,"Lincoln County, Kentucky","Lincoln County, Kentucky"
21139,"Livingston County, Kentucky","Livingston County, Kentucky"
21141,"Logan County, Kentucky","Logan County, Kentucky"
21143,"Lyon County, Kentucky","Lyon County, Kentucky"
21145,"McCracken County, Kentucky","McCracken County, Kentucky"
21147,"McCreary County, Kentucky","McCreary County, Kentucky"
21149,"McLean County, Kentucky","McLean County, Kentucky"
21151,"Madison County, Kentucky","Madison County, Kentucky"
21153,"Magoffin County, Kentucky","Magoffin County, Kentucky"
21155,"Marion County, Kentucky","Marion County, Kentucky"
21157,"Marshall County, Kentucky","Marshall County, Kentucky"
21159,"Martin County, Kentucky","Martin County, Kentucky"
21161,"Mason County, Kentucky","Mason County, Kentucky"
21163,"Meade County, Kentucky","Meade County, Kentucky"
21165,"Menifee County, Kentucky","Menifee County, Kentucky"
21167,"Mercer County, Kentucky","Mercer County, Kentucky"
21169,"Metcalfe County, Kentucky","Metcalfe County, Kentucky"
21171,"Monroe County, Kentucky","Monroe County, Kentucky"
21173,"Montgomery County, Kentucky","Montgomery County, Kentucky"
21175,"Morgan County, Kentucky","Morgan County, Kentucky"
21177,"Muhlenberg County, Kentucky","Muhlenberg County, Kentucky"
21179,"Nelson County, Kentucky","Nelson County, Kentucky"
21181,"Nicholas County, Kentucky","Nicholas County, Kentucky"
21183,"Ohio County, Kentucky","Ohio County, Kentucky"
21185,"Oldham County, Kentucky","Oldham County, Kentucky"
21187,"Owen County, Kentucky","Owen County, Kentucky"
21189,"Owsley County, Kentucky","Owsley County, Kentucky"
21191,"Pendleton County, Kentucky","Pendleton County, Kentucky"
21193,"Perry County, Kentucky","Perry County, Kentucky"
21195,"Pike County, Kentucky","Pike County, Kentucky"
21197,"Powell County, Kentucky","Powell County, Kentucky"
21199,"Pulaski County, Kentucky","Pulaski County, Kentucky"
21201,"Robertson County, Kentucky","Robertson County, Kentucky"
21203,"Rockcastle County, Kentucky","Rockcastle County, Kentucky"
21205,"Rowan County, Kentucky","Rowan County, Kentucky"
21207,"Russell County, Kentucky","Russell County, Kentucky"
21209,"Scott County, Kentucky","Scott County, Kentucky"
21211,"Shelby County, Kentucky","Shelby County, Kentucky"
21213,"Simpson County, Kentucky","Simpson County, Kentucky"
21215,"Spencer County, Kentucky","Spencer County, Kentucky"
21217,"Taylor County, Kentucky","Taylor County, Kentucky"
21219,"Todd County, Kentucky","Todd County, Kentucky"
21221,"Trigg County, Kentucky","Trigg County, Kentucky"
21223,"Trimble County, Kentucky","Trimble County, Kentucky"
21225,"Union County, Kentucky","Union County, Kentucky"
21227,"Warren County, Kentucky","Warren County, Kentucky"
21229,"Washington County, Kentucky","Washington County, Kentucky"
21231,"Wayne County, Kentucky","Wayne County, Kentucky"
21233,"Webster County, Kentucky","Webster County, Kentucky"
21235,"Whitley County, Kentucky","Whitley County, Kentucky"
21237,"Wolfe County, Kentucky","Wolfe County, Kentucky"
21239,"Woodford County, Kentucky","Woodford County, Kentucky"
22001,"Acadia Parish, Louisiana","Acadia Parish, Louisiana"
22003,"Allen Parish, Louisiana","Allen Parish, Louisiana"
22005,"Ascension Parish, Louisiana","Ascension Parish, Louisiana"
22007,"Assumption Parish, Louisiana","Assumption Parish, Louisiana"
22009,"Avoyelles Parish, Louisiana","Avoyelles Parish, Louisiana"
22011,"Beauregard Parish, Louisiana","Beauregard Parish, Louisiana"
22013,"Bienville Parish, Louisiana","Bienville Parish, Louisiana"
22015,"Bossier Parish, Louisiana","Bossier Parish, Louisiana"
22017,"Caddo Parish, Louisiana","Caddo Parish, Louisiana"
22019,"Calcasieu Parish, Louisiana","Calcasieu Parish, Louisiana"
22021,"Caldwell Parish, Louisiana","Caldwell Parish, Louisiana"
22023,"Cameron Parish, Louisiana","Cameron Parish, Louisiana"
22025,"Catahoula Parish, Louisiana","Catahoula Parish, Louisiana"
22027,"Claiborne Parish, Louisiana","Claiborne Parish, Louisiana"
22029,"Concordia Parish, Louisiana","Concordia Parish, Louisiana"
22031,"De Soto Parish, Louisiana","De Soto Parish, Louisiana"
22033,"East Baton Rouge Parish, Louisiana","East Baton Rouge Parish, Louisiana"
22035,"East Carroll Parish, Louisiana","East Carroll Parish, Louisiana"
22037,"East Feliciana Parish, Louisiana","East Feliciana Parish, Louisiana"
22039,"Evangeline Parish, Louisiana","Evangeline Parish, Louisiana"
22041,"Franklin Parish, Louisiana","Franklin Parish, Louisiana"
22043,"Grant Parish, Louisiana","Grant Parish, Louisiana"
22045,"Iberia Parish, Louisiana","Iberia Parish, Louisiana"
22047,"Iberville Parish, Louisiana","Iberville Parish, Louisiana"
22049,"Jackson Parish, Louisiana","Jackson Parish, Louisiana"
22051,"Jefferson Parish, Louisiana","Jefferson Parish, Louisiana"
22053,"Jefferson Davis Parish, Louisiana","Jefferson Davis Parish, Louisiana"
22055,"Lafayette Parish, Louisiana","Lafayette Parish, Louisiana"
22057,"Lafourche Parish, Louisiana","Lafourche Parish, Louisiana"
22059,"LaSalle Parish, Louisiana","LaSalle Parish, Louisiana"
22061,"Lincoln Parish, Louisiana","Lincoln Parish, Louisiana"
22063,"Livingston Parish, Louisiana","Livingston Parish, Louisiana"
22065,"Madison Parish, Louisiana","Madison Parish, Louisiana"
22067,"Morehouse Parish, Louisiana","Morehouse Parish, Louisiana"
22069,"Natchitoches Parish, Louisiana","Natchitoches Parish, Louisiana"
22071,"Orleans Parish, Louisiana","Orleans Parish, Louisiana"
22073,"Ouachita Parish, Louisiana","Ouachita Parish, Louisiana"
22075,"Plaquemines Parish, Louisiana","Plaquemines Parish, Louisiana"
22077,"Pointe Coupee Parish, Louisiana","Pointe Coupee Parish, Louisiana"
22079,"Rapides Parish, Louisiana","Rapides Parish, Louisiana"
22081,"Red River Parish, Louisiana","Red River Parish, Louisiana"
22083,"Richland Parish, Louisiana","Richland Parish, Louisiana"
22085,"Sabine Parish, Louisiana","Sabine Parish, Louisiana"
22087,"St. Bernard Parish, Louisiana","St. Bernard Parish, Louisiana"
22089,"St. Charles Parish, Louisiana","St. Charles Parish, Louisiana"
22091,"St. Helena Parish, Louisiana","St. Helena Parish, Louisiana"
22093,"St. James Parish, Louisiana","St. James Parish, Louisiana"
22095,"St. John the Baptist Parish, Louisiana","St. John the Baptist Parish, Louisiana"
22097,"St. Landry Parish, Louisiana","St. Landry Parish, Louisiana"
22099,"St. Martin Parish, Louisiana","St. Martin Parish, Louisiana"
22101,"St. Mary Parish, Louisiana","St. Mary Parish, Louisiana"
22103,"St. Tammany Parish, Louisiana","St. Tammany Parish, Louisiana"
22105,"Tangipahoa Parish, Louisiana","Tangipahoa Parish, Louisiana"
22107,"Tensas Parish, Louisiana","Tensas Parish, Louisiana"
22109,"Terrebonne Parish, Louisiana","Terrebonne Parish, Louisiana"
22111,"Union Parish, Louisiana","Union Parish, Louisiana"
22113,"Vermilion Parish, Louisiana","Vermilion Parish, Louisiana"
22115,"Vernon Parish, Louisiana","Vernon Parish, Louisiana"
22117,"Washington Parish, Louisiana","Washington Parish, Louisiana"
22119,"Webster Parish, Louisiana","Webster Parish, Louisiana"
22121,"West Baton Rouge Parish, Louisiana","West Baton Rouge Parish, Louisiana"
22123,"West Carroll Parish, Louisiana","West Carroll Parish, Louisiana"
22125,"West Feliciana Parish, Louisiana","West Feliciana Parish, Louisiana"
22127,"Winn Parish, Louisiana","Winn Parish, Louisiana"
23001,"Androscoggin County, Maine","Androscoggin County, Maine"
23003,"Aroostook County, Maine","Aroostook County, Maine"
23005,"Cumberland County, Maine","Cumberland County, Maine"
23007,"Franklin County, Maine","Franklin County, Maine"
23009,"Hancock County, Maine","Hancock County, Maine"
23011,"Kennebec County, Maine","Kennebec County, Maine"
23013,"Knox County, Maine","Knox County, Maine"
23015,"Lincoln County, Maine","Lincoln County, Maine"
23017,"Oxford County, Maine","Oxford County, Maine"
23019,"Penobscot County, Maine","Penobscot County, Maine"
23021,"Piscataquis County, Maine","Piscataquis County, Maine"
23023,"Sagadahoc County, Maine","Sagadahoc County, Maine"
23025,"Somerset County, Maine","Somerset County, Maine"
23027,"Waldo County, Maine","Waldo County, Maine"
23029,"Washington County, Maine","Washington County, Maine"
23031,"York County, Maine","York County, Maine"
24001,"Allegany County, Maryland","Allegany County, Maryland"
24003,"Anne Arundel County, Maryland","Anne Arundel County, Maryland"
24005,"Baltimore County, Maryland","Baltimore County, Maryland"
24009,"Calvert County, Maryland","Calvert County, Maryland"
24011,"Caroline County, Maryland","Caroline County, Maryland"
24013,"Carroll County, Maryland","Carroll County, Maryland"
24015,"Cecil County, Maryland","Cecil County, Maryland"
24017,"Charles County, Maryland","Charles County, Maryland"
24019,"Dorchester County, Maryland","Dorchester County, Maryland"
24021,"Frederick County, Maryland","Frederick County, Maryland"
24023,"Garrett County, Maryland","Garrett County, Maryland"
24025,"Harford County, Maryland","Harford County, Maryland"
24027,"Howard County, Maryland","Howard County, Maryland"
24029,"Kent County, Maryland","Kent County, Maryland"
24031,"Montgomery County, Maryland","Montgomery County, Maryland"
24033,"Prince George's County, Maryland","Prince George's County, Maryland"
24035,"Queen Anne's County, Maryland","Queen Anne's County, Maryland"
24037,"St. Mary's County, Maryland","St. Mary's County, Maryland"
24039,"Somerset County, Maryland","Somerset County, Maryland"
24041,"Talbot County, Maryland","Talbot County, Maryland"
24043,"Washington County, Maryland","Washington County, Maryland"
24045,"Wicomico County, Maryland","Wicomico County, Maryland"
24047,"Worcester County, Maryland","Worcester County, Maryland"
24510,"Baltimore city, Maryland","Baltimore city, Maryland"
25001,"Barnstable County, Massachusetts","Barnstable County, Massachusetts"
25003,"Berkshire County, Massachusetts","Berkshire County, Massachusetts"
25005,"Bristol County, Massachusetts","Bristol County, Massachusetts"
25007,"Dukes County, Massachusetts","Dukes County, Massachusetts"
25009,"Essex County, Massachusetts","Essex County, Massachusetts"
25011,"Franklin County, Massachusetts","Franklin County, Massachusetts"
25013,"Hampden County, Massachusetts","Hampden County, Massachusetts"
25015,"Hampshire County, Massachusetts","Hampshire County, Massachusetts"
25017,"Middlesex County, Massachusetts","Middlesex County, Massachusetts"
25019,"Nantucket County, Massachusetts","Nantucket County, Massachusetts"
25021,"Norfolk County, Massachusetts","Norfolk County, Massachusetts"
25023,"Plymouth County, Massachusetts","Plymouth County, Massachusetts"
25025,"Suffolk County, Massachusetts","Suffolk County, Massachusetts"
25027,"Worcester County, Massachusetts","Worcester County, Massachusetts"
26001,"Alcona County, Michigan","Alcona County, Michigan"
26003,"Alger County, Michigan","Alger County, Michigan"
26005,"Allegan County, Michigan","Allegan County, Michigan"
26007,"Alpena County, Michigan","Alpena County, Michigan"
26009,"Antrim County, Michigan","Antrim County, Michigan"
26011,"Arenac County, Michigan","Arenac County, Michigan"
26013,"Baraga County, Michigan","Baraga County, Michigan"
26015,"Barry County, Michigan","Barry County, Michigan"
26017,"Bay County, Michigan","Bay County, Michigan"
26019,"Benzie County, Michigan","Benzie County, Michigan"
26021,"Berrien County, Michigan","Berrien County, Michigan"
26023,"Branch County, Michigan","Branch County, Michigan"
26025,"Calhoun County, Michigan","Calhoun County, Michigan"
26027,"Cass County, Michigan","Cass County, Michigan"
26029,"Charlevoix County, Michigan","Charlevoix County, Michigan"
26031,"Cheboygan County, Michigan","Cheboygan County, Michigan"
26033,"Chippewa County, Michigan","Chippewa County, Michigan"
26035,"Clare County, Michigan","Clare County, Michigan"
26037,"Clinton County, Michigan","Clinton County, Michigan"
26039,"Crawford County, Michigan","Crawford County, Michigan"
26041,"Delta County, Michigan","Delta County, Michigan"
26043,"Dickinson County, Michigan","Dickinson County, Michigan"
26045,"Eaton County, Michigan","Eaton County, Michigan"
26047,"Emmet County, Michigan","Emmet County, Michigan"
26049,"Genesee County, Michigan","Genesee County, Michigan"
26051,"Gladwin County, Michigan","Gladwin County, Michigan"
26053,"Gogebic County, Michigan","Gogebic County, Michigan"
26055,"Grand Traverse County, Michigan","Grand Traverse County, Michigan"
26057,"Gratiot County, Michigan","Gratiot County, Michigan"
26059,"Hillsdale County, Michigan","Hillsdale County, Michigan"
26061,"Houghton County, Michigan","Houghton County, Michigan"
26063,"Huron County, Michigan","Huron County, Michigan"
26065,"Ingham County, Michigan","Ingham County, Michigan"
26067,"Ionia County, Michigan","Ionia County, Michigan"
26069,"Iosco County, Michigan","Iosco County, Michigan"
26071,"Iron County, Michigan","Iron County, Michigan"
26073,"Isabella County, Michigan","Isabella County, Michigan"
26075,"Jackson County, Michigan","Jackson County, Michigan"
26077,"Kalamazoo County, Michigan","Kalamazoo County, Michigan"
26079,"Kalkaska County, Michigan","Kalkaska County, Michigan"
26081,"Kent County, Michigan","Kent County, Michigan"
26083,"Keweenaw County, Michigan","Keweenaw County, Michigan"
26085,"Lake County, Michigan","Lake County, Michigan"
26087,"Lapeer County, Michigan","Lapeer County, Michigan"
26089,"Leelanau County, Michigan","Leelanau County, Michigan"
26091,"Lenawee County, Michigan","Lenawee County, Michigan"
26093,"Livingston County, Michigan","Livingston County, Michigan"
26095,"Luce County, Michigan","Luce County, Michigan"
26097,"Mackinac County, Michigan","Mackinac County, Michigan"
26099,"Macomb County, Michigan","Macomb County, Michigan"
26101,"Manistee County, Michigan","Manistee County, Michigan"
26103,"Marquette County, Michigan","Marquette County, Michigan"
26105,"Mason County, Michigan","Mason County, Michigan"
26107,"Mecosta County, Michigan","Mecosta County, Michigan"
26109,"Menominee County, Michigan","Menominee County, Michigan"
26111,"Midland County, Michigan","Midland County, Michigan"
26113,"Missaukee County, Michigan","Missaukee County, Michigan"
26115,"Monroe County, Michigan","Monroe County, Michigan"
26117,"Montcalm County, Michigan","Montcalm County, Michigan"
26119,"Montmorency County, Michigan","Montmorency County, Michigan"
26121,"Muskegon County, Michigan","Muskegon County, Michigan"
26123,"Newaygo County, Michigan","Newaygo County, Michigan"
26125,"Oakland County, Michigan","Oakland County, Michigan"
26127,"Oceana County, Michigan","Oceana County, Michigan"
26129,"Ogemaw County, Michigan","Ogemaw County, Michigan"
26131,"Ontonagon County, Michigan","Ontonagon County, Michigan"
26133,"Osceola County, Michigan","Osceola County, Michigan"
26135,"Oscoda County, Michigan","Oscoda County, Michigan"
26137,"Otsego County, Michigan","Otsego County, Michigan"
26139,"Ottawa County, Michigan","Ottawa County, Michigan"
26141,"Presque Isle County, Michigan","Presque Isle County, Michigan"
26143,"Roscommon County, Michigan","Roscommon County, Michigan"
26145,"Saginaw County, Michigan","Saginaw County, Michigan"
26147,"St. Clair County, Michigan","St. Clair County, Michigan"
26149,"St. Joseph County, Michigan","St. Joseph County, Michigan"
26151,"Sanilac County, Michigan","Sanilac County, Michigan"
26153,"Schoolcraft County, Michigan","Schoolcraft County, Michigan"
26155,"Shiawassee County, Michigan","Shiawassee County, Michigan"
26157,"Tuscola County, Michigan","Tuscola County, Michigan"
26159,"Van Buren County, Michigan","Van Buren County, Michigan"
26161,"Washtenaw County, Michigan","Washtenaw County, Michigan"
26163,"Wayne County, Michigan","Wayne County, Michigan"
26165,"Wexford County, Michigan","Wexford County, Michigan"
27001,"Aitkin County, Minnesota","Aitkin County, Minnesota"
27003,"Anoka County, Minnesota","Anoka County, Minnesota"
27005,"Becker County, Minnesota","Becker County, Minnesota"
27007,"Beltrami County, Minnesota","Beltrami County, Minnesota"
27009,"Benton County, Minnesota","Benton County, Minnesota"
27011,"Big Stone County, Minnesota","Big Stone County, Minnesota"
27013,"Blue Earth County, Minnesota","Blue Earth County, Minnesota"
27015,"Brown County, Minnesota","Brown County, Minnesota"
27017,"Carlton County, Minnesota","Carlton County, Minnesota"
27019,"Carver County, Minnesota","Carver County, Minnesota"
27021,"Cass County, Minnesota","Cass County, Minnesota"
27023,"Chippewa County, Minnesota","Chippewa County, Minnesota"
27025,"Chisago County, Minnesota","Chisago County, Minnesota"
27027,"Clay County, Minnesota","Clay County, Minnesota"
27029,"Clearwater County, Minnesota","Clearwater County, Minnesota"
27031,"Cook County, Minnesota","Cook County, Minnesota"
27033,"Cottonwood County, Minnesota","Cottonwood County, Minnesota"
27035,"Crow Wing County, Minnesota","Crow Wing County, Minnesota"
27037,"Dakota County, Minnesota","Dakota County, Minnesota"
27039,"Dodge County, Minnesota","Dodge County, Minnesota"
27041,"Douglas County, Minnesota","Douglas County, Minnesota"
27043,"Faribault County, Minnesota","Faribault County, Minnesota"
27045,"Fillmore County, Minnesota","Fillmore County, Minnesota"
27047,"Freeborn County, Minnesota","Freeborn County, Minnesota"
27049,"Goodhue County, Minnesota","Goodhue County, Minnesota"
27051,"Grant County, Minnesota","Grant County, Minnesota"
27053,"Hennepin County, Minnesota","Hennepin County, Minnesota"
27055,"Houston County, Minnesota","Houston County, Minnesota"
27057,"Hubbard County, Minnesota","Hubbard County, Minnesota"
27059,"Isanti County, Minnesota","Isanti County, Minnesota"
27061,"Itasca County, Minnesota","Itasca County, Minnesota"
27063,"Jackson County, Minnesota","Jackson County, Minnesota"
27065,"Kanabec County, Minnesota","Kanabec County, Minnesota"
27067,"Kandiyohi County, Minnesota","Kandiyohi County, Minnesota"
27069,"Kittson County, Minnesota","Kittson County, Minnesota"
27071,"Koochiching County, Minnesota","Koochiching County, Minnesota"
27073,"Lac qui Parle County, Minnesota","Lac qui Parle County, Minnesota"
27075,"Lake County, Minnesota","Lake County, Minnesota"
27077,"Lake of the Woods County, Minnesota","Lake of the Woods County, Minnesota"
27079,"Le Sueur County, Minnesota","Le Sueur County, Minnesota"
27081,"Lincoln County, Minnesota","Lincoln County, Minnesota"
27083,"Lyon County, Minnesota","Lyon County, Minnesota"
27085,"McLeod County, Minnesota","McLeod County, Minnesota"
27087,"Mahnomen County, Minnesota","Mahnomen County, Minnesota"
27089,"Marshall County, Minnesota","Marshall County, Minnesota"
27091,"Martin County, Minnesota","Martin County, Minnesota"
27093,"Meeker County, Minnesota","Meeker County, Minnesota"
27095,"Mille Lacs County, Minnesota","Mille Lacs County, Minnesota"
27097,"Morrison County, Minnesota","Morrison County, Minnesota"
27099,"Mower County, Minnesota","Mower County, Minnesota"
27101,"Murray County, Minnesota","Murray County, Minnesota"
27103,"Nicollet County, Minnesota","Nicollet County, Minnesota"
27105,"Nobles County, Minnesota","Nobles County, Minnesota"
27107,"Norman County, Minnesota","Norman County, Minnesota"
27109,"Olmsted County, Minnesota","Olmsted County, Minnesota"
27111,"Otter Tail County, Minnesota","Otter Tail County, Minnesota"
27113,"Pennington County, Minnesota","Pennington County, Minnesota"
27115,"Pine County, Minnesota","Pine County, Minnesota"
27117,"Pipestone County, Minnesota","Pipestone County, Minnesota"
27119,"Polk County, Minnesota","Polk County, Minnesota"
27121,"Pope County, Minnesota","Pope County, Minnesota"
27123,"Ramsey County, Minnesota","Ramsey County, Minnesota"
27125,"Red Lake County, Minnesota","Red Lake County, Minnesota"
27127,"Redwood County, Minnesota","Redwood County, Minnesota"
27129,"Renville County, Minnesota","Renville County, Minnesota"
27131,"Rice County, Minnesota","Rice County, Minnesota"
27133,"Rock County, Minnesota","Rock County, Minnesota"
27135,"Roseau County, Minnesota","Roseau County, Minnesota"
27137,"St. Louis County, Minnesota","St. Louis County, Minnesota"
27139,"Scott County, Minnesota","Scott County, Minnesota"
27141,"Sherburne County, Minnesota","Sherburne County, Minnesota"
27143,"Sibley County, Minnesota","Sibley County, Minnesota"
27145,"Stearns County, Minnesota","Stearns County, Minnesota"
27147,"Steele County, Minnesota","Steele County, Minnesota"
27149,"Stevens County, Minnesota","Stevens County, Minnesota"
27151,"Swift County, Minnesota","Swift County, Minnesota"
27153,"Todd County, Minnesota","Todd County, Minnesota"
27155,"Traverse County, Minnesota","Traverse County, Minnesota"
27157,"Wabasha County, Minnesota","Wabasha County, Minnesota"
27159,"Wadena County, Minnesota","Wadena County, Minnesota"
27161,"Waseca County, Minnesota","Waseca County, Minnesota"
27163,"Washington County, Minnesota","Washington County, Minnesota"
27165,"Watonwan County, Minnesota","Watonwan County, Minnesota"
27167,"Wilkin County, Minnesota","Wilkin County, Minnesota"
27169,"Winona County, Minnesota","Winona County, Minnesota"
27171,"Wright County, Minnesota","Wright County, Minnesota"
27173,"Yellow Medicine County, Minnesota","Yellow Medicine County, Minnesota"
28001,"Adams County, Mississippi","Adams County, Mississippi"
28003,"Alcorn County, Mississippi","Alcorn County, Mississippi"
28005,"Amite County, Mississippi","Amite County, Mississippi"
28007,"Attala County, Mississippi","Attala County, Mississippi"
28009,"Benton County, Mississippi","Benton County, Mississippi"
28011,"Bolivar County, Mississippi","Bolivar County, Mississippi"
28013,"Calhoun County, Mississippi","Calhoun County, Mississippi"
28015,"Carroll County, Mississippi","Carroll County, Mississippi"
28017,"Chickasaw County, Mississippi","Chickasaw County, Mississippi"
28019,"Choctaw County, Mississippi","Choctaw County, Mississippi"
28021,"Claiborne County, Mississippi","Claiborne County, Mississippi"
28023,"Clarke County, Mississippi","Clarke County, Mississippi"
28025,"Clay County, Mississippi","Clay County, Mississippi"
28027,"Coahoma County, Mississippi","Coahoma County, Mississippi"
28029,"Copiah County, Mississippi","Copiah County, Mississippi"
28031,"Covington County, Mississippi","Covington County, Mississippi"
28033,"DeSoto County, Mississippi","DeSoto County, Mississippi"
28035,"Forrest County, Mississippi","Forrest County, Mississippi"
28037,"Franklin County, Mississippi","Franklin County, Mississippi"
28039,"George County, Mississippi","George County, Mississippi"
28041,"Greene County, Mississippi","Greene County, Mississippi"
28043,"Grenada County, Mississippi","Grenada County, Mississippi"
28045,"Hancock County, Mississippi","Hancock County, Mississippi"
28047,"Harrison County, Mississippi","Harrison County, Mississippi"
28049,"Hinds County, Mississippi","Hinds County, Mississippi"
28051,"Holmes County, Mississippi","Holmes County, Mississippi"
28053,"Humphreys County, Mississippi","Humphreys County, Mississippi"
28055,"Issaquena County, Mississippi","Issaquena County, Mississippi"
28057,"Itawamba County, Mississippi","Itawamba County, Mississippi"
28059,"Jackson County, Mississippi","Jackson County, Mississippi"
28061,"Jasper County, Mississippi","Jasper County, Mississippi"
28063,"Jefferson County, Mississippi","Jefferson County, Mississippi"
28065,"Jefferson Davis County, Mississippi","Jefferson Davis County, Mississippi"
28067,"Jones County, Mississippi","Jones County, Mississippi"
28069,"Kemper County, Mississippi","Kemper County, Mississippi"
28071,"Lafayette County, Mississippi","Lafayette County, Mississippi"
28073,"Lamar County, Mississippi","Lamar County, Mississippi"
28075,"Lauderdale County, Mississippi","Lauderdale County, Mississippi"
28077,"Lawrence County, Mississippi","Lawrence County, Mississippi"
28079,"Leake County, Mississippi","Leake County, Mississippi"
28081,"Lee County, Mississippi","Lee County, Mississippi"
