tract_fips_2020,Tract_fips_2022,tract_name,town_name,town_fips_2020,town_fips_2022,county_name,county_fips_2020,ce_name_2022,ce_fips_2022,PUMA2020code,PUMA2020name,school_district_code,school_district_name,zip5_zcta2020
09009171600,09170171600,1716,Meriden,0900946520,0917046520,New Haven,09009,South Central Connecticut Planning Region,09170,20503,South Central North,80,Meriden,06451
09011696300,09180696300,6963,Norwich,0901156270,0918056270,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,104,Norwich,06360
09011702100,09180702100,7021,Groton,0901134250,0918034250,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,59,Groton,06355
09009171700,09170171700,1717,Meriden,0900946520,0917046520,New Haven,09009,South Central Connecticut Planning Region,09170,20503,South Central North,80,Meriden,06450
09009175100,09170175100,1751,Wallingford,0900978740,0917078740,New Haven,09009,South Central Connecticut Planning Region,09170,20503,South Central North,148,Wallingford,06492
09009175200,09170175200,1752,Wallingford,0900978740,0917078740,New Haven,09009,South Central Connecticut Planning Region,09170,20503,South Central North,148,Wallingford,06492
09009175300,09170175300,1753,Wallingford,0900978740,0917078740,New Haven,09009,South Central Connecticut Planning Region,09170,20503,South Central North,148,Wallingford,06492
09011700100,09180700100,7001,Preston,0901162150,0918062150,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,114,Preston,06365
09011660101,09130660101,6601.01,Old Lyme,0901157040,0913057040,New London,09011,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,218,Region 18,06371
09011709100,09180709100,7091,Griswold,0901133900,0918033900,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,58,Griswold,06351
09011710100,09180710100,7101,Lisbon,0901143230,0918043230,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,73,Lisbon,06351
09011696100,09180696100,6961,Norwich,0901156270,0918056270,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,104,Norwich,06360
09011696200,09180696200,6962,Norwich,0901156270,0918056270,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,104,Norwich,06360
09011708100,09150708100,7081,Voluntown,0901178600,0915078600,New London,09011,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,147,Voluntown,06384
09011870100,09180870100,8701,Lebanon,0901142390,0918042390,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,71,Lebanon,06249
09011702800,09180702800,7028,Groton,0901134250,0918034250,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,59,Groton,06340
09011702900,09180702900,7029,Groton,0901134250,0918034250,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,59,Groton,06340
09011703000,09180703000,7030,Groton,0901134250,0918034250,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,59,Groton,06355
09005253200,09190253200,2532,New Milford,0900552630,0919052630,Litchfield,09005,Western Connecticut Planning Region,09190,20804,Western North,96,New Milford,06776
09005349200,09140349200,3492,Thomaston,0900575730,0914075730,Litchfield,09005,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,140,Thomaston,06787
09005362101,09140362101,3621.01,Woodbury,0900587910,0914087910,Litchfield,09005,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,214,Region 14,06798
09005300400,09160300400,3004,Litchfield,0900543370,0916043370,Litchfield,09005,Northwest Hills Planning Region,09160,20100,Northwest Hills,74,Litchfield,06759
09005300500,09160300500,3005,Litchfield,0900543370,0916043370,Litchfield,09005,Northwest Hills Planning Region,09160,20100,Northwest Hills,74,Litchfield,06759
09005360100,09140360100,3601,Watertown,0900580490,0914080490,Litchfield,09005,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,153,Watertown,06795
09005425300,09140425300,4253,Plymouth,0900560750,0914060750,Litchfield,09005,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,111,Plymouth,06786
09005261100,09160261100,2611,Salisbury,0900566420,0916066420,Litchfield,09005,Northwest Hills Planning Region,09160,20100,Northwest Hills,201,Region 1,06068
09005253400,09190253400,2534,New Milford,0900552630,0919052630,Litchfield,09005,Western Connecticut Planning Region,09190,20804,Western North,96,New Milford,06776
09005349100,09140349100,3491,Thomaston,0900575730,0914075730,Litchfield,09005,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,140,Thomaston,06787
09005253500,09190253500,2535,New Milford,0900552630,0919052630,Litchfield,09005,Western Connecticut Planning Region,09190,20804,Western North,96,New Milford,06776
09005296100,09160296100,2961,Goshen,0900532290,0916032290,Litchfield,09005,Northwest Hills Planning Region,09160,20100,Northwest Hills,206,Region 6,06756
09005310601,09160310601,3106.01,Torrington,0900576570,0916076570,Litchfield,09005,Northwest Hills Planning Region,09160,20100,Northwest Hills,143,Torrington,06790
09005306100,09160306100,3061,New Hartford,0900551350,0916051350,Litchfield,09005,Northwest Hills Planning Region,09160,20100,Northwest Hills,207,Region 7,06057
09005263200,09160263200,2632,Cornwall,0900517240,0916017240,Litchfield,09005,Northwest Hills Planning Region,09160,20100,Northwest Hills,201,Region 1,06796
09005300100,09160300100,3001,Litchfield,0900543370,0916043370,Litchfield,09005,Northwest Hills Planning Region,09160,20100,Northwest Hills,74,Litchfield,06759
09005362102,09140362102,3621.02,Woodbury,0900587910,0914087910,Litchfield,09005,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,214,Region 14,06798
09011715100,09180715100,7151,Salem,0901166210,0918066210,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,121,Salem,06420
09001110601,09140110601,1106.01,Shelton,0900168170,0914068170,Fairfield,09001,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,126,Shelton,06484
09001110602,09140110602,1106.02,Shelton,0900168170,0914068170,Fairfield,09001,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,126,Shelton,06484
09001035102,09190035102,351.02,New Canaan,0900150580,0919050580,Fairfield,09001,Western Connecticut Planning Region,09190,20802,Western Central,90,New Canaan,06840
09001035101,09190035101,351.01,New Canaan,0900150580,0919050580,Fairfield,09001,Western Connecticut Planning Region,09190,20802,Western Central,90,New Canaan,06840
09001210502,09190210502,2105.02,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06810
09001021701,09190021701,217.01,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001021602,09190021602,216.02,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06905
09001021502,09190021502,215.02,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001211202,09190211202,2112.02,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06811
09001210202,09190210202,2102.02,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06810
09001210201,09190210201,2102.01,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06810
09001210102,09190210102,2101.02,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06810
09001210401,09190210401,2104.01,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06810
09001050302,09190050302,503.02,Westport,0900183500,0919083500,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,158,Westport,06880
09001021401,09190021401,214.01,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001021402,09190021402,214.02,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001021601,09190021601,216.01,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06905
09001020101,09190020101,201.01,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06901
09001021702,09190021702,217.02,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06901
09001021501,09190021501,215.01,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001211201,09190211201,2112.01,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06811
09001210101,09190210101,2101.01,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06810
09001020102,09190020102,201.02,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06901
09001210501,09190210501,2105.01,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06810
09001210402,09190210402,2104.02,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06810
09001050301,09190050301,503.01,Westport,0900183500,0919083500,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,158,Westport,06880
09013881500,09110881500,8815,Mansfield,0901344910,0911044910,Tolland,09013,Capitol Planning Region,09110,20203,Capitol East,219,Region 19,06268
09003430604,09110430604,4306.04,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06489
09003430501,09110430501,4305.01,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06479
09003430502,09110430502,4305.02,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06479
09003980002,09110980002,9800.02,Windsor Locks,0900387070,0911087070,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,165,Windsor Locks,06096
09003417200,09110417200,4172,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
09003417300,09110417300,4173,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
09003980003,09110980003,9800.03,Suffield,0900374540,0911074540,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,139,Suffield,06078
09003980100,09110980100,9801,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06120
09003980001,09110980001,9800.01,East Granby,0900322070,0911022070,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,40,East Granby,06026
09009142604,09170142604,1426.04,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06513
09009361401,09170361401,3614.01,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06511
09003460100,09110460100,4601,Farmington,0900327600,0911027600,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,52,Farmington,06032
09001257200,09120257200,2572,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06606
09003405402,09140405402,4054.02,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09003524502,09110524502,5245.02,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06105
09003524200,09110524200,5242,Rocky Hill,0900365370,0911065370,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",119,Rocky Hill,06067
09003460203,09110460203,4602.03,Farmington,0900327600,0911027600,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,52,Farmington,06032
09003487201,09110487201,4872.01,South Windsor,0900371390,0911071390,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,132,South Windsor,06074
09003487202,09110487202,4872.02,South Windsor,0900371390,0911071390,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,132,South Windsor,06074
09003514101,09110514101,5141.01,Manchester,0900344700,0911044700,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester,06042
09003520302,09110520302,5203.02,Glastonbury,0900331240,0911031240,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury,06033
09003520301,09110520301,5203.01,Glastonbury,0900331240,0911031240,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury,06033
09003524300,09110524300,5243,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003524700,09110524700,5247,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06106
09003524400,09110524400,5244,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06120
09003524600,09110524600,5246,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06105
09015903101,09150903101,9031.01,Putnam,0901562710,0915062710,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,116,Putnam,06260
09015904102,09150904102,9041.02,Killingly,0901540500,0915040500,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,69,Killingly,06239
09015905101,09150905101,9051.01,Brooklyn,0901509190,0915009190,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,19,Brooklyn,06234
09015800502,09180800502,8005.02,Windham,0901586790,0918086790,Windham,09015,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,163,Windham,06280
09015903102,09150903102,9031.02,Putnam,0901562710,0915062710,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,116,Putnam,06260
09015901102,09150901102,9011.02,Woodstock,0901588190,0915088190,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,169,Woodstock,06281
09015901101,09150901101,9011.01,Woodstock,0901588190,0915088190,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,169,Woodstock,06281
09015904101,09150904101,9041.01,Killingly,0901540500,0915040500,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,69,Killingly,06241
09015800501,09180800501,8005.01,Windham,0901586790,0918086790,Windham,09015,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,163,Windham,06256
09015905102,09150905102,9051.02,Brooklyn,0901509190,0915009190,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,19,Brooklyn,06234
09009142700,09170142700,1427,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06512
09011714104,09180714104,7141.04,Colchester,0901115910,0918015910,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,28,Colchester,06415
09011870704,09180870704,8707.04,East Lyme,0901123400,0918023400,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,45,East Lyme,06357
09011870701,09180870701,8707.01,East Lyme,0901123400,0918023400,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,45,East Lyme,06357
09011705102,09180705102,7051.02,Stonington,0901173770,0918073770,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,137,Stonington,06379
09011705101,09180705101,7051.01,Stonington,0901173770,0918073770,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,137,Stonington,06379
09011870300,09180870300,8703,New London,0901152350,0918052350,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,95,New London,06320
09013529100,09110529100,5291,Bolton,0901306260,0911006260,Tolland,09013,Capitol Planning Region,09110,20203,Capitol East,12,Bolton,06043
09013530100,09110530100,5301,Vernon,0901378250,0911078250,Tolland,09013,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon,06066
09003524100,09110524100,5241,Marlborough,0900345820,0911045820,Hartford,09003,Capitol Planning Region,09110,20203,Capitol East,208,Region 8,06447
09013530301,09110530301,5303.01,Vernon,0901378250,0911078250,Tolland,09013,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon,06066
09013530302,09110530302,5303.02,Vernon,0901378250,0911078250,Tolland,09013,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon,06066
09013530400,09110530400,5304,Vernon,0901378250,0911078250,Tolland,09013,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon,06066
09013530500,09110530500,5305,Vernon,0901378250,0911078250,Tolland,09013,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon,06066
09013881100,09110881100,8811,Mansfield,0901344910,0911044910,Tolland,09013,Capitol Planning Region,09110,20203,Capitol East,219,Region 19,06250
09013850200,09110850200,8502,Coventry,0901317800,0911017800,Tolland,09013,Capitol Planning Region,09110,20203,Capitol East,32,Coventry,06238
09003420400,09110420400,4204,Plainville,0900360120,0911060120,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",110,Plainville,06062
09009141500,09170141500,1415,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06511
09009141600,09170141600,1416,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06511
09009141800,09170141800,1418,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06511
09009141900,09170141900,1419,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06511
09009142100,09170142100,1421,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06511
09011690800,09180690800,6908,New London,0901152350,0918052350,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,95,New London,06320
09011690900,09180690900,6909,New London,0901152350,0918052350,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,95,New London,06320
09011693500,09180693500,6935,Waterford,0901180280,0918080280,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,152,Waterford,06385
09011693600,09180693600,6936,Waterford,0901180280,0918080280,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,152,Waterford,06375
09011696800,09180696800,6968,Norwich,0901156270,0918056270,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,104,Norwich,06360
09011697000,09180697000,6970,Norwich,0901156270,0918056270,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,104,Norwich,06360
09007610300,09130610300,6103,Clinton,0900715350,0913015350,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,27,Clinton,06413
09011702300,09180702300,7023,Groton,0901134250,0918034250,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,59,Groton,06340
09011702400,09180702400,7024,Groton,0901134250,0918034250,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,59,Groton,06340
09001042600,09190042600,426,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06851
09001042900,09190042900,429,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06850
09001071000,09120071000,710,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06605
09001071100,09120071100,711,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06605
09001071200,09120071200,712,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06605
09001071300,09120071300,713,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06604
09001071400,09120071400,714,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06604
09003430100,09110430100,4301,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06489
09001071600,09120071600,716,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06604
09003487100,09110487100,4871,South Windsor,0900371390,0911071390,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,132,South Windsor,06074
09001043400,09190043400,434,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06851
09001043500,09190043500,435,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06851
09001071900,09120071900,719,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06606
09001072000,09120072000,720,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06604
09001072200,09120072200,722,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06606
09001043600,09190043600,436,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06851
09001072300,09120072300,723,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06606
09001072400,09120072400,724,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06606
09001072500,09120072500,725,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06606
09011705400,09180705400,7054,Stonington,0901173770,0918073770,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,137,Stonington,06378
09011716101,09180716101,7161.01,East Lyme,0901123400,0918023400,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,45,East Lyme,06333
09011695202,09180695202,6952.02,Montville,0901148900,0918048900,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,86,Montville,06370
09011711100,09180711100,7111,Sprague,0901171670,0918071670,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,133,Sprague,06330
09011705200,09180705200,7052,Stonington,0901173770,0918073770,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,137,Stonington,06378
09011701100,09180701100,7011,Ledyard,0901142600,0918042600,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,72,Ledyard,06339
09001072600,09120072600,726,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06606
09001072700,09120072700,727,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06606
09001043900,09190043900,439,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06854
09001043700,09190043700,437,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06850
09001072800,09120072800,728,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06606
09011693300,09180693300,6933,Waterford,0901180280,0918080280,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,152,Waterford,06385
09011714101,09180714101,7141.01,Colchester,0901115910,0918015910,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,28,Colchester,06415
09011707100,09180707100,7071,North Stonington,0901155500,0918055500,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,102,North Stonington,06359
09011701200,09180701200,7012,Ledyard,0901142600,0918042600,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,72,Ledyard,06335
09011695201,09180695201,6952.01,Montville,0901148900,0918048900,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,86,Montville,06382
09011650100,09130650100,6501,Lyme,0901144210,0913044210,New London,09011,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,218,Region 18,06371
09011696600,09180696600,6966,Norwich,0901156270,0918056270,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,104,Norwich,06360
09011693400,09180693400,6934,Waterford,0901180280,0918080280,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,152,Waterford,06385
09001044000,09190044000,440,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06854
09001044100,09190044100,441,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06854
09001044200,09190044200,442,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06855
09001073000,09120073000,730,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06610
09001073200,09120073200,732,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06610
09001073300,09120073300,733,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06610
09001073400,09120073400,734,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06610
09001073500,09120073500,735,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06608
09001073700,09120073700,737,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06610
09001073800,09120073800,738,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06608
