year,state,place,state_name,place_name,population
2016,06,28000,California,Fullerton city,140721
2016,06,29000,California,Garden Grove city,174858
2016,06,30000,California,Glendale city,200831
2016,06,32548,California,Hawthorne city,88031
2016,06,33000,California,Hayward city,158937
2016,06,33182,California,Hemet city,84281
2016,06,33434,California,Hesperia city,93724
2016,06,36000,California,Huntington Beach city,200652
2016,06,36448,California,Indio city,88488
2016,06,36546,California,Inglewood city,110654
2016,06,36770,California,Irvine city,266122
2016,06,37692,California,Jurupa Valley city,103541
2016,06,39496,California,Lake Forest city,83240
2016,06,39892,California,Lakewood city,81138
2016,06,40130,California,Lancaster city,160106
2016,06,41992,California,Livermore city,89115
2016,06,43000,California,Long Beach city,470130
2016,06,44000,California,Los Angeles city,3976322
2016,06,45484,California,Manteca city,76908
2016,06,46842,California,Menifee city,88531
2016,06,46898,California,Merced city,82594
2016,06,47766,California,Milpitas city,77528
2016,06,48256,California,Mission Viejo city,96396
2016,06,48354,California,Modesto city,212175
2016,06,49270,California,Moreno Valley city,205499
2016,06,49670,California,Mountain View city,80447
2016,06,50076,California,Murrieta city,111674
2016,06,50258,California,Napa city,80416
2016,06,51182,California,Newport Beach city,86688
2016,06,52526,California,Norwalk city,106178
2016,06,53000,California,Oakland city,420005
2016,06,53322,California,Oceanside city,175464
2016,06,53896,California,Ontario city,173212
2016,06,53980,California,Orange city,140504
2016,06,54652,California,Oxnard city,207906
2016,06,55156,California,Palmdale city,157356
2016,06,56000,California,Pasadena city,142059
2016,06,56700,California,Perris city,76331
2016,06,57456,California,Pittsburg city,70679
2016,06,57792,California,Pleasanton city,82270
2016,06,58072,California,Pomona city,152494
2016,06,59444,California,Rancho Cordova city,72326
2016,06,59451,California,Rancho Cucamonga city,176534
2016,06,59920,California,Redding city,91808
2016,06,60102,California,Redwood City city,84950
2016,06,60466,California,Rialto city,103314
2016,06,60620,California,Richmond city,109813
2016,06,62000,California,Riverside city,324722
2016,06,62938,California,Roseville city,132671
2016,06,64000,California,Sacramento city,495234
2016,06,64224,California,Salinas city,157218
2016,06,65000,California,San Bernardino city,216239
2016,06,65042,California,San Buenaventura (Ventura) city,109592
2016,06,66000,California,San Diego city,1406630
2016,06,67000,California,San Francisco city,870887
2016,06,68000,California,San Jose city,1025350
2016,06,68084,California,San Leandro city,90465
2016,06,68196,California,San Marcos city,95261
2016,06,68252,California,San Mateo city,103959
2016,06,68378,California,San Ramon city,75639
2016,06,69000,California,Santa Ana city,334217
2016,06,69070,California,Santa Barbara city,91930
2016,06,69084,California,Santa Clara city,125948
2016,06,69088,California,Santa Clarita city,181972
2016,06,69196,California,Santa Maria city,106290
2016,06,70000,California,Santa Monica city,92478
2016,06,70098,California,Santa Rosa city,175155
2016,06,72016,California,Simi Valley city,126327
2016,06,73080,California,South Gate city,95538
2016,06,75000,California,Stockton city,307072
2016,06,77000,California,Sunnyvale city,152771
2016,06,78120,California,Temecula city,113054
2016,06,78582,California,Thousand Oaks city,128888
2016,06,80000,California,Torrance city,147195
2016,06,80238,California,Tracy city,89274
2016,06,80854,California,Tustin city,80395
2016,06,81344,California,Upland city,76684
2016,06,81554,California,Vacaville city,98303
2016,06,81666,California,Vallejo city,121299
2016,06,82590,California,Victorville city,122265
2016,06,82954,California,Visalia city,131074
2016,06,82996,California,Vista city,101659
2016,06,84200,California,West Covina city,107847
2016,06,84550,California,Westminster city,91565
2016,06,85292,California,Whittier city,86883
2016,08,03455,Colorado,Arvada city,117453
2016,08,04000,Colorado,Aurora city,361710
2016,08,07850,Colorado,Boulder city,108090
2016,08,12815,Colorado,Centennial city,109932
2016,08,16000,Colorado,Colorado Springs city,465101
2016,08,20000,Colorado,Denver city,693060
2016,08,27425,Colorado,Fort Collins city,164207
2016,08,32155,Colorado,Greeley city,103990
2016,08,43000,Colorado,Lakewood city,154393
2016,08,45970,Colorado,Longmont city,92858
2016,08,46465,Colorado,Loveland city,76897
2016,08,62000,Colorado,Pueblo city,110291
2016,08,77290,Colorado,Thornton city,136703
2016,08,83835,Colorado,Westminster city,113875
2016,09,08000,Connecticut,Bridgeport city,145936
2016,09,18430,Connecticut,Danbury city,84992
2016,09,37000,Connecticut,Hartford city,123243
2016,09,52000,Connecticut,New Haven city,129934
2016,09,55990,Connecticut,Norwalk city,88438
2016,09,73000,Connecticut,Stamford city,129113
2016,09,80000,Connecticut,Waterbury city,108272
2016,11,50000,District of Columbia,Washington city,681170
2016,12,07300,Florida,Boca Raton city,96114
2016,12,07875,Florida,Boynton Beach city,75569
2016,12,10275,Florida,Cape Coral city,179804
2016,12,12875,Florida,Clearwater city,114361
2016,12,14400,Florida,Coral Springs city,130059
2016,12,16475,Florida,Davie town,101871
2016,12,16725,Florida,Deerfield Beach city,79764
2016,12,17200,Florida,Deltona city,90124
2016,12,17935,Florida,Doral city,57947
2016,12,24000,Florida,Fort Lauderdale city,178752
2016,12,24125,Florida,Fort Myers city,77146
2016,12,25175,Florida,Gainesville city,131591
2016,12,30000,Florida,Hialeah city,236387
2016,12,32000,Florida,Hollywood city,151998
2016,12,32275,Florida,Homestead city,67996
2016,12,35000,Florida,Jacksonville city,880619
2016,12,36950,Florida,Kissimmee city,69369
2016,12,38250,Florida,Lakeland city,106420
2016,12,39425,Florida,Largo city,83065
2016,12,43975,Florida,Melbourne city,81185
2016,12,45000,Florida,Miami city,453579
2016,12,45025,Florida,Miami Beach city,91917
2016,12,45060,Florida,Miami Gardens city,113058
2016,12,45975,Florida,Miramar city,138449
2016,12,49675,Florida,North Port city,64274
2016,12,53000,Florida,Orlando city,277173
2016,12,54000,Florida,Palm Bay city,110104
2016,12,54200,Florida,Palm Coast city,85109
2016,12,55775,Florida,Pembroke Pines city,168587
2016,12,57425,Florida,Plantation city,92706
2016,12,58050,Florida,Pompano Beach city,109393
2016,12,58715,Florida,Port St. Lucie city,185132
2016,12,63000,Florida,St. Petersburg city,260999
2016,12,69700,Florida,Sunrise city,93734
2016,12,70600,Florida,Tallahassee city,190894
2016,12,71000,Florida,Tampa city,377165
2016,12,76600,Florida,West Palm Beach city,108161
2016,13,03440,Georgia,Athens-Clarke County unified government (balance),123371
2016,13,04000,Georgia,Atlanta city,472522
2016,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),197081
2016,13,19000,Georgia,Columbus city,197485
2016,13,42425,Georgia,Johns Creek city,83873
2016,13,49008,Georgia,Macon-Bibb County,152555
2016,13,67284,Georgia,Roswell city,94598
2016,13,68516,Georgia,Sandy Springs city,105703
2016,13,69000,Georgia,Savannah city,146763
2016,13,80508,Georgia,Warner Robins city,74388
2016,15,71550,Hawaii,Urban Honolulu CDP,351792
2016,16,08830,Idaho,Boise City city,223154
2016,16,52120,Idaho,Meridian city,95623
2016,16,56260,Idaho,Nampa city,91382
2016,17,02154,Illinois,Arlington Heights village,75525
2016,17,03012,Illinois,Aurora city,201110
2016,17,06613,Illinois,Bloomington city,78005
2016,17,12385,Illinois,Champaign city,86637
2016,17,14000,Illinois,Chicago city,2704958
2016,17,14351,Illinois,Cicero town,82992
2016,17,23074,Illinois,Elgin city,112123
2016,17,24582,Illinois,Evanston city,74895
2016,17,38570,Illinois,Joliet city,148262
2016,17,51622,Illinois,Naperville city,147122
2016,17,59000,Illinois,Peoria city,114265
2016,17,65000,Illinois,Rockford city,147651
2016,17,68003,Illinois,Schaumburg village,74446
2016,17,72000,Illinois,Springfield city,115715
2016,17,79293,Illinois,Waukegan city,88182
2016,18,05860,Indiana,Bloomington city,84465
2016,18,10342,Indiana,Carmel city,91065
2016,18,22000,Indiana,Evansville city,119477
2016,18,23278,Indiana,Fishers city,90127
2016,18,25000,Indiana,Fort Wayne city,264488
2016,18,31000,Indiana,Hammond city,77134
2016,18,36003,Indiana,Indianapolis city (balance),855164
2016,18,71000,Indiana,South Bend city,101735
2016,19,12000,Iowa,Cedar Rapids city,131127
2016,19,19000,Iowa,Davenport city,102612
2016,19,21000,Iowa,Des Moines city,215472
2016,19,73335,Iowa,Sioux City city,82872
2016,20,36000,Kansas,Kansas City city,151709
2016,20,38900,Kansas,Lawrence city,95358
2016,20,52575,Kansas,Olathe city,135473
2016,20,53775,Kansas,Overland Park city,188966
2016,20,71000,Kansas,Topeka city,126808
2016,20,79000,Kansas,Wichita city,389902
2016,21,46027,Kentucky,Lexington-Fayette urban county,318449
2016,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),616261
2016,22,05000,Louisiana,Baton Rouge city,227715
2016,22,40735,Louisiana,Lafayette city,127626
2016,22,41155,Louisiana,Lake Charles city,76848
2016,22,55000,Louisiana,New Orleans city,391495
2016,22,70000,Louisiana,Shreveport city,194920
2016,24,04000,Maryland,Baltimore city,614664
2016,24,30325,Maryland,Frederick city,70060
2016,25,07000,Massachusetts,Boston city,673184
2016,25,09000,Massachusetts,Brockton city,95630
2016,25,11000,Massachusetts,Cambridge city,110651
2016,25,23000,Massachusetts,Fall River city,88930
2016,25,34550,Massachusetts,Lawrence city,80209
2016,25,37000,Massachusetts,Lowell city,110558
2016,25,37490,Massachusetts,Lynn city,92697
2016,25,45000,Massachusetts,New Bedford city,95032
2016,25,45560,Massachusetts,Newton city,89045
2016,25,55745,Massachusetts,Quincy city,93688
2016,25,62535,Massachusetts,Somerville city,81322
2016,25,67000,Massachusetts,Springfield city,154074
2016,25,82000,Massachusetts,Worcester city,184508
2016,26,03000,Michigan,Ann Arbor city,120782
2016,26,21000,Michigan,Dearborn city,94444
2016,26,22000,Michigan,Detroit city,672795
2016,26,27440,Michigan,Farmington Hills city,81129
2016,26,29000,Michigan,Flint city,97386
2016,26,34000,Michigan,Grand Rapids city,196445
2016,26,46000,Michigan,Lansing city,116020
2016,26,49000,Michigan,Livonia city,94041
2016,26,69035,Michigan,Rochester Hills city,73422
2016,26,74900,Michigan,Southfield city,73100
2016,26,76460,Michigan,Sterling Heights city,132427
2016,26,80700,Michigan,Troy city,83641
2016,26,84000,Michigan,Warren city,135125
2016,26,86000,Michigan,Westland city,81545
2016,26,88940,Michigan,Wyoming city,75567
2016,27,06616,Minnesota,Bloomington city,85319
2016,27,07966,Minnesota,Brooklyn Park city,79707
2016,27,17000,Minnesota,Duluth city,86293
2016,27,43000,Minnesota,Minneapolis city,413651
2016,27,51730,Minnesota,Plymouth city,77216
2016,27,54880,Minnesota,Rochester city,114011
2016,27,58000,Minnesota,St. Paul city,302398
2016,27,71428,Minnesota,Woodbury city,68820
2016,28,36000,Mississippi,Jackson city,169148
2016,29,15670,Missouri,Columbia city,120612
2016,29,35000,Missouri,Independence city,117030
2016,29,38000,Missouri,Kansas City city,481420
2016,29,41348,Missouri,Lee's Summit city,96076
2016,29,54074,Missouri,O'Fallon city,86274
2016,29,65000,Missouri,St. Louis city,311404
2016,29,70000,Missouri,Springfield city,167319
2016,30,06550,Montana,Billings city,110323
2016,31,28000,Nebraska,Lincoln city,280364
2016,31,37000,Nebraska,Omaha city,446970
2016,32,31900,Nevada,Henderson city,292969
2016,32,40000,Nevada,Las Vegas city,632912
2016,32,51800,Nevada,North Las Vegas city,238702
2016,32,60600,Nevada,Reno city,245255
2016,32,68400,Nevada,Sparks city,98345
2016,33,45140,New Hampshire,Manchester city,110506
2016,33,50260,New Hampshire,Nashua city,87882
2016,34,13690,New Jersey,Clifton city,85845
2016,34,21000,New Jersey,Elizabeth city,128640
2016,34,36000,New Jersey,Jersey City city,264152
2016,34,51000,New Jersey,Newark city,281764
2016,34,57000,New Jersey,Paterson city,147000
2016,34,74000,New Jersey,Trenton city,84056
2016,35,02000,New Mexico,Albuquerque city,559277
2016,35,39380,New Mexico,Las Cruces city,101759
2016,35,63460,New Mexico,Rio Rancho city,96028
2016,35,70500,New Mexico,Santa Fe city,83875
2016,36,01000,New York,Albany city,98111
2016,36,11000,New York,Buffalo city,256902
2016,36,50617,New York,New Rochelle city,79557
2016,36,51000,New York,New York city,8537673
2016,36,63000,New York,Rochester city,208880
2016,36,73000,New York,Syracuse city,143378
2016,36,84000,New York,Yonkers city,200807
2016,37,02140,North Carolina,Asheville city,89121
2016,37,10740,North Carolina,Cary town,162320
2016,37,12000,North Carolina,Charlotte city,842051
2016,37,14100,North Carolina,Concord city,89891
2016,37,19000,North Carolina,Durham city,263016
2016,37,22920,North Carolina,Fayetteville city,204759
2016,37,25580,North Carolina,Gastonia city,75536
2016,37,28000,North Carolina,Greensboro city,287027
2016,37,28080,North Carolina,Greenville city,91495
2016,37,31400,North Carolina,High Point city,111223
2016,37,55000,North Carolina,Raleigh city,458880
2016,37,74440,North Carolina,Wilmington city,117525
2016,37,75000,North Carolina,Winston-Salem city,242203
2016,38,25700,North Dakota,Fargo city,120762
2016,39,01000,Ohio,Akron city,197633
2016,39,15000,Ohio,Cincinnati city,298800
2016,39,16000,Ohio,Cleveland city,385809
2016,39,18000,Ohio,Columbus city,860090
2016,39,21000,Ohio,Dayton city,140489
2016,39,61000,Ohio,Parma city,79425
2016,39,77000,Ohio,Toledo city,278508
2016,40,09050,Oklahoma,Broken Arrow city,107403
2016,40,23200,Oklahoma,Edmond city,91191
2016,40,41850,Oklahoma,Lawton city,94653
2016,40,52500,Oklahoma,Norman city,122180
2016,40,55000,Oklahoma,Oklahoma City city,638367
2016,40,75000,Oklahoma,Tulsa city,403090
2016,41,05350,Oregon,Beaverton city,97590
2016,41,05800,Oregon,Bend city,91122
2016,41,23850,Oregon,Eugene city,166575
2016,41,31250,Oregon,Gresham city,111523
2016,41,34100,Oregon,Hillsboro city,105164
2016,41,47000,Oregon,Medford city,81636
2016,41,59000,Oregon,Portland city,639863
2016,41,64900,Oregon,Salem city,167419
2016,42,02000,Pennsylvania,Allentown city,120443
2016,42,06088,Pennsylvania,Bethlehem city,75293
2016,42,24000,Pennsylvania,Erie city,98593
2016,42,60000,Pennsylvania,Philadelphia city,1567872
2016,42,61000,Pennsylvania,Pittsburgh city,303625
2016,42,63624,Pennsylvania,Reading city,87575
2016,42,69000,Pennsylvania,Scranton city,77291
2016,44,19180,Rhode Island,Cranston city,81034
2016,44,54640,Rhode Island,Pawtucket city,71427
2016,44,59000,Rhode Island,Providence city,179219
2016,44,74300,Rhode Island,Warwick city,81579
2016,45,13330,South Carolina,Charleston city,134385
2016,45,16000,South Carolina,Columbia city,134309
2016,45,48535,South Carolina,Mount Pleasant town,84170
2016,45,50875,South Carolina,North Charleston city,109298
2016,46,59020,South Dakota,Sioux Falls city,174360
2016,47,14000,Tennessee,Chattanooga city,177571
2016,47,15160,Tennessee,Clarksville city,150287
2016,47,27740,Tennessee,Franklin city,74794
2016,47,40000,Tennessee,Knoxville city,186239
2016,47,48000,Tennessee,Memphis city,652717
2016,47,51560,Tennessee,Murfreesboro city,131947
2016,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),660388
2016,48,01000,Texas,Abilene city,122225
2016,48,01924,Texas,Allen city,99179
2016,48,03000,Texas,Amarillo city,199582
2016,48,04000,Texas,Arlington city,392772
2016,48,05000,Texas,Austin city,947890
2016,48,06128,Texas,Baytown city,75992
2016,48,07000,Texas,Beaumont city,118299
2016,48,10768,Texas,Brownsville city,183823
2016,48,10912,Texas,Bryan city,83260
2016,48,13024,Texas,Carrollton city,133351
2016,48,13552,Texas,Cedar Park city,68918
2016,48,15976,Texas,College Station city,112141
2016,48,16432,Texas,Conroe city,82286
2016,48,17000,Texas,Corpus Christi city,325733
2016,48,19000,Texas,Dallas city,1317929
2016,48,19972,Texas,Denton city,133808
2016,48,22660,Texas,Edinburg city,87650
2016,48,24000,Texas,El Paso city,683080
2016,48,26232,Texas,Flower Mound town,73547
2016,48,27000,Texas,Fort Worth city,854113
2016,48,27684,Texas,Frisco city,163656
2016,48,29000,Texas,Garland city,234943
2016,48,30464,Texas,Grand Prairie city,190682
2016,48,35000,Texas,Houston city,2303482
2016,48,37000,Texas,Irving city,238289
2016,48,39148,Texas,Killeen city,143400
2016,48,41464,Texas,Laredo city,257156
2016,48,41980,Texas,League City city,102010
2016,48,42508,Texas,Lewisville city,104659
2016,48,43888,Texas,Longview city,82055
2016,48,45000,Texas,Lubbock city,252506
2016,48,45384,Texas,McAllen city,142212
2016,48,45744,Texas,McKinney city,172298
2016,48,47892,Texas,Mesquite city,143736
2016,48,48072,Texas,Midland city,134610
2016,48,48768,Texas,Mission city,83563
2016,48,50820,Texas,New Braunfels city,73959
2016,48,53388,Texas,Odessa city,117871
2016,48,56000,Texas,Pasadena city,153351
2016,48,56348,Texas,Pearland city,113570
2016,48,57200,Texas,Pharr city,77320
2016,48,58016,Texas,Plano city,286057
2016,48,61796,Texas,Richardson city,113347
2016,48,63500,Texas,Round Rock city,120892
2016,48,64472,Texas,San Angelo city,100702
2016,48,65000,Texas,San Antonio city,1492510
2016,48,70808,Texas,Sugar Land city,88177
2016,48,72176,Texas,Temple city,73600
2016,48,74144,Texas,Tyler city,104798
2016,48,76000,Texas,Waco city,134432
2016,48,79000,Texas,Wichita Falls city,104724
2016,49,43660,Utah,Layton city,75655
2016,49,44320,Utah,Lehi city,61130
2016,49,55980,Utah,Ogden city,86701
2016,49,57300,Utah,Orem city,97499
2016,49,62470,Utah,Provo city,116868
2016,49,65330,Utah,St. George city,82318
2016,49,67000,Utah,Salt Lake City city,193744
2016,49,67440,Utah,Sandy city,95836
2016,49,70850,Utah,South Jordan city,69034
2016,49,82950,Utah,West Jordan city,113699
2016,49,83470,Utah,West Valley City city,136574
2016,51,01000,Virginia,Alexandria city,155810
2016,51,16000,Virginia,Chesapeake city,237940
2016,51,35000,Virginia,Hampton city,135410
2016,51,47672,Virginia,Lynchburg city,80212
2016,51,56000,Virginia,Newport News city,181825
2016,51,57000,Virginia,Norfolk city,245115
2016,51,64000,Virginia,Portsmouth city,95252
2016,51,67000,Virginia,Richmond city,223170
2016,51,68000,Virginia,Roanoke city,99660
2016,51,76432,Virginia,Suffolk city,89273
2016,51,82000,Virginia,Virginia Beach city,452602
2016,53,03180,Washington,Auburn city,77472
2016,53,05210,Washington,Bellevue city,141400
2016,53,05280,Washington,Bellingham city,87574
2016,53,22640,Washington,Everett city,109043
2016,53,23515,Washington,Federal Way city,96757
2016,53,35275,Washington,Kennewick city,80454
2016,53,35415,Washington,Kent city,127514
2016,53,35940,Washington,Kirkland city,87701
2016,53,53545,Washington,Pasco city,70579
2016,53,57745,Washington,Renton city,100953
2016,53,63000,Washington,Seattle city,704352
2016,53,67000,Washington,Spokane city,215973
2016,53,67167,Washington,Spokane Valley city,96340
2016,53,70000,Washington,Tacoma city,211277
2016,53,74060,Washington,Vancouver city,174826
2016,53,80010,Washington,Yakima city,93986
2016,55,02375,Wisconsin,Appleton city,74370
2016,55,31000,Wisconsin,Green Bay city,105139
2016,55,39225,Wisconsin,Kenosha city,99631
2016,55,48000,Wisconsin,Madison city,252551
2016,55,53000,Wisconsin,Milwaukee city,595047
2016,55,66000,Wisconsin,Racine city,77571
2017,01,03076,Alabama,Auburn city,63973
2017,01,07000,Alabama,Birmingham city,210710
2017,01,35896,Alabama,Hoover city,84920
2017,01,37000,Alabama,Huntsville city,194585
2017,01,50000,Alabama,Mobile city,190265
2017,01,51000,Alabama,Montgomery city,199518
2017,01,77256,Alabama,Tuscaloosa city,100287
2017,02,03000,Alaska,Anchorage municipality,294356
2017,04,04720,Arizona,Avondale city,84025
2017,04,07940,Arizona,Buckeye city,68453
2017,04,12000,Arizona,Chandler city,253458
2017,04,23620,Arizona,Flagstaff city,71975
2017,04,27400,Arizona,Gilbert town,242354
2017,04,27820,Arizona,Glendale city,246709
2017,04,28380,Arizona,Goodyear city,79858
2017,04,46000,Arizona,Mesa city,496401
2017,04,54050,Arizona,Peoria city,168181
2017,04,55000,Arizona,Phoenix city,1626078
2017,04,65000,Arizona,Scottsdale city,249950
2017,04,71510,Arizona,Surprise city,134085
2017,04,73000,Arizona,Tempe city,185038
2017,04,77000,Arizona,Tucson city,535677
2017,04,85540,Arizona,Yuma city,95502
2017,05,23290,Arkansas,Fayetteville city,85257
2017,05,24550,Arkansas,Fort Smith city,88037
2017,05,35710,Arkansas,Jonesboro city,75866
2017,05,41000,Arkansas,Little Rock city,198606
2017,05,66080,Arkansas,Springdale city,79599
2017,06,00562,California,Alameda city,79177
2017,06,00884,California,Alhambra city,85396
2017,06,02000,California,Anaheim city,352497
2017,06,02252,California,Antioch city,111674
2017,06,02364,California,Apple Valley town,73077
2017,06,03526,California,Bakersfield city,380874
2017,06,04982,California,Bellflower city,77772
2017,06,06000,California,Berkeley city,122324
2017,06,08786,California,Buena Park city,83015
2017,06,08954,California,Burbank city,104834
2017,06,11194,California,Carlsbad city,115330
2017,06,11530,California,Carson city,92735
2017,06,13014,California,Chico city,93293
2017,06,13210,California,Chino city,89797
2017,06,13214,California,Chino Hills city,80374
2017,06,13392,California,Chula Vista city,270471
2017,06,13588,California,Citrus Heights city,87931
2017,06,14218,California,Clovis city,109691
2017,06,15044,California,Compton city,97612
2017,06,16000,California,Concord city,129783
2017,06,16350,California,Corona city,167836
2017,06,16532,California,Costa Mesa city,113825
2017,06,17918,California,Daly City city,107074
2017,06,19766,California,Downey city,113092
2017,06,21712,California,El Cajon city,103894
2017,06,22020,California,Elk Grove city,171844
2017,06,22230,California,El Monte city,116109
2017,06,22804,California,Escondido city,151969
2017,06,23182,California,Fairfield city,116266
2017,06,24638,California,Folsom city,78038
2017,06,24680,California,Fontana city,211815
2017,06,26000,California,Fremont city,234962
2017,06,27000,California,Fresno city,527438
2017,06,28000,California,Fullerton city,140392
2017,06,29000,California,Garden Grove city,174226
2017,06,30000,California,Glendale city,203054
2017,06,32548,California,Hawthorne city,87854
2017,06,33000,California,Hayward city,160500
2017,06,33182,California,Hemet city,85160
2017,06,33434,California,Hesperia city,94859
2017,06,36000,California,Huntington Beach city,201874
2017,06,36448,California,Indio city,89793
2017,06,36546,California,Inglewood city,110598
2017,06,36770,California,Irvine city,277453
2017,06,37692,California,Jurupa Valley city,106028
2017,06,39496,California,Lake Forest city,84293
2017,06,39892,California,Lakewood city,80967
2017,06,40130,California,Lancaster city,160316
2017,06,41992,California,Livermore city,90295
2017,06,43000,California,Long Beach city,469450
2017,06,44000,California,Los Angeles city,3999759
2017,06,45484,California,Manteca city,79268
2017,06,46842,California,Menifee city,90595
2017,06,46898,California,Merced city,83081
2017,06,47766,California,Milpitas city,78106
2017,06,48256,California,Mission Viejo city,96016
2017,06,48354,California,Modesto city,214221
2017,06,49270,California,Moreno Valley city,207226
2017,06,49670,California,Mountain View city,81438
2017,06,50076,California,Murrieta city,113326
2017,06,50258,California,Napa city,79774
2017,06,51182,California,Newport Beach city,86160
2017,06,52526,California,Norwalk city,106084
2017,06,53000,California,Oakland city,425195
2017,06,53322,California,Oceanside city,176193
2017,06,53896,California,Ontario city,175841
2017,06,53980,California,Orange city,140560
2017,06,54652,California,Oxnard city,210037
2017,06,55156,California,Palmdale city,157519
2017,06,56000,California,Pasadena city,142647
2017,06,56700,California,Perris city,77879
2017,06,57456,California,Pittsburg city,72141
2017,06,57792,California,Pleasanton city,83007
2017,06,58072,California,Pomona city,152939
2017,06,59444,California,Rancho Cordova city,73563
2017,06,59451,California,Rancho Cucamonga city,177452
2017,06,59920,California,Redding city,91794
2017,06,60102,California,Redwood City city,86685
2017,06,60466,California,Rialto city,103562
2017,06,60620,California,Richmond city,110040
2017,06,62000,California,Riverside city,327728
2017,06,62938,California,Roseville city,135329
2017,06,64000,California,Sacramento city,501901
2017,06,64224,California,Salinas city,157596
2017,06,65000,California,San Bernardino city,216995
2017,06,65042,California,San Buenaventura (Ventura) city,110790
2017,06,66000,California,San Diego city,1419516
2017,06,67000,California,San Francisco city,884363
2017,06,68000,California,San Jose city,1035317
2017,06,68084,California,San Leandro city,90553
2017,06,68196,California,San Marcos city,96198
2017,06,68252,California,San Mateo city,104748
2017,06,68378,California,San Ramon city,75931
2017,06,69000,California,Santa Ana city,334136
2017,06,69070,California,Santa Barbara city,92101
2017,06,69084,California,Santa Clara city,127134
2017,06,69088,California,Santa Clarita city,210888
2017,06,69196,California,Santa Maria city,107014
2017,06,70000,California,Santa Monica city,92306
2017,06,70098,California,Santa Rosa city,175269
2017,06,72016,California,Simi Valley city,126878
2017,06,73080,California,South Gate city,95430
2017,06,75000,California,Stockton city,310496
2017,06,77000,California,Sunnyvale city,153656
2017,06,78120,California,Temecula city,114327
2017,06,78582,California,Thousand Oaks city,128995
2017,06,80000,California,Torrance city,146758
2017,06,80238,California,Tracy city,90889
2017,06,80854,California,Tustin city,80498
2017,06,81344,California,Upland city,76999
2017,06,81554,California,Vacaville city,100032
2017,06,81666,California,Vallejo city,122105
2017,06,82590,California,Victorville city,122441
2017,06,82954,California,Visalia city,133010
2017,06,82996,California,Vista city,101568
2017,06,84200,California,West Covina city,107598
2017,06,84550,California,Westminster city,91564
2017,06,85292,California,Whittier city,86838
2017,08,03455,Colorado,Arvada city,118807
2017,08,04000,Colorado,Aurora city,366623
2017,08,07850,Colorado,Boulder city,107125
2017,08,12815,Colorado,Centennial city,110250
2017,08,16000,Colorado,Colorado Springs city,464474
2017,08,20000,Colorado,Denver city,704621
2017,08,27425,Colorado,Fort Collins city,165080
2017,08,32155,Colorado,Greeley city,105448
2017,08,43000,Colorado,Lakewood city,154958
2017,08,45970,Colorado,Longmont city,94341
2017,08,46465,Colorado,Loveland city,76701
2017,08,62000,Colorado,Pueblo city,111127
2017,08,77290,Colorado,Thornton city,136978
2017,08,83835,Colorado,Westminster city,112812
2017,09,08000,Connecticut,Bridgeport city,146579
2017,09,18430,Connecticut,Danbury city,85246
2017,09,37000,Connecticut,Hartford city,123400
2017,09,52000,Connecticut,New Haven city,131014
2017,09,55990,Connecticut,Norwalk city,89005
2017,09,73000,Connecticut,Stamford city,130824
2017,09,80000,Connecticut,Waterbury city,108629
2017,11,50000,District of Columbia,Washington city,693972
2017,12,07300,Florida,Boca Raton city,98150
2017,12,07875,Florida,Boynton Beach city,77702
2017,12,10275,Florida,Cape Coral city,183365
2017,12,12875,Florida,Clearwater city,115513
2017,12,14400,Florida,Coral Springs city,133037
2017,12,16475,Florida,Davie town,105149
2017,12,16725,Florida,Deerfield Beach city,80571
2017,12,17200,Florida,Deltona city,90746
2017,12,17935,Florida,Doral city,61130
2017,12,24000,Florida,Fort Lauderdale city,180072
2017,12,24125,Florida,Fort Myers city,79943
2017,12,25175,Florida,Gainesville city,132249
2017,12,30000,Florida,Hialeah city,239673
2017,12,32000,Florida,Hollywood city,153627
2017,12,32275,Florida,Homestead city,69907
2017,12,35000,Florida,Jacksonville city,892062
2017,12,36950,Florida,Kissimmee city,71104
2017,12,38250,Florida,Lakeland city,108054
2017,12,39425,Florida,Largo city,84754
2017,12,43975,Florida,Melbourne city,82011
2017,12,45000,Florida,Miami city,463347
2017,12,45025,Florida,Miami Beach city,92307
2017,12,45060,Florida,Miami Gardens city,113750
2017,12,45975,Florida,Miramar city,140328
2017,12,49675,Florida,North Port city,66300
2017,12,53000,Florida,Orlando city,280257
2017,12,54000,Florida,Palm Bay city,111657
2017,12,54200,Florida,Palm Coast city,86516
2017,12,55775,Florida,Pembroke Pines city,170712
2017,12,57425,Florida,Plantation city,93909
2017,12,58050,Florida,Pompano Beach city,110473
2017,12,58715,Florida,Port St. Lucie city,189344
2017,12,63000,Florida,St. Petersburg city,263255
2017,12,69700,Florida,Sunrise city,94323
2017,12,70600,Florida,Tallahassee city,191049
2017,12,71000,Florida,Tampa city,385430
2017,12,76600,Florida,West Palm Beach city,110222
2017,13,03440,Georgia,Athens-Clarke County unified government (balance),125691
2017,13,04000,Georgia,Atlanta city,486290
2017,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),197166
2017,13,19000,Georgia,Columbus city,194058
2017,13,42425,Georgia,Johns Creek city,84350
2017,13,49008,Georgia,Macon-Bibb County,152663
