state,county,state_name,county_name,share_digital_access,share_digital_access_quality
17,029,Illinois,Coles County,NA,NA
17,031,Illinois,Cook County,0.8936075750841744,1
17,033,Illinois,Crawford County,NA,NA
17,035,Illinois,Cumberland County,NA,NA
17,037,Illinois,DeKalb County,0.9256950122649223,1
17,039,Illinois,De Witt County,NA,NA
17,041,Illinois,Douglas County,NA,NA
17,043,Illinois,DuPage County,0.9404907398702642,1
17,045,Illinois,Edgar County,NA,NA
17,047,Illinois,Edwards County,NA,NA
17,049,Illinois,Effingham County,NA,NA
17,051,Illinois,Fayette County,NA,NA
17,053,Illinois,Ford County,NA,NA
17,055,Illinois,Franklin County,NA,NA
17,057,Illinois,Fulton County,NA,NA
17,059,Illinois,Gallatin County,NA,NA
17,061,Illinois,Greene County,NA,NA
17,063,Illinois,Grundy County,NA,NA
17,065,Illinois,Hamilton County,NA,NA
17,067,Illinois,Hancock County,NA,NA
17,069,Illinois,Hardin County,NA,NA
17,071,Illinois,Henderson County,NA,NA
17,073,Illinois,Henry County,NA,NA
17,075,Illinois,Iroquois County,NA,NA
17,077,Illinois,Jackson County,NA,NA
17,079,Illinois,Jasper County,NA,NA
17,081,Illinois,Jefferson County,NA,NA
17,083,Illinois,Jersey County,NA,NA
17,085,Illinois,Jo Daviess County,NA,NA
17,087,Illinois,Johnson County,NA,NA
17,089,Illinois,Kane County,0.9259526613730481,1
17,091,Illinois,Kankakee County,0.9151903412590858,1
17,093,Illinois,Kendall County,0.9542767309523282,1
17,095,Illinois,Knox County,NA,NA
17,097,Illinois,Lake County,0.9323547789819099,1
17,099,Illinois,LaSalle County,0.8517961422757034,1
17,101,Illinois,Lawrence County,NA,NA
17,103,Illinois,Lee County,NA,NA
17,105,Illinois,Livingston County,NA,NA
17,107,Illinois,Logan County,NA,NA
17,109,Illinois,McDonough County,NA,NA
17,111,Illinois,McHenry County,0.9464776349049346,1
17,113,Illinois,McLean County,0.8843914690979834,1
17,115,Illinois,Macon County,0.8977537856260579,1
17,117,Illinois,Macoupin County,NA,NA
17,119,Illinois,Madison County,0.8974745639534883,1
17,121,Illinois,Marion County,NA,NA
17,123,Illinois,Marshall County,NA,NA
17,125,Illinois,Mason County,NA,NA
17,127,Illinois,Massac County,NA,NA
17,129,Illinois,Menard County,NA,NA
17,131,Illinois,Mercer County,NA,NA
17,133,Illinois,Monroe County,NA,NA
17,135,Illinois,Montgomery County,NA,NA
17,137,Illinois,Morgan County,NA,NA
17,139,Illinois,Moultrie County,NA,NA
17,141,Illinois,Ogle County,NA,NA
17,143,Illinois,Peoria County,0.866931176560354,1
17,145,Illinois,Perry County,NA,NA
17,147,Illinois,Piatt County,NA,NA
17,149,Illinois,Pike County,NA,NA
17,151,Illinois,Pope County,NA,NA
17,153,Illinois,Pulaski County,NA,NA
17,155,Illinois,Putnam County,NA,NA
17,157,Illinois,Randolph County,NA,NA
17,159,Illinois,Richland County,NA,NA
17,161,Illinois,Rock Island County,0.8776233306077951,1
17,163,Illinois,St. Clair County,0.8978109355060371,1
17,165,Illinois,Saline County,NA,NA
17,167,Illinois,Sangamon County,0.9321475064786539,1
17,169,Illinois,Schuyler County,NA,NA
17,171,Illinois,Scott County,NA,NA
17,173,Illinois,Shelby County,NA,NA
17,175,Illinois,Stark County,NA,NA
17,177,Illinois,Stephenson County,NA,NA
17,179,Illinois,Tazewell County,0.9187132352941176,1
17,181,Illinois,Union County,NA,NA
17,183,Illinois,Vermilion County,0.9040268673103626,1
17,185,Illinois,Wabash County,NA,NA
17,187,Illinois,Warren County,NA,NA
17,189,Illinois,Washington County,NA,NA
17,191,Illinois,Wayne County,NA,NA
17,193,Illinois,White County,NA,NA
17,195,Illinois,Whiteside County,NA,NA
17,197,Illinois,Will County,0.9308975052009107,1
17,199,Illinois,Williamson County,0.8953990674712013,1
17,201,Illinois,Winnebago County,0.8946298050599247,1
17,203,Illinois,Woodford County,NA,NA
18,001,Indiana,Adams County,NA,NA
18,003,Indiana,Allen County,0.919097385037352,1
18,005,Indiana,Bartholomew County,0.8815483796027413,1
18,007,Indiana,Benton County,NA,NA
18,009,Indiana,Blackford County,NA,NA
18,011,Indiana,Boone County,0.9132007233273056,1
18,013,Indiana,Brown County,NA,NA
18,015,Indiana,Carroll County,NA,NA
18,017,Indiana,Cass County,NA,NA
18,019,Indiana,Clark County,0.9156649826761899,1
18,021,Indiana,Clay County,NA,NA
18,023,Indiana,Clinton County,NA,NA
18,025,Indiana,Crawford County,NA,NA
18,027,Indiana,Daviess County,NA,NA
18,029,Indiana,Dearborn County,NA,NA
18,031,Indiana,Decatur County,NA,NA
18,033,Indiana,DeKalb County,NA,NA
18,035,Indiana,Delaware County,0.8889801592316441,1
18,037,Indiana,Dubois County,NA,NA
18,039,Indiana,Elkhart County,0.8653209972835588,1
18,041,Indiana,Fayette County,NA,NA
18,043,Indiana,Floyd County,0.9047476231892752,1
18,045,Indiana,Fountain County,NA,NA
18,047,Indiana,Franklin County,NA,NA
18,049,Indiana,Fulton County,NA,NA
18,051,Indiana,Gibson County,NA,NA
18,053,Indiana,Grant County,0.8739081325301205,1
18,055,Indiana,Greene County,NA,NA
18,057,Indiana,Hamilton County,0.9534551453422004,1
18,059,Indiana,Hancock County,0.9344407192928985,1
18,061,Indiana,Harrison County,NA,NA
18,063,Indiana,Hendricks County,0.9330869539090199,1
18,065,Indiana,Henry County,NA,NA
18,067,Indiana,Howard County,0.9018516446632356,1
18,069,Indiana,Huntington County,NA,NA
18,071,Indiana,Jackson County,NA,NA
18,073,Indiana,Jasper County,NA,NA
18,075,Indiana,Jay County,NA,NA
18,077,Indiana,Jefferson County,NA,NA
18,079,Indiana,Jennings County,NA,NA
18,081,Indiana,Johnson County,0.9094380277896604,1
18,083,Indiana,Knox County,NA,NA
18,085,Indiana,Kosciusko County,0.8586458563710467,1
18,087,Indiana,LaGrange County,NA,NA
18,089,Indiana,Lake County,0.9044342940713009,1
18,091,Indiana,LaPorte County,0.8788096174762224,1
18,093,Indiana,Lawrence County,NA,NA
18,095,Indiana,Madison County,0.894284857121428,1
18,097,Indiana,Marion County,0.9097162957410967,1
18,099,Indiana,Marshall County,NA,NA
18,101,Indiana,Martin County,NA,NA
18,103,Indiana,Miami County,NA,NA
18,105,Indiana,Monroe County,0.8970341168055624,1
18,107,Indiana,Montgomery County,NA,NA
18,109,Indiana,Morgan County,0.9002242938249106,1
18,111,Indiana,Newton County,NA,NA
18,113,Indiana,Noble County,NA,NA
18,115,Indiana,Ohio County,NA,NA
18,117,Indiana,Orange County,NA,NA
18,119,Indiana,Owen County,NA,NA
18,121,Indiana,Parke County,NA,NA
18,123,Indiana,Perry County,NA,NA
18,125,Indiana,Pike County,NA,NA
18,127,Indiana,Porter County,0.9191767927434537,1
18,129,Indiana,Posey County,NA,NA
18,131,Indiana,Pulaski County,NA,NA
18,133,Indiana,Putnam County,NA,NA
18,135,Indiana,Randolph County,NA,NA
18,137,Indiana,Ripley County,NA,NA
18,139,Indiana,Rush County,NA,NA
18,141,Indiana,St. Joseph County,0.9008199515224966,1
18,143,Indiana,Scott County,NA,NA
18,145,Indiana,Shelby County,NA,NA
18,147,Indiana,Spencer County,NA,NA
18,149,Indiana,Starke County,NA,NA
18,151,Indiana,Steuben County,NA,NA
18,153,Indiana,Sullivan County,NA,NA
18,155,Indiana,Switzerland County,NA,NA
18,157,Indiana,Tippecanoe County,0.9211367252738583,1
18,159,Indiana,Tipton County,NA,NA
18,161,Indiana,Union County,NA,NA
18,163,Indiana,Vanderburgh County,0.8803658129318982,1
18,165,Indiana,Vermillion County,NA,NA
18,167,Indiana,Vigo County,0.8756616841172492,1
18,169,Indiana,Wabash County,NA,NA
18,171,Indiana,Warren County,NA,NA
18,173,Indiana,Warrick County,0.9191350829950564,1
18,175,Indiana,Washington County,NA,NA
18,177,Indiana,Wayne County,0.8906159209761766,1
18,179,Indiana,Wells County,NA,NA
18,181,Indiana,White County,NA,NA
18,183,Indiana,Whitley County,NA,NA
19,001,Iowa,Adair County,NA,NA
19,003,Iowa,Adams County,NA,NA
19,005,Iowa,Allamakee County,NA,NA
19,007,Iowa,Appanoose County,NA,NA
19,009,Iowa,Audubon County,NA,NA
19,011,Iowa,Benton County,NA,NA
19,013,Iowa,Black Hawk County,0.8875459415970305,1
19,015,Iowa,Boone County,NA,NA
19,017,Iowa,Bremer County,NA,NA
19,019,Iowa,Buchanan County,NA,NA
19,021,Iowa,Buena Vista County,NA,NA
19,023,Iowa,Butler County,NA,NA
19,025,Iowa,Calhoun County,NA,NA
19,027,Iowa,Carroll County,NA,NA
19,029,Iowa,Cass County,NA,NA
19,031,Iowa,Cedar County,NA,NA
19,033,Iowa,Cerro Gordo County,NA,NA
19,035,Iowa,Cherokee County,NA,NA
19,037,Iowa,Chickasaw County,NA,NA
19,039,Iowa,Clarke County,NA,NA
19,041,Iowa,Clay County,NA,NA
19,043,Iowa,Clayton County,NA,NA
19,045,Iowa,Clinton County,NA,NA
19,047,Iowa,Crawford County,NA,NA
19,049,Iowa,Dallas County,0.9330572645527686,1
19,051,Iowa,Davis County,NA,NA
19,053,Iowa,Decatur County,NA,NA
19,055,Iowa,Delaware County,NA,NA
19,057,Iowa,Des Moines County,NA,NA
19,059,Iowa,Dickinson County,NA,NA
19,061,Iowa,Dubuque County,0.8755289833677787,1
19,063,Iowa,Emmet County,NA,NA
19,065,Iowa,Fayette County,NA,NA
19,067,Iowa,Floyd County,NA,NA
19,069,Iowa,Franklin County,NA,NA
19,071,Iowa,Fremont County,NA,NA
19,073,Iowa,Greene County,NA,NA
19,075,Iowa,Grundy County,NA,NA
19,077,Iowa,Guthrie County,NA,NA
19,079,Iowa,Hamilton County,NA,NA
19,081,Iowa,Hancock County,NA,NA
19,083,Iowa,Hardin County,NA,NA
19,085,Iowa,Harrison County,NA,NA
19,087,Iowa,Henry County,NA,NA
19,089,Iowa,Howard County,NA,NA
19,091,Iowa,Humboldt County,NA,NA
19,093,Iowa,Ida County,NA,NA
19,095,Iowa,Iowa County,NA,NA
19,097,Iowa,Jackson County,NA,NA
19,099,Iowa,Jasper County,NA,NA
19,101,Iowa,Jefferson County,NA,NA
19,103,Iowa,Johnson County,0.8864171021677693,1
19,105,Iowa,Jones County,NA,NA
19,107,Iowa,Keokuk County,NA,NA
19,109,Iowa,Kossuth County,NA,NA
19,111,Iowa,Lee County,NA,NA
19,113,Iowa,Linn County,0.9272026617250674,1
19,115,Iowa,Louisa County,NA,NA
19,117,Iowa,Lucas County,NA,NA
19,119,Iowa,Lyon County,NA,NA
19,121,Iowa,Madison County,NA,NA
19,123,Iowa,Mahaska County,NA,NA
19,125,Iowa,Marion County,NA,NA
19,127,Iowa,Marshall County,NA,NA
19,129,Iowa,Mills County,NA,NA
19,131,Iowa,Mitchell County,NA,NA
19,133,Iowa,Monona County,NA,NA
19,135,Iowa,Monroe County,NA,NA
19,137,Iowa,Montgomery County,NA,NA
19,139,Iowa,Muscatine County,NA,NA
19,141,Iowa,O'Brien County,NA,NA
19,143,Iowa,Osceola County,NA,NA
19,145,Iowa,Page County,NA,NA
19,147,Iowa,Palo Alto County,NA,NA
19,149,Iowa,Plymouth County,NA,NA
19,151,Iowa,Pocahontas County,NA,NA
19,153,Iowa,Polk County,0.923049833566501,1
19,155,Iowa,Pottawattamie County,0.8953372495541803,1
19,157,Iowa,Poweshiek County,NA,NA
19,159,Iowa,Ringgold County,NA,NA
19,161,Iowa,Sac County,NA,NA
19,163,Iowa,Scott County,0.8924583475008501,1
19,165,Iowa,Shelby County,NA,NA
19,167,Iowa,Sioux County,NA,NA
19,169,Iowa,Story County,0.8203435278642078,1
19,171,Iowa,Tama County,NA,NA
19,173,Iowa,Taylor County,NA,NA
19,175,Iowa,Union County,NA,NA
19,177,Iowa,Van Buren County,NA,NA
19,179,Iowa,Wapello County,NA,NA
19,181,Iowa,Warren County,NA,NA
19,183,Iowa,Washington County,NA,NA
19,185,Iowa,Wayne County,NA,NA
19,187,Iowa,Webster County,NA,NA
19,189,Iowa,Winnebago County,NA,NA
19,191,Iowa,Winneshiek County,NA,NA
19,193,Iowa,Woodbury County,0.8695103299264403,1
19,195,Iowa,Worth County,NA,NA
19,197,Iowa,Wright County,NA,NA
20,001,Kansas,Allen County,NA,NA
20,003,Kansas,Anderson County,NA,NA
20,005,Kansas,Atchison County,NA,NA
20,007,Kansas,Barber County,NA,NA
20,009,Kansas,Barton County,NA,NA
20,011,Kansas,Bourbon County,NA,NA
20,013,Kansas,Brown County,NA,NA
20,015,Kansas,Butler County,0.8905598984167294,1
20,017,Kansas,Chase County,NA,NA
20,019,Kansas,Chautauqua County,NA,NA
20,021,Kansas,Cherokee County,NA,NA
20,023,Kansas,Cheyenne County,NA,NA
20,025,Kansas,Clark County,NA,NA
20,027,Kansas,Clay County,NA,NA
20,029,Kansas,Cloud County,NA,NA
20,031,Kansas,Coffey County,NA,NA
20,033,Kansas,Comanche County,NA,NA
20,035,Kansas,Cowley County,NA,NA
20,037,Kansas,Crawford County,NA,NA
20,039,Kansas,Decatur County,NA,NA
20,041,Kansas,Dickinson County,NA,NA
20,043,Kansas,Doniphan County,NA,NA
20,045,Kansas,Douglas County,0.9176683649100462,1
20,047,Kansas,Edwards County,NA,NA
20,049,Kansas,Elk County,NA,NA
20,051,Kansas,Ellis County,NA,NA
20,053,Kansas,Ellsworth County,NA,NA
20,055,Kansas,Finney County,NA,NA
20,057,Kansas,Ford County,NA,NA
20,059,Kansas,Franklin County,NA,NA
20,061,Kansas,Geary County,NA,NA
20,063,Kansas,Gove County,NA,NA
20,065,Kansas,Graham County,NA,NA
20,067,Kansas,Grant County,NA,NA
20,069,Kansas,Gray County,NA,NA
20,071,Kansas,Greeley County,NA,NA
20,073,Kansas,Greenwood County,NA,NA
20,075,Kansas,Hamilton County,NA,NA
20,077,Kansas,Harper County,NA,NA
20,079,Kansas,Harvey County,NA,NA
20,081,Kansas,Haskell County,NA,NA
20,083,Kansas,Hodgeman County,NA,NA
20,085,Kansas,Jackson County,NA,NA
20,087,Kansas,Jefferson County,NA,NA
20,089,Kansas,Jewell County,NA,NA
20,091,Kansas,Johnson County,0.9496758146891564,1
20,093,Kansas,Kearny County,NA,NA
20,095,Kansas,Kingman County,NA,NA
20,097,Kansas,Kiowa County,NA,NA
20,099,Kansas,Labette County,NA,NA
20,101,Kansas,Lane County,NA,NA
20,103,Kansas,Leavenworth County,0.9052888903571075,1
20,105,Kansas,Lincoln County,NA,NA
20,107,Kansas,Linn County,NA,NA
20,109,Kansas,Logan County,NA,NA
20,111,Kansas,Lyon County,NA,NA
20,113,Kansas,McPherson County,NA,NA
20,115,Kansas,Marion County,NA,NA
20,117,Kansas,Marshall County,NA,NA
20,119,Kansas,Meade County,NA,NA
20,121,Kansas,Miami County,NA,NA
20,123,Kansas,Mitchell County,NA,NA
20,125,Kansas,Montgomery County,NA,NA
20,127,Kansas,Morris County,NA,NA
20,129,Kansas,Morton County,NA,NA
20,131,Kansas,Nemaha County,NA,NA
20,133,Kansas,Neosho County,NA,NA
20,135,Kansas,Ness County,NA,NA
20,137,Kansas,Norton County,NA,NA
20,139,Kansas,Osage County,NA,NA
20,141,Kansas,Osborne County,NA,NA
20,143,Kansas,Ottawa County,NA,NA
20,145,Kansas,Pawnee County,NA,NA
20,147,Kansas,Phillips County,NA,NA
20,149,Kansas,Pottawatomie County,NA,NA
20,151,Kansas,Pratt County,NA,NA
20,153,Kansas,Rawlins County,NA,NA
20,155,Kansas,Reno County,NA,NA
20,157,Kansas,Republic County,NA,NA
20,159,Kansas,Rice County,NA,NA
20,161,Kansas,Riley County,0.9136422321044326,1
20,163,Kansas,Rooks County,NA,NA
20,165,Kansas,Rush County,NA,NA
20,167,Kansas,Russell County,NA,NA
20,169,Kansas,Saline County,NA,NA
20,171,Kansas,Scott County,NA,NA
20,173,Kansas,Sedgwick County,0.9084295583819545,1
20,175,Kansas,Seward County,NA,NA
20,177,Kansas,Shawnee County,0.8892548916265893,1
20,179,Kansas,Sheridan County,NA,NA
20,181,Kansas,Sherman County,NA,NA
20,183,Kansas,Smith County,NA,NA
20,185,Kansas,Stafford County,NA,NA
20,187,Kansas,Stanton County,NA,NA
20,189,Kansas,Stevens County,NA,NA
20,191,Kansas,Sumner County,NA,NA
20,193,Kansas,Thomas County,NA,NA
20,195,Kansas,Trego County,NA,NA
20,197,Kansas,Wabaunsee County,NA,NA
20,199,Kansas,Wallace County,NA,NA
20,201,Kansas,Washington County,NA,NA
20,203,Kansas,Wichita County,NA,NA
20,205,Kansas,Wilson County,NA,NA
20,207,Kansas,Woodson County,NA,NA
20,209,Kansas,Wyandotte County,0.8591117179343024,1
21,001,Kentucky,Adair County,NA,NA
21,003,Kentucky,Allen County,NA,NA
21,005,Kentucky,Anderson County,NA,NA
21,007,Kentucky,Ballard County,NA,NA
21,009,Kentucky,Barren County,NA,NA
21,011,Kentucky,Bath County,NA,NA
21,013,Kentucky,Bell County,NA,NA
21,015,Kentucky,Boone County,0.9509233104667474,1
21,017,Kentucky,Bourbon County,NA,NA
21,019,Kentucky,Boyd County,NA,NA
21,021,Kentucky,Boyle County,NA,NA
21,023,Kentucky,Bracken County,NA,NA
21,025,Kentucky,Breathitt County,NA,NA
21,027,Kentucky,Breckinridge County,NA,NA
21,029,Kentucky,Bullitt County,0.9053794725764517,1
21,031,Kentucky,Butler County,NA,NA
21,033,Kentucky,Caldwell County,NA,NA
21,035,Kentucky,Calloway County,NA,NA
21,037,Kentucky,Campbell County,0.923938146400241,1
21,039,Kentucky,Carlisle County,NA,NA
21,041,Kentucky,Carroll County,NA,NA
21,043,Kentucky,Carter County,NA,NA
21,045,Kentucky,Casey County,NA,NA
21,047,Kentucky,Christian County,0.8321678321678322,1
21,049,Kentucky,Clark County,NA,NA
21,051,Kentucky,Clay County,NA,NA
21,053,Kentucky,Clinton County,NA,NA
21,055,Kentucky,Crittenden County,NA,NA
21,057,Kentucky,Cumberland County,NA,NA
21,059,Kentucky,Daviess County,0.897156478801294,1
21,061,Kentucky,Edmonson County,NA,NA
21,063,Kentucky,Elliott County,NA,NA
21,065,Kentucky,Estill County,NA,NA
21,067,Kentucky,Fayette County,0.9069846702216037,1
21,069,Kentucky,Fleming County,NA,NA
21,071,Kentucky,Floyd County,NA,NA
21,073,Kentucky,Franklin County,NA,NA
21,075,Kentucky,Fulton County,NA,NA
21,077,Kentucky,Gallatin County,NA,NA
21,079,Kentucky,Garrard County,NA,NA
21,081,Kentucky,Grant County,NA,NA
21,083,Kentucky,Graves County,NA,NA
21,085,Kentucky,Grayson County,NA,NA
21,087,Kentucky,Green County,NA,NA
21,089,Kentucky,Greenup County,NA,NA
21,091,Kentucky,Hancock County,NA,NA
21,093,Kentucky,Hardin County,0.9015175395145675,1
21,095,Kentucky,Harlan County,NA,NA
21,097,Kentucky,Harrison County,NA,NA
21,099,Kentucky,Hart County,NA,NA
21,101,Kentucky,Henderson County,NA,NA
21,103,Kentucky,Henry County,NA,NA
21,105,Kentucky,Hickman County,NA,NA
21,107,Kentucky,Hopkins County,NA,NA
21,109,Kentucky,Jackson County,NA,NA
21,111,Kentucky,Jefferson County,0.8982357620297048,1
21,113,Kentucky,Jessamine County,NA,NA
21,115,Kentucky,Johnson County,NA,NA
21,117,Kentucky,Kenton County,0.9095237382282044,1
21,119,Kentucky,Knott County,NA,NA
21,121,Kentucky,Knox County,NA,NA
21,123,Kentucky,Larue County,NA,NA
21,125,Kentucky,Laurel County,NA,NA
21,127,Kentucky,Lawrence County,NA,NA
21,129,Kentucky,Lee County,NA,NA
21,131,Kentucky,Leslie County,NA,NA
21,133,Kentucky,Letcher County,NA,NA
21,135,Kentucky,Lewis County,NA,NA
21,137,Kentucky,Lincoln County,NA,NA
21,139,Kentucky,Livingston County,NA,NA
21,141,Kentucky,Logan County,NA,NA
21,143,Kentucky,Lyon County,NA,NA
21,145,Kentucky,McCracken County,0.85501018707168,1
21,147,Kentucky,McCreary County,NA,NA
21,149,Kentucky,McLean County,NA,NA
21,151,Kentucky,Madison County,0.8806778382455951,1
21,153,Kentucky,Magoffin County,NA,NA
21,155,Kentucky,Marion County,NA,NA
21,157,Kentucky,Marshall County,NA,NA
21,159,Kentucky,Martin County,NA,NA
21,161,Kentucky,Mason County,NA,NA
21,163,Kentucky,Meade County,NA,NA
21,165,Kentucky,Menifee County,NA,NA
21,167,Kentucky,Mercer County,NA,NA
21,169,Kentucky,Metcalfe County,NA,NA
21,171,Kentucky,Monroe County,NA,NA
21,173,Kentucky,Montgomery County,NA,NA
21,175,Kentucky,Morgan County,NA,NA
21,177,Kentucky,Muhlenberg County,NA,NA
21,179,Kentucky,Nelson County,NA,NA
21,181,Kentucky,Nicholas County,NA,NA
21,183,Kentucky,Ohio County,NA,NA
21,185,Kentucky,Oldham County,0.9364980682978817,1
21,187,Kentucky,Owen County,NA,NA
21,189,Kentucky,Owsley County,NA,NA
21,191,Kentucky,Pendleton County,NA,NA
21,193,Kentucky,Perry County,NA,NA
21,195,Kentucky,Pike County,NA,NA
21,197,Kentucky,Powell County,NA,NA
21,199,Kentucky,Pulaski County,0.8307926829268293,1
21,201,Kentucky,Robertson County,NA,NA
21,203,Kentucky,Rockcastle County,NA,NA
21,205,Kentucky,Rowan County,NA,NA
21,207,Kentucky,Russell County,NA,NA
21,209,Kentucky,Scott County,NA,NA
21,211,Kentucky,Shelby County,NA,NA
21,213,Kentucky,Simpson County,NA,NA
21,215,Kentucky,Spencer County,NA,NA
21,217,Kentucky,Taylor County,NA,NA
21,219,Kentucky,Todd County,NA,NA
21,221,Kentucky,Trigg County,NA,NA
21,223,Kentucky,Trimble County,NA,NA
21,225,Kentucky,Union County,NA,NA
21,227,Kentucky,Warren County,0.9026143317521816,1
21,229,Kentucky,Washington County,NA,NA
21,231,Kentucky,Wayne County,NA,NA
21,233,Kentucky,Webster County,NA,NA
21,235,Kentucky,Whitley County,NA,NA
21,237,Kentucky,Wolfe County,NA,NA
21,239,Kentucky,Woodford County,NA,NA
22,001,Louisiana,Acadia Parish,NA,NA
22,003,Louisiana,Allen Parish,NA,NA
22,005,Louisiana,Ascension Parish,0.8705996450827452,1
22,007,Louisiana,Assumption Parish,NA,NA
22,009,Louisiana,Avoyelles Parish,NA,NA
22,011,Louisiana,Beauregard Parish,NA,NA
22,013,Louisiana,Bienville Parish,NA,NA
22,015,Louisiana,Bossier Parish,0.8587185283342428,1
22,017,Louisiana,Caddo Parish,0.8475441673975692,1
22,019,Louisiana,Calcasieu Parish,0.8392454954954955,1
22,021,Louisiana,Caldwell Parish,NA,NA
22,023,Louisiana,Cameron Parish,NA,NA
22,025,Louisiana,Catahoula Parish,NA,NA
22,027,Louisiana,Claiborne Parish,NA,NA
22,029,Louisiana,Concordia Parish,NA,NA
22,031,Louisiana,De Soto Parish,NA,NA
22,033,Louisiana,East Baton Rouge Parish,0.9020852120896934,1
22,035,Louisiana,East Carroll Parish,NA,NA
22,037,Louisiana,East Feliciana Parish,NA,NA
22,039,Louisiana,Evangeline Parish,NA,NA
22,041,Louisiana,Franklin Parish,NA,NA
22,043,Louisiana,Grant Parish,NA,NA
22,045,Louisiana,Iberia Parish,0.7912193730161561,1
22,047,Louisiana,Iberville Parish,NA,NA
22,049,Louisiana,Jackson Parish,NA,NA
22,051,Louisiana,Jefferson Parish,0.8593471810089021,1
22,053,Louisiana,Jefferson Davis Parish,NA,NA
22,055,Louisiana,Lafayette Parish,0.9025110782865583,1
22,057,Louisiana,Lafourche Parish,0.8208083482594813,1
22,059,Louisiana,LaSalle Parish,NA,NA
22,061,Louisiana,Lincoln Parish,NA,NA
22,063,Louisiana,Livingston Parish,0.9089004850801117,1
22,065,Louisiana,Madison Parish,NA,NA
22,067,Louisiana,Morehouse Parish,NA,NA
22,069,Louisiana,Natchitoches Parish,NA,NA
22,071,Louisiana,Orleans Parish,0.830733032873807,1
22,073,Louisiana,Ouachita Parish,0.7780098746676795,1
22,075,Louisiana,Plaquemines Parish,NA,NA
22,077,Louisiana,Pointe Coupee Parish,NA,NA
22,079,Louisiana,Rapides Parish,0.8711341282602794,1
22,081,Louisiana,Red River Parish,NA,NA
22,083,Louisiana,Richland Parish,NA,NA
22,085,Louisiana,Sabine Parish,NA,NA
22,087,Louisiana,St. Bernard Parish,NA,NA
22,089,Louisiana,St. Charles Parish,NA,NA
22,091,Louisiana,St. Helena Parish,NA,NA
22,093,Louisiana,St. James Parish,NA,NA
22,095,Louisiana,St. John the Baptist Parish,NA,NA
22,097,Louisiana,St. Landry Parish,0.7076605977327379,1
22,099,Louisiana,St. Martin Parish,NA,NA
22,101,Louisiana,St. Mary Parish,NA,NA
22,103,Louisiana,St. Tammany Parish,0.9381013863103036,1
22,105,Louisiana,Tangipahoa Parish,0.8686180812165064,1
22,107,Louisiana,Tensas Parish,NA,NA
22,109,Louisiana,Terrebonne Parish,0.8949538876808878,1
22,111,Louisiana,Union Parish,NA,NA
22,113,Louisiana,Vermilion Parish,NA,NA
22,115,Louisiana,Vernon Parish,NA,NA
22,117,Louisiana,Washington Parish,NA,NA
22,119,Louisiana,Webster Parish,NA,NA
22,121,Louisiana,West Baton Rouge Parish,NA,NA
22,123,Louisiana,West Carroll Parish,NA,NA
22,125,Louisiana,West Feliciana Parish,NA,NA
22,127,Louisiana,Winn Parish,NA,NA
23,001,Maine,Androscoggin County,0.8895594056193628,1
23,003,Maine,Aroostook County,0.833072575752738,1
23,005,Maine,Cumberland County,0.93125624516352,1
23,007,Maine,Franklin County,NA,NA
23,009,Maine,Hancock County,NA,NA
23,011,Maine,Kennebec County,0.8855766941936901,1
23,013,Maine,Knox County,NA,NA
23,015,Maine,Lincoln County,NA,NA
23,017,Maine,Oxford County,NA,NA
23,019,Maine,Penobscot County,0.8910828025477707,1
23,021,Maine,Piscataquis County,NA,NA
23,023,Maine,Sagadahoc County,NA,NA
23,025,Maine,Somerset County,NA,NA
23,027,Maine,Waldo County,NA,NA
23,029,Maine,Washington County,NA,NA
23,031,Maine,York County,0.9270430217642049,1
24,001,Maryland,Allegany County,0.8152861388402042,1
24,003,Maryland,Anne Arundel County,0.9510042645336633,1
24,005,Maryland,Baltimore County,0.9147806558843833,1
24,009,Maryland,Calvert County,0.9506209607767222,1
24,011,Maryland,Caroline County,NA,NA
24,013,Maryland,Carroll County,0.9085463320762915,1
24,015,Maryland,Cecil County,0.9287837472670548,1
24,017,Maryland,Charles County,0.9318790662074244,1
24,019,Maryland,Dorchester County,NA,NA
24,021,Maryland,Frederick County,0.9191608204971786,1
24,023,Maryland,Garrett County,NA,NA
24,025,Maryland,Harford County,0.9273933574533947,1
24,027,Maryland,Howard County,0.9629312403745584,1
24,029,Maryland,Kent County,NA,NA
24,031,Maryland,Montgomery County,0.9478069088186212,1
24,033,Maryland,Prince George's County,0.9321989476018628,1
24,035,Maryland,Queen Anne's County,NA,NA
24,037,Maryland,St. Mary's County,0.9215173905208146,1
24,039,Maryland,Somerset County,NA,NA
24,041,Maryland,Talbot County,NA,NA
24,043,Maryland,Washington County,0.864790861750378,1
24,045,Maryland,Wicomico County,0.9179778877643988,1
24,047,Maryland,Worcester County,NA,NA
24,510,Maryland,Baltimore city,0.8179516071407539,1
25,001,Massachusetts,Barnstable County,0.9349641281125509,1
25,003,Massachusetts,Berkshire County,0.9035463422991262,1
25,005,Massachusetts,Bristol County,0.8918196866128631,1
25,007,Massachusetts,Dukes County,NA,NA
25,009,Massachusetts,Essex County,0.9199561787626233,1
25,011,Massachusetts,Franklin County,0.9212556779291893,1
25,013,Massachusetts,Hampden County,0.863465637452914,1
25,015,Massachusetts,Hampshire County,0.9153719965261025,1
25,017,Massachusetts,Middlesex County,0.9459039793675192,1
25,019,Massachusetts,Nantucket County,NA,NA
