year,state,county,subgroup_type,subgroup,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2018,23,019,race-ethnicity,"White, Non-Hispanic",0.3605887162714636,0.24594406951541192,0.4752333630275153,1
2018,23,019,all,All,0.3861349235929929,0.27109410954065505,0.5011757376453307,1
2018,23,021,race-ethnicity,Hispanic,NA,NA,NA,3
2018,23,021,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,23,021,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,23,021,all,All,NA,NA,NA,3
2018,23,023,race-ethnicity,Hispanic,NA,NA,NA,3
2018,23,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,23,023,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,23,023,all,All,NA,NA,NA,3
2018,23,025,race-ethnicity,Hispanic,NA,NA,NA,3
2018,23,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,23,025,race-ethnicity,"White, Non-Hispanic",0.39741149600304526,0.28919929123298743,0.5056237007731031,3
2018,23,025,all,All,0.3943262411347518,0.29158081454727547,0.4970716677222281,3
2018,23,027,race-ethnicity,Hispanic,NA,NA,NA,3
2018,23,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,23,027,race-ethnicity,"White, Non-Hispanic",0.42349817457683375,0.3175837102163661,0.5294126389373014,3
2018,23,027,all,All,0.43299937382592363,0.3294781187949153,0.536520628856932,3
2018,23,029,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,23,029,race-ethnicity,Hispanic,NA,NA,NA,3
2018,23,029,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,23,029,race-ethnicity,"White, Non-Hispanic",0.33786078098471983,0.24395509796790055,0.4317664640015391,3
2018,23,029,all,All,0.34497816593886466,0.25825707111667606,0.43169926076105325,3
2018,23,031,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,23,031,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,23,031,race-ethnicity,"White, Non-Hispanic",0.44699184796672914,0.34812348747781297,0.5458602084556453,3
2018,23,031,all,All,0.43935548198854585,0.3433999925887412,0.5353109713883505,2
2018,24,001,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,001,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,001,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,001,race-ethnicity,"White, Non-Hispanic",0.44003964321110006,0.32821551604305726,0.5518637703791429,3
2018,24,001,all,All,0.43506493506493504,0.32794210684335456,0.5421877632865155,3
2018,24,003,race-ethnicity,"Black, Non-Hispanic",0.42,0.26941016879422747,0.5705898312057724,3
2018,24,003,race-ethnicity,Hispanic,0.6149906890130353,0.47542280822306227,0.7545585698030084,3
2018,24,003,race-ethnicity,Other Races and Ethnicities,0.4326283987915408,0.28871694129797726,0.5765398562851043,3
2018,24,003,race-ethnicity,"White, Non-Hispanic",0.5526733121884911,0.49442612593950375,0.6109204984374785,1
2018,24,003,all,All,0.5268218287911942,0.4762913934700325,0.5773522641123559,1
2018,24,005,race-ethnicity,"Black, Non-Hispanic",0.5270394133822182,0.4415044230062604,0.612574403758176,1
2018,24,005,race-ethnicity,Hispanic,0.3380281690140845,0.19623352156812227,0.47982281646004676,3
2018,24,005,race-ethnicity,Other Races and Ethnicities,0.5824587706146926,0.46553484400939293,0.6993826972199924,1
2018,24,005,race-ethnicity,"White, Non-Hispanic",0.5215353715688462,0.46801490770757204,0.5750558354301204,1
2018,24,005,all,All,0.5073296924403564,0.4637098634802087,0.5509495214005041,1
2018,24,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,009,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,009,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,009,race-ethnicity,"White, Non-Hispanic",0.44513137557959814,0.3539789556718116,0.5362837954873847,3
2018,24,009,all,All,0.4221774193548387,0.33605504874394954,0.5082997899657279,3
2018,24,011,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,011,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,011,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,24,011,all,All,0.4030429594272077,0.31392788522930865,0.49215803362510674,3
2018,24,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,013,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,013,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,013,race-ethnicity,"White, Non-Hispanic",0.5261479591836735,0.43889583294990453,0.6134000854174425,1
2018,24,013,all,All,0.5438687841707889,0.4638814299674414,0.6238561383741363,1
2018,24,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,015,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,015,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,015,race-ethnicity,"White, Non-Hispanic",0.4943765281173594,0.3544505931188273,0.6343024631158914,3
2018,24,015,all,All,0.4724842767295597,0.34566806903703395,0.5993004844220855,3
2018,24,017,race-ethnicity,"Black, Non-Hispanic",0.5367192862045299,0.372135809177334,0.7013027632317258,3
2018,24,017,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,017,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,017,race-ethnicity,"White, Non-Hispanic",0.2803877703206562,0.1666358903767916,0.3941396502645208,3
2018,24,017,all,All,0.4235643030466433,0.32802937428021195,0.5190992318130746,1
2018,24,019,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,019,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,019,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,019,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,24,019,all,All,0.4030429594272077,0.31392788522930865,0.49215803362510674,3
2018,24,021,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,021,race-ethnicity,Hispanic,0.54129263913824055,0.3524494308069572,0.7301358474695239,3
2018,24,021,race-ethnicity,Other Races and Ethnicities,0.5741029641185648,0.39697251559990404,0.7512334126372255,3
2018,24,021,race-ethnicity,"White, Non-Hispanic",0.5742574257425742,0.4960392027479783,0.6524756487371701,1
2018,24,021,all,All,0.5292417545052703,0.4614558838779967,0.5970276251325439,1
2018,24,023,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,023,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,023,race-ethnicity,"White, Non-Hispanic",0.44003964321110006,0.32821551604305726,0.5518637703791429,3
2018,24,023,all,All,0.43506493506493504,0.32794210684335456,0.5421877632865155,3
2018,24,025,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,025,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,025,race-ethnicity,"White, Non-Hispanic",0.4916796671866875,0.4031234799876099,0.5802358543857651,1
2018,24,025,all,All,0.451025459688826,0.3726603659674946,0.5293905534101575,1
2018,24,027,race-ethnicity,"Black, Non-Hispanic",0.514121037463977,0.2977235046052853,0.7305185703226686,3
2018,24,027,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,027,race-ethnicity,Other Races and Ethnicities,0.6509161041465766,0.5373186330861369,0.7645135752070163,3
2018,24,027,race-ethnicity,"White, Non-Hispanic",0.592876880564937,0.501869822588714,0.68388393854116,1
2018,24,027,all,All,0.5708050436469447,0.49392257070605794,0.6476875165878315,1
2018,24,029,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,029,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,029,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,029,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,24,029,all,All,NA,NA,NA,3
2018,24,031,race-ethnicity,"Black, Non-Hispanic",0.497408367271381,0.40561472777015717,0.5892020067726048,1
2018,24,031,race-ethnicity,Hispanic,0.3644753476611884,0.28739215036367516,0.4415585449587016,1
2018,24,031,race-ethnicity,Other Races and Ethnicities,0.5456669912366114,0.4759949799173326,0.6153390025558902,1
2018,24,031,race-ethnicity,"White, Non-Hispanic",0.7178920428106096,0.6728222200379156,0.7629618655833036,1
2018,24,031,all,All,0.5377731760529527,0.5006836473467273,0.5748627047591781,1
2018,24,033,race-ethnicity,"Black, Non-Hispanic",0.5222032102990304,0.46960409518803314,0.5748023254100276,1
2018,24,033,race-ethnicity,Hispanic,0.19408502772643255,0.13497972806176164,0.2531903273911034,1
2018,24,033,race-ethnicity,Other Races and Ethnicities,0.4930662557781202,0.36605453444157804,0.6200779771146623,3
2018,24,033,race-ethnicity,"White, Non-Hispanic",0.5348961108151306,0.40290342091382464,0.6668888007164364,3
2018,24,033,all,All,0.421011673151751,0.38230296158949684,0.4597203847140051,1
2018,24,035,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,035,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,035,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,035,race-ethnicity,"White, Non-Hispanic",0.3262505533421868,0.22566270657225507,0.4268384001121185,3
2018,24,035,all,All,0.40304295942720764,0.3139278852293086,0.4921580336251067,3
2018,24,037,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,037,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,037,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,037,race-ethnicity,"White, Non-Hispanic",0.44513137557959814,0.3539789556718116,0.5362837954873847,3
2018,24,037,all,All,0.4221774193548387,0.33605504874394954,0.5082997899657279,2
2018,24,039,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,039,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,039,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,039,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,24,039,all,All,NA,NA,NA,3
2018,24,041,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,041,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,041,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,041,race-ethnicity,"White, Non-Hispanic",0.32625055334218683,0.22566270657225512,0.42683840011211854,3
2018,24,041,all,All,0.4030429594272077,0.31392788522930865,0.49215803362510674,3
2018,24,043,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,043,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,043,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,043,race-ethnicity,"White, Non-Hispanic",0.3618940248027057,0.26160091994532,0.46218712966009146,1
2018,24,043,all,All,0.3947780678851175,0.30480767942112796,0.484748456349107,1
2018,24,045,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,045,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,045,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,045,race-ethnicity,"White, Non-Hispanic",0.3569645531702446,0.24400263546065667,0.4699264708798325,3
2018,24,045,all,All,0.38510848126232744,0.29223423130801485,0.47798273121664003,3
2018,24,047,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,24,047,race-ethnicity,Hispanic,NA,NA,NA,3
2018,24,047,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,24,047,race-ethnicity,"White, Non-Hispanic",0.35696455317024467,0.24400263546065673,0.46992647087983264,3
2018,24,047,all,All,0.38510848126232744,0.29223423130801485,0.47798273121664003,3
2018,24,510,race-ethnicity,"Black, Non-Hispanic",0.4830516054020213,0.4195181717713982,0.5465850390326443,1
2018,24,510,race-ethnicity,Hispanic,0.4118821767348977,0.26200600936007595,0.5617583441097194,3
2018,24,510,race-ethnicity,Other Races and Ethnicities,0.6038159371492705,0.4265446083485718,0.7810872659499692,3
2018,24,510,race-ethnicity,"White, Non-Hispanic",0.6935866983372921,0.6067498553572797,0.7804235413173046,1
2018,24,510,all,All,0.5174480084596405,0.4678904939373986,0.5670055229818823,1
2018,25,001,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,25,001,race-ethnicity,Hispanic,NA,NA,NA,3
2018,25,001,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,25,001,race-ethnicity,"White, Non-Hispanic",0.6532590647894274,0.5529680157551223,0.7535501138237325,1
2018,25,001,all,All,0.6467300731518334,0.5558276434108012,0.7376325028928656,1
2018,25,003,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,25,003,race-ethnicity,Hispanic,NA,NA,NA,3
2018,25,003,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,25,003,race-ethnicity,"White, Non-Hispanic",0.6066411238825032,0.47581479139877136,0.7374674563662351,3
2018,25,003,all,All,0.6459923664122137,0.5303795062531713,0.7616052265712561,1
2018,25,005,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,25,005,race-ethnicity,Hispanic,0.4790493176545105,0.33892700392866526,0.6191716313803557,3
2018,25,005,race-ethnicity,Other Races and Ethnicities,0.4862386792731903,0.3464149951833878,0.6260623633629928,3
2018,25,005,race-ethnicity,"White, Non-Hispanic",0.5268845977978016,0.46628200592593794,0.5874871896696653,1
2018,25,005,all,All,0.5065611634231243,0.4560008309613359,0.5571214958849127,1
2018,25,007,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,25,007,race-ethnicity,Hispanic,NA,NA,NA,3
2018,25,007,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,25,007,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,25,007,all,All,NA,NA,NA,3
2018,25,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,25,009,race-ethnicity,Hispanic,0.3338723281805426,0.2576540380834644,0.4100906182776208,1
2018,25,009,race-ethnicity,Other Races and Ethnicities,0.468947625758887,0.3309372983505095,0.6069579531672644,3
2018,25,009,race-ethnicity,"White, Non-Hispanic",0.5774883721989752,0.5289253813574112,0.6260513630405392,1
2018,25,009,all,All,0.4816373911146797,0.44115359668372034,0.522121185545639,1
2018,25,011,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,25,011,race-ethnicity,Hispanic,NA,NA,NA,3
2018,25,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,25,011,race-ethnicity,"White, Non-Hispanic",0.581704456606724,0.4716160738937327,0.6917928393197152,3
2018,25,011,all,All,0.5469644902634594,0.4478956521712961,0.6460333283556227,3
2018,25,013,race-ethnicity,"Black, Non-Hispanic",0.6519396551724138,0.44836052788598835,0.8555187824588393,3
2018,25,013,race-ethnicity,Hispanic,0.5040870951109324,0.4097967623508909,0.5983774278709739,1
2018,25,013,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,25,013,race-ethnicity,"White, Non-Hispanic",0.49920857447531836,0.42000513878969886,0.5784120101609379,1
2018,25,013,all,All,0.5130878139013637,0.45658431488364726,0.5695913129190802,1
2018,25,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,25,015,race-ethnicity,Hispanic,NA,NA,NA,3
2018,25,015,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,25,015,race-ethnicity,"White, Non-Hispanic",0.5612418532219544,0.47233101624434637,0.6501526901995625,2
2018,25,015,all,All,0.5612248676381961,0.4822033553719088,0.6402463799044835,2
2018,25,017,race-ethnicity,"Black, Non-Hispanic",0.6403878159955227,0.5068643660758472,0.7739112659151983,3
2018,25,017,race-ethnicity,Hispanic,0.4390511767685544,0.3413991052091313,0.5367032483279774,1
2018,25,017,race-ethnicity,Other Races and Ethnicities,0.6374251604774316,0.5777847530043232,0.69706556795054,1
2018,25,017,race-ethnicity,"White, Non-Hispanic",0.6998822294606108,0.6681328661553296,0.7316315927658921,1
2018,25,017,all,All,0.6475623962701853,0.6191696954251854,0.6759550971151852,1
2018,25,019,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,25,019,race-ethnicity,Hispanic,NA,NA,NA,3
2018,25,019,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,25,019,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,25,019,all,All,NA,NA,NA,3
2018,25,021,race-ethnicity,"Black, Non-Hispanic",0.6479827161952892,0.5024950015258671,0.7934704308647114,3
2018,25,021,race-ethnicity,Hispanic,0.5121148333910638,0.3168077365055355,0.7074219302765921,3
2018,25,021,race-ethnicity,Other Races and Ethnicities,0.6469155405681382,0.5652543014303586,0.7285767797059177,1
2018,25,021,race-ethnicity,"White, Non-Hispanic",0.684911874862231,0.6426567438212119,0.7271670059032502,1
2018,25,021,all,All,0.6624842797186378,0.6248687340278033,0.7000998254094722,1
2018,25,023,race-ethnicity,"Black, Non-Hispanic",0.6288612553841759,0.4594915126416206,0.7982309981267313,3
2018,25,023,race-ethnicity,Hispanic,NA,NA,NA,3
2018,25,023,race-ethnicity,Other Races and Ethnicities,0.47247716826524544,0.30193305646485946,0.6430212800656314,3
2018,25,023,race-ethnicity,"White, Non-Hispanic",0.6156064152024623,0.559890556589494,0.6713222738154305,1
2018,25,023,all,All,0.6025510344724354,0.5526961019830283,0.6524059669618425,1
2018,25,025,race-ethnicity,"Black, Non-Hispanic",0.5092387287509239,0.3944836535658368,0.623993803936011,3
2018,25,025,race-ethnicity,Hispanic,0.45776965265082264,0.36841143467024057,0.5471278706314047,1
2018,25,025,race-ethnicity,Other Races and Ethnicities,0.48638931689779147,0.355514417810731,0.6172642159848519,3
2018,25,025,race-ethnicity,"White, Non-Hispanic",0.5971043434847728,0.5143416546474598,0.6798670323220858,1
2018,25,025,all,All,0.5110765093070989,0.46034962548506136,0.5618033931291365,1
2018,25,027,race-ethnicity,"Black, Non-Hispanic",0.6419131361963771,0.4838361113718294,0.7999901610209248,3
2018,25,027,race-ethnicity,Hispanic,0.4282559056850205,0.3184714405890904,0.5380403707809506,1
2018,25,027,race-ethnicity,Other Races and Ethnicities,0.5240988611689431,0.41119413295837326,0.637003589379513,3
2018,25,027,race-ethnicity,"White, Non-Hispanic",0.56853140424834,0.5189651640005625,0.6180976444961176,1
2018,25,027,all,All,0.5435238669762489,0.5026046782651382,0.5844430556873595,1
2018,26,001,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,001,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,001,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,001,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,26,001,all,All,NA,NA,NA,3
2018,26,003,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,003,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,003,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,26,003,all,All,NA,NA,NA,3
2018,26,005,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,005,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,005,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,005,race-ethnicity,"White, Non-Hispanic",0.48983505945531264,0.38884550813935015,0.5908246107712751,1
2018,26,005,all,All,0.448014549863595,0.3475890500375262,0.5484400496896638,1
2018,26,007,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,007,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,007,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,007,race-ethnicity,"White, Non-Hispanic",0.4122431506849315,0.3156822420661907,0.5088040593036722,3
2018,26,007,all,All,0.3942598187311178,0.3045219878789589,0.48399764958327673,3
2018,26,009,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,009,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,009,race-ethnicity,"White, Non-Hispanic",0.40354989953114534,0.32563371799771745,0.4814660810645732,3
2018,26,009,all,All,0.3980203959208159,0.32275659273296486,0.4732841991086669,3
2018,26,011,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,011,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,011,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,26,011,all,All,NA,NA,NA,3
2018,26,013,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,013,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,013,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,26,013,all,All,NA,NA,NA,3
2018,26,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,015,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,015,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,015,race-ethnicity,"White, Non-Hispanic",0.35951045385007646,0.271500757243041,0.4475201504571119,3
2018,26,015,all,All,0.35126825518831667,0.2714199392107993,0.431116571165834,3
2018,26,017,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,017,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,017,race-ethnicity,"White, Non-Hispanic",0.4628875665518321,0.363909190203189,0.5618659429004752,3
2018,26,017,all,All,0.45862884160756506,0.36823539700946717,0.549022286205663,2
2018,26,019,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,019,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,019,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,019,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,26,019,all,All,NA,NA,NA,3
2018,26,021,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,021,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,021,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,021,race-ethnicity,"White, Non-Hispanic",0.3732776617954071,0.27162943304551274,0.4749258905453015,1
2018,26,021,all,All,0.4286504424778761,0.33318032870911257,0.5241205562466396,1
2018,26,023,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,023,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,023,race-ethnicity,"White, Non-Hispanic",0.3314509122502172,0.2327885391634488,0.4301132853369857,3
2018,26,023,all,All,0.34503360716952947,0.25165662275501044,0.4384105915840485,3
2018,26,025,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,025,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,025,race-ethnicity,"White, Non-Hispanic",0.35951045385007646,0.271500757243041,0.4475201504571119,2
2018,26,025,all,All,0.35126825518831667,0.2714199392107993,0.431116571165834,2
2018,26,027,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,027,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,027,race-ethnicity,"White, Non-Hispanic",0.40153698366954854,0.2815272804591792,0.5215466868799179,3
2018,26,027,all,All,0.4356536502546689,0.3318017844209533,0.5395055160883845,3
2018,26,029,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,029,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,029,race-ethnicity,"White, Non-Hispanic",0.4035498995311453,0.3256337179977174,0.48146608106457317,3
2018,26,029,all,All,0.39802039592081584,0.3227565927329648,0.47328419910866687,3
2018,26,031,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,031,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,031,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,031,race-ethnicity,"White, Non-Hispanic",0.4122431506849315,0.3156822420661907,0.5088040593036722,3
2018,26,031,all,All,0.3942598187311178,0.3045219878789589,0.48399764958327673,3
2018,26,033,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,033,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,033,race-ethnicity,"White, Non-Hispanic",0.4104826154644526,0.2831717558691384,0.5377934750597668,3
2018,26,033,all,All,0.4335106382978723,0.32825752195986985,0.5387637546358748,3
2018,26,035,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,035,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,035,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,035,race-ethnicity,"White, Non-Hispanic",0.3158590308370044,0.2276766328946327,0.4040414287793761,3
2018,26,035,all,All,0.30178134823611596,0.21797414451057004,0.38558855196166186,3
2018,26,037,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,037,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,037,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,037,race-ethnicity,"White, Non-Hispanic",0.4467829224293446,0.3639165061140505,0.5296493387446387,3
2018,26,037,all,All,0.4416163736552086,0.36399097155572413,0.5192417757546931,3
2018,26,039,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,039,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,039,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,039,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,26,039,all,All,NA,NA,NA,3
2018,26,041,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,041,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,041,race-ethnicity,"White, Non-Hispanic",0.4104826154644525,0.28317175586913834,0.5377934750597667,3
2018,26,041,all,All,0.4335106382978724,0.3282575219598699,0.5387637546358749,3
2018,26,043,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,043,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,043,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2018,26,043,all,All,0.39832535885167464,0.31481634111684553,0.48183437658650374,3
2018,26,045,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2018,26,045,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,045,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,045,race-ethnicity,"White, Non-Hispanic",0.44678292242934453,0.36391650611405046,0.5296493387446386,2
2018,26,045,all,All,0.4416163736552086,0.36399097155572413,0.5192417757546931,2
2018,26,047,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,047,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,047,race-ethnicity,"White, Non-Hispanic",0.40354989953114534,0.32563371799771745,0.4814660810645732,3
2018,26,047,all,All,0.3980203959208158,0.32275659273296475,0.4732841991086668,3
2018,26,049,race-ethnicity,"Black, Non-Hispanic",0.5328438723682042,0.3832066643205124,0.682481080415896,3
2018,26,049,race-ethnicity,Hispanic,NA,NA,NA,3
2018,26,049,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,26,049,race-ethnicity,"White, Non-Hispanic",0.4838067207059406,0.4107394446483834,0.5568739967634978,1
2018,26,049,all,All,0.4847268254979861,0.4217256926137241,0.5477279583822482,1
