state,place,city_name,subgroup,achievement_change,achievement_change_lb,achievement_change_ub,achievement_change_quality,year,state_name,_merge,subgroup_type,missing_outcome
06,49670,Mountain View,All,-.057622049,-.37224433,.25700024,1,2022,California,Matched (3),,0
06,49670,Mountain View,Economically Disadvantaged,-.45853639,-.82866001,-.088412747,3,2022,California,Matched (3),income,0
06,49670,Mountain View,"White, Non-Hispanic",-.16712779,-.47564551,.14138995,1,2022,California,Matched (3),race-ethnicity,0
06,49670,Mountain View,Not Economically Disadvantaged,-.39018655,-.77533638,-.0050367638,1,2022,California,Matched (3),income,0
06,49670,Mountain View,Hispanic,-.33230481,-.63086659,-.03374305,1,2022,California,Matched (3),race-ethnicity,0
06,50076,Murrieta,"White, Non-Hispanic",-.14674872,-.39369231,.10019487,1,2022,California,Matched (3),race-ethnicity,0
06,50076,Murrieta,"Black, Non-Hispanic",-.30887255,-.61051571,-.0072294399,1,2022,California,Matched (3),race-ethnicity,0
06,50076,Murrieta,Not Economically Disadvantaged,-.28319269,-.57290161,.0065162648,1,2022,California,Matched (3),income,0
06,50076,Murrieta,All,-.14988039,-.43076003,.13099922,1,2022,California,Matched (3),,0
06,50076,Murrieta,Economically Disadvantaged,-.11503381,-.41710398,.18703635,1,2022,California,Matched (3),income,0
06,50076,Murrieta,Hispanic,-.1259338,-.39188278,.14001518,1,2022,California,Matched (3),race-ethnicity,0
06,50258,Napa,Not Economically Disadvantaged,-.31374639,-.62361735,-.0038754446,1,2022,California,Matched (3),income,0
06,50258,Napa,"White, Non-Hispanic",-.1484666,-.40999386,.11306066,1,2022,California,Matched (3),race-ethnicity,0
06,50258,Napa,All,-.13083734,-.41576546,.15409082,1,2022,California,Matched (3),,0
06,50258,Napa,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,50258,Napa,Hispanic,-.099044554,-.36736283,.1692737,1,2022,California,Matched (3),race-ethnicity,0
06,50258,Napa,Economically Disadvantaged,.00047179993,-.3041015,.3050451,1,2022,California,Matched (3),income,0
06,51182,Newport Beach,Economically Disadvantaged,,,,,2022,California,Using only (2),income,1
06,51182,Newport Beach,"White, Non-Hispanic",,,,,2022,California,Using only (2),race-ethnicity,1
06,51182,Newport Beach,Hispanic,,,,,2022,California,Using only (2),race-ethnicity,1
06,51182,Newport Beach,Not Economically Disadvantaged,,,,,2022,California,Using only (2),income,1
06,51182,Newport Beach,"Black, Non-Hispanic",,,,,2022,California,Using only (2),race-ethnicity,1
06,51182,Newport Beach,All,,,,,2022,California,Using only (2),,1
06,52526,Norwalk,Economically Disadvantaged,-.18120715,-.48073286,.11831854,1,2022,California,Matched (3),income,0
06,52526,Norwalk,Hispanic,-.13589466,-.39953521,.12774591,1,2022,California,Matched (3),race-ethnicity,0
06,52526,Norwalk,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,52526,Norwalk,Not Economically Disadvantaged,-.65534788,-.98715627,-.32353956,1,2022,California,Matched (3),income,0
06,52526,Norwalk,All,-.16308966,-.44740203,.12122271,1,2022,California,Matched (3),,0
06,52526,Norwalk,"White, Non-Hispanic",-.18326956,-.48786229,.12132317,1,2022,California,Matched (3),race-ethnicity,0
06,53000,Oakland,"White, Non-Hispanic",-.048809446,-.35699555,.25937667,3,2022,California,Matched (3),race-ethnicity,0
06,53000,Oakland,Economically Disadvantaged,.010976203,-.35072464,.37267706,3,2022,California,Matched (3),income,0
06,53000,Oakland,Not Economically Disadvantaged,.16485797,-.22886647,.55858243,3,2022,California,Matched (3),income,0
06,53000,Oakland,Hispanic,,,,,2022,California,Matched (3),race-ethnicity,1
06,53000,Oakland,All,-.0032203181,-.33772013,.33127949,3,2022,California,Matched (3),,0
06,53000,Oakland,"Black, Non-Hispanic",.015122989,-.29277414,.32302013,3,2022,California,Matched (3),race-ethnicity,0
06,53322,Oceanside,"White, Non-Hispanic",-.11730921,-.38098073,.14636232,1,2022,California,Matched (3),race-ethnicity,0
06,53322,Oceanside,Hispanic,-.12026992,-.3888537,.14831385,1,2022,California,Matched (3),race-ethnicity,0
06,53322,Oceanside,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,53322,Oceanside,Not Economically Disadvantaged,-.14471051,-.46917859,.17975754,1,2022,California,Matched (3),income,0
06,53322,Oceanside,All,-.098650321,-.38343486,.1861342,1,2022,California,Matched (3),,0
06,53322,Oceanside,Economically Disadvantaged,.010192284,-.29098907,.31137365,1,2022,California,Matched (3),income,0
06,53896,Ontario,All,-.13675606,-.42026508,.14675297,1,2022,California,Matched (3),,0
06,53896,Ontario,"Black, Non-Hispanic",-.21126397,-.53611749,.11358956,1,2022,California,Matched (3),race-ethnicity,0
06,53896,Ontario,Economically Disadvantaged,-.13028297,-.4255738,.16500784,1,2022,California,Matched (3),income,0
06,53896,Ontario,Not Economically Disadvantaged,-.16665448,-.53671175,.20340271,1,2022,California,Matched (3),income,0
06,53896,Ontario,"White, Non-Hispanic",-.22112769,-.53487039,.092614993,1,2022,California,Matched (3),race-ethnicity,0
06,53896,Ontario,Hispanic,-.13541724,-.3973375,.12650302,1,2022,California,Matched (3),race-ethnicity,0
06,53980,Orange,Economically Disadvantaged,-.079933457,-.37999469,.22012778,1,2022,California,Matched (3),income,0
06,53980,Orange,Hispanic,-.051395006,-.31471905,.21192902,1,2022,California,Matched (3),race-ethnicity,0
06,53980,Orange,Not Economically Disadvantaged,-.13377127,-.43224359,.16470103,1,2022,California,Matched (3),income,0
06,53980,Orange,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,53980,Orange,All,.025686854,-.25635749,.30773118,1,2022,California,Matched (3),,0
06,53980,Orange,"White, Non-Hispanic",.04389596,-.21083617,.29862809,1,2022,California,Matched (3),race-ethnicity,0
06,54652,Oxnard,All,-.06369634,-.35368919,.22629651,1,2022,California,Matched (3),,0
06,54652,Oxnard,Not Economically Disadvantaged,-.042359512,-.4243615,.33964247,1,2022,California,Matched (3),income,0
06,54652,Oxnard,Economically Disadvantaged,-.018741194,-.3244139,.28693151,1,2022,California,Matched (3),income,0
06,54652,Oxnard,"White, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,54652,Oxnard,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,54652,Oxnard,Hispanic,-.062132634,-.33015403,.20588878,1,2022,California,Matched (3),race-ethnicity,0
06,55156,Palmdale,Economically Disadvantaged,-.046890207,-.34662881,.25284842,1,2022,California,Matched (3),income,0
06,55156,Palmdale,"White, Non-Hispanic",-.20193107,-.50674391,.10288177,1,2022,California,Matched (3),race-ethnicity,0
06,55156,Palmdale,Not Economically Disadvantaged,-.42994258,-.78618205,-.073703118,1,2022,California,Matched (3),income,0
06,55156,Palmdale,"Black, Non-Hispanic",-.082153723,-.36802357,.20371613,1,2022,California,Matched (3),race-ethnicity,0
06,55156,Palmdale,Hispanic,-.099895835,-.36504188,.16525021,1,2022,California,Matched (3),race-ethnicity,0
06,55156,Palmdale,All,-.098926432,-.38538781,.18753496,1,2022,California,Matched (3),,0
06,56000,Pasadena,"White, Non-Hispanic",.01601919,-.27673763,.30877599,1,2022,California,Matched (3),race-ethnicity,0
06,56000,Pasadena,All,.067496322,-.23348975,.36848238,1,2022,California,Matched (3),,0
06,56000,Pasadena,"Black, Non-Hispanic",-.067870364,-.39161229,.25587156,1,2022,California,Matched (3),race-ethnicity,0
06,56000,Pasadena,Not Economically Disadvantaged,.2855694,-.074879482,.64601827,1,2022,California,Matched (3),income,0
06,56000,Pasadena,Hispanic,-.054963812,-.34053722,.23060958,1,2022,California,Matched (3),race-ethnicity,0
06,56000,Pasadena,Economically Disadvantaged,.14876498,-.1734181,.47094807,1,2022,California,Matched (3),income,0
06,56700,Perris,"White, Non-Hispanic",-.33537689,-.65355897,-.017194791,1,2022,California,Matched (3),race-ethnicity,0
06,56700,Perris,Hispanic,-.24692644,-.51589292,.02204003,1,2022,California,Matched (3),race-ethnicity,0
06,56700,Perris,Not Economically Disadvantaged,-.79602313,-1.2033499,-.38869622,1,2022,California,Matched (3),income,0
06,56700,Perris,All,-.30220699,-.59181458,-.012599386,1,2022,California,Matched (3),,0
06,56700,Perris,Economically Disadvantaged,-.29648966,-.60149872,.0085194483,1,2022,California,Matched (3),income,0
06,56700,Perris,"Black, Non-Hispanic",-.15917274,-.4561452,.1377997,1,2022,California,Matched (3),race-ethnicity,0
06,57456,Pittsburg,All,-.16921461,-.46093807,.12250885,1,2022,California,Matched (3),,0
06,57456,Pittsburg,Economically Disadvantaged,-.1328133,-.44203514,.17640854,1,2022,California,Matched (3),income,0
06,57456,Pittsburg,Not Economically Disadvantaged,-.62210864,-1.0101687,-.23404869,1,2022,California,Matched (3),income,0
06,57456,Pittsburg,Hispanic,-.18739308,-.46203664,.087250464,1,2022,California,Matched (3),race-ethnicity,0
06,57456,Pittsburg,"White, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,57456,Pittsburg,"Black, Non-Hispanic",-.14477332,-.44712988,.15758324,1,2022,California,Matched (3),race-ethnicity,0
06,57792,Pleasanton,Not Economically Disadvantaged,.27087885,-.035713028,.57747072,1,2022,California,Matched (3),income,0
06,57792,Pleasanton,Economically Disadvantaged,-.27731612,-.67243487,.11780259,1,2022,California,Matched (3),income,0
06,57792,Pleasanton,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,57792,Pleasanton,All,.23715504,-.055778787,.53008884,1,2022,California,Matched (3),,0
06,57792,Pleasanton,"White, Non-Hispanic",.049123242,-.2131232,.31136969,1,2022,California,Matched (3),race-ethnicity,0
06,57792,Pleasanton,Hispanic,-.17230015,-.49411833,.14951804,1,2022,California,Matched (3),race-ethnicity,0
06,58072,Pomona,Hispanic,-.2223419,-.48357728,.038893476,1,2022,California,Matched (3),race-ethnicity,0
06,58072,Pomona,All,-.19035201,-.47282302,.092119016,1,2022,California,Matched (3),,0
06,58072,Pomona,Not Economically Disadvantaged,,,,,2022,California,Matched (3),income,1
06,58072,Pomona,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,58072,Pomona,Economically Disadvantaged,-.24512453,-.53878897,.04853994,1,2022,California,Matched (3),income,0
06,58072,Pomona,"White, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,59444,Rancho Cordova,Not Economically Disadvantaged,-.29815957,-.60072446,.0044053216,1,2022,California,Matched (3),income,0
06,59444,Rancho Cordova,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,59444,Rancho Cordova,All,.017537644,-.26911408,.30418938,1,2022,California,Matched (3),,0
06,59444,Rancho Cordova,"White, Non-Hispanic",-.042005859,-.29406878,.21005708,1,2022,California,Matched (3),race-ethnicity,0
06,59444,Rancho Cordova,Hispanic,-.05738879,-.34346426,.22868668,1,2022,California,Matched (3),race-ethnicity,0
06,59444,Rancho Cordova,Economically Disadvantaged,-.50084305,-.82674849,-.17493767,1,2022,California,Matched (3),income,0
06,59451,Rancho Cucamonga,All,-.19731608,-.50037402,.10574187,1,2022,California,Matched (3),,0
06,59451,Rancho Cucamonga,Hispanic,-.20182957,-.49103174,.087372608,1,2022,California,Matched (3),race-ethnicity,0
06,59451,Rancho Cucamonga,"Black, Non-Hispanic",-.1641444,-.49760586,.16931708,1,2022,California,Matched (3),race-ethnicity,0
06,59451,Rancho Cucamonga,Economically Disadvantaged,-.12414289,-.4562045,.20791873,1,2022,California,Matched (3),income,0
06,59451,Rancho Cucamonga,"White, Non-Hispanic",-.14769055,-.43756315,.14218207,1,2022,California,Matched (3),race-ethnicity,0
06,59451,Rancho Cucamonga,Not Economically Disadvantaged,-.22760624,-.5967437,.14153124,1,2022,California,Matched (3),income,0
06,59920,Redding,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,59920,Redding,Economically Disadvantaged,-.0061684558,-.35192299,.33958608,1,2022,California,Matched (3),income,0
06,59920,Redding,"White, Non-Hispanic",-.16787575,-.45496368,.11921217,1,2022,California,Matched (3),race-ethnicity,0
06,59920,Redding,Not Economically Disadvantaged,-.24606957,-.68536484,.19322568,1,2022,California,Matched (3),income,0
06,59920,Redding,All,-.072100043,-.39822933,.25402924,1,2022,California,Matched (3),,0
06,59920,Redding,Hispanic,-.1041153,-.43795362,.22972302,1,2022,California,Matched (3),race-ethnicity,0
06,60102,Redwood City,Hispanic,-.50051224,-.78865087,-.21237361,3,2022,California,Matched (3),race-ethnicity,0
06,60102,Redwood City,Economically Disadvantaged,-.56609499,-.89430434,-.23788571,1,2022,California,Matched (3),income,0
06,60102,Redwood City,Not Economically Disadvantaged,-.50822634,-.86684662,-.14960608,1,2022,California,Matched (3),income,0
06,60102,Redwood City,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,60102,Redwood City,"White, Non-Hispanic",-.17913124,-.46947822,.11121573,1,2022,California,Matched (3),race-ethnicity,0
06,60102,Redwood City,All,-.41218328,-.70861524,-.11575136,1,2022,California,Matched (3),,0
06,60466,Rialto,"Black, Non-Hispanic",-.13157733,-.43185195,.16869731,1,2022,California,Matched (3),race-ethnicity,0
06,60466,Rialto,All,-.11878434,-.40096623,.16339755,1,2022,California,Matched (3),,0
06,60466,Rialto,"White, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,60466,Rialto,Not Economically Disadvantaged,-.097183809,-.44352207,.24915443,1,2022,California,Matched (3),income,0
06,60466,Rialto,Hispanic,-.081184775,-.34215435,.1797848,1,2022,California,Matched (3),race-ethnicity,0
06,60466,Rialto,Economically Disadvantaged,-.1727746,-.46727809,.1217289,1,2022,California,Matched (3),income,0
06,60620,Richmond,All,-.20293087,-.49946219,.093600444,1,2022,California,Matched (3),,0
06,60620,Richmond,Economically Disadvantaged,-.27919045,-.59674019,.038359273,1,2022,California,Matched (3),income,0
06,60620,Richmond,Hispanic,-.31904721,-.61804193,-.020052454,3,2022,California,Matched (3),race-ethnicity,0
06,60620,Richmond,"Black, Non-Hispanic",-.1246499,-.4303014,.18100162,1,2022,California,Matched (3),race-ethnicity,0
06,60620,Richmond,"White, Non-Hispanic",-.1740375,-.46885514,.12078015,1,2022,California,Matched (3),race-ethnicity,0
06,60620,Richmond,Not Economically Disadvantaged,-.73866963,-1.0678724,-.40946692,1,2022,California,Matched (3),income,0
06,62000,Riverside,All,-.18995754,-.46846125,.088546157,1,2022,California,Matched (3),,0
06,62000,Riverside,Hispanic,-.18116514,-.43967763,.077347338,1,2022,California,Matched (3),race-ethnicity,0
06,62000,Riverside,"White, Non-Hispanic",-.13855518,-.38996822,.11285785,1,2022,California,Matched (3),race-ethnicity,0
06,62000,Riverside,"Black, Non-Hispanic",-.20175359,-.48222953,.07872235,1,2022,California,Matched (3),race-ethnicity,0
06,62000,Riverside,Not Economically Disadvantaged,-.13022919,-.42952761,.16906923,1,2022,California,Matched (3),income,0
06,62000,Riverside,Economically Disadvantaged,-.079969853,-.36981845,.20987874,1,2022,California,Matched (3),income,0
06,62938,Roseville,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,62938,Roseville,Hispanic,.026243813,-.26190421,.31439185,1,2022,California,Matched (3),race-ethnicity,0
06,62938,Roseville,All,-.023113471,-.30998799,.26376107,1,2022,California,Matched (3),,0
06,62938,Roseville,"White, Non-Hispanic",-.082310006,-.33440736,.16978735,1,2022,California,Matched (3),race-ethnicity,0
06,62938,Roseville,Not Economically Disadvantaged,-.22204436,-.52712923,.083040483,1,2022,California,Matched (3),income,0
06,62938,Roseville,Economically Disadvantaged,-.039165638,-.35979155,.28146029,1,2022,California,Matched (3),income,0
06,64000,Sacramento,All,-.14588419,-.4322961,.14052773,1,2022,California,Matched (3),,0
06,64000,Sacramento,Economically Disadvantaged,-.25715446,-.55907297,.044764064,1,2022,California,Matched (3),income,0
06,64000,Sacramento,"Black, Non-Hispanic",-.1473975,-.4313468,.13655178,1,2022,California,Matched (3),race-ethnicity,0
06,64000,Sacramento,Not Economically Disadvantaged,-.1506924,-.46064749,.1592627,1,2022,California,Matched (3),income,0
06,64000,Sacramento,Hispanic,-.17539425,-.44956794,.09877944,1,2022,California,Matched (3),race-ethnicity,0
06,64000,Sacramento,"White, Non-Hispanic",-.11530685,-.37986746,.14925376,1,2022,California,Matched (3),race-ethnicity,0
06,64224,Salinas,"White, Non-Hispanic",-.035360821,-.34119847,.27047685,1,2022,California,Matched (3),race-ethnicity,0
06,64224,Salinas,Not Economically Disadvantaged,-.51819956,-.93912029,-.097278818,2,2022,California,Matched (3),income,0
06,64224,Salinas,Hispanic,-.36047584,-.65822011,-.062731549,2,2022,California,Matched (3),race-ethnicity,0
06,64224,Salinas,Economically Disadvantaged,-.39744705,-.74077481,-.054119274,2,2022,California,Matched (3),income,0
06,64224,Salinas,All,-.35978985,-.68044454,-.039135177,2,2022,California,Matched (3),,0
06,64224,Salinas,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,65000,San Bernardino,All,-.36443833,-.64266896,-.086207688,1,2022,California,Matched (3),,0
06,65000,San Bernardino,"White, Non-Hispanic",-.29034868,-.57027662,-.01042073,1,2022,California,Matched (3),race-ethnicity,0
06,65000,San Bernardino,Hispanic,-.34109518,-.59837234,-.083818041,1,2022,California,Matched (3),race-ethnicity,0
06,65000,San Bernardino,"Black, Non-Hispanic",-.4674103,-.73512626,-.19969434,1,2022,California,Matched (3),race-ethnicity,0
06,65000,San Bernardino,Economically Disadvantaged,-.37889376,-.66715568,-.090631865,1,2022,California,Matched (3),income,0
06,65000,San Bernardino,Not Economically Disadvantaged,-.64716899,-.98098636,-.31335166,1,2022,California,Matched (3),income,0
06,65042,Ventura,"White, Non-Hispanic",-.26240075,-.53110021,.0062987506,1,2022,California,Matched (3),race-ethnicity,0
06,65042,Ventura,Hispanic,-.23904665,-.52269548,.044602197,1,2022,California,Matched (3),race-ethnicity,0
06,65042,Ventura,All,-.28952131,-.58756286,.0085202949,1,2022,California,Matched (3),,0
06,65042,Ventura,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,65042,Ventura,Not Economically Disadvantaged,-.3773613,-.71073198,-.043990575,1,2022,California,Matched (3),income,0
06,65042,Ventura,Economically Disadvantaged,-.40659881,-.72867268,-.084524877,1,2022,California,Matched (3),income,0
06,66000,San Diego,Hispanic,-.075370073,-.33525509,.18451494,1,2022,California,Matched (3),race-ethnicity,0
06,66000,San Diego,All,.024979023,-.25733644,.30729446,1,2022,California,Matched (3),,0
06,66000,San Diego,Not Economically Disadvantaged,-.064936198,-.36314613,.23327374,1,2022,California,Matched (3),income,0
06,66000,San Diego,"Black, Non-Hispanic",.033996139,-.2311724,.29916468,1,2022,California,Matched (3),race-ethnicity,0
06,66000,San Diego,Economically Disadvantaged,-.052043758,-.34170583,.23761833,1,2022,California,Matched (3),income,0
06,66000,San Diego,"White, Non-Hispanic",-.04733327,-.29517674,.2005102,1,2022,California,Matched (3),race-ethnicity,0
06,67000,San Francisco,Hispanic,,,,,2022,California,Matched (3),race-ethnicity,1
06,67000,San Francisco,Not Economically Disadvantaged,-.29661569,-.62244463,.029213239,3,2022,California,Matched (3),income,0
06,67000,San Francisco,"Black, Non-Hispanic",-.17068444,-.50298983,.16162093,3,2022,California,Matched (3),race-ethnicity,0
06,67000,San Francisco,"White, Non-Hispanic",-.17994188,-.45113155,.09124779,3,2022,California,Matched (3),race-ethnicity,0
06,67000,San Francisco,All,-.014088497,-.30450982,.27633283,1,2022,California,Matched (3),,0
06,67000,San Francisco,Economically Disadvantaged,-.01072016,-.33922642,.31778613,3,2022,California,Matched (3),income,0
06,68000,San Jose,All,-.086228959,-.3812871,.20882918,1,2022,California,Matched (3),,0
06,68000,San Jose,Not Economically Disadvantaged,-.18808,-.51608694,.13992697,1,2022,California,Matched (3),income,0
06,68000,San Jose,Economically Disadvantaged,-.32501116,-.6492691,-.00075319031,1,2022,California,Matched (3),income,0
06,68000,San Jose,Hispanic,-.2798695,-.56030178,.00056280976,1,2022,California,Matched (3),race-ethnicity,0
06,68000,San Jose,"White, Non-Hispanic",-.094219148,-.36683974,.17840144,1,2022,California,Matched (3),race-ethnicity,0
06,68000,San Jose,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,68084,San Leandro,Not Economically Disadvantaged,.061666239,-.31667915,.44001162,1,2022,California,Matched (3),income,0
06,68084,San Leandro,"White, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,68084,San Leandro,Economically Disadvantaged,-.030565616,-.34674463,.28561339,1,2022,California,Matched (3),income,0
06,68084,San Leandro,"Black, Non-Hispanic",-.17023826,-.49766046,.15718396,1,2022,California,Matched (3),race-ethnicity,0
06,68084,San Leandro,All,-.092305414,-.38725644,.2026456,1,2022,California,Matched (3),,0
06,68084,San Leandro,Hispanic,-.13438436,-.41732797,.14855923,1,2022,California,Matched (3),race-ethnicity,0
06,68196,San Marcos,All,-.17409836,-.45845562,.11025892,1,2022,California,Matched (3),,0
06,68196,San Marcos,Not Economically Disadvantaged,-.39058235,-.69174623,-.089418501,1,2022,California,Matched (3),income,0
06,68196,San Marcos,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,68196,San Marcos,"White, Non-Hispanic",-.21003208,-.46312317,.043059003,1,2022,California,Matched (3),race-ethnicity,0
06,68196,San Marcos,Economically Disadvantaged,-.30529359,-.61239505,.0018078759,1,2022,California,Matched (3),income,0
06,68196,San Marcos,Hispanic,-.13329907,-.40090185,.13430373,1,2022,California,Matched (3),race-ethnicity,0
06,68252,San Mateo,Hispanic,,,,,2022,California,Using only (2),race-ethnicity,1
06,68252,San Mateo,"White, Non-Hispanic",,,,,2022,California,Using only (2),race-ethnicity,1
06,68252,San Mateo,All,,,,,2022,California,Using only (2),,1
06,68252,San Mateo,"Black, Non-Hispanic",,,,,2022,California,Using only (2),race-ethnicity,1
06,68252,San Mateo,Not Economically Disadvantaged,,,,,2022,California,Using only (2),income,1
06,68252,San Mateo,Economically Disadvantaged,,,,,2022,California,Using only (2),income,1
06,68378,San Ramon,"White, Non-Hispanic",,,,,2022,California,Using only (2),race-ethnicity,1
06,68378,San Ramon,All,,,,,2022,California,Using only (2),,1
06,68378,San Ramon,Economically Disadvantaged,,,,,2022,California,Using only (2),income,1
06,68378,San Ramon,Not Economically Disadvantaged,,,,,2022,California,Using only (2),income,1
06,68378,San Ramon,Hispanic,,,,,2022,California,Using only (2),race-ethnicity,1
06,68378,San Ramon,"Black, Non-Hispanic",,,,,2022,California,Using only (2),race-ethnicity,1
06,69000,Santa Ana,"White, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,69000,Santa Ana,Economically Disadvantaged,-.071242712,-.36148608,.21900064,1,2022,California,Matched (3),income,0
06,69000,Santa Ana,Hispanic,-.08252047,-.34021974,.17517881,1,2022,California,Matched (3),race-ethnicity,0
06,69000,Santa Ana,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,69000,Santa Ana,Not Economically Disadvantaged,-.74600512,-1.0622839,-.4297263,1,2022,California,Matched (3),income,0
06,69000,Santa Ana,All,-.099936016,-.37918022,.17930821,1,2022,California,Matched (3),,0
06,69070,Santa Barbara,All,-.15500005,-.44628349,.1362834,1,2022,California,Matched (3),,0
06,69070,Santa Barbara,Economically Disadvantaged,-.060948178,-.37099901,.24910265,1,2022,California,Matched (3),income,0
06,69070,Santa Barbara,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,69070,Santa Barbara,Not Economically Disadvantaged,-.17338854,-.52479601,.17801893,1,2022,California,Matched (3),income,0
06,69070,Santa Barbara,Hispanic,-.10248917,-.3747561,.16977777,1,2022,California,Matched (3),race-ethnicity,0
06,69070,Santa Barbara,"White, Non-Hispanic",-.26811385,-.54437584,.008148157,1,2022,California,Matched (3),race-ethnicity,0
06,69084,Santa Clara,Hispanic,-.094181217,-.37221718,.18385474,1,2022,California,Matched (3),race-ethnicity,0
06,69084,Santa Clara,"White, Non-Hispanic",-.11655033,-.39843273,.16533206,1,2022,California,Matched (3),race-ethnicity,0
06,69084,Santa Clara,All,.01388006,-.27698785,.30474797,1,2022,California,Matched (3),,0
06,69084,Santa Clara,Economically Disadvantaged,-.19440675,-.51833797,.12952445,1,2022,California,Matched (3),income,0
06,69084,Santa Clara,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,69084,Santa Clara,Not Economically Disadvantaged,-.43529966,-.75491995,-.11567934,1,2022,California,Matched (3),income,0
06,69088,Santa Clarita,Hispanic,.0800597,-.22325911,.38337851,2,2022,California,Matched (3),race-ethnicity,0
06,69088,Santa Clarita,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,69088,Santa Clarita,Not Economically Disadvantaged,.083930671,-.26537588,.43323722,2,2022,California,Matched (3),income,0
06,69088,Santa Clarita,"White, Non-Hispanic",-.063577116,-.34051135,.21335712,2,2022,California,Matched (3),race-ethnicity,0
06,69088,Santa Clarita,All,.12062118,-.19822535,.4394677,2,2022,California,Matched (3),,0
06,69088,Santa Clarita,Economically Disadvantaged,.3301678,-.030639645,.69097519,2,2022,California,Matched (3),income,0
06,69196,Santa Maria,Not Economically Disadvantaged,-.95758039,-1.3322221,-.58293855,1,2022,California,Matched (3),income,0
06,69196,Santa Maria,Hispanic,-.40849915,-.66962016,-.14737812,1,2022,California,Matched (3),race-ethnicity,0
06,69196,Santa Maria,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,69196,Santa Maria,All,-.4198226,-.70256364,-.13708155,1,2022,California,Matched (3),,0
06,69196,Santa Maria,Economically Disadvantaged,-.43841529,-.73292613,-.14390442,1,2022,California,Matched (3),income,0
06,69196,Santa Maria,"White, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,70000,Santa Monica,"White, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,70000,Santa Monica,All,.028497605,-.29775184,.35474706,3,2022,California,Matched (3),,0
06,70000,Santa Monica,Economically Disadvantaged,.19991603,-.16966294,.56949496,3,2022,California,Matched (3),income,0
06,70000,Santa Monica,Hispanic,.095871806,-.20964113,.40138474,3,2022,California,Matched (3),race-ethnicity,0
06,70000,Santa Monica,Not Economically Disadvantaged,-.19051343,-.57832563,.19729878,3,2022,California,Matched (3),income,0
06,70000,Santa Monica,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,70098,Santa Rosa,All,-.25016081,-.58536482,.085043184,2,2022,California,Matched (3),,0
06,70098,Santa Rosa,Hispanic,-.32542115,-.64476216,-.0060801366,2,2022,California,Matched (3),race-ethnicity,0
06,70098,Santa Rosa,"White, Non-Hispanic",-.10550075,-.40372396,.19272245,2,2022,California,Matched (3),race-ethnicity,0
06,70098,Santa Rosa,"Black, Non-Hispanic",,,,,2022,California,Matched (3),race-ethnicity,1
06,70098,Santa Rosa,Not Economically Disadvantaged,-.47068554,-.88786948,-.053501613,2,2022,California,Matched (3),income,0
06,70098,Santa Rosa,Economically Disadvantaged,-.29526019,-.67188019,.081359789,2,2022,California,Matched (3),income,0
06,72016,Simi Valley,All,-.061849646,-.3468762,.2231769,1,2022,California,Matched (3),,0
06,72016,Simi Valley,Economically Disadvantaged,.15183389,-.1598417,.46350947,1,2022,California,Matched (3),income,0
06,72016,Simi Valley,"White, Non-Hispanic",-.079860888,-.33182642,.17210463,1,2022,California,Matched (3),race-ethnicity,0
06,72016,Simi Valley,Hispanic,-.04667829,-.31996512,.22660856,1,2022,California,Matched (3),race-ethnicity,0
