year,state,county,race_ind,environmental_quality,quality_flag
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,057,"Predominantly White, Non-Hispanic",27.46153846153846,1
2014,13,059,No Predominant Racial Group,23.714285714285715,1
2014,13,059,Predominantly People of Color,22.714285714285715,1
2014,13,059,"Predominantly White, Non-Hispanic",22.125,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,13,061,Predominantly People of Color,20,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,13,063,No Predominant Racial Group,12,1
2014,13,063,Predominantly People of Color,10.854166666666666,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,13,065,No Predominant Racial Group,37,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,065,"Predominantly White, Non-Hispanic",39,1
2014,13,067,No Predominant Racial Group,12.03225806451613,1
2014,13,067,Predominantly People of Color,11.71875,1
2014,13,067,"Predominantly White, Non-Hispanic",16.385964912280702,1
2014,13,069,No Predominant Racial Group,32.666666666666664,1
2014,13,069,Predominantly People of Color,28,1
2014,13,069,"Predominantly White, Non-Hispanic",33,1
2014,13,071,No Predominant Racial Group,23.5,1
2014,13,071,Predominantly People of Color,23,1
2014,13,071,"Predominantly White, Non-Hispanic",30,1
2014,13,073,No Predominant Racial Group,26,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,073,"Predominantly White, Non-Hispanic",23.5,1
2014,13,075,No Predominant Racial Group,25,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,075,"Predominantly White, Non-Hispanic",29.333333333333332,1
2014,13,077,No Predominant Racial Group,18,1
2014,13,077,Predominantly People of Color,18.5,1
2014,13,077,"Predominantly White, Non-Hispanic",22.375,1
2014,13,079,No Predominant Racial Group,22,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,079,"Predominantly White, Non-Hispanic",23,1
2014,13,081,No Predominant Racial Group,24,1
2014,13,081,Predominantly People of Color,27,1
2014,13,081,"Predominantly White, Non-Hispanic",30,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,083,"Predominantly White, Non-Hispanic",48.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,085,"Predominantly White, Non-Hispanic",53.666666666666664,1
2014,13,087,No Predominant Racial Group,23.5,1
2014,13,087,Predominantly People of Color,23.5,1
2014,13,087,"Predominantly White, Non-Hispanic",26,1
2014,13,089,No Predominant Racial Group,9.6,1
2014,13,089,Predominantly People of Color,10.89010989010989,1
2014,13,089,"Predominantly White, Non-Hispanic",9.342105263157896,1
2014,13,091,No Predominant Racial Group,29,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,091,"Predominantly White, Non-Hispanic",29.75,1
2014,13,093,No Predominant Racial Group,29,1
2014,13,093,Predominantly People of Color,32,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,13,095,No Predominant Racial Group,20.77777777777778,1
2014,13,095,Predominantly People of Color,18.58823529411765,1
2014,13,095,"Predominantly White, Non-Hispanic",18,1
2014,13,097,No Predominant Racial Group,24.5,1
2014,13,097,Predominantly People of Color,20.5,1
2014,13,097,"Predominantly White, Non-Hispanic",29.166666666666668,1
2014,13,099,No Predominant Racial Group,22.5,1
2014,13,099,Predominantly People of Color,26,1
2014,13,099,"Predominantly White, Non-Hispanic",24,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,101,"Predominantly White, Non-Hispanic",36,1
2014,13,103,No Predominant Racial Group,37,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,103,"Predominantly White, Non-Hispanic",35.22222222222222,1
2014,13,105,No Predominant Racial Group,35,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,105,"Predominantly White, Non-Hispanic",36.333333333333336,1
2014,13,107,No Predominant Racial Group,32.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,107,"Predominantly White, Non-Hispanic",37.25,1
2014,13,109,No Predominant Racial Group,40,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,109,"Predominantly White, Non-Hispanic",39,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,111,"Predominantly White, Non-Hispanic",72,1
2014,13,113,No Predominant Racial Group,22.25,1
2014,13,113,Predominantly People of Color,20,1
2014,13,113,"Predominantly White, Non-Hispanic",22.428571428571427,1
2014,13,115,No Predominant Racial Group,17.5,1
2014,13,115,Predominantly People of Color,18,1
2014,13,115,"Predominantly White, Non-Hispanic",22.071428571428573,1
2014,13,117,No Predominant Racial Group,27,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,117,"Predominantly White, Non-Hispanic",35.666666666666664,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,119,"Predominantly White, Non-Hispanic",37,1
2014,13,121,No Predominant Racial Group,10.8,1
2014,13,121,Predominantly People of Color,NA,1
2014,13,121,"Predominantly White, Non-Hispanic",11.838235294117647,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,123,"Predominantly White, Non-Hispanic",68.2,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,125,"Predominantly White, Non-Hispanic",36,1
2014,13,127,No Predominant Racial Group,52,1
2014,13,127,Predominantly People of Color,51.8,1
2014,13,127,"Predominantly White, Non-Hispanic",64.88888888888889,1
2014,13,129,No Predominant Racial Group,20,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,129,"Predominantly White, Non-Hispanic",25.571428571428573,1
2014,13,131,No Predominant Racial Group,17,1
2014,13,131,Predominantly People of Color,17,1
2014,13,131,"Predominantly White, Non-Hispanic",23.75,1
2014,13,133,No Predominant Racial Group,26,1
2014,13,133,Predominantly People of Color,22,1
2014,13,133,"Predominantly White, Non-Hispanic",24.5,1
2014,13,135,No Predominant Racial Group,20.35135135135135,1
2014,13,135,Predominantly People of Color,16,1
2014,13,135,"Predominantly White, Non-Hispanic",21.25,1
2014,13,137,No Predominant Racial Group,55,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,137,"Predominantly White, Non-Hispanic",65.42857142857143,1
2014,13,139,No Predominant Racial Group,35.4,1
2014,13,139,Predominantly People of Color,31.875,1
2014,13,139,"Predominantly White, Non-Hispanic",42.52173913043478,1
2014,13,141,No Predominant Racial Group,25,1
2014,13,141,Predominantly People of Color,26,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,143,"Predominantly White, Non-Hispanic",33.4,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,145,"Predominantly White, Non-Hispanic",16.8,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,147,"Predominantly White, Non-Hispanic",37.8,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,149,"Predominantly White, Non-Hispanic",25.666666666666668,1
2014,13,151,No Predominant Racial Group,15.545454545454545,1
2014,13,151,Predominantly People of Color,13.25,1
2014,13,151,"Predominantly White, Non-Hispanic",19,1
2014,13,153,No Predominant Racial Group,16.375,1
2014,13,153,Predominantly People of Color,11,1
2014,13,153,"Predominantly White, Non-Hispanic",18.833333333333332,1
2014,13,155,No Predominant Racial Group,37,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,155,"Predominantly White, Non-Hispanic",39,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,157,"Predominantly White, Non-Hispanic",30.636363636363637,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,159,"Predominantly White, Non-Hispanic",19.666666666666668,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,161,"Predominantly White, Non-Hispanic",38.666666666666664,1
2014,13,163,No Predominant Racial Group,33,1
2014,13,163,Predominantly People of Color,36,1
2014,13,163,"Predominantly White, Non-Hispanic",38,1
2014,13,165,No Predominant Racial Group,40,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,165,"Predominantly White, Non-Hispanic",43,1
2014,13,167,No Predominant Racial Group,31,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,167,"Predominantly White, Non-Hispanic",33.5,1
2014,13,169,No Predominant Racial Group,18,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,169,"Predominantly White, Non-Hispanic",19.6,1
2014,13,171,No Predominant Racial Group,24.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,171,"Predominantly White, Non-Hispanic",24,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,173,"Predominantly White, Non-Hispanic",32,1
2014,13,175,No Predominant Racial Group,21,1
2014,13,175,Predominantly People of Color,20.666666666666668,1
2014,13,175,"Predominantly White, Non-Hispanic",26.666666666666668,1
2014,13,177,No Predominant Racial Group,30,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,177,"Predominantly White, Non-Hispanic",23,1
2014,13,179,No Predominant Racial Group,42,1
2014,13,179,Predominantly People of Color,40.625,1
2014,13,179,"Predominantly White, Non-Hispanic",44.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,181,"Predominantly White, Non-Hispanic",30.5,1
2014,13,183,No Predominant Racial Group,42,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,183,"Predominantly White, Non-Hispanic",42,1
2014,13,185,No Predominant Racial Group,17.2,1
2014,13,185,Predominantly People of Color,15.833333333333334,1
2014,13,185,"Predominantly White, Non-Hispanic",20.357142857142858,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,187,"Predominantly White, Non-Hispanic",65.75,1
2014,13,189,No Predominant Racial Group,29,1
2014,13,189,Predominantly People of Color,27,1
2014,13,189,"Predominantly White, Non-Hispanic",30.5,1
2014,13,191,No Predominant Racial Group,59,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,191,"Predominantly White, Non-Hispanic",60,1
2014,13,193,No Predominant Racial Group,28,1
2014,13,193,Predominantly People of Color,26.333333333333332,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,195,"Predominantly White, Non-Hispanic",32.333333333333336,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,13,197,Predominantly People of Color,22,1
2014,13,197,"Predominantly White, Non-Hispanic",24,1
2014,13,199,No Predominant Racial Group,25.333333333333332,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,199,"Predominantly White, Non-Hispanic",26,1
2014,13,201,No Predominant Racial Group,30,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,201,"Predominantly White, Non-Hispanic",30.5,1
2014,13,205,No Predominant Racial Group,30,1
2014,13,205,Predominantly People of Color,23,1
2014,13,205,"Predominantly White, Non-Hispanic",29,1
2014,13,207,No Predominant Racial Group,17,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,207,"Predominantly White, Non-Hispanic",17.5,1
2014,13,209,No Predominant Racial Group,32,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,209,"Predominantly White, Non-Hispanic",37,1
2014,13,211,No Predominant Racial Group,1,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,211,"Predominantly White, Non-Hispanic",19.25,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,213,"Predominantly White, Non-Hispanic",48.5,1
2014,13,215,No Predominant Racial Group,6.142857142857143,1
2014,13,215,Predominantly People of Color,5.68,1
2014,13,215,"Predominantly White, Non-Hispanic",7.285714285714286,1
2014,13,217,No Predominant Racial Group,10.333333333333334,1
2014,13,217,Predominantly People of Color,10.333333333333334,1
2014,13,217,"Predominantly White, Non-Hispanic",10.75,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,219,"Predominantly White, Non-Hispanic",26,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,221,"Predominantly White, Non-Hispanic",32.25,1
2014,13,223,No Predominant Racial Group,24,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,223,"Predominantly White, Non-Hispanic",28.333333333333332,1
2014,13,225,No Predominant Racial Group,17,1
2014,13,225,Predominantly People of Color,19.333333333333332,1
2014,13,225,"Predominantly White, Non-Hispanic",18.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,227,"Predominantly White, Non-Hispanic",55.333333333333336,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,229,"Predominantly White, Non-Hispanic",41.75,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,231,"Predominantly White, Non-Hispanic",27,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,233,"Predominantly White, Non-Hispanic",29,1
2014,13,235,No Predominant Racial Group,27,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,235,"Predominantly White, Non-Hispanic",31,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,13,237,Predominantly People of Color,19,1
2014,13,237,"Predominantly White, Non-Hispanic",21.75,1
2014,13,239,No Predominant Racial Group,12,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,241,"Predominantly White, Non-Hispanic",81,1
2014,13,243,No Predominant Racial Group,28,1
2014,13,243,Predominantly People of Color,23,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,13,245,No Predominant Racial Group,19.133333333333333,1
2014,13,245,Predominantly People of Color,18.884615384615383,1
2014,13,245,"Predominantly White, Non-Hispanic",19,1
2014,13,247,No Predominant Racial Group,16.5,1
2014,13,247,Predominantly People of Color,13.25,1
2014,13,247,"Predominantly White, Non-Hispanic",18.666666666666668,1
2014,13,249,No Predominant Racial Group,27,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,249,"Predominantly White, Non-Hispanic",28,1
2014,13,251,No Predominant Racial Group,38.25,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,251,"Predominantly White, Non-Hispanic",43,1
2014,13,253,No Predominant Racial Group,27,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,253,"Predominantly White, Non-Hispanic",26.5,1
2014,13,255,No Predominant Racial Group,20.333333333333332,1
2014,13,255,Predominantly People of Color,18.666666666666668,1
2014,13,255,"Predominantly White, Non-Hispanic",22.833333333333332,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,257,"Predominantly White, Non-Hispanic",50.6,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,13,259,Predominantly People of Color,20,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,13,261,No Predominant Racial Group,26.25,1
2014,13,261,Predominantly People of Color,21,1
2014,13,261,"Predominantly White, Non-Hispanic",19,1
2014,13,263,No Predominant Racial Group,23.5,1
2014,13,263,Predominantly People of Color,24,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,13,265,No Predominant Racial Group,28,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,13,267,No Predominant Racial Group,41,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,267,"Predominantly White, Non-Hispanic",42.5,1
2014,13,269,No Predominant Racial Group,24,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,269,"Predominantly White, Non-Hispanic",24,1
2014,13,271,No Predominant Racial Group,33.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,271,"Predominantly White, Non-Hispanic",36,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,13,273,Predominantly People of Color,21.5,1
2014,13,273,"Predominantly White, Non-Hispanic",28,1
2014,13,275,No Predominant Racial Group,17.5,1
2014,13,275,Predominantly People of Color,20.333333333333332,1
2014,13,275,"Predominantly White, Non-Hispanic",21,1
2014,13,277,No Predominant Racial Group,30,1
2014,13,277,Predominantly People of Color,17,1
2014,13,277,"Predominantly White, Non-Hispanic",30,1
2014,13,279,No Predominant Racial Group,33,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,279,"Predominantly White, Non-Hispanic",36.666666666666664,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,281,"Predominantly White, Non-Hispanic",79.66666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,283,"Predominantly White, Non-Hispanic",31.5,1
2014,13,285,No Predominant Racial Group,14,1
2014,13,285,Predominantly People of Color,14,1
2014,13,285,"Predominantly White, Non-Hispanic",19.142857142857142,1
2014,13,287,No Predominant Racial Group,33,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,287,"Predominantly White, Non-Hispanic",34,1
2014,13,289,No Predominant Racial Group,23,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,289,"Predominantly White, Non-Hispanic",24,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,291,"Predominantly White, Non-Hispanic",77.5,1
2014,13,293,No Predominant Racial Group,21.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,293,"Predominantly White, Non-Hispanic",24.8,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,295,"Predominantly White, Non-Hispanic",36.46153846153846,1
2014,13,297,No Predominant Racial Group,18,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,297,"Predominantly White, Non-Hispanic",21.076923076923077,1
2014,13,299,No Predominant Racial Group,33,1
2014,13,299,Predominantly People of Color,33,1
2014,13,299,"Predominantly White, Non-Hispanic",36.2,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,13,301,Predominantly People of Color,29.5,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,13,303,No Predominant Racial Group,29,1
2014,13,303,Predominantly People of Color,27.5,1
2014,13,303,"Predominantly White, Non-Hispanic",31,1
2014,13,305,No Predominant Racial Group,36,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,305,"Predominantly White, Non-Hispanic",41.25,1
2014,13,307,No Predominant Racial Group,26.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,13,309,No Predominant Racial Group,31,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,309,"Predominantly White, Non-Hispanic",33,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,311,"Predominantly White, Non-Hispanic",69.2,1
2014,13,313,No Predominant Racial Group,20.8,1
2014,13,313,Predominantly People of Color,15.666666666666666,1
2014,13,313,"Predominantly White, Non-Hispanic",25.8,1
2014,13,315,No Predominant Racial Group,35.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,315,"Predominantly White, Non-Hispanic",37.5,1
2014,13,317,No Predominant Racial Group,32,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,317,"Predominantly White, Non-Hispanic",33.5,1
2014,13,319,No Predominant Racial Group,25,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,319,"Predominantly White, Non-Hispanic",27,1
2014,13,321,No Predominant Racial Group,26,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,13,321,"Predominantly White, Non-Hispanic",30.5,1
2014,15,001,No Predominant Racial Group,99,1
2014,15,001,Predominantly People of Color,98.91666666666667,1
2014,15,001,"Predominantly White, Non-Hispanic",99,1
2014,15,003,No Predominant Racial Group,91.11111111111111,1
2014,15,003,Predominantly People of Color,92.79797979797979,1
2014,15,003,"Predominantly White, Non-Hispanic",NA,1
2014,15,005,No Predominant Racial Group,99,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,15,007,No Predominant Racial Group,99,1
2014,15,007,Predominantly People of Color,99,1
2014,15,007,"Predominantly White, Non-Hispanic",99,1
2014,15,009,No Predominant Racial Group,99,1
2014,15,009,Predominantly People of Color,99,1
2014,15,009,"Predominantly White, Non-Hispanic",99,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,001,"Predominantly White, Non-Hispanic",34.91525423728814,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,003,"Predominantly White, Non-Hispanic",94.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,16,005,Predominantly People of Color,96,1
2014,16,005,"Predominantly White, Non-Hispanic",93.14285714285714,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,007,"Predominantly White, Non-Hispanic",98.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,009,"Predominantly White, Non-Hispanic",79.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,16,011,Predominantly People of Color,97,1
2014,16,011,"Predominantly White, Non-Hispanic",94.85714285714286,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,013,"Predominantly White, Non-Hispanic",98.75,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,015,"Predominantly White, Non-Hispanic",92,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,017,"Predominantly White, Non-Hispanic",62.888888888888886,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,019,"Predominantly White, Non-Hispanic",85.71428571428571,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,021,"Predominantly White, Non-Hispanic",81.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,023,"Predominantly White, Non-Hispanic",99,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,025,"Predominantly White, Non-Hispanic",99,1
2014,16,027,No Predominant Racial Group,44.333333333333336,1
2014,16,027,Predominantly People of Color,39,1
2014,16,027,"Predominantly White, Non-Hispanic",51.84,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,029,"Predominantly White, Non-Hispanic",89.5,1
2014,16,031,No Predominant Racial Group,90,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,031,"Predominantly White, Non-Hispanic",96.4,1
2014,16,033,No Predominant Racial Group,98,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,035,"Predominantly White, Non-Hispanic",65.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,037,"Predominantly White, Non-Hispanic",99,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,039,"Predominantly White, Non-Hispanic",93.6,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,041,"Predominantly White, Non-Hispanic",97,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,043,"Predominantly White, Non-Hispanic",98,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,045,"Predominantly White, Non-Hispanic",83,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,047,"Predominantly White, Non-Hispanic",94,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,049,"Predominantly White, Non-Hispanic",71.2,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,051,"Predominantly White, Non-Hispanic",95.25,1
2014,16,053,No Predominant Racial Group,91,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,053,"Predominantly White, Non-Hispanic",91.66666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,055,"Predominantly White, Non-Hispanic",45.6,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,057,"Predominantly White, Non-Hispanic",82.14285714285714,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,059,"Predominantly White, Non-Hispanic",98.33333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,061,"Predominantly White, Non-Hispanic",78,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,063,"Predominantly White, Non-Hispanic",97,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,065,"Predominantly White, Non-Hispanic",92.5,1
2014,16,067,No Predominant Racial Group,94,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,067,"Predominantly White, Non-Hispanic",93,1
2014,16,069,No Predominant Racial Group,84,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,069,"Predominantly White, Non-Hispanic",62.111111111111114,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,071,"Predominantly White, Non-Hispanic",97,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,073,"Predominantly White, Non-Hispanic",93.66666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,075,"Predominantly White, Non-Hispanic",74.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,077,"Predominantly White, Non-Hispanic",97,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,079,"Predominantly White, Non-Hispanic",85.66666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,081,"Predominantly White, Non-Hispanic",99,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,16,083,"Predominantly White, Non-Hispanic",93.71428571428571,1
2014,NA,NA,No Predominant Racial Group,NA,1
