year,state,county,state_name,county_name,ratio_population_pc_physician,ratio_population_pc_physician_quality,low_pop_flag
2015,48,459,Texas,Upshur County,4060,1,0
2015,48,461,Texas,Upton County,1217,2,0
2015,48,463,Texas,Uvalde County,1946,1,0
2015,48,465,Texas,Val Verde County,3499,1,0
2015,48,467,Texas,Van Zandt County,5355,1,0
2015,48,469,Texas,Victoria County,1232,1,0
2015,48,471,Texas,Walker County,3214,1,0
2015,48,473,Texas,Waller County,9731,1,0
2015,48,475,Texas,Ward County,5860,2,0
2015,48,477,Texas,Washington County,1512,1,0
2015,48,479,Texas,Webb County,3100,1,0
2015,48,481,Texas,Wharton County,2440,1,0
2015,48,483,Texas,Wheeler County,2828,2,0
2015,48,485,Texas,Wichita County,1254,1,0
2015,48,487,Texas,Wilbarger County,2171,1,0
2015,48,489,Texas,Willacy County,2738,1,0
2015,48,491,Texas,Williamson County,1509,1,0
2015,48,493,Texas,Wilson County,2160,1,0
2015,48,495,Texas,Winkler County,4002,2,0
2015,48,497,Texas,Wise County,1967,1,0
2015,48,499,Texas,Wood County,2065,1,0
2015,48,501,Texas,Yoakum County,4273,2,0
2015,48,503,Texas,Young County,1522,1,0
2015,48,505,Texas,Zapata County,14374,3,0
2015,48,507,Texas,Zavala County,4078,2,0
2015,49,001,Utah,Beaver County,1588,1,0
2015,49,003,Utah,Box Elder County,2894,1,0
2015,49,005,Utah,Cache County,2082,1,0
2015,49,007,Utah,Carbon County,2275,1,0
2015,49,009,Utah,Daggett County,0,NA,1
2015,49,011,Utah,Davis County,1954,1,0
2015,49,013,Utah,Duchesne County,2608,1,0
2015,49,015,Utah,Emery County,5185,2,0
2015,49,017,Utah,Garfield County,2504,2,0
2015,49,019,Utah,Grand County,793,1,0
2015,49,021,Utah,Iron County,2418,1,0
2015,49,023,Utah,Juab County,1513,1,0
2015,49,025,Utah,Kane County,2377,2,0
2015,49,027,Utah,Millard County,2108,1,0
2015,49,029,Utah,Morgan County,1229,1,0
2015,49,031,Utah,Piute County,0,NA,1
2015,49,033,Utah,Rich County,0,NA,0
2015,49,035,Utah,Salt Lake County,1350,1,0
2015,49,037,Utah,San Juan County,1752,1,0
2015,49,039,Utah,Sanpete County,1693,1,0
2015,49,041,Utah,Sevier County,1908,1,0
2015,49,043,Utah,Summit County,862,1,0
2015,49,045,Utah,Tooele County,4197,1,0
2015,49,047,Utah,Uintah County,3161,1,0
2015,49,049,Utah,Utah County,2301,1,0
2015,49,051,Utah,Wasatch County,1715,1,0
2015,49,053,Utah,Washington County,1729,1,0
2015,49,055,Utah,Wayne County,2692,3,0
2015,49,057,Utah,Weber County,2389,1,0
2015,50,001,Vermont,Addison County,926,1,0
2015,50,003,Vermont,Bennington County,1038,1,0
2015,50,005,Vermont,Caledonia County,1184,1,0
2015,50,007,Vermont,Chittenden County,556,1,0
2015,50,009,Vermont,Essex County,3082,2,0
2015,50,011,Vermont,Franklin County,2033,1,0
2015,50,013,Vermont,Grand Isle County,2287,2,0
2015,50,015,Vermont,Lamoille County,1147,1,0
2015,50,017,Vermont,Orange County,1445,1,0
2015,50,019,Vermont,Orleans County,1290,1,0
2015,50,021,Vermont,Rutland County,1149,1,0
2015,50,023,Vermont,Washington County,977,1,0
2015,50,025,Vermont,Windham County,885,1,0
2015,50,027,Vermont,Windsor County,929,1,0
2015,51,001,Virginia,Accomack County,2061,1,0
2015,51,003,Virginia,Albemarle County,673,1,0
2015,51,005,Virginia,Alleghany County,1742,1,0
2015,51,007,Virginia,Amelia County,6452,2,0
2015,51,009,Virginia,Amherst County,6383,1,0
2015,51,011,Virginia,Appomattox County,7707,2,0
2015,51,013,Virginia,Arlington County,1356,1,0
2015,51,015,Virginia,Augusta County,2123,1,0
2015,51,017,Virginia,Bath County,1490,2,0
2015,51,019,Virginia,Bedford County,1524,1,0
2015,51,021,Virginia,Bland County,0,NA,0
2015,51,023,Virginia,Botetourt County,1853,1,0
2015,51,025,Virginia,Brunswick County,3340,1,0
2015,51,027,Virginia,Buchanan County,3796,1,0
2015,51,029,Virginia,Buckingham County,2839,1,0
2015,51,031,Virginia,Campbell County,5008,1,0
2015,51,033,Virginia,Caroline County,9995,2,0
2015,51,035,Virginia,Carroll County,1101,1,0
2015,51,036,Virginia,Charles City County,7040,3,0
2015,51,037,Virginia,Charlotte County,2034,1,0
2015,51,041,Virginia,Chesterfield County,1115,1,0
2015,51,043,Virginia,Clarke County,2394,1,0
2015,51,045,Virginia,Craig County,5211,3,0
2015,51,047,Virginia,Culpeper County,2354,1,0
2015,51,049,Virginia,Cumberland County,4860,2,0
2015,51,051,Virginia,Dickenson County,3779,2,0
2015,51,053,Virginia,Dinwiddie County,6963,2,0
2015,51,057,Virginia,Essex County,5565,2,0
2015,51,059,Virginia,Fairfax County,964,1,0
2015,51,061,Virginia,Fauquier County,1911,1,0
2015,51,063,Virginia,Floyd County,2608,1,0
2015,51,065,Virginia,Fluvanna County,4372,1,0
2015,51,067,Virginia,Franklin County,2164,1,0
2015,51,069,Virginia,Frederick County,2133,1,0
2015,51,071,Virginia,Giles County,1856,1,0
2015,51,073,Virginia,Gloucester County,1688,1,0
2015,51,075,Virginia,Goochland County,1171,1,0
2015,51,077,Virginia,Grayson County,4003,1,0
2015,51,079,Virginia,Greene County,6387,2,0
2015,51,081,Virginia,Greensville County,1981,1,0
2015,51,083,Virginia,Halifax County,2509,1,0
2015,51,085,Virginia,Hanover County,1358,1,0
2015,51,087,Virginia,Henrico County,1013,1,0
2015,51,089,Virginia,Henry County,1482,1,0
2015,51,091,Virginia,Highland County,0,NA,0
2015,51,093,Virginia,Isle of Wight County,2017,1,0
2015,51,095,Virginia,James City County,724,1,0
2015,51,097,Virginia,King and Queen County,2386,2,0
2015,51,099,Virginia,King George County,4252,1,0
2015,51,101,Virginia,King William County,2324,1,0
2015,51,103,Virginia,Lancaster County,1828,1,0
2015,51,105,Virginia,Lee County,4124,1,0
2015,51,107,Virginia,Loudoun County,1304,1,0
2015,51,109,Virginia,Louisa County,6920,1,0
2015,51,111,Virginia,Lunenburg County,3075,2,0
2015,51,113,Virginia,Madison County,1876,1,0
2015,51,115,Virginia,Mathews County,2216,2,0
2015,51,117,Virginia,Mecklenburg County,1636,1,0
2015,51,119,Virginia,Middlesex County,2652,2,0
2015,51,121,Virginia,Montgomery County,1436,1,0
2015,51,125,Virginia,Nelson County,986,1,0
2015,51,127,Virginia,New Kent County,3399,1,0
2015,51,131,Virginia,Northampton County,760,1,0
2015,51,133,Virginia,Northumberland County,1112,1,0
2015,51,135,Virginia,Nottoway County,1567,1,0
2015,51,137,Virginia,Orange County,1769,1,0
2015,51,139,Virginia,Page County,2636,1,0
2015,51,141,Virginia,Patrick County,6015,2,0
2015,51,143,Virginia,Pittsylvania County,15548,1,0
2015,51,145,Virginia,Powhatan County,1649,1,0
2015,51,147,Virginia,Prince Edward County,1530,1,0
2015,51,149,Virginia,Prince George County,7572,1,0
2015,51,153,Virginia,Prince William County,2193,1,0
2015,51,155,Virginia,Pulaski County,2146,1,0
2015,51,157,Virginia,Rappahannock County,2459,2,0
2015,51,159,Virginia,Richmond County,0,NA,0
2015,51,161,Virginia,Roanoke County,828,1,0
2015,51,163,Virginia,Rockbridge County,931,1,0
2015,51,165,Virginia,Rockingham County,4136,1,0
2015,51,167,Virginia,Russell County,2789,1,0
2015,51,169,Virginia,Scott County,2766,1,0
2015,51,171,Virginia,Shenandoah County,2160,1,0
2015,51,173,Virginia,Smyth County,1748,1,0
2015,51,175,Virginia,Southampton County,4527,1,0
2015,51,177,Virginia,Spotsylvania County,1652,1,0
2015,51,179,Virginia,Stafford County,3641,1,0
2015,51,181,Virginia,Surry County,3354,2,0
2015,51,183,Virginia,Sussex County,3905,2,0
2015,51,185,Virginia,Tazewell County,1532,1,0
2015,51,187,Virginia,Warren County,2057,1,0
2015,51,191,Virginia,Washington County,1475,1,0
2015,51,193,Virginia,Westmoreland County,8814,2,0
2015,51,195,Virginia,Wise County,1986,1,0
2015,51,197,Virginia,Wythe County,1713,1,0
2015,51,199,Virginia,York County,870,1,0
2015,51,510,Virginia,Alexandria city,1490,1,0
2015,51,520,Virginia,Bristol city,2143,1,0
2015,51,530,Virginia,Buena Vista city,3309,2,0
2015,51,540,Virginia,Charlottesville city,358,1,0
2015,51,550,Virginia,Chesapeake city,1207,1,0
2015,51,570,Virginia,Colonial Heights city,685,1,0
2015,51,580,Virginia,Covington city,1886,2,0
2015,51,590,Virginia,Danville city,979,1,0
2015,51,595,Virginia,Emporia city,0,NA,0
2015,51,600,Virginia,Fairfax city,12006,2,0
2015,51,610,Virginia,Falls Church city,302,1,0
2015,51,620,Virginia,Franklin city,849,1,0
2015,51,630,Virginia,Fredericksburg city,740,1,0
2015,51,640,Virginia,Galax city,0,NA,0
2015,51,650,Virginia,Hampton city,2313,1,0
2015,51,660,Virginia,Harrisonburg city,691,1,0
2015,51,670,Virginia,Hopewell city,2238,1,0
2015,51,678,Virginia,Lexington city,0,NA,0
2015,51,680,Virginia,Lynchburg city,840,1,0
2015,51,683,Virginia,Manassas city,889,1,0
2015,51,685,Virginia,Manassas Park city,0,NA,0
2015,51,690,Virginia,Martinsville city,13645,3,0
2015,51,700,Virginia,Newport News city,1689,1,0
2015,51,710,Virginia,Norfolk city,1002,1,0
2015,51,720,Virginia,Norton city,358,1,0
2015,51,730,Virginia,Petersburg city,1476,1,0
2015,51,735,Virginia,Poquoson city,1723,1,0
2015,51,740,Virginia,Portsmouth city,1886,1,0
2015,51,750,Virginia,Radford city,1582,1,0
2015,51,760,Virginia,Richmond city,962,1,0
2015,51,770,Virginia,Roanoke city,1110,1,0
2015,51,775,Virginia,Salem city,748,1,0
2015,51,790,Virginia,Staunton city,1744,1,0
2015,51,800,Virginia,Suffolk city,1025,1,0
2015,51,810,Virginia,Virginia Beach city,1332,1,0
2015,51,820,Virginia,Waynesboro city,934,1,0
2015,51,830,Virginia,Williamsburg city,15052,3,0
2015,51,840,Virginia,Winchester city,350,1,0
2015,53,001,Washington,Adams County,1750,1,0
2015,53,003,Washington,Asotin County,1163,1,0
2015,53,005,Washington,Benton County,1442,1,0
2015,53,007,Washington,Chelan County,850,1,0
2015,53,009,Washington,Clallam County,1097,1,0
2015,53,011,Washington,Clark County,1527,1,0
2015,53,013,Washington,Columbia County,1315,2,0
2015,53,015,Washington,Cowlitz County,1478,1,0
2015,53,017,Washington,Douglas County,3378,1,0
2015,53,019,Washington,Ferry County,1516,1,0
2015,53,021,Washington,Franklin County,3416,1,0
2015,53,023,Washington,Garfield County,2219,3,0
2015,53,025,Washington,Grant County,2072,1,0
2015,53,027,Washington,Grays Harbor County,2735,1,0
2015,53,029,Washington,Island County,2519,1,0
2015,53,031,Washington,Jefferson County,1128,1,0
2015,53,033,Washington,King County,843,1,0
2015,53,035,Washington,Kitsap County,1567,1,0
2015,53,037,Washington,Kittitas County,1603,1,0
2015,53,039,Washington,Klickitat County,1502,1,0
2015,53,041,Washington,Lewis County,2232,1,0
2015,53,043,Washington,Lincoln County,1720,1,0
2015,53,045,Washington,Mason County,4068,1,0
2015,53,047,Washington,Okanogan County,1186,1,0
2015,53,049,Washington,Pacific County,4170,1,0
2015,53,051,Washington,Pend Oreille County,2618,1,0
2015,53,053,Washington,Pierce County,1423,1,0
2015,53,055,Washington,San Juan County,1477,1,0
2015,53,057,Washington,Skagit County,1218,1,0
2015,53,059,Washington,Skamania County,0,NA,0
2015,53,061,Washington,Snohomish County,1956,1,0
2015,53,063,Washington,Spokane County,1131,1,0
2015,53,065,Washington,Stevens County,1460,1,0
2015,53,067,Washington,Thurston County,1025,1,0
2015,53,069,Washington,Wahkiakum County,0,NA,0
2015,53,071,Washington,Walla Walla County,815,1,0
2015,53,073,Washington,Whatcom County,1147,1,0
2015,53,075,Washington,Whitman County,1661,1,0
2015,53,077,Washington,Yakima County,1499,1,0
2015,54,001,West Virginia,Barbour County,2386,1,0
2015,54,003,West Virginia,Berkeley County,2194,1,0
2015,54,005,West Virginia,Boone County,2922,1,0
2015,54,007,West Virginia,Braxton County,1802,1,0
2015,54,009,West Virginia,Brooke County,4670,1,0
2015,54,011,West Virginia,Cabell County,613,1,0
2015,54,013,West Virginia,Calhoun County,2490,2,0
2015,54,015,West Virginia,Clay County,0,NA,0
2015,54,017,West Virginia,Doddridge County,4088,2,0
2015,54,019,West Virginia,Fayette County,2045,1,0
2015,54,021,West Virginia,Gilmer County,2130,2,0
2015,54,023,West Virginia,Grant County,1681,1,0
2015,54,025,West Virginia,Greenbrier County,756,1,0
2015,54,027,West Virginia,Hampshire County,4671,1,0
2015,54,029,West Virginia,Hancock County,1491,1,0
2015,54,031,West Virginia,Hardy County,3463,1,0
2015,54,033,West Virginia,Harrison County,870,1,0
2015,54,035,West Virginia,Jackson County,2924,1,0
2015,54,037,West Virginia,Jefferson County,1883,1,0
2015,54,039,West Virginia,Kanawha County,766,1,0
2015,54,041,West Virginia,Lewis County,1495,1,0
2015,54,043,West Virginia,Lincoln County,3059,1,0
2015,54,045,West Virginia,Logan County,2169,1,0
2015,54,047,West Virginia,McDowell County,1984,1,0
2015,54,049,West Virginia,Marion County,1725,1,0
2015,54,051,West Virginia,Marshall County,2665,1,0
2015,54,053,West Virginia,Mason County,1802,1,0
2015,54,055,West Virginia,Mercer County,1529,1,0
2015,54,057,West Virginia,Mineral County,3431,1,0
2015,54,059,West Virginia,Mingo County,3162,1,0
2015,54,061,West Virginia,Monongalia County,808,1,0
2015,54,063,West Virginia,Monroe County,2251,1,0
2015,54,065,West Virginia,Morgan County,1947,1,0
2015,54,067,West Virginia,Nicholas County,1113,1,0
2015,54,069,West Virginia,Ohio County,582,1,0
2015,54,071,West Virginia,Pendleton County,2410,2,0
2015,54,073,West Virginia,Pleasants County,3837,2,0
2015,54,075,West Virginia,Pocahontas County,2152,2,0
2015,54,077,West Virginia,Preston County,2828,1,0
2015,54,079,West Virginia,Putnam County,917,1,0
2015,54,081,West Virginia,Raleigh County,1062,1,0
2015,54,083,West Virginia,Randolph County,1456,1,0
2015,54,085,West Virginia,Ritchie County,4991,2,0
2015,54,087,West Virginia,Roane County,2062,1,0
2015,54,089,West Virginia,Summers County,2648,1,0
2015,54,091,West Virginia,Taylor County,3382,1,0
2015,54,093,West Virginia,Tucker County,2322,2,0
2015,54,095,West Virginia,Tyler County,2244,2,0
2015,54,097,West Virginia,Upshur County,2251,1,0
2015,54,099,West Virginia,Wayne County,1639,1,0
2015,54,101,West Virginia,Webster County,1751,1,0
2015,54,103,West Virginia,Wetzel County,1977,1,0
2015,54,105,West Virginia,Wirt County,5880,3,0
2015,54,107,West Virginia,Wood County,1168,1,0
2015,54,109,West Virginia,Wyoming County,3692,1,0
2015,55,001,Wisconsin,Adams County,20148,3,0
2015,55,003,Wisconsin,Ashland County,660,1,0
2015,55,005,Wisconsin,Barron County,949,1,0
2015,55,007,Wisconsin,Bayfield County,2995,1,0
2015,55,009,Wisconsin,Brown County,1406,1,0
2015,55,011,Wisconsin,Buffalo County,6596,2,0
2015,55,013,Wisconsin,Burnett County,7580,2,0
2015,55,015,Wisconsin,Calumet County,7109,1,0
2015,55,017,Wisconsin,Chippewa County,1222,1,0
2015,55,019,Wisconsin,Clark County,2650,1,0
2015,55,021,Wisconsin,Columbia County,1957,1,0
2015,55,023,Wisconsin,Crawford County,1171,1,0
2015,55,025,Wisconsin,Dane County,793,1,0
2015,55,027,Wisconsin,Dodge County,1844,1,0
2015,55,029,Wisconsin,Door County,1252,1,0
2015,55,031,Wisconsin,Douglas County,5450,1,0
2015,55,033,Wisconsin,Dunn County,1648,1,0
2015,55,035,Wisconsin,Eau Claire County,779,1,0
2015,55,037,Wisconsin,Florence County,2232,2,0
2015,55,039,Wisconsin,Fond du Lac County,1821,1,0
2015,55,041,Wisconsin,Forest County,2264,1,0
2015,55,043,Wisconsin,Grant County,1935,1,0
2015,55,045,Wisconsin,Green County,1549,1,0
2015,55,047,Wisconsin,Green Lake County,943,1,0
2015,55,049,Wisconsin,Iowa County,1323,1,0
2015,55,051,Wisconsin,Iron County,1448,1,0
2015,55,053,Wisconsin,Jackson County,934,1,0
2015,55,055,Wisconsin,Jefferson County,2416,1,0
2015,55,057,Wisconsin,Juneau County,1093,1,0
2015,55,059,Wisconsin,Kenosha County,2246,1,0
2015,55,061,Wisconsin,Kewaunee County,2909,1,0
2015,55,063,Wisconsin,La Crosse County,704,1,0
2015,55,065,Wisconsin,Lafayette County,3366,1,0
2015,55,067,Wisconsin,Langlade County,1131,1,0
2015,55,069,Wisconsin,Lincoln County,1473,1,0
2015,55,071,Wisconsin,Manitowoc County,1995,1,0
2015,55,073,Wisconsin,Marathon County,1105,1,0
2015,55,075,Wisconsin,Marinette County,1410,1,0
2015,55,077,Wisconsin,Marquette County,0,NA,0
2015,55,078,Wisconsin,Menominee County,2286,2,0
2015,55,079,Wisconsin,Milwaukee County,1382,1,0
2015,55,081,Wisconsin,Monroe County,1627,1,0
2015,55,083,Wisconsin,Oconto County,4159,1,0
2015,55,085,Wisconsin,Oneida County,847,1,0
2015,55,087,Wisconsin,Outagamie County,1175,1,0
2015,55,089,Wisconsin,Ozaukee County,697,1,0
2015,55,091,Wisconsin,Pepin County,2430,2,0
2015,55,093,Wisconsin,Pierce County,2405,1,0
2015,55,095,Wisconsin,Polk County,1114,1,0
2015,55,097,Wisconsin,Portage County,1637,1,0
2015,55,099,Wisconsin,Price County,2729,1,0
2015,55,101,Wisconsin,Racine County,2144,1,0
2015,55,103,Wisconsin,Richland County,1590,1,0
2015,55,105,Wisconsin,Rock County,1736,1,0
2015,55,107,Wisconsin,Rusk County,1569,1,0
2015,55,109,Wisconsin,St. Croix County,1862,1,0
2015,55,111,Wisconsin,Sauk County,979,1,0
2015,55,113,Wisconsin,Sawyer County,963,1,0
2015,55,115,Wisconsin,Shawano County,1796,1,0
2015,55,117,Wisconsin,Sheboygan County,1751,1,0
2015,55,119,Wisconsin,Taylor County,2922,1,0
2015,55,121,Wisconsin,Trempealeau County,2686,1,0
2015,55,123,Wisconsin,Vernon County,1130,1,0
2015,55,125,Wisconsin,Vilas County,1258,1,0
2015,55,127,Wisconsin,Walworth County,2507,1,0
2015,55,129,Wisconsin,Washburn County,1111,1,0
2015,55,131,Wisconsin,Washington County,1736,1,0
2015,55,133,Wisconsin,Waukesha County,714,1,0
2015,55,135,Wisconsin,Waupaca County,1732,1,0
2015,55,137,Wisconsin,Waushara County,3433,1,0
2015,55,139,Wisconsin,Winnebago County,1229,1,0
2015,55,141,Wisconsin,Wood County,592,1,0
2015,56,001,Wyoming,Albany County,1309,1,0
2015,56,003,Wyoming,Big Horn County,6011,2,0
2015,56,005,Wyoming,Campbell County,2591,1,0
2015,56,007,Wyoming,Carbon County,3112,1,0
2015,56,009,Wyoming,Converse County,1780,1,0
2015,56,011,Wyoming,Crook County,2481,2,0
2015,56,013,Wyoming,Fremont County,1152,1,0
2015,56,015,Wyoming,Goshen County,1487,1,0
2015,56,017,Wyoming,Hot Springs County,1185,1,0
2015,56,019,Wyoming,Johnson County,780,1,0
2015,56,021,Wyoming,Laramie County,1428,1,0
2015,56,023,Wyoming,Lincoln County,1560,1,0
2015,56,025,Wyoming,Natrona County,1393,1,0
2015,56,027,Wyoming,Niobrara County,2542,3,0
2015,56,029,Wyoming,Park County,835,1,0
2015,56,031,Wyoming,Platte County,2203,1,0
2015,56,033,Wyoming,Sheridan County,1429,1,0
2015,56,035,Wyoming,Sublette County,1414,1,0
2015,56,037,Wyoming,Sweetwater County,2975,1,0
2015,56,039,Wyoming,Teton County,826,1,0
2015,56,041,Wyoming,Uinta County,2314,1,0
2015,56,043,Wyoming,Washakie County,2776,2,0
2015,56,045,Wyoming,Weston County,1808,1,0
2016,01,001,Alabama,Autauga County,2409,1,0
2016,01,003,Alabama,Baldwin County,1372,1,0
2016,01,005,Alabama,Barbour County,2596,1,0
2016,01,007,Alabama,Bibb County,1742,1,0
2016,01,009,Alabama,Blount County,4439,1,0
2016,01,011,Alabama,Bullock County,3454,2,0
2016,01,013,Alabama,Butler County,3333,1,0
2016,01,015,Alabama,Calhoun County,1549,1,0
2016,01,017,Alabama,Chambers County,1991,1,0
2016,01,019,Alabama,Cherokee County,2858,1,0
2016,01,021,Alabama,Chilton County,5493,1,0
2016,01,023,Alabama,Choctaw County,2599,1,0
2016,01,025,Alabama,Clarke County,1742,1,0
2016,01,027,Alabama,Clay County,2698,1,0
2016,01,029,Alabama,Cleburne County,3731,1,0
2016,01,031,Alabama,Coffee County,1830,1,0
2016,01,033,Alabama,Colbert County,1465,1,0
2016,01,035,Alabama,Conecuh County,2066,1,0
2016,01,037,Alabama,Coosa County,0,NA,0
2016,01,039,Alabama,Covington County,1971,1,0
2016,01,041,Alabama,Crenshaw County,6956,2,0
2016,01,043,Alabama,Cullman County,1718,1,0
2016,01,045,Alabama,Dale County,6153,1,0
2016,01,047,Alabama,Dallas County,1334,1,0
2016,01,049,Alabama,DeKalb County,2363,1,0
2016,01,051,Alabama,Elmore County,3718,1,0
2016,01,053,Alabama,Escambia County,2515,1,0
2016,01,055,Alabama,Etowah County,1266,1,0
2016,01,057,Alabama,Fayette County,871,1,0
2016,01,059,Alabama,Franklin County,2259,1,0
2016,01,061,Alabama,Geneva County,3802,1,0
2016,01,063,Alabama,Greene County,1684,1,0
2016,01,065,Alabama,Hale County,7476,2,0
2016,01,067,Alabama,Henry County,3433,1,0
2016,01,069,Alabama,Houston County,1156,1,0
2016,01,071,Alabama,Jackson County,1931,1,0
2016,01,073,Alabama,Jefferson County,924,1,0
2016,01,075,Alabama,Lamar County,0,NA,0
2016,01,077,Alabama,Lauderdale County,1964,1,0
2016,01,079,Alabama,Lawrence County,6649,1,0
2016,01,081,Alabama,Lee County,1939,1,0
2016,01,083,Alabama,Limestone County,2811,1,0
2016,01,085,Alabama,Lowndes County,10358,3,0
2016,01,087,Alabama,Macon County,3160,1,0
2016,01,089,Alabama,Madison County,1133,1,0
2016,01,091,Alabama,Marengo County,2459,1,0
2016,01,093,Alabama,Marion County,3333,1,0
2016,01,095,Alabama,Marshall County,1699,1,0
2016,01,097,Alabama,Mobile County,1525,1,0
2016,01,099,Alabama,Monroe County,2691,1,0
2016,01,101,Alabama,Montgomery County,1029,1,0
2016,01,103,Alabama,Morgan County,1831,1,0
2016,01,105,Alabama,Perry County,3191,2,0
2016,01,107,Alabama,Pickens County,2540,1,0
2016,01,109,Alabama,Pike County,2080,1,0
2016,01,111,Alabama,Randolph County,3775,1,0
2016,01,113,Alabama,Russell County,4475,1,0
2016,01,115,Alabama,St. Clair County,5868,1,0
2016,01,117,Alabama,Shelby County,1170,1,0
2016,01,119,Alabama,Sumter County,1863,1,0
2016,01,121,Alabama,Talladega County,3204,1,0
2016,01,123,Alabama,Tallapoosa County,2396,1,0
2016,01,125,Alabama,Tuscaloosa County,1374,1,0
2016,01,127,Alabama,Walker County,2166,1,0
2016,01,129,Alabama,Washington County,8378,2,0
2016,01,131,Alabama,Wilcox County,2746,1,0
2016,01,133,Alabama,Winston County,1984,1,0
2016,02,013,Alaska,Aleutians East Borough,0,NA,0
2016,02,016,Alaska,Aleutians West Census Area,2824,2,0
2016,02,020,Alaska,Anchorage Municipality,923,1,0
2016,02,050,Alaska,Bethel Census Area,898,1,0
2016,02,060,Alaska,Bristol Bay Borough,0,NA,1
2016,02,068,Alaska,Denali Borough,0,NA,1
2016,02,070,Alaska,Dillingham Census Area,381,1,0
2016,02,090,Alaska,Fairbanks North Star Borough,1307,1,0
2016,02,100,Alaska,Haines Borough,312,1,0
2016,02,105,Alaska,Hoonah-Angoon Census Area,0,NA,0
2016,02,110,Alaska,Juneau City and Borough,833,1,0
2016,02,122,Alaska,Kenai Peninsula Borough,1361,1,0
2016,02,130,Alaska,Ketchikan Gateway Borough,1250,1,0
2016,02,150,Alaska,Kodiak Island Borough,723,1,0
2016,02,158,Alaska,Kusilvak Census Area,0,NA,0
2016,02,164,Alaska,Lake and Peninsula Borough,1562,3,1
2016,02,170,Alaska,Matanuska-Susitna Borough,2130,1,0
2016,02,180,Alaska,Nome Census Area,1102,1,0
2016,02,185,Alaska,North Slope Borough,3202,2,0
2016,02,188,Alaska,Northwest Arctic Borough,1535,1,0
2016,02,195,Alaska,Petersburg Borough,525,1,0
2016,02,198,Alaska,Prince of Wales-Hyder Census Area,1269,1,0
2016,02,220,Alaska,Sitka City and Borough,491,1,0
2016,02,230,Alaska,Skagway Municipality,0,NA,1
2016,02,240,Alaska,Southeast Fairbanks Census Area,982,1,0
2016,02,261,Alaska,Valdez-Cordova Census Area,1559,1,0
2016,02,275,Alaska,Wrangell City and Borough,1206,2,0
2016,02,282,Alaska,Yakutat City and Borough,0,NA,1
2016,02,290,Alaska,Yukon-Koyukuk Census Area,5526,3,0
2016,04,001,Arizona,Apache County,3046,1,0
2016,04,003,Arizona,Cochise County,1965,1,0
2016,04,005,Arizona,Coconino County,1204,1,0
2016,04,007,Arizona,Gila County,2329,1,0
2016,04,009,Arizona,Graham County,1880,1,0
2016,04,011,Arizona,Greenlee County,2403,1,0
2016,04,012,Arizona,La Paz County,2540,1,0
2016,04,013,Arizona,Maricopa County,1433,1,0
2016,04,015,Arizona,Mohave County,2184,1,0
2016,04,017,Arizona,Navajo County,1746,1,0
2016,04,019,Arizona,Pima County,1226,1,0
2016,04,021,Arizona,Pinal County,6439,1,0
2016,04,023,Arizona,Santa Cruz County,2299,1,0
2016,04,025,Arizona,Yavapai County,1623,1,0
2016,04,027,Arizona,Yuma County,2448,1,0
2016,05,001,Arkansas,Arkansas County,2024,1,0
2016,05,003,Arkansas,Ashley County,2277,1,0
2016,05,005,Arkansas,Baxter County,1369,1,0
2016,05,007,Arkansas,Benton County,1688,1,0
2016,05,009,Arkansas,Boone County,1382,1,0
2016,05,011,Arkansas,Bradley County,1833,1,0
2016,05,013,Arkansas,Calhoun County,2572,2,0
2016,05,015,Arkansas,Carroll County,1728,1,0
2016,05,017,Arkansas,Chicot County,912,1,0
2016,05,019,Arkansas,Clark County,2266,1,0
2016,05,021,Arkansas,Clay County,4973,2,0
2016,05,023,Arkansas,Cleburne County,1684,1,0
2016,05,025,Arkansas,Cleveland County,8241,3,0
2016,05,027,Arkansas,Columbia County,1707,1,0
2016,05,029,Arkansas,Conway County,1611,1,0
2016,05,031,Arkansas,Craighead County,854,1,0
2016,05,033,Arkansas,Crawford County,2395,1,0
2016,05,035,Arkansas,Crittenden County,2735,1,0
2016,05,037,Arkansas,Cross County,2434,1,0
2016,05,039,Arkansas,Dallas County,2490,2,0
2016,05,041,Arkansas,Desha County,1697,1,0
2016,05,043,Arkansas,Drew County,1554,1,0
2016,05,045,Arkansas,Faulkner County,2004,1,0
2016,05,047,Arkansas,Franklin County,2938,1,0
2016,05,049,Arkansas,Fulton County,1732,1,0
2016,05,051,Arkansas,Garland County,1133,1,0
2016,05,053,Arkansas,Grant County,9041,2,0
2016,05,055,Arkansas,Greene County,1715,1,0
2016,05,057,Arkansas,Hempstead County,3662,1,0
2016,05,059,Arkansas,Hot Spring County,4768,1,0
2016,05,061,Arkansas,Howard County,2230,1,0
2016,05,063,Arkansas,Independence County,1162,1,0
2016,05,065,Arkansas,Izard County,2687,1,0
2016,05,067,Arkansas,Jackson County,2460,1,0
2016,05,069,Arkansas,Jefferson County,1591,1,0
2016,05,071,Arkansas,Johnson County,1870,1,0
2016,05,073,Arkansas,Lafayette County,2282,2,0
2016,05,075,Arkansas,Lawrence County,2789,1,0
2016,05,077,Arkansas,Lee County,4655,2,0
2016,05,079,Arkansas,Lincoln County,6852,2,0
2016,05,081,Arkansas,Little River County,4150,2,0
2016,05,083,Arkansas,Logan County,4358,1,0
2016,05,085,Arkansas,Lonoke County,6019,1,0
