year,state,city_name,stateplacefp,homeless_count,homeless_count_lb,homeless_count_ub,homeless_share,homeless_quality,black_count,black_count_lb,black_count_ub,black_share,black_quality,hispanic_count,hispanic_count_lb,hispanic_count_ub,hispanic_share,hispanic_quality,other_count,other_count_lb,other_count_ub,other_share,other_quality,white_count,white_count_lb,white_count_ub,white_share,white_quality
2019,12,Cape Coral,1210275,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Clearwater,1212875,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Coral Springs,1214400,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Davie,1216475,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Deerfield Beach,1216725,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Deltona,1217200,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Doral,1217935,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Fort Lauderdale,1224000,5083,5083,5083,.018883836,1,3411,3411,3411,.016377937,1,1120,1120,1120,.0058428277,1,172,172,172,.0047461367,1,380,380,380,.0037200924,1
2019,12,Fort Myers,1224125,1236,1236,1236,.012927112,1,399,399,399,.014728682,1,495,495,495,.0059285699,1,52,0,2,.0055061416,3,288,288,288,.0040450576,1
2019,12,Gainesville,1225175,1046,1045,1046,.033850037,1,682,681,683,.032867469,1,109,108,110,.01533915,1,79,0,2,.010159465,3,176,176,176,.0067252577,1
2019,12,Hialeah,1230000,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Hollywood,1232000,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Homestead,1232275,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Jacksonville,1235000,3349,3349,3349,.025706369,1,1899,1899,1899,.017013995,1,588,588,588,.015865307,1,231,231,231,.0088553242,1,631,631,631,.0073546553,1
2019,12,Kissimmee,1236950,2625,2625,2625,.037540223,1,385,385,385,.025285695,1,1702,1702,1702,.019770926,1,97,97,97,.013494713,1,441,441,441,.014066986,1
2019,12,Lakeland,1238250,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Largo,1239425,4251,4251,4251,.042607144,1,1689,1689,1689,.044977631,1,730,730,730,.020200344,1,341,341,341,.018144088,1,1491,1491,1491,.01392677,1
2019,12,Melbourne,1243975,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Miami,1245000,9388,9388,9388,.027030841,1,4241,4241,4241,.031278118,1,4817,4817,4817,.009609553,1,87,0,2,.0070582507,3,235,235,235,.0051732487,1
2019,12,Miami Beach,1245025,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Miami Gardens,1245060,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Miramar,1245975,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,North Port,1249675,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Orlando,1253000,4867,4867,4867,.022638474,1,2265,2265,2265,.021925155,1,1872,1872,1872,.010180552,1,140,138,140,.0043486366,1,588,588,588,.0053166482,1
2019,12,Palm Bay,1254000,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Palm Coast,1254200,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Pembroke Pines,1255775,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Plantation,1257425,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Pompano Beach,1258050,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Port St Lucie,1258715,1428,1428,1428,.034114528,1,703,703,703,.027075952,1,336,336,336,.01260788,1,107,107,107,.020873975,1,282,282,282,.010855339,1
2019,12,St. Petersburg,1263000,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Sunrise,1269700,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,Tallahassee,1270600,856,856,856,.023176476,1,651,650,652,.020412643,1,66,65,67,.010213556,1,47,0,2,.0070065595,3,89,88,90,.003089634,1
2019,12,Tampa,1271000,4781,4781,4781,.021410178,1,1982,1982,1982,.021262445,1,1758,1758,1758,.010508572,1,254,254,254,.0061388244,1,787,787,787,.0054378617,1
2019,12,West Palm Beach,1276600,4500,4500,4500,.023115449,1,1872,1872,1872,.017420111,1,1811,1811,1811,.012990087,1,248,248,248,.0094096223,1,569,569,569,.0049001877,1
2019,13,Athens,1303440,551,551,551,.036336061,1,354,354,354,.025321888,1,52,52,52,.0074243289,1,24,22,24,.013888889,2,111,111,111,.01457458,1
2019,13,Atlanta,1304000,3256,3255,3257,.020677742,1,2775,2774,2776,.016855571,1,223,223,223,.005656166,1,132,37,41,.0038439138,3,122,122,122,.0015941877,1
2019,13,Augusta,1304204,629,629,629,.020511316,1,543,543,543,.011908939,1,14,14,14,.0042475727,1,18,0,2,.0063069374,3,54,54,54,.005633215,1
2019,13,Columbus,1319000,1086,1086,1086,.03422305,1,899,899,899,.02444928,1,57,57,57,.0093411999,1,46,46,46,.0085059172,1,84,84,84,.0055314107,1
2019,13,Johns Creek,1342425,,,,,,,,,,,,,,,,,,,,,,,,,
2019,13,Macon,1349008,516,515,517,.021414343,1,435,434,436,.012399521,1,1,0,2,.00039556963,3,27,0,2,.011978704,3,32,32,32,.0038424591,1
2019,13,Roswell,1367284,,,,,,,,,,,,,,,,,,,,,,,,,
2019,13,Sandy Springs,1368516,,,,,,,,,,,,,,,,,,,,,,,,,
2019,13,Savannah,1369000,1012,1012,1012,.027018368,1,826,826,826,.019327063,1,52,52,52,.0060719289,1,61,0,2,.010388283,3,70,70,70,.0039463299,1
2019,13,South Fulton,1372122,,,,,,,,,,,,,,,,,,,,,,,,,
2019,13,Warner Robins,1380508,,,,,,,,,,,,,,,,,,,,,,,,,
2019,15,Urban Honolulu CDP,1571550,,,,,,,,,,,,,,,,,,,,,,,,,
2019,16,Boise,1608830,768,768,768,.027508149,1,43,42,44,.018663194,1,176,175,177,.024195766,1,54,51,55,.011622901,2,491,490,492,.011798914,1
2019,16,Meridian,1652120,652,652,652,.014939052,1,24,24,24,.015189873,1,144,144,144,.01532567,1,66,63,65,.010634869,1,418,418,418,.0059623998,1
2019,16,Nampa,1656260,830,829,831,.0491881,1,4,3,5,.018181818,3,396,394,398,.032934133,1,54,0,6,.029508196,3,374,374,374,.01900986,1
2019,17,Arlington Heights,1702154,266,266,266,.015374834,1,35,35,35,.052710842,1,162,161,163,.018404908,1,19,0,4,.0043044859,3,46,46,46,.002219863,1
2019,17,Aurora,1703012,781,781,781,.01492794,1,297,297,297,.030828316,1,369,369,369,.0082925074,1,48,25,29,.0021339024,3,56,55,57,.001999286,1
2019,17,Bloomington,1706613,171,171,171,.031526547,1,85,84,86,.034750614,1,18,18,18,.011320755,1,3,0,4,.0019011407,3,52,52,52,.00993504,1
2019,17,Champaign,1712385,268,268,268,.026087804,1,150,149,151,.020369364,1,70,69,71,.026236882,1,22,0,2,.0061797751,3,5,4,6,.00071901066,3
2019,17,Chicago,1714000,14110,14107,14113,.04039311,1,11028,11025,11031,.043674208,1,2216,2212,2220,.0067935032,1,187,185,189,.0042836852,1,197,197,197,.0025825906,1
2019,17,Cicero,1714351,185,185,185,.0098703513,1,37,37,37,.036561266,1,136,136,136,.0038779583,1,2,0,2,.0054644807,3,10,10,10,.0096339118,1
2019,17,Elgin,1723074,777,777,777,.020706195,1,156,156,156,.034300793,1,504,504,504,.012145163,1,42,0,2,.0043505281,3,54,54,54,.0027906976,1
2019,17,Evanston,1724582,354,354,354,.031324662,1,259,259,259,.048429318,1,54,54,54,.012,1,20,0,4,.0069930069,3,13,13,13,.0013139276,1
2019,17,Joliet,1738570,602,601,603,.032799389,1,324,322,326,.040909089,1,166,166,166,.0078213345,1,46,42,48,.028642591,3,52,51,53,.008727761,1
2019,17,Naperville,1751622,169,169,169,.010189316,1,72,72,72,.045977011,1,53,53,53,.01437873,1,2,0,2,.00026082419,3,29,29,29,.0014319574,1
2019,17,Peoria,1759000,511,509,513,.025697762,1,343,340,346,.020973463,1,20,16,24,.0054764515,3,46,0,6,.0080504026,3,83,80,86,.0059074732,2
2019,17,Rockford,1765000,2646,2646,2646,.093809828,1,1588,1588,1588,.088784523,1,458,458,458,.028471963,1,239,0,2,.036712751,3,334,334,334,.020966729,1
2019,17,Schaumburg,1768003,122,122,122,.0078155026,1,31,31,31,.017754868,1,42,42,42,.0056481981,1,19,0,2,.0020178419,3,27,27,27,.0021391222,1
2019,17,Springfield,1772000,372,372,372,.026987812,1,233,231,235,.021135705,1,11,11,11,.010357816,1,43,0,2,.010208927,3,71,69,73,.0062999111,2
2019,17,Waukegan,1779293,549,549,549,.035798121,1,254,254,254,.062561579,1,251,251,251,.010297858,1,24,0,2,.019200001,3,15,15,15,.015182186,1
2019,18,Bloomington,1805860,225,224,226,.01883791,1,40,38,42,.029069768,3,26,26,26,.018840579,1,39,0,6,.012939615,3,116,115,117,.0064024725,1
2019,18,Carmel,1810342,68,68,68,.0040281974,1,14,13,15,.011705685,3,8,7,9,.0067340066,3,13,12,14,.001789155,3,32,32,32,.00132714,1
2019,18,Evansville,1822000,508,508,508,.022259224,1,135,135,135,.02015527,1,57,57,57,.024358975,1,76,0,2,.014001474,3,233,233,233,.0074732183,1
2019,18,Fishers,1823278,90,90,90,.004057161,1,26,26,26,.0077014216,1,15,15,15,.0046554934,1,2,0,2,.00034025178,3,38,38,38,.0011915962,1
2019,18,Fort Wayne,1825000,818,817,819,.01813506,1,374,373,375,.023229813,1,103,103,103,.0079906909,1,124,9,11,.0097056981,3,217,217,217,.0044792141,1
2019,18,Hammond,1831000,154,154,154,.011768302,1,104,103,105,.011458793,1,20,19,21,.001614205,3,2,0,2,.0015673981,3,14,14,14,.0040816325,1
2019,18,Indianapolis,1836003,4321,4315,4327,.028313261,1,2667,2649,2685,.023596758,1,502,484,520,.0075952429,2,201,74,120,.0059896298,3,766,754,778,.0082764281,1
2019,18,South Bend,1871000,351,348,354,.019166712,1,181,181,181,.013306866,1,34,30,38,.0041242116,3,33,31,35,.0080331061,3,94,94,94,.0088080959,1
2019,19,Cedar Rapids,1912000,475,475,475,.021189276,1,218,218,218,.029058918,1,21,20,22,.0069906791,2,76,0,4,.015316404,3,151,151,151,.005142001,1
2019,19,Davenport,1919000,214,214,214,.013965022,1,96,96,96,.015640274,1,26,26,26,.0059880242,1,16,0,2,.0042964555,3,74,74,74,.0045001218,1
2019,19,Des Moines,1921000,858,858,858,.02464455,1,301,301,301,.022006141,1,174,174,174,.0092691239,1,113,0,4,.010586472,3,264,264,264,.0099600088,1
2019,19,Sioux City,1973335,271,271,271,.017650124,1,43,43,43,.018128162,1,54,54,54,.0051184832,1,81,81,81,.020801233,1,93,93,93,.0066945003,1
2019,20,Kansas City,2036000,983,983,983,.032510914,1,508,508,508,.035951875,1,258,258,258,.0087256497,1,75,70,74,.012096774,2,137,137,137,.012956308,1
2019,20,Lawrence,2038900,137,137,137,.011608202,1,20,20,20,.01310616,1,23,23,23,.0090125389,1,35,0,2,.0089928061,3,50,50,50,.0031981578,1
2019,20,Olathe,2052575,452,452,452,.01498475,1,86,86,86,.019395581,1,200,200,200,.019334881,1,39,0,2,.0067873304,3,123,123,123,.0030901418,1
2019,20,Overland Park,2053775,124,124,124,.005417923,1,46,46,46,.029374203,1,21,21,21,.007172131,1,13,0,2,.0014386897,3,38,38,38,.0011785139,1
2019,20,Topeka,2071000,451,451,451,.019284219,1,141,139,143,.026806084,1,106,106,106,.010221793,1,68,67,69,.011337113,1,132,131,133,.0052493438,1
2019,20,Wichita,2079000,1541,1541,1541,.03124303,1,619,619,619,.031662405,1,381,381,381,.010921286,1,202,0,2,.015632255,3,330,330,330,.010547175,1
2019,21,Lexington,2146027,853,853,853,.019680679,1,416,416,416,.021020718,1,170,170,170,.010959257,1,67,0,2,.0071703768,3,200,200,200,.0047576004,1
2019,21,Louisville,2148006,4912,4912,4912,.048949655,1,2881,2881,2881,.039199412,1,713,713,713,.028367948,1,368,368,368,.01846648,1,950,950,950,.011565901,1
2019,22,Baton Rouge,2205000,1099,1095,1103,.021192079,1,901,894,908,.012471969,1,29,25,33,.0028758429,3,21,0,10,.0041650138,3,65,62,68,.0039755353,2
2019,22,Lafayette,2240735,804,804,804,.023942109,1,520,518,522,.018214935,1,31,31,31,.0054615927,1,48,0,4,.013832853,3,191,190,192,.006481607,1
2019,22,Lake Charles,2241155,870,870,870,.026250679,1,487,486,488,.021320375,1,53,53,53,.011985527,1,17,0,2,.0051734634,3,289,288,290,.0080875354,1
2019,22,New Orleans,2255000,2442,2438,2446,.048780486,1,1567,1544,1590,.020407898,1,279,254,304,.026883792,3,34,6,52,.0090763485,3,53,37,69,.0057521164,3
2019,22,Shreveport,2270000,1900,1900,1900,.050712645,1,1526,1526,1526,.032270342,1,103,103,103,.032656945,1,51,0,2,.017253045,3,215,215,215,.0099842111,1
2019,24,Baltimore,2404000,3635,3635,3635,.045672715,1,2585,2584,2585,.021174986,1,850,849,850,.039730765,1,62,58,60,.016711591,1,138,137,138,.011505753,1
2019,24,Frederick,2430325,931,931,931,.021242129,1,275,275,275,.024571123,1,235,235,235,.014869654,1,83,0,2,.0079304418,3,337,337,337,.0067139501,1
2019,25,Boston,2507000,123,123,123,.041694917,1,64,63,65,.02163624,1,22,19,25,.0083018867,3,1,0,2,.0051020407,3,1,0,2,.010416667,3
2019,25,Brockton,2509000,651,651,651,.039155539,1,344,343,345,.016954165,1,176,175,177,.031791907,1,2,0,2,.00088495575,3,93,93,93,.018002324,1
2019,25,Cambridge,2511000,210,210,210,.023704708,1,100,99,101,.018368846,1,57,56,58,.021772346,1,23,0,4,.006504525,3,26,26,26,.0042442051,1
2019,25,Fall River,2523000,604,604,604,.044777226,1,106,103,109,.04985889,2,272,270,274,.039719626,1,3,0,4,.00098684209,3,153,152,154,.010221806,1
2019,25,Lawrence,2534550,328,327,329,.02269268,1,1,0,2,.0029585799,3,289,287,291,.010676025,1,1,0,2,.0015923567,3,32,31,33,.032719836,2
2019,25,Lowell,2537000,1283,1283,1283,.078847103,1,141,139,143,.045719843,1,632,630,634,.055409435,1,234,233,235,.022722859,1,268,267,269,.034544986,1
2019,25,Lynn,2537490,1075,1075,1075,.060768794,1,117,117,117,.034925371,1,820,820,820,.035048727,1,31,0,2,.0079001021,3,88,88,88,.018667798,1
2019,25,New Bedford,2545000,1361,1360,1362,.083430395,1,170,169,171,.041222114,1,854,853,855,.06609907,1,69,68,70,.031767957,1,265,264,266,.019755479,1
2019,25,Newton,2545560,,,,,,,,,,,,,,,,,,,,,,,,,
2019,25,Quincy,2555745,185,185,185,.019220779,1,35,35,35,.025436046,1,33,33,33,.024737632,1,32,0,2,.0038068048,3,84,84,84,.010321947,1
2019,25,Somerville,2562535,92,92,92,.018627252,1,30,30,30,.032467533,1,42,42,42,.010194175,1,8,8,8,.0075614369,1,12,12,12,.0031678986,1
2019,25,Springfield,2567000,1643,1643,1643,.058212869,1,309,304,314,.027928416,1,1156,1155,1157,.031107046,1,47,0,6,.018287938,3,122,118,126,.02158528,2
2019,25,Worcester,2582000,2798,2798,2798,.10310266,1,454,453,455,.042951752,1,1614,1613,1615,.070814319,1,233,0,4,.04096343,3,485,483,487,.031853408,1
2019,26,Ann Arbor,2603000,338,337,339,.01626564,1,194,193,195,.032870214,1,39,39,39,.0094202897,1,52,6,10,.0052749035,3,23,20,26,.0010618652,3
2019,26,Dearborn,2621000,56,54,58,.0024049818,2,13,11,15,.0029121863,3,6,4,8,.0034246575,3,2,0,2,.0032258064,3,13,13,13,.00032717572,1
2019,26,Detroit,2622000,2090,2081,2099,.026760221,1,1630,1613,1647,.01286727,1,310,305,315,.014735241,1,24,18,30,.0080591002,3,50,48,52,.0090777054,2
2019,26,Farmington Hills,2627440,,,,,,,,,,,,,,,,,,,,,,,,,
2019,26,Flint,2629000,601,601,601,.02833569,1,337,331,343,.013437002,1,17,12,22,.0089947088,3,41,25,33,.013993174,3,142,137,147,.011341853,2
2019,26,Grand Rapids,2634000,1559,1557,1561,.026886728,1,829,823,835,.032154217,1,284,277,291,.010852121,2,170,117,139,.012073863,3,247,238,256,.0049463315,2
2019,26,Lansing,2646000,1029,1028,1030,.062625527,1,466,465,467,.038228057,1,135,130,140,.022881355,2,154,0,12,.027687881,3,255,253,257,.027687296,1
2019,26,Livonia,2649000,66,66,66,.0038675652,1,39,38,40,.0070960699,2,2,0,4,.0012180269,3,2,0,4,.00064102566,3,12,10,14,.00050268095,3
2019,26,Rochester Hills,2669035,,,,,,,,,,,,,,,,,,,,,,,,,
2019,26,Southfield,2674900,175,174,176,.018925056,1,156,154,158,.0088055991,1,2,0,4,.011111111,3,0,0,0,0,3,1,0,2,.0035714286,3
2019,26,Sterling Heights,2676460,65,65,65,.0024406728,1,20,20,20,.0076511092,1,8,8,8,.0042964555,1,4,4,4,.00098619331,1,33,33,33,.00073772692,1
2019,26,Troy,2680700,19,19,19,.0014459665,1,13,13,13,.011035654,1,0,0,0,0,3,0,0,0,0,3,6,6,6,.00045962923,1
2019,26,Warren,2684000,340,339,341,.014760789,1,182,180,184,.01427451,1,6,3,9,.0064655175,3,50,36,42,.0058726803,3,54,53,55,.0022616854,1
2019,26,Westland,2686000,227,227,227,.01875413,1,132,131,133,.014585636,1,1,0,2,.0006868132,3,14,0,2,.0097493036,3,71,70,72,.0057883579,1
2019,26,Wyoming,2688940,142,142,142,.021062,1,33,33,33,.019503547,1,58,58,58,.0081118885,1,17,16,18,.015977444,3,33,32,34,.0092230299,2
2019,27,Bloomington,2706616,278,278,278,.026246224,1,129,129,129,.034235667,1,58,58,58,.014029996,1,48,0,2,.014990631,3,44,44,44,.0043650796,1
2019,27,Brooklyn Park,2707966,28,28,28,.013041453,1,22,21,23,.010009099,2,5,3,7,.013888889,3,12,0,6,.0082417587,3,3,0,6,.010714286,3
2019,27,Duluth,2717000,393,393,393,.038677294,1,89,89,89,.083804145,1,38,37,39,.050531916,2,143,0,4,.046519194,3,126,126,126,.0081637939,1
2019,27,Minneapolis,2743000,2746,2744,2748,.063835226,1,1680,1676,1684,.057212915,1,431,424,438,.026409313,1,410,0,26,.042077176,3,235,225,245,.0076782331,2
2019,27,Plymouth,2751730,129,129,129,.11727273,1,89,89,89,.12191781,1,12,12,12,.046511628,1,8,0,2,.02739726,3,22,22,22,.023913043,1
2019,27,Rochester,2754880,416,416,416,.022837067,1,174,173,175,.033180777,1,61,60,62,.015257629,1,55,0,4,.0089664171,3,123,122,124,.0058415653,1
2019,27,Saint Paul,2758000,289,285,293,.006432944,1,94,87,101,.0045929835,3,59,45,73,.0050695995,3,190,0,32,.0048865797,3,18,3,33,.00095419848,3
2019,27,Woodbury,2771428,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,Jackson,2836000,3558,3558,3558,.15806308,1,3406,3406,3406,.079401344,1,94,94,94,.090558767,1,25,0,2,.058411215,3,33,33,33,.050151974,1
2019,29,Columbia,2915670,170,170,170,.0089985179,1,99,99,99,.013175406,1,9,9,9,.0035433071,1,16,16,16,.0029218409,1,46,46,46,.0020670441,1
2019,29,Independence,2935000,1101,1101,1101,.055738367,1,209,209,209,.041337024,1,188,188,188,.025774609,1,105,0,4,.026744779,3,595,595,595,.025613431,1
2019,29,Kansas City,2938000,3118,3117,3119,.045616806,1,1992,1990,1994,.039982338,1,369,363,375,.014203234,1,267,217,227,.01900897,1,443,439,447,.009454499,1
2019,29,Lee's Summit,2941348,,,,,,,,,,,,,,,,,,,,,,,,,
2019,29,O'Fallon,2954074,159,159,159,.0089501832,1,42,42,42,.018716577,1,11,11,11,.0052430886,1,25,25,25,.0074493443,1,81,81,81,.002910319,1
2019,29,Springfield,2970000,2014,2014,2014,.07849098,1,372,372,372,.089681774,1,189,189,189,.050319489,1,207,207,207,.039945967,1,1246,1246,1246,.032590501,1
2019,29,St. Louis,2965000,187,186,188,.016839262,1,143,142,144,.020670714,1,8,7,9,.0091324197,3,11,11,11,.0069532236,1,25,24,26,.0019479508,2
2019,30,Billings,3006550,465,464,466,.025841948,1,19,19,19,.04357798,1,55,55,55,.018848527,1,208,0,8,.038165137,3,176,175,177,.0064743967,1
2019,31,Lincoln,3128000,236,236,236,.0055847415,1,60,60,60,.010768127,1,51,51,51,.0042107003,1,51,0,2,.0043664384,3,69,69,69,.0012510879,1
2019,31,Omaha,3137000,2089,2089,2089,.024983555,1,814,814,814,.02817584,1,643,643,643,.014321988,1,263,263,263,.012689375,1,369,369,369,.0050743972,1
2019,32,Henderson,3231900,,,,,,,,,,,,,,,,,,,,,,,,,
2019,32,Las Vegas,3240000,13304,13304,13304,.039866354,1,4863,4863,4863,.04903404,1,4752,4752,4752,.015453558,1,1795,1793,1795,.018263029,1,1905,1904,1906,.012163974,1
2019,32,North Las Vegas,3251800,,,,,,,,,,,,,,,,,,,,,,,,,
2019,32,Reno,3260600,2253,2253,2253,.033203643,1,222,222,222,.065641634,1,934,934,934,.016965162,1,320,320,320,.018115941,1,778,778,778,.01329869,1
2019,32,Sparks,3268400,,,,,,,,,,,,,,,,,,,,,,,,,
2019,33,Manchester,3345140,821,819,823,.060270153,1,100,100,100,.036443148,1,309,309,309,.049614642,1,48,0,2,.013785181,3,330,330,330,.022312373,1
2019,33,Nashua,3350260,428,427,429,.036842559,1,24,24,24,.028368793,1,161,161,161,.027559055,1,25,0,4,.0067531066,3,195,195,195,.015182186,1
2019,34,Clifton,3413690,122,122,122,.011359404,1,14,14,14,.016431924,1,73,73,73,.0058653383,1,2,0,2,.0011402508,3,31,31,31,.0048226509,1
2019,34,Elizabeth,3421000,340,340,340,.011715654,1,150,150,150,.014822135,1,171,171,171,.0040488704,1,2,0,2,.0016863407,3,17,17,17,.0037760995,1
2019,34,Jersey City,3436000,319,318,320,.010524232,1,191,190,192,.012068748,1,93,93,93,.0040554684,1,2,0,2,.00015600624,3,28,28,28,.0030959751,1
2019,34,Newark,3451000,863,862,864,.0177364,1,596,593,599,.013008556,1,237,234,240,.0054402719,1,3,0,4,.0020576131,3,11,11,11,.0016985794,1
2019,34,Paterson,3457000,394,394,394,.014277949,1,180,180,180,.015479876,1,199,199,199,.0052933977,1,6,6,6,.0019292604,1,9,9,9,.0031490552,1
2019,34,Trenton,3474000,393,393,393,.023413762,1,269,268,270,.021669084,1,104,103,105,.0050652642,1,2,0,2,.0063291141,3,9,9,9,.029220778,1
2019,35,Albuquerque,3502000,2158,2153,2163,.023403103,1,132,129,135,.028025478,1,1390,1386,1394,.011436376,1,288,0,12,.014970371,3,248,242,254,.0063704085,1
2019,35,Las Cruces,3539380,717,717,717,.028798651,1,21,19,23,.018750001,3,602,602,602,.015750092,1,26,25,27,.017663043,2,65,63,67,.0072383075,2
2019,35,Rio Rancho,3563460,124,123,125,.0067922873,1,4,4,4,.0053050397,1,87,86,88,.0042147078,1,18,18,18,.0047694752,1,16,15,17,.0014106859,3
2019,35,Santa Fe,3570500,1045,1045,1045,.057257138,1,17,16,18,.053125001,3,925,925,925,.034087557,1,49,6,12,.014121038,3,43,42,44,.007711621,1
2019,36,Albany,3601000,852,852,852,.050747514,1,484,482,486,.035846543,1,155,150,160,.030790623,2,84,30,38,.016673284,3,105,103,107,.010495801,1
2019,36,Buffalo,3611000,1392,1389,1395,.028132578,1,746,740,752,.018048096,1,399,392,406,.021848647,1,62,3,17,.0045946348,3,153,149,157,.0059141861,2
2019,36,New Rochelle,3650617,110,110,110,.010423576,1,57,57,57,.013342696,1,40,40,40,.0038895372,1,2,0,2,.0015432099,3,9,9,9,.0017129806,1
2019,36,New York,3651000,21911,21910,21912,.12729332,1,6708,6702,6714,.086376511,1,12893,12888,12898,.085414648,1,1494,1395,1477,.026877271,2,580,555,605,.0096557233,2
2019,36,Rochester,3663000,2756,2755,2757,.045411855,1,1349,1345,1353,.032669768,1,943,940,946,.034360882,1,95,16,36,.010319357,3,272,266,278,.0062620868,1
2019,36,Syracuse,3673000,1711,1711,1711,.069962382,1,945,942,948,.04181416,1,258,257,259,.039546292,1,188,0,8,.026546173,3,286,285,287,.022509051,1
2019,36,Yonkers,3684000,437,437,437,.016596407,1,204,204,204,.022049287,1,207,207,207,.0066299406,1,9,0,2,.0023219814,3,15,15,15,.0018046198,1
2019,37,Asheville,3702140,732,730,734,.024526721,1,184,184,184,.037828948,1,111,111,111,.011545663,1,85,22,24,.015200286,2,352,350,354,.008884402,1
2019,37,Cary,3710740,4176,4175,4177,.025412899,1,2731,2731,2731,.037290405,1,851,851,851,.013982912,1,222,222,222,.0048204283,1,372,371,373,.0025050167,1
2019,37,Charlotte,3712000,4247,4243,4251,.027117627,1,3485,3479,3491,.029912109,1,390,387,393,.0047244094,1,174,171,177,.0053384057,1,142,140,144,.001740708,1
2019,37,Concord,3714100,398,398,398,.011522205,1,212,212,212,.014586487,1,53,53,53,.0042873323,1,2,0,2,.00022099448,3,90,90,90,.0027159152,1
2019,37,Durham,3719000,1152,1148,1156,.02630017,1,921,917,925,.026809106,1,114,112,116,.0043240781,1,51,4,10,.0073635578,3,60,59,61,.0030060119,1
2019,37,Fayetteville,3722920,789,788,790,.015382816,1,538,538,538,.011838746,1,120,120,120,.0083033489,1,58,57,59,.0041962089,1,73,73,73,.0025291019,1
2019,37,Gastonia,3725580,533,533,533,.016375814,1,216,215,217,.015340909,1,53,53,53,.0054103713,1,3,0,4,.00050033355,3,229,229,229,.006501249,1
2019,37,Greensboro,3728000,2022,2021,2023,.026543096,1,1459,1458,1460,.023806415,1,259,259,259,.010080175,1,143,0,4,.0073985928,3,157,155,159,.0034094858,1
2019,37,Greenville,3728080,227,227,227,.0094222147,1,168,168,168,.0078380145,1,18,18,18,.0030150753,1,2,0,2,.00050942437,3,26,26,26,.0015426605,1
2019,37,High Point,3731400,,,,,,,,,,,,,,,,,,,,,,,,,
2019,37,Raleigh,3755000,45,43,47,.02108716,2,28,25,31,.013765979,3,2,0,4,.0025974025,3,0,0,0,0,3,1,0,2,.00085616438,3
2019,37,Wilmington,3774440,902,902,902,.034382861,1,459,459,459,.05022981,1,183,182,184,.022112131,1,65,0,2,.017006803,3,187,186,188,.0059874486,1
2019,37,Winston-Salem,3775000,13,13,13,.035714287,1,1,0,2,.0030120481,3,0,0,0,0,3,1,0,2,.5,3,0,0,0,,3
2019,38,Fargo,3825700,237,237,237,.020572918,1,56,56,56,.019112628,1,31,31,31,.027240774,1,72,0,2,.028301887,3,77,77,77,.0046871197,1
2019,39,Akron,3901000,1165,1160,1170,.043135367,1,727,723,731,.031616945,1,71,69,73,.035253227,2,115,3,13,.013409515,3,232,227,237,.011354738,1
2019,39,Cincinnati,3915000,3185,3177,3193,.032772209,1,2189,2174,2204,.027544986,1,366,359,373,.023781676,1,223,19,43,.012591756,3,278,270,286,.0033984499,2
2019,39,Cleveland,3916000,2460,2452,2468,.049493995,1,1871,1856,1886,.032822259,1,182,178,186,.012487993,1,107,7,27,.020553207,3,256,247,265,.011316418,2
2019,39,Columbus,3918000,3332,3315,3349,.038666852,1,2109,2087,2131,.027964147,1,342,325,359,.016473988,3,300,278,310,.016104788,3,526,512,540,.0091417842,2
2019,39,Dayton,3921000,748,742,754,.028483301,1,474,466,482,.017743506,1,29,24,34,.010918675,3,46,0,18,.011776754,3,140,135,145,.0072742389,2
2019,39,Parma,3961000,98,96,100,.0086176572,1,24,24,24,.015404365,1,17,17,17,.0061195106,1,5,4,6,.0032010244,3,52,51,53,.0030867863,1
2019,39,Toledo,3977000,2047,2042,2052,.05383442,1,1197,1190,1204,.04056802,1,251,246,256,.027223427,1,47,27,37,.0055268109,3,380,374,386,.013186203,1
2019,40,Broken Arrow,4009050,357,357,357,.018367978,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
