year,state,city_name,stateplacefp,homeless_count,homeless_count_lb,homeless_count_ub,homeless_share,homeless_quality
2018,04,Gilbert,0427400,399,398,400,.0078018066,1
2018,04,Glendale,0427820,1508,1508,1508,.0162243,1
2018,04,Goodyear,0428380,,,,,
2018,04,Mesa,0446000,1645,1642,1648,.02342971,1
2018,04,Peoria,0454050,1,0,2,.0015337423,3
2018,04,Phoenix,0455000,6949,6933,6965,.032134995,1
2018,04,Scottsdale,0465000,134,134,134,.0047646137,1
2018,04,Surprise,0471510,46,46,46,.0017003659,1
2018,04,Tempe,0473000,700,698,702,.015942788,1
2018,04,Tucson,0477000,3053,3047,3059,.03208011,1
2018,04,Yuma,0485540,361,361,361,.012664445,1
2018,05,Fayetteville,0523290,322,322,322,.03115928,1
2018,05,Fort Smith,0524550,224,223,225,.01500737,1
2018,05,Jonesboro,0535710,276,276,276,.018336434,1
2018,05,Little Rock,0541000,1048,1044,1052,.023565389,1
2018,05,Springdale,0566080,344,343,345,.014592966,1
2018,06,Alameda,0600562,92,91,93,.0083197681,1
2018,06,Alhambra,0600884,301,301,301,.018208215,1
2018,06,Anaheim,0602000,7782,7781,7783,.13828275,1
2018,06,Antioch,0602252,523,523,523,.031160628,1
2018,06,Apple Valley,0602364,807,807,807,.055111658,1
2018,06,Bakersfield,0603526,3726,3725,3727,.029936848,1
2018,06,Bellflower,0604982,188,188,188,.016108302,1
2018,06,Berkeley,0606000,290,289,291,.020899395,1
2018,06,Buena Park,0608786,765,765,765,.08719936,1
2018,06,Burbank,0608954,133,133,133,.0087482734,1
2018,06,Carlsbad,0611194,101,101,101,.008837942,1
2018,06,Carson,0611530,26,26,26,.050980393,1
2018,06,Chico,0613014,1522,1521,1523,.10185371,1
2018,06,Chino,0613210,2704,2704,2704,.098006524,1
2018,06,Chino Hills,0613214,,,,,
2018,06,Chula Vista,0613392,1267,1266,1268,.018188605,1
2018,06,Citrus Heights,0613588,,,,,
2018,06,Clovis,0614218,180,180,180,.0041605029,1
2018,06,Compton,0615044,384,384,384,.01834424,1
2018,06,Concord,0616000,754,754,754,.022418458,1
2018,06,Corona,0616350,825,825,825,.044091709,1
2018,06,Costa Mesa,0616532,1175,1175,1175,.049507037,1
2018,06,Daly City,0617918,100,100,100,.009380863,1
2018,06,Downey,0619766,627,627,627,.025824787,1
2018,06,El Cajon,0621712,1233,1233,1233,.029583244,1
2018,06,El Monte,0622230,2572,2572,2572,.11187473,1
2018,06,Elk Grove,0622020,799,798,800,.012500587,1
2018,06,Escondido,0622804,1622,1620,1624,.06289991,1
2018,06,Fairfield,0623182,573,573,573,.020991318,1
2018,06,Folsom,0624638,,,,,
2018,06,Fontana,0624680,997,997,997,.026373569,1
2018,06,Fremont,0626000,282,281,283,.0078516537,1
2018,06,Fresno,0627000,2673,2669,2677,.026766671,1
2018,06,Fullerton,0628000,610,610,610,.022793513,1
2018,06,Garden Grove,0629000,997,997,997,.023569183,1
2018,06,Glendale,0630000,1856,1856,1856,.071968667,1
2018,06,Hawthorne,0632548,55,54,56,.0064645042,1
2018,06,Hayward,0633000,1020,1020,1020,.051233109,1
2018,06,Hemet,0633182,1340,1339,1341,.059635069,1
2018,06,Hesperia,0633434,1615,1614,1616,.063788608,1
2018,06,Huntington Beach,0636000,1267,1267,1267,.041390348,1
2018,06,Indio,0636448,1,0,2,.010752688,3
2018,06,Inglewood,0636546,399,396,401,.031247552,1
2018,06,Irvine,0636770,127,127,127,.0035986512,1
2018,06,Jurupa Valley,0637692,287,287,287,.014836642,1
2018,06,Lake Forest,0639496,,,,,
2018,06,Lakewood,0639892,,,,,
2018,06,Lancaster,0640130,2286,2286,2286,.051914431,1
2018,06,Livermore,0641992,103,103,103,.0074974522,1
2018,06,Long Beach,0643000,7328,7327,7329,.099931814,1
2018,06,Los Angeles,0644000,18530,18497,18563,.033810474,1
2018,06,Manteca,0645484,1086,1086,1086,.045983825,1
2018,06,Menifee,0646842,74,73,75,.0061929869,1
2018,06,Merced,0646898,205,205,205,.0127187,1
2018,06,Milpitas,0647766,441,441,441,.043354306,1
2018,06,Mission Viejo,0648256,1073,1073,1073,.040116649,1
2018,06,Modesto,0648354,1058,1055,1061,.021146044,1
2018,06,Moreno Valley,0649270,4884,4884,4884,.14535281,1
2018,06,Mountain View,0649670,201,201,201,.021148989,1
2018,06,Murrieta,0650076,364,364,364,.01565524,1
2018,06,Napa,0650258,390,390,390,.022055082,1
2018,06,Newport Beach,0651182,,,,,
2018,06,Norwalk,0652526,5609,5609,5609,.32259735,1
2018,06,Oakland,0653000,1210,1206,1214,.026902638,1
2018,06,Oceanside,0653322,313,313,313,.014824287,1
2018,06,Ontario,0653896,4118,4118,4118,.087577894,1
2018,06,Orange,0653980,307,307,307,.011174608,1
2018,06,Oxnard,0654652,3657,3657,3657,.087586522,1
2018,06,Palmdale,0655156,467,466,468,.019707136,1
2018,06,Pasadena,0656000,982,982,982,.049218122,1
2018,06,Perris,0656700,2923,2923,2923,.07936465,1
2018,06,Pittsburg,0657456,318,318,318,.02767865,1
2018,06,Pleasanton,0657792,17,17,17,.001134998,1
2018,06,Pomona,0658072,3093,3093,3093,.12932225,1
2018,06,Rancho Cordova,0659444,1070,1070,1070,.051929142,1
2018,06,Rancho Cucamonga,0659451,302,302,302,.043654237,1
2018,06,Redding,0659920,792,791,793,.04333315,1
2018,06,Redwood City,0660102,177,175,179,.0093182418,1
2018,06,Rialto,0660466,2065,2065,2065,.081113994,1
2018,06,Richmond,0660620,1059,1059,1059,.03393143,1
2018,06,Riverside,0662000,2699,2697,2701,.063768461,1
2018,06,Roseville,0662938,669,669,669,.023506677,1
2018,06,Sacramento,0664000,1663,1659,1667,.024649817,1
2018,06,Salinas,0664224,4674,4673,4675,.12602119,1
2018,06,San Bernardino,0665000,5869,5869,5869,.10826416,1
2018,06,San Diego,0666000,9366,9360,9372,.058124453,1
2018,06,San Francisco,0667000,3501,3501,3501,.059930157,1
2018,06,San Jose,0668000,2366,2364,2368,.017784793,1
2018,06,San Leandro,0668084,157,157,157,.017589066,1
2018,06,San Marcos,0668196,287,287,287,.011447489,1
2018,06,San Mateo,0668252,32,32,32,.0035476719,1
2018,06,San Ramon,0668378,,,,,
2018,06,Santa Ana,0669000,6853,6852,6854,.13408597,1
2018,06,Santa Barbara,0669070,2383,2383,2383,.1478563,1
2018,06,Santa Clara,0669084,357,357,357,.023201404,1
2018,06,Santa Clarita,0669088,664,664,664,.019696835,1
2018,06,Santa Maria,0669196,5202,5201,5203,.20447309,1
2018,06,Santa Monica,0670000,100,100,100,.0094117643,1
2018,06,Santa Rosa,0670098,388,388,388,.013043771,1
2018,06,Simi Valley,0672016,364,363,365,.012518055,1
2018,06,South Gate,0673080,41,40,42,.028995756,1
2018,06,Stockton,0675000,2683,2679,2687,.048885811,1
2018,06,Sunnyvale,0677000,28,27,29,.00079888158,2
2018,06,Temecula,0678120,515,515,515,.014513584,1
2018,06,Thousand Oaks,0678582,263,262,264,.01304693,1
2018,06,Torrance,0680000,226,226,226,.009660597,1
2018,06,Tracy,0680238,711,710,712,.035553556,1
2018,06,Tustin,0680854,395,395,395,.016618984,1
2018,06,Upland,0681344,512,512,512,.047841527,1
2018,06,Vacaville,0681554,226,226,226,.017806493,1
2018,06,Vallejo,0681666,349,349,349,.025961466,1
2018,06,Ventura,0665042,1164,1163,1165,.0693435,1
2018,06,Victorville,0682590,2248,2248,2248,.083646514,1
2018,06,Visalia,0682954,787,786,788,.024234772,1
2018,06,Vista,0682996,2214,2213,2215,.094301045,1
2018,06,West Covina,0684200,1799,1799,1799,.17979212,1
2018,06,Westminster,0684550,782,782,782,.085745618,1
2018,06,Whittier,0685292,3207,3207,3207,.095811427,1
2018,08,Arvada,0803455,,,,,
2018,08,Aurora,0804000,1939,1939,1939,.048606236,1
2018,08,Boulder,0807850,397,397,397,.012737014,1
2018,08,Centennial,0812815,,,,,
2018,08,Colorado Springs,0816000,1465,1465,1465,.017842136,1
2018,08,Denver,0820000,2230,2230,2230,.01870162,1
2018,08,Fort Collins,0827425,1208,1208,1208,.039654665,1
2018,08,Greeley,0832155,581,581,581,.025533972,1
2018,08,Lakewood,0843000,,,,,
2018,08,Longmont,0845970,542,542,542,.016605901,1
2018,08,Loveland,0846465,901,901,901,.055682592,1
2018,08,Pueblo,0862000,588,588,588,.022231465,1
2018,08,Thornton,0877290,1852,1852,1852,.047146276,1
2018,08,Westminster,0883835,861,861,861,.092810176,1
2018,09,Bridgeport,0908000,222,220,224,.0099842595,1
2018,09,Danbury,0918430,70,70,70,.0059397537,1
2018,09,Hartford,0937000,359,359,359,.012623066,1
2018,09,New Haven,0952000,777,776,778,.033077907,1
2018,09,Norwalk,0955990,50,50,50,.0043779002,1
2018,09,Stamford,0973000,146,145,147,.0090858173,1
2018,09,Waterbury,0980000,760,760,760,.039920159,1
2018,11,Washington,1150000,7145,7142,7148,.080217808,1
2018,12,Boca Raton,1207300,20,20,20,.0078186085,1
2018,12,Boynton Beach,1207875,39,39,39,.023794997,1
2018,12,Cape Coral,1210275,,,,,
2018,12,Clearwater,1212875,,,,,
2018,12,Coral Springs,1214400,,,,,
2018,12,Davie,1216475,,,,,
2018,12,Deerfield Beach,1216725,,,,,
2018,12,Deltona,1217200,,,,,
2018,12,Doral,1217935,,,,,
2018,12,Fort Lauderdale,1224000,5470,5470,5470,.020143248,1
2018,12,Fort Myers,1224125,1272,1272,1272,.013473149,1
2018,12,Gainesville,1225175,1028,1027,1028,.033160221,1
2018,12,Hialeah,1230000,,,,,
2018,12,Hollywood,1232000,,,,,
2018,12,Homestead,1232275,,,,,
2018,12,Jacksonville,1235000,3771,3771,3771,.028956683,1
2018,12,Kissimmee,1236950,3493,3493,3493,.050952535,1
2018,12,Lakeland,1238250,,,,,
2018,12,Largo,1239425,4367,4367,4367,.043259896,1
2018,12,Melbourne,1243975,,,,,
2018,12,Miami,1245000,9917,9917,9917,.028299194,1
2018,12,Miami Beach,1245025,,,,,
2018,12,Miami Gardens,1245060,,,,,
2018,12,Miramar,1245975,,,,,
2018,12,North Port,1249675,,,,,
2018,12,Orlando,1253000,6181,6181,6181,.028838707,1
2018,12,Palm Bay,1254000,,,,,
2018,12,Palm Coast,1254200,,,,,
2018,12,Pembroke Pines,1255775,,,,,
2018,12,Plantation,1257425,,,,,
2018,12,Pompano Beach,1258050,,,,,
2018,12,Port St Lucie,1258715,1509,1509,1509,.036441352,1
2018,12,St. Petersburg,1263000,,,,,
2018,12,Sunrise,1269700,,,,,
2018,12,Tallahassee,1270600,1373,1372,1373,.037063032,1
2018,12,Tampa,1271000,4241,4241,4241,.019255217,1
2018,12,West Palm Beach,1276600,4473,4473,4473,.023232382,1
2018,13,Athens,1303440,867,867,867,.06416519,1
2018,13,Atlanta,1304000,4218,4217,4219,.026515128,1
2018,13,Augusta,1304204,337,337,337,.010889585,1
2018,13,Columbus,1319000,1141,1141,1141,.035814054,1
2018,13,Johns Creek,1342425,,,,,
2018,13,Macon,1349008,746,746,746,.030570012,1
2018,13,Roswell,1367284,,,,,
2018,13,Sandy Springs,1368516,,,,,
2018,13,Savannah,1369000,997,997,997,.026532894,1
2018,13,South Fulton,1372122,,,,,
2018,13,Warner Robins,1380508,,,,,
2018,15,Urban Honolulu CDP,1571550,,,,,
2018,16,Boise,1608830,878,877,879,.030928561,1
2018,16,Meridian,1652120,688,688,688,.015950665,1
2018,16,Nampa,1656260,870,869,871,.052302513,1
2018,17,Arlington Heights,1702154,282,282,282,.016152129,1
2018,17,Aurora,1703012,1072,1072,1072,.020189084,1
2018,17,Bloomington,1706613,242,242,242,.043682311,1
2018,17,Champaign,1712385,360,360,360,.035566095,1
2018,17,Chicago,1714000,16952,16952,16952,.046880014,1
2018,17,Cicero,1714351,256,256,256,.013094629,1
2018,17,Elgin,1723074,1039,1039,1039,.027298285,1
2018,17,Evanston,1724582,454,453,455,.03992964,1
2018,17,Joliet,1738570,607,606,608,.032402713,1
2018,17,Naperville,1751622,164,164,164,.0099787042,1
2018,17,Peoria,1759000,766,764,768,.038745575,1
2018,17,Rockford,1765000,2669,2669,2669,.093665555,1
2018,17,Schaumburg,1768003,163,163,163,.01064177,1
2018,17,Springfield,1772000,310,310,310,.021411797,1
2018,17,Waukegan,1779293,625,624,626,.038637489,1
2018,18,Bloomington,1805860,212,212,212,.017976766,1
2018,18,Carmel,1810342,54,54,54,.0033023483,1
2018,18,Evansville,1822000,527,527,527,.023317553,1
2018,18,Fishers,1823278,79,79,79,.0036575766,1
2018,18,Fort Wayne,1825000,1037,1036,1038,.023252685,1
2018,18,Hammond,1831000,169,168,170,.012029326,1
2018,18,Indianapolis,1836003,4534,4529,4539,.030390369,1
2018,18,South Bend,1871000,244,242,246,.013246471,1
2018,19,Cedar Rapids,1912000,748,748,748,.033276983,1
2018,19,Davenport,1919000,237,237,237,.015271602,1
2018,19,Des Moines,1921000,1061,1061,1061,.030329883,1
2018,19,Sioux City,1973335,664,664,664,.044337608,1
2018,20,Kansas City,2036000,1155,1155,1155,.038746689,1
2018,20,Lawrence,2038900,135,135,135,.01126408,1
2018,20,Olathe,2052575,504,504,504,.016787689,1
2018,20,Overland Park,2053775,124,124,124,.0054426547,1
2018,20,Topeka,2071000,501,501,501,.021330949,1
2018,20,Wichita,2079000,1957,1957,1957,.039230231,1
2018,21,Lexington,2146027,1221,1221,1221,.02908043,1
2018,21,Louisville,2148006,5172,5172,5172,.052809998,1
2018,22,Baton Rouge,2205000,1119,1114,1124,.021702029,1
2018,22,Lafayette,2240735,877,874,880,.026442742,1
2018,22,Lake Charles,2241155,817,817,817,.024321267,1
2018,22,New Orleans,2255000,2746,2741,2751,.055685114,1
2018,22,Shreveport,2270000,2298,2298,2298,.060158644,1
2018,24,Baltimore,2404000,2928,2928,2928,.036737304,1
2018,24,Frederick,2430325,853,853,853,.019970501,1
2018,25,Boston,2507000,98,97,99,.029796291,1
2018,25,Brockton,2509000,593,593,593,.035128251,1
2018,25,Cambridge,2511000,237,237,237,.026740381,1
2018,25,Fall River,2523000,457,456,458,.034378998,1
2018,25,Lawrence,2534550,557,557,557,.03739259,1
2018,25,Lowell,2537000,1069,1068,1070,.069190942,1
2018,25,Lynn,2537490,1141,1141,1141,.066310219,1
2018,25,New Bedford,2545000,1390,1388,1392,.086084105,1
2018,25,Newton,2545560,,,,,
2018,25,Quincy,2555745,142,142,142,.01504875,1
2018,25,Somerville,2562535,77,77,77,.015685476,1
2018,25,Springfield,2567000,1599,1598,1600,.056519743,1
2018,25,Worcester,2582000,3265,3265,3265,.11867117,1
2018,26,Ann Arbor,2603000,413,412,414,.019896902,1
2018,26,Dearborn,2621000,83,81,85,.0034757119,1
2018,26,Detroit,2622000,1579,1570,1588,.020635936,1
2018,26,Farmington Hills,2627440,,,,,
2018,26,Flint,2629000,802,801,803,.036436327,1
2018,26,Grand Rapids,2634000,1994,1990,1998,.031890225,1
2018,26,Lansing,2646000,809,809,809,.049063012,1
2018,26,Livonia,2649000,81,80,82,.0047071129,1
2018,26,Rochester Hills,2669035,,,,,
2018,26,Southfield,2674900,193,193,193,.019907169,1
2018,26,Sterling Heights,2676460,92,92,92,.0033456979,1
2018,26,Troy,2680700,18,18,18,.0013709064,1
2018,26,Warren,2684000,468,468,468,.019898806,1
2018,26,Westland,2686000,242,242,242,.019857224,1
2018,26,Wyoming,2688940,178,178,178,.026292467,1
2018,27,Bloomington,2706616,264,263,265,.024622273,1
2018,27,Brooklyn Park,2707966,47,47,47,.015309446,1
2018,27,Duluth,2717000,403,402,404,.039190896,1
2018,27,Minneapolis,2743000,3566,3564,3568,.076260135,1
2018,27,Plymouth,2751730,136,136,136,.12651163,1
2018,27,Rochester,2754880,424,423,425,.023455219,1
2018,27,Saint Paul,2758000,2035,2031,2039,.042928867,1
2018,27,Woodbury,2771428,1,0,2,.0025575447,3
2018,28,Jackson,2836000,1859,1859,1859,.077668689,1
2018,29,Columbia,2915670,14,14,14,.00075679767,1
2018,29,Independence,2935000,1153,1153,1153,.058638051,1
2018,29,Kansas City,2938000,3419,3419,3419,.049868729,1
2018,29,Lee's Summit,2941348,,,,,
2018,29,O'Fallon,2954074,187,187,187,.010360685,1
2018,29,Springfield,2970000,1790,1790,1790,.06981007,1
2018,29,St. Louis,2965000,140,139,141,.046995636,1
2018,30,Billings,3006550,502,501,503,.029071115,1
2018,31,Lincoln,3128000,363,363,363,.0086387433,1
2018,31,Omaha,3137000,1753,1753,1753,.021059588,1
2018,32,Henderson,3231900,,,,,
2018,32,Las Vegas,3240000,13844,13844,13844,.04128458,1
2018,32,North Las Vegas,3251800,,,,,
2018,32,Reno,3260600,2489,2489,2489,.036824975,1
2018,32,Sparks,3268400,,,,,
2018,33,Manchester,3345140,944,943,945,.068198234,1
2018,33,Nashua,3350260,394,394,394,.03508772,1
2018,34,Clifton,3413690,203,203,203,.018925974,1
2018,34,Elizabeth,3421000,388,388,388,.013513514,1
2018,34,Jersey City,3436000,318,317,319,.010483286,1
2018,34,Newark,3451000,772,767,777,.013560513,1
2018,34,Paterson,3457000,390,389,391,.013498079,1
2018,34,Trenton,3474000,323,323,323,.020276209,1
2018,35,Albuquerque,3502000,4703,4698,4708,.049717214,1
2018,35,Las Cruces,3539380,490,490,490,.019539818,1
2018,35,Rio Rancho,3563460,185,185,185,.010160369,1
2018,35,Santa Fe,3570500,1213,1211,1215,.073832855,1
2018,36,Albany,3601000,961,961,961,.055713374,1
2018,36,Buffalo,3611000,1621,1617,1625,.033426125,1
2018,36,New Rochelle,3650617,138,138,138,.012864734,1
2018,36,New York,3651000,22490,22489,22491,.13180257,1
2018,36,Rochester,3663000,3131,3130,3132,.051081672,1
2018,36,Syracuse,3673000,1694,1694,1694,.075181961,1
2018,36,Yonkers,3684000,507,507,507,.018257111,1
2018,37,Asheville,3702140,843,842,844,.027999204,1
2018,37,Cary,3710740,3915,3914,3916,.02406713,1
2018,37,Charlotte,3712000,4711,4708,4714,.030698154,1
2018,37,Concord,3714100,407,406,408,.011989984,1
2018,37,Durham,3719000,1118,1114,1122,.026350522,1
2018,37,Fayetteville,3722920,828,828,828,.01612024,1
2018,37,Gastonia,3725580,755,755,755,.022996558,1
2018,37,Greensboro,3728000,2787,2786,2788,.037857074,1
2018,37,Greenville,3728080,339,339,339,.014085677,1
2018,37,High Point,3731400,,,,,
2018,37,Raleigh,3755000,72,70,74,.029268293,2
2018,37,Wilmington,3774440,1460,1459,1461,.054765746,1
2018,37,Winston-Salem,3775000,,,,,
2018,38,Fargo,3825700,184,184,184,.015980545,1
2018,39,Akron,3901000,1145,1144,1146,.042558726,1
2018,39,Cincinnati,3915000,4881,4876,4886,.052053452,1
2018,39,Cleveland,3916000,2671,2662,2680,.051057078,1
2018,39,Columbus,3918000,3169,3154,3184,.03777431,1
2018,39,Dayton,3921000,585,581,589,.021985043,1
2018,39,Parma,3961000,213,213,213,.018784726,1
2018,39,Toledo,3977000,2879,2873,2885,.075554386,1
2018,40,Broken Arrow,4009050,177,177,177,.0092815943,1
2018,40,Edmond,4023200,39,38,40,.0011970901,2
2018,40,Lawton,4041850,651,651,651,.047177333,1
2018,40,Norman,4052500,202,202,202,.011611197,1
2018,40,Oklahoma City,4055000,2746,2745,2747,.059900094,1
2018,40,Tulsa,4075000,2057,2057,2057,.03889351,1
2018,41,Beaverton,4105350,2085,2085,2085,.050766982,1
2018,41,Bend,4105800,380,380,380,.020663405,1
2018,41,Eugene,4123850,1290,1289,1291,.055856247,1
2018,41,Gresham,4131250,366,366,366,.030584106,1
2018,41,Hillsboro,4134100,616,616,616,.029739777,1
2018,41,Medford,4147000,1251,1251,1251,.08647266,1
2018,41,Portland,4159000,2394,2394,2394,.035150573,1
2018,41,Salem,4164900,1225,1225,1225,.029222328,1
2018,42,Allentown,4202000,828,827,829,.026283212,1
2018,42,Bethlehem,4206088,462,461,463,.02804419,1
2018,42,Erie,4224000,374,374,374,.017483989,1
2018,42,Philadelphia,4260000,4320,4302,4338,.022279412,1
2018,42,Pittsburgh,4261000,1691,1690,1692,.023300035,1
2018,42,Reading,4263624,1155,1155,1155,.049146846,1
2018,42,Scranton,4269000,251,251,251,.024834273,1
2018,44,Cranston,4419180,30,30,30,.0028628686,1
2018,44,Pawtucket,4454640,89,89,89,.0096949888,1
2018,44,Providence,4459000,329,326,332,.011731565,1
2018,44,Warwick,4474300,70,70,70,.0079545453,1
2018,45,Charleston,4513330,341,341,341,.0068516545,1
2018,45,Columbia,4516000,1551,1551,1551,.019193407,1
2018,45,Mount Pleasant,4548535,,,,,
2018,45,North Charleston,4550875,,,,,
2018,46,Sioux Falls,4659020,697,697,697,.027859941,1
2018,47,Chattanooga,4714000,1465,1465,1465,.032517981,1
2018,47,Clarksville,4715160,1137,1137,1137,.032149523,1
2018,47,Franklin,4727740,234,234,234,.0053104577,1
2018,47,Knoxville,4740000,534,533,535,.0087559642,1
2018,47,Memphis,4748000,2284,2284,2284,.020370122,1
2018,47,Murfreesboro,4751560,1420,1420,1420,.025705079,1
2018,47,Nashville,4752006,3709,3709,3709,.038526259,1
2018,48,Abilene,4801000,1398,1398,1398,.065803722,1
2018,48,Allen,4801924,89,89,89,.0034457394,1
2018,48,Amarillo,4803000,1997,1997,1997,.05700665,1
2018,48,Arlington,4804000,2448,2448,2448,.040868115,1
2018,48,Austin,4805000,2265,2263,2267,.020446483,1
2018,48,Baytown,4806128,504,504,504,.0211436,1
2018,48,Beaumont,4807000,1013,1013,1013,.053597882,1
2018,48,Brownsville,4810768,2035,2035,2035,.045831271,1
2018,48,Bryan,4810912,798,798,798,.048810326,1
2018,48,Carrollton,4813024,476,476,476,.017685305,1
2018,48,Cedar Park,4813552,,,,,
2018,48,College Station,4815976,142,142,142,.0099677099,1
2018,48,Conroe,4816432,712,712,712,.011330904,1
2018,48,Corpus Christi,4817000,1536,1535,1537,.028813686,1
2018,48,Dallas,4819000,3686,3682,3690,.019325241,1
2018,48,Denton,4819972,980,980,980,.03189585,1
2018,48,Edinburg,4822660,62,62,62,.0018170628,1
2018,48,El Paso,4824000,2851,2850,2852,.017074209,1
2018,48,Flower Mound,4826232,,,,,
2018,48,Fort Worth,4827000,3081,3081,3081,.023013663,1
2018,48,Frisco,4827684,147,147,147,.0024425909,1
2018,48,Garland,4829000,1365,1365,1365,.02438066,1
2018,48,Grand Prairie,4830464,1293,1293,1293,.044280823,1
2018,48,Houston,4835000,16762,16762,16762,.02812166,1
2018,48,Irving,4837000,712,712,712,.020724183,1
2018,48,Killeen,4839148,1079,1079,1079,.02299365,1
2018,48,Laredo,4841464,737,736,738,.010948688,1
2018,48,League City,4841980,1106,1106,1106,.026205426,1
2018,48,Lewisville,4842508,1263,1263,1263,.018079791,1
2018,48,Longview,4843888,110,110,110,.0072655217,1
2018,48,Lubbock,4845000,989,989,989,.027539542,1
2018,48,Mcallen,4845384,235,235,235,.010104485,1
2018,48,Mckinney,4845744,740,739,741,.028327528,1
2018,48,Mesquite,4847892,813,813,813,.019830719,1
2018,48,Midland,4848072,589,588,590,.02,1
2018,48,Mission,4848768,202,202,202,.0078073665,1
2018,48,New Braunfels,4850820,663,663,663,.020053234,1
2018,48,Odessa,4853388,2099,2099,2099,.061755273,1
2018,48,Pasadena,4856000,1458,1458,1458,.027359216,1
2018,48,Pearland,4856348,271,271,271,.012542812,1
2018,48,Pharr,4857200,929,929,929,.02502694,1
2018,48,Plano,4858016,459,459,459,.0086510731,1
2018,48,Richardson,4861796,478,478,478,.0082129175,1
2018,48,Round Rock,4863500,792,792,792,.015220525,1
2018,48,San Angelo,4864472,280,280,280,.014702021,1
2018,48,San Antonio,4865000,6903,6900,6906,.021749679,1
2018,48,Sugar Land,4870808,1174,1174,1174,.014692632,1
2018,48,Temple,4872176,438,438,438,.050045703,1
2018,48,Tyler,4874144,401,401,401,.017898589,1
2018,48,Waco,4876000,931,931,931,.041542102,1
2018,48,Wichita Falls,4879000,417,417,417,.027510226,1
2018,49,Layton,4943660,8,8,8,.009142857,1
2018,49,Lehi,4944320,,,,,
2018,49,Ogden,4955980,1002,1001,1003,.021940965,1
2018,49,Orem,4957300,,,,,
2018,49,Provo,4962470,314,313,315,.016299834,1
2018,49,Salt Lake City,4967000,2200,2198,2202,.023923185,1
2018,49,Sandy,4967440,1832,1832,1832,.051853947,1
2018,49,South Jordan,4970850,5,5,5,.016556291,1
2018,49,St. George,4965330,964,964,964,.029522555,1
2018,49,West Jordan,4982950,1593,1593,1593,.028357306,1
2018,49,West Valley City,4983470,12,9,15,.0081411125,3
2018,51,Alexandria,5101000,211,211,211,.013215583,1
2018,51,Chesapeake,5116000,168,168,168,.0041096895,1
2018,51,Hampton,5135000,389,389,389,.019858083,1
2018,51,Lynchburg,5147672,252,252,252,.030497398,1
2018,51,Newport News,5156000,749,749,749,.026141282,1
2018,51,Norfolk,5157000,661,661,661,.021969622,1
2018,51,Portsmouth,5164000,220,220,220,.015707554,1
2018,51,Richmond,5167000,1189,1189,1189,.048015185,1
2018,51,Roanoke,5168000,801,801,801,.028740581,1
2018,51,Suffolk,5176432,162,162,162,.011356466,1
2018,51,Virginia Beach,5182000,930,930,930,.01355211,1
2018,53,Auburn,5303180,348,348,348,.019880034,1
2018,53,Bellevue,5305210,279,279,279,.012911287,1
2018,53,Bellingham,5305280,662,662,662,.048388276,1
2018,53,Everett,5322640,1447,1447,1447,.039327063,1
2018,53,Federal Way,5323515,759,759,759,.032312997,1
2018,53,Kennewick,5335275,501,501,501,.024459308,1
2018,53,Kent,5335415,505,505,505,.018377671,1
2018,53,Kirkland,5335940,16,16,16,.024024025,1
2018,53,Pasco,5353545,564,564,564,.030422352,1
2018,53,Renton,5357745,634,634,634,.038599696,1
2018,53,Seattle,5363000,2703,2703,2703,.047782354,1
2018,53,Spokane,5367000,1746,1743,1749,.049527701,1
2018,53,Spokane Valley,5367167,377,377,377,.025834303,1
2018,53,Tacoma,5370000,2500,2500,2500,.058448087,1
2018,53,Vancouver,5374060,2084,2082,2086,.042534951,1
2018,53,Yakima,5380010,784,784,784,.031185362,1
2018,55,Appleton,5502375,311,311,311,.019090295,1
2018,55,Green Bay,5531000,1139,1139,1139,.038212501,1
2018,55,Kenosha,5539225,460,460,460,.02166439,1
2018,55,Madison,5548000,1062,1061,1063,.039365407,1
2018,55,Milwaukee,5553000,5225,5225,5225,.066146776,1
2018,55,Racine,5566000,852,852,852,.046291769,1
2017,01,Auburn,0103076,29,29,29,.0033607602,1
2017,01,Birmingham,0107000,493,493,493,.0082274992,1
2017,01,Hoover,0135896,62,62,62,.0044200472,1
2017,01,Huntsville,0137000,338,338,338,.0078092511,1
2017,01,Mobile,0150000,6521,6520,6521,.11745951,1
2017,01,Montgomery,0151000,686,686,686,.023307173,1
2017,01,Tuscaloosa,0177256,283,283,283,.0096884631,1
2017,02,Anchorage,0203000,2047,2047,2047,.042617422,1
2017,04,Avondale,0404720,672,672,672,.035540514,1
2017,04,Buckeye,0407940,41,41,41,.0033131314,1
2017,04,Chandler,0412000,501,500,502,.010908378,1
2017,04,Flagstaff,0423620,302,302,302,.03071603,1
2017,04,Gilbert,0427400,415,415,415,.0083738575,1
2017,04,Glendale,0427820,1837,1837,1837,.019943547,1
2017,04,Goodyear,0428380,,,,,
2017,04,Mesa,0446000,1383,1378,1388,.019894987,1
2017,04,Peoria,0454050,4,3,5,.0077220076,3
2017,04,Phoenix,0455000,9109,9096,9122,.043389,1
2017,04,Scottsdale,0465000,160,157,163,.0056304326,1
2017,04,Surprise,0471510,89,89,89,.0033495163,1
2017,04,Tempe,0473000,697,694,700,.015845951,1
2017,04,Tucson,0477000,3472,3470,3474,.04196734,1
2017,04,Yuma,0485540,344,344,344,.013555582,1
2017,05,Fayetteville,0523290,265,265,265,.026455026,1
